case_id,ranking,risk_profile,security_cap,family_cap,architecture,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl,opportunity_count,funded_count,rejected_quality,rejected_risk,liquidity_capped,estimated_risk_utilization
R0_RP100_S20_F0,R0,1.0,0.2,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.499326260532152,0.10655762954895787,0.03168964064460855,0.0067210755697456985,2.1441854174599606,0.12673556712240405,0.41699436634205134,0.8732644328775959,224421.69286783165,4.821499507537771,-0.01005266655876813,0.020587069494016497,0.8765386762045781,0.09931446553527362,0.025976813568984573,0.03604904903909224,2449086.5192942973,3526,1324,665,34,74,0.29660742299527965
R0_RP100_S20_F1,R0,1.0,0.2,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.5041889471016163,0.10745375055026707,0.03168847805594144,0.006704155670734693,2.1607686162854507,0.1269832473014636,0.419264508039404,0.8730167526985363,225754.21210805204,4.834829897438959,-0.010052676152201068,0.020580411767973723,0.8765380381734279,0.0990952319672394,0.02586018169624175,0.03590808695089713,2472936.937480067,3526,1323,665,35,74,0.2971481785403892
R0_RP125_S10_F0,R0,1.25,0.1,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6189947883499929,0.12800587783490203,0.03679144068011231,0.008274777177395559,2.1283057427497325,0.1551399109048456,0.5164867414293026,0.8448600890951544,283614.20877818234,5.848001161459565,-0.0125258019712432,0.02565867029237128,0.850593100636085,0.09435605141118782,0.026521272350780174,0.03594184675642075,3036034.575961942,3526,1326,665,30,102,0.2895296139248865
R0_RP125_S10_F1,R0,1.25,0.1,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6266773568738353,0.12934167646582861,0.03678928979672791,0.008264084468392321,2.1450602155458123,0.1554964896025153,0.5177673259498369,0.8445035103974847,285752.1274726028,5.866245403073743,-0.012525860754156182,0.025664192987949256,0.8506198486944455,0.09424481922840146,0.02637107640774153,0.035789789595721544,3073715.9007639764,3526,1329,665,28,102,0.2901590258087345
R0_RP125_S15_F0,R0,1.25,0.15,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6189947883499929,0.12800587783490203,0.03679144068011231,0.008274777177395559,2.1283057427497325,0.1551399109048456,0.5164867414293026,0.8448600890951544,283614.20877818234,5.848001161459565,-0.0125258019712432,0.02565867029237128,0.850593100636085,0.09435605141118782,0.026521272350780174,0.03594184675642075,3036034.575961942,3526,1326,665,30,102,0.2895296139248865
R0_RP125_S15_F1,R0,1.25,0.15,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6266773568738353,0.12934167646582861,0.03678928979672791,0.008264084468392321,2.1450602155458123,0.1554964896025153,0.5177673259498369,0.8445035103974847,285752.1274726028,5.866245403073743,-0.012525860754156182,0.025664192987949256,0.8506198486944455,0.09424481922840146,0.02637107640774153,0.035789789595721544,3073715.9007639764,3526,1329,665,28,102,0.2901590258087345
R0_RP125_S20_F0,R0,1.25,0.2,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6189947883499929,0.12800587783490203,0.03679144068011231,0.008274777177395559,2.1283057427497325,0.1551399109048456,0.5164867414293026,0.8448600890951544,283614.20877818234,5.848001161459565,-0.0125258019712432,0.02565867029237128,0.850593100636085,0.09435605141118782,0.026521272350780174,0.03594184675642075,3036034.575961942,3526,1326,665,30,102,0.2895296139248865
R0_RP125_S20_F1,R0,1.25,0.2,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.6266773568738353,0.12934167646582861,0.03678928979672791,0.008264084468392321,2.1450602155458123,0.1554964896025153,0.5177673259498369,0.8445035103974847,285752.1274726028,5.866245403073743,-0.012525860754156182,0.025664192987949256,0.8506198486944455,0.09424481922840146,0.02637107640774153,0.035789789595721544,3073715.9007639764,3526,1329,665,28,102,0.2901590258087345
R0_RP150_S10_F0,R0,1.5,0.1,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7425044058534223,0.14892973983587754,0.04346383815676291,0.009821856931414366,2.10544917245714,0.1828663628684396,0.6148338864076415,0.8171336371315603,345479.94746833737,6.8504238215340125,-0.014984005408870016,0.03072771534724788,0.8214385292235943,0.09133215514636299,0.02705596621162011,0.03649500750548405,3641822.340676084,3526,1329,665,25,151,0.2832380124491465
R0_RP150_S10_F1,R0,1.5,0.1,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7474249055873143,0.14973997191522903,0.04345322788678374,0.009793121010571705,2.1176180466435452,0.1829044229130154,0.6085478515146253,0.8170955770869845,346590.6662492674,6.854973951605167,-0.0149840457192717,0.03072101920600676,0.8214834128428793,0.09126914937484337,0.02699957912733685,0.036445465072987626,3665956.319837572,3526,1328,665,26,151,0.2833435354108419
R0_RP150_S15_F0,R0,1.5,0.15,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7425044058534223,0.14892973983587754,0.04346383815676291,0.009821856931414366,2.10544917245714,0.1828663628684396,0.6148338864076415,0.8171336371315603,345479.94746833737,6.8504238215340125,-0.014984005408870016,0.03072771534724788,0.8214385292235943,0.09133215514636299,0.02705596621162011,0.03649500750548405,3641822.340676084,3526,1329,665,25,151,0.2832380124491465
R0_RP150_S15_F1,R0,1.5,0.15,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7474249055873143,0.14973997191522903,0.04345322788678374,0.009793121010571705,2.1176180466435452,0.1829044229130154,0.6085478515146253,0.8170955770869845,346590.6662492674,6.854973951605167,-0.0149840457192717,0.03072101920600676,0.8214834128428793,0.09126914937484337,0.02699957912733685,0.036445465072987626,3665956.319837572,3526,1328,665,26,151,0.2833435354108419
R0_RP150_S20_F0,R0,1.5,0.2,False,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7425044058534223,0.14892973983587754,0.04346383815676291,0.009821856931414366,2.10544917245714,0.1828663628684396,0.6148338864076415,0.8171336371315603,345479.94746833737,6.8504238215340125,-0.014984005408870016,0.03072771534724788,0.8214385292235943,0.09133215514636299,0.02705596621162011,0.03649500750548405,3641822.340676084,3526,1329,665,25,151,0.2832380124491465
R0_RP150_S20_F1,R0,1.5,0.2,True,P1_UNIFIED_RISK_ONLY,2018-01-01,2021-12-31,0.7474249055873143,0.14973997191522903,0.04345322788678374,0.009793121010571705,2.1176180466435452,0.1829044229130154,0.6085478515146253,0.8170955770869845,346590.6662492674,6.854973951605167,-0.0149840457192717,0.03072101920600676,0.8214834128428793,0.09126914937484337,0.02699957912733685,0.036445465072987626,3665956.319837572,3526,1328,665,26,151,0.2833435354108419
R1_RP75_S10_F0,R1,0.75,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3726404735278974,0.08240353034014491,0.025028268402225495,0.005165348076234339,2.1544169652628598,0.09803877866346447,0.323105900180166,0.9019612213365356,166957.3064895118,3.7659560526897953,-0.0075652753076895785,0.01546879401665886,0.7308026642773932,0.10135947278993725,0.026527916520959167,0.03653603825698218,1827720.3351732232,3571,1216,665,194,54,0.30196951112253456
R1_RP75_S10_F1,R1,0.75,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3689045000587021,0.08166627159231932,0.025028268402225273,0.005144147303729107,2.150159560307247,0.09751107118923215,0.3222689341366728,0.9024889288107679,165628.00621878172,3.745741430601617,-0.0075652753076895785,0.015462575429428875,0.7308026642773939,0.09978484185619647,0.02671616946444918,0.036771270973819416,1809396.1992663788,3562,1253,665,146,53,0.2986230527801676
R1_RP75_S15_F0,R1,0.75,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3726404735278974,0.08240353034014491,0.025028268402225495,0.005165348076234339,2.1544169652628598,0.09803877866346447,0.323105900180166,0.9019612213365356,166957.3064895118,3.7659560526897953,-0.0075652753076895785,0.01546879401665886,0.7308026642773932,0.10135947278993725,0.026527916520959167,0.03653603825698218,1827720.3351732232,3571,1216,665,194,54,0.30196951112253456
R1_RP75_S15_F1,R1,0.75,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3689045000587021,0.08166627159231932,0.025028268402225273,0.005144147303729107,2.150159560307247,0.09751107118923215,0.3222689341366728,0.9024889288107679,165628.00621878172,3.745741430601617,-0.0075652753076895785,0.015462575429428875,0.7308026642773939,0.09978484185619647,0.02671616946444918,0.036771270973819416,1809396.1992663788,3562,1253,665,146,53,0.2986230527801676
R1_RP75_S20_F0,R1,0.75,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3726404735278974,0.08240353034014491,0.025028268402225495,0.005165348076234339,2.1544169652628598,0.09803877866346447,0.323105900180166,0.9019612213365356,166957.3064895118,3.7659560526897953,-0.0075652753076895785,0.01546879401665886,0.7308026642773932,0.10135947278993725,0.026527916520959167,0.03653603825698218,1827720.3351732232,3571,1216,665,194,54,0.30196951112253456
R1_RP75_S20_F1,R1,0.75,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3689045000587021,0.08166627159231932,0.025028268402225273,0.005144147303729107,2.150159560307247,0.09751107118923215,0.3222689341366728,0.9024889288107679,165628.00621878172,3.745741430601617,-0.0075652753076895785,0.015462575429428875,0.7308026642773939,0.09978484185619647,0.02671616946444918,0.036771270973819416,1809396.1992663788,3562,1253,665,146,53,0.2986230527801676
R1_RP100_S10_F0,R1,1.0,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5119038966040226,0.10887105348091186,0.031859047735812274,0.006824998082496245,2.154306443289405,0.1291867707049762,0.42547374092601103,0.8708132292950238,230994.17494922614,4.918964771231318,-0.010086936903732524,0.02058139190642882,0.8770440311581106,0.09922948324290662,0.02552050239497168,0.03576478802192654,2510777.0839270866,3547,1247,665,138,74,0.2985977599137421
R1_RP100_S10_F1,R1,1.0,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.03580299097196817,2510339.0020846324,3550,1241,665,146,75,0.2981444172781801
R1_RP100_S15_F0,R1,1.0,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5119038966040226,0.10887105348091186,0.031859047735812274,0.006824998082496245,2.154306443289405,0.1291867707049762,0.42547374092601103,0.8708132292950238,230994.17494922614,4.918964771231318,-0.010086936903732524,0.02058139190642882,0.8770440311581106,0.09922948324290662,0.02552050239497168,0.03576478802192654,2510777.0839270866,3547,1247,665,138,74,0.2985977599137421
R1_RP100_S15_F1,R1,1.0,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.03580299097196817,2510339.0020846324,3550,1241,665,146,75,0.2981444172781801
R1_RP100_S20_F0,R1,1.0,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5119038966040226,0.10887105348091186,0.031859047735812274,0.006824998082496245,2.154306443289405,0.1291867707049762,0.42547374092601103,0.8708132292950238,230994.17494922614,4.918964771231318,-0.010086936903732524,0.02058139190642882,0.8770440311581106,0.09922948324290662,0.02552050239497168,0.03576478802192654,2510777.0839270866,3547,1247,665,138,74,0.2985977599137421
R1_RP100_S20_F1,R1,1.0,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.03580299097196817,2510339.0020846324,3550,1241,665,146,75,0.2981444172781801
R1_RP125_S10_F0,R1,1.25,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6398643683795964,0.13162356423886457,0.037393171843726036,0.008384891810556893,2.151539879835302,0.15803038777342282,0.521650841425868,0.8419696122265772,292844.79139529297,5.962526552836517,-0.01269066191211865,0.02566051283271477,0.8474721054474104,0.09440737814349634,0.025952511607679214,0.03551241455276383,3138395.319134881,3550,1249,665,136,106,0.29178156488604307
R1_RP125_S10_F1,R1,1.25,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6405975111897608,0.1317500232680513,0.03739024412286451,0.008371490404991484,2.154945960049243,0.15788359255350912,0.5216508414258682,0.8421164074464909,292682.638593637,5.957927190390619,-0.012690661912447498,0.025663015209179654,0.8474721054474104,0.09443204488513975,0.025952944591799528,0.03551659184734689,3141991.224888321,3550,1245,665,140,106,0.29164906469643515
R1_RP125_S15_F0,R1,1.25,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6398643683795964,0.13162356423886457,0.037393171843726036,0.008384891810556893,2.151539879835302,0.15803038777342282,0.521650841425868,0.8419696122265772,292844.79139529297,5.962526552836517,-0.01269066191211865,0.02566051283271477,0.8474721054474104,0.09440737814349634,0.025952511607679214,0.03551241455276383,3138395.319134881,3550,1249,665,136,106,0.29178156488604307
R1_RP125_S15_F1,R1,1.25,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6405975111897608,0.1317500232680513,0.03739024412286451,0.008371490404991484,2.154945960049243,0.15788359255350912,0.5216508414258682,0.8421164074464909,292682.638593637,5.957927190390619,-0.012690661912447498,0.025663015209179654,0.8474721054474104,0.09443204488513975,0.025952944591799528,0.03551659184734689,3141991.224888321,3550,1245,665,140,106,0.29164906469643515
R1_RP125_S20_F0,R1,1.25,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.6398643683795964,0.13162356423886457,0.037393171843726036,0.008384891810556893,2.151539879835302,0.15803038777342282,0.521650841425868,0.8419696122265772,292844.79139529297,5.962526552836517,-0.01269066191211865,0.02566051283271477,0.8474721054474104,0.09440737814349634,0.025952511607679214,0.03551241455276383,3138395.319134881,3550,1249,665,136,106,0.29178156488604307
R1_RP125_S20_F1,R1,1.25,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.6405975111897608,0.1317500232680513,0.03739024412286451,0.008371490404991484,2.154945960049243,0.15788359255350912,0.5216508414258682,0.8421164074464909,292682.638593637,5.957927190390619,-0.012690661912447498,0.025663015209179654,0.8474721054474104,0.09443204488513975,0.025952944591799528,0.03551659184734689,3141991.224888321,3550,1245,665,140,106,0.29164906469643515
R1_RP150_S10_F0,R1,1.5,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7618328822154041,0.1521026559566656,0.04414852452634532,0.009960379572236664,2.113527741001511,0.18596926030601432,0.6162852610397774,0.8140307396939858,355435.9120285187,6.972310021509539,-0.015326313986359308,0.030716557966635822,0.8230752202437063,0.0921737122372361,0.026595447012032015,0.0360481375309084,3736624.306120841,3571,1227,665,179,158,0.28471390942308683
R1_RP150_S10_F1,R1,1.5,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7628398620986112,0.15226724245580225,0.04414635588027227,0.009943454927355117,2.117222142665934,0.18578161273098664,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030924,-0.015326313984427409,0.03072551577439827,0.823075220243706,0.09220059320876417,0.026598162650304406,0.03605575936790904,3741563.32305645,3571,1227,665,179,158,0.2845727772904434
R1_RP150_S15_F0,R1,1.5,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7618328822154041,0.1521026559566656,0.04414852452634532,0.009960379572236664,2.113527741001511,0.18596926030601432,0.6162852610397774,0.8140307396939858,355435.9120285187,6.972310021509539,-0.015326313986359308,0.030716557966635822,0.8230752202437063,0.0921737122372361,0.026595447012032015,0.0360481375309084,3736624.306120841,3571,1227,665,179,158,0.28471390942308683
R1_RP150_S15_F1,R1,1.5,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7628398620986112,0.15226724245580225,0.04414635588027227,0.009943454927355117,2.117222142665934,0.18578161273098664,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030924,-0.015326313984427409,0.03072551577439827,0.823075220243706,0.09220059320876417,0.026598162650304406,0.03605575936790904,3741563.32305645,3571,1227,665,179,158,0.2845727772904434
R1_RP150_S20_F0,R1,1.5,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.7618328822154041,0.1521026559566656,0.04414852452634532,0.009960379572236664,2.113527741001511,0.18596926030601432,0.6162852610397774,0.8140307396939858,355435.9120285187,6.972310021509539,-0.015326313986359308,0.030716557966635822,0.8230752202437063,0.0921737122372361,0.026595447012032015,0.0360481375309084,3736624.306120841,3571,1227,665,179,158,0.28471390942308683
R1_RP150_S20_F1,R1,1.5,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.7628398620986112,0.15226724245580225,0.04414635588027227,0.009943454927355117,2.117222142665934,0.18578161273098664,0.6162852610397774,0.8142183872690133,355242.65523954516,6.966347879030924,-0.015326313984427409,0.03072551577439827,0.823075220243706,0.09220059320876417,0.026598162650304406,0.03605575936790904,3741563.32305645,3571,1227,665,179,158,0.2845727772904434
R2_RP75_S10_F0,R2,0.75,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3719311544041475,0.08226366881700797,0.02502826721117768,0.005162773054309212,2.1529257254583127,0.09798516645920445,0.32245927946733166,0.9020148335407956,166730.96103963014,3.7629212417410987,-0.007565274395190058,0.015476748856871277,0.7308026642773936,0.10139797479242849,0.026562958441634848,0.03657723972564814,1824241.2794111604,3571,1217,665,193,54,0.3016125597440995
R2_RP75_S10_F1,R2,0.75,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3681991357530796,0.08152690535999141,0.02502826721117757,0.005141502497263317,2.1486932178849165,0.09745791084489536,0.321847824991199,0.9025420891551047,165402.69645325508,3.7427766913624256,-0.007565274395190058,0.015470518643033563,0.7308026642773937,0.09982209963847945,0.026751658776944444,0.03680726892171163,1805936.541025592,3562,1224,665,175,53,0.29827196075221923
R2_RP75_S15_F0,R2,0.75,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3719311544041475,0.08226366881700797,0.02502826721117768,0.005162773054309212,2.1529257254583127,0.09798516645920445,0.32245927946733166,0.9020148335407956,166730.96103963014,3.7629212417410987,-0.007565274395190058,0.015476748856871277,0.7308026642773936,0.10139797479242849,0.026562958441634848,0.03657723972564814,1824241.2794111604,3571,1217,665,193,54,0.3016125597440995
R2_RP75_S15_F1,R2,0.75,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3681991357530796,0.08152690535999141,0.02502826721117757,0.005141502497263317,2.1486932178849165,0.09745791084489536,0.321847824991199,0.9025420891551047,165402.69645325508,3.7427766913624256,-0.007565274395190058,0.015470518643033563,0.7308026642773937,0.09982209963847945,0.026751658776944444,0.03680726892171163,1805936.541025592,3562,1224,665,175,53,0.29827196075221923
R2_RP75_S20_F0,R2,0.75,0.2,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.3719311544041475,0.08226366881700797,0.02502826721117768,0.005162773054309212,2.1529257254583127,0.09798516645920445,0.32245927946733166,0.9020148335407956,166730.96103963014,3.7629212417410987,-0.007565274395190058,0.015476748856871277,0.7308026642773936,0.10139797479242849,0.026562958441634848,0.03657723972564814,1824241.2794111604,3571,1217,665,193,54,0.3016125597440995
R2_RP75_S20_F1,R2,0.75,0.2,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.3681991357530796,0.08152690535999141,0.02502826721117757,0.005141502497263317,2.1486932178849165,0.09745791084489536,0.321847824991199,0.9025420891551047,165402.69645325508,3.7427766913624256,-0.007565274395190058,0.015470518643033563,0.7308026642773937,0.09982209963847945,0.026751658776944444,0.03680726892171163,1805936.541025592,3562,1224,665,175,53,0.29827196075221923
R2_RP100_S10_F0,R2,1.0,0.1,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5092959241080797,0.10839255452390595,0.03192316475056067,0.006830436781837542,2.1498462104517704,0.1289784470210169,0.42456726772007614,0.8710215529789831,230566.18223097164,4.91737863350984,-0.01008693690111695,0.020587090222899812,0.8770359067015032,0.09856289272213666,0.025599510746925024,0.03586846854235274,2497985.547035563,3571,1229,665,181,75,0.2979349245533339
R2_RP100_S10_F1,R2,1.0,0.1,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5098017269681254,0.10848540538134088,0.03192316475056045,0.006820675229774786,2.1528277791300012,0.12887140924999707,0.424567267720076,0.8711285907500029,230441.7406030926,4.913969584688884,-0.010086936903376253,0.020580247853662227,0.8770359067015031,0.09858678020536264,0.025599823381952366,0.03587126626808201,2500466.399864409,3571,1228,665,182,75,0.2978139602861486
R2_RP100_S15_F0,R2,1.0,0.15,False,P2_UNIFIED_RANKING,2018-01-01,2021-12-31,0.5092959241080797,0.10839255452390595,0.03192316475056067,0.006830436781837542,2.1498462104517704,0.1289784470210169,0.42456726772007614,0.8710215529789831,230566.18223097164,4.91737863350984,-0.01008693690111695,0.020587090222899812,0.8770359067015032,0.09856289272213666,0.025599510746925024,0.03586846854235274,2497985.547035563,3571,1229,665,181,75,0.2979349245533339
R2_RP100_S15_F1,R2,1.0,0.15,True,P3_UNIFIED_RANKING_FAMILY_RISK,2018-01-01,2021-12-31,0.5098017269681254,0.10848540538134088,0.03192316475056045,0.006820675229774786,2.1528277791300012,0.12887140924999707,0.424567267720076,0.8711285907500029,230441.7406030926,4.913969584688884,-0.010086936903376253,0.020580247853662227,0.8770359067015031,0.09858678020536264,0.025599823381952366,0.03587126626808201,2500466.399864409,3571,1228,665,182,75,0.2978139602861486
