case_id,period,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl
R0_RP75_S10_F1,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.05037232477087472,0.0753782616587837,0.020259304068845685,0.00378778535393857,2.3288156928863066,0.10707150791453067,0.27085816235337723,0.8929284920854692,48062.84138770448,4.395028629795519,-0.010058461628923654,0.015634782110155333,0.25183166509473015,0.2264288055237667,0.13504699955727806,0.13549509995197,439095.89544451237
R0_RP75_S10_F1,FULL,2018-01-01,2026-09-04,0.8667705134061823,0.07459589223374352,0.03901483806009165,0.00509251481842867,1.9231021856182566,0.10085286464917302,0.3094450852350535,0.899147135350827,433047.7592466093,3.9289191547642814,-0.01784875098430272,0.018993651965420483,0.7270242556313281,0.06051668809962589,0.025887578236399405,0.026756742001347047,4251320.524265096
R1_RP100_S10_F1,DISCOVERY,2018-01-01,2021-12-31,0.5118145793151165,0.10885467619154587,0.03192287367133628,0.006794029101232934,2.165872108657001,0.12869596520782728,0.4252056848942303,0.8713040347921729,230529.87782456726,4.910244257229448,-0.010086936903914379,0.02058260119477318,0.8770359245935344,0.09833986450257201,0.025547665393016353,0.035802990971968165,2510339.0020846324
R1_RP100_S10_F1,VALIDATION,2022-01-01,2023-12-31,0.1437836275911979,0.06952740851146877,0.02621833161794962,0.005758110750802925,1.7371234839710499,0.12366674571376618,0.4685544973058195,0.8763332542862338,134478.00276650523,4.417921048199151,-0.013272030536402801,0.01899416019250209,0.45699042831454323,0.11576762417014479,0.05897498766671829,0.05914935020939095,1066173.0152830807
R1_RP100_S10_F1,2024_POST_HOC,2024-01-01,2024-12-31,0.17335835355361673,0.17297402136966866,0.051523979342355974,0.008579660603730464,1.953929005065192,0.13212466566478057,0.39824911831307885,0.8678753343352195,112824.08705177001,6.478057293052601,-0.02296525936886018,0.024791025278366224,0.42047288371283364,0.3255042916992249,0.11953534497745368,0.1195353449774537,1470303.1892514937
R1_RP100_S10_F1,2025_POST_HOC,2025-01-01,2025-12-31,0.09027233418041791,0.09033687686215619,0.015192759481980844,0.006090435868023936,2.0390150682899084,0.1781414860688216,0.43506608183008283,0.8218585139311784,114672.90265301784,6.361860745118092,-0.004962642418598673,0.022479534972472064,0.3916519972597036,0.18554527962816467,0.09761262719813878,0.10088898935792821,898353.9203272928
R1_RP100_S10_F1,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.06622219262141904,0.09946060268577073,0.02690856772736372,0.005067386630586788,2.3035066616133433,0.14146200635628292,0.35464247364290574,0.8585379936437171,80383.6228175339,5.807787977303956,-0.013402957516552405,0.020672277438085314,0.335616203628644,0.2249664819957628,0.13593472481375682,0.1364133363969991,718507.5620170012
R1_RP100_S10_F1,FULL,2018-01-01,2026-09-04,1.3586080917444234,0.10395470406188556,0.051523979342355974,0.006785552226011813,1.9740179389540091,0.1346335224694728,0.4189916745565983,0.8653664775305272,672888.4931133942,5.3299341393259825,-0.02296525936886018,0.024791025278366224,0.8770359245935344,0.061904995030401214,0.026812711508533513,0.0269466857226311,6663676.688963501
R1_RP75_S10_F0,DISCOVERY,2018-01-01,2021-12-31,0.3726404735278974,0.08240353034014491,0.025028268402225495,0.005165348076234339,2.1544169652628598,0.09803877866346447,0.323105900180166,0.9019612213365356,166957.3064895118,3.7659560526897953,-0.0075652753076895785,0.01546879401665886,0.7308026642773932,0.10135947278993725,0.026527916520959167,0.036536038256982185,1827720.3351732232
R1_RP75_S10_F0,VALIDATION,2022-01-01,2023-12-31,0.10763367046923022,0.052478611278644394,0.01991922586693906,0.004365055122376163,1.738828385914511,0.09398013917924815,0.35893960708746137,0.9060198608207519,90689.11899355098,3.362982590172099,-0.009965169655995254,0.014278026520083318,0.3587738516313214,0.11543105807337052,0.05956529503308537,0.059565295033085386,724643.9516827511
R1_RP75_S10_F0,2024_POST_HOC,2024-01-01,2024-12-31,0.12915316190906312,0.12887213970120603,0.039515678090230266,0.0065924160979021675,1.9393031395581564,0.10047675123594531,0.30877081947596424,0.8995232487640547,73859.05452938101,4.938339328529002,-0.01758368237467489,0.018967289425765248,0.3177782584015463,0.3246749274663158,0.1186280932280937,0.1186280932280937,963114.0384514155
R1_RP75_S10_F0,2025_POST_HOC,2025-01-01,2025-12-31,0.06761951596032789,0.0676673635115661,0.011461649342791591,0.004587602358396913,2.0458349739375006,0.1342737361041065,0.3273068263033673,0.8657262638958935,72073.27447738033,4.8107630701642945,-0.003726629401744286,0.01693190351942623,0.2941720972719699,0.18452972483578498,0.09658388609625591,0.0999026035594965,569373.936193129
R1_RP75_S10_F0,2026_YTD_POST_HOC,2026-01-01,2026-09-04,0.05043418074726258,0.07547190977431861,0.0202576209020775,0.0038186058872032363,2.3300398318078575,0.10698273167938256,0.2704164287895967,0.8930172683206173,49556.73298506322,4.39250883435217,-0.010058460669311153,0.015638162869874166,0.2518306566288415,0.22526269315443112,0.1349495294965647,0.13541704629810114,453384.84571198747
R1_RP75_S10_F0,FULL,2018-01-01,2026-09-04,0.9252678279433084,0.07842425677238785,0.039515678090230266,0.00515383827913333,1.96905764033159,0.1022636176021474,0.32182507305755315,0.8977363823978526,453135.48747488734,4.039752732169421,-0.01758368237467489,0.018967289425765248,0.7308026642773932,0.06299100034382236,0.025309640870137047,0.025600874160806544,4538237.107212506
