route,pnl_bin,age_bin,atr_bin,broken_events,normal_events,broken_advantage,normal_advantage,interpretation
MCB,-3.0,2.0,1.0,62,52,-0.0292960106415203,-0.025291828188830304,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-3.0,3.0,0.0,28,9,-0.02031246516012695,-0.024589085587740797,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-3.0,3.0,1.0,68,37,-0.02367550996225035,-0.039012197960001556,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-3.0,4.0,0.0,33,9,-0.009699443226776691,-0.0027993722945830815,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-3.0,4.0,1.0,63,25,-0.004013532466208299,-0.005685765867788459,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-3.0,5.0,1.0,39,7,0.0,0.0,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,0.0,0.0,3,59,0.0142706855385512,-0.05837315729637049,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,0.0,1.0,4,161,0.03170866453843242,-0.051501115832991086,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,1.0,0.0,15,62,-0.01086540030915077,-0.04455463751046459,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,1.0,1.0,24,160,-0.035907587061729744,-0.04765797404988866,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,2.0,0.0,22,55,-0.0271039833180604,-0.024805216383359592,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,2.0,1.0,30,124,-0.037093978253303045,-0.035701165978109545,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,3.0,0.0,22,45,-0.025021792693091183,-0.004195251025473267,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,3.0,1.0,30,92,-0.019204595766358426,-0.011023659762765467,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,4.0,0.0,26,38,0.002137148626930422,-0.0008106312106849841,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,4.0,1.0,33,81,-0.012892807613090213,-0.001462773735534509,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,5.0,0.0,14,18,0.0,0.0,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
MCB,-2.0,5.0,1.0,14,55,0.0,0.0,"Descriptive matched states, repeated episodes across bins not independent, no parameter selection"
