event_id,strategy_fill,entry,symbol_fill,match,account
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600702.SH,ATRDR,2018-02-28 09:30:00,600702.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002331.SZ,ATRDR,2018-02-28 09:30:00,002331.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|000852.SZ,ATRDR,2018-02-28 09:30:00,000852.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603600.SH,ATRDR,2018-02-28 09:30:00,603600.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002836.SZ,ATRDR,2018-02-28 09:30:00,002836.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600335.SH,ATRDR,2018-02-28 09:30:00,600335.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300464.SZ,ATRDR,2018-03-01 09:30:00,300464.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300177.SZ,ATRDR,2018-03-01 09:30:00,300177.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300150.SZ,ATRDR,2018-03-01 09:30:00,300150.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300242.SZ,ATRDR,2018-03-01 09:30:00,300242.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|603429.SH,ATRDR,2018-03-01 09:30:00,603429.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000935.SZ,ATRDR,2018-03-01 09:30:00,000935.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|600528.SH,ATRDR,2018-03-01 09:30:00,600528.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|002484.SZ,ATRDR,2018-03-01 09:30:00,002484.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300157.SZ,ATRDR,2018-03-02 09:30:00,300157.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300474.SZ,ATRDR,2018-03-02 09:30:00,300474.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300645.SZ,ATRDR,2018-03-02 09:30:00,300645.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300283.SZ,ATRDR,2018-03-02 09:30:00,300283.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300350.SZ,ATRDR,2018-03-02 09:30:00,300350.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300020.SZ,ATRDR,2018-03-02 09:30:00,300020.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300235.SZ,ATRDR,2018-03-02 09:30:00,300235.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300295.SZ,ATRDR,2018-03-02 09:30:00,300295.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300034.SZ,ATRDR,2018-03-02 09:30:00,300034.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300126.SZ,ATRDR,2018-03-02 09:30:00,300126.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|603880.SH,ATRDR,2018-03-02 09:30:00,603880.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300561.SZ,ATRDR,2018-03-05 09:30:00,300561.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180305|600379.SH,ATRDR,2018-03-06 09:30:00,600379.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002492.SZ,ATRDR,2018-03-07 09:30:00,002492.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002287.SZ,ATRDR,2018-03-07 09:30:00,002287.SZ,True,IFCGR
V29|BULL|V29B|20180309|300710.SZ,ATRDR,2018-03-12 09:30:00,300710.SZ,True,IFCGR
V29|BULL|V29B|20180309|300098.SZ,ATRDR,2018-03-12 09:30:00,300098.SZ,True,IFCGR
V29|BULL|V29B|20180309|300131.SZ,ATRDR,2018-03-12 09:30:00,300131.SZ,True,IFCGR
V29|BULL|V29B|20180309|300221.SZ,ATRDR,2018-03-12 09:30:00,300221.SZ,True,IFCGR
V29|BULL|V29B|20180309|300130.SZ,ATRDR,2018-03-12 09:30:00,300130.SZ,True,IFCGR
V29|BULL|V29B|20180309|300508.SZ,ATRDR,2018-03-12 09:30:00,300508.SZ,True,IFCGR
V29|BULL|V29B|20180309|300193.SZ,ATRDR,2018-03-12 09:30:00,300193.SZ,True,IFCGR
V29|BULL|V29B|20180309|300667.SZ,ATRDR,2018-03-12 09:30:00,300667.SZ,True,IFCGR
V29|BULL|V29B|20180309|300007.SZ,ATRDR,2018-03-12 09:30:00,300007.SZ,True,IFCGR
V29|BULL|V29B|20180309|300470.SZ,ATRDR,2018-03-12 09:30:00,300470.SZ,True,IFCGR
V29|BULL|V29B|20180309|002880.SZ,ATRDR,2018-03-12 09:30:00,002880.SZ,True,IFCGR
V29|BULL|V29B|20180309|002897.SZ,ATRDR,2018-03-12 09:30:00,002897.SZ,True,IFCGR
V29|BULL|V29B|20180309|002396.SZ,ATRDR,2018-03-12 09:30:00,002396.SZ,True,IFCGR
V29|BULL|V29B|20180309|002152.SZ,ATRDR,2018-03-12 09:30:00,002152.SZ,True,IFCGR
V29|BULL|V29B|20180309|002793.SZ,ATRDR,2018-03-12 09:30:00,002793.SZ,True,IFCGR
V29|BULL|V29B|20180309|002550.SZ,ATRDR,2018-03-12 09:30:00,002550.SZ,True,IFCGR
V29|BULL|V29B|20180309|603617.SH,ATRDR,2018-03-12 09:30:00,603617.SH,True,IFCGR
V29|BULL|V29B|20180309|603858.SH,ATRDR,2018-03-12 09:30:00,603858.SH,True,IFCGR
V29|BULL|V29B|20180309|600518.SH,ATRDR,2018-03-12 09:30:00,600518.SH,True,IFCGR
V29|BULL|V29B|20180309|603037.SH,ATRDR,2018-03-12 09:30:00,603037.SH,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-300605.SZ,MCB,2018-03-12 09:30:00,300605.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-603383.SH,MCB,2018-03-12 09:30:00,603383.SH,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-300036.SZ,MCB,2018-03-12 09:30:00,300036.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-603990.SH,MCB,2018-03-12 09:30:00,603990.SH,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-300579.SZ,MCB,2018-03-12 09:30:00,300579.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-002696.SZ,MCB,2018-03-12 09:30:00,002696.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-300393.SZ,MCB,2018-03-12 09:30:00,300393.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-002024.SZ,MCB,2018-03-12 09:30:00,002024.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180309-300400.SZ,MCB,2018-03-12 09:30:00,300400.SZ,True,IFCGR
V29|BULL|V29B|20180312|300070.SZ,ATRDR,2018-03-13 09:30:00,300070.SZ,True,IFCGR
V29|BULL|V29B|20180312|300008.SZ,ATRDR,2018-03-13 09:30:00,300008.SZ,True,IFCGR
V29|BULL|V29B|20180312|300286.SZ,ATRDR,2018-03-13 09:30:00,300286.SZ,True,IFCGR
V29|BULL|V29B|20180312|300318.SZ,ATRDR,2018-03-13 09:30:00,300318.SZ,True,IFCGR
V29|BULL|V29B|20180312|300661.SZ,ATRDR,2018-03-13 09:30:00,300661.SZ,True,IFCGR
V29|BULL|V29B|20180312|600580.SH,ATRDR,2018-03-13 09:30:00,600580.SH,True,IFCGR
V29|BULL|V29B|20180312|002088.SZ,ATRDR,2018-03-13 09:30:00,002088.SZ,True,IFCGR
V29|BULL|V29B|20180312|600380.SH,ATRDR,2018-03-13 09:30:00,600380.SH,True,IFCGR
V29|BULL|V29B|20180312|002349.SZ,ATRDR,2018-03-13 09:30:00,002349.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180312-300523.SZ,MCB,2018-03-13 09:30:00,300523.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180312-600686.SH,MCB,2018-03-13 09:30:00,600686.SH,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180312-002439.SZ,MCB,2018-03-13 09:30:00,002439.SZ,True,IFCGR
V29|BULL|V29B|20180313|300228.SZ,ATRDR,2018-03-14 09:30:00,300228.SZ,True,IFCGR
V29|BULL|V29B|20180313|300291.SZ,ATRDR,2018-03-14 09:30:00,300291.SZ,True,IFCGR
V29|BULL|V29B|20180313|002130.SZ,ATRDR,2018-03-14 09:30:00,002130.SZ,True,IFCGR
V29|BULL|V29B|20180313|600609.SH,ATRDR,2018-03-14 09:30:00,600609.SH,True,IFCGR
V29|BULL|V29B|20180313|000928.SZ,ATRDR,2018-03-14 09:30:00,000928.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180313-300291.SZ,MCB,2018-03-14 09:30:00,300291.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180313-002506.SZ,MCB,2018-03-14 09:30:00,002506.SZ,True,IFCGR
V72|V65|EARLY_TRANSITION|V53-20180313-603611.SH,MCB,2018-03-14 09:30:00,603611.SH,True,IFCGR
V29|BULL|V29B|20180314|002286.SZ,ATRDR,2018-03-15 09:30:00,002286.SZ,True,IFCGR
V29|BULL|V29B|20180316|000016.SZ,ATRDR,2018-03-19 09:30:00,000016.SZ,True,IFCGR
V29|BULL|V29B|20180316|600736.SH,ATRDR,2018-03-19 09:30:00,600736.SH,True,IFCGR
V29|BULL|V29B|20180319|600491.SH,ATRDR,2018-03-20 09:30:00,600491.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180411|002048.SZ,ATRDR,2018-04-12 09:30:00,002048.SZ,True,IFCGR
002048.SZ|2018-03-23,IFCGR,2018-04-12 09:30:00,002048.SZ,True,IFCGR
300418.SZ|2018-04-03,IFCGR,2018-04-25 09:30:00,300418.SZ,True,IFCGR
300433.SZ|2018-04-03,IFCGR,2018-04-26 09:30:00,300433.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180504|000632.SZ,ATRDR,2018-05-07 09:30:00,000632.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002100.SZ,ATRDR,2018-05-09 09:30:00,002100.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002861.SZ,ATRDR,2018-05-09 09:30:00,002861.SZ,True,IFCGR
V29|BULL|V29B|20180522|300679.SZ,ATRDR,2018-05-23 09:30:00,300679.SZ,True,IFCGR
V29|BULL|V29B|20180522|300518.SZ,ATRDR,2018-05-23 09:30:00,300518.SZ,True,IFCGR
V29|BULL|V29B|20180522|601828.SH,ATRDR,2018-05-23 09:30:00,601828.SH,True,IFCGR
V29|BULL|V29B|20180522|600429.SH,ATRDR,2018-05-23 09:30:00,600429.SH,True,IFCGR
V29|BULL|V29B|20180522|002732.SZ,ATRDR,2018-05-23 09:30:00,002732.SZ,True,IFCGR
V29|BULL|V29B|20180522|002701.SZ,ATRDR,2018-05-23 09:30:00,002701.SZ,True,IFCGR
V29|BULL|V29B|20180522|600373.SH,ATRDR,2018-05-23 09:30:00,600373.SH,True,IFCGR
V29|BULL|V29B|20180522|002444.SZ,ATRDR,2018-05-23 09:30:00,002444.SZ,True,IFCGR
V29|BULL|V29B|20180522|600543.SH,ATRDR,2018-05-23 09:30:00,600543.SH,True,IFCGR
V29|BULL|V29B|20180522|000632.SZ,ATRDR,2018-05-23 09:30:00,000632.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-601828.SH,MCB,2018-05-23 09:30:00,601828.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-600429.SH,MCB,2018-05-23 09:30:00,600429.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-002732.SZ,MCB,2018-05-23 09:30:00,002732.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-002701.SZ,MCB,2018-05-23 09:30:00,002701.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-600373.SH,MCB,2018-05-23 09:30:00,600373.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-300737.SZ,MCB,2018-05-23 09:30:00,300737.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-002444.SZ,MCB,2018-05-23 09:30:00,002444.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-300679.SZ,MCB,2018-05-23 09:30:00,300679.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-600543.SH,MCB,2018-05-23 09:30:00,600543.SH,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-000632.SZ,MCB,2018-05-23 09:30:00,000632.SZ,True,IFCGR
V72|V65|MEDIUM_PARTICIPATION|V53-20180522-300518.SZ,MCB,2018-05-23 09:30:00,300518.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180627|600229.SH,ATRDR,2018-06-28 09:30:00,600229.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|002245.SZ,ATRDR,2018-07-02 09:30:00,002245.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|002283.SZ,ATRDR,2018-07-02 09:30:00,002283.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|002448.SZ,ATRDR,2018-07-02 09:30:00,002448.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|600386.SH,ATRDR,2018-07-02 09:30:00,600386.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|600118.SH,ATRDR,2018-07-02 09:30:00,600118.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|002140.SZ,ATRDR,2018-07-02 09:30:00,002140.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|000004.SZ,ATRDR,2018-07-02 09:30:00,000004.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|000561.SZ,ATRDR,2018-07-02 09:30:00,000561.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|000919.SZ,ATRDR,2018-07-02 09:30:00,000919.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180629|600379.SH,ATRDR,2018-07-02 09:30:00,600379.SH,True,IFCGR
300355.SZ|2018-06-13,IFCGR,2018-07-02 09:30:00,300355.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180702|000430.SZ,ATRDR,2018-07-03 09:30:00,000430.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|300471.SZ,ATRDR,2018-07-04 09:30:00,300471.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|600855.SH,ATRDR,2018-07-04 09:30:00,600855.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|600698.SH,ATRDR,2018-07-04 09:30:00,600698.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|600692.SH,ATRDR,2018-07-04 09:30:00,600692.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|002331.SZ,ATRDR,2018-07-04 09:30:00,002331.SZ,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|600363.SH,ATRDR,2018-07-04 09:30:00,600363.SH,True,IFCGR
V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180703|600501.SH,ATRDR,2018-07-04 09:30:00,600501.SH,True,IFCGR
