gap_id,exit_time_replay,exit_time_native,exit_raw_price_replay,exit_raw_price_native,identity
300175.SZ|2018-10-11,2018-11-01 09:31:00,2018-11-01 09:31:00,3.62,3.62,True
300185.SZ|2018-10-11,2018-11-05 10:23:00,2018-11-05 10:23:00,1.67,1.67,True
300194.SZ|2018-10-11,2018-11-01 13:30:00,2018-11-01 13:30:00,3.45,3.45,True
300213.SZ|2018-10-11,2018-11-01 09:30:00,2018-11-01 09:30:00,5.76000022888,5.76000022888,True
300242.SZ|2018-10-11,2018-11-07 13:19:00,2018-11-07 13:19:00,4.09,4.09,True
300254.SZ|2018-10-11,2018-11-05 10:13:00,2018-11-05 10:13:00,6.91,6.91,True
300277.SZ|2018-10-11,2018-11-07 09:51:00,2018-11-07 09:51:00,6.11,6.11,True
300287.SZ|2018-10-11,2018-11-13 13:15:00,2018-11-13 13:15:00,4.77,4.77,True
300304.SZ|2018-10-11,2018-10-30 10:29:00,2018-10-30 10:29:00,3.51,3.51,True
300306.SZ|2018-10-11,2018-11-01 09:31:00,2018-11-01 09:31:00,6.48,6.48,True
300366.SZ|2018-10-11,2018-10-31 13:46:00,2018-10-31 13:46:00,6.73,6.73,True
300396.SZ|2018-10-12,2018-11-15 14:51:00,2018-11-15 14:51:00,14.06,14.06,True
300504.SZ|2018-10-11,2018-11-13 14:35:00,2018-11-13 14:35:00,24.69,24.69,True
300560.SZ|2018-10-08,2018-11-05 09:35:00,2018-11-05 09:35:00,16.63,16.63,True
300579.SZ|2018-10-11,2018-11-02 13:18:00,2018-11-02 13:18:00,22.87,22.87,True
300593.SZ|2018-10-11,2018-11-01 13:24:00,2018-11-01 13:24:00,15.06,15.06,True
300597.SZ|2018-10-11,2018-11-01 10:24:00,2018-11-01 10:24:00,12.72,12.72,True
300613.SZ|2018-10-11,2018-11-15 09:40:00,2018-11-15 09:40:00,100.47,100.47,True
600066.SH|2018-10-11,2018-11-27 09:30:00,2018-11-27 09:30:00,11.220000267,11.220000267,True
600072.SH|2018-10-11,2018-11-01 11:05:00,2018-11-01 11:05:00,7.52,7.52,True
600082.SH|2018-10-11,2018-11-05 10:40:00,2018-11-05 10:40:00,3.87,3.87,True
600206.SH|2018-10-11,2018-11-13 13:20:00,2018-11-13 13:20:00,6.84,6.84,True
600303.SH|2018-10-11,2018-11-13 14:07:00,2018-11-13 14:07:00,4.76,4.76,True
600360.SH|2018-10-11,2018-11-12 13:23:00,2018-11-12 13:23:00,5.44,5.44,True
600371.SH|2018-10-11,2018-11-02 09:30:00,2018-11-02 09:30:00,6.48000001907,6.48000001907,True
600410.SH|2018-10-11,2018-11-13 10:17:00,2018-11-13 10:17:00,6.48,6.48,True
600522.SH|2018-10-11,2018-11-12 10:51:00,2018-11-12 10:51:00,7.81,7.81,True
600537.SH|2018-10-11,2018-11-05 09:31:00,2018-11-05 09:31:00,2.89,2.89,True
600552.SH|2018-10-11,2018-11-05 10:13:00,2018-11-05 10:13:00,3.66,3.66,True
600558.SH|2018-10-11,2018-11-12 10:39:00,2018-11-12 10:39:00,3.63,3.63,True
600594.SH|2018-10-11,2018-11-13 09:56:00,2018-11-13 09:56:00,6.43,6.43,True
