gap,mcb_mode,target,mechanic,year,scope,peak,trough,recovery,recovery_status,MaxDD,peak_nav,trough_nav,actual_pnl,native_same_window_pnl,incremental_scaling_pnl,average_gross,average_Demand_exposure,max_single_name,cash_at_peak,cash_at_trough,turnover,fees,full_book_normalizations,existing_position_increases,existing_position_reductions
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.12905614613404015,11273398.320987264,9818496.979846688,-1454901.3411405757,-203484.14768331684,-1251417.1934572589,0.23837879149732472,0.18797075404586966,0.25,8489771.719669314,7415914.788497346,4.3547692044819035,86404.32698062812,43,336,157
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.18017098803886455,16162796.24864068,13250729.279052235,-2912066.9695884455,-8127.00356076844,-2903939.966027677,0.1723454808519802,0.0,0.49999999999999956,15655466.24864068,6751196.301031919,1.000116328862775,30272.77565344001,2,0,1
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.19801972996259964,16522512.80250858,13250729.279052235,-3271783.5234563444,-34640.932986163534,-3237142.590470181,0.34399122419797673,0.2949853613656082,0.5010723860589802,11255090.173714664,6751196.301031919,11.84716664272906,373217.82689806074,49,520,430
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.06411288161759365,16686878.222131066,15617034.374108376,-1069843.84802269,-106464.0291784238,-963379.8188442662,0.3964799816142236,0.34908548632106884,0.09437908164814565,8802748.362000348,8171602.134770885,2.847676231844413,72075.41370762377,18,127,145
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.08693681707364476,16522512.80250858,15086098.129399939,-1436414.673108641,947114.875961096,-2383529.549069737,0.403139294602176,0.3209229828707497,0.5010723860589802,11255090.173714664,7783902.44341837,41.74607554563711,1162198.2895359646,284,3147,3824
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.2340125639883549,22337478.681357563,17110228.022097863,-5227250.659259699,-203484.14768331684,-5023766.511576382,0.48111672408570033,0.3733835197737835,0.49011871909969595,11356495.774268882,8676896.290051354,8.683216552366035,319004.2281266469,57,401,188
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.2340125639883549,22337478.681357563,17110228.022097863,-5227250.659259699,-203484.14768331684,-5023766.511576382,0.48111672408570033,0.3733835197737835,0.49011871909969595,11356495.774268882,8676896.290051354,8.683216552366035,319004.2281266469,57,401,188
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.2675392482733141,27947188.40999273,20470218.631430596,-7476969.778562132,-8127.00356076844,-7468842.775001364,0.2688194275786689,0.0,0.7499999999999989,27439858.40999273,5264744.470123496,1.4819789610226408,77534.23956865957,2,0,1
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.2925655220988226,28935850.981085647,20470218.631430596,-8465632.34965505,-34640.932986163534,-8430991.416668888,0.5182597135282551,0.44403324618261025,0.7508034279592918,15254212.11944824,5264744.470123496,17.961567766079604,978108.4812130162,49,619,406
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.10022073541948506,29191346.226195216,26265768.03952112,-2925578.1866740957,-106464.0291784238,-2819114.157495672,0.5682491094734575,0.5117756141205317,0.16156347077119218,8676493.201824127,7035338.854991803,3.974611301617812,185188.13722056345,19,124,135
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.12773614214300943,28935850.981085647,25239697.00713675,-3696153.973948896,947114.875961096,-4643268.849909992,0.5997389188433123,0.4874373277008314,0.7508034279592918,15254212.11944824,6617046.148598243,61.762287807820016,2952453.1911839307,283,3614,3825
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.32114914516792403,43286185.09209221,29384863.75218626,-13901321.339905947,-203484.14768331684,-13697837.19222263,0.7192380918401353,0.5571072290835433,0.6833454128260169,13179951.255464168,7504200.77065134,12.628286799511683,846705.0074609561,63,429,223
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.32114914516792403,43286185.09209221,29384863.75218626,-13901321.339905947,-203484.14768331684,-13697837.19222263,0.7192380918401353,0.5571072290835433,0.6833454128260169,13179951.255464168,7504200.77065134,12.628286799511683,846705.0074609561,63,429,223
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2025-02-07,RECOVERED,0.3533467420738977,47821593.18356133,30923989.031366624,-16897604.15219471,-8127.00356076844,-16889477.148633942,0.37530863756518573,0.0,0.9999999999999986,47314263.18356133,8.940696716308594e-08,1.977245735029872,174880.7084034918,2,0,1
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,2025-02-21,RECOVERED,0.38459770636532453,50250038.63525441,30923989.031366624,-19326049.60388779,-34640.932986163534,-19291408.670901626,0.6957782229493013,0.5936796558462677,0.9999999999999986,18922919.40412533,8.940696716308594e-08,24.16815669139235,2243947.1200648965,49,522,602
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,2025-05-08,RECOVERED,0.12170713697834157,50861497.53599412,44671290.288457304,-6190207.247536816,-106464.0291784238,-6083743.218358392,0.9961478768599482,0.9805206084212861,0.2136773954971247,3982010.5451219077,5.131641955813393e-08,4.002291979826876,385075.9190841692,20,85,113
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,2025-02-21,RECOVERED,0.16565980075397213,50250038.63525441,41925627.247058764,-8324411.388195649,947114.875961096,-9271526.264156744,0.7975390580936337,0.6535297808781325,0.9999999999999991,18922919.40412533,1.2619420886039734e-07,80.9639024119654,6500833.169368019,283,3744,4073
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.402311177702947,94587421.99721731,56533844.85763118,-38053577.139586136,-203484.14768331684,-37850092.99190282,0.9523282035655669,0.7414961724762886,0.9387220587420727,13227360.680932788,1.2759119272232056e-07,16.734832787890646,2312816.6158212293,71,462,240
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,,NOT_RECOVERED_AT_DATA_END,0.402311177702947,94587421.99721731,56533844.85763118,-38053577.139586136,-203484.14768331684,-37850092.99190282,0.9523282035655669,0.7414961724762886,0.9387220587420727,13227360.680932788,1.2759119272232056e-07,16.734832787890646,2312816.6158212293,71,462,240
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-02-27,RECOVERED,0.09792744398519926,7968430.220754713,7188102.216661787,-780328.0040929262,-8127.00356076844,-772201.0005321577,0.08411505543173631,0.0,0.24999999999999994,7461100.220754713,5482936.99301501,0.3807057757703363,5050.535648646112,0,0,0
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-03-11,RECOVERED,0.10201422315693276,8004694.95400258,7188102.216661787,-816592.737340793,-51292.275791144,-765300.461549649,0.07369646841448654,0.02925346471872974,0.24999999999999994,5992896.217562402,5482936.99301501,0.7353027947257489,9792.538758109933,0,0,0
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.029754299206443235,10824550.095959011,10502473.193628713,-322076.902330298,-118327.4161543157,-203749.48617598228,0.12505319614549826,0.0049776539100408685,0.2151564731821837,8517616.895959012,7891655.23715362,0.889716582077455,6707.448983496599,0,0,0
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-10-09,2025-11-18,2025-12-26,RECOVERED,0.029754299206443235,10824550.095959011,10502473.193628713,-322076.902330298,-118327.4161543157,-203749.48617598228,0.12505319614549826,0.0049776539100408685,0.2151564731821837,8517616.895959012,7891655.23715362,0.889716582077455,6707.448983496599,0,0,0
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.09531951500361846,11912901.514419876,10777369.519779501,-1135531.9946403746,-192806.00625596568,-942725.9883844089,0.1941874004465871,0.1319820374315851,0.1837940111225102,9249330.03190722,8266140.842651613,0.8803771241252165,18563.504207357284,0,0,0
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.09531951500361846,11912901.514419876,10777369.519779501,-1135531.9946403746,-192806.00625596568,-942725.9883844089,0.1941874004465871,0.1319820374315851,0.1837940111225102,9249330.03190722,8266140.842651613,0.8803771241252165,18563.504207357284,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,2024-03-28,RECOVERED,0.38695620678195297,23258066.419262853,14258213.260582179,-8999853.158680674,-8127.00356076844,-8991726.155119905,0.37563464826617476,0.0,0.9999999999999999,22750736.419262853,3.725290298461914e-09,1.0984079373735085,46512.75758781407,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,2024-04-03,RECOVERED,0.40096950721494307,23802149.360196736,14258213.260582179,-9543936.099614557,-51292.275791144,-9492643.823823413,0.3098131430104583,0.1262568417814128,0.9999999999999999,16727.458479072,3.725290298461914e-09,2.2937684444675446,101527.89283842425,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-11-11,2025-12-31,2026-01-12,RECOVERED,0.13112604827658736,58739397.358677305,51037132.30488574,-7702265.053791568,123663.78998246789,-7825928.843774036,0.5734265755007328,0.03901600488777243,0.9768027908872159,7.450580596923828e-09,7.450580596923828e-09,2.0948743714393427,210381.74001780114,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-11-11,2025-12-31,2026-01-12,RECOVERED,0.13112604827658736,58739397.358677305,51037132.30488574,-7702265.053791568,123663.78998246789,-7825928.843774036,0.5734265755007328,0.03901600488777243,0.9768027908872159,7.450580596923828e-09,7.450580596923828e-09,2.0948743714393427,210381.74001780114,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.3183153421128312,73794614.49296406,50304656.53455172,-23489957.95841234,-192806.00625596568,-23297151.952156376,0.8097203747895604,0.49261441384455523,0.5826340527913454,9861685.487428715,7.450580596923828e-09,3.9844908555140686,486671.65215012804,0,0,0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,,NOT_RECOVERED_AT_DATA_END,0.3183153421128312,73794614.49296406,50304656.53455172,-23489957.95841234,-192806.00625596568,-23297151.952156376,0.8097203747895604,0.49261441384455523,0.5826340527913454,9861685.487428715,7.450580596923828e-09,3.9844908555140686,486671.65215012804,0,0,0
