gap,mcb_mode,target,mechanic,year,scope,peak,trough,market_state_after_peak,breadth_after_peak,volatility_after_peak,state_source,market_transition_count,breadth_transition_count,incremental_scaling_pnl
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1251417.1934572589
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-942725.9883844088
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-942725.9883844088
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-37850092.99190282
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-13697837.19222263
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-13697837.19222263
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5023766.511576382
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5023766.511576382
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1251417.1934572589
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-37850092.99190282
IFCGR,independent,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-22983528.37971387
OGR,confirmation_tag,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-19702636.333740152
IFCGR,independent,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-947435.3034598232
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1159715.5500537883
OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1159715.5500537883
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
OGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
OGR,independent,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-19607224.56990012
OGR,independent,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-19607224.56990012
OGR,independent,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-897107.1978932433
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-4777103.835105417
OGR,independent,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-897107.1978932433
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-14681186.339143476
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5016451.9741324335
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5016451.9741324335
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1116283.47816821
OGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1116283.47816821
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-14681186.339143476
IFCGR,independent,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-22983528.37971387
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-4777103.835105417
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-13478139.371001912
IFCGR,independent,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-947435.3034598232
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-14945306.520682836
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-14945306.520682836
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5285338.449770825
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-5285338.449770825
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1265969.682800712
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-13478139.371001912
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,1,1,-1265969.682800712
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-23297151.952156376
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-23297151.952156376
OGR,confirmation_tag,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-19702636.333740152
OGR,confirmation_tag,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-842164.819233885
OGR,confirmation_tag,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,-842164.819233885
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,TRANSITION,MAJORITY_POSITIVE_20D,0.16830765844673068,2026-05-13 15:00:00,0,0,0.0
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-34017392.92915259
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-37241340.656780146
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-34971118.76067422
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-34971118.76067422
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-37241340.656780146
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,BEAR,MINORITY_POSITIVE_20D,0.23714881895120613,2026-05-25 15:00:00,0,0,-34017392.92915259
