year,strategy,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2019,SMV6,111815.7859922123,27905.10637949992,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,83910.67961271238
2020,ATRDR,1669291.107800564,251353.12843227634,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1417937.9793682876
2020,IFCGR,657515.5786309977,4202.940944051683,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,653312.637686946
2020,MCB,398272.235250262,172919.74703721202,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,225352.48821305
2020,SMV6,90449.93276267084,169138.00508529018,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-78688.07232261934
2021,ATRDR,6235469.788474868,378630.20596696547,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,5856839.582507903
2021,IFCGR,1585103.3938788823,5782.611785829484,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1579320.7820930528
2021,MCB,845106.8665476991,114352.3422715802,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,730754.5242761188
2021,SMV6,261981.5624069784,41175.11735871985,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,220806.44504825855
2022,ATRDR,4413603.706100581,208594.89161439546,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4205008.814486186
2022,IFCGR,-213143.6187714596,16907.873267857743,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-230051.49203931732
2022,MCB,49497.253464958885,36334.361105439835,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,13162.89235951905
2022,SMV6,121449.7811881227,34415.49890170461,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,87034.28228641808
2023,ATRDR,4769083.979896805,206957.29756157383,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4562126.682335231
2023,IFCGR,145722.85542285294,1088.3488236568687,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,144634.50659919606
2023,MCB,838156.8392989893,97008.81661617101,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,741148.0226828182
2023,SMV6,614738.8982791018,70387.31365555695,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,544351.5846235448
2024,ATRDR,694123.1370810608,417954.4334801499,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,276168.7036009109
2024,IFCGR,-4296338.538755623,29140.7077729933,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-4325479.246528616
2024,MCB,-24570.006285465697,183022.7710015212,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-207592.7772869869
2024,SMV6,1882071.311921384,466833.41609049734,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1415237.8958308867
2025,ATRDR,4506768.989249644,351654.21160100464,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4155114.7776486394
2025,IFCGR,3878472.008963414,6743.981085751685,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,3871728.0278776623
2025,MCB,-149314.63660196922,80154.80266060504,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-229469.43926257425
2025,SMV6,2230003.192732695,384178.6856417313,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,1845824.5070909637
2026,ATRDR,-8458323.15790733,266554.971713338,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-8724878.129620668
2026,IFCGR,-1768830.388075915,12143.623981578592,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,-1780974.0120574934
2026,MCB,769591.513721393,129032.17440600572,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,640559.3393153872
2026,SMV6,4720762.637111205,622044.8254142485,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,4098717.811696956
2018,ATRDR,221160.58324259336,221160.58324259336,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,IFCGR,87460.77183940036,87460.77183940036,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,MCB,24828.704421078954,24828.704421078954,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,SMV6,22037.74926284229,22037.74926284229,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,ATRDR,253201.34320356688,253201.34320356688,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,IFCGR,7730.8835738603675,7730.8835738603675,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,MCB,192344.2503698864,192344.2503698864,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2019,SMV6,27905.10637949992,27905.10637949992,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,ATRDR,251353.12843227634,251353.12843227634,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,IFCGR,4202.940944051683,4202.940944051683,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,MCB,172919.74703721202,172919.74703721202,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2020,SMV6,169138.00508529018,169138.00508529018,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,ATRDR,378630.20596696547,378630.20596696547,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,IFCGR,5782.611785829484,5782.611785829484,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,MCB,114352.3422715802,114352.3422715802,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2021,SMV6,41175.11735871985,41175.11735871985,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,ATRDR,208594.89161439546,208594.89161439546,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,IFCGR,16907.873267857743,16907.873267857743,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,MCB,36334.361105439835,36334.361105439835,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2022,SMV6,34415.49890170461,34415.49890170461,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,ATRDR,206957.29756157383,206957.29756157383,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,IFCGR,1088.3488236568687,1088.3488236568687,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,MCB,97008.81661617101,97008.81661617101,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2023,SMV6,70387.31365555695,70387.31365555695,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,ATRDR,417954.4334801499,417954.4334801499,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,IFCGR,29140.7077729933,29140.7077729933,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,MCB,183022.7710015212,183022.7710015212,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2024,SMV6,466833.41609049734,466833.41609049734,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,ATRDR,351654.21160100464,351654.21160100464,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,IFCGR,6743.981085751685,6743.981085751685,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,MCB,80154.80266060504,80154.80266060504,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2025,SMV6,384178.6856417313,384178.6856417313,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,ATRDR,266554.971713338,266554.971713338,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,IFCGR,12143.623981578592,12143.623981578592,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,MCB,129032.17440600572,129032.17440600572,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2026,SMV6,622044.8254142485,622044.8254142485,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,0.0
2018,ATRDR,655208.769045939,221160.5832425933,OGR,confirmation_tag,G100,ENTRY_ONLY,434048.18580334564
2018,MCB,86976.28781245825,33476.11853456644,OGR,confirmation_tag,G100,ENTRY_ONLY,53500.16927789181
2018,OGR,-102450.32836456854,90161.52633427393,OGR,confirmation_tag,G100,ENTRY_ONLY,-192611.85469884248
2018,SMV6,2581.1019357215555,22037.74926284229,OGR,confirmation_tag,G100,ENTRY_ONLY,-19456.647327120736
2019,ATRDR,-1824957.1018059654,253201.34320356578,OGR,confirmation_tag,G100,ENTRY_ONLY,-2078158.4450095312
2019,MCB,-1465.4345261659062,80814.8695064485,OGR,confirmation_tag,G100,ENTRY_ONLY,-82280.3040326144
2019,OGR,2129722.924463376,8443.519771569594,OGR,confirmation_tag,G100,ENTRY_ONLY,2121279.4046918065
2019,SMV6,49654.11631143215,27905.10637949992,OGR,confirmation_tag,G100,ENTRY_ONLY,21749.009931932233
2020,ATRDR,2101228.757896535,251353.12843227512,OGR,confirmation_tag,G100,ENTRY_ONLY,1849875.62946426
2020,MCB,22593.605137231043,3073.629161994255,OGR,confirmation_tag,G100,ENTRY_ONLY,19519.97597523679
2020,OGR,1042648.1153939376,4223.604036942375,OGR,confirmation_tag,G100,ENTRY_ONLY,1038424.5113569952
2020,SMV6,314802.1016793654,169138.00508529018,OGR,confirmation_tag,G100,ENTRY_ONLY,145664.0965940752
2021,ATRDR,2721034.32422333,378630.2059669621,OGR,confirmation_tag,G100,ENTRY_ONLY,2342404.1182563677
2021,MCB,0.0,9715.12458983369,OGR,confirmation_tag,G100,ENTRY_ONLY,-9715.12458983369
2021,OGR,1790417.096882168,7340.817622320045,OGR,confirmation_tag,G100,ENTRY_ONLY,1783076.279259848
2021,SMV6,273266.1843417998,41175.11735871985,OGR,confirmation_tag,G100,ENTRY_ONLY,232091.06698307997
2022,ATRDR,4698848.02720456,208594.89161439383,OGR,confirmation_tag,G100,ENTRY_ONLY,4490253.135590166
2022,MCB,3680.3297494968456,4700.969031382894,OGR,confirmation_tag,G100,ENTRY_ONLY,-1020.6392818860486
2022,OGR,-1251548.378758298,16994.387923698407,OGR,confirmation_tag,G100,ENTRY_ONLY,-1268542.7666819964
2022,SMV6,36743.039373968146,34415.49890170461,OGR,confirmation_tag,G100,ENTRY_ONLY,2327.540472263536
2023,ATRDR,4833881.691840299,206957.29756157257,OGR,confirmation_tag,G100,ENTRY_ONLY,4626924.394278727
2023,MCB,33020.05155129089,60514.057820771486,OGR,confirmation_tag,G100,ENTRY_ONLY,-27494.006269480597
2023,OGR,-95619.76929070905,1093.0961552067815,OGR,confirmation_tag,G100,ENTRY_ONLY,-96712.86544591583
2023,SMV6,41448.28211877705,70387.31365555695,OGR,confirmation_tag,G100,ENTRY_ONLY,-28939.031536779898
2024,ATRDR,5044984.813449236,417954.43348014547,OGR,confirmation_tag,G100,ENTRY_ONLY,4627030.37996909
2024,MCB,-400604.168264625,87471.67851813015,OGR,confirmation_tag,G100,ENTRY_ONLY,-488075.84678275516
2024,OGR,2849022.0153054413,30516.40149488547,OGR,confirmation_tag,G100,ENTRY_ONLY,2818505.613810556
2024,SMV6,9816609.825101364,466833.41609049734,OGR,confirmation_tag,G100,ENTRY_ONLY,9349776.409010867
2025,ATRDR,4881497.320190329,351654.21160100156,OGR,confirmation_tag,G100,ENTRY_ONLY,4529843.108589328
2025,MCB,97716.63277167728,23467.513634033254,OGR,confirmation_tag,G100,ENTRY_ONLY,74249.11913764403
2025,OGR,3773995.64876684,7543.916376350182,OGR,confirmation_tag,G100,ENTRY_ONLY,3766451.73239049
2025,SMV6,826733.4176866795,384178.6856417313,OGR,confirmation_tag,G100,ENTRY_ONLY,442554.7320449482
2026,ATRDR,8371226.948791537,266554.9717133358,OGR,confirmation_tag,G100,ENTRY_ONLY,8104671.977078201
2026,MCB,0.0,8660.237690092454,OGR,confirmation_tag,G100,ENTRY_ONLY,-8660.237690092454
2026,OGR,3618412.570687057,5445.998317898146,OGR,confirmation_tag,G100,ENTRY_ONLY,3612966.5723691587
2026,SMV6,324771.3927146721,622044.8254142485,OGR,confirmation_tag,G100,ENTRY_ONLY,-297273.4326995764
2018,ATRDR,310089.9722863924,221160.5832425933,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,88929.3890437991
2018,MCB,69258.2039508067,33476.11853456644,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,35782.085416240254
2018,OGR,175044.25529255625,90161.52633427393,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,84882.72895828231
2018,SMV6,89136.37987424339,22037.74926284229,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,67098.6306114011
2019,ATRDR,1797479.3255817138,253201.34320356578,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,1544277.982378148
2019,MCB,110958.2040363091,80814.8695064485,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,30143.3345298606
2019,OGR,52839.15423174191,8443.519771569594,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,44395.63446017231
2019,SMV6,170923.05666772817,27905.10637949992,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,143017.95028822825
2020,ATRDR,3864931.957945992,251353.12843227512,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,3613578.8295137165
2020,MCB,85097.59424998281,3073.629161994255,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,82023.96508798856
2020,OGR,1003916.0076751091,4223.604036942375,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,999692.4036381667
2020,SMV6,78755.32983656319,169138.00508529018,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-90382.67524872698
2021,ATRDR,13128578.925100205,378630.2059669621,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,12749948.719133243
2021,MCB,-144191.94053220726,9715.12458983369,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-153907.06512204095
2021,OGR,2933000.0158462115,7340.817622320045,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2925659.198223891
2021,SMV6,276966.1949167586,41175.11735871985,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,235791.07755803879
2022,ATRDR,7644318.398088687,208594.89161439383,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,7435723.506474293
2022,MCB,127499.50241145694,4700.969031382894,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,122798.53338007405
2022,OGR,-442114.900348678,16994.387923698407,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-459109.2882723764
2022,SMV6,127603.62980450726,34415.49890170461,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,93188.13090280266
2023,ATRDR,10437114.381632678,206957.29756157257,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,10230157.084071105
2023,MCB,468074.2007635948,60514.057820771486,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,407560.14294282335
2023,OGR,259347.08202365742,1093.0961552067815,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,258253.98586845063
2023,SMV6,523930.235587905,70387.31365555695,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,453542.92193234805
2024,ATRDR,1754344.4672192826,417954.43348014547,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,1336390.0337391372
2024,MCB,-434257.82717128337,87471.67851813015,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-521729.5056894135
2024,OGR,-9911880.423131866,30516.40149488547,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-9942396.824626751
2024,SMV6,4947828.668355807,466833.41609049734,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,4480995.252265309
2025,ATRDR,8899261.02342625,351654.21160100156,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,8547606.811825247
2025,MCB,99479.13570086012,23467.513634033254,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,76011.62206682687
2025,OGR,8706199.882243069,7543.916376350182,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,8698655.965866718
2025,SMV6,6378404.597991805,384178.6856417313,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,5994225.912350073
2026,ATRDR,-10379955.374779468,266554.9717133358,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-10646510.346492805
2026,MCB,-88580.0342387385,8660.237690092454,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-97240.27192883096
2026,OGR,-3232492.2967960513,5445.998317898146,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,-3237938.2951139496
2026,SMV6,8761935.124506861,622044.8254142485,OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,8139890.299092612
2018,ATRDR,197875.99311416526,221160.5832425933,OGR,confirmation_tag,G25,ENTRY_ONLY,-23284.59012842804
2018,MCB,18569.170738474393,33476.11853456644,OGR,confirmation_tag,G25,ENTRY_ONLY,-14906.947796092049
2018,OGR,-16792.508755559,90161.52633427393,OGR,confirmation_tag,G25,ENTRY_ONLY,-106954.03508983293
2018,SMV6,2719.995313428546,22037.74926284229,OGR,confirmation_tag,G25,ENTRY_ONLY,-19317.753949413745
2019,ATRDR,-345966.6241513235,253201.34320356578,OGR,confirmation_tag,G25,ENTRY_ONLY,-599167.9673548893
2019,MCB,-7.583263650483926,80814.8695064485,OGR,confirmation_tag,G25,ENTRY_ONLY,-80822.45277009897
2019,OGR,427834.1175054326,8443.519771569594,OGR,confirmation_tag,G25,ENTRY_ONLY,419390.597733863
2019,SMV6,53144.721815728226,27905.10637949992,OGR,confirmation_tag,G25,ENTRY_ONLY,25239.615436228305
2020,ATRDR,668151.1036693926,251353.12843227512,OGR,confirmation_tag,G25,ENTRY_ONLY,416797.9752371175
2020,MCB,4032.2557466202625,3073.629161994255,OGR,confirmation_tag,G25,ENTRY_ONLY,958.6265846260076
2020,OGR,97083.04806682287,4223.604036942375,OGR,confirmation_tag,G25,ENTRY_ONLY,92859.4440298805
2020,SMV6,146033.2339642523,169138.00508529018,OGR,confirmation_tag,G25,ENTRY_ONLY,-23104.77112103789
2021,ATRDR,526495.6772274622,378630.2059669621,OGR,confirmation_tag,G25,ENTRY_ONLY,147865.47126050008
2021,MCB,-1.5125147071698302,9715.12458983369,OGR,confirmation_tag,G25,ENTRY_ONLY,-9716.63710454086
2021,OGR,264698.8272307511,7340.817622320045,OGR,confirmation_tag,G25,ENTRY_ONLY,257358.00960843105
2021,SMV6,110887.57914443371,41175.11735871985,OGR,confirmation_tag,G25,ENTRY_ONLY,69712.46178571385
2022,ATRDR,616760.2367443083,208594.89161439383,OGR,confirmation_tag,G25,ENTRY_ONLY,408165.34512991447
2022,MCB,647.4802164146912,4700.969031382894,OGR,confirmation_tag,G25,ENTRY_ONLY,-4053.488814968203
2022,OGR,-146387.32109025365,16994.387923698407,OGR,confirmation_tag,G25,ENTRY_ONLY,-163381.70901395206
2022,SMV6,5714.536907896931,34415.49890170461,OGR,confirmation_tag,G25,ENTRY_ONLY,-28700.96199380768
2023,ATRDR,425323.2855983892,206957.29756157257,OGR,confirmation_tag,G25,ENTRY_ONLY,218365.98803681665
2023,MCB,2736.6295758985943,60514.057820771486,OGR,confirmation_tag,G25,ENTRY_ONLY,-57777.42824487289
2023,OGR,-3355.7910146684153,1093.0961552067815,OGR,confirmation_tag,G25,ENTRY_ONLY,-4448.887169875197
2023,SMV6,59172.193404376965,70387.31365555695,OGR,confirmation_tag,G25,ENTRY_ONLY,-11215.120251179986
2024,ATRDR,497076.1058011118,417954.43348014547,OGR,confirmation_tag,G25,ENTRY_ONLY,79121.67232096632
2024,MCB,-31529.787678980065,87471.67851813015,OGR,confirmation_tag,G25,ENTRY_ONLY,-119001.46619711022
2024,OGR,337213.51726400503,30516.40149488547,OGR,confirmation_tag,G25,ENTRY_ONLY,306697.1157691196
2024,SMV6,630956.0427438396,466833.41609049734,OGR,confirmation_tag,G25,ENTRY_ONLY,164122.62665334222
2025,ATRDR,618941.971954184,351654.21160100156,OGR,confirmation_tag,G25,ENTRY_ONLY,267287.76035318244
2025,MCB,1952.001396794847,23467.513634033254,OGR,confirmation_tag,G25,ENTRY_ONLY,-21515.512237238407
2025,OGR,406022.1806512432,7543.916376350182,OGR,confirmation_tag,G25,ENTRY_ONLY,398478.26427489304
2025,SMV6,443628.465925564,384178.6856417313,OGR,confirmation_tag,G25,ENTRY_ONLY,59449.78028383269
2026,ATRDR,5132.571495660668,266554.9717133358,OGR,confirmation_tag,G25,ENTRY_ONLY,-261422.4002176751
2026,MCB,0.0,8660.237690092454,OGR,confirmation_tag,G25,ENTRY_ONLY,-8660.237690092454
2026,OGR,219142.14313077202,5445.998317898146,OGR,confirmation_tag,G25,ENTRY_ONLY,213696.14481287388
2026,SMV6,260511.95715489588,622044.8254142485,OGR,confirmation_tag,G25,ENTRY_ONLY,-361532.86825935263
2018,ATRDR,94874.92443882913,221160.5832425933,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-126285.65880376418
2018,MCB,18911.524366342383,33476.11853456644,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-14564.59416822406
2018,OGR,44406.33070693454,90161.52633427393,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-45755.195627339395
2018,SMV6,26201.46030634872,22037.74926284229,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,4163.711043506428
2019,ATRDR,477157.76149031654,253201.34320356578,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,223956.41828675076
2019,MCB,23007.409883042124,80814.8695064485,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-57807.459623406365
2019,OGR,6022.28550724534,8443.519771569594,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-2421.2342643242537
2019,SMV6,115576.22177701168,27905.10637949992,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,87671.11539751176
2020,ATRDR,584250.8988218142,251353.12843227512,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,332897.7703895391
2020,MCB,15817.561271882192,3073.629161994255,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,12743.932109887937
2020,OGR,155999.35132087738,4223.604036942375,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,151775.747283935
2020,SMV6,153152.82438378656,169138.00508529018,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-15985.180701503617
2021,ATRDR,1231256.2079579665,378630.2059669621,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,852626.0019910045
2021,MCB,-8051.222774127477,9715.12458983369,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-17766.347363961166
2021,OGR,309765.46790395875,7340.817622320045,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,302424.6502816387
2021,SMV6,95302.31878341798,41175.11735871985,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,54127.201424698134
2022,ATRDR,653481.580750383,208594.89161439383,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,444886.6891359892
2022,MCB,8298.295434985566,4700.969031382894,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,3597.326403602672
2022,OGR,-26932.53230818714,16994.387923698407,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-43926.920231885546
2022,SMV6,13299.124101017278,34415.49890170461,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-21116.374800687332
2023,ATRDR,567605.5372261018,206957.29756157257,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,360648.2396645293
2023,MCB,32766.441068990545,60514.057820771486,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-27747.61675178094
2023,OGR,14013.615551390523,1093.0961552067815,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,12920.519396183741
2023,SMV6,88603.99253016396,70387.31365555695,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,18216.67887460701
2024,ATRDR,67232.26427707598,417954.43348014547,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-350722.16920306947
2024,MCB,-20123.585720185627,87471.67851813015,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-107595.26423831578
2024,OGR,-414060.08893453935,30516.40149488547,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-444576.4904294248
2024,SMV6,229963.79526826835,466833.41609049734,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-236869.620822229
2025,ATRDR,130718.89857053907,351654.21160100156,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-220935.31303046248
2025,MCB,5445.939587295879,23467.513634033254,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-18021.574046737376
2025,OGR,388386.12911586685,7543.916376350182,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,380842.2127395167
2025,SMV6,441633.62147665373,384178.6856417313,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,57454.93583492242
2026,ATRDR,-799920.2788814378,266554.9717133358,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-1066475.2505947736
2026,MCB,-3550.8883986955843,8660.237690092454,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-12211.126088788038
2026,OGR,-83854.53566505417,5445.998317898146,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,-89300.53398295231
2026,SMV6,629213.4756282171,622044.8254142485,OGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,7168.650213968591
2018,ATRDR,178233.86921566265,221160.5832425933,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-42926.714026930655
2018,MCB,35991.27214222149,33476.11853456644,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2515.1536076550474
2018,OGR,90258.10345703164,90161.52633427393,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,96.57712275770609
2018,SMV6,52148.88750206759,22037.74926284229,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,30111.1382392253
2019,ATRDR,1034965.1749835869,253201.34320356578,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,781763.8317800211
2019,MCB,49380.338848334046,80814.8695064485,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-31434.530658114447
2019,OGR,15287.811559763446,8443.519771569594,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,6844.291788193852
2019,SMV6,167731.60786624745,27905.10637949992,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,139826.50148674753
2020,ATRDR,910439.4097920537,251353.12843227512,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,659086.2813597786
2020,MCB,29731.035720323267,3073.629161994255,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,26657.406558329014
2020,OGR,379401.22919006634,4223.604036942375,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,375177.625153124
2020,SMV6,98557.72939133567,169138.00508529018,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-70580.2756939545
2021,ATRDR,3352692.157244208,378630.2059669621,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2974061.951277246
2021,MCB,-18764.577327147334,9715.12458983369,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,-28479.701916981023
2021,OGR,798182.6084591752,7340.817622320045,OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,790841.7908368552
