year,strategy,symbol,pnl_scaled,pnl_native,gap,mcb_mode,target,mechanic,incremental_pnl
2018,ATRDR,300651.SZ,14476.84003251139,3939.961947555843,IFCGR,confirmation_tag,G100,ENTRY_ONLY,10536.878084955548
2018,ATRDR,300661.SZ,61234.84093574149,3720.7287260205376,IFCGR,confirmation_tag,G100,ENTRY_ONLY,57514.11220972096
2018,ATRDR,300667.SZ,0.0,3701.945365491116,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-3701.945365491116
2018,ATRDR,300679.SZ,-4397.505506038608,-326.66737180989,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-4070.8381342287175
2018,ATRDR,300691.SZ,0.0,2270.104625915563,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2270.104625915563
2018,ATRDR,300692.SZ,0.0,2285.9948904732446,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2285.9948904732446
2018,ATRDR,300696.SZ,0.0,2285.994890473252,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2285.994890473252
2018,ATRDR,300699.SZ,0.0,2270.104625915552,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2270.104625915552
2018,ATRDR,300701.SZ,0.0,2285.9948904732482,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2285.9948904732482
2018,ATRDR,300710.SZ,0.0,1644.3012029281963,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-1644.3012029281963
2018,ATRDR,300719.SZ,7943.639596286812,4745.227471023038,IFCGR,confirmation_tag,G100,ENTRY_ONLY,3198.412125263774
2018,ATRDR,300726.SZ,0.0,2285.9948904732482,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2285.9948904732482
2018,ATRDR,600066.SH,-110327.57193098473,-3220.1765093215618,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-107107.39542166317
2018,ATRDR,600071.SH,12576.714423670579,0.0,IFCGR,confirmation_tag,G100,ENTRY_ONLY,12576.714423670579
2018,ATRDR,600105.SH,0.0,2814.9353945688526,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2814.9353945688526
2018,ATRDR,600118.SH,0.0,392.62497237061905,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-392.62497237061905
2018,ATRDR,600129.SH,-187.22544794521286,-3456.9547881281833,IFCGR,confirmation_tag,G100,ENTRY_ONLY,3269.72934018297
2018,ATRDR,600199.SH,1575.9318084080041,1575.9318084080041,IFCGR,confirmation_tag,G100,ENTRY_ONLY,0.0
2018,ATRDR,600208.SH,-9407.0072445025,-3448.3260606898184,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-5958.681183812681
2018,ATRDR,600229.SH,101581.13347250053,690.3793899883666,IFCGR,confirmation_tag,G100,ENTRY_ONLY,100890.75408251217
2018,ATRDR,600261.SH,-196623.3860162273,-1350.2119522602152,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-195273.17406396708
2018,ATRDR,600283.SH,0.0,2944.74264581687,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2944.74264581687
2018,ATRDR,600292.SH,3622.514903793308,2923.219307430845,IFCGR,confirmation_tag,G100,ENTRY_ONLY,699.2955963624627
2018,ATRDR,600302.SH,-5492.694155936522,-1494.8708361321878,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-3997.8233198043345
2018,ATRDR,600323.SH,3622.514903793308,-140.5814182134818,IFCGR,confirmation_tag,G100,ENTRY_ONLY,3763.0963220067897
2018,ATRDR,600335.SH,8208.878762089778,5822.226312890227,IFCGR,confirmation_tag,G100,ENTRY_ONLY,2386.6524491995515
2018,ATRDR,600363.SH,0.0,-2607.531617587305,IFCGR,confirmation_tag,G100,ENTRY_ONLY,2607.531617587305
2018,ATRDR,600373.SH,-16131.064866537246,-1198.291294282763,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-14932.773572254484
2018,ATRDR,600379.SH,0.0,3539.216980975536,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-3539.216980975536
2018,ATRDR,600380.SH,-35611.21754210512,-2163.7956113337423,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-33447.42193077138
2018,ATRDR,600386.SH,0.0,114.60853648379634,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-114.60853648379634
2018,ATRDR,600388.SH,3622.5149037933224,2923.219307430856,IFCGR,confirmation_tag,G100,ENTRY_ONLY,699.2955963624663
2018,ATRDR,600415.SH,0.0,-44.77788735553031,IFCGR,confirmation_tag,G100,ENTRY_ONLY,44.77788735553031
2018,ATRDR,600429.SH,33606.3549460693,2496.437953577948,IFCGR,confirmation_tag,G100,ENTRY_ONLY,31109.916992491355
2018,ATRDR,600491.SH,-1489.7950424602022,-125.1492556697267,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-1364.6457867904755
2018,ATRDR,600498.SH,0.0,2873.145560865443,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-2873.145560865443
2018,ATRDR,600499.SH,0.0,516.1496547774077,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-516.1496547774077
2018,ATRDR,600501.SH,0.0,-326.90830285756965,IFCGR,confirmation_tag,G100,ENTRY_ONLY,326.90830285756965
2018,ATRDR,600518.SH,0.0,-884.3155699971467,IFCGR,confirmation_tag,G100,ENTRY_ONLY,884.3155699971467
2018,ATRDR,600528.SH,0.0,319.0064481875452,IFCGR,confirmation_tag,G100,ENTRY_ONLY,-319.0064481875452
