gap,mcb_mode,target,mechanic,year,strategy,category,pnl
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,74277.90214124041
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,SMV6,EXISTING_POSITION_INCREASE,-18052.504256769425
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,SMV6,NEW_ENTRY_INCREASE,210252.86455396732
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ATRDR,EXISTING_POSITION_INCREASE,59396.82311069673
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ATRDR,NEW_ENTRY_INCREASE,223422.5462302324
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,58526.843431757035
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,311450.1549603709
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,-52450.88470294472
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,8382.165906485423
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,126400.53085213107
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,291160.1756335138
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-399410.3079488264
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-435746.2297269859
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-205697.34334404333
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,47332.47418805445
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,1960.5996784449537
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,51354.29635368264
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,109087.65798875231
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,511610.6210619766
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,26358.12487944466
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,-18.705267697794625
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,175506.33862843172
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,IFCGR,EXISTING_POSITION_INCREASE,233.65545108987774
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,IFCGR,NEW_ENTRY_INCREASE,75579.40726728356
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,10295.587352337772
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,6171.693081952281
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,2452.557199823532
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,47293.19510922977
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,300545.1718793229
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,690933.0164384452
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,IFCGR,EXISTING_POSITION_INCREASE,75374.676746839
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,IFCGR,NEW_ENTRY_INCREASE,-65196.835531507386
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,8145.930120582895
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,128269.88433219913
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,84604.33113461196
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,38468.73546117983
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,997224.5551873981
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,-88391.35698085869
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,IFCGR,EXISTING_POSITION_INCREASE,349254.17519596487
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,IFCGR,NEW_ENTRY_INCREASE,27761.045812116434
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-86655.03222663226
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,244253.13558577935
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,1191.3279902184076
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,21601.035611894993
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,276111.37251130195
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,2717261.292995783
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,IFCGR,EXISTING_POSITION_INCREASE,573501.461667896
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,IFCGR,NEW_ENTRY_INCREASE,211145.8942407638
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,198917.2571683982
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,207020.49307372136
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,24357.185304626302
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,107704.71511819468
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,1573263.3951401315
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,321784.05589398724
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,IFCGR,EXISTING_POSITION_INCREASE,670.3463260927738
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,IFCGR,NEW_ENTRY_INCREASE,-87843.8215882561
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,-2105.7712666355087
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,39808.5051049789
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,56102.82340990458
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,15272.661876937082
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-331274.1751525166
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,2199006.251900024
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,IFCGR,EXISTING_POSITION_INCREASE,38111.82387374864
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,IFCGR,NEW_ENTRY_INCREASE,185.22401267718033
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,16060.320480597007
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,291870.417435392
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,68340.88820083065
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,218083.8496436136
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,-86384.83344388008
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,160279.98912300885
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,IFCGR,EXISTING_POSITION_INCREASE,162582.42019125656
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,IFCGR,NEW_ENTRY_INCREASE,-1685781.456105167
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-215109.8397953951
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,248982.6130443848
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,SMV6,EXISTING_POSITION_INCREASE,11815.857213258798
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,SMV6,NEW_ENTRY_INCREASE,663829.5345788018
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ATRDR,EXISTING_POSITION_INCREASE,159758.86459284372
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ATRDR,NEW_ENTRY_INCREASE,863616.8593227544
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,207527.60191470126
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,1260537.0048311616
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,-83363.8523906434
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,86430.3218667686
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,786532.9072566549
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,550063.8694889449
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-1467491.433052683
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-1635805.4791667773
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-798861.1809366144
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,170831.89799036802
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,13311.826731094237
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,243563.31253153432
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,748743.7894666728
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,1388836.139733904
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,29266.66918076361
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,-18.705267697794625
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,256446.40429194496
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,IFCGR,EXISTING_POSITION_INCREASE,-667.3702850155698
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,IFCGR,NEW_ENTRY_INCREASE,112879.82981465143
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,13019.759984495162
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,8682.528756951122
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,2231.692639486835
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,70870.34597499156
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,313643.3792050195
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,1081193.056693275
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,EXISTING_POSITION_INCREASE,120547.95027476408
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,IFCGR,NEW_ENTRY_INCREASE,-103009.56960099969
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,16119.152364182846
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,194357.75969402803
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,82134.21555456209
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,29681.570437650193
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,1796946.1812378888
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,-127655.07343732467
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,EXISTING_POSITION_INCREASE,611436.1768218478
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,IFCGR,NEW_ENTRY_INCREASE,46079.40180914999
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-74096.5567895836
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,472368.7920398456
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,79997.67849903784
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,10452.254263633004
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,517645.6206526718
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,5717824.167822196
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,EXISTING_POSITION_INCREASE,1168222.6366674919
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,IFCGR,NEW_ENTRY_INCREASE,416880.75721139065
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,410588.3110512497
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,434518.5554964494
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,125158.55378660758
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,136823.00862037085
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,3676131.1011354844
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,737472.6049650968
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,EXISTING_POSITION_INCREASE,1294.9069834875681
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,IFCGR,NEW_ENTRY_INCREASE,-214438.52575494716
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,-1999.2773034574193
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,51496.53076841632
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,106177.11931118552
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,15272.661876937082
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-862911.4052964879
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,5631995.385193293
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,EXISTING_POSITION_INCREASE,143803.25366356762
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,IFCGR,NEW_ENTRY_INCREASE,1919.601759285324
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,96759.73155819449
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,741397.1077407948
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,263816.32122467115
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,350922.5770544307
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,204499.9835162362
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,489623.1535648246
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,EXISTING_POSITION_INCREASE,428099.1421762645
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,IFCGR,NEW_ENTRY_INCREASE,-4724437.680931886
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-520974.2636141995
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,496404.2573287338
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,EXISTING_POSITION_INCREASE,203478.21511608924
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,SMV6,NEW_ENTRY_INCREASE,1678593.0968052947
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,EXISTING_POSITION_INCREASE,2098074.460362659
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ATRDR,NEW_ENTRY_INCREASE,2408694.528886986
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,IFCGR,EXISTING_POSITION_INCREASE,550933.810214527
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,IFCGR,NEW_ENTRY_INCREASE,3327538.1987488875
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MCB,EXISTING_POSITION_INCREASE,-331545.35352700937
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MCB,NEW_ENTRY_INCREASE,182230.7169250402
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,EXISTING_POSITION_INCREASE,1790288.2835010935
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,SMV6,NEW_ENTRY_INCREASE,439714.9092316012
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,EXISTING_POSITION_INCREASE,-4237900.070332468
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ATRDR,NEW_ENTRY_INCREASE,-4220423.087574862
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,IFCGR,EXISTING_POSITION_INCREASE,-2235275.9152350086
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,IFCGR,NEW_ENTRY_INCREASE,466445.5271590938
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,MCB,EXISTING_POSITION_INCREASE,48908.93148098914
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,MCB,NEW_ENTRY_INCREASE,720682.5822404037
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,EXISTING_POSITION_INCREASE,3007400.754602797
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,SMV6,NEW_ENTRY_INCREASE,1713361.8825084097
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,EXISTING_POSITION_INCREASE,-23250.384372925448
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,INHERITED_POSITION,-18.705267697794625
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,ATRDR,NEW_ENTRY_INCREASE,333359.06192701554
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,MCB,EXISTING_POSITION_INCREASE,18074.88647255636
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,MCB,NEW_ENTRY_INCREASE,51183.31747825032
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,OGR,EXISTING_POSITION_INCREASE,-4145.861064934719
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,OGR,NEW_ENTRY_INCREASE,179190.11635749097
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,SMV6,EXISTING_POSITION_INCREASE,-8980.2170276018
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2018,SMV6,NEW_ENTRY_INCREASE,98116.59690184519
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,EXISTING_POSITION_INCREASE,220082.21994429087
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,ATRDR,NEW_ENTRY_INCREASE,1577397.1056374232
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,MCB,EXISTING_POSITION_INCREASE,39410.93306863383
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,MCB,NEW_ENTRY_INCREASE,71547.27096767526
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,OGR,EXISTING_POSITION_INCREASE,166354.6140275652
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,OGR,NEW_ENTRY_INCREASE,-113515.45979582328
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,EXISTING_POSITION_INCREASE,127526.56465898885
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2019,SMV6,NEW_ENTRY_INCREASE,43396.49200873925
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,EXISTING_POSITION_INCREASE,3209455.1180927907
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,ATRDR,NEW_ENTRY_INCREASE,655476.8398532008
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,MCB,EXISTING_POSITION_INCREASE,-3052.445249703618
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,MCB,NEW_ENTRY_INCREASE,88150.03949968642
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,OGR,EXISTING_POSITION_INCREASE,935219.8984733057
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,OGR,NEW_ENTRY_INCREASE,68696.10920180351
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,EXISTING_POSITION_INCREASE,278947.4873969581
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2020,SMV6,NEW_ENTRY_INCREASE,-200192.15756039484
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,EXISTING_POSITION_INCREASE,1660886.1872591435
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,ATRDR,NEW_ENTRY_INCREASE,11467692.737841062
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,MCB,EXISTING_POSITION_INCREASE,-53083.35064940212
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,MCB,NEW_ENTRY_INCREASE,-91108.58988280516
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,OGR,EXISTING_POSITION_INCREASE,2168468.3129466223
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,OGR,NEW_ENTRY_INCREASE,764531.7028995894
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,EXISTING_POSITION_INCREASE,172671.59290260304
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2021,SMV6,NEW_ENTRY_INCREASE,104294.60201415561
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,EXISTING_POSITION_INCREASE,6787319.377210111
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,ATRDR,NEW_ENTRY_INCREASE,856999.0208785757
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,MCB,EXISTING_POSITION_INCREASE,15297.864574363703
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,MCB,NEW_ENTRY_INCREASE,112201.63783709324
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,OGR,EXISTING_POSITION_INCREASE,1103.9385959832439
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,OGR,NEW_ENTRY_INCREASE,-443218.8389446613
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,EXISTING_POSITION_INCREASE,112330.9679275702
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2022,SMV6,NEW_ENTRY_INCREASE,15272.661876937082
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,EXISTING_POSITION_INCREASE,-2442971.237579871
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,ATRDR,NEW_ENTRY_INCREASE,12880085.619212551
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,MCB,EXISTING_POSITION_INCREASE,-21536.74185803248
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,MCB,NEW_ENTRY_INCREASE,489610.94262162736
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,OGR,EXISTING_POSITION_INCREASE,247792.80387030353
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,OGR,NEW_ENTRY_INCREASE,11554.278153353902
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,EXISTING_POSITION_INCREASE,109645.21998172156
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2023,SMV6,NEW_ENTRY_INCREASE,414285.01560618344
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,EXISTING_POSITION_INCREASE,165422.3510472012
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,ATRDR,NEW_ENTRY_INCREASE,1588922.1161720813
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,MCB,EXISTING_POSITION_INCREASE,-850736.8540325648
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,MCB,NEW_ENTRY_INCREASE,416479.0268612815
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,OGR,EXISTING_POSITION_INCREASE,837992.9179014206
