year,state,capital_days,state_family,gap,mcb_mode,target,mechanic
2018,MINORITY_POSITIVE_20D,90441076.09730196,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,230155336.14514565,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,35103274.497400574,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,279697702.751236,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,87234610.22481135,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,214595768.25137955,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,68465720.42044161,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,243640499.04304007,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,102121421.97265993,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,278432740.13500035,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,95073653.31807812,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,336859706.3419187,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,168653772.09386024,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,609177177.8356977,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,164594879.0253673,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,327923950.12047076,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,91608877.65184504,breadth_bucket,IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION
2018,BEAR,244246420.58335787,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2018,BULL,14450151.211490404,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2018,TRANSITION,118858531.81532526,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2019,BEAR,145355873.5059292,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2019,BULL,119731209.77389511,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2019,TRANSITION,144247260.41480845,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2020,BEAR,169138070.9571569,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2020,BULL,187941568.50472093,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2020,TRANSITION,107407201.60675462,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2021,BEAR,164457473.04095843,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2021,BULL,148555627.0187531,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2021,TRANSITION,206005681.75117376,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2022,BEAR,292029674.1938464,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2022,BULL,103196545.45558026,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2022,TRANSITION,291434204.01203215,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2023,BEAR,234912247.07763585,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2023,BULL,186193839.51817116,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2023,TRANSITION,243393676.41015896,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2024,BEAR,332619969.0347196,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2024,BULL,197100085.05030555,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2024,TRANSITION,157592167.26974064,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2025,BEAR,192163222.13043734,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2025,BULL,263852858.94575968,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2025,TRANSITION,340091919.6287868,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2026,BEAR,257878200.75677922,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2026,BULL,81961318.26571083,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2026,TRANSITION,225040596.77271464,market_regime,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,126201277.11128372,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,251353826.49888983,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,214336204.4433165,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,194998139.25131628,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,245749037.87491563,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,218737803.19371682,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,286383383.33858097,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,232635398.47230434,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,300040072.04654485,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,386620351.61491394,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,321131900.8381782,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,343367862.16778773,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,315297444.3674208,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,372014776.987345,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,444329263.7874258,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,351778736.917558,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,246276520.4263555,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,318603595.3688492,breadth_bucket,IFCGR,independent,G25,FULL_BOOK_NORMALIZATION
2018,BEAR,489065218.9034633,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2018,BULL,29321177.09244782,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2018,TRANSITION,241184714.10656315,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2019,BEAR,320191088.7699646,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2019,BULL,246996267.87404504,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2019,TRANSITION,308190433.31200594,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2020,BEAR,409075056.9763857,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2020,BULL,466170091.62657225,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2020,TRANSITION,258841471.11874288,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2021,BEAR,397432949.59351826,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2021,BULL,393649166.45717806,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2021,TRANSITION,539436207.1866289,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2022,BEAR,888192759.2765945,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2022,BULL,304236436.6430504,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2022,TRANSITION,888394627.4939761,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2023,BEAR,788297463.9449477,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2023,BULL,598172476.5385753,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2023,TRANSITION,742587568.5642531,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2024,BEAR,1074505993.587701,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2024,BULL,657231409.5946386,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2024,TRANSITION,522000916.23309106,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2025,BEAR,662652316.781946,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2025,BULL,914824359.503154,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2025,TRANSITION,1174643588.1842163,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2026,BEAR,963144879.3870789,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2026,BULL,299790074.51241297,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2026,TRANSITION,842439395.5018595,market_regime,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,256120794.4895387,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,503450315.61293554,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,447241456.87315947,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,428136333.08285606,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,603881824.7172499,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,530204795.004451,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,759645785.4884086,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,570872537.7489166,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,905985315.2867022,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,1174838508.1269188,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,1045314500.390887,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,1083743008.6568892,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,1048446165.3399364,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,1205292154.0754943,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,1536438071.3382993,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,1215682193.131017,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,917588586.0292474,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,1187785763.372104,breadth_bucket,IFCGR,independent,G50,FULL_BOOK_NORMALIZATION
2018,BEAR,735129618.0173898,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2018,BULL,44582386.68766767,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2018,TRANSITION,366679982.4641376,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2019,BEAR,513178173.0849071,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2019,BULL,375718372.21537143,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2019,TRANSITION,490468842.7839926,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2020,BEAR,722587575.3837409,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2020,BULL,862345260.4365698,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2020,TRANSITION,465382411.6666688,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2021,BEAR,766017067.0844597,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2021,BULL,824177530.6222066,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2021,TRANSITION,1110538919.4578564,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2022,BEAR,2082682825.6610117,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2022,BULL,706518548.4613762,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2022,TRANSITION,2091419367.5956526,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2023,BEAR,2053689839.4855154,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2023,BULL,1485204149.441562,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2023,TRANSITION,1798640054.0159838,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2024,BEAR,2698844251.027109,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2024,BULL,1681476538.3374717,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2024,TRANSITION,1292757792.0600772,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2025,BEAR,1817700661.6405635,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2025,BULL,2403046425.6580496,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2025,TRANSITION,3194440028.38751,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2026,BEAR,2629906806.828556,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2026,BULL,886735171.2014581,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2026,TRANSITION,2369079022.6941075,market_regime,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,389436797.3985439,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,756955189.7706511,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,693616643.3782538,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,685748744.7060174,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,1101324358.3416696,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,948990889.1453098,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,1584187478.9655123,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,1116546038.1990104,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,2126068289.6252873,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,2754552452.0927534,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,2633812651.534429,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,2703721391.4086323,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,2640671749.9445953,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,3032406831.480063,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,4088507453.7611933,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,3326679661.9249296,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,2613308746.532115,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,3272412254.1920066,breadth_bucket,IFCGR,independent,G75,FULL_BOOK_NORMALIZATION
2018,BEAR,982205110.3826909,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2018,BULL,60056622.1823254,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2018,TRANSITION,494088225.0318414,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2019,BEAR,721595840.2793912,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2019,BULL,505928513.9737316,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2019,TRANSITION,686839888.3070203,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2020,BEAR,1108746610.8610544,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2020,BULL,1347955952.007002,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2020,TRANSITION,714129080.7531332,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2021,BEAR,1267192859.8974903,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2021,BULL,1429315765.8200927,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2021,TRANSITION,1889741720.8398707,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2022,BEAR,3973980047.7189565,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2022,BULL,1337624672.8566256,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2022,TRANSITION,3967774878.0517087,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2023,BEAR,4251648304.562017,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2023,BULL,2949002203.6585717,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2023,TRANSITION,3555342830.491869,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2024,BEAR,5300438729.348092,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2024,BULL,3332218162.7063165,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2024,TRANSITION,2509428679.335504,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2025,BEAR,3851885590.7005525,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2025,BULL,5184417712.878667,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2025,TRANSITION,6970535904.437621,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2026,BEAR,6161373348.420544,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2026,BULL,2105217523.5006676,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2026,TRANSITION,5485755781.640541,market_regime,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,524800334.12752366,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,1011549623.4693341,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,952878958.5964761,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,961485283.963667,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,1706335388.1532593,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,1464496255.4679303,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,2732231826.8469877,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,1854018519.710466,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,4018125497.1920004,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,5261254101.43529,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,5298616928.441034,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,5457376410.271423,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2024,MAJORITY_POSITIVE_20D,5167152444.145999,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2024,MINORITY_POSITIVE_20D,5974933127.243914,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2025,MAJORITY_POSITIVE_20D,8833647959.58142,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2025,MINORITY_POSITIVE_20D,7173191248.43542,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2026,MAJORITY_POSITIVE_20D,6055161287.286941,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2026,MINORITY_POSITIVE_20D,7697185366.274811,breadth_bucket,IFCGR,independent,G100,FULL_BOOK_NORMALIZATION
2018,BEAR,84118683.50401744,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,BULL,6125775.870736918,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,TRANSITION,116457493.68196811,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,BEAR,23887467.177246146,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,BULL,91413535.09780727,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,TRANSITION,96626542.10116625,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,BEAR,70687254.74449627,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,BULL,218669740.54948676,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,TRANSITION,37982045.36439823,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,BEAR,52144592.74247253,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,BULL,97616490.49990827,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,TRANSITION,87795216.18424544,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,BEAR,74905156.62761766,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,BULL,34554448.44574947,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,TRANSITION,191068107.6187653,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,BEAR,41253519.051692866,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,BULL,196052406.29239482,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,TRANSITION,79387849.60802126,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2024,BEAR,133049954.72313124,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2024,BULL,194699288.31184417,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2024,TRANSITION,138507091.2286924,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,BEAR,74746570.74094215,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,BULL,342566189.98809594,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2025,TRANSITION,267408978.37691674,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,BEAR,83833206.50833496,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,BULL,116419513.82722251,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2026,TRANSITION,176537652.1764583,market_regime,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,MAJORITY_POSITIVE_20D,121153800.35756437,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2018,MINORITY_POSITIVE_20D,85548152.6991581,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,MAJORITY_POSITIVE_20D,181346651.6813948,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2019,MINORITY_POSITIVE_20D,30580892.694824886,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,MAJORITY_POSITIVE_20D,243310045.2670216,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2020,MINORITY_POSITIVE_20D,84028995.39135966,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,MAJORITY_POSITIVE_20D,173690714.8681668,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2021,MINORITY_POSITIVE_20D,63865584.55845944,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,MAJORITY_POSITIVE_20D,207512852.98123214,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2022,MINORITY_POSITIVE_20D,93014859.7109003,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,MAJORITY_POSITIVE_20D,228142598.58974203,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
2023,MINORITY_POSITIVE_20D,88551176.3623669,breadth_bucket,IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION
