gap,mcb_mode,target,mechanic,year,state,strategy,route,pnl_scaled,pnl_native,incremental_pnl,state_family
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,4675386.4143979065,192965.3424236401,4482421.071974266,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,4099334.030479605,15303.221660115829,4084030.8088194886,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,4104645.3840916487,33013.319480235245,4071632.064611413,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,4052199.7049731384,15303.221660115829,4036896.483313022,breadth_bucket
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,3999151.648887288,33013.31948023566,3966138.3294070526,market_regime
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,3759651.820538019,15303.221660115836,3744348.598877903,breadth_bucket
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,3736781.9932330404,15303.221660115945,3721478.771572924,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,3628806.1738238195,6466.976243412004,3622339.1975804074,breadth_bucket
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,3495537.959057367,7043.715452151753,3488494.2436052156,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,3369045.2575925477,6466.976243412008,3362578.2813491356,breadth_bucket
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,3245656.5616026986,7043.715452151743,3238612.846150547,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,2791060.0590750957,79221.25637002093,2711838.8027050747,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,2791060.0590750957,79221.25637002093,2711838.8027050747,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,2776720.8705107006,79221.25637002086,2697499.61414068,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,2776720.8705107006,79221.25637002086,2697499.61414068,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,2705712.910605549,79221.25637002086,2626491.6542355283,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,2705712.910605549,79221.25637002086,2626491.6542355283,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,2662887.254712449,79221.25637002173,2583665.9983424274,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,2662887.254712449,79221.25637002173,2583665.9983424274,breadth_bucket
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,2480115.0469535147,7886.26288731969,2472228.784066195,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,OGR,FIXED_BELOW_L_REPAIR,2478795.8932793853,9019.884791665212,2469776.00848772,market_regime
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,2415624.751490125,-2057.8232613880664,2417682.574751513,market_regime
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,2353131.108084805,-2057.8232613880627,2355188.9313461925,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,2311003.8703237376,7886.262887319678,2303117.607436418,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,OGR,FIXED_BELOW_L_REPAIR,2310358.313601399,9019.884791665221,2301338.4288097336,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,ATRDR,SLOW_BEAR,2267025.085350929,18384.59409215708,2248640.4912587716,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,ATRDR,SLOW_BEAR,2223083.203030452,18384.59409215722,2204698.608938295,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,2147852.1689194366,-832.7492590912598,2148684.918178528,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,ATRDR,SLOW_BEAR,2100195.4814804806,18384.594092157065,2081810.8873883234,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,2072633.1868003386,-832.7492590912634,2073465.9360594298,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,ATRDR,SLOW_BEAR,2061256.206632362,18384.594092157065,2042871.612540205,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,2029068.6360052684,33013.319480235245,1996055.3165250332,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,1994423.5426197075,33013.31948023566,1961410.2231394718,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1838857.536265726,15303.221660115836,1823554.31460561,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,1822713.536001338,33013.319480235376,1789700.2165211025,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1802618.4128342047,15303.221660115945,1787315.1911740887,breadth_bucket
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,1777535.427468583,33013.31948023532,1744522.1079883478,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1705648.3420019085,15303.221660115829,1690345.1203417927,breadth_bucket
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1673404.1494617634,15303.221660115829,1658100.9278016477,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,1836266.573005322,210153.35546141828,1626113.2175439035,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,1809098.5579054696,210153.35546141828,1598945.2024440512,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,1801375.76712897,210153.35546141828,1591222.4116675518,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,1777338.2064860696,210153.35546141828,1567184.8510246512,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1656640.1532534435,192965.3424236401,1463674.8108298036,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1633668.7284671434,192965.3424236401,1440703.3860435032,breadth_bucket
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1621098.431189908,192965.3424236401,1428133.0887662678,breadth_bucket
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1601165.7484797754,192965.3424236401,1408200.4060561352,breadth_bucket
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,1368316.6806439213,6466.976243412004,1361849.7044005091,breadth_bucket
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,1323487.5486195511,6466.976243412008,1317020.572376139,breadth_bucket
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,1322115.9048828217,7043.715452151753,1315072.18943067,breadth_bucket
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,1278397.7709640893,7043.715452151743,1271354.0555119375,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,1328565.1521842836,79221.25637002086,1249343.8958142628,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,1328565.1521842836,79221.25637002086,1249343.8958142628,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,1311407.8997799025,79221.25637002173,1232186.6434098808,breadth_bucket
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,1311407.8997799025,79221.25637002173,1232186.6434098808,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,1247310.588742346,79221.25637002093,1168089.332372325,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,1247310.588742346,79221.25637002093,1168089.332372325,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,1156167.3090052858,-2057.8232613880627,1158225.132266674,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,1231234.029558847,79221.25637002086,1152012.7731888262,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,1231234.029558847,79221.25637002086,1152012.7731888262,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1299754.2590169827,191213.34321809124,1108540.9157988918,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1110007.315326529,18539.27565440649,1091468.0396721223,breadth_bucket
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,1091774.7090797955,1076.9401329381744,1090697.7689468574,breadth_bucket
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,1280347.637878959,191213.34321809124,1089134.2946608677,breadth_bucket
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,1102636.7162849351,18539.27565440649,1084097.4406305284,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,1066934.8773245,-2057.8232613880664,1068992.7005858878,market_regime
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BULL,OGR,FIXED_BELOW_L_REPAIR,1069432.4807126892,581.8548460730271,1068850.6258666161,market_regime
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,1038696.239935689,1076.9401329381762,1037619.2998027507,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BULL,OGR,FIXED_BELOW_L_REPAIR,1023711.835917202,581.8548460730299,1023129.9810711289,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,1020743.9243452457,-832.7492590912634,1021576.6736043369,market_regime
OGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,1158449.341771897,138918.52710218498,1019530.8146697121,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,1143952.6386560153,138918.52710218498,1005034.1115538301,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,941836.7920767884,-832.7492590912598,942669.5413358797,market_regime
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,933996.6473561944,7886.26288731969,926110.3844688748,market_regime
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,OGR,FIXED_BELOW_L_REPAIR,930853.1442218116,9019.884791665212,921833.2594301463,market_regime
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,IFCGR,FIXED_BELOW_L_REPAIR,903766.9904812383,7886.262887319678,895880.7275939187,market_regime
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,914398.7368230887,18539.275654406483,895859.4611686822,breadth_bucket
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,OGR,FIXED_BELOW_L_REPAIR,901130.83705057,9019.884791665221,892110.9522589048,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,909590.5406410336,18539.27565440662,891051.264986627,breadth_bucket
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,843471.087979721,33013.319480235376,810457.7684994857,market_regime
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,834547.3913926531,33013.319480235245,801534.0719124179,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,801063.3535203731,-299.7343664000646,801363.0878867732,breadth_bucket
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,832429.0435549156,33013.31948023532,799415.7240746804,market_regime
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,BULL,823733.4950812301,33013.31948023566,790720.1756009945,market_regime
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,993918.7382526001,210153.35546141828,783765.3827911818,market_regime
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,993009.7353628203,210153.35546141828,782856.379901402,market_regime
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,BULL,IFCGR,FIXED_BELOW_L_REPAIR,781007.5265414347,-309.53254247673976,781317.0590839116,market_regime
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,979223.9917228343,210153.35546141828,769070.636261416,market_regime
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,TRANSITION,SMV6,NATIVE_CALLBACK,979086.6380796265,210153.35546141828,768933.2826182081,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,IFCGR,FIXED_BELOW_L_REPAIR,768118.9386463484,-299.7343664000682,768418.6730127485,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,779124.4788466579,18539.275654406483,760585.2031922514,breadth_bucket
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BULL,IFCGR,FIXED_BELOW_L_REPAIR,750486.1561468971,-309.5325424767416,750795.6886893739,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,766898.9461888521,18539.27565440662,748359.6705344454,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,936059.3197270066,191213.34321809124,744845.9765089154,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,723050.2611522996,18539.27565440649,704510.9854978931,breadth_bucket
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,894817.5520648672,191213.34321809124,703604.208846776,breadth_bucket
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,SLOW_BEAR,712281.8847886291,18539.27565440649,693742.6091342226,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,814706.1680135841,138918.52710218498,675787.6409113989,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,789088.8398850925,138918.52710218498,650170.3127829075,market_regime
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,819415.5135167805,192965.3424236401,626450.1710931403,breadth_bucket
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,812087.8498990996,192965.3424236401,619122.5074754594,breadth_bucket
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,807235.4062043115,192965.3424236401,614270.0637806715,breadth_bucket
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,800722.6274502199,192965.3424236401,607757.2850265799,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,726885.2196999558,191213.34321809124,535671.8764818645,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,518858.18189317087,1076.9401329381762,517781.24176023266,breadth_bucket
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,BULL,OGR,FIXED_BELOW_L_REPAIR,512701.15343231923,581.8548460730299,512119.2985862462,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,701277.4075327927,191213.34321809124,510064.0643147014,breadth_bucket
OGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,BULL,473553.40685660637,-6469.316894642223,480022.72375124856,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,OGR,FIXED_BELOW_L_REPAIR,481040.7341571599,1076.9401329381744,479963.7940242218,breadth_bucket
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BULL,OGR,FIXED_BELOW_L_REPAIR,472792.8008238091,581.8548460730271,472210.9459777361,market_regime
OGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,649392.9307826126,191213.34321809124,458179.5875645214,breadth_bucket
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,440045.59555703815,-2057.8232613880627,442103.4188184262,market_regime
OGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,580664.3724848072,138918.52710218498,441745.84538262215,market_regime
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,MAJORITY_POSITIVE_20D,SMV6,NATIVE_CALLBACK,628837.4442529198,191213.34321809124,437624.10103482846,breadth_bucket
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,OGR,FIXED_BELOW_L_REPAIR,425613.1493264989,-2057.8232613880664,427670.97258788696,market_regime
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,BULL,420882.314923788,-6469.316894642274,427351.63181843044,breadth_bucket
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,502940.36951742007,79221.25637002086,423719.1131473992,breadth_bucket
OGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,502940.36951742007,79221.25637002086,423719.1131473992,market_regime
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,497859.4939444198,79221.25637002173,418638.23757439805,breadth_bucket
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,497859.4939444198,79221.25637002173,418638.23757439805,market_regime
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,BULL,SMV6,NATIVE_CALLBACK,555665.64413046,138918.52710218498,416747.11702827504,market_regime
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,486725.32543321844,79221.25637002093,407504.06906319753,breadth_bucket
OGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,486725.32543321844,79221.25637002093,407504.06906319753,market_regime
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,ATRDR,FAST_BEAR,481658.6117363698,79221.25637002086,402437.35536634893,market_regime
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,MINORITY_POSITIVE_20D,ATRDR,FAST_BEAR,481658.6117363698,79221.25637002086,402437.35536634893,breadth_bucket
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,BEAR,IFCGR,FIXED_BELOW_L_REPAIR,390388.0639944619,-832.7492590912634,391220.8132535531,market_regime
