id,group,signal,capital,exit,stress,overlay,gate,arm,status,configuration_defined_in,started_at,output,net_return,cagr,maxdd,maxdd_date,volatility,sharpe,mean_exposure,p95_exposure,max_single,trades,mean_hold,deferred_trades,fees,slippage,turnover,end_open,filled_buys,win_rate,profit_factor,worst_trade_pnl,flat_days,max_exposure,min_cash,nav_rows,max_underwater_sessions,max_losing_days,max_plan_risk_cny,max_mark_risk_cny,reason,ended_at,execution_grade,signals,version_family,mode,delay,cost,book,fixed_budget,started,ended,registered_exit,policy,identity_repair_note,matched_coverage_required,fixed_holding,state_key,blocked_states,budgets,new_initial_sleeve,existing_initial_sleeve,rebalancing,initial_capital,resolved_by
A_D05_C_MAX_E10,A_CORE_BASE,D05,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844750.2791371,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_MAX_E10,0.0680350918480992,0.0172468223213693,-0.4988596573565007,2023-12-26,0.2882890949206855,0.2033195148010766,0.8199454740022294,0.9987883365352528,0.7466922265204265,759.0,10.00395256916996,2.0,174130.04415189984,227350.42000000135,158.93466403315844,8.0,767.0,0.4453227931488801,1.0187766369615705,-171110.52000000002,1.0,0.9999993079464646,1.080749099506647,970.0,556.0,8.0,176741.13502369198,444919.5597731218,,1788844752.2289028,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D05_C_10_E10,A_CORE_BASE,D05,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844754.257476,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_10_E10,-0.0162747721455994,-0.0042537954802571,-0.3976688917545214,2023-12-27,0.2253049855665563,0.0940846441354004,0.766965473005577,0.9745183148990536,0.1539005807524167,769.0,10.003901170351105,2.0,140390.7101455999,184695.91000000123,148.91697704948044,8.0,777.0,0.4447334200260078,0.9934144859263236,-36689.140799999994,1.0,0.998144379304672,2736.5219203002343,970.0,332.0,10.0,117610.68553216576,196231.85274639376,,1788844757.383473,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D06_C_MAX_E10,A_CORE_BASE,D06,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844763.7693691,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D06_C_MAX_E10,-0.4676227862349001,-0.1510668182312365,-0.588853715540913,2023-10-23,0.2313537018654966,-0.5918938171567095,0.845886857592403,0.9984578513576008,0.7996628255839994,805.0,10.011180124223603,2.0,105537.90627490012,139918.63000000064,163.56980555455564,9.0,814.0,0.4111801242236025,0.8007230978848774,-32687.86079999997,2.0,0.9999172821067944,93.3862999999908,970.0,755.0,10.0,108081.33013164456,179223.02682678448,,1788844766.617616,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D06_C_10_E10,A_CORE_BASE,D06,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844769.478559,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D06_C_10_E10,-0.4792581117338997,-0.155926468468356,-0.6008712230593983,2023-10-23,0.2088385666209147,-0.706888495455125,0.8033362852070726,0.976907571517786,0.1767737735797726,813.0,10.011070110701109,2.0,102081.08187789995,136325.9100000008,155.05924306608682,8.0,821.0,0.4071340713407134,0.7983074706140179,-23997.7044,2.0,0.9958350109821524,2726.287638900156,970.0,844.0,10.0,105376.50203145112,178749.2724946267,,1788844772.191538,DAILY_OPEN_MODEL,31269.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D07_C_MAX_E10,A_CORE_BASE,D07,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844780.4241862,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D07_C_MAX_E10,-0.4871203225931009,-0.1592559195329724,-0.574097530810227,2023-12-22,0.2553137441312491,-0.5513089608729392,0.8194482388981487,0.9987123758148886,0.6736007759746978,754.0,10.022546419098145,5.0,106184.55139310012,141002.66000000076,158.47125539563197,5.0,759.0,0.409814323607427,0.834210915348202,-64719.43092000001,9.0,0.9999757894276274,13.299124499285256,970.0,491.0,9.0,96883.79979530268,209444.8660904383,,1788844782.643091,DAILY_OPEN_MODEL,10841.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D07_C_10_E10,A_CORE_BASE,D07,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844785.148045,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D07_C_10_E10,-0.4512781450423996,-0.1443713288132049,-0.4579965959914233,2023-12-28,0.2176786481130036,-0.6067288474470517,0.7603000306249083,0.9772061691962408,0.1681600408440768,763.0,10.01310615989515,4.0,90150.5510424,120736.36000000106,146.74590909213111,5.0,768.0,0.4154652686762778,0.812093590007007,-29144.043599999997,9.0,0.9997429159903378,150.92114760047843,970.0,844.0,9.0,74288.13138696866,162361.28349428507,,1788844787.301692,DAILY_OPEN_MODEL,10841.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D08_C_MAX_E10,A_CORE_BASE,D08,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844793.612924,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D08_C_MAX_E10,-0.4294527796456006,-0.1356571106368553,-0.4927227854290544,2023-12-14,0.2709436682568617,-0.4011496241646589,0.5817293916272165,0.9994852894974732,0.9975103926428982,354.0,10.01129943502825,1.0,77092.72850959997,91249.29000000094,112.23574988932047,0.0,354.0,0.4887005649717514,0.7521972428162654,-174346.29225000006,211.0,0.9999857400679442,11.78901080034302,970.0,843.0,7.0,138044.57499343617,267730.89028135367,,1788844794.519038,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D08_C_10_E10,A_CORE_BASE,D08,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844795.643844,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D08_C_10_E10,0.1515381198454006,0.0373366646015607,-0.1748829527837375,2023-10-23,0.1355728774258416,0.3381821340822343,0.3694401105739198,0.8844389700191784,0.1609841164886615,383.0,10.010443864229766,1.0,68763.22015459997,86264.32000000076,72.75768190226165,0.0,383.0,0.4882506527415143,1.1129583047317448,-27348.437999999995,208.0,0.9970511847848992,3728.50112860043,970.0,345.0,7.0,146903.71694721188,241456.39861506876,,1788844796.707162,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D09_C_MAX_E10,A_CORE_BASE,D09,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844799.7240372,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D09_C_MAX_E10,-0.6704963192057002,-0.25054928107678,-0.7508923821901852,2023-12-27,0.3260134341413168,-0.7209806118272473,0.8476054936024714,0.9995467269250746,0.976160977941162,653.0,10.00459418070444,3.0,100261.23469370027,108980.36000000135,164.50505678183546,6.0,659.0,0.450229709035222,0.768302691282717,-168245.77119999996,6.0,0.999952041161283,45.25441359990623,970.0,938.0,8.0,178777.21500000008,415707.65500000026,,1788844801.376622,DAILY_OPEN_MODEL,1843.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_D09_C_10_E10,A_CORE_BASE,D09,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844803.079503,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D09_C_10_E10,-0.4356603519195001,-0.1381101324643419,-0.6102224879012804,2023-12-26,0.2339449094416705,-0.517632835812967,0.740806586608763,0.9781244399538328,0.1589816657936954,739.0,10.001353179972936,1.0,118038.08567949972,134328.8100000007,144.5763197714896,8.0,747.0,0.428958051420839,0.8713717048800097,-41119.26120000001,6.0,0.9972837176696182,3395.912283199349,970.0,829.0,12.0,183625.91465,273599.4526492868,,1788844804.852682,DAILY_OPEN_MODEL,1843.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H01_C_MAX_E10,A_CORE_BASE,H01,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844809.723119,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H01_C_MAX_E10,-0.5554145727118004,-0.189895686589028,-0.8270078914023422,2023-12-19,0.3583108854199049,-0.4085788674946288,0.6373565214027211,0.9990053745344888,0.9960090233475424,318.0,10.0062893081761,1.0,125066.28271179995,130160.64000000016,126.00402672734724,0.0,318.0,0.4591194968553459,0.8682094648453241,-349772.6700800003,88.0,0.9999565852428268,48.887659999899824,970.0,531.0,9.0,224383.5084999995,648078.5259567343,,1788844810.731671,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H01_C_10_E10,A_CORE_BASE,H01,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844811.702752,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H01_C_10_E10,0.1789902494539004,0.0437053534937925,-0.371153754695029,2023-05-23,0.1751658415781865,0.3316370465628481,0.3588919292208906,0.8716826512602761,0.1460521705392617,362.0,10.005524861878452,1.0,72786.77054610003,71876.48000000013,70.07375684851407,0.0,362.0,0.4502762430939226,1.084279118727223,-40401.64512,87.0,0.9947750227180432,7606.461639400732,970.0,554.0,7.0,125375.20905797114,365416.8901321772,,1788844812.823045,DAILY_OPEN_MODEL,939.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H02_C_MAX_E10,A_CORE_BASE,H02,C_MAX,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844815.79481,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H02_C_MAX_E10,0.4469571900963001,0.1007416349242109,-0.3907557573448661,2023-12-27,0.2731188497190093,0.4883651928907829,0.822009735076012,0.9987364129876516,0.8288931055831721,764.0,10.00785340314136,3.0,199687.99190370017,261864.9000000024,159.28754421487537,9.0,773.0,0.4568062827225131,1.0987982025790983,-176610.50100000005,1.0,0.999954893666069,75.52067340003396,970.0,329.0,7.0,195914.20495429865,328542.91870692105,,1788844817.832293,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
A_H02_C_10_E10,A_CORE_BASE,H02,C_10,E10,BASE,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844819.967158,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_H02_C_10_E10,0.3406720471031002,0.0791395563459853,-0.3381493214037081,2023-12-27,0.2234113656518103,0.4529268425663303,0.761937288328216,0.9713820667512508,0.1524977678345829,775.0,10.003870967741936,2.0,163311.50089690002,216209.0900000016,148.01002866544388,9.0,784.0,0.4593548387096774,1.0922065901073783,-42179.367559999984,1.0,0.9978732302932488,3241.4318963003752,970.0,329.0,7.0,134989.3754455187,225783.73077988529,,1788844822.6125782,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
C_H02_C_MAX_G_DOWN,C_CORE_MARKET,H02,C_MAX,E10,BASE,G_DOWN,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845325.4019651,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/C_H02_C_MAX_G_DOWN,0.1734309300800998,0.0424245648876278,-0.3341338591172123,2023-01-03,0.2537019797853641,0.2907014419716658,0.6839042022521205,0.9993009539177198,0.7545715395608681,623.0,10.009630818619582,3.0,130847.42791989991,168107.9700000013,132.688975933078,9.0,632.0,0.4398073836276083,1.0426310571362882,-151555.032,144.0,0.9999997749489296,0.3186683994354098,970.0,332.0,7.0,129997.63710865188,242710.9612261015,,1788845327.463528,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
C_H02_C_MAX_G_RAMP,C_CORE_MARKET,H02,C_MAX,E10,BASE,G_RAMP,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845327.502592,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/C_H02_C_MAX_G_RAMP,-0.1524529480545998,-0.0420619939781941,-0.4062101718050787,2021-06-16,0.2192347934844683,-0.0871145037390234,0.4185875059682959,0.9980869691444392,0.8883236148414176,395.0,10.00759493670886,2.0,65360.02805460004,79543.44000000048,82.18430519948465,2.0,397.0,0.4177215189873418,0.941377363492694,-132610.65300000005,405.0,0.9999609184755062,31.37084800020932,970.0,556.0,6.0,135502.78628525595,278514.2727522037,,1788845329.254812,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
C_H02_C_10_G_DOWN,C_CORE_MARKET,H02,C_10,E10,BASE,G_DOWN,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845329.2905831,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/C_H02_C_10_G_DOWN,0.0630419171197997,0.0160091683828542,-0.3012172027069291,2023-12-22,0.1997079638397592,0.179553466074838,0.6370139221004831,0.9806365948952924,0.1459003610576926,637.0,10.009419152276296,3.0,113800.0528801999,145732.24000000156,123.9550299269304,9.0,646.0,0.4427001569858713,1.0107150884873992,-33166.383040000015,145.0,0.99680463221131,3331.992104000412,970.0,329.0,7.0,110536.06367213858,190285.53494052275,,1788845331.032338,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
C_H02_C_10_G_RAMP,C_CORE_MARKET,H02,C_10,E10,BASE,G_RAMP,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788845331.063666,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/C_H02_C_10_G_RAMP,-0.1113402685272996,-0.0302008474318462,-0.3018383226484148,2023-12-27,0.166402760077222,-0.1009173712209078,0.3930174588151748,0.9618973727254848,0.1390725435399306,402.0,10.007462686567164,2.0,65005.298527299965,81430.4600000007,77.78416209175002,3.0,405.0,0.4427860696517413,0.95405344509953,-30212.21888,405.0,0.9997656305386808,246.8230396004219,970.0,556.0,10.0,96923.00946127115,185323.7255141735,,1788845332.707327,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H02_C_MAX_COST2,B_CORE_STRESS,H02,C_MAX,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844961.059438,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H02_C_MAX_COST2,0.1257798957652001,0.0312579227995217,-0.4705485808581087,2023-12-27,0.2805545783804113,0.2500748735298764,0.8223770070821446,0.9988672415066272,0.876519978404384,765.0,10.003921568627453,2.0,246531.42823480032,319005.4200000012,159.37073680980666,9.0,774.0,0.4326797385620915,1.0317737945093632,-177433.52255999995,1.0,0.9999776635246572,28.997860000111817,970.0,332.0,10.0,170948.38023037944,359018.61849369644,,1788844963.167897,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H02_C_MAX_DELAY1,B_CORE_STRESS,H02,C_MAX,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844963.232352,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H02_C_MAX_DELAY1,0.2074337628479992,0.0501892853182159,-0.5538010355981631,2023-12-26,0.2605112462170207,0.3181633113736377,0.8153486293399302,0.9981453457647176,0.6994877000381117,761.0,10.006570302233904,2.0,197584.9351520001,256198.97000000175,158.1425025632104,9.0,770.0,0.4454664914586071,1.0451337564061989,-173842.64495999995,2.0,0.999868828822297,167.81578959908188,970.0,329.0,10.0,217191.27104651585,365331.3150938651,,1788844966.357963,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H02_C_10_COST2,B_CORE_STRESS,H02,C_10,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844966.4308128,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H02_C_10_COST2,0.1625955974458997,0.0399152925393053,-0.3824015637536849,2023-12-27,0.222331754950569,0.287456809724702,0.7603161521438108,0.9733253582874876,0.1522827772998678,771.0,10.003891050583658,2.0,211620.06455410025,275967.43000000215,147.6188428116775,9.0,780.0,0.4396887159533074,1.0469739906640037,-39560.02629000001,1.0,0.997861882038774,2895.1470774995396,970.0,332.0,12.0,130856.08184942542,209936.9513227596,,1788844969.896026,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_H02_C_10_DELAY1,B_CORE_STRESS,H02,C_10,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844969.952256,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_H02_C_10_DELAY1,0.032133593781999,0.0082506377931081,-0.4112430807982571,2023-10-23,0.2126736966294863,0.1450357241186491,0.7458233503279792,0.960352126620544,0.1492646697018458,763.0,10.006553079947576,2.0,139827.77621800013,187676.01000000173,144.30231217929,9.0,772.0,0.4416775884665793,1.0134727911146153,-48367.561440000005,2.0,0.9926554412096992,10376.286430399863,970.0,329.0,12.0,117244.40571896652,181156.0696485771,,1788844972.7171462,DAILY_OPEN_MODEL,4586.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D08_C_MAX_COST2,B_CORE_STRESS,D08,C_MAX,E10,COST2,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844936.982986,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D08_C_MAX_COST2,-0.4646109796202001,-0.1498217227726375,-0.5249612654343615,2023-12-14,0.2622565368103211,-0.4860120704959446,0.5751913883283388,0.9994942580234428,0.995988833308708,353.0,10.011331444759207,1.0,102874.14848419998,126847.66000000006,110.4784709169056,0.0,353.0,0.4674220963172804,0.7333830693882529,-164253.69405000005,212.0,0.9999789969136638,21.971244000017464,970.0,803.0,7.0,139153.1253881384,266916.7222058874,,1788844938.341595,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
B_D08_C_MAX_DELAY1,B_CORE_STRESS,D08,C_MAX,E10,DELAY1,NONE,CORE,,VERIFIED_REUSE,V3_MAIN_TEXT,1788844938.39742,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/B_D08_C_MAX_DELAY1,-0.3311545966379008,-0.0992159046843954,-0.5120293450358593,2021-12-10,0.2438462703096376,-0.3051996199251811,0.5672953200177311,0.999158892098306,0.995786953757196,352.0,10.008522727272728,1.0,69114.61663789999,85798.54000000076,109.38017783270968,0.0,352.0,0.5028409090909091,0.7862807497056438,-168845.06729999988,224.0,0.9999128237465796,81.0724399996434,970.0,843.0,11.0,139512.24736719287,213816.20611103455,,1788844939.669744,DAILY_OPEN_MODEL,1450.0,V3_ORIGINAL,,,,,,,,,,,,,,,,,,,,
