id,route,entry_state,holding_state,holding_rows,dates,capital_days
A_D00_C_10_E10,D00,LOW_NONIMPROVING,LOW_NONIMPROVING,1368,284,111269512.44999999
A_D01_C_MAX_E10,D01,HIGH_IMPROVING,HIGH_IMPROVING,745,183,66060886.660000004
A_D01_C_MAX_E10,D01,HIGH_IMPROVING,HIGH_NONIMPROVING,594,150,52838610.51
A_D01_C_MAX_E10,D01,HIGH_IMPROVING,LOW_IMPROVING,50,13,5285391.47
A_D01_C_MAX_E10,D01,HIGH_IMPROVING,LOW_NONIMPROVING,141,47,10740105.94
A_D01_C_MAX_E10,D01,HIGH_NONIMPROVING,HIGH_IMPROVING,396,98,41115054.769999996
A_D01_C_MAX_E10,D01,HIGH_NONIMPROVING,HIGH_NONIMPROVING,924,197,96187530.66999999
A_D01_C_MAX_E10,D01,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,10717.0
A_D01_C_MAX_E10,D01,HIGH_NONIMPROVING,LOW_NONIMPROVING,298,86,31023105.84
A_D01_C_MAX_E10,D01,LOW_IMPROVING,HIGH_IMPROVING,219,62,26990462.17
A_D01_C_MAX_E10,D01,LOW_IMPROVING,HIGH_NONIMPROVING,28,15,2697746.0
A_D01_C_MAX_E10,D01,LOW_IMPROVING,LOW_IMPROVING,1234,228,123901838.80000001
A_D01_C_MAX_E10,D01,LOW_IMPROVING,LOW_NONIMPROVING,474,124,46454449.56
A_D01_C_MAX_E10,D01,LOW_NONIMPROVING,HIGH_IMPROVING,157,53,11188419.26
A_D01_C_MAX_E10,D01,LOW_NONIMPROVING,HIGH_NONIMPROVING,51,21,3111851.4899999998
A_D01_C_MAX_E10,D01,LOW_NONIMPROVING,LOW_IMPROVING,498,173,53197055.7
A_D01_C_MAX_E10,D01,LOW_NONIMPROVING,LOW_NONIMPROVING,982,243,102530181.0
A_D01_C_10_E10,D01,HIGH_IMPROVING,HIGH_IMPROVING,819,185,68656716.62
A_D01_C_10_E10,D01,HIGH_IMPROVING,HIGH_NONIMPROVING,561,153,46535687.33
A_D01_C_10_E10,D01,HIGH_IMPROVING,LOW_IMPROVING,54,13,4336673.12
A_D01_C_10_E10,D01,HIGH_IMPROVING,LOW_NONIMPROVING,136,47,9966801.89
A_D01_C_10_E10,D01,HIGH_NONIMPROVING,HIGH_IMPROVING,397,98,34386548.870000005
A_D01_C_10_E10,D01,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1041,203,85397908.89
A_D01_C_10_E10,D01,HIGH_NONIMPROVING,LOW_NONIMPROVING,302,85,24950665.88
A_D01_C_10_E10,D01,LOW_IMPROVING,HIGH_IMPROVING,231,62,17772007.0
A_D01_C_10_E10,D01,LOW_IMPROVING,HIGH_NONIMPROVING,39,16,3157993.0
A_D01_C_10_E10,D01,LOW_IMPROVING,LOW_IMPROVING,1399,242,111829769.67
A_D01_C_10_E10,D01,LOW_IMPROVING,LOW_NONIMPROVING,486,130,38190193.28
A_D01_C_10_E10,D01,LOW_NONIMPROVING,HIGH_IMPROVING,162,53,12936553.08
A_D01_C_10_E10,D01,LOW_NONIMPROVING,HIGH_NONIMPROVING,42,21,3034809.14
A_D01_C_10_E10,D01,LOW_NONIMPROVING,LOW_IMPROVING,530,167,42490978.74
A_D01_C_10_E10,D01,LOW_NONIMPROVING,LOW_NONIMPROVING,1024,245,81816180.73
A_D02_C_MAX_E10,D02,HIGH_IMPROVING,HIGH_IMPROVING,686,178,63165318.7
A_D02_C_MAX_E10,D02,HIGH_IMPROVING,HIGH_NONIMPROVING,586,154,56338773.1
A_D02_C_MAX_E10,D02,HIGH_IMPROVING,LOW_IMPROVING,41,13,3847259.09
A_D02_C_MAX_E10,D02,HIGH_IMPROVING,LOW_NONIMPROVING,137,47,10650968.629999999
A_D02_C_MAX_E10,D02,HIGH_NONIMPROVING,HIGH_IMPROVING,420,99,49575863.45
A_D02_C_MAX_E10,D02,HIGH_NONIMPROVING,HIGH_NONIMPROVING,922,202,104324731.97999999
A_D02_C_MAX_E10,D02,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,12150.0
A_D02_C_MAX_E10,D02,HIGH_NONIMPROVING,LOW_NONIMPROVING,266,86,31761529.0
A_D02_C_MAX_E10,D02,LOW_IMPROVING,HIGH_IMPROVING,229,63,33076315.14
A_D02_C_MAX_E10,D02,LOW_IMPROVING,HIGH_NONIMPROVING,41,15,4694235.0
A_D02_C_MAX_E10,D02,LOW_IMPROVING,LOW_IMPROVING,1228,231,131407231.12
A_D02_C_MAX_E10,D02,LOW_IMPROVING,LOW_NONIMPROVING,487,130,50160823.239999995
A_D02_C_MAX_E10,D02,LOW_NONIMPROVING,HIGH_IMPROVING,148,49,12498289.540000001
A_D02_C_MAX_E10,D02,LOW_NONIMPROVING,HIGH_NONIMPROVING,49,18,3333228.65
A_D02_C_MAX_E10,D02,LOW_NONIMPROVING,LOW_IMPROVING,489,172,60875540.92
A_D02_C_MAX_E10,D02,LOW_NONIMPROVING,LOW_NONIMPROVING,982,253,114461288.32
A_D02_C_10_E10,D02,HIGH_IMPROVING,HIGH_IMPROVING,777,181,66989960.53
A_D02_C_10_E10,D02,HIGH_IMPROVING,HIGH_NONIMPROVING,582,157,49716336.34
A_D02_C_10_E10,D02,HIGH_IMPROVING,LOW_IMPROVING,52,13,4267911.83
A_D02_C_10_E10,D02,HIGH_IMPROVING,LOW_NONIMPROVING,139,47,10227367.02
A_D02_C_10_E10,D02,HIGH_NONIMPROVING,HIGH_IMPROVING,407,98,36465556.49
A_D02_C_10_E10,D02,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1005,202,84647666.13
A_D02_C_10_E10,D02,HIGH_NONIMPROVING,LOW_NONIMPROVING,268,85,22085831.88
A_D02_C_10_E10,D02,LOW_IMPROVING,HIGH_IMPROVING,230,63,18423540.8
A_D02_C_10_E10,D02,LOW_IMPROVING,HIGH_NONIMPROVING,44,16,3849414.0
A_D02_C_10_E10,D02,LOW_IMPROVING,LOW_IMPROVING,1371,240,114968204.66
A_D02_C_10_E10,D02,LOW_IMPROVING,LOW_NONIMPROVING,490,132,39705249.519999996
A_D02_C_10_E10,D02,LOW_NONIMPROVING,HIGH_IMPROVING,165,49,13170230.6
A_D02_C_10_E10,D02,LOW_NONIMPROVING,HIGH_NONIMPROVING,37,16,2689620.53
A_D02_C_10_E10,D02,LOW_NONIMPROVING,LOW_IMPROVING,531,165,42692024.260000005
A_D02_C_10_E10,D02,LOW_NONIMPROVING,LOW_NONIMPROVING,1035,253,83921940.21000001
A_D03_C_MAX_E10,D03,HIGH_IMPROVING,HIGH_IMPROVING,845,176,39711943.08
A_D03_C_MAX_E10,D03,HIGH_IMPROVING,HIGH_NONIMPROVING,600,156,29680945.02
A_D03_C_MAX_E10,D03,HIGH_IMPROVING,LOW_IMPROVING,58,13,2247508.3
A_D03_C_MAX_E10,D03,HIGH_IMPROVING,LOW_NONIMPROVING,178,64,7914854.0
A_D03_C_MAX_E10,D03,HIGH_NONIMPROVING,HIGH_IMPROVING,397,101,21657216.5
A_D03_C_MAX_E10,D03,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1113,208,48186800.0
A_D03_C_MAX_E10,D03,HIGH_NONIMPROVING,LOW_IMPROVING,1,1,44950.0
A_D03_C_MAX_E10,D03,HIGH_NONIMPROVING,LOW_NONIMPROVING,341,104,18340070.490000002
A_D03_C_MAX_E10,D03,LOW_IMPROVING,HIGH_IMPROVING,231,60,9441608.0
A_D03_C_MAX_E10,D03,LOW_IMPROVING,HIGH_NONIMPROVING,43,18,1197575.0
A_D03_C_MAX_E10,D03,LOW_IMPROVING,LOW_IMPROVING,1338,237,57300471.92
A_D03_C_MAX_E10,D03,LOW_IMPROVING,LOW_NONIMPROVING,549,136,21425268.21
A_D03_C_MAX_E10,D03,LOW_NONIMPROVING,HIGH_IMPROVING,170,54,7419893.88
A_D03_C_MAX_E10,D03,LOW_NONIMPROVING,HIGH_NONIMPROVING,50,31,2126400.5
A_D03_C_MAX_E10,D03,LOW_NONIMPROVING,LOW_IMPROVING,751,181,30822197.24
A_D03_C_MAX_E10,D03,LOW_NONIMPROVING,LOW_NONIMPROVING,1487,279,59624720.75
A_D03_C_10_E10,D03,HIGH_IMPROVING,HIGH_IMPROVING,843,176,44079965.2
A_D03_C_10_E10,D03,HIGH_IMPROVING,HIGH_NONIMPROVING,553,143,28898434.28
A_D03_C_10_E10,D03,HIGH_IMPROVING,LOW_IMPROVING,56,13,2686204.08
A_D03_C_10_E10,D03,HIGH_IMPROVING,LOW_NONIMPROVING,169,61,7826053.0
A_D03_C_10_E10,D03,HIGH_NONIMPROVING,HIGH_IMPROVING,405,95,23790092.4
A_D03_C_10_E10,D03,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1168,209,59401782.05
A_D03_C_10_E10,D03,HIGH_NONIMPROVING,LOW_NONIMPROVING,339,94,19083198.47
A_D03_C_10_E10,D03,LOW_IMPROVING,HIGH_IMPROVING,226,53,10252220.42
A_D03_C_10_E10,D03,LOW_IMPROVING,HIGH_NONIMPROVING,45,18,1828002.9500000002
A_D03_C_10_E10,D03,LOW_IMPROVING,LOW_IMPROVING,1338,236,67944049.27
A_D03_C_10_E10,D03,LOW_IMPROVING,LOW_NONIMPROVING,521,131,25150350.799999997
A_D03_C_10_E10,D03,LOW_NONIMPROVING,HIGH_IMPROVING,180,54,9169526.73
A_D03_C_10_E10,D03,LOW_NONIMPROVING,HIGH_NONIMPROVING,43,31,2196072.35
A_D03_C_10_E10,D03,LOW_NONIMPROVING,LOW_IMPROVING,757,176,35492918.7
A_D03_C_10_E10,D03,LOW_NONIMPROVING,LOW_NONIMPROVING,1521,278,72086472.72999999
A_D04_C_MAX_E10,D04,HIGH_IMPROVING,HIGH_IMPROVING,770,172,44825144.82
A_D04_C_MAX_E10,D04,HIGH_IMPROVING,HIGH_NONIMPROVING,599,150,33914790.3
A_D04_C_MAX_E10,D04,HIGH_IMPROVING,LOW_IMPROVING,54,12,2761867.0
A_D04_C_MAX_E10,D04,HIGH_IMPROVING,LOW_NONIMPROVING,167,63,6563066.0
A_D04_C_MAX_E10,D04,HIGH_NONIMPROVING,HIGH_IMPROVING,407,103,29138464.75
A_D04_C_MAX_E10,D04,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1040,206,60900788.370000005
A_D04_C_MAX_E10,D04,HIGH_NONIMPROVING,LOW_IMPROVING,3,2,168730.0
A_D04_C_MAX_E10,D04,HIGH_NONIMPROVING,LOW_NONIMPROVING,350,88,22717279.7
A_D04_C_MAX_E10,D04,LOW_IMPROVING,HIGH_IMPROVING,223,62,12761035.64
A_D04_C_MAX_E10,D04,LOW_IMPROVING,HIGH_NONIMPROVING,37,16,1367094.0
A_D04_C_MAX_E10,D04,LOW_IMPROVING,LOW_IMPROVING,1208,229,68843204.78999999
A_D04_C_MAX_E10,D04,LOW_IMPROVING,LOW_NONIMPROVING,531,133,23333935.23
A_D04_C_MAX_E10,D04,LOW_NONIMPROVING,HIGH_IMPROVING,160,51,8967927.35
A_D04_C_MAX_E10,D04,LOW_NONIMPROVING,HIGH_NONIMPROVING,38,29,2070888.25
A_D04_C_MAX_E10,D04,LOW_NONIMPROVING,LOW_IMPROVING,681,177,40450991.5
A_D04_C_MAX_E10,D04,LOW_NONIMPROVING,LOW_NONIMPROVING,1372,278,79671765.24
A_D04_C_10_E10,D04,HIGH_IMPROVING,HIGH_IMPROVING,826,177,48171410.660000004
A_D04_C_10_E10,D04,HIGH_IMPROVING,HIGH_NONIMPROVING,600,154,33820660.489999995
A_D04_C_10_E10,D04,HIGH_IMPROVING,LOW_IMPROVING,58,12,3057674.0
A_D04_C_10_E10,D04,HIGH_IMPROVING,LOW_NONIMPROVING,156,65,8329363.25
A_D04_C_10_E10,D04,HIGH_NONIMPROVING,HIGH_IMPROVING,401,104,24635128.45
A_D04_C_10_E10,D04,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1037,205,56461587.7
A_D04_C_10_E10,D04,HIGH_NONIMPROVING,LOW_IMPROVING,3,2,160238.0
A_D04_C_10_E10,D04,HIGH_NONIMPROVING,LOW_NONIMPROVING,329,80,19258961.56
A_D04_C_10_E10,D04,LOW_IMPROVING,HIGH_IMPROVING,222,62,10545059.08
A_D04_C_10_E10,D04,LOW_IMPROVING,HIGH_NONIMPROVING,47,17,2017809.0
A_D04_C_10_E10,D04,LOW_IMPROVING,LOW_IMPROVING,1224,229,66766746.440000005
A_D04_C_10_E10,D04,LOW_IMPROVING,LOW_NONIMPROVING,546,132,28374064.21
A_D04_C_10_E10,D04,LOW_NONIMPROVING,HIGH_IMPROVING,156,49,8766015.870000001
A_D04_C_10_E10,D04,LOW_NONIMPROVING,HIGH_NONIMPROVING,37,26,1978196.65
A_D04_C_10_E10,D04,LOW_NONIMPROVING,LOW_IMPROVING,710,175,36957640.489999995
A_D04_C_10_E10,D04,LOW_NONIMPROVING,LOW_NONIMPROVING,1401,277,72995569.15
A_D05_C_MAX_E10,D05,HIGH_IMPROVING,HIGH_IMPROVING,845,179,128163505.94
A_D05_C_MAX_E10,D05,HIGH_IMPROVING,HIGH_NONIMPROVING,521,143,83337743.72999999
A_D05_C_MAX_E10,D05,HIGH_IMPROVING,LOW_IMPROVING,79,19,12001256.0
A_D05_C_MAX_E10,D05,HIGH_IMPROVING,LOW_NONIMPROVING,186,51,22098348.8
A_D05_C_MAX_E10,D05,HIGH_NONIMPROVING,HIGH_IMPROVING,406,94,55778416.36
A_D05_C_MAX_E10,D05,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1103,204,156572530.56
A_D05_C_MAX_E10,D05,HIGH_NONIMPROVING,LOW_IMPROVING,1,1,61350.0
A_D05_C_MAX_E10,D05,HIGH_NONIMPROVING,LOW_NONIMPROVING,292,93,39937343.910000004
A_D05_C_MAX_E10,D05,LOW_IMPROVING,HIGH_IMPROVING,192,59,22299840.9
A_D05_C_MAX_E10,D05,LOW_IMPROVING,HIGH_NONIMPROVING,44,15,6171007.679999999
A_D05_C_MAX_E10,D05,LOW_IMPROVING,LOW_IMPROVING,1217,236,177657953.32999998
A_D05_C_MAX_E10,D05,LOW_IMPROVING,LOW_NONIMPROVING,580,138,69644591.54
A_D05_C_MAX_E10,D05,LOW_NONIMPROVING,HIGH_IMPROVING,174,56,26092301.0
A_D05_C_MAX_E10,D05,LOW_NONIMPROVING,HIGH_NONIMPROVING,44,22,8612185.0
A_D05_C_MAX_E10,D05,LOW_NONIMPROVING,LOW_IMPROVING,664,176,99762134.29
A_D05_C_MAX_E10,D05,LOW_NONIMPROVING,LOW_NONIMPROVING,1282,280,187576004.0
A_D05_C_10_E10,D05,HIGH_IMPROVING,HIGH_IMPROVING,882,182,101699344.33
A_D05_C_10_E10,D05,HIGH_IMPROVING,HIGH_NONIMPROVING,579,156,68360578.72
A_D05_C_10_E10,D05,HIGH_IMPROVING,LOW_IMPROVING,70,19,7843591.0
A_D05_C_10_E10,D05,HIGH_IMPROVING,LOW_NONIMPROVING,180,57,21420236.41
A_D05_C_10_E10,D05,HIGH_NONIMPROVING,HIGH_IMPROVING,381,93,45607367.82
A_D05_C_10_E10,D05,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1067,199,124509199.4
A_D05_C_10_E10,D05,HIGH_NONIMPROVING,LOW_IMPROVING,1,1,111657.0
A_D05_C_10_E10,D05,HIGH_NONIMPROVING,LOW_NONIMPROVING,293,93,30773048.46
A_D05_C_10_E10,D05,LOW_IMPROVING,HIGH_IMPROVING,198,59,22933944.32
A_D05_C_10_E10,D05,LOW_IMPROVING,HIGH_NONIMPROVING,43,13,5499745.34
A_D05_C_10_E10,D05,LOW_IMPROVING,LOW_IMPROVING,1229,237,141626579.57
A_D05_C_10_E10,D05,LOW_IMPROVING,LOW_NONIMPROVING,563,138,62868797.08
A_D05_C_10_E10,D05,LOW_NONIMPROVING,HIGH_IMPROVING,181,57,20400550.759999998
A_D05_C_10_E10,D05,LOW_NONIMPROVING,HIGH_NONIMPROVING,45,21,5370748.619999999
A_D05_C_10_E10,D05,LOW_NONIMPROVING,LOW_IMPROVING,698,176,78228334.14
A_D05_C_10_E10,D05,LOW_NONIMPROVING,LOW_NONIMPROVING,1320,274,146179612.48000002
A_D06_C_MAX_E10,D06,HIGH_IMPROVING,HIGH_IMPROVING,850,173,69732506.87
A_D06_C_MAX_E10,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,679,161,50286305.57
A_D06_C_MAX_E10,D06,HIGH_IMPROVING,LOW_IMPROVING,43,10,3496624.0
A_D06_C_MAX_E10,D06,HIGH_IMPROVING,LOW_NONIMPROVING,158,63,13424611.46
A_D06_C_MAX_E10,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,399,98,35979825.3
A_D06_C_MAX_E10,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1051,209,90340961.96000001
A_D06_C_MAX_E10,D06,HIGH_NONIMPROVING,LOW_IMPROVING,1,1,49869.159999999996
A_D06_C_MAX_E10,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,279,100,22773397.47
A_D06_C_MAX_E10,D06,LOW_IMPROVING,HIGH_IMPROVING,176,53,12896710.71
A_D06_C_MAX_E10,D06,LOW_IMPROVING,HIGH_NONIMPROVING,44,19,4007533.0
A_D06_C_MAX_E10,D06,LOW_IMPROVING,LOW_IMPROVING,1339,238,109675952.73
A_D06_C_MAX_E10,D06,LOW_IMPROVING,LOW_NONIMPROVING,601,140,46192552.88
A_D06_C_MAX_E10,D06,LOW_NONIMPROVING,HIGH_IMPROVING,196,57,20917675.6
A_D06_C_MAX_E10,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,46,31,3622413.0
A_D06_C_MAX_E10,D06,LOW_NONIMPROVING,LOW_IMPROVING,794,181,59317239.919999994
A_D06_C_MAX_E10,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,1438,280,116754608.91000001
A_D06_C_10_E10,D06,HIGH_IMPROVING,HIGH_IMPROVING,856,178,70994603.74
A_D06_C_10_E10,D06,HIGH_IMPROVING,HIGH_NONIMPROVING,673,162,52695619.370000005
A_D06_C_10_E10,D06,HIGH_IMPROVING,LOW_IMPROVING,38,10,2900047.0
A_D06_C_10_E10,D06,HIGH_IMPROVING,LOW_NONIMPROVING,173,64,13955811.85
A_D06_C_10_E10,D06,HIGH_NONIMPROVING,HIGH_IMPROVING,402,98,33530945.26
A_D06_C_10_E10,D06,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1064,209,84792151.85
A_D06_C_10_E10,D06,HIGH_NONIMPROVING,LOW_IMPROVING,1,1,51857.96
A_D06_C_10_E10,D06,HIGH_NONIMPROVING,LOW_NONIMPROVING,273,88,20888798.82
A_D06_C_10_E10,D06,LOW_IMPROVING,HIGH_IMPROVING,191,62,14487809.8
A_D06_C_10_E10,D06,LOW_IMPROVING,HIGH_NONIMPROVING,42,19,2923651.25
A_D06_C_10_E10,D06,LOW_IMPROVING,LOW_IMPROVING,1350,240,104296215.32
A_D06_C_10_E10,D06,LOW_IMPROVING,LOW_NONIMPROVING,607,139,47412977.010000005
A_D06_C_10_E10,D06,LOW_NONIMPROVING,HIGH_IMPROVING,207,57,17827101.1
A_D06_C_10_E10,D06,LOW_NONIMPROVING,HIGH_NONIMPROVING,46,31,3769883.42
A_D06_C_10_E10,D06,LOW_NONIMPROVING,LOW_IMPROVING,804,179,60488171.74
A_D06_C_10_E10,D06,LOW_NONIMPROVING,LOW_NONIMPROVING,1440,272,107345345.6
A_D07_C_MAX_E10,D07,HIGH_IMPROVING,HIGH_IMPROVING,876,181,78194118.47
A_D07_C_MAX_E10,D07,HIGH_IMPROVING,HIGH_NONIMPROVING,669,161,57985221.19
A_D07_C_MAX_E10,D07,HIGH_IMPROVING,LOW_IMPROVING,39,10,4107375.48
A_D07_C_MAX_E10,D07,HIGH_IMPROVING,LOW_NONIMPROVING,128,51,9497965.219999999
A_D07_C_MAX_E10,D07,HIGH_NONIMPROVING,HIGH_IMPROVING,408,92,38491266.79
A_D07_C_MAX_E10,D07,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1001,194,88397062.32
A_D07_C_MAX_E10,D07,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,151305.0
A_D07_C_MAX_E10,D07,HIGH_NONIMPROVING,LOW_NONIMPROVING,335,93,28120982.71
A_D07_C_MAX_E10,D07,LOW_IMPROVING,HIGH_IMPROVING,154,47,13672150.66
A_D07_C_MAX_E10,D07,LOW_IMPROVING,HIGH_NONIMPROVING,43,16,3768750.7
A_D07_C_MAX_E10,D07,LOW_IMPROVING,LOW_IMPROVING,1209,234,107566301.05000001
A_D07_C_MAX_E10,D07,LOW_IMPROVING,LOW_NONIMPROVING,524,130,42961573.35
A_D07_C_MAX_E10,D07,LOW_NONIMPROVING,HIGH_IMPROVING,138,41,11417034.24
A_D07_C_MAX_E10,D07,LOW_NONIMPROVING,HIGH_NONIMPROVING,52,20,3988350.0
A_D07_C_MAX_E10,D07,LOW_NONIMPROVING,LOW_IMPROVING,603,171,59033733.7
A_D07_C_MAX_E10,D07,LOW_NONIMPROVING,LOW_NONIMPROVING,1405,268,117207309.64
A_D07_C_10_E10,D07,HIGH_IMPROVING,HIGH_IMPROVING,860,181,66401123.019999996
A_D07_C_10_E10,D07,HIGH_IMPROVING,HIGH_NONIMPROVING,650,160,50209606.25
A_D07_C_10_E10,D07,HIGH_IMPROVING,LOW_IMPROVING,39,10,3033772.02
A_D07_C_10_E10,D07,HIGH_IMPROVING,LOW_NONIMPROVING,133,51,9353947.79
A_D07_C_10_E10,D07,HIGH_NONIMPROVING,HIGH_IMPROVING,416,94,32448207.5
A_D07_C_10_E10,D07,HIGH_NONIMPROVING,HIGH_NONIMPROVING,1017,199,77077336.66
A_D07_C_10_E10,D07,HIGH_NONIMPROVING,LOW_IMPROVING,2,1,138555.0
A_D07_C_10_E10,D07,HIGH_NONIMPROVING,LOW_NONIMPROVING,351,93,25572098.61
A_D07_C_10_E10,D07,LOW_IMPROVING,HIGH_IMPROVING,145,41,10972334.75
A_D07_C_10_E10,D07,LOW_IMPROVING,HIGH_NONIMPROVING,39,16,2661293.49
A_D07_C_10_E10,D07,LOW_IMPROVING,LOW_IMPROVING,1250,237,90761571.75999999
A_D07_C_10_E10,D07,LOW_IMPROVING,LOW_NONIMPROVING,576,132,39688551.79
A_D07_C_10_E10,D07,LOW_NONIMPROVING,HIGH_IMPROVING,164,45,12413898.36
A_D07_C_10_E10,D07,LOW_NONIMPROVING,HIGH_NONIMPROVING,52,20,4018564.0
A_D07_C_10_E10,D07,LOW_NONIMPROVING,LOW_IMPROVING,640,174,46553867.17
A_D07_C_10_E10,D07,LOW_NONIMPROVING,LOW_NONIMPROVING,1335,272,95034536.42999999
A_D08_C_MAX_E10,D08,HIGH_IMPROVING,HIGH_IMPROVING,671,164,73504011.05000001
A_D08_C_MAX_E10,D08,HIGH_IMPROVING,HIGH_NONIMPROVING,432,136,43114644.69
A_D08_C_MAX_E10,D08,HIGH_IMPROVING,LOW_IMPROVING,61,17,5501034.0
A_D08_C_MAX_E10,D08,HIGH_IMPROVING,LOW_NONIMPROVING,110,43,11664413.35
A_D08_C_MAX_E10,D08,HIGH_NONIMPROVING,HIGH_IMPROVING,303,82,29160505.86
A_D08_C_MAX_E10,D08,HIGH_NONIMPROVING,HIGH_NONIMPROVING,799,178,87677121.03
A_D08_C_MAX_E10,D08,HIGH_NONIMPROVING,LOW_IMPROVING,2,2,265878.0
A_D08_C_MAX_E10,D08,HIGH_NONIMPROVING,LOW_NONIMPROVING,156,65,22537117.0
A_D08_C_MAX_E10,D08,LOW_IMPROVING,HIGH_IMPROVING,95,40,12421746.81
A_D08_C_MAX_E10,D08,LOW_IMPROVING,HIGH_NONIMPROVING,10,6,2807697.96
A_D08_C_MAX_E10,D08,LOW_IMPROVING,LOW_IMPROVING,320,128,63699310.64
A_D08_C_MAX_E10,D08,LOW_IMPROVING,LOW_NONIMPROVING,195,82,28929004.08
A_D08_C_MAX_E10,D08,LOW_NONIMPROVING,HIGH_IMPROVING,68,37,15701855.0
A_D08_C_MAX_E10,D08,LOW_NONIMPROVING,HIGH_NONIMPROVING,5,4,793052.0
A_D08_C_MAX_E10,D08,LOW_NONIMPROVING,LOW_IMPROVING,123,82,33185534.0
A_D08_C_MAX_E10,D08,LOW_NONIMPROVING,LOW_NONIMPROVING,194,126,51938818.0
A_D08_C_10_E10,D08,HIGH_IMPROVING,HIGH_IMPROVING,645,165,73485711.39
