id,cash_flow_max_error,nav_identity_max_error,holdings_max_error,realized_plus_open_pnl_error,min_cash,max_gross_ratio,unique_physical_security,integer_stock_quantities,t1_lots,pass_
A_D09_C_MAX_E10,1.2660166248679161e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,45.25441359990623,0.999952041161283,True,True,True,True
A_D09_C_10_E10,1.1204974725842476e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.1641532182693481e-10,3395.912283199349,0.9972837176696182,True,True,True,True
A_H01_C_MAX_E10,8.149072527885437e-10,2.3283064365386963e-10,2.3283064365386963e-10,6.984919309616089e-10,48.887659999899824,0.9999565852428268,True,True,True,True
A_H01_C_10_E10,1.3969838619232178e-09,2.3283064365386963e-10,1.1641532182693481e-10,7.566995918750763e-10,7606.461639400732,0.9947750227180431,True,True,True,True
A_H02_C_MAX_E10,1.280568540096283e-09,2.3283064365386963e-10,2.3283064365386963e-10,5.238689482212067e-10,75.52067340003396,0.999954893666069,True,True,True,True
A_H02_C_10_E10,1.7171259969472885e-09,2.3283064365386963e-10,2.3283064365386963e-10,2.3283064365386963e-10,3241.4318963003752,0.9978732302932489,True,True,True,True
C_H02_C_MAX_G_DOWN,9.89530235528946e-10,0.0,2.3283064365386963e-10,1.1641532182693481e-10,0.3186683994354098,0.9999997749489297,True,True,True,True
C_H02_C_MAX_G_RAMP,8.149072527885437e-10,2.3283064365386963e-10,1.1641532182693481e-10,8.731149137020111e-11,31.37084800020932,0.9999609184755062,True,True,True,True
C_H02_C_10_G_DOWN,1.8917489796876907e-09,2.3283064365386963e-10,2.3283064365386963e-10,6.548361852765083e-10,3331.992104000412,0.99680463221131,True,True,True,True
C_H02_C_10_G_RAMP,9.458744898438454e-10,2.3283064365386963e-10,2.3283064365386963e-10,5.966285243630409e-10,246.8230396004219,0.9997656305386807,True,True,True,True
B_H02_C_MAX_COST2,1.6298145055770874e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.3096723705530167e-10,28.997860000111814,0.9999776635246572,True,True,True,True
B_H02_C_MAX_DELAY1,1.1641532182693481e-09,2.3283064365386963e-10,4.656612873077393e-10,1.4551915228366852e-10,167.81578959908188,0.999868828822297,True,True,True,True
B_H02_C_10_COST2,1.1059455573558807e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-10,2895.1470774995396,0.997861882038774,True,True,True,True
B_H02_C_10_DELAY1,2.7939677238464355e-09,2.3283064365386963e-10,2.3283064365386963e-10,4.94765117764473e-10,10376.286430399865,0.9926554412096991,True,True,True,True
B_D08_C_MAX_COST2,5.238689482212067e-10,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,21.971244000017464,0.9999789969136638,True,True,True,True
B_D08_C_MAX_DELAY1,4.656612873077393e-10,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,81.0724399996434,0.9999128237465796,True,True,True,True
B_D08_C_10_COST2,2.561137080192566e-09,2.3283064365386963e-10,1.1641532182693481e-10,5.820766091346741e-10,1530.513912299415,0.998725237286896,True,True,True,True
B_D08_C_10_DELAY1,1.1641532182693481e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.5133991837501526e-09,4352.844320000222,0.9963632889753823,True,True,True,True
B_H01_C_MAX_COST2,1.0536496120039374e-09,2.3283064365386963e-10,2.3283064365386963e-10,0.0,52.57638499966441,0.9999349850613617,True,True,True,True
B_H01_C_MAX_DELAY1,1.916873770824168e-09,2.3283064365386963e-10,2.3283064365386963e-10,6.984919309616089e-10,73.37390340060051,0.9999239742400837,True,True,True,True
B_H01_C_10_COST2,1.1641532182693481e-09,2.3283064365386963e-10,2.3283064365386963e-10,5.238689482212067e-10,8562.266772599993,0.9940943337866274,True,True,True,True
B_H01_C_10_DELAY1,1.3969838619232178e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.0477378964424133e-09,49366.14987999988,0.9629763161985447,True,True,True,True
B_D06_C_MAX_COST2,9.968061931431293e-10,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,10.890960000252221,0.9999892472015348,True,True,True,True
B_D06_C_MAX_DELAY1,8.149072527885437e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,246.0020742999568,0.9996146421257448,True,True,True,True
B_D06_C_10_COST2,8.585629984736443e-10,1.1641532182693481e-10,1.1641532182693481e-10,4.656612873077393e-10,2332.4913409995133,0.9964175934914881,True,True,True,True
B_D06_C_10_DELAY1,6.402842700481415e-10,1.1641532182693481e-10,1.1641532182693481e-10,4.0745362639427185e-10,839.6182494997338,0.9986058174242363,True,True,True,True
A_H02_C_MAX_EST,1.0186340659856796e-09,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,6.9626354992418555,0.9999887299654335,True,True,True,True
A_H02_C_10_EST,1.3387762010097504e-09,2.3283064365386963e-10,1.1641532182693481e-10,4.656612873077393e-10,15.322259499611391,0.9999765839583656,True,True,True,True
A_D08_C_MAX_EST,5.238689482212067e-10,1.1641532182693481e-10,1.1641532182693481e-10,0.0,55.78705869951318,0.9999118363178597,True,True,True,True
A_D08_C_10_EST,2.7939677238464355e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-09,740.0251559998433,0.999387084367802,True,True,True,True
A_H01_C_MAX_EST,1.889020495582372e-09,2.3283064365386963e-10,1.1641532182693481e-10,6.984919309616089e-10,264.98225239892145,0.9997889618408344,True,True,True,True
A_H01_C_10_EST,1.1641532182693481e-09,2.3283064365386963e-10,1.1641532182693481e-10,9.313225746154785e-10,2885.6773680003535,0.9976008821507402,True,True,True,True
A_D06_C_MAX_EST,6.984919309616089e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,110.66481200052635,0.9998968207078791,True,True,True,True
A_D06_C_10_EST,1.3969838619232178e-09,2.3283064365386963e-10,1.1641532182693481e-10,2.3283064365386963e-10,362.3285075999156,0.9992444379720237,True,True,True,True
E_P2_PHASE_C_MAX_E10,1.0186340659856796e-09,1.1641532182693481e-10,1.1641532182693481e-10,5.820766091346741e-10,169.64390649907727,0.9996253361604398,True,True,True,True
E_P2_PHASE_C_10_E10,3.754394128918648e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,1273.2249531995985,0.9980995173869017,True,True,True,True
FIXED_25_D08_C_10,5.820766091346741e-10,0.0,2.9103830456733704e-11,2.1827872842550278e-11,694795.2929000005,0.27309793311494274,True,True,True,True
FIXED_25_D08_C_MAX,5.820766091346741e-10,1.1641532182693481e-10,2.9103830456733704e-11,4.0745362639427185e-10,679436.8357767999,0.2792617250300845,True,True,True,True
FIXED_50_D08_C_10,9.313225746154785e-10,2.3283064365386963e-10,5.820766091346741e-11,5.893525667488575e-10,459198.61628799967,0.519605739501944,True,True,True,True
FIXED_50_D08_C_MAX,6.984919309616089e-10,1.1641532182693481e-10,1.1641532182693481e-10,4.3655745685100555e-10,426262.2771936001,0.5230238444988803,True,True,True,True
FIXED_75_D08_C_10,6.402842700481415e-10,2.3283064365386963e-10,1.1641532182693481e-10,1.1641532182693481e-10,251365.02668,0.7672065123746997,True,True,True,True
FIXED_75_D08_C_MAX,1.1059455573558807e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.9103830456733704e-10,192416.16694000032,0.7667697396773403,True,True,True,True
FIX_A_D09_C_10_E10,6.402842700481415e-10,2.3283064365386963e-10,2.3283064365386963e-10,3.4924596548080444e-10,6843.2102972002,0.9925675301947255,True,True,True,True
FIX_A_D09_C_10_EST,1.3387762010097504e-09,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,536.8261835998055,0.9994001160733424,True,True,True,True
FIX_A_D09_C_MAX_E10,6.984919309616089e-10,2.3283064365386963e-10,2.3283064365386963e-10,5.820766091346741e-11,35.414876800078446,0.9999595724467955,True,True,True,True
FIX_A_D09_C_MAX_EST,2.0954757928848267e-09,1.1641532182693481e-10,1.1641532182693481e-10,8.149072527885437e-10,20.471263198765882,0.9999413833060601,True,True,True,True
FIX_A_D09_C_ONE_E10,9.313225746154785e-10,2.3283064365386963e-10,0.0,1.280568540096283e-09,3254.2566799994092,0.9982677217248821,True,True,True,True
FIX_A_D09_C_ONE_EST,5.820766091346741e-10,0.0,0.0,4.656612873077393e-10,403.4772000001976,0.9995561284845519,True,True,True,True
FIX_B_D09_C_10_COST2,2.240994945168495e-09,2.3283064365386963e-10,1.1641532182693481e-10,1.3387762010097504e-09,8875.54696000024,0.9913283457185141,True,True,True,True
FIX_B_D09_C_10_DELAY1_CA,8.149072527885437e-10,2.3283064365386963e-10,1.1641532182693481e-10,5.820766091346741e-11,10575.692124000008,0.9898186880414449,True,True,True,True
FIX_B_D09_C_MAX_COST2,1.2105374480597675e-09,2.3283064365386963e-10,2.3283064365386963e-10,5.820766091346741e-11,34.16490740013842,0.9999586612871216,True,True,True,True
FIX_B_D09_C_MAX_DELAY1,1.076841726899147e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,60.25875600014791,0.999912239621321,True,True,True,True
FIX_B_D09_C_ONE_COST2,1.862645149230957e-09,2.3283064365386963e-10,0.0,1.3387762010097504e-09,1840.432480000658,0.9990049873843218,True,True,True,True
FIX_B_D09_C_ONE_DELAY1,4.656612873077393e-10,1.1641532182693481e-10,0.0,4.656612873077393e-10,1167.200757099432,0.9982335272500613,True,True,True,True
FIX_E_P0_POOL_C_10_E10,1.2514647096395493e-09,2.3283064365386963e-10,1.1641532182693481e-10,0.0,1952.13501599952,0.9983635578130079,True,True,True,True
FIX_E_P0_POOL_C_10_EST,2.240994945168495e-09,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,229.8244628987959,0.9996166314522187,True,True,True,True
FIX_E_P0_POOL_C_MAX_E10,1.0040821507573128e-09,2.3283064365386963e-10,1.1641532182693481e-10,1.1641532182693481e-10,267.49510619951616,0.9997041273353939,True,True,True,True
FIX_E_P0_POOL_C_MAX_EST,2.8085196390748024e-09,1.1641532182693481e-10,1.1641532182693481e-10,4.656612873077393e-10,264.7509824002482,0.9997144740214657,True,True,True,True
FIX_E_P0_POOL_C_ONE_E10,9.313225746154785e-10,0.0,0.0,5.820766091346741e-10,753.4925200003199,0.9996401280446713,True,True,True,True
FIX_E_P0_POOL_C_ONE_EST,3.4924596548080444e-10,1.1641532182693481e-10,0.0,3.4924596548080444e-10,303.9967199995881,0.999263852026816,True,True,True,True
FIX_E_P1_BALANCED_C_10_E10,1.4842953532934189e-09,1.1641532182693481e-10,1.1641532182693481e-10,4.656612873077393e-10,3103.160859599928,0.997190992322892,True,True,True,True
FIX_E_P1_BALANCED_C_10_EST,1.4551915228366852e-09,1.1641532182693481e-10,1.1641532182693481e-10,6.984919309616089e-10,451.4140512000449,0.9995327960503604,True,True,True,True
FIX_E_P1_BALANCED_C_MAX_E10_CA,2.2337189875543118e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,76.77005640036441,0.999742706800938,True,True,True,True
FIX_E_P1_BALANCED_C_MAX_EST,7.8580342233181e-10,1.1641532182693481e-10,1.1641532182693481e-10,4.656612873077393e-10,187.4857199998005,0.999815044377793,True,True,True,True
FIX_E_P1_BALANCED_C_ONE_E10,1.3969838619232178e-09,0.0,0.0,3.4924596548080444e-10,202.21096800034866,0.9998945289209571,True,True,True,True
FIX_E_P1_BALANCED_C_ONE_EST,1.6298145055770874e-09,4.656612873077393e-10,0.0,1.8044374883174896e-09,2339.438370697433,0.9986592795947961,True,True,True,True
FIX_E_P2_PHASE_C_10_E10,7.566995918750763e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,2272.492300399077,0.9970261807378829,True,True,True,True
FIX_E_P2_PHASE_C_10_EST,8.440110832452774e-10,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,253.05833099942538,0.9993138077770971,True,True,True,True
FIX_E_P2_PHASE_C_MAX_E10,9.604264050722122e-10,1.1641532182693481e-10,1.1641532182693481e-10,2.3283064365386963e-10,250.6610762999626,0.9995811766257596,True,True,True,True
FIX_E_P2_PHASE_C_MAX_EST,2.153683453798294e-09,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,192.04211349900288,0.9996434738484419,True,True,True,True
FIX_E_P2_PHASE_C_ONE_E10,3.4924596548080444e-10,0.0,0.0,2.3283064365386963e-10,290.7653389002662,0.9994296334101436,True,True,True,True
FIX_E_P2_PHASE_C_ONE_EST,1.3969838619232178e-09,0.0,0.0,2.3283064365386963e-10,333.2592799990671,0.9995603023427103,True,True,True,True
FIX_E_P3_CORROBORATE_C_10_E10,8.731149137020111e-10,2.3283064365386963e-10,2.3283064365386963e-10,6.984919309616089e-10,6912.414619599018,0.9898230919061379,True,True,True,True
FIX_E_P3_CORROBORATE_C_10_EST,8.149072527885437e-10,2.3283064365386963e-10,1.1641532182693481e-10,6.984919309616089e-10,1364.0806083999196,0.9986452227561401,True,True,True,True
FIX_E_P3_CORROBORATE_C_MAX_E10,2.1318555809557438e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.1641532182693481e-10,69.57523759977789,0.9999236510512357,True,True,True,True
FIX_E_P3_CORROBORATE_C_MAX_EST,1.2223608791828156e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.0477378964424133e-09,42.78962770069734,0.9999574825177586,True,True,True,True
FIX_E_P3_CORROBORATE_C_ONE_E10,6.984919309616089e-10,0.0,0.0,5.238689482212067e-10,1018.5527152001159,0.9990469639507322,True,True,True,True
FIX_E_P3_CORROBORATE_C_ONE_EST,1.862645149230957e-09,0.0,0.0,1.3969838619232178e-09,11498.684919999563,0.9897959130813815,True,True,True,True
FIX_Q3_BASE_C_10_E10_CA,2.1245796233415604e-09,1.1641532182693481e-10,1.1641532182693481e-10,6.984919309616089e-10,8031.105152400196,0.9901523383020505,True,True,True,True
FIX_Q3_BASE_C_10_EST,1.280568540096283e-09,2.3283064365386963e-10,1.1641532182693481e-10,0.0,596.7624067996658,0.9994165911008783,True,True,True,True
FIX_Q3_BASE_C_MAX_E10,1.0622898116707802e-09,2.3283064365386963e-10,2.3283064365386963e-10,0.0,27.04035119963146,0.9999745186497967,True,True,True,True
FIX_Q3_BASE_C_MAX_EST,1.2223608791828156e-09,2.3283064365386963e-10,2.3283064365386963e-10,6.402842700481415e-10,31.664767099301343,0.9999598853490284,True,True,True,True
FIX_Q3_BASE_C_ONE_E10,4.656612873077393e-10,0.0,0.0,3.7834979593753815e-10,350.5080799991265,0.9998031421393837,True,True,True,True
FIX_Q3_BASE_C_ONE_EST,9.313225746154785e-10,4.656612873077393e-10,0.0,2.3283064365386963e-10,3220.1424116007984,0.9986746444212341,True,True,True,True
FIX_Q3_ENHANCED_C_10_E10,9.604264050722122e-10,2.3283064365386963e-10,2.3283064365386963e-10,4.0745362639427185e-10,26959.541493099372,0.9720333439887252,True,True,True,True
FIX_Q3_ENHANCED_C_10_EST,9.313225746154785e-10,2.3283064365386963e-10,2.3283064365386963e-10,4.656612873077393e-10,1854.0258559998445,0.9983964863175315,True,True,True,True
FIX_Q3_ENHANCED_C_MAX_E10,6.402842700481415e-10,2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-10,99.38272799988226,0.9999004268266288,True,True,True,True
FIX_Q3_ENHANCED_C_MAX_EST,1.1641532182693481e-09,1.1641532182693481e-10,2.3283064365386963e-10,7.566995918750763e-10,32.076527199562776,0.9999640578224737,True,True,True,True
FIX_Q3_ENHANCED_C_ONE_E10,2.3283064365386963e-10,0.0,0.0,1.1641532182693481e-10,1684.7609599998686,0.9987969986771784,True,True,True,True
FIX_Q3_ENHANCED_C_ONE_EST,2.3283064365386963e-10,0.0,0.0,1.1641532182693481e-10,2011.955039999797,0.9987465695944425,True,True,True,True
PARITY_H02_C_10,1.7171259969472885e-09,2.3283064365386963e-10,2.3283064365386963e-10,2.3283064365386963e-10,3241.4318963003752,0.9978732302932489,True,True,True,True
PAST_ONLY_D08_C_10,9.313225746154785e-10,2.3283064365386963e-10,1.1641532182693481e-10,3.637978807091713e-10,1604.2653104003402,0.9986646904273709,True,True,True,True
PAST_ONLY_D08_C_MAX,6.984919309616089e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.7462298274040222e-10,40.065222800165884,0.9999560249109232,True,True,True,True
R0_POOL_C_10,1.862645149230957e-09,2.3283064365386963e-10,2.3283064365386963e-10,5.820766091346741e-10,736.5247116006794,0.9995290183576911,True,True,True,True
R0_POOL_C_MAX,9.313225746154785e-10,2.3283064365386963e-10,4.656612873077393e-10,6.402842700481415e-10,61.14491730062309,0.9999655263505437,True,True,True,True
R1_CURRENT_H02_C_10,9.89530235528946e-10,2.3283064365386963e-10,2.3283064365386963e-10,3.4924596548080444e-10,6771.132040000171,0.9933351203513887,True,True,True,True
R1_CURRENT_H02_C_MAX,1.949956640601158e-09,2.3283064365386963e-10,2.3283064365386963e-10,5.820766091346741e-10,2.2313203989697286,0.9999985077651733,True,True,True,True
R1_LEVEL_D08_C3_C_10,9.89530235528946e-10,2.3283064365386963e-10,1.1641532182693481e-10,1.2223608791828156e-09,2475.4372400010907,0.9980497579468972,True,True,True,True
R1_LEVEL_D08_C3_C_MAX,1.2223608791828156e-09,1.1641532182693481e-10,1.1641532182693481e-10,7.566995918750763e-10,62.40933539910384,0.9999293151998754,True,True,True,True
R1_LEVEL_D08_COST2_C_10,7.275957614183426e-10,2.3283064365386963e-10,1.1641532182693481e-10,4.511093720793724e-10,2129.136324400184,0.9981411143076259,True,True,True,True
R1_LEVEL_D08_COST2_C_MAX,6.402842700481415e-10,1.1641532182693481e-10,1.1641532182693481e-10,6.984919309616089e-10,57.073159200480404,0.9999509818213039,True,True,True,True
R1_LEVEL_D08_C_10_CA,5.820766091346741e-10,2.3283064365386963e-10,1.1641532182693481e-10,4.656612873077393e-10,1611.1606828002987,0.9986602110955078,True,True,True,True
R1_LEVEL_D08_C_MAX_CA,1.1641532182693481e-09,1.1641532182693481e-10,1.1641532182693481e-10,3.4924596548080444e-10,78.16986869952666,0.9999208858381031,True,True,True,True
R1_LEVEL_D08_C_ONE,1.1641532182693481e-10,0.0,0.0,5.820766091346741e-11,265.22975999943446,0.9997376002812561,True,True,True,True
R1_LEVEL_D08_DELAY1_C_10,1.1059455573558807e-09,2.3283064365386963e-10,2.3283064365386963e-10,7.566995918750763e-10,4288.6371200000285,0.9962111823318908,True,True,True,True
R1_LEVEL_D08_DELAY1_C_MAX,1.864464138634503e-09,1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-10,36.401550000418865,0.9999690835246547,True,True,True,True
R1_S1_D08_C3_C_10,6.984919309616089e-10,2.3283064365386963e-10,1.1641532182693481e-10,8.731149137020111e-10,2059.5776086002734,0.9983346230690278,True,True,True,True
R1_S1_D08_C3_C_MAX,4.147295840084553e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,11.421811999566216,0.9999852250294389,True,True,True,True
R1_S1_D08_COST2_C_10,7.566995918750763e-10,2.3283064365386963e-10,1.1641532182693481e-10,2.9103830456733704e-10,1952.139090799581,0.9983557848235043,True,True,True,True
R1_S1_D08_COST2_C_MAX,1.1350493878126144e-09,1.1641532182693481e-10,1.1641532182693481e-10,1.1641532182693481e-10,65.46811170028604,0.9999332077634769,True,True,True,True
R1_S1_D08_C_10,9.313225746154785e-10,2.3283064365386963e-10,2.3283064365386963e-10,2.9103830456733704e-11,1875.4277984002692,0.9985051032846872,True,True,True,True
R1_S1_D08_C_MAX,6.402842700481415e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.7462298274040222e-10,101.60223439987817,0.9998900629142907,True,True,True,True
R1_S1_D08_C_ONE,3.4924596548080444e-10,0.0,0.0,0.0,380.21691999945324,0.9996303334437052,True,True,True,True
R1_S1_D08_DELAY1_C_10,1.3969838619232178e-09,2.3283064365386963e-10,2.3283064365386963e-10,4.656612873077393e-10,4534.925208000001,0.996053964979228,True,True,True,True
R1_S1_D08_DELAY1_C_MAX,1.3969838619232178e-09,1.1641532182693481e-10,1.1641532182693481e-10,7.8580342233181e-10,21.90905420017407,0.9999679955108364,True,True,True,True
R1_S1_H01_C_10,9.313225746154785e-10,2.3283064365386963e-10,1.1641532182693481e-10,9.89530235528946e-10,15268.410632600746,0.9830430579555725,True,True,True,True
R1_S1_H01_C_MAX,1.1641532182693481e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.1641532182693481e-10,48.887659999899824,0.9999565852428268,True,True,True,True
R1_S1_H02_C_10_CA,1.2223608791828156e-09,2.3283064365386963e-10,1.1641532182693481e-10,2.6193447411060333e-10,3014.911251399535,0.9966485226378445,True,True,True,True
R1_S1_H02_C_MAX_CA,1.8044374883174896e-09,2.3283064365386963e-10,1.1641532182693481e-10,2.3283064365386963e-10,2.121994000040104,0.999996389726499,True,True,True,True
R1_S1_POOL_C_10,1.280568540096283e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.367880031466484e-09,736.5070382990525,0.9992729842232152,True,True,True,True
R1_S1_POOL_C_MAX,1.0477378964424133e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-09,43.4076199999198,0.99996227413674,True,True,True,True
R2_PRIORITY_GATE_C_10,9.313225746154785e-10,2.3283064365386963e-10,2.3283064365386963e-10,9.313225746154785e-10,2838.444271999222,0.9970565219655234,True,True,True,True
R2_PRIORITY_GATE_C_MAX,2.1582309273071587e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-09,3.0669470976263256,0.9999962402659006,True,True,True,True
R2_PRIORITY_OPEN_C_10,1.979060471057892e-09,2.3283064365386963e-10,2.3283064365386963e-10,1.6007106751203537e-09,540.4475950994529,0.9996616528528471,True,True,True,True
R2_PRIORITY_OPEN_C_MAX,1.2223608791828156e-09,4.656612873077393e-10,4.656612873077393e-10,5.820766091346741e-11,59.802758999193784,0.9999582618998809,True,True,True,True
R3_HALF_D08_C_10,5.820766091346741e-10,2.3283064365386963e-10,1.1641532182693481e-10,5.384208634495735e-10,16394.790559999878,0.9857969624135123,True,True,True,True
R3_HALF_D08_C_MAX,5.820766091346741e-10,2.3283064365386963e-10,1.1641532182693481e-10,8.149072527885437e-10,103.55963019943442,0.9998865466176294,True,True,True,True
R4_LEVEL_D08_C_10_CA,9.313225746154785e-10,2.3283064365386963e-10,1.1641532182693481e-10,1.1423253454267979e-09,3277.8252083994885,0.9969220501602918,True,True,True,True
R4_LEVEL_D08_C_MAX_CA,6.68251232127659e-10,1.1641532182693481e-10,1.1641532182693481e-10,2.9103830456733704e-10,105.39349760035145,0.9998824250436271,True,True,True,True
R4_S1_H02_C_10_CA,1.3969838619232178e-09,1.1641532182693481e-10,1.1641532182693481e-10,2.9103830456733704e-10,7381.225111899985,0.9921837971423915,True,True,True,True
R4_S1_H02_C_MAX_CA,1.367880031466484e-09,1.1641532182693481e-10,1.1641532182693481e-10,1.7462298274040222e-10,33.65437600025325,0.9999575501754886,True,True,True,True
R4_S1_POOL_C_10,1.3096723705530167e-09,1.1641532182693481e-10,1.1641532182693481e-10,6.402842700481415e-10,3291.899684300224,0.9961090675253039,True,True,True,True
R4_S1_POOL_C_MAX,8.149072527885437e-10,1.1641532182693481e-10,1.1641532182693481e-10,1.7462298274040222e-10,16.558452000213038,0.9999822752327645,True,True,True,True
