route,capital,state_definition,state,year,signals,signal_dates,state_episodes,legal_fill_rate,matured,equal_date_return,equal_event_return,standardized_pnl,win_rate,profit_factor,tail_p05,mfe,mae,mean_held,actual_orders,actual_fills,cash_pnl_contribution,actual_cash_rejections,state_rejected_by_simple_gate
D00,C_MAX,S0,TRANSITION,2023,1232,78,9,0.5324675324675324,637,-0.011973580978177838,-0.026423742686361662,-1614921.3593766002,0.3516483516483517,0.5192348656972245,-0.20274864541216758,0.08691058350438835,-0.08711292576062991,10.0,1232,61,-72240.71505449997,0,0
D00,C_MAX,S0_CURRENT,BEAR,2020,712,33,5,0.5688202247191011,404,0.0329626066303864,0.04391056262123809,1667817.740495599,0.6262376237623762,2.4287265791072814,-0.13358583399720025,0.1303270950660577,-0.0647308299971849,10.032178217821782,712,26,85231.5878080001,0,0
D00,C_MAX,S0_CURRENT,BEAR,2021,1096,40,3,0.42700729927007297,468,-0.030951861493563593,-0.018216238082275293,-796376.2134828004,0.41025641025641024,0.7094980881281602,-0.21831562446073463,0.10351568872114549,-0.10464980220225895,10.0,1096,33,-141942.53003680002,0,0
D00,C_MAX,S0_CURRENT,BEAR,2022,532,75,2,0.5620300751879699,299,-0.016739242719182663,-0.019200804043357625,-553399.5084675002,0.45819397993311034,0.6778577810805871,-0.27132115495935083,0.10710998945165356,-0.09969533219162054,10.013377926421406,532,59,-148719.1810034001,0,0
D00,C_MAX,S0_CURRENT,BEAR,2023,691,59,5,0.5861070911722142,403,-0.012480704919665202,-0.00393355409571245,-152880.4838880003,0.4218362282878412,0.892974366828042,-0.14102930212542902,0.08828346213859961,-0.06974019704638267,10.017369727047146,691,53,-37122.45309320005,2,0
D00,C_MAX,S0_CURRENT,BULL,2020,4077,129,10,0.46921756193279374,1910,0.004639302503923435,0.0027772591845996258,524682.1363999972,0.47643979057591623,1.0612279119487817,-0.18317403402327864,0.11098649999831936,-0.08980633307959798,10.014659685863874,4077,109,276345.52435799997,0,0
D00,C_MAX,S0_CURRENT,BULL,2021,3845,153,5,0.45123537061118335,1732,0.0015272567682149657,-0.0002207036009704095,29471.964104398387,0.4693995381062356,1.0031191473925112,-0.22131480890273142,0.11908743260008085,-0.09970334858769032,10.00635103926097,3845,126,-129834.55951720016,0,0
D00,C_MAX,S0_CURRENT,BULL,2022,549,61,4,0.5446265938069217,299,-0.029522200367838664,-0.046837057257331484,-1348512.7695692,0.25752508361204013,0.33889958010291166,-0.1948305700081927,0.07775009489171138,-0.10808154721324309,10.0,549,54,-183930.4686624001,0,0
D00,C_MAX,S0_CURRENT,BULL,2023,1181,103,4,0.5376799322607959,633,-0.016261798351699656,-0.015768047835950233,-968308.2117580002,0.3886255924170616,0.6554130162415861,-0.1500006583846265,0.07840341138467093,-0.07339743127241842,10.0,1181,89,-151666.5958577001,0,0
D00,C_MAX,S0_CURRENT,TRANSITION,2020,1505,80,15,0.5162790697674419,775,0.019559877228923557,0.025133851452717505,1839814.609809599,0.5961290322580645,1.8391420273103563,-0.1330530941423704,0.10096777928886912,-0.06543982508572715,10.019354838709678,1505,68,-111753.71649200011,0,0
D00,C_MAX,S0_CURRENT,TRANSITION,2021,673,49,7,0.5735512630014858,386,0.007403410308778603,0.0019078984617510513,67581.21755719959,0.47668393782383417,1.0431819651461838,-0.16682134603251594,0.09385947781798004,-0.0855774649113429,10.0,673,42,115898.29754159995,0,0
D00,C_MAX,S0_CURRENT,TRANSITION,2022,549,100,6,0.5974499089253188,328,-0.012879568530202666,-0.02030307142314717,-640963.0025982999,0.34146341463414637,0.6159695628970142,-0.1555255613150871,0.09136181352908207,-0.08730302808571466,10.00609756097561,549,88,-153508.33696249995,1,0
D00,C_MAX,S0_CURRENT,TRANSITION,2023,1238,76,8,0.5468497576736672,654,-0.011528038373801808,-0.026656910438123602,-1673168.3212009005,0.3562691131498471,0.5161563567021126,-0.20530517824089917,0.08676557456224268,-0.08790076752884676,10.0,1238,62,-52897.81982449995,0,0
D00,C_MAX,S1,HIGH_IMPROVING,2020,1976,49,11,0.42611336032388664,842,0.001715119433569942,-0.004642015609424525,-348678.33281040145,0.47980997624703087,0.9176030607048031,-0.20827266675373102,0.11637800578617034,-0.0895071588041241,10.020190023752969,1976,35,38041.855093999926,0,0
D00,C_MAX,S1,HIGH_IMPROVING,2021,2007,66,22,0.4633781763826607,928,-0.004002258691774363,-0.012115473987464405,-1079099.4522372002,0.4504310344827586,0.8029576231789975,-0.23653380662426274,0.11123355975938659,-0.10439091047187343,10.007543103448276,2007,60,-79663.89986840007,0,0
D00,C_MAX,S1,HIGH_IMPROVING,2022,302,36,12,0.5562913907284768,168,-0.02410069839549803,-0.03461234296719029,-566859.5044900998,0.27976190476190477,0.4709687649218345,-0.19890716421878485,0.08953553037726358,-0.10009239388276014,10.005952380952381,302,33,-60372.715732600045,0,0
D00,C_MAX,S1,HIGH_IMPROVING,2023,693,45,7,0.5901875901875901,407,-0.017554006251323678,-0.017155231217491577,-666447.1644760002,0.3906633906633907,0.5926384999199346,-0.16218257460598132,0.06895168909272878,-0.06545448224962039,10.0,693,37,-87960.10564950007,0,0
D00,C_MAX,S1,HIGH_NONIMPROVING,2020,1693,53,10,0.4595392793857058,777,0.012299466494717344,0.019878642864264228,1482240.4917199991,0.5186615186615187,1.528893404992965,-0.15562902656979266,0.11160426774149977,-0.0854514996109805,10.01029601029601,1693,51,92550.13215999996,0,0
D00,C_MAX,S1,HIGH_NONIMPROVING,2021,1354,60,19,0.4431314623338257,599,0.006606238618895122,0.016668997763873917,1007942.2105087999,0.5008347245409015,1.3546600218680283,-0.19145838081698774,0.12278294820900974,-0.09400936281807512,10.0,1354,46,68622.71403239993,0,0
D00,C_MAX,S1,HIGH_NONIMPROVING,2022,364,56,12,0.5659340659340659,206,-0.018918729603597598,-0.03053063550338609,-604548.7928438999,0.3155339805825243,0.4865826650393095,-0.1815471138862749,0.08019791315668051,-0.09307496254286009,10.004854368932039,364,42,-115589.24889000013,1,0
D00,C_MAX,S1,HIGH_NONIMPROVING,2023,434,46,9,0.5783410138248848,251,-0.02718500297605316,-0.030241329649727415,-735849.7016504001,0.2788844621513944,0.42970294496027317,-0.14208744239681792,0.07025815527059154,-0.0775644620589012,10.0,434,39,-85683.46415119998,0,0
D00,C_MAX,S1,LOW_IMPROVING,2020,1313,58,11,0.5674028941355674,741,0.009579412941213802,0.011152196744576686,795167.6775259991,0.5195681511470985,1.3002984165964646,-0.14603222561420484,0.10171449482990781,-0.07610046925842055,10.029689608636977,1313,52,-115953.61745999994,0,0
D00,C_MAX,S1,LOW_IMPROVING,2021,1344,58,12,0.49032738095238093,659,-0.005699976034255462,-0.00945910659943201,-587045.1114700006,0.4339908952959029,0.8381089114011157,-0.21190986735155876,0.10532436479141563,-0.09965828859956455,10.0,1344,55,-109746.15555200007,0,0
D00,C_MAX,S1,LOW_IMPROVING,2022,600,70,9,0.5916666666666667,355,-0.01833649505175737,-0.025361302256297052,-869531.8782193001,0.4169014084507042,0.5768416451416088,-0.19990788726429012,0.09642066994678421,-0.09535705122231537,10.011267605633803,600,62,-198914.5427560001,0,0
D00,C_MAX,S1,LOW_IMPROVING,2023,979,68,16,0.5495403472931563,535,-0.01431376555181872,-0.016005802214220786,-815111.9008887004,0.4224299065420561,0.6520223524530007,-0.18845552730322399,0.07868764576087248,-0.08080394123138628,10.0,979,64,-44912.164726300034,1,0
D00,C_MAX,S1,LOW_NONIMPROVING,2020,1312,82,11,0.5564024390243902,729,0.024158078802170063,0.03116908239683451,2103584.6502695987,0.5939643347050755,1.9361652327911316,-0.1433788611110481,0.11359280216226118,-0.06892445172982087,10.012345679012345,1312,65,235185.02588000003,0,1312
D00,C_MAX,S1,LOW_NONIMPROVING,2021,909,58,14,0.44004400440044006,400,-0.0075187024274304525,-0.0016975695107937538,-41120.678622800464,0.4625,0.9772874823835468,-0.18403874918830662,0.1118851204778148,-0.08958505801819144,10.01,909,40,-35091.45062440005,0,909
D00,C_MAX,S1,LOW_NONIMPROVING,2022,364,74,12,0.5412087912087912,197,-0.01546432172585928,-0.026889751891001824,-501935.10508169996,0.3350253807106599,0.5529809401285252,-0.2124245514867377,0.09871960919512779,-0.10619270311732892,10.0,364,64,-111281.47924969989,0,364
D00,C_MAX,S1,LOW_NONIMPROVING,2023,1004,79,18,0.5169322709163346,497,-0.0021468914165532274,-0.01179911262586053,-576948.2498318001,0.3903420523138833,0.7623625958052606,-0.18679512443867244,0.10896630884574082,-0.08594408965357643,10.014084507042254,1004,64,-23131.134248400038,1,1004
D01,C_MAX,S0,BEAR,2020,259,32,5,0.6138996138996139,159,0.023392668024728502,0.035836851616551736,538491.5078539995,0.5911949685534591,2.2235345958685415,-0.12503210445536064,0.11429947868700188,-0.06568968188098194,10.0,259,25,38516.69068,3,0
D01,C_MAX,S0,BEAR,2021,257,37,3,0.45525291828793774,117,-0.04657534816384204,-0.030265369703875188,-321378.0765664001,0.4017094017094017,0.5257407339365375,-0.2231515275157989,0.08666725166614811,-0.10496365352061708,10.0,257,34,-221162.82133280003,1,0
D01,C_MAX,S0,BEAR,2022,163,53,2,0.6012269938650306,98,-0.020588266851248302,-0.01142771296306991,-114634.20378760007,0.4489795918367347,0.7704394332926562,-0.20409146758249477,0.10378253793828178,-0.08926862973142716,10.040816326530612,163,49,-235225.5785476001,13,0
D01,C_MAX,S0,BEAR,2023,209,48,5,0.6172248803827751,129,-0.011646291623064846,0.010476280295045113,126193.01630619983,0.4186046511627907,1.337889679723534,-0.11825436280067919,0.10154981369415336,-0.06619400185431155,10.0,209,44,-9190.423875400093,24,0
D01,C_MAX,S0,BULL,2020,1041,112,9,0.457252641690682,476,-0.0072810844061989045,-0.005196516604479149,-243437.49474600074,0.4369747899159664,0.8948866746447327,-0.17216659146369287,0.10133628376016335,-0.10031463641178237,10.002100840336135,1041,102,188040.59094199992,3,0
D01,C_MAX,S0,BULL,2021,870,142,5,0.46206896551724136,402,0.01556714114444459,0.008020299120059209,337424.49314959947,0.5373134328358209,1.1805597909364174,-0.21405024916843465,0.11853292307656718,-0.09290708627343329,10.009950248756219,870,118,163571.55073399987,8,0
D01,C_MAX,S0,BULL,2022,103,47,3,0.5922330097087378,61,-0.036524080539398096,-0.054642660028437755,-328088.7145485001,0.2459016393442623,0.2788154519778924,-0.18685361625946265,0.07545154547871315,-0.10787196086657794,10.0,103,36,-26034.588092500042,8,0
D01,C_MAX,S0,BULL,2023,363,94,3,0.5977961432506887,214,-0.017683329359168363,-0.010444309065993588,-214147.41557820005,0.4439252336448598,0.7368665077532399,-0.13184722925694076,0.07680099304762661,-0.06617235589196133,10.0,363,59,-163840.4309246001,121,0
D01,C_MAX,S0,TRANSITION,2020,438,72,13,0.5319634703196348,233,0.008670926664240056,0.010142165007021677,220033.55550839982,0.5450643776824035,1.2898804424686696,-0.14472303907078313,0.08714617880796999,-0.06961947659365428,10.03862660944206,438,68,-72058.79623600018,12,0
D01,C_MAX,S0,TRANSITION,2021,221,45,7,0.6244343891402715,138,-0.0064877345707352934,0.002205620874417313,33274.86104959992,0.5,1.0596427596057567,-0.1841654114385937,0.09608728826328672,-0.08136254495640671,10.0,221,44,-36896.70751280011,7,0
D01,C_MAX,S0,TRANSITION,2022,145,67,6,0.6068965517241379,88,-0.008268553715767499,-0.015860595067068457,-136103.09788159985,0.3409090909090909,0.7158140574313913,-0.15694464616742432,0.09650728244560143,-0.09162378625306652,10.0,145,53,-158045.10212239996,16,0
D01,C_MAX,S0,TRANSITION,2023,360,73,9,0.55,193,0.009353486938217227,-0.015592578518206777,-286024.02274509997,0.39896373056994816,0.6949438213657475,-0.21085524205048903,0.08976624442145302,-0.08189507359749422,10.0,360,50,-4251.046944500005,18,0
D01,C_MAX,S0_CURRENT,BEAR,2020,239,32,5,0.606694560669456,145,0.02777614649721785,0.0386032862181156,529475.8178999997,0.593103448275862,2.3904081704670683,-0.12242249042728152,0.1177741749982062,-0.06172865553420141,10.0,239,28,66368.99303199991,2,0
D01,C_MAX,S0_CURRENT,BEAR,2021,248,35,3,0.4637096774193548,115,-0.057907282926672986,-0.036202547030048576,-380502.0320864001,0.4,0.47582022522322465,-0.23891663454096884,0.08622805506817541,-0.10958168451675662,10.0,248,33,-248169.04413280002,1,0
D01,C_MAX,S0_CURRENT,BEAR,2022,152,52,2,0.5986842105263158,91,-0.019405466755299673,-0.011268290463987155,-105590.89996760007,0.45054945054945056,0.7695510675466182,-0.20653534129257867,0.10174445988198903,-0.09084253565261274,10.043956043956044,152,48,-232712.49607760008,13,0
D01,C_MAX,S0_CURRENT,BEAR,2023,204,48,5,0.6078431372549019,124,-0.01584305839432196,0.005940100054612068,66381.63374409988,0.4112903225806452,1.1730013746652648,-0.12000496729435474,0.09299668539187808,-0.0681959794504561,10.0,204,47,20034.205578799905,22,0
D01,C_MAX,S0_CURRENT,BULL,2020,1097,114,9,0.4639927073837739,509,-0.008073762463941318,-0.004444353320291147,-223058.88547360082,0.44597249508840864,0.9074660948640157,-0.17168610991522198,0.10031469905193348,-0.09767765643778363,10.00196463654224,1097,109,184569.32610599988,3,0
D01,C_MAX,S0_CURRENT,BULL,2021,886,145,5,0.4672686230248307,414,0.014961129575025897,0.007890831393603404,345678.3250295996,0.533816425120773,1.179475752545674,-0.2136269791355173,0.11846032837407565,-0.09262640807518163,10.009661835748792,886,125,158582.83661399994,10,0
D01,C_MAX,S0_CURRENT,BULL,2022,104,47,3,0.6057692307692307,63,-0.04364262081336725,-0.05720997676085587,-353877.92473850003,0.25396825396825395,0.25731906787652814,-0.1913382386116741,0.07348537149128603,-0.1099839976504241,10.0,104,39,-91296.6695825,7,0
D01,C_MAX,S0_CURRENT,BULL,2023,368,96,4,0.592391304347826,216,-0.014390460250828855,-0.007634423226390747,-156331.93649720005,0.44907407407407407,0.8047296469152091,-0.12938152025248845,0.07935985912894708,-0.06491731968123281,10.0,368,59,-122277.32882460012,122,0
D01,C_MAX,S0_CURRENT,TRANSITION,2020,402,70,13,0.5323383084577115,214,0.008035379146078705,0.010524959291295016,208670.63618999982,0.5420560747663551,1.2883212197099114,-0.15189351737816373,0.08680986285585988,-0.07358496363605099,10.042056074766355,402,58,-96439.83375200005,13,0
D01,C_MAX,S0_CURRENT,TRANSITION,2021,214,44,6,0.5981308411214953,128,0.0012023843241282999,0.006906065492841961,84144.98468959995,0.5078125,1.186009580019245,-0.1586822917168474,0.09446521111207354,-0.07740781785362735,10.0,214,38,-4901.770592800109,5,0
D01,C_MAX,S0_CURRENT,TRANSITION,2022,155,68,6,0.6,93,-0.003841696527262536,-0.013109758385600306,-119357.19151159989,0.34408602150537637,0.7605831623327959,-0.1515208265805306,0.10083386660380672,-0.08812630021985476,10.0,155,51,-95296.1031024,17,0
D01,C_MAX,S0_CURRENT,TRANSITION,2023,360,71,8,0.5611111111111111,196,0.007649512631816699,-0.015206870540546993,-284028.11926400004,0.3979591836734694,0.698042409315951,-0.2105490024827877,0.09279033210016768,-0.0817715158234666,10.0,360,47,-75038.77849869998,19,0
D01,C_MAX,S1,HIGH_IMPROVING,2020,527,47,10,0.3927893738140417,207,-0.007722605755038005,-0.0009196525719682567,-17485.935800000443,0.47342995169082125,0.982183795417453,-0.18824499484717555,0.12061132869291538,-0.0875714581769914,10.004830917874395,527,38,-88738.95174000003,0,0
D01,C_MAX,S1,HIGH_IMPROVING,2021,495,65,22,0.494949494949495,245,0.007236856204441909,0.0026469625457253296,65794.69965119974,0.5428571428571428,1.0580522562098433,-0.2204878128728259,0.1119052529954193,-0.0916057869613696,10.0,495,61,109500.10128160001,0,0
D01,C_MAX,S1,HIGH_IMPROVING,2022,78,32,12,0.5641025641025641,44,0.0012751397316909006,-0.01625201691613073,-74971.69925619994,0.29545454545454547,0.7537803881190859,-0.19108909292544013,0.1082617034393882,-0.10004437570905184,10.0,78,25,35152.00297360004,0,0
D01,C_MAX,S1,HIGH_IMPROVING,2023,228,42,7,0.6052631578947368,138,-0.009598781199430223,-0.010400627514565665,-134658.96907669993,0.427536231884058,0.728478882611658,-0.13871351589560874,0.06769294276088361,-0.05943484755699504,10.0,228,29,-33539.122412499986,64,0
D01,C_MAX,S1,HIGH_NONIMPROVING,2020,445,48,10,0.4606741573033708,205,-0.021744510087984153,-0.008066397536527395,-160200.85324000038,0.4146341463414634,0.8367965668947616,-0.15634329144613457,0.08606804220084255,-0.10758584642571402,10.0,445,53,68122.87883999984,1,0
D01,C_MAX,S1,HIGH_NONIMPROVING,2021,312,57,18,0.46794871794871795,146,0.027841086135136837,0.017331030339561303,266205.20582559996,0.5068493150684932,1.3951757843248105,-0.19148421452710757,0.11963627374162533,-0.09240697934972576,10.0,312,46,49083.57723800004,1,0
D01,C_MAX,S1,HIGH_NONIMPROVING,2022,83,42,12,0.6385542168674698,53,-0.03013752884870296,-0.027337853164384977,-142081.80345349998,0.33962264150943394,0.48450985831122956,-0.14546784881300664,0.08221830976852691,-0.08659368542961106,10.0,83,35,-128179.28110570008,5,0
D01,C_MAX,S1,HIGH_NONIMPROVING,2023,155,42,8,0.6064516129032258,94,-0.02934660113777732,-0.023800130833397753,-216214.12557089992,0.2978723404255319,0.49514896435519395,-0.12203388331881547,0.07305103904472161,-0.07043276947287126,10.0,155,28,-73148.35667520005,32,0
D01,C_MAX,S1,LOW_IMPROVING,2020,473,56,10,0.5919661733615222,280,0.02126782208512801,0.013767921019085432,367227.50471199973,0.5285714285714286,1.399968281050967,-0.14368081947847988,0.09446495829721684,-0.0739731320171304,10.014285714285714,473,47,120597.13851599992,11,0
D01,C_MAX,S1,LOW_IMPROVING,2021,319,56,12,0.5109717868338558,163,-0.026424831582309287,-0.017774530039200945,-268929.30243920017,0.4171779141104294,0.6902596605060309,-0.2276841160096893,0.097277006607645,-0.09536343659525943,10.0,319,49,-248191.39894000007,11,0
D01,C_MAX,S1,LOW_IMPROVING,2022,184,57,8,0.6358695652173914,117,-0.018552150386996855,-0.02038499752722273,-236403.3301081999,0.4017094017094017,0.6350420866956263,-0.18464112041659717,0.09773779704968141,-0.09312256128048692,10.034188034188034,184,53,-149384.6776508001,29,0
D01,C_MAX,S1,LOW_IMPROVING,2023,264,63,16,0.6098484848484849,160,-0.01635745583050705,-0.0050959117780701,-76883.79741650024,0.44375,0.8772052136814635,-0.18697826058098796,0.08796736568526504,-0.07697604995614024,10.0,264,47,-58131.39643940014,44,0
D01,C_MAX,S1,LOW_NONIMPROVING,2020,293,65,11,0.6006825938566553,176,0.013038029797967421,0.020321611602143918,325546.8529443996,0.5568181818181818,1.5135559942090555,-0.16801651794913097,0.10030719221307467,-0.07682327882216403,10.028409090909092,293,57,54517.41976999999,6,293
D01,C_MAX,S1,LOW_NONIMPROVING,2021,222,46,13,0.46396396396396394,103,-0.010910940285760588,-0.002855341604940856,-13749.325404800125,0.5533980582524272,0.9679551355823349,-0.1930231501121641,0.1001020803383664,-0.09105194555527865,10.03883495145631,222,40,-4880.257691200168,4,222
D01,C_MAX,S1,LOW_NONIMPROVING,2022,66,36,11,0.5,33,-0.03085261417625725,-0.03938820682758677,-125369.18339980011,0.3333333333333333,0.389472771162191,-0.2182521238504746,0.08210503707540336,-0.106201545091707,10.0,66,25,-176893.31297959993,3,66
D01,C_MAX,S1,LOW_NONIMPROVING,2023,285,68,18,0.5298245614035088,144,0.018246520936570906,0.004130799609478823,53778.47004699989,0.4722222222222222,1.0935947559820383,-0.16755894631070428,0.11511820396687598,-0.07893612720906001,10.0,285,49,-12463.026217400009,23,285
D02,C_MAX,S0,BEAR,2020,259,32,5,0.6138996138996139,159,0.023392668024728502,0.035836851616551736,538491.5078539995,0.5911949685534591,2.2235345958685415,-0.12503210445536064,0.11429947868700188,-0.06568968188098194,10.0,259,25,77937.78146799993,1,0
D02,C_MAX,S0,BEAR,2021,257,37,3,0.45525291828793774,117,-0.04657534816384204,-0.030265369703875188,-321378.0765664001,0.4017094017094017,0.5257407339365375,-0.2231515275157989,0.08666725166614811,-0.10496365352061708,10.0,257,34,-244366.0952944001,2,0
D02,C_MAX,S0,BEAR,2022,163,53,2,0.6012269938650306,98,-0.020588266851248302,-0.01142771296306991,-114634.20378760007,0.4489795918367347,0.7704394332926562,-0.20409146758249477,0.10378253793828178,-0.08926862973142716,10.040816326530612,163,46,-233954.46899560007,13,0
D02,C_MAX,S0,BEAR,2023,209,48,5,0.6172248803827751,129,-0.011646291623064846,0.010476280295045113,126193.01630619983,0.4186046511627907,1.337889679723534,-0.11825436280067919,0.10154981369415336,-0.06619400185431155,10.0,209,43,11628.80508559999,21,0
D02,C_MAX,S0,BULL,2020,1041,112,9,0.457252641690682,476,-0.0072810844061989045,-0.005196516604479149,-243437.49474600074,0.4369747899159664,0.8948866746447327,-0.17216659146369287,0.10133628376016335,-0.10031463641178237,10.002100840336135,1041,98,142808.52731400006,1,0
D02,C_MAX,S0,BULL,2021,870,142,5,0.46206896551724136,402,0.01556714114444459,0.008020299120059209,337424.49314959947,0.5373134328358209,1.1805597909364174,-0.21405024916843465,0.11853292307656718,-0.09290708627343329,10.009950248756219,870,115,97192.70578720004,13,0
D02,C_MAX,S0,BULL,2022,103,47,3,0.5922330097087378,61,-0.036524080539398096,-0.054642660028437755,-328088.7145485001,0.2459016393442623,0.2788154519778924,-0.18685361625946265,0.07545154547871315,-0.10787196086657794,10.0,103,35,-25867.839396499996,8,0
D02,C_MAX,S0,BULL,2023,363,94,3,0.5977961432506887,214,-0.017683329359168363,-0.010444309065993588,-214147.41557820005,0.4439252336448598,0.7368665077532399,-0.13184722925694076,0.07680099304762661,-0.06617235589196133,10.0,363,62,-165877.82782830004,118,0
D02,C_MAX,S0,TRANSITION,2020,438,72,13,0.5319634703196348,233,0.008670926664240056,0.010142165007021677,220033.55550839982,0.5450643776824035,1.2898804424686696,-0.14472303907078313,0.08714617880796999,-0.06961947659365428,10.03862660944206,438,67,112188.07591999983,10,0
D02,C_MAX,S0,TRANSITION,2021,221,45,7,0.6244343891402715,138,-0.0064877345707352934,0.002205620874417313,33274.86104959992,0.5,1.0596427596057567,-0.1841654114385937,0.09608728826328672,-0.08136254495640671,10.0,221,43,-67807.6353652001,8,0
D02,C_MAX,S0,TRANSITION,2022,145,67,6,0.6068965517241379,88,-0.008268553715767499,-0.015860595067068457,-136103.09788159985,0.3409090909090909,0.7158140574313913,-0.15694464616742432,0.09650728244560143,-0.09162378625306652,10.0,145,55,-201798.55979350008,17,0
D02,C_MAX,S0,TRANSITION,2023,360,73,9,0.55,193,0.009353486938217227,-0.015592578518206777,-286024.02274509997,0.39896373056994816,0.6949438213657475,-0.21085524205048903,0.08976624442145302,-0.08189507359749422,10.0,360,51,-72440.32910219996,17,0
D02,C_MAX,S0_CURRENT,BEAR,2020,239,32,5,0.606694560669456,145,0.02777614649721785,0.0386032862181156,529475.8178999997,0.593103448275862,2.3904081704670683,-0.12242249042728152,0.1177741749982062,-0.06172865553420141,10.0,239,29,109456.89284479986,1,0
D02,C_MAX,S0_CURRENT,BEAR,2021,248,35,3,0.4637096774193548,115,-0.057907282926672986,-0.036202547030048576,-380502.0320864001,0.4,0.47582022522322465,-0.23891663454096884,0.08622805506817541,-0.10958168451675662,10.0,248,33,-288825.23289440013,2,0
D02,C_MAX,S0_CURRENT,BEAR,2022,152,52,2,0.5986842105263158,91,-0.019405466755299673,-0.011268290463987155,-105590.89996760007,0.45054945054945056,0.7695510675466182,-0.20653534129257867,0.10174445988198903,-0.09084253565261274,10.043956043956044,152,47,-233857.55755560007,13,0
D02,C_MAX,S0_CURRENT,BEAR,2023,204,48,5,0.6078431372549019,124,-0.01584305839432196,0.005940100054612068,66381.63374409988,0.4112903225806452,1.1730013746652648,-0.12000496729435474,0.09299668539187808,-0.0681959794504561,10.0,204,46,36122.751933400024,20,0
D02,C_MAX,S0_CURRENT,BULL,2020,1097,114,9,0.4639927073837739,509,-0.008073762463941318,-0.004444353320291147,-223058.88547360082,0.44597249508840864,0.9074660948640157,-0.17168610991522198,0.10031469905193348,-0.09767765643778363,10.00196463654224,1097,103,126551.4829692001,1,0
D02,C_MAX,S0_CURRENT,BULL,2021,886,145,5,0.4672686230248307,414,0.014961129575025897,0.007890831393603404,345678.3250295996,0.533816425120773,1.179475752545674,-0.2136269791355173,0.11846032837407565,-0.09262640807518163,10.009661835748792,886,121,75000.6574672001,15,0
