id,entry_state,holding_state,pnl_marked_and_cash,dates
A_D01_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-62371.50434659995,187
A_D01_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,27556.949698399738,244
A_D01_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-74114.4394335002,186
A_D01_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,68028.76968610018,165
A_D01_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,54627.83814999996,13
A_D01_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-67612.42212470004,55
A_D01_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-18783.729506400043,101
A_D01_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-59542.69753070015,203
A_D01_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,1918.5495999999985,1
A_D01_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-57831.20107410016,95
A_D01_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,18319.811392999945,69
A_D01_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-15171.119902000013,19
A_D01_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-376264.5783938002,242
A_D01_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,9524.212661800113,141
A_D01_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-26856.564180799985,61
A_D01_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-39201.129039999985,21
A_D01_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-91641.3168178001,180
A_D01_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,272656.0759865999,247
A_D02_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-4765.760634200022,179
A_D02_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,155720.6724307001,164
A_D02_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,8982.029999999984,13
A_D02_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-11033.284535800027,57
A_D02_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-39014.567150399766,101
A_D02_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-319983.9394678002,202
A_D02_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,7264.181509999994,3
A_D02_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-181323.6756975,96
A_D02_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,55409.01148779997,70
A_D02_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,34045.45433000003,18
A_D02_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-316728.2385135002,231
A_D02_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,66074.93997730002,141
A_D02_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-77369.86275620003,56
A_D02_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-53655.463439999985,18
A_D02_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-65584.64855420007,187
A_D02_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,162326.61005369975,254
A_D02_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-50486.87529010017,182
A_D02_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,76841.61406720002,167
A_D02_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,42106.83944999998,13
A_D02_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-38631.95817000006,57
A_D02_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-5679.785837599935,101
A_D02_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-150709.60471870005,202
A_D02_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,1883.6668800000043,1
A_D02_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-69967.04629130002,95
A_D02_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,7148.777424999964,70
A_D02_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-16438.670330000008,19
A_D02_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-310478.1969578003,240
A_D02_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,58565.62719660012,143
A_D02_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-13734.142681600017,56
A_D02_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-41055.349759999954,16
A_D02_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-116143.6548193001,179
A_D02_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,221239.23007490003,255
A_D03_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-116077.01880060005,176
A_D03_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-155869.78028119993,166
A_D03_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,37619.48119,13
A_D03_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-29278.52529000005,75
A_D03_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,28027.778437600016,104
A_D03_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-84311.60480649999,209
A_D03_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-5039.779840000003,4
A_D03_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-108945.91742499998,112
A_D03_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,3801.5521899999694,67
A_D03_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-2087.3058756000128,21
A_D03_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-118902.40760049995,237
A_D03_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,-34438.63636279999,145
A_D03_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-45548.03675419999,62
A_D03_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-18904.925979999996,32
A_D03_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-45490.433025700004,196
A_D03_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-131670.19317090002,279
A_D03_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-44035.72273239985,176
A_D03_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-90995.59067640002,152
A_D03_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,34358.52355999999,13
A_D03_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-30840.368899999998,72
A_D03_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-9313.08528040001,99
A_D03_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-150328.89965089996,209
A_D03_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-78.44116000000213,3
A_D03_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-80764.46456899999,102
A_D03_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,19037.65793559998,60
A_D03_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-4003.8573110999896,21
A_D03_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-57338.21939119989,236
A_D03_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,-12258.416206600039,140
A_D03_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-40898.269262200025,62
A_D03_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-30482.501181199987,32
A_D03_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-82357.80712020006,191
A_D03_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-152455.48777090004,278
A_D04_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-166216.8277011999,172
A_D04_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-112638.81499959997,159
A_D04_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,26797.21781,12
A_D04_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-9725.467297600018,75
A_D04_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-53268.659712999935,105
A_D04_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-101636.03710419999,208
A_D04_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-7223.800180000006,4
A_D04_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-37468.71254480003,97
A_D04_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,16782.404651700017,69
A_D04_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,11968.71936999998,18
A_D04_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,36216.32296870007,229
A_D04_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,-47565.62059739994,144
A_D04_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-1061.4414000000106,60
A_D04_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-22688.608134000016,29
A_D04_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-145162.43549090007,192
A_D04_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-102095.24526239988,279
A_D04_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-25965.173797399922,177
A_D04_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-91996.6028419001,164
A_D04_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,38098.58558,12
A_D04_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-22860.631674699984,77
A_D04_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-42443.62151699999,105
A_D04_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-127315.56075280008,207
A_D04_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-7265.35388000001,3
A_D04_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-38025.15523899998,90
A_D04_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,3873.9328493999783,69
A_D04_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,16154.64182999996,19
A_D04_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-79291.18169639997,229
A_D04_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,-80740.08722639992,143
A_D04_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-17681.481189999995,57
A_D04_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-15337.590242800008,27
A_D04_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-160258.97719220008,190
A_D04_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-35257.75607709998,278
A_D05_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-18153.70885770055,179
A_D05_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,344030.0321683,151
A_D05_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,118307.9274800001,19
A_D05_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-22675.439970000036,61
A_D05_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-209978.0681876002,100
A_D05_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-169032.14989649988,206
A_D05_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-4784.7091199999995,2
A_D05_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-80141.74168329992,102
A_D05_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,10848.597629999973,66
A_D05_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,40382.86855120002,19
A_D05_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-147179.2558707,236
A_D05_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,-29995.709405299916,146
A_D05_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,259489.46129320003,65
A_D05_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-54094.92904000002,22
A_D05_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,162570.40989419993,191
A_D05_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-131558.49313770005,280
A_D05_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-69072.2796489005,182
A_D05_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,131458.47985870013,165
A_D05_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,53305.968920000014,19
A_D05_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-39054.95064039998,68
A_D05_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,8128.829113799831,99
A_D05_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-42854.92053239996,201
A_D05_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-8966.709119999985,2
A_D05_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,7145.0421937000065,102
A_D05_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,12072.460214000093,66
A_D05_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,19268.892944999912,17
A_D05_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-154947.47246800025,237
A_D05_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,48518.77134740022,146
A_D05_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,73887.4135622,66
A_D05_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-45039.280759999965,21
A_D05_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,86127.49693780007,191
A_D05_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-96252.51406850008,274
A_D06_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,139981.8314666,174
A_D06_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-52449.25650960005,170
A_D06_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,74585.62710999999,10
A_D06_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-140760.43787999992,74
A_D06_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-32219.89472720019,100
A_D06_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-884.0315067998454,209
A_D06_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-1330.8325908000043,3
A_D06_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-63248.692578999995,110
A_D06_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,62722.65676699998,60
A_D06_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-22056.4645092,22
A_D06_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-193339.41853590004,239
A_D06_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,-43345.36390290004,150
A_D06_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-44893.8229540001,67
A_D06_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-22373.858040000025,31
A_D06_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-34343.78494209984,196
A_D06_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-93667.04290100004,280
A_D06_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,46513.49902320007,179
A_D06_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-83750.18030319997,171
A_D06_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,29764.372549999985,10
A_D06_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-104674.88142960003,75
A_D06_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-28349.096776000188,100
A_D06_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,34314.95606520012,209
A_D06_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-213.73531480000383,2
A_D06_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,-82992.28537960001,99
A_D06_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,72933.34260859995,70
A_D06_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-12422.768514099982,22
A_D06_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-194384.60695470005,241
A_D06_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,-38682.69177380005,150
A_D06_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-16498.375534000086,67
A_D06_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-24454.745920000023,31
A_D06_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,9601.333878100111,195
A_D06_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-85962.24795920016,272
A_D07_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-101879.0069188,182
A_D07_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-164788.34163399998,171
A_D07_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,90059.24000000002,10
A_D07_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-154284.40153880007,61
A_D07_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-163679.99287499994,95
A_D07_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,116886.75209610006,196
A_D07_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,797.362919999985,3
A_D07_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,4446.006557499932,102
A_D07_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,30504.3190567999,54
A_D07_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-17799.57769899998,18
A_D07_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-190148.08298680006,234
A_D07_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,78025.75813250006,141
A_D07_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-23466.924670000022,50
A_D07_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-22692.857679999972,21
A_D07_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-90310.08564850007,185
A_D07_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,121209.51029489985,268
A_D07_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-78884.74412340001,182
A_D07_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,-128429.34936930006,171
A_D07_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,68757.59999999998,10
A_D07_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-134922.9841616,61
A_D07_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-132146.6442082001,97
A_D07_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,79746.98074129988,201
A_D07_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,860.299079999997,3
A_D07_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,3619.8806224999644,102
A_D07_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,35951.64817120001,46
A_D07_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-9305.562679899958,18
A_D07_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-122883.52518659999,238
A_D07_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,-4251.90987869996,144
A_D07_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,-32009.97871999989,54
A_D07_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-25914.825600000004,21
A_D07_C_10_E10,LOW_NONIMPROVING,LOW_IMPROVING,-42387.66159389998,188
A_D07_C_10_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,70922.63186419988,273
A_D08_C_MAX_E10,HIGH_IMPROVING,HIGH_IMPROVING,-183554.4479034996,164
A_D08_C_MAX_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,113434.2408879995,149
A_D08_C_MAX_E10,HIGH_IMPROVING,LOW_IMPROVING,33263.42215999999,17
A_D08_C_MAX_E10,HIGH_IMPROVING,LOW_NONIMPROVING,21862.00563999999,50
A_D08_C_MAX_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,-30178.01715259996,85
A_D08_C_MAX_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,-61304.68964120005,180
A_D08_C_MAX_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-2045.8045799999818,4
A_D08_C_MAX_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,32599.636410000006,71
A_D08_C_MAX_E10,LOW_IMPROVING,HIGH_IMPROVING,-2031.6735900000385,45
A_D08_C_MAX_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-44633.05867000003,9
A_D08_C_MAX_E10,LOW_IMPROVING,LOW_IMPROVING,-78504.58884750017,131
A_D08_C_MAX_E10,LOW_IMPROVING,LOW_NONIMPROVING,50181.201381199986,89
A_D08_C_MAX_E10,LOW_NONIMPROVING,HIGH_IMPROVING,26422.64573999988,41
A_D08_C_MAX_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-5160.423839999989,5
A_D08_C_MAX_E10,LOW_NONIMPROVING,LOW_IMPROVING,-142203.2754799999,90
A_D08_C_MAX_E10,LOW_NONIMPROVING,LOW_NONIMPROVING,-157599.95216,131
A_D08_C_10_E10,HIGH_IMPROVING,HIGH_IMPROVING,-131058.50558129967,165
A_D08_C_10_E10,HIGH_IMPROVING,HIGH_NONIMPROVING,117089.19385879987,154
A_D08_C_10_E10,HIGH_IMPROVING,LOW_IMPROVING,28709.986319999894,17
A_D08_C_10_E10,HIGH_IMPROVING,LOW_NONIMPROVING,-27570.1132428,59
A_D08_C_10_E10,HIGH_NONIMPROVING,HIGH_IMPROVING,3905.329908599939,85
A_D08_C_10_E10,HIGH_NONIMPROVING,HIGH_NONIMPROVING,237029.72975960004,180
A_D08_C_10_E10,HIGH_NONIMPROVING,LOW_IMPROVING,-3365.76519999998,4
A_D08_C_10_E10,HIGH_NONIMPROVING,LOW_NONIMPROVING,61461.87788000001,74
A_D08_C_10_E10,LOW_IMPROVING,HIGH_IMPROVING,34224.24239069989,48
A_D08_C_10_E10,LOW_IMPROVING,HIGH_NONIMPROVING,-11754.79879,9
A_D08_C_10_E10,LOW_IMPROVING,LOW_IMPROVING,-60803.55654560002,132
A_D08_C_10_E10,LOW_IMPROVING,LOW_NONIMPROVING,-28920.867772599984,91
A_D08_C_10_E10,LOW_NONIMPROVING,HIGH_IMPROVING,5848.982609999948,41
A_D08_C_10_E10,LOW_NONIMPROVING,HIGH_NONIMPROVING,-6926.696520000012,6
