route,capital,state_definition,state,signals,signal_dates,state_episodes,legal_fill_rate,matured,equal_date_return,equal_event_return,standardized_pnl,win_rate,profit_factor,tail_p05,mfe,mae,mean_held,actual_orders,actual_fills,cash_pnl_contribution,actual_cash_rejections,state_rejected_by_simple_gate
D06,C_10,S1,HIGH_IMPROVING,8831,193,51,0.6593817234741253,5819,-0.0006139746095711799,0.012696358096850102,6371209.5792398,0.5531878329609898,1.5998860332076876,-0.09217599553156693,0.06747013005234212,-0.042395211207590086,10.008076989173398,8831,174,-112147.19015959997,1,0
D06,C_10,S1,HIGH_NONIMPROVING,3760,209,51,0.663563829787234,2493,-0.0012159097646279315,0.009802927129475064,2096047.0829122989,0.5146409947853992,1.3425786824459074,-0.11693475835949013,0.07328223886669771,-0.05045651494905607,10.007621339751303,3760,174,-77240.16140520008,0,0
D06,C_10,S1,LOW_IMPROVING,14717,253,47,0.6874362981585921,10091,-0.001600243522655341,0.007827627933496149,6341237.741450696,0.5373104746804083,1.2711913807334831,-0.11345935784283252,0.07038002034099909,-0.052876022747864355,10.004954910316123,14717,219,-174386.27733400013,2,0
D06,C_10,S1,LOW_NONIMPROVING,3961,275,54,0.6702852814945721,2640,-0.00817982449225785,-0.003352927818241717,-971805.2334248004,0.453030303030303,0.877742560387642,-0.12656273681455119,0.06748024530887725,-0.058308577041948244,10.001136363636364,3961,254,-128265.21096510018,1,3961
D07,C_10,S0,BEAR,2239,190,14,0.6114336757481018,1363,-0.01131896127925011,-0.004838630623143537,-635698.8706842999,0.4644167278063096,0.8658748706787599,-0.15357882595185773,0.07946363909259153,-0.06678759084390805,10.013939838591343,2239,165,1938.7264101001056,2,0
D07,C_10,S0,BULL,5047,397,20,0.5892609470972855,2973,-0.003103858467658166,-0.0012375391495277057,-639897.1507115003,0.4254961318533468,0.9270917811312284,-0.1206391350241818,0.07295999120424049,-0.05745675922544322,10.005718129835182,5047,358,-240935.98289240038,0,0
D07,C_10,S0,TRANSITION,3555,275,35,0.640225035161744,2268,-0.0071724214986385645,0.005376678420280335,1075488.1250178004,0.46649029982363316,1.1694646678503582,-0.11387949524808096,0.07579585676217936,-0.05650348845097069,10.00925925925926,3555,245,-208930.08061009998,0,0
D07,C_10,S0_CURRENT,BEAR,1967,189,14,0.6115912557193696,1198,-0.009789231591388083,-0.00517877982346106,-605606.0352016997,0.4707846410684474,0.8579585392431627,-0.1585431552300676,0.08021572142370942,-0.06788708488124987,10.015859766277128,1967,173,12946.954786100148,2,0
D07,C_10,S0_CURRENT,BULL,5182,400,22,0.5914704747201852,3064,-0.004685735511785139,-0.001567444357828153,-763847.2858032003,0.42428198433420367,0.916363934224159,-0.12076963995341364,0.07229804177347765,-0.05741678465025401,10.005548302872063,5182,373,-216077.87999240038,0,0
D07,C_10,S0_CURRENT,TRANSITION,3692,273,33,0.6367822318526544,2342,-0.006007303881252488,0.005519588798973996,1169345.4246268999,0.466268146883006,1.1808409268017472,-0.11337394550329842,0.07664575696434354,-0.056680865690937346,10.008966695132365,3692,222,-244796.41188610005,0,0
D07,C_10,S1,HIGH_IMPROVING,2509,182,51,0.6038262255878836,1515,-0.011135441009660754,-0.0059492233566934855,-947295.8928564002,0.41122112211221123,0.8038624722100726,-0.12562282671577799,0.07180313159639286,-0.05899113979271226,10.011881188118812,2509,168,-273479.4776543001,0,0
D07,C_10,S1,HIGH_NONIMPROVING,3820,196,50,0.6319371727748692,2412,0.0017827949424854502,0.011999159937205796,2580374.8184244,0.48175787728026537,1.4738813380735358,-0.09814246931185663,0.07547636275609153,-0.04920254582757256,10.005389718076286,3820,178,-47919.483764400255,0,0
D07,C_10,S1,LOW_IMPROVING,2033,220,45,0.6099360550909986,1233,-0.009634230700982111,-0.009864977376769246,-1255558.422004,0.4420113544201135,0.7373015090963713,-0.15730474313119364,0.07512303240131948,-0.07040067929331116,10.008921330089214,2033,201,-100489.34957399993,1,0
D07,C_10,S1,LOW_NONIMPROVING,2479,264,52,0.5849132714804357,1444,-0.006057134714605418,-0.0040480152709750595,-577628.3999420004,0.43351800554016623,0.8798689615965456,-0.12980398924160977,0.0787164589909814,-0.06589209723931728,10.010387811634349,2479,221,-26039.02609969997,1,2479
D08,C_10,S0,BEAR,54,40,7,0.42592592592592593,23,-0.018356664716471766,-0.020938531049760536,-47591.37795040004,0.2608695652173913,0.3687200764351668,-0.08515823417112288,0.054398562813684194,-0.06573179290075101,10.0,54,22,-54546.951039600055,1,0
D08,C_10,S0,BULL,1089,278,15,0.5711662075298439,622,0.007797258680043278,0.006767981376104492,367147.4371131999,0.477491961414791,1.220095928912946,-0.1173713082624741,0.08202407141908868,-0.05748711125428737,10.0016077170418,1089,248,284508.50174109987,0,0
D08,C_10,S0,TRANSITION,307,132,24,0.5700325732899023,174,0.0033966743701506715,0.00556178582793429,100123.03802520008,0.45977011494252873,1.207368320561398,-0.12333192912198951,0.07994392718477536,-0.05663756427266137,10.022988505747126,307,113,-78423.43085609988,0,0
D08,C_10,S0_CURRENT,BEAR,52,42,9,0.4230769230769231,22,-0.013857155923611603,-0.017751731399819323,-38681.407790400044,0.22727272727272727,0.4917652823077627,-0.08592569339072208,0.06418280244310041,-0.06506100146924783,10.0,52,22,-45757.72419960005,1,0
D08,C_10,S0_CURRENT,BULL,1107,284,17,0.5700090334236676,630,0.007714399700786857,0.006948153557198732,384275.71418320003,0.4793650793650794,1.2279405421063805,-0.1175297464648961,0.08218858589165272,-0.05757281389820853,10.007936507936508,1107,255,264671.2321810998,0,0
D08,C_10,S0_CURRENT,TRANSITION,291,124,23,0.5738831615120275,167,0.0023487309084123035,0.004245810093496369,74084.79079520001,0.4550898203592814,1.1595377239739717,-0.11758632253639918,0.07778174809610416,-0.056416382228336955,10.0,291,106,-67375.38813609988,0,0
D08,C_10,S1,HIGH_IMPROVING,666,144,42,0.6081081081081081,405,0.0016918125628128517,0.0036535892884087327,120697.69912340002,0.47160493827160493,1.1122574132317773,-0.11103051998158722,0.07835602920102916,-0.05720613346425373,10.012345679012345,666,128,-12829.438645299895,0,0
D08,C_10,S1,HIGH_NONIMPROVING,547,161,43,0.526508226691042,287,0.020216578843519007,0.015614832981175147,417245.0889800999,0.4738675958188153,1.5648472620702272,-0.11164255477382734,0.09021617238491657,-0.05688325522618887,10.0,547,141,299031.1723482,0,0
D08,C_10,S1,LOW_IMPROVING,143,85,31,0.5384615384615384,77,-0.008509723938147796,-0.008519430312853127,-57700.03584589997,0.4935064935064935,0.7356750992762295,-0.1394796918332662,0.06338100183676683,-0.05689378142987912,10.0,143,69,-67254.98071750012,0,0
D08,C_10,S1,LOW_NONIMPROVING,94,60,27,0.5319148936170213,50,-0.017100543849029624,-0.012186313149200883,-60563.65506959999,0.36,0.6880972994791077,-0.15631256572306104,0.0734762451043981,-0.06497902294574871,10.0,94,45,-67408.63314000005,1,94
D09,C_10,S0,BEAR,293,134,14,0.856655290102389,251,-0.012197734492219177,-0.010191689976218643,-245419.66353140003,0.4063745019920319,0.7603052150859436,-0.16423756757519736,0.08254158566847249,-0.07617103165908765,10.0,293,138,-226202.04248620005,0,0
D09,C_10,S0,BULL,663,308,18,0.8536953242835595,566,-0.0016403859571191865,-0.002556590111827178,-124343.08938610047,0.450530035335689,0.9500559653954467,-0.1746149916653219,0.09522398261031949,-0.08382984185725965,10.001766784452297,663,326,-216360.72266150024,0,0
D09,C_10,S0,TRANSITION,465,193,31,0.8838709677419355,402,-0.0014842040486305866,-0.00576059946166118,-223918.84594510036,0.4651741293532338,0.8606450474485322,-0.17013635646931421,0.08298789859681306,-0.07676125371758785,10.002487562189055,465,216,-45864.90489360018,0,0
D09,C_10,S0_CURRENT,BEAR,268,128,12,0.8470149253731343,227,-0.008753651643331644,-0.0060063157750469874,-128800.95166449995,0.43171806167400884,0.86216399429839,-0.1730995060546261,0.08785898380641247,-0.07466885620041602,10.004405286343612,268,122,-102940.3846092,0,0
D09,C_10,S0_CURRENT,BULL,692,316,21,0.8583815028901735,594,-0.001847576383660999,-0.0016528469249952932,-75154.85219010041,0.4562289562289562,0.9712632042042851,-0.17542924573351662,0.09539277281000065,-0.08370538952051451,10.001683501683502,692,340,-195067.06637150023,0,0
D09,C_10,S0_CURRENT,TRANSITION,461,191,32,0.8828633405639913,398,-0.003747519114090157,-0.009989146775200975,-389725.7950080004,0.4396984924623116,0.7518654089696953,-0.16765354670307897,0.07881545483153335,-0.07727088366691014,10.0,461,218,-190420.21906060027,0,0
D09,C_10,S1,HIGH_IMPROVING,351,155,44,0.8376068376068376,294,-0.004376465655099067,-0.0017622976110102915,-48605.55748170009,0.47959183673469385,0.9583211842938816,-0.17839861455921574,0.09428421506206085,-0.07269412339335234,10.003401360544217,351,147,-19036.107701500034,0,0
D09,C_10,S1,HIGH_NONIMPROVING,316,142,43,0.8924050632911392,282,-0.0025310424671839277,-0.005128507740880633,-130862.55896520024,0.40425531914893614,0.8952655388088826,-0.15822150922231673,0.08447206339306472,-0.0843257526371646,10.0,316,162,-123575.29655670022,0,0
D09,C_10,S1,LOW_IMPROVING,438,184,41,0.863013698630137,375,-0.009893514547011147,-0.012426497250536942,-436034.06364740035,0.448,0.7347518907398771,-0.1796494864080807,0.08126801340901116,-0.08375871270826876,10.0,438,206,-353465.81508050027,0,0
D09,C_10,S1,LOW_NONIMPROVING,316,154,45,0.8670886075949367,268,0.0031847532007716873,0.0011320372335964983,21820.58123169969,0.45149253731343286,1.0205695317601968,-0.16253149028240216,0.09686440769655577,-0.07784773001934144,10.003731343283581,316,165,7649.549297400008,0,316
H01,C_10,S0,BEAR,192,89,14,0.5208333333333334,100,0.017258078782281385,0.02115591399739158,200739.44792029978,0.53,1.5013483965543317,-0.191319148620967,0.12557215817588285,-0.081854902116498,10.09,192,70,97101.42302219977,0,0
H01,C_10,S0,BULL,505,215,15,0.502970297029703,254,0.0036002646025254602,0.010554493082728534,268682.84704929974,0.468503937007874,1.247485438037569,-0.15821510967557695,0.12008049163640444,-0.08217812701687432,10.003937007874017,505,193,11176.931167499919,0,0
H01,C_10,S0,TRANSITION,242,125,31,0.5413223140495868,131,0.004155322967092679,0.006504943120495227,66509.01906159987,0.44274809160305345,1.132110359278542,-0.14962561071909541,0.09801996050313722,-0.07918366076763511,10.0,242,99,70711.89526419992,0,0
H01,C_10,S0_CURRENT,BEAR,174,83,11,0.5114942528735632,89,0.02853146932001031,0.034982512319100226,295109.7895902998,0.5280898876404494,1.9302183619731916,-0.17179435314566407,0.13506361649453746,-0.0775337013541779,10.101123595505618,174,61,244376.30972119985,0,0
H01,C_10,S0_CURRENT,BULL,537,222,16,0.5009310986964618,269,0.005441300073204363,0.012074132919090957,325302.6643792996,0.4646840148698885,1.2887269675249704,-0.15830885496268807,0.12129912643984442,-0.0817005408417868,10.003717472118959,537,200,38053.70408749994,0,0
H01,C_10,S0_CURRENT,TRANSITION,228,124,31,0.5570175438596491,127,-0.00490538576776042,-0.005612639055892194,-84481.1399384001,0.4566929133858268,0.8451474207380077,-0.15964910647229166,0.08856809951822056,-0.083101174232548,10.0,228,101,-103439.7643548001,0,0
H01,C_10,S1,HIGH_IMPROVING,212,95,43,0.49056603773584906,104,-0.01497003918427451,-0.004644048054637144,-51359.87581400015,0.4807692307692308,0.8953977925735289,-0.18504881147459085,0.11131540696051999,-0.08187856970938544,10.0,212,86,-53057.384977799986,0,0
H01,C_10,S1,HIGH_NONIMPROVING,261,114,41,0.5057471264367817,132,0.013835162113246806,0.022483363350950355,296426.44411119993,0.4696969696969697,1.6543532814686086,-0.1292089571128673,0.11603327132450068,-0.0790202168370639,10.007575757575758,261,95,71630.1298247999,0,0
H01,C_10,S1,LOW_IMPROVING,208,107,37,0.5673076923076923,118,0.0006117111380472997,-0.0015926601143179426,-15868.63949490017,0.423728813559322,0.9701007439266168,-0.15403403259688406,0.10449064239692331,-0.08693453377058095,10.016949152542374,208,96,-48216.0586236002,0,0
H01,C_10,S1,LOW_NONIMPROVING,258,113,39,0.5077519379844961,131,0.022965000770648978,0.02558542839987338,306733.3852288998,0.5190839694656488,1.5958996035608513,-0.1634378544382561,0.1272914929586326,-0.07807236013205349,10.053435114503817,258,85,208633.5632304999,0,258
H02,C_10,S0,BEAR,831,189,14,0.5980746089049338,497,-0.001977582351637506,-0.007898184805940877,-394669.8096968004,0.41448692152917505,0.8148516447140038,-0.17947972088036765,0.08615232960094703,-0.07347433799868378,10.012072434607646,831,169,172179.88457499983,0,0
H02,C_10,S0,BULL,2163,402,20,0.5723532131299122,1234,-0.002807868090718584,-0.0018137178400512044,-220403.0775886007,0.4165316045380875,0.9535067702962009,-0.14517710197052283,0.0865099179162672,-0.07086339750589517,10.009724473257698,2163,356,135657.23742720022,0,0
H02,C_10,S0,TRANSITION,1592,283,35,0.5954773869346733,920,-0.009397887817372502,-0.00721958990344111,-637570.3835916006,0.43043478260869567,0.794545516297234,-0.1342325750466688,0.0740772468277092,-0.06432510525896261,10.007608695652173,1592,259,46471.75368090003,0,0
H02,C_10,S0_CURRENT,BEAR,758,186,13,0.5949868073878628,451,-0.0024337170890757643,-0.01040867569178131,-460529.90981860034,0.401330376940133,0.7719110669872061,-0.17993463718291808,0.08497126138452897,-0.07542081876526226,10.01330376940133,758,159,156309.6911334998,0,0
H02,C_10,S0_CURRENT,BULL,2269,407,22,0.5672102247686205,1285,-0.0016753856299240501,-0.0014777800870625461,-190051.4844094005,0.4171206225680934,0.9612874685304036,-0.14437790780804238,0.08705217363032738,-0.07018417965374311,10.009338521400778,2269,364,308561.8763456001,0,0
H02,C_10,S0_CURRENT,TRANSITION,1559,281,33,0.6061577934573444,915,-0.010839928401626689,-0.006789386038768173,-602061.8766490004,0.4360655737704918,0.8024096090387961,-0.13633683050665446,0.07381194710649579,-0.06441509860947858,10.007650273224044,1559,261,-110562.69179599994,0,0
H02,C_10,S1,HIGH_IMPROVING,1066,184,51,0.5919324577861164,631,-0.009611380715241945,-0.0059317259775220265,-372097.01539530023,0.42789223454833597,0.8434613871450234,-0.14887735548758707,0.08269814536563375,-0.06882900287308558,10.015847860538827,1066,164,54552.29186940027,0,0
H02,C_10,S1,HIGH_NONIMPROVING,1320,196,49,0.6,792,-0.0018931176388510545,-0.0004817564808907771,-39679.44863370026,0.4090909090909091,0.9851020957889898,-0.128132959060612,0.07881163196727055,-0.06335598291480823,10.007575757575758,1320,181,165678.60631999964,0,0
H02,C_10,S1,LOW_IMPROVING,985,226,44,0.5868020304568528,573,-0.00801160226595724,-0.013744532368952985,-765472.9892540004,0.3944153577661431,0.6797690988725453,-0.15862089795278922,0.0797084007664986,-0.07402436949101489,10.0,985,212,-59409.74490940005,0,0
H02,C_10,S1,LOW_NONIMPROVING,1215,268,54,0.5613168724279836,655,-0.000329612474315278,-0.0012297116064880448,-75393.8175940006,0.45190839694656487,0.9703706864843179,-0.16466074122039934,0.0877065003341069,-0.07193324022300678,10.013740458015267,1215,227,193487.72240310002,0,1215
