id,state,days,pnl,mean_exposure,log_return
A_D06_C_10_E10,LOW_NONIMPROVING,304,-311686.8465422001,0.7808275565976805,-0.4209865870503109
A_D07_C_MAX_E10,HIGH_IMPROVING,196,-256583.76540699974,0.8279001121107232,-0.2910264923698165
A_D07_C_MAX_E10,HIGH_NONIMPROVING,217,-88951.62491690018,0.8206646933414428,-0.1627374276539668
A_D07_C_MAX_E10,LOW_IMPROVING,253,-190405.26571530057,0.8197790509578279,-0.2735955175583588
A_D07_C_MAX_E10,LOW_NONIMPROVING,304,48820.3334460996,0.8128553664805226,0.05964542929522171
A_D07_C_10_E10,HIGH_IMPROVING,196,-205632.43888040027,0.7788548086400525,-0.2588708232541586
A_D07_C_10_E10,HIGH_NONIMPROVING,217,-83957.35690789961,0.7824556856994446,-0.13611715125279994
A_D07_C_10_E10,LOW_IMPROVING,253,-96793.58770049887,0.7310377052668667,-0.1342577196141498
A_D07_C_10_E10,LOW_NONIMPROVING,304,-64894.761553600896,0.7568752104717568,-0.07091791115810697
A_D08_C_MAX_E10,HIGH_IMPROVING,196,-189265.93290609866,0.7650275116128109,-0.21912206567754822
A_D08_C_MAX_E10,HIGH_NONIMPROVING,217,2285.7087367991917,0.7174199124891096,-0.0425214253312281
A_D08_C_MAX_E10,LOW_IMPROVING,253,-189571.2467475006,0.48275450962681865,-0.23118942455691
A_D08_C_MAX_E10,LOW_NONIMPROVING,304,-52901.308728800504,0.44906284755449694,-0.06832642741793116
A_D08_C_10_E10,HIGH_IMPROVING,196,-86962.95067200111,0.5711903494056231,-0.07213859442121014
A_D08_C_10_E10,HIGH_NONIMPROVING,217,335370.82830840023,0.5794035783756655,0.2860055762035985
A_D08_C_10_E10,LOW_IMPROVING,253,-77736.19682559953,0.20243484241540113,-0.063871539537528
A_D08_C_10_E10,LOW_NONIMPROVING,304,-19133.560965399025,0.22847699715323735,-0.008896898002344493
A_D09_C_MAX_E10,HIGH_IMPROVING,196,105075.68049709906,0.8775929581175818,0.1346384136727197
A_D09_C_MAX_E10,HIGH_NONIMPROVING,217,-513345.9304262995,0.8547876264311088,-0.6677470373440183
A_D09_C_MAX_E10,LOW_IMPROVING,253,-442873.5384359004,0.8773374895691133,-0.5941578389355179
A_D09_C_MAX_E10,LOW_NONIMPROVING,304,180647.46915940067,0.7984006881803122,0.0170987083524958
A_D09_C_10_E10,HIGH_IMPROVING,196,32552.58058579953,0.7888908470665346,0.03666030429109095
A_D09_C_10_E10,HIGH_NONIMPROVING,217,-146338.44757739897,0.7714534188789731,-0.19074386927775439
A_D09_C_10_E10,LOW_IMPROVING,253,-517426.4451430008,0.7504449298956146,-0.45665063513824306
A_D09_C_10_E10,LOW_NONIMPROVING,304,195551.9602151001,0.6799073152142485,0.038635204292087666
A_H01_C_MAX_E10,HIGH_IMPROVING,196,-234466.05841919838,0.6608336968806106,-0.24558923743503264
A_H01_C_MAX_E10,HIGH_NONIMPROVING,217,-411156.10107550235,0.7070702681636329,-0.49137449376279424
A_H01_C_MAX_E10,LOW_IMPROVING,253,76377.15282740013,0.5826598408593255,0.03538607902900426
A_H01_C_MAX_E10,LOW_NONIMPROVING,304,13830.433955500252,0.6179777409313224,-0.10903540294995717
A_H01_C_10_E10,HIGH_IMPROVING,196,-6418.919988200301,0.404095485977969,-0.011119207313145973
A_H01_C_10_E10,HIGH_NONIMPROVING,217,-32712.746344599756,0.4265448585901215,-0.010240640988624483
A_H01_C_10_E10,LOW_IMPROVING,253,-80518.64392560022,0.3028890788095618,-0.059572329206471195
A_H01_C_10_E10,LOW_NONIMPROVING,304,298640.55971230066,0.32806343697271856,0.24559052884598678
A_H02_C_MAX_E10,HIGH_IMPROVING,196,184755.51960499992,0.8531693545631068,0.1199317394864993
A_H02_C_MAX_E10,HIGH_NONIMPROVING,217,195714.81185780116,0.8129983349896746,0.09232530440953138
A_H02_C_MAX_E10,LOW_IMPROVING,253,211972.8191532985,0.8171265037134727,0.18532107735223785
A_H02_C_MAX_E10,LOW_NONIMPROVING,304,-145485.9605197995,0.8124164651220225,-0.02811525931902148
A_H02_C_10_E10,HIGH_IMPROVING,196,102308.54919669905,0.8081366227976654,0.08272897798685838
A_H02_C_10_E10,HIGH_NONIMPROVING,217,240281.80585190014,0.7566921391926962,0.14760636176268666
A_H02_C_10_E10,LOW_IMPROVING,253,116047.48637879873,0.7475256862858684,0.11930935749097471
A_H02_C_10_E10,LOW_NONIMPROVING,304,-117965.79432429769,0.7478888117594973,-0.056473681311798474
C_H02_C_MAX_G_DOWN,HIGH_IMPROVING,196,-72797.23879840085,0.85454525865072,-0.03234143826915495
C_H02_C_MAX_G_DOWN,HIGH_NONIMPROVING,217,321508.35970470204,0.8169656710311086,0.23895111976694056
C_H02_C_MAX_G_DOWN,LOW_IMPROVING,253,133591.74304510036,0.5094767858398722,0.10454690137298317
C_H02_C_MAX_G_DOWN,LOW_NONIMPROVING,304,-208871.93387130182,0.6240691712426891,-0.15122470634251758
C_H02_C_MAX_G_RAMP,HIGH_IMPROVING,196,81407.16138119937,0.6361624886842371,0.10089129866308694
C_H02_C_MAX_G_RAMP,HIGH_NONIMPROVING,217,79611.76983340061,0.5962611261661602,0.08646321806445023
C_H02_C_MAX_G_RAMP,LOW_IMPROVING,253,16038.932908100542,0.17453417116829967,-0.00044388970777895984
C_H02_C_MAX_G_RAMP,LOW_NONIMPROVING,304,-329510.81217730034,0.3545928398799343,-0.3523195497687417
C_H02_C_10_G_DOWN,HIGH_IMPROVING,196,-134405.51050759957,0.815346621242281,-0.10587316165268237
C_H02_C_10_G_DOWN,HIGH_NONIMPROVING,217,179884.77273909957,0.7722235877294849,0.13441420478703892
C_H02_C_10_G_DOWN,LOW_IMPROVING,253,37379.45280299999,0.46042898991771003,0.04605461345932112
C_H02_C_10_G_DOWN,LOW_NONIMPROVING,304,-19816.797914700117,0.5724819529194171,-0.013461125161084136
C_H02_C_10_G_RAMP,HIGH_IMPROVING,196,-7646.867521699169,0.5877792284042842,-0.00387416708002869
C_H02_C_10_G_RAMP,HIGH_NONIMPROVING,217,82200.73222049931,0.5529918445568568,0.07156491289891868
C_H02_C_10_G_RAMP,LOW_IMPROVING,253,17669.311769199558,0.1590610036081271,0.018778825839677243
C_H02_C_10_G_RAMP,LOW_NONIMPROVING,304,-203563.44499529933,0.34796230954534796,-0.20451044264483612
B_H02_C_MAX_COST2,HIGH_IMPROVING,196,145456.14103340008,0.8581831353172389,0.10511652278157499
B_H02_C_MAX_COST2,HIGH_NONIMPROVING,217,98491.91758440051,0.8124973135937019,0.049127343961612474
B_H02_C_MAX_COST2,LOW_IMPROVING,253,130854.70105229993,0.8115364146762312,0.11376485051405408
B_H02_C_MAX_COST2,LOW_NONIMPROVING,304,-249022.8639049005,0.8153656986334921,-0.14953268110100515
B_H02_C_MAX_DELAY1,HIGH_IMPROVING,196,21729.361186598777,0.8278370258942361,0.05347744267009891
B_H02_C_MAX_DELAY1,HIGH_NONIMPROVING,217,71635.88749540085,0.7944852544703233,-0.03522522846721088
B_H02_C_MAX_DELAY1,LOW_IMPROVING,253,77412.56626690051,0.811457991650467,0.0593962436657996
B_H02_C_MAX_DELAY1,LOW_NONIMPROVING,304,36655.947899098974,0.8254274384106374,0.11084879238705614
B_H02_C_10_COST2,HIGH_IMPROVING,196,76038.2886865997,0.8020223750790183,0.06677618147109096
B_H02_C_10_COST2,HIGH_NONIMPROVING,217,113132.25767750002,0.7614846555438516,0.06407285772418189
B_H02_C_10_COST2,LOW_IMPROVING,253,80623.55252500006,0.7457395794834515,0.08813398073163162
B_H02_C_10_COST2,LOW_NONIMPROVING,304,-107198.50144320016,0.7447236782949996,-0.06832793046652577
B_H02_C_10_DELAY1,HIGH_IMPROVING,196,110861.71102769859,0.7576898579737311,0.10181119538463822
B_H02_C_10_DELAY1,HIGH_NONIMPROVING,217,-101731.34145219915,0.7348687514526041,-0.11396885818720753
B_H02_C_10_DELAY1,LOW_IMPROVING,253,181622.45583889866,0.7282524411464043,0.15076225682149114
B_H02_C_10_DELAY1,LOW_NONIMPROVING,304,-158619.23163239902,0.7606152992764248,-0.10697648399850812
B_D08_C_MAX_COST2,HIGH_IMPROVING,196,-199787.84431339952,0.7393896092611933,-0.23250391914623608
B_D08_C_MAX_COST2,HIGH_NONIMPROVING,217,15065.301197999506,0.7101934363144443,-0.0365877525770152
B_D08_C_MAX_COST2,LOW_IMPROVING,253,-203548.2695723999,0.4834549024476598,-0.2514035741173201
B_D08_C_MAX_COST2,LOW_NONIMPROVING,304,-76340.1669324002,0.449306635736192,-0.10426640958759362
B_D08_C_MAX_DELAY1,HIGH_IMPROVING,196,-224706.82255270064,0.6749813274452086,-0.2750104677994396
B_D08_C_MAX_DELAY1,HIGH_NONIMPROVING,217,253497.26952019974,0.7363363256498683,0.3031178893388046
B_D08_C_MAX_DELAY1,LOW_IMPROVING,253,-183475.8793716,0.4506570709244005,-0.21013342702205565
B_D08_C_MAX_DELAY1,LOW_NONIMPROVING,304,-176469.1642337999,0.47427269285540635,-0.22017632623104688
B_D08_C_10_COST2,HIGH_IMPROVING,196,-76631.41817360045,0.5762864582501808,-0.06599881809090201
B_D08_C_10_COST2,HIGH_NONIMPROVING,217,243580.39159860008,0.5801948570520118,0.213951200121675
B_D08_C_10_COST2,LOW_IMPROVING,253,-78340.1730895997,0.20276382061866643,-0.06842284357530108
B_D08_C_10_COST2,LOW_NONIMPROVING,304,-27556.385810000473,0.22641271650977005,-0.020268278983121543
B_D08_C_10_DELAY1,HIGH_IMPROVING,196,63200.51181689871,0.5319030589734115,0.051775991593379006
B_D08_C_10_DELAY1,HIGH_NONIMPROVING,217,336662.65584940044,0.584834231435257,0.27318908012801946
B_D08_C_10_DELAY1,LOW_IMPROVING,253,-53353.614341500564,0.18282554529872133,-0.028220736709400285
B_D08_C_10_DELAY1,LOW_NONIMPROVING,304,69872.80626989994,0.24314038179457179,0.05136165177089974
B_H01_C_MAX_COST2,HIGH_IMPROVING,196,-264595.9470643997,0.6597953736081035,-0.27807834643017126
B_H01_C_MAX_COST2,HIGH_NONIMPROVING,217,-428418.8137464005,0.7148996418793946,-0.5207714081790858
B_H01_C_MAX_COST2,LOW_IMPROVING,253,64991.06158679933,0.5827207570479359,0.0242141532593272
B_H01_C_MAX_COST2,LOW_NONIMPROVING,304,63027.20836190082,0.6452257328088441,-0.057765579592383876
B_H01_C_MAX_DELAY1,HIGH_IMPROVING,196,-99924.98792359978,0.6107286318621513,-0.13375104417855918
B_H01_C_MAX_DELAY1,HIGH_NONIMPROVING,217,-233281.53920659982,0.7121748083582432,-0.1815252156517101
B_H01_C_MAX_DELAY1,LOW_IMPROVING,253,-192298.26948659949,0.5914064518743577,-0.25374658374428616
B_H01_C_MAX_DELAY1,LOW_NONIMPROVING,304,370299.15071519953,0.6063180511456195,0.40036079439992434
B_H01_C_10_COST2,HIGH_IMPROVING,196,-21483.373702399782,0.4039672312170199,-0.022811244332390013
B_H01_C_10_COST2,HIGH_NONIMPROVING,217,-48037.55788250046,0.4259526370555563,-0.02541065166306944
B_H01_C_10_COST2,LOW_IMPROVING,253,-60391.56399940094,0.30321242467889514,-0.04370663427189622
B_H01_C_10_COST2,LOW_NONIMPROVING,304,296735.4706509011,0.32814469893283765,0.24621317974879472
B_H01_C_10_DELAY1,HIGH_IMPROVING,196,63526.480670098914,0.3993538575167447,0.04837855714924863
B_H01_C_10_DELAY1,HIGH_NONIMPROVING,217,-80750.21494829911,0.4291018349683854,-0.05428398948907183
B_H01_C_10_DELAY1,LOW_IMPROVING,253,-97350.49278830062,0.31981567581310316,-0.07840908988482714
B_H01_C_10_DELAY1,LOW_NONIMPROVING,304,448329.60388679965,0.36789483089061237,0.37231307720577606
B_D06_C_MAX_COST2,HIGH_IMPROVING,196,95562.85320269899,0.8446435436710719,0.16701056441956308
B_D06_C_MAX_COST2,HIGH_NONIMPROVING,217,-75378.57278719894,0.8391993189296955,-0.12628287963660123
B_D06_C_MAX_COST2,LOW_IMPROVING,253,-149357.30822059984,0.8548444281451668,-0.2717083780021843
B_D06_C_MAX_COST2,LOW_NONIMPROVING,304,-404223.8926531995,0.8407724399525001,-0.531295626236584
B_D06_C_MAX_DELAY1,HIGH_IMPROVING,196,-19502.441377700423,0.8240355899162689,0.004503410275733186
B_D06_C_MAX_DELAY1,HIGH_NONIMPROVING,217,30012.221076200483,0.8389714349020866,0.01623476629312512
B_D06_C_MAX_DELAY1,LOW_IMPROVING,253,-124015.31926650048,0.8337068484292662,-0.17303489602831942
B_D06_C_MAX_DELAY1,LOW_NONIMPROVING,304,-424094.96813779965,0.852783543114505,-0.6190293401447813
B_D06_C_10_COST2,HIGH_IMPROVING,196,35526.60924760031,0.8048058663257761,0.0885706240777465
B_D06_C_10_COST2,HIGH_NONIMPROVING,217,-95109.99086390011,0.8015836639969711,-0.1536483081253669
B_D06_C_10_COST2,LOW_IMPROVING,253,-146877.5520715997,0.8213945694550709,-0.2521536617032262
B_D06_C_10_COST2,LOW_NONIMPROVING,304,-353218.1274780011,0.7809361480488007,-0.5030200657654421
B_D06_C_10_DELAY1,HIGH_IMPROVING,196,13149.480638299952,0.7935027883974802,0.028911405770712065
B_D06_C_10_DELAY1,HIGH_NONIMPROVING,217,4032.4677474997006,0.7906648326186869,-0.0246791083062316
B_D06_C_10_DELAY1,LOW_IMPROVING,253,-91261.4782628998,0.7903512868407602,-0.10709429102163376
B_D06_C_10_DELAY1,LOW_NONIMPROVING,304,-359313.0843430002,0.7955397681582105,-0.4652266628507303
A_H02_C_MAX_EST,HIGH_IMPROVING,196,-151773.87334940105,0.8421573613426551,-0.17491165795471125
A_H02_C_MAX_EST,HIGH_NONIMPROVING,217,134310.88973480026,0.8118143359324441,0.12915962618590393
A_H02_C_MAX_EST,LOW_IMPROVING,253,63084.94231059903,0.8051132805628838,0.01757914623451398
A_H02_C_MAX_EST,LOW_NONIMPROVING,304,-607558.4150060994,0.7418088124582478,-0.7972184166764597
A_H02_C_10_EST,HIGH_IMPROVING,196,-157721.77699670056,0.8174593901927415,-0.18558316161125799
A_H02_C_10_EST,HIGH_NONIMPROVING,217,82979.86887250084,0.7592831273088022,0.032728763182745646
A_H02_C_10_EST,LOW_IMPROVING,253,-267.90631369967014,0.7413998376570705,-0.05199279361958277
A_H02_C_10_EST,LOW_NONIMPROVING,304,-526513.050401201,0.6495583145915278,-0.7152579676123966
A_D08_C_MAX_EST,HIGH_IMPROVING,196,-371548.5417550005,0.7285645644771289,-0.4362961869995295
A_D08_C_MAX_EST,HIGH_NONIMPROVING,217,89510.01615840057,0.6855596218596205,0.053071089754462064
A_D08_C_MAX_EST,LOW_IMPROVING,253,-268544.1989077007,0.46719566154360975,-0.3471403805602066
A_D08_C_MAX_EST,LOW_NONIMPROVING,304,50208.679275200295,0.3773744266804188,0.03646992682783018
A_D08_C_10_EST,HIGH_IMPROVING,196,-112177.51430320076,0.5852758570594071,-0.10004726606251291
A_D08_C_10_EST,HIGH_NONIMPROVING,217,165789.63250359974,0.558705212311013,0.14322750349381966
A_D08_C_10_EST,LOW_IMPROVING,253,-105131.86264350021,0.19501324078887666,-0.09930593148272074
A_D08_C_10_EST,LOW_NONIMPROVING,304,-12365.539014800568,0.15996021946451836,-0.009891555554819579
A_H01_C_MAX_EST,HIGH_IMPROVING,196,-776403.2532359998,0.681195857315501,-0.682953467805772
A_H01_C_MAX_EST,HIGH_NONIMPROVING,217,-253615.89346000185,0.6405269509879327,-0.5340332855310579
A_H01_C_MAX_EST,LOW_IMPROVING,253,-265842.63218220056,0.5766261153500474,-0.40512535122317234
A_H01_C_MAX_EST,LOW_NONIMPROVING,304,509750.55598580046,0.49830976819950945,0.07981297234956625
A_H01_C_10_EST,HIGH_IMPROVING,196,-166010.34469559893,0.38813261893605716,-0.14147956174427326
A_H01_C_10_EST,HIGH_NONIMPROVING,217,-112150.8488524016,0.35659918102829496,-0.08143780310087426
A_H01_C_10_EST,LOW_IMPROVING,253,-48229.20359899977,0.2832371674914974,-0.05253687072994345
A_H01_C_10_EST,LOW_NONIMPROVING,304,329412.31882739917,0.26057575449572445,0.27847160042810976
A_D06_C_MAX_EST,HIGH_IMPROVING,196,136841.15331440046,0.8699369596601325,0.18566312770727714
A_D06_C_MAX_EST,HIGH_NONIMPROVING,217,-185857.09298589994,0.813214637162983,-0.2898118791318161
A_D06_C_MAX_EST,LOW_IMPROVING,253,-205842.85508979944,0.8448355288250667,-0.3383580309326484
A_D06_C_MAX_EST,LOW_NONIMPROVING,304,-371010.29633500124,0.7909820884646134,-0.540642736647778
A_D06_C_10_EST,HIGH_IMPROVING,196,172568.92498009984,0.8487937696400778,0.1609098067201783
A_D06_C_10_EST,HIGH_NONIMPROVING,217,-160213.76122580032,0.7674267523892366,-0.2814075351409705
A_D06_C_10_EST,LOW_IMPROVING,253,-177365.3314664999,0.8224737839348385,-0.30745450056285334
A_D06_C_10_EST,LOW_NONIMPROVING,304,-461489.0244542999,0.7168547763037851,-0.5568828825537937
E_P2_PHASE_C_MAX_E10,HIGH_IMPROVING,196,15496.554826200532,0.8443741274961307,0.10540527777025956
E_P2_PHASE_C_MAX_E10,HIGH_NONIMPROVING,217,-191819.95605720108,0.8385737887964878,-0.3004328806011183
E_P2_PHASE_C_MAX_E10,LOW_IMPROVING,253,-108339.56140870036,0.8648595968579106,-0.1355467603786397
E_P2_PHASE_C_MAX_E10,LOW_NONIMPROVING,304,-275428.34374840005,0.8515748964324489,-0.49061372491286204
E_P2_PHASE_C_10_E10,HIGH_IMPROVING,196,-14304.491756900155,0.8172781092991839,0.0552594050127731
E_P2_PHASE_C_10_E10,HIGH_NONIMPROVING,217,-204395.48531569965,0.8081144318317676,-0.3000337812735039
E_P2_PHASE_C_10_E10,LOW_IMPROVING,253,-40045.78665330069,0.8319881512977726,-0.03513632881493858
E_P2_PHASE_C_10_E10,LOW_NONIMPROVING,304,-272981.0829593998,0.817548388328837,-0.4787927873237681
FIXED_25_D08_C_10,HIGH_IMPROVING,196,-58596.346403700416,0.18837663878081348,-0.05893890801379925
FIXED_25_D08_C_10,HIGH_NONIMPROVING,217,54043.66538050072,0.17353220237735695,0.05461121077965551
FIXED_25_D08_C_10,LOW_IMPROVING,253,-50564.568076400436,0.10395979152222926,-0.0512705504923901
FIXED_25_D08_C_10,LOW_NONIMPROVING,304,7624.157619400066,0.10768855172578644,0.0069403287581093764
FIXED_25_D08_C_MAX,HIGH_IMPROVING,196,-34657.51532440062,0.19832549235671187,-0.03719404201272893
FIXED_25_D08_C_MAX,HIGH_NONIMPROVING,217,5263.713872000226,0.1830977296448545,0.0044275143939749365
FIXED_25_D08_C_MAX,LOW_IMPROVING,253,-66737.36497790006,0.13133966536104824,-0.0689324950196871
FIXED_25_D08_C_MAX,LOW_NONIMPROVING,304,-2800.775672000018,0.11962165741810522,-0.002475465630562869
FIXED_50_D08_C_10,HIGH_IMPROVING,196,-139299.81980529916,0.3443461902818229,-0.1401001633590384
FIXED_50_D08_C_10,HIGH_NONIMPROVING,217,167400.98432279914,0.33899427078529837,0.16568123179463787
FIXED_50_D08_C_10,LOW_IMPROVING,253,-71494.13776610047,0.1614161705067577,-0.06826526232347155
FIXED_50_D08_C_10,LOW_NONIMPROVING,304,38523.61042699986,0.1734093510795176,0.0378029370927035
FIXED_50_D08_C_MAX,HIGH_IMPROVING,196,-60414.96185799909,0.3782831319658499,-0.06762024389023531
FIXED_50_D08_C_MAX,HIGH_NONIMPROVING,217,-21465.26155320101,0.35921823857154794,-0.025190331279770405
FIXED_50_D08_C_MAX,LOW_IMPROVING,253,-102374.41755409981,0.25146356837067546,-0.1085315449687725
FIXED_50_D08_C_MAX,LOW_NONIMPROVING,304,29033.43461799936,0.23328002396610428,0.03266165158322416
FIXED_75_D08_C_10,HIGH_IMPROVING,196,-172729.1491219008,0.47462189482036116,-0.15387996916307395
FIXED_75_D08_C_10,HIGH_NONIMPROVING,217,250673.22514370014,0.48570668290248986,0.22528136814425598
FIXED_75_D08_C_10,LOW_IMPROVING,253,-73368.7912786993,0.1916654517208083,-0.06814634271790342
FIXED_75_D08_C_10,LOW_NONIMPROVING,304,2221.212766999961,0.21663705832072316,0.003518449175863858
FIXED_75_D08_C_MAX,HIGH_IMPROVING,196,-83448.63518329896,0.5576820755075885,-0.09522187202353703
FIXED_75_D08_C_MAX,HIGH_NONIMPROVING,217,-28271.915308700292,0.5328163692020097,-0.04510670010355387
FIXED_75_D08_C_MAX,LOW_IMPROVING,253,-150794.3414605005,0.3671643783332926,-0.16803795023122747
FIXED_75_D08_C_MAX,LOW_NONIMPROVING,304,-9491.106666800333,0.34193429279153864,-0.009095948322756037
FIX_A_D09_C_10_E10,HIGH_IMPROVING,196,-108334.42854110012,0.7392741741935694,-0.12652211361027307
FIX_A_D09_C_10_E10,HIGH_NONIMPROVING,217,-97038.61628120008,0.7012101197340379,-0.15451566032366287
FIX_A_D09_C_10_E10,LOW_IMPROVING,253,-456128.84309130034,0.6844112655917176,-0.4840619651402098
FIX_A_D09_C_10_E10,LOW_NONIMPROVING,304,171120.4403807997,0.6014159437179626,0.09100696962762961
FIX_A_D09_C_10_EST,HIGH_IMPROVING,196,-115017.51111639972,0.7306674789326871,-0.17753893501256368
FIX_A_D09_C_10_EST,HIGH_NONIMPROVING,217,-38040.75902360061,0.6433284915997238,-0.12887009254952148
FIX_A_D09_C_10_EST,LOW_IMPROVING,253,-420321.59468920034,0.6441610889563482,-0.5181510261844493
FIX_A_D09_C_10_EST,LOW_NONIMPROVING,304,-30594.37522889988,0.4753010653613953,-0.10171596573847239
FIX_A_D09_C_MAX_E10,HIGH_IMPROVING,196,33832.02378279995,0.8433354693640581,0.0498405349453276
