id,type,key,n,pnl,mean_hold
FIX_E_P0_POOL_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,835,-686994.0385574003,
FIX_E_P0_POOL_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,3207.035039999999,
FIX_E_P0_POOL_C_MAX_EST,EXIT_REASON,SMA10,746,768347.4443034998,9.264075067024129
FIX_E_P0_POOL_C_MAX_EST,EXIT_REASON,STRUCTURE,283,-1556873.9004236003,3.7632508833922262
FIX_E_P0_POOL_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,1037,-792261.1744201005,
FIX_E_P0_POOL_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,2,3734.7183000000014,
FIX_E_P0_POOL_C_ONE_E10,EXIT_REASON,FIXED10,83,-295608.74939000036,10.048192771084338
FIX_E_P0_POOL_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,84,-295608.74939000036,
FIX_E_P0_POOL_C_ONE_EST,EXIT_REASON,SMA10,74,760897.8533899998,9.445945945945946
FIX_E_P0_POOL_C_ONE_EST,EXIT_REASON,STRUCTURE,26,-1367679.1735899998,4.076923076923077
FIX_E_P0_POOL_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,101,-606781.3202000001,
FIX_E_P1_BALANCED_C_10_E10,EXIT_REASON,FIXED10,828,-519400.3555595002,10.014492753623188
FIX_E_P1_BALANCED_C_10_E10,BELOW_FROZEN_STRUCTURE,False,837,-515544.8088395002,
FIX_E_P1_BALANCED_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-3855.5467199999985,
FIX_E_P1_BALANCED_C_10_EST,EXIT_REASON,MAX40,1,43089.488240000006,40.0
FIX_E_P1_BALANCED_C_10_EST,EXIT_REASON,SMA10,751,971919.8570393997,9.484687083888149
FIX_E_P1_BALANCED_C_10_EST,EXIT_REASON,STRUCTURE,234,-1602420.8829938998,3.7222222222222223
FIX_E_P1_BALANCED_C_10_EST,BELOW_FROZEN_STRUCTURE,False,994,-587751.3799145005,
FIX_E_P1_BALANCED_C_10_EST,BELOW_FROZEN_STRUCTURE,True,2,339.84219999999914,
FIX_E_P1_BALANCED_C_MAX_E10_CA,EXIT_REASON,FIXED10,832,-747090.3491754,10.006009615384615
FIX_E_P1_BALANCED_C_MAX_E10_CA,BELOW_FROZEN_STRUCTURE,False,840,-752046.6760553999,
FIX_E_P1_BALANCED_C_MAX_E10_CA,BELOW_FROZEN_STRUCTURE,True,1,4956.3268800000005,
FIX_E_P1_BALANCED_C_MAX_EST,EXIT_REASON,SMA10,756,677242.6424208997,9.367724867724867
FIX_E_P1_BALANCED_C_MAX_EST,EXIT_REASON,STRUCTURE,237,-1396480.2074859003,3.6455696202531644
FIX_E_P1_BALANCED_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,1003,-719237.5650650007,
FIX_E_P1_BALANCED_C_ONE_E10,EXIT_REASON,FIXED10,81,22902.280725599732,10.0
FIX_E_P1_BALANCED_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,82,22902.280725599732,
FIX_E_P1_BALANCED_C_ONE_EST,EXIT_REASON,SMA10,75,2896844.1838900987,9.653333333333334
FIX_E_P1_BALANCED_C_ONE_EST,EXIT_REASON,STRUCTURE,19,-2510807.094260001,4.2631578947368425
FIX_E_P1_BALANCED_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,95,386037.089630098,
FIX_E_P2_PHASE_C_10_E10,EXIT_REASON,FIXED10,820,-522575.11028510076,10.015853658536585
FIX_E_P2_PHASE_C_10_E10,BELOW_FROZEN_STRUCTURE,False,829,-512034.9419651007,
FIX_E_P2_PHASE_C_10_E10,BELOW_FROZEN_STRUCTURE,True,1,-10540.168319999997,
FIX_E_P2_PHASE_C_10_EST,EXIT_REASON,SMA10,756,715669.5364069995,9.30952380952381
FIX_E_P2_PHASE_C_10_EST,EXIT_REASON,STRUCTURE,238,-1423237.2386384,3.7983193277310923
FIX_E_P2_PHASE_C_10_EST,BELOW_FROZEN_STRUCTURE,False,1001,-712420.1186614007,
FIX_E_P2_PHASE_C_10_EST,BELOW_FROZEN_STRUCTURE,True,3,4852.416430000008,
FIX_E_P2_PHASE_C_MAX_E10,EXIT_REASON,FIXED10,820,-525146.2493554002,10.015853658536585
FIX_E_P2_PHASE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,829,-515923.6020754003,
FIX_E_P2_PHASE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,True,1,-9222.647279999997,
FIX_E_P2_PHASE_C_MAX_EST,EXIT_REASON,SMA10,751,637725.8364085993,9.33022636484687
FIX_E_P2_PHASE_C_MAX_EST,EXIT_REASON,STRUCTURE,242,-1371640.6509747,3.7768595041322315
FIX_E_P2_PHASE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,1001,-742071.5085361006,
FIX_E_P2_PHASE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,2,8156.693970000004,
FIX_E_P2_PHASE_C_ONE_E10,EXIT_REASON,FIXED10,81,-617987.5079851,10.0
FIX_E_P2_PHASE_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,82,-617987.5079851,
FIX_E_P2_PHASE_C_ONE_EST,EXIT_REASON,SMA10,75,7711.7358563983435,9.146666666666667
FIX_E_P2_PHASE_C_ONE_EST,EXIT_REASON,STRUCTURE,24,-865219.2590831995,3.9583333333333335
FIX_E_P2_PHASE_C_ONE_EST,BELOW_FROZEN_STRUCTURE,False,100,-857507.5232268014,
FIX_E_P3_CORROBORATE_C_10_E10,EXIT_REASON,FIXED10,675,-372008.3320467005,10.007407407407408
FIX_E_P3_CORROBORATE_C_10_E10,BELOW_FROZEN_STRUCTURE,False,682,-372008.3320467005,
FIX_E_P3_CORROBORATE_C_10_EST,EXIT_REASON,MAX40,1,89874.38200000001,40.0
FIX_E_P3_CORROBORATE_C_10_EST,EXIT_REASON,SMA10,591,386573.46382769966,9.101522842639595
FIX_E_P3_CORROBORATE_C_10_EST,EXIT_REASON,STRUCTURE,138,-1071627.6855512,4.072463768115942
FIX_E_P3_CORROBORATE_C_10_EST,BELOW_FROZEN_STRUCTURE,False,734,-589851.4238435003,
FIX_E_P3_CORROBORATE_C_10_EST,BELOW_FROZEN_STRUCTURE,True,1,-5328.4158800000005,
FIX_E_P3_CORROBORATE_C_MAX_E10,EXIT_REASON,FIXED10,642,-397357.97062910016,10.006230529595015
FIX_E_P3_CORROBORATE_C_MAX_E10,BELOW_FROZEN_STRUCTURE,False,649,-397357.97062910016,
FIX_E_P3_CORROBORATE_C_MAX_EST,EXIT_REASON,MAX40,1,25164.826959999995,40.0
FIX_E_P3_CORROBORATE_C_MAX_EST,EXIT_REASON,SMA10,565,1452068.0573178,9.23362831858407
FIX_E_P3_CORROBORATE_C_MAX_EST,EXIT_REASON,STRUCTURE,127,-1713275.9947204,4.2047244094488185
FIX_E_P3_CORROBORATE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,False,695,-231937.60968260036,
FIX_E_P3_CORROBORATE_C_MAX_EST,BELOW_FROZEN_STRUCTURE,True,1,-4105.500759999995,
FIX_E_P3_CORROBORATE_C_ONE_E10,EXIT_REASON,FIXED10,80,-400850.7156789008,10.0
FIX_E_P3_CORROBORATE_C_ONE_E10,BELOW_FROZEN_STRUCTURE,False,81,-400850.7156789008,
FIX_E_P3_CORROBORATE_C_ONE_EST,EXIT_REASON,SMA10,74,3599913.8089784,9.18918918918919
FIX_E_P3_CORROBORATE_C_ONE_EST,EXIT_REASON,STRUCTURE,16,-1466788.6226700004,3.1875
