id,route,entry_state,trades,pnl,mean_net_return,capital_days
A_H01_C_10_E10,H01,LOW_NONIMPROVING,85,208633.56323049986,0.027581738619382765,100512776.324
A_H02_C_MAX_E10,H02,HIGH_IMPROVING,161,222357.36114919983,0.0033903181552593165,257612479.641706
A_H02_C_MAX_E10,H02,HIGH_NONIMPROVING,182,-143083.1502964002,0.0026364810248519954,304910253.95215106
A_H02_C_MAX_E10,H02,LOW_IMPROVING,212,-108822.2834492001,0.0013775326352135023,341421234.762923
A_H02_C_MAX_E10,H02,LOW_NONIMPROVING,209,506671.2002427002,0.009357237579701742,345815672.669731
A_H02_C_10_E10,H02,HIGH_IMPROVING,164,54552.2918694003,0.004468503531926403,223581813.284825
A_H02_C_10_E10,H02,HIGH_NONIMPROVING,181,165678.60631999967,0.006559921474811044,239188125.952279
A_H02_C_10_E10,H02,LOW_IMPROVING,211,-59409.74490940005,0.0007440063781227436,279235033.367782
A_H02_C_10_E10,H02,LOW_NONIMPROVING,219,193487.72240310008,0.007996674663352785,281032292.57600594
C_H02_C_MAX_G_DOWN,H02,HIGH_IMPROVING,172,367155.13352030015,0.00991777739587723,203278166.732422
C_H02_C_MAX_G_DOWN,H02,HIGH_NONIMPROVING,173,-410885.93853050016,-0.008594199300084775,238029442.454595
C_H02_C_MAX_G_DOWN,H02,LOW_IMPROVING,119,-99371.1892632001,-0.0001066187438876291,167189627.646684
C_H02_C_MAX_G_DOWN,H02,LOW_NONIMPROVING,159,283165.5485420998,0.0007199672592414067,202786345.74668202
C_H02_C_MAX_G_RAMP,H02,HIGH_IMPROVING,137,49982.818644400235,0.0005239030268679084,132344283.20636502
C_H02_C_MAX_G_RAMP,H02,HIGH_NONIMPROVING,128,-143993.11537020004,-0.0010555069618974047,143347769.71908003
C_H02_C_MAX_G_RAMP,H02,LOW_IMPROVING,49,-150339.33628240007,-0.04265769912824047,42649848.6302
C_H02_C_MAX_G_RAMP,H02,LOW_NONIMPROVING,81,140442.28833359998,0.002446353978002049,85923859.891089
C_H02_C_10_G_DOWN,H02,HIGH_IMPROVING,175,102988.3691624998,0.005938925188035727,198435517.36067098
C_H02_C_10_G_DOWN,H02,HIGH_NONIMPROVING,171,-97180.92691070023,-0.004683878075663675,190594155.85719
C_H02_C_10_G_DOWN,H02,LOW_IMPROVING,126,-24155.288410499998,2.1739470620105945e-05,139238130.67663005
C_H02_C_10_G_DOWN,H02,LOW_NONIMPROVING,165,47953.252053299744,0.003473530097774989,180502198.670543
C_H02_C_10_G_RAMP,H02,HIGH_IMPROVING,135,54461.06549880009,0.005137795124706286,136726004.463807
C_H02_C_10_G_RAMP,H02,HIGH_NONIMPROVING,135,45145.27514949974,0.004317613182933842,135044246.105445
C_H02_C_10_G_RAMP,H02,LOW_IMPROVING,53,-146254.33297330007,-0.02729380829359189,52868918.15421999
C_H02_C_10_G_RAMP,H02,LOW_NONIMPROVING,79,-32837.4316823,-0.00290344706712107,78233696.7914
B_H02_C_MAX_COST2,H02,HIGH_IMPROVING,166,70252.80000040011,-0.004250314611184969,241175921.817191
B_H02_C_MAX_COST2,H02,HIGH_NONIMPROVING,179,-150014.8477754002,-2.786347750595961e-05,269171712.786646
B_H02_C_MAX_COST2,H02,LOW_IMPROVING,208,-257297.0796663997,-0.003015918654721439,297877192.822531
B_H02_C_MAX_COST2,H02,LOW_NONIMPROVING,212,483886.2937665997,0.009600882085425703,308837675.998741
B_H02_C_MAX_DELAY1,H02,HIGH_IMPROVING,169,-44532.217034200294,-0.005648777600232034,265141830.79519
B_H02_C_MAX_DELAY1,H02,HIGH_NONIMPROVING,177,140852.33033940016,0.0028360593678529856,302145651.063092
B_H02_C_MAX_DELAY1,H02,LOW_IMPROVING,212,53278.660297299386,0.002532983869272366,316019387.16716504
B_H02_C_MAX_DELAY1,H02,LOW_NONIMPROVING,203,55180.86567549971,0.004136352226590016,350174751.578341
B_H02_C_10_COST2,H02,HIGH_IMPROVING,164,-50807.52229359996,-0.000687573512421357,210812554.931517
B_H02_C_10_COST2,H02,HIGH_NONIMPROVING,181,112506.76108259987,0.0043685583175330405,227655347.81861103
B_H02_C_10_COST2,H02,LOW_IMPROVING,208,-97017.66728279991,-0.0014175479865238085,259142300.61671302
B_H02_C_10_COST2,H02,LOW_NONIMPROVING,218,210867.29747969972,0.00865077453478949,263768082.04659402
B_H02_C_10_DELAY1,H02,HIGH_IMPROVING,170,-144417.70740039984,-0.005763539501996978,201244032.879795
B_H02_C_10_DELAY1,H02,HIGH_NONIMPROVING,176,73020.5851888998,0.0024276943297652457,206819820.529194
B_H02_C_10_DELAY1,H02,LOW_IMPROVING,209,101291.02071269978,0.004570046069189082,238278039.60029998
B_H02_C_10_DELAY1,H02,LOW_NONIMPROVING,208,14327.029830799926,0.0038087940400765696,229636402.217843
B_D08_C_MAX_COST2,D08,HIGH_IMPROVING,128,-4215.34838139997,-0.0030754982082405206,131054151.33602999
B_D08_C_MAX_COST2,D08,HIGH_NONIMPROVING,125,-76985.52055559988,0.017247018870057505,130449461.916386
B_D08_C_MAX_COST2,D08,LOW_IMPROVING,61,-93389.28776320018,-0.007372710816405657,105922515.75915898
B_D08_C_MAX_COST2,D08,LOW_NONIMPROVING,39,-290020.8229199997,-0.018553123676471713,100963512.75919999
B_D08_C_MAX_DELAY1,D08,HIGH_IMPROVING,128,-56466.20206080029,0.006938913818563749,127739562.49037501
B_D08_C_MAX_DELAY1,D08,HIGH_NONIMPROVING,122,230012.13517319976,0.027757990661001833,119235626.83997001
B_D08_C_MAX_DELAY1,D08,LOW_IMPROVING,60,-319885.77166030003,-0.008939268590129442,100357283.06041598
B_D08_C_MAX_DELAY1,D08,LOW_NONIMPROVING,42,-184814.7580900001,-0.01668629225310008,88478055.83760001
B_D08_C_10_COST2,D08,HIGH_IMPROVING,129,-42313.49141599995,-0.001755513240366804,140833782.949386
B_D08_C_10_COST2,D08,HIGH_NONIMPROVING,139,243360.8222512,0.01687050339632093,149356993.40964198
B_D08_C_10_COST2,D08,LOW_IMPROVING,68,-70965.96450179999,-0.009702302397027723,73006794.817241
B_D08_C_10_COST2,D08,LOW_NONIMPROVING,45,-69028.951808,-0.013481274966465256,47896130.2008
B_D08_C_10_DELAY1,D08,HIGH_IMPROVING,129,109672.3044594001,0.009855569666188845,150872255.266027
B_D08_C_10_DELAY1,D08,HIGH_NONIMPROVING,137,426736.8916934999,0.02723760396025179,166511612.787888
B_D08_C_10_DELAY1,D08,LOW_IMPROVING,69,-46634.166528199945,-0.0017473305702581446,86348217.894315
B_D08_C_10_DELAY1,D08,LOW_NONIMPROVING,46,-73392.67003000002,-0.01263534198715773,55294096.41250001
B_H01_C_MAX_COST2,H01,HIGH_IMPROVING,71,-623674.010069,-0.015845186222415743,175581962.22081605
B_H01_C_MAX_COST2,H01,HIGH_NONIMPROVING,84,1152.8125856000588,0.00994948683522939,202573036.31808
B_H01_C_MAX_COST2,H01,LOW_IMPROVING,83,-63271.28379160061,0.005851882243075398,199922121.55109602
B_H01_C_MAX_COST2,H01,LOW_NONIMPROVING,74,120795.99041290025,0.033458442453353804,165798638.15611798
B_H01_C_MAX_DELAY1,H01,HIGH_IMPROVING,86,3559.40496939996,-0.001107526298606152,150815939.18028402
B_H01_C_MAX_DELAY1,H01,HIGH_NONIMPROVING,91,-388662.88666140026,-0.00483303472459078,171448296.06869
B_H01_C_MAX_DELAY1,H01,LOW_IMPROVING,81,-168571.95502760023,0.015459636958300126,164030679.15075397
B_H01_C_MAX_DELAY1,H01,LOW_NONIMPROVING,84,421350.5328180001,0.01353908428534982,148953478.13568002
B_H01_C_10_COST2,H01,HIGH_IMPROVING,86,-65069.87334980002,-0.0020877567349024038,107568262.32084599
B_H01_C_10_COST2,H01,HIGH_NONIMPROVING,95,50295.68407240008,0.003928163532474997,116228461.37898503
B_H01_C_10_COST2,H01,LOW_IMPROVING,96,-12887.121963999947,3.659096620442908e-05,118286012.59648201
B_H01_C_10_COST2,H01,LOW_NONIMPROVING,85,194484.28630800027,0.026048659454228868,99138443.93959998
B_H01_C_10_DELAY1,H01,HIGH_IMPROVING,92,-68956.38633450007,-0.005575368223014487,119166492.55117598
B_H01_C_10_DELAY1,H01,HIGH_NONIMPROVING,101,-140474.5027258001,-0.00569696205393051,124338679.90280999
B_H01_C_10_DELAY1,H01,LOW_IMPROVING,98,268425.0801979,0.023452203468503616,122119801.968302
B_H01_C_10_DELAY1,H01,LOW_NONIMPROVING,94,278272.58668269997,0.026712622083753444,115979955.45504399
B_D06_C_MAX_COST2,D06,HIGH_IMPROVING,173,45435.95910479995,-0.005546833162110146,122189551.394883
B_D06_C_MAX_COST2,D06,HIGH_NONIMPROVING,168,-115454.29475509984,-0.011334320353698886,137397502.142812
B_D06_C_MAX_COST2,D06,LOW_IMPROVING,216,-175381.17953339976,-0.011419722313512041,160084669.358612
B_D06_C_MAX_COST2,D06,LOW_NONIMPROVING,250,-302900.04238460003,-0.011354722877250112,188245263.379651
B_D06_C_MAX_DELAY1,D06,HIGH_IMPROVING,176,-103875.88135659989,-0.006654294684292173,135607578.039978
B_D06_C_MAX_DELAY1,D06,HIGH_NONIMPROVING,182,-168278.83020670005,-0.011773977480723207,145924365.050042
B_D06_C_MAX_DELAY1,D06,LOW_IMPROVING,225,-38752.89190070015,-1.9403074841376613e-05,168537439.1598
B_D06_C_MAX_DELAY1,D06,LOW_NONIMPROVING,226,-230612.3212718,-0.007404735485732593,164205729.188786
B_D06_C_10_COST2,D06,HIGH_IMPROVING,172,-91583.82244700001,-0.00790577084624271,126827889.708454
B_D06_C_10_COST2,D06,HIGH_NONIMPROVING,170,-92524.96464139994,-0.009310912482624827,125817643.81988499
B_D06_C_10_COST2,D06,LOW_IMPROVING,218,-183663.58413630008,-0.011726951264033936,156986814.57825202
B_D06_C_10_COST2,D06,LOW_NONIMPROVING,251,-202490.8407712002,-0.009713062564183693,178265893.004073
B_D06_C_10_DELAY1,D06,HIGH_IMPROVING,176,-115307.08885679994,-0.008388985756743796,145019109.167125
B_D06_C_10_DELAY1,D06,HIGH_NONIMPROVING,182,-159729.6611020999,-0.011952879701166498,150853941.16938603
B_D06_C_10_DELAY1,D06,LOW_IMPROVING,225,-14235.843043300054,8.799612129775093e-06,175823845.115291
B_D06_C_10_DELAY1,D06,LOW_NONIMPROVING,226,-148643.55107790008,-0.007485275808959031,171889851.14199
A_H02_C_MAX_EST,H02,HIGH_IMPROVING,169,-9071.199724400321,-0.0044483704225761235,114702138.3391473
A_H02_C_MAX_EST,H02,HIGH_NONIMPROVING,219,-115795.52761059994,-0.00566818541856985,144023642.5465338
A_H02_C_MAX_EST,H02,LOW_IMPROVING,221,-265441.0529671,-0.016277423495193143,131216424.5488959
A_H02_C_MAX_EST,H02,LOW_NONIMPROVING,321,-189599.65952560052,-0.008968155198765345,221425817.65634102
A_H02_C_10_EST,H02,HIGH_IMPROVING,176,-71204.39877150019,-0.00496324346230119,111179272.39512709
A_H02_C_10_EST,H02,HIGH_NONIMPROVING,226,-162299.64594170003,-0.00904185655560887,133302392.2875522
A_H02_C_10_EST,H02,LOW_IMPROVING,222,-239758.72776420016,-0.014368275345006955,122661458.86478871
A_H02_C_10_EST,H02,LOW_NONIMPROVING,328,-143646.1689357003,-0.008341152441163277,185328993.375104
A_D08_C_MAX_EST,D08,HIGH_IMPROVING,125,-122479.5539422002,-0.003381475374877327,113505544.0496726
A_D08_C_MAX_EST,D08,HIGH_NONIMPROVING,138,25271.875427400242,0.012282868251534159,107682888.22578199
A_D08_C_MAX_EST,D08,LOW_IMPROVING,61,-149863.75130230034,-0.018065162488462468,84914629.56191477
A_D08_C_MAX_EST,D08,LOW_NONIMPROVING,46,-253302.615412,-0.00995860021315866,91247082.53983998
A_D08_C_10_EST,D08,HIGH_IMPROVING,126,-71174.85803239998,-0.003075168503293611,112390716.7543553
A_D08_C_10_EST,D08,HIGH_NONIMPROVING,152,155574.90006340013,0.011110558575957438,136248949.00084957
A_D08_C_10_EST,D08,LOW_IMPROVING,67,-98763.9055149001,-0.014633162657144568,57578858.6679888
A_D08_C_10_EST,D08,LOW_NONIMPROVING,48,-49521.41997400008,-0.00948221062889758,40693633.94216
A_H01_C_MAX_EST,H01,HIGH_IMPROVING,81,17031.327407599892,0.012504312552446393,155062704.26040882
A_H01_C_MAX_EST,H01,HIGH_NONIMPROVING,93,-346060.4547516007,-0.012287114181574394,139142899.6324944
A_H01_C_MAX_EST,H01,LOW_IMPROVING,88,-282084.5094010004,-0.01910881637517591,128732524.2772372
A_H01_C_MAX_EST,H01,LOW_NONIMPROVING,99,-174997.58614739994,4.277091845094127e-06,136111108.82031238
A_H01_C_10_EST,H01,HIGH_IMPROVING,87,76752.99417040001,0.012329243462846686,82783390.06977761
A_H01_C_10_EST,H01,HIGH_NONIMPROVING,104,-181004.76011160004,-0.01482639714217256,86849833.2148564
A_H01_C_10_EST,H01,LOW_IMPROVING,98,34753.665714599934,0.002365461430771401,83402082.87231
A_H01_C_10_EST,H01,LOW_NONIMPROVING,106,72520.02190699993,0.00850720608371329,89128047.15073481
A_D06_C_MAX_EST,D06,HIGH_IMPROVING,152,-56146.92268100006,-0.002392864625983602,99684308.1382252
A_D06_C_MAX_EST,D06,HIGH_NONIMPROVING,223,-83741.25174649981,-0.0055707820293648775,137183145.0312784
A_D06_C_MAX_EST,D06,LOW_IMPROVING,233,-146341.72016310005,-0.009559999178259967,136483259.063536
A_D06_C_MAX_EST,D06,LOW_NONIMPROVING,338,-358297.89825570036,-0.015586392751480114,201398603.0789237
A_D06_C_10_EST,D06,HIGH_IMPROVING,157,-18077.73368829998,-0.0018825889949840558,105708725.54987478
A_D06_C_10_EST,D06,HIGH_NONIMPROVING,226,-76690.67752080015,-0.006742656643022502,137557383.038328
A_D06_C_10_EST,D06,LOW_IMPROVING,232,-188348.7611896001,-0.012589896441521236,140113465.4034028
A_D06_C_10_EST,D06,LOW_NONIMPROVING,349,-359394.3854078002,-0.014746506909005735,207075801.23592
E_P2_PHASE_C_MAX_E10,D02,HIGH_IMPROVING,96,-71541.73080520019,-0.004151623795185668,76791730.500459
E_P2_PHASE_C_MAX_E10,D02,HIGH_NONIMPROVING,111,-214622.94310810018,-0.02421400041280247,87197942.42950402
E_P2_PHASE_C_MAX_E10,D02,LOW_IMPROVING,47,28751.228279299998,0.010520463601417819,33095434.834172
E_P2_PHASE_C_MAX_E10,D02,LOW_NONIMPROVING,34,-8652.818498000022,-0.008310497408448119,24540978.06304
E_P2_PHASE_C_MAX_E10,D03,HIGH_IMPROVING,15,-13204.602382400033,-0.02100363337441792,10728817.688896002
E_P2_PHASE_C_MAX_E10,D03,HIGH_NONIMPROVING,29,-20120.14724859999,-0.022489612926029218,19807711.998350002
E_P2_PHASE_C_MAX_E10,D03,LOW_IMPROVING,94,-86245.64438790004,-0.0069745224058913825,62049277.63597601
E_P2_PHASE_C_MAX_E10,D03,LOW_NONIMPROVING,106,-225817.71509980003,-0.026751855533969242,68342196.80073799
E_P2_PHASE_C_MAX_E10,D06,HIGH_IMPROVING,46,22686.33386640004,0.004415148464684625,27866639.762347996
E_P2_PHASE_C_MAX_E10,D06,HIGH_NONIMPROVING,52,32535.59921519999,0.00585166257112659,36203148.694076
E_P2_PHASE_C_MAX_E10,D06,LOW_IMPROVING,81,-17622.457246699993,-0.0005336521367917711,59360024.50791801
E_P2_PHASE_C_MAX_E10,D06,LOW_NONIMPROVING,103,4861.864163699938,0.0014690370635416982,77303260.23183899
E_P2_PHASE_C_MAX_E10,D09,HIGH_NONIMPROVING,1,3845.102079999997,0.053577609848167014,717669.5808
E_P2_PHASE_C_MAX_E10,D09,LOW_IMPROVING,1,-1363.2873600000094,-0.03239330784371499,420854.6304
E_P2_PHASE_C_MAX_E10,D09,LOW_NONIMPROVING,4,9327.7996,0.07722958518428139,1324987.4192
E_P2_PHASE_C_10_E10,D02,HIGH_IMPROVING,96,-56593.95611870018,-0.004151623795185671,78102255.394059
E_P2_PHASE_C_10_E10,D02,HIGH_NONIMPROVING,111,-208388.70475730012,-0.024214000412802448,89023900.732072
E_P2_PHASE_C_10_E10,D02,LOW_IMPROVING,47,50439.84523679991,0.010520463601417803,36251416.40596001
E_P2_PHASE_C_10_E10,D02,LOW_NONIMPROVING,34,-17019.25150400002,-0.008310497408448117,25819802.63728
E_P2_PHASE_C_10_E10,D03,HIGH_IMPROVING,15,-29756.77605679998,-0.02100363337441786,11729316.212472001
E_P2_PHASE_C_10_E10,D03,HIGH_NONIMPROVING,29,-36148.59090429999,-0.022489612926029225,20806063.221865
E_P2_PHASE_C_10_E10,D03,LOW_IMPROVING,94,-87451.61598820006,-0.006974522405891385,63786841.396655
E_P2_PHASE_C_10_E10,D03,LOW_NONIMPROVING,106,-243019.0650282001,-0.026751855533969252,69627813.01749
E_P2_PHASE_C_10_E10,D06,HIGH_IMPROVING,46,20798.070201999937,0.004415148464684593,29025807.95524
E_P2_PHASE_C_10_E10,D06,HIGH_NONIMPROVING,52,31048.919696000026,0.005851662571126604,36492427.848305
E_P2_PHASE_C_10_E10,D06,LOW_IMPROVING,81,269.3912839000477,-0.0005336521367917635,62081300.427311994
E_P2_PHASE_C_10_E10,D06,LOW_NONIMPROVING,103,16877.967683699906,0.0014690370635416913,77846208.850114
E_P2_PHASE_C_10_E10,D09,HIGH_NONIMPROVING,1,5046.696479999999,0.053577609848167035,941941.3248000001
E_P2_PHASE_C_10_E10,D09,LOW_IMPROVING,1,-3578.6293200000073,-0.03239330784371484,1104743.4048
E_P2_PHASE_C_10_E10,D09,LOW_NONIMPROVING,4,29355.23044,0.07723604224260006,3794793.9456
FIXED_25_D08_C_10,D08,HIGH_IMPROVING,65,9546.618924999995,-0.0013248589691790666,35588428.509575
FIXED_25_D08_C_10,D08,HIGH_NONIMPROVING,73,50832.832335600004,0.016997240030738443,39809534.76432001
FIXED_25_D08_C_10,D08,LOW_IMPROVING,45,-40782.6341008001,-0.010422273595175014,32669993.244686004
