id,group,signal,capital,exit,stress,overlay,gate,arm,status,configuration_defined_in,started_at,output,net_return,cagr,maxdd,maxdd_date,volatility,sharpe,mean_exposure,p95_exposure,max_single,trades,mean_hold,deferred_trades,fees,slippage,turnover,end_open,filled_buys,win_rate,profit_factor,worst_trade_pnl,flat_days,max_exposure,min_cash,nav_rows,max_underwater_sessions,max_losing_days,max_plan_risk_cny,max_mark_risk_cny,reason,ended_at,execution_grade,signals,matched_coverage_required,new_initial_sleeve,existing_initial_sleeve,rebalancing,initial_capital
A_D01_C_ONE_E10,A_CORE_BASE,D01,C_ONE,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844702.1762931,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D01_C_ONE_E10,-0.41576881484060135,-0.1303186478145506,-0.5883601838049364,2023-12-28,0.416556610673947,-0.12870972990038299,0.5783811617555651,0.9940426083285214,0.997320132483007,80.0,10.0,0.0,78065.8700406,94646.56000000071,109.98522918148858,1.0,81.0,0.4375,0.8335975163055157,-208193.68308,160.0,0.997320132483007,2573.136799999629,970.0,483.0,7.0,270341.0747755105,340498.85999999987,,1788844705.172116,DAILY_OPEN_MODEL,4429.0,,,,,
A_D01_C_ONE_EST,A_CORE_BASE,D01,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844705.240453,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D01_C_ONE_EST,-0.8244881454958009,-0.3636801204526168,-0.8663910141991393,2023-11-08,0.44689420480906067,-0.7887346658650602,0.6484606566603559,0.9937733829606945,0.9982865592956779,88.0,8.681818181818182,2.0,74749.02549579999,74138.02000000043,135.35443871116058,1.0,89.0,0.3522727272727273,0.5662529245976793,-173721.9050400001,204.0,0.9982865592956779,1325.9359641991905,970.0,937.0,10.0,157542.84,353594.9699999999,,1788844708.24175,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_MAX_E10,A_CORE_BASE,D02,C_MAX,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844708.310346,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_MAX_E10,-0.5796365409601002,-0.20160080216674592,-0.704676296379174,2023-12-28,0.3166348336182734,-0.5518636281229882,0.8072101962014568,0.9991735356115417,0.7756736688492436,667.0,10.0119940029985,2.0,117615.59504010006,119869.71000000072,156.7449489095151,7.0,674.0,0.46326836581709147,0.8423601409121204,-92447.1226,6.0,0.9999816826974314,20.63448960022106,970.0,725.0,8.0,195745.59499999997,372928.93000000005,,1788844711.574212,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_MAX_EST,A_CORE_BASE,D02,C_MAX,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844711.642112,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_MAX_EST,-0.6314298607131001,-0.22841350887238598,-0.7118116510819328,2023-11-08,0.3400941177411203,-0.592400355676146,0.7674679810601485,0.9992362588755669,0.9920019717777125,699.0,8.649499284692418,6.0,99101.23991309995,104852.70000000061,167.21784146549308,5.0,704.0,0.36194563662374823,0.7643252230523739,-90206.85112,17.0,0.9999468943306897,34.35075699969963,970.0,937.0,9.0,153254.19944999993,344425.79,,1788844714.803694,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_10_E10,A_CORE_BASE,D02,C_10,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844714.902199,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_10_E10,-0.405539529762701,-0.1263880871865536,-0.5262942292012688,2023-08-28,0.24173965652785775,-0.4374445039552347,0.705815033152869,0.9666660224025377,0.15358226823952173,709.0,10.011283497884344,2.0,94542.26789070008,98902.89000000045,137.026321975748,7.0,716.0,0.46403385049365303,0.8615568923325739,-29503.83014,6.0,0.9953501351628886,5135.344878799573,970.0,937.0,8.0,149411.17004999996,241283.05513105544,,1788844718.2132962,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_10_EST,A_CORE_BASE,D02,C_10,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844718.271775,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_10_EST,-0.4938480127254993,-0.1621350579524361,-0.5672007212697828,2023-08-16,0.23498132446303394,-0.6349550067426374,0.6512705315661768,0.9803133546803461,0.20000915200955996,739.0,8.634641407307171,6.0,85984.36912550004,90567.96000000073,140.20869702026383,5.0,744.0,0.35453315290933696,0.792346488542551,-32653.2978,15.0,0.9984252320064049,1325.0082280001516,970.0,937.0,10.0,144309.70724999995,327275.36292961385,,1788844720.655992,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_ONE_E10,A_CORE_BASE,D02,C_ONE,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844720.699767,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_ONE_E10,-0.42938931156600024,-0.13563213245894468,-0.7732512236925037,2023-08-28,0.4337834607920684,-0.12079531739581359,0.5454910998759966,0.989865073021704,0.9998716104862587,77.0,10.0,0.0,85435.62036599997,87705.88000000057,103.61030457015185,1.0,78.0,0.5324675324675324,0.8567076358498874,-369522.93631999986,190.0,0.9998716104862587,168.4763759993948,970.0,556.0,9.0,294636.43280272145,678262.0499999995,,1788844722.742733,DAILY_OPEN_MODEL,4429.0,,,,,
A_D02_C_ONE_EST,A_CORE_BASE,D02,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844722.7874508,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D02_C_ONE_EST,0.2643953627286002,0.06284160303292574,-0.46584085288087285,2023-12-29,0.43531374626067904,0.3545905375469582,0.4971966163423575,0.9946160162198392,0.9987929739931416,81.0,9.45679012345679,0.0,111362.97727140001,125782.94000000037,92.00375150109498,1.0,82.0,0.4074074074074074,1.1466351411583031,-362310.27456000005,198.0,0.9987929739931416,2157.9176399999997,970.0,556.0,10.0,346760.95999999996,1285206.63,,1788844724.554345,DAILY_OPEN_MODEL,4429.0,,,,,
A_D03_C_MAX_E10,A_CORE_BASE,D03,C_MAX,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844724.602945,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_MAX_E10,-0.8271157533954002,-0.3661688581140139,-0.8448275834572121,2023-10-23,0.25712923236318824,-1.6419241855453344,0.8469084690019322,0.9982642324758734,0.6749271599572122,807.0,10.0272614622057,7.0,57700.417395399796,75937.21000000041,162.54434077118623,10.0,817.0,0.40148698884758366,0.5834396758040306,-78407.44920000003,3.0,0.9996470493834924,93.2445063998257,970.0,957.0,10.0,73238.89044623172,147779.36800787807,,1788844726.828918,DAILY_OPEN_MODEL,14025.0,,,,,
A_D03_C_MAX_EST,A_CORE_BASE,D03,C_MAX,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844726.890882,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_MAX_EST,-0.8058864425273001,-0.3468073059540946,-0.8164245161798147,2023-12-28,0.24687867988606424,-1.599620138026355,0.8083590554933188,0.9976645520142869,0.6942054448169429,1040.0,7.341346153846154,10.0,79154.63647930032,105979.61000000064,198.93442463537852,8.0,1048.0,0.29134615384615387,0.6188975399100196,-46103.971160000074,4.0,0.9995677759079628,126.42493309986821,970.0,962.0,9.0,70517.34364247983,194920.5300718255,,1788844729.154676,DAILY_OPEN_MODEL,14025.0,,,,,
A_D03_C_10_E10,A_CORE_BASE,D03,C_10,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844729.192925,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_10_E10,-0.7327549497168996,-0.29023484039998604,-0.7648822342650742,2023-10-23,0.235644041381341,-1.3350312874497332,0.8044657803482934,0.9733029748395016,0.15856500540979412,808.0,10.027227722772277,7.0,65425.93371689989,88222.00000000055,154.1147663027399,10.0,818.0,0.4034653465346535,0.6556670865397038,-39249.28584,3.0,0.9968409752713239,1709.0483260004694,970.0,957.0,9.0,67907.7780995826,116110.02324977107,,1788844731.329397,DAILY_OPEN_MODEL,14025.0,,,,,
A_D03_C_10_EST,A_CORE_BASE,D03,C_10,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844731.372614,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_10_EST,-0.7842026638954005,-0.32858770369214707,-0.7955074363684101,2023-12-28,0.23354480661900165,-1.5872180848071782,0.7767868163764804,0.9906628102670243,0.19284217454010358,1040.0,7.348076923076923,10.0,80472.30861540016,108257.01000000064,191.0428640690623,8.0,1048.0,0.2903846153846154,0.6256628922509354,-39215.33072,4.0,0.999438315255207,321.5748203997646,970.0,962.0,9.0,67498.36149540886,199874.27344441164,,1788844733.7513258,DAILY_OPEN_MODEL,14025.0,,,,,
A_D03_C_ONE_E10,A_CORE_BASE,D03,C_ONE,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844733.797554,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_ONE_E10,-0.7841833880992,-0.32857212360125077,-0.8537883582834727,2023-08-28,0.41340920742152915,-0.7568713964915499,0.6662594163657833,0.9952624126733511,0.9972714363339512,81.0,10.0,0.0,56133.97809919999,62310.17999999983,116.70235990838749,1.0,82.0,0.41975308641975306,0.6322259142137593,-192301.81200000003,153.0,0.9972714363339512,830.6365452000173,970.0,571.0,7.0,142915.8229259203,379169.9757062729,,1788844735.873601,DAILY_OPEN_MODEL,14025.0,,,,,
A_D03_C_ONE_EST,A_CORE_BASE,D03,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844735.9333289,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D03_C_ONE_EST,-0.7804196210118007,-0.32554951424428646,-0.7923850673815785,2023-12-26,0.44004445223551186,-0.6774023453137502,0.6295074886204428,0.993944235826338,0.9992807985151735,104.0,7.596153846153846,1.0,60098.825011800036,75714.7600000008,155.97118186243702,1.0,105.0,0.2980769230769231,0.5777519270471011,-166206.9654,177.0,0.9992807985151735,167.32029819936724,970.0,962.0,8.0,86667.49097846774,413286.72961323126,,1788844738.155068,DAILY_OPEN_MODEL,14025.0,,,,,
A_D04_C_MAX_E10,A_CORE_BASE,D04,C_MAX,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844738.198427,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_MAX_E10,-0.7149870056246996,-0.2782659235255215,-0.7564002134355006,2023-10-23,0.2626799741235987,-1.1083240239947483,0.8293741840489692,0.998770888956579,0.9783261830532239,758.0,10.017150395778364,3.0,70354.45762469996,93314.23000000081,158.4105471058454,8.0,766.0,0.4234828496042216,0.6633015471350624,-116511.1191999999,4.0,0.9999100769580785,30.12142050035618,970.0,957.0,8.0,90668.96624830953,121574.28922314398,,1788844740.345145,DAILY_OPEN_MODEL,5583.0,,,,,
A_D04_C_MAX_EST,A_CORE_BASE,D04,C_MAX,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844740.3892522,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_MAX_EST,-0.8344372392087999,-0.37325434742026653,-0.8420462033153938,2023-12-26,0.287891660457478,-1.4777427918419366,0.7843345051160628,0.9979874785773802,0.9922258772744696,950.0,7.29578947368421,11.0,79893.5491287999,103852.81000000078,195.19121959695303,7.0,957.0,0.3063157894736842,0.6130871185393701,-87374.73548000003,4.0,0.9999540206494113,29.53077650005946,970.0,964.0,11.0,86653.2603903962,260669.68680208418,,1788844742.399761,DAILY_OPEN_MODEL,5583.0,,,,,
A_D04_C_10_E10,A_CORE_BASE,D04,C_10,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844742.4429388,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_10_E10,-0.6863120130682998,-0.26006551970467595,-0.7264652450790875,2023-10-23,0.22359860337253806,-1.233562102760637,0.7685102602811632,0.9740832183617243,0.14865342759051334,769.0,10.016905071521457,3.0,67323.40092429995,88267.34000000088,146.09238350228588,9.0,778.0,0.4187256176853056,0.6620482906270488,-41558.06736,4.0,0.9994590581381605,345.46952840019947,970.0,957.0,10.0,71630.29923913076,152294.99289489508,,1788844744.3086011,DAILY_OPEN_MODEL,5583.0,,,,,
A_D04_C_10_EST,A_CORE_BASE,D04,C_10,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844744.3664691,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_10_EST,-0.8006673688456,-0.34228946142150185,-0.8116969511330363,2023-12-26,0.21717568408812815,-1.8185677624356311,0.7149642463167639,0.992634606539764,0.23077733037309067,961.0,7.276795005202914,11.0,79692.44868560001,104923.73000000081,173.94640844877256,8.0,969.0,0.30697190426638915,0.6064303262226728,-30962.353319999987,4.0,0.9988688769111669,386.1812334000533,970.0,964.0,11.0,69736.62337707613,255443.56997224677,,1788844746.3288581,DAILY_OPEN_MODEL,5583.0,,,,,
A_D04_C_ONE_E10,A_CORE_BASE,D04,C_ONE,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844746.384237,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_ONE_E10,-0.9302497643118,-0.4993199109010762,-0.9382642875348597,2023-10-24,0.4373702876033115,-1.3608930460174138,0.7375894401402465,0.9959006756494397,0.9993143901643994,81.0,10.0,0.0,34768.07431179998,52080.609999999746,131.87142587933525,1.0,82.0,0.3950617283950617,0.3380363191450962,-185376.816,154.0,0.9993143901643994,62.23568820003129,970.0,956.0,12.0,107548.52807204852,143027.09163659505,,1788844748.336222,DAILY_OPEN_MODEL,5583.0,,,,,
A_D04_C_ONE_EST,A_CORE_BASE,D04,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844748.380418,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D04_C_ONE_EST,-0.7452257798078006,-0.29899217270997835,-0.8383824290878006,2023-10-24,0.44353146620687317,-0.581479317747589,0.6449875367688079,0.9962738723859803,0.9992803218925572,101.0,7.574257425742574,1.0,60468.78980780001,69845.20000000136,154.65625508556604,1.0,102.0,0.3564356435643564,0.5884453726466483,-184680.363,201.0,0.9992803218925572,125.58453829941573,970.0,968.0,8.0,97849.41540600295,413286.72961323126,,1788844750.2295392,DAILY_OPEN_MODEL,5583.0,,,,,
A_D05_C_MAX_E10,A_CORE_BASE,D05,C_MAX,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844750.2791371,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_MAX_E10,0.0680350918480992,0.017246822321369315,-0.49885965735650073,2023-12-26,0.28828909492068555,0.2033195148010766,0.8199454740022294,0.9987883365352528,0.7466922265204265,759.0,10.003952569169961,2.0,174130.04415189984,227350.42000000135,158.93466403315844,8.0,767.0,0.4453227931488801,1.0187766369615703,-171110.52000000002,1.0,0.9999993079464646,1.0807490995066473,970.0,556.0,8.0,176741.13502369198,444919.5597731218,,1788844752.2289028,DAILY_OPEN_MODEL,4586.0,,,,,
A_D05_C_MAX_EST,A_CORE_BASE,D05,C_MAX,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844752.268777,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_MAX_EST,-0.5717837893419998,-0.19775253621048594,-0.6698936484267348,2023-12-27,0.28819623695387975,-0.620447534942289,0.795977832633843,0.9989161457855995,0.8314558942967478,931.0,7.488721804511278,6.0,134608.7073420001,173084.22000000172,190.25259314407953,8.0,939.0,0.3007518796992481,0.8081445100743182,-47061.73696000001,1.0,0.9999904159231674,5.368682500153227,970.0,556.0,8.0,132253.05916011325,397711.7095271977,,1788844754.219546,DAILY_OPEN_MODEL,4586.0,,,,,
A_D05_C_10_E10,A_CORE_BASE,D05,C_10,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844754.257476,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_10_E10,-0.01627477214559947,-0.004253795480257172,-0.39766889175452147,2023-12-27,0.22530498556655632,0.09408464413540048,0.766965473005577,0.9745183148990535,0.15390058075241678,769.0,10.003901170351105,2.0,140390.7101455999,184695.91000000125,148.91697704948044,8.0,777.0,0.4447334200260078,0.9934144859263235,-36689.140799999994,1.0,0.9981443793046719,2736.5219203002343,970.0,332.0,10.0,117610.68553216575,196231.85274639374,,1788844757.383473,DAILY_OPEN_MODEL,4586.0,,,,,
A_D05_C_10_EST,A_CORE_BASE,D05,C_10,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844757.431052,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_10_EST,-0.659452114943901,-0.2441027125872316,-0.7258554878303933,2023-12-27,0.22489496641547788,-1.1309582486938115,0.7297407185807421,0.9921172757603927,0.18440919719224624,953.0,7.460650577124869,6.0,116414.67894390013,151412.15000000142,176.65183564461904,8.0,961.0,0.30640083945435465,0.7509393089448835,-29003.568000000014,1.0,0.9988951512078269,816.044551499137,970.0,593.0,9.0,125980.73665768078,306684.71002859104,,1788844759.657714,DAILY_OPEN_MODEL,4586.0,,,,,
A_D05_C_ONE_E10,A_CORE_BASE,D05,C_ONE,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844759.713313,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_ONE_E10,-0.2162361829441014,-0.06133641031405612,-0.5711954736345847,2023-07-17,0.39801983728703216,0.0385726436445538,0.5447449309348719,0.9924076504592831,0.9994809029743243,80.0,10.0,0.0,85558.61294409994,103654.28000000068,104.74544048774297,1.0,81.0,0.4375,0.9506574248888712,-243051.41084000003,161.0,0.9994809029743243,381.7516101988731,970.0,551.0,19.0,193641.5892709374,387045.5892709375,,1788844761.6535838,DAILY_OPEN_MODEL,4586.0,,,,,
A_D05_C_ONE_EST,A_CORE_BASE,D05,C_ONE,EST,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844761.695138,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D05_C_ONE_EST,-0.09239522442550052,-0.0248715175605021,-0.5485144142518578,2023-12-26,0.41584795987801954,0.14382798428673146,0.46497455320888686,0.993785070660106,0.9995831267450307,98.0,7.948979591836735,0.0,109457.04442550005,129697.17000000211,111.58511859989994,0.0,98.0,0.3163265306122449,0.9614647959379685,-159273.67911000014,191.0,0.9995831267450307,626.1962367999367,970.0,385.0,8.0,134604.595735143,903893.3818129182,,1788844763.7112231,DAILY_OPEN_MODEL,4586.0,,,,,
A_D06_C_MAX_E10,A_CORE_BASE,D06,C_MAX,E10,BASE,NONE,CORE,,COMPLETED_NEW,V3_MAIN_TEXT,1788844763.7693691,/Volumes/quant/CY_quant_research/usic_multichampion_ashare_v3/A_D06_C_MAX_E10,-0.46762278623490017,-0.15106681823123658,-0.588853715540913,2023-10-23,0.2313537018654966,-0.5918938171567095,0.845886857592403,0.9984578513576007,0.7996628255839994,805.0,10.011180124223603,2.0,105537.90627490013,139918.63000000064,163.56980555455564,9.0,814.0,0.4111801242236025,0.8007230978848774,-32687.860799999966,2.0,0.9999172821067944,93.3862999999908,970.0,755.0,10.0,108081.33013164457,179223.02682678448,,1788844766.617616,DAILY_OPEN_MODEL,31269.0,,,,,
