trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,normalized_excursion_order,oriented_order,mfe_at_entry,mae_at_entry,mfe_at_exit,mae_at_exit,boundary_clean,strict_interior,round_trip_return,realized_pnl,false_breakout
EXTENDED_2018_2021:300702.SZ-001,EXTENDED_2018_2021,300702.SZ,2020,化学制药,MARKET_MA20_X2,14,0.16160289045820331,-0.083264903925110698,12,4,0.5714285714285714,-0.5714285714285714,False,False,False,False,True,True,0.045173122164418003,5506.684000000012,False
EXTENDED_2018_2021:300702.SZ-002,EXTENDED_2018_2021,300702.SZ,2020,化学制药,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,7,0.058285714285714101,-0.1020408163265306,0,6,-0.8571428571428571,0.8571428571428571,True,False,False,False,False,False,-0.0848509418765859,-11387.001999999991,True
EXTENDED_2018_2021:300715.SZ-001,EXTENDED_2018_2021,300715.SZ,2021,装修建材,MARKET_MA20_X2,4,0.0487697715289983,-0.010984182776801301,0,3,-0.75,0.75,True,False,False,False,False,False,-0.00068253363508200004,-83.970000000015716,True
EXTENDED_2018_2021:300725.SZ-001,EXTENDED_2018_2021,300725.SZ,2020,医疗服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.037425260205211301,-0.1400310031741345,1,8,-0.77777777777777768,0.77777777777777768,False,False,False,False,True,True,-0.1202294723657409,-16165.733000000007,True
EXTENDED_2018_2021:300732.SZ-001,EXTENDED_2018_2021,300732.SZ,2020,工程咨询服务Ⅱ,MARKET_MA20_X2,3,0.1056818181818182,-0.017045454545454398,0,0,0,-0,True,True,False,False,False,False,0.046768004722550001,5520.3979999999865,False
EXTENDED_2018_2021:300745.SZ-001,EXTENDED_2018_2021,300745.SZ,2019,汽车零部件,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,7,0.077434679334916601,-0.19596199524940611,0,7,-1,1,True,False,False,True,False,False,-0.1907477037296989,-24709.345000000001,True
EXTENDED_2018_2021:300750.SZ-001,EXTENDED_2018_2021,300750.SZ,2020,电池,MARKET_MA20_X2,16,0.1644736842105263,-0.038026315789473401,15,10,0.3125,-0.3125,False,False,False,False,True,True,0.13807245386192751,15756,False
EXTENDED_2018_2021:300750.SZ-002,EXTENDED_2018_2021,300750.SZ,2020,电池,MARKET_MA20_X2,10,0.17890792291220531,-0.0114204139900071,4,0,0.40000000000000002,-0.40000000000000002,False,True,False,False,True,False,0.1397595980037093,15679.919999999998,False
EXTENDED_2018_2021:300767.SZ-001,EXTENDED_2018_2021,300767.SZ,2021,橡胶,MARKET_MA20_X2,16,0.1824324324324324,-0.051801801801801703,11,1,0.625,-0.625,False,False,False,False,True,True,0.018568931068931,2310.7979999999952,False
EXTENDED_2018_2021:300770.SZ-001,EXTENDED_2018_2021,300770.SZ,2020,电视广播Ⅱ,MARKET_MA20_X2,4,0.032645570324231203,-0.076803292364162001,0,3,-0.75,0.75,True,False,False,False,False,False,-0.068657275653549302,-7414.5659999999916,True
EXTENDED_2018_2021:300772.SZ-001,EXTENDED_2018_2021,300772.SZ,2020,风电设备,MARKET_MA20_X2,6,0.1496640195479535,-0.0671960904092853,1,5,-0.66666666666666663,0.66666666666666663,False,False,False,False,True,True,-0.062670354104637602,-7907.4350000000077,False
EXTENDED_2018_2021:300773.SZ-001,EXTENDED_2018_2021,300773.SZ,2021,多元金融,MARKET_MA20_X2,13,0.071647274954072401,-0.033067973055725501,13,2,0.84615384615384615,-0.84615384615384615,False,False,True,False,True,False,0.069076138124019304,8800.3880000000299,False
EXTENDED_2018_2021:300777.SZ-001,EXTENDED_2018_2021,300777.SZ,2020,航空装备Ⅱ,MARKET_MA20_X2,14,0.1180124223602483,-0.1072103699702943,9,4,0.3571428571428571,-0.3571428571428571,False,False,False,False,True,True,0.0013955647670067001,175.83400000002985,False
EXTENDED_2018_2021:300780.SZ-001,EXTENDED_2018_2021,300780.SZ,2021,通用设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0,-0.17105263157894721,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.1425907354905222,-26776.771999999997,True
EXTENDED_2018_2021:300835.SZ-001,EXTENDED_2018_2021,300835.SZ,2021,金属新材料,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0065602836879431001,-0.1044326241134752,1,7,-0.75,0.75,False,False,False,False,True,True,-0.095474263827550906,-12380.963999999993,True
EXTENDED_2018_2021:300872.SZ-001,EXTENDED_2018_2021,300872.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,4,0.026191877575044101,-0.065626839317245306,2,2,0,-0,False,False,False,False,True,True,0.0024688031419001001,427.36200000002282,False
EXTENDED_2018_2021:300873.SZ-001,EXTENDED_2018_2021,300873.SZ,2021,物流,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0.00573224852071,-0.090236686390532506,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.0784676524061588,-14001.866999999998,True
HOLDOUT_O0_2022_2023:300001.SZ-001,HOLDOUT_O0_2022_2023,300001.SZ,2022,电网设备,MARKET_MA20_X2,2,0.0150602409638553,-0.051807228915662501,0,1,-0.5,0.5,True,False,False,False,False,False,-0.053701719966780102,-4461.6999999999971,True
HOLDOUT_O0_2022_2023:300009.SZ-001,HOLDOUT_O0_2022_2023,300009.SZ,2022,生物制品,MARKET_MA20_X2,7,0.00095147478591789999,-0.0951474785918172,0,6,-0.8571428571428571,0.8571428571428571,True,False,False,False,False,False,-0.069417737353036899,-7010.9759999999951,True
HOLDOUT_O0_2022_2023:300012.SZ-001,HOLDOUT_O0_2022_2023,300012.SZ,2022,专业服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0258620689655173,-0.055603448275862,0,7,-0.875,0.875,True,False,False,False,False,False,-0.046305849323090502,-4624.0909999999858,True
HOLDOUT_O0_2022_2023:300012.SZ-002,HOLDOUT_O0_2022_2023,300012.SZ,2023,专业服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,18,0.024369388627618602,-0.0414707139803333,6,2,0.22222222222222221,-0.22222222222222221,False,False,False,False,True,True,-0.026362659614377101,-2220.2140000000072,True
HOLDOUT_O0_2022_2023:300012.SZ-003,HOLDOUT_O0_2022_2023,300012.SZ,2023,专业服务,MARKET_MA20_X2,2,0.032289628180039102,-0.0215264187866928,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0073688542377385998,-603.08000000000175,True
HOLDOUT_O0_2022_2023:300015.SZ-001,HOLDOUT_O0_2022_2023,300015.SZ,2022,医疗服务,MARKET_MA20_X2,25,0.22225186766275351,-0.039220917822838701,18,2,0.64000000000000001,-0.64000000000000001,False,False,False,False,True,True,0.1218844515430388,11889.273430000012,False
HOLDOUT_O0_2022_2023:300015.SZ-002,HOLDOUT_O0_2022_2023,300015.SZ,2023,医疗服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,26,0.1164799999999999,-0.026880000000000001,9,0,0.34615384615384609,-0.34615384615384609,False,True,False,False,True,False,0.0247993902245317,2096.7999999999997,False
HOLDOUT_O0_2022_2023:300034.SZ-001,HOLDOUT_O0_2022_2023,300034.SZ,2023,航空装备Ⅱ,MARKET_MA20_X2,4,0.0217898832684826,-0.038521400778210001,0,3,-0.75,0.75,True,False,False,False,False,False,-0.033064212052538802,-2806.9799999999959,True
HOLDOUT_O0_2022_2023:300035.SZ-001,HOLDOUT_O0_2022_2023,300035.SZ,2022,电池,MARKET_MA20_X2,8,0.060685154975530002,-0.14910277324632951,0,7,-0.875,0.875,True,False,False,False,False,False,-0.1270642760175856,-11999.866999999998,True
HOLDOUT_O0_2022_2023:300059.SZ-001,HOLDOUT_O0_2022_2023,300059.SZ,2022,证券Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,35,0.17025956885173771,-0.038275406951165901,16,3,0.37142857142857139,-0.37142857142857139,False,False,False,False,True,True,0.031762968729052203,3252.919000000009,False
HOLDOUT_O0_2022_2023:300062.SZ-001,HOLDOUT_O0_2022_2023,300062.SZ,2023,电网设备,MARKET_MA20_X2,3,0,-0.041899441340782002,0,1,-0.33333333333333331,0.33333333333333331,True,False,False,False,False,False,-0.0245225929250335,-2124.1109999999899,True
HOLDOUT_O0_2022_2023:300065.SZ-001,HOLDOUT_O0_2022_2023,300065.SZ,2022,航海装备Ⅱ,MARKET_MA20_X2,3,0.00073800738007360003,-0.073062730627306102,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.071968621784119904,-6735.4349999999977,True
HOLDOUT_O0_2022_2023:300077.SZ-001,HOLDOUT_O0_2022_2023,300077.SZ,2023,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,17,0.1352272727272727,-0.064772727272727301,7,16,-0.52941176470588225,0.52941176470588225,False,False,False,False,True,True,-0.054181113004642401,-4771.3500000000004,False
HOLDOUT_O0_2022_2023:300087.SZ-001,HOLDOUT_O0_2022_2023,300087.SZ,2023,种植业,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,6,0.0125958378970425,-0.090361445783132502,2,4,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.082340988693671999,-6923.2299999999959,True
HOLDOUT_O0_2022_2023:300091.SZ-001,HOLDOUT_O0_2022_2023,300091.SZ,2022,通用设备,MARKET_MA20_X2,6,0.016,-0.124,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.10670852669126291,-9899.6360000000004,True
HOLDOUT_O0_2022_2023:300096.SZ-001,HOLDOUT_O0_2022_2023,300096.SZ,2023,IT服务Ⅱ,MARKET_MA20_X2,15,0.17846607669616521,-0.0073746312684365,8,0,0.53333333333333333,-0.53333333333333333,False,True,False,False,True,False,0.066876386530968196,5628.0540000000046,False
HOLDOUT_O0_2022_2023:300131.SZ-001,HOLDOUT_O0_2022_2023,300131.SZ,2023,其他电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,16,0.044142614601018801,-0.062818336162988,7,15,-0.5,0.5,False,False,False,False,True,True,-0.047500499860030201,-4227.7780000000057,True
HOLDOUT_O0_2022_2023:300131.SZ-002,HOLDOUT_O0_2022_2023,300131.SZ,2023,其他电子Ⅱ,MARKET_MA20_X2,14,0.29026548672566338,-0.033628318584070803,14,2,0.8571428571428571,-0.8571428571428571,False,False,True,False,True,False,0.27052363848565708,23100.096000000005,False
HOLDOUT_O0_2022_2023:300146.SZ-001,HOLDOUT_O0_2022_2023,300146.SZ,2022,食品加工,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,10,0.016143911439114401,-0.089944649446494301,0,9,-0.90000000000000002,0.90000000000000002,True,False,False,False,False,False,-0.089868691831614306,-9156.6119999999919,True
HOLDOUT_O0_2022_2023:300153.SZ-001,HOLDOUT_O0_2022_2023,300153.SZ,2022,其他电源设备Ⅱ,MARKET_MA20_X2,6,0.0457317073170731,-0.1158536585365854,4,5,-0.1666666666666666,0.1666666666666666,False,False,False,False,True,True,-0.070965619746107503,-6291,True
HOLDOUT_O0_2022_2023:300157.SZ-001,HOLDOUT_O0_2022_2023,300157.SZ,2023,通用设备,MARKET_MA20_X2,13,0.0052356020942407001,-0.0602094240837696,0,11,-0.84615384615384615,0.84615384615384615,True,False,False,False,False,False,-0.035265509918546302,-3031.9130000000005,True
HOLDOUT_O0_2022_2023:300161.SZ-001,HOLDOUT_O0_2022_2023,300161.SZ,2023,通用设备,MARKET_MA20_X2,20,0.53451043338683768,-0.0012841091492774999,12,0,0.59999999999999987,-0.59999999999999987,False,True,False,False,True,False,0.33447836272876408,28159.434000000019,False
HOLDOUT_O0_2022_2023:300170.SZ-001,HOLDOUT_O0_2022_2023,300170.SZ,2023,IT服务Ⅱ,MARKET_MA20_X2,16,0.2789743589743589,-0.0123076923076922,13,0,0.8125,-0.8125,False,True,False,False,True,False,0.14245860450031081,12555.168000000003,False
HOLDOUT_O0_2022_2023:300177.SZ-001,HOLDOUT_O0_2022_2023,300177.SZ,2023,军工电子Ⅱ,MARKET_MA20_X2,2,0.0026178010471205001,-0.0301047120418848,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0137545700372925,-1146.5709999999965,True
HOLDOUT_O0_2022_2023:300183.SZ-001,HOLDOUT_O0_2022_2023,300183.SZ,2023,通信设备,MARKET_MA20_X2,2,0.0076765609007165003,-0.079836233367451201,0,2,-1,1,True,False,False,True,False,False,-0.081674722411672201,-7188.8399999999965,True
HOLDOUT_O0_2022_2023:300184.SZ-001,HOLDOUT_O0_2022_2023,300184.SZ,2022,其他电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0036563071297989001,-0.0859232175502741,0,7,-0.875,0.875,True,False,False,False,False,False,-0.080159394389249405,-8372.5159999999996,True
HOLDOUT_O0_2022_2023:300198.SZ-001,HOLDOUT_O0_2022_2023,300198.SZ,2022,装修建材,MARKET_MA20_X2,2,0,-0.067961165048543701,0,1,-0.5,0.5,True,False,False,False,False,False,-0.067401045556385306,-6143.1370000000024,True
HOLDOUT_O0_2022_2023:300226.SZ-001,HOLDOUT_O0_2022_2023,300226.SZ,2023,软件开发,MARKET_MA20_X2,21,0.5503875968992249,0,12,0,0.5714285714285714,-0.5714285714285714,False,True,False,False,True,False,0.35007052026407781,29111.54099999999,False
HOLDOUT_O0_2022_2023:300229.SZ-001,HOLDOUT_O0_2022_2023,300229.SZ,2022,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,8,0.0445804195804195,-0.056818181818181802,3,6,-0.375,0.375,False,False,False,False,True,True,-0.025518912327868001,-2686.8910000000033,True
HOLDOUT_O0_2022_2023:300229.SZ-002,HOLDOUT_O0_2022_2023,300229.SZ,2023,软件开发,MARKET_MA20_X2,15,0.51066350710900477,-0.046800947867298402,12,0,0.80000000000000004,-0.80000000000000004,False,True,False,False,True,False,0.33699158661243972,28470.531999999999,False
HOLDOUT_O0_2022_2023:300251.SZ-001,HOLDOUT_O0_2022_2023,300251.SZ,2022,影视院线,MARKET_MA20_X2,6,0.033472803347280401,-0.042887029288702902,1,4,-0.5,0.5,False,False,False,False,True,True,-0.019812250106486701,-1763.2289999999966,True
HOLDOUT_O0_2022_2023:300268.SZ-001,HOLDOUT_O0_2022_2023,300268.SZ,2022,农产品加工,MARKET_MA20_X2,2,0.0104262496166819,-0.078503526525605397,0,1,-0.5,0.5,True,False,False,False,False,False,-0.063894192582331102,-6247.2979999999952,True
HOLDOUT_O0_2022_2023:300271.SZ-001,HOLDOUT_O0_2022_2023,300271.SZ,2023,IT服务Ⅱ,MARKET_MA20_X2,16,0.31970260223048308,-0.0260223048327137,13,0,0.8125,-0.8125,False,True,False,False,True,False,0.15782836388253291,13386.960000000014,False
HOLDOUT_O0_2022_2023:300275.SZ-001,HOLDOUT_O0_2022_2023,300275.SZ,2023,计算机设备,MARKET_MA20_X2,4,0.0036101083032488001,-0.1095066185318892,0,3,-0.75,0.75,True,False,False,False,False,False,-0.093271349589039002,-8068.9440000000031,True
HOLDOUT_O0_2022_2023:300285.SZ-001,HOLDOUT_O0_2022_2023,300285.SZ,2023,电子化学品Ⅱ,MARKET_MA20_X2,20,0.11825192802056531,-0.022814910025707,17,1,0.80000000000000004,-0.80000000000000004,False,False,False,False,True,True,0.051878712547092802,4201.80799999999,False
HOLDOUT_O0_2022_2023:300303.SZ-001,HOLDOUT_O0_2022_2023,300303.SZ,2023,光学光电子,MARKET_MA20_X2,7,0.16045380875202581,-0.038897893030794002,1,1,0,-0,False,False,False,False,True,True,0.033774391407413201,2941.2090000000017,False
HOLDOUT_O0_2022_2023:300308.SZ-001,HOLDOUT_O0_2022_2023,300308.SZ,2022,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.0016987542468853999,-0.1308040770101925,0,8,-0.88888888888888884,0.88888888888888884,True,False,False,False,False,False,-0.1229178183993257,-11284.312000000004,True
HOLDOUT_O0_2022_2023:300311.SZ-001,HOLDOUT_O0_2022_2023,300311.SZ,2023,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,15,0.0709914320685434,-0.063647490820073302,4,13,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,-0.0542461522541203,-5042.877999999997,True
HOLDOUT_O0_2022_2023:300315.SZ-001,HOLDOUT_O0_2022_2023,300315.SZ,2022,游戏Ⅱ,MARKET_MA20_X2,3,0.011560693641618601,-0.072254335260115501,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.0596859787611232,-5002.6240000000107,True
HOLDOUT_O0_2022_2023:300316.SZ-001,HOLDOUT_O0_2022_2023,300316.SZ,2023,光伏设备,MARKET_MA20_X2,3,0.0149497145963577,-0.041859200869801501,0,1,-0.33333333333333331,0.33333333333333331,True,False,False,False,False,False,-0.0097291944261228003,-788.24899999999616,True
HOLDOUT_O0_2022_2023:300319.SZ-001,HOLDOUT_O0_2022_2023,300319.SZ,2022,元件,MARKET_MA20_X2,2,0.017068273092369302,-0.043172690763052302,1,1,0,-0,False,False,False,False,True,True,-0.036066343295259103,-3272.1780000000144,True
HOLDOUT_O0_2022_2023:300327.SZ-001,HOLDOUT_O0_2022_2023,300327.SZ,2022,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,13,0.0454104718810599,-0.1180025856496445,0,12,-0.92307692307692324,0.92307692307692324,True,False,False,False,False,False,-0.098113263594840697,-9723.7119999999995,True
HOLDOUT_O0_2022_2023:300352.SZ-001,HOLDOUT_O0_2022_2023,300352.SZ,2023,软件开发,MARKET_MA20_X2,3,0.0018018018018016,-0.0522522522522521,1,2,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.045108964504490902,-3758.8959999999938,True
HOLDOUT_O0_2022_2023:300355.SZ-001,HOLDOUT_O0_2022_2023,300355.SZ,2023,基础建设,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,11,0.0045977011494253003,-0.073563218390804402,0,10,-0.90909090909090895,0.90909090909090895,True,False,False,False,False,False,-0.067251319372948107,-5877.9210000000166,True
HOLDOUT_O0_2022_2023:300357.SZ-001,HOLDOUT_O0_2022_2023,300357.SZ,2023,生物制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,12,0.029220207709910101,-0.061784897025171703,0,11,-0.91666666666666663,0.91666666666666663,True,False,False,False,False,False,-0.060295004172255501,-5137.2620000000024,True
HOLDOUT_O0_2022_2023:300360.SZ-001,HOLDOUT_O0_2022_2023,300360.SZ,2022,电网设备,MARKET_MA20_X2,8,0.086219081272084497,-0.0742049469964665,5,7,-0.25,0.25,False,False,False,False,True,True,-0.031486332950240101,-2809.6560000000054,True
HOLDOUT_O0_2022_2023:300376.SZ-001,HOLDOUT_O0_2022_2023,300376.SZ,2022,其他电源设备Ⅱ,MARKET_MA20_X2,6,0.049107142857142599,-0.1049107142857144,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.072238158549197101,-6536.4260000000213,True
HOLDOUT_O0_2022_2023:300395.SZ-001,HOLDOUT_O0_2022_2023,300395.SZ,2023,航空装备Ⅱ,MARKET_MA20_X2,5,0.0067045916294188003,-0.086347013409183201,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.085210009979157203,-7537.3680000000013,True
HOLDOUT_O0_2022_2023:300398.SZ-001,HOLDOUT_O0_2022_2023,300398.SZ,2023,电子化学品Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,16,0.0734597156398102,-0.052132701421801,5,1,0.25,-0.25,False,False,False,False,True,True,-0.0424524468892147,-3936.5149999999994,True
HOLDOUT_O0_2022_2023:300408.SZ-001,HOLDOUT_O0_2022_2023,300408.SZ,2023,元件,MARKET_MA20_X2,25,0.0990654205607477,-0.0361370716510903,8,3,0.20000000000000001,-0.20000000000000001,False,False,False,False,True,True,0.024295820044380301,2107.410999999996,False
HOLDOUT_O0_2022_2023:300411.SZ-001,HOLDOUT_O0_2022_2023,300411.SZ,2022,专用设备,MARKET_MA20_X2,7,0.099767981438515202,-0.031322505800464001,3,0,0.42857142857142849,-0.42857142857142849,False,True,False,False,True,False,0.00036026092716420001,33.880000000009431,False
HOLDOUT_O0_2022_2023:300423.SZ-001,HOLDOUT_O0_2022_2023,300423.SZ,2023,电网设备,MARKET_MA20_X2,2,0.023789991796554701,-0.048400328137817902,1,1,0,-0,False,False,False,False,True,True,0.0111012859167083,921.12799999999675,False
HOLDOUT_O0_2022_2023:300424.SZ-001,HOLDOUT_O0_2022_2023,300424.SZ,2023,航空装备Ⅱ,MARKET_MA20_X2,5,0.019581363943281398,-0.0688723835246456,0,4,-0.80000000000000004,0.80000000000000004,True,False,False,False,False,False,-0.051864408380276103,-4536.3920000000071,True
HOLDOUT_O0_2022_2023:300427.SZ-001,HOLDOUT_O0_2022_2023,300427.SZ,2022,电网设备,MARKET_MA20_X2,3,0.0230017251293845,-0.042553191489361701,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.038727230216591801,-3640.3560000000002,True
HOLDOUT_O0_2022_2023:300433.SZ-001,HOLDOUT_O0_2022_2023,300433.SZ,2022,消费电子,MARKET_MA20_X2,3,0.0086956521739128007,-0.059999999999999901,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.051182697430689102,-5006.6260000000038,True
HOLDOUT_O0_2022_2023:300456.SZ-001,HOLDOUT_O0_2022_2023,300456.SZ,2023,半导体,MARKET_MA20_X2,5,0.014129995962858201,-0.0863948324586193,1,5,-0.80000000000000004,0.80000000000000004,False,False,False,True,False,False,-0.086191170755200497,-7676.4419999999955,True
HOLDOUT_O0_2022_2023:300473.SZ-001,HOLDOUT_O0_2022_2023,300473.SZ,2023,汽车零部件,MARKET_MA20_X2,14,0.14892528147389961,-0.050665301944728701,9,2,0.5,-0.5,False,False,False,False,True,True,0.0213779727521555,1839.1030000000192,False
HOLDOUT_O0_2022_2023:300507.SZ-001,HOLDOUT_O0_2022_2023,300507.SZ,2023,汽车零部件,MARKET_MA20_X2,14,0.12581063553826191,-0.071335927367055602,0,11,-0.7857142857142857,0.7857142857142857,True,False,False,False,False,False,-0.0055044061010253,-498.70200000000682,False
HOLDOUT_O0_2022_2023:300510.SZ-001,HOLDOUT_O0_2022_2023,300510.SZ,2023,电网设备,MARKET_MA20_X2,4,0.063914780292942702,-0.037283621837549803,1,3,-0.5,0.5,False,False,False,False,True,True,-0.020964993123327402,-1733.6500000000049,True
HOLDOUT_O0_2022_2023:300513.SZ-001,HOLDOUT_O0_2022_2023,300513.SZ,2023,通信服务,MARKET_MA20_X2,3,0.0073529411764703999,-0.074264705882352802,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.053987983914048902,-4773.0409999999974,True
HOLDOUT_O0_2022_2023:300532.SZ-001,HOLDOUT_O0_2022_2023,300532.SZ,2022,IT服务Ⅱ,MARKET_MA20_X2,8,0.1001275510204082,-0.067602040816326397,3,7,-0.5,0.5,False,False,False,False,True,True,-0.039259134422484701,-3630.3069999999898,False
HOLDOUT_O0_2022_2023:300537.SZ-001,HOLDOUT_O0_2022_2023,300537.SZ,2023,电子化学品Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,21,0.073659398939304496,-0.084266352386564505,1,20,-0.90476190476190477,0.90476190476190477,False,False,False,False,True,True,-0.075342898643019102,-6887.948000000004,True
HOLDOUT_O0_2022_2023:300598.SZ-001,HOLDOUT_O0_2022_2023,300598.SZ,2022,软件开发,MARKET_MA20_X2,4,0.056912209889000802,-0.081735620585267302,0,3,-0.75,0.75,True,False,False,False,False,False,-0.080809429542219396,-7602.5500000000029,True
HOLDOUT_O0_2022_2023:300598.SZ-002,HOLDOUT_O0_2022_2023,300598.SZ,2023,软件开发,MARKET_MA20_X2,2,0.028135343876424999,-0.032732622287605602,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0236538011455261,-1931.3700000000099,True
HOLDOUT_O0_2022_2023:300601.SZ-001,HOLDOUT_O0_2022_2023,300601.SZ,2023,生物制品,MARKET_MA20_X2,20,0.048659384309831001,-0.0261502813637868,6,19,-0.65000000000000002,0.65000000000000002,False,False,False,False,True,True,-0.0195068089804931,-1592.7029999999941,True
HOLDOUT_O0_2022_2023:300611.SZ-001,HOLDOUT_O0_2022_2023,300611.SZ,2023,汽车零部件,MARKET_MA20_X2,2,0.0106907894736839,-0.030427631578947401,0,0,0,-0,True,True,False,False,False,False,0.0012848993112150001,106.35199999999897,False
HOLDOUT_O0_2022_2023:300629.SZ-001,HOLDOUT_O0_2022_2023,300629.SZ,2023,军工电子Ⅱ,MARKET_MA20_X2,2,0.0089201877934270007,-0.046009389671361402,0,1,-0.5,0.5,True,False,False,False,False,False,-0.047915464816873102,-4086.4799999999959,True
HOLDOUT_O0_2022_2023:300661.SZ-001,HOLDOUT_O0_2022_2023,300661.SZ,2023,半导体,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,18,0.067325442501900201,-0.076989901183624601,4,14,-0.55555555555555547,0.55555555555555547,False,False,False,False,True,True,-0.063661932594498302,-5281.6409999999887,True
HOLDOUT_O0_2022_2023:300663.SZ-001,HOLDOUT_O0_2022_2023,300663.SZ,2022,软件开发,MARKET_MA20_X2,4,0.0749999999999999,-0.035000000000000003,0,2,-0.5,0.5,True,False,False,False,False,False,-0.019463036963037,-1807.9760000000097,True
HOLDOUT_O0_2022_2023:300663.SZ-002,HOLDOUT_O0_2022_2023,300663.SZ,2022,软件开发,MARKET_MA20_X2,9,0.025997581620314299,-0.11426844014510271,1,8,-0.77777777777777768,0.77777777777777768,False,False,False,False,True,True,-0.083602991329289306,-7727.1180000000013,True
HOLDOUT_O0_2022_2023:300676.SZ-001,HOLDOUT_O0_2022_2023,300676.SZ,2022,医疗服务,MARKET_MA20_X2,3,0.036229508196721202,-0.037377049180327901,1,2,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,-0.033410523902327099,-2652.1040000000062,True
HOLDOUT_O0_2022_2023:300722.SZ-001,HOLDOUT_O0_2022_2023,300722.SZ,2022,航天装备Ⅱ,MARKET_MA20_X2,3,0.00059154096421150002,-0.049689440993788803,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.049521906664763603,-4525.2269999999844,True
HOLDOUT_O0_2022_2023:300730.SZ-001,HOLDOUT_O0_2022_2023,300730.SZ,2023,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,18,0.20874751491053661,-0.0755467196819085,7,3,0.22222222222222221,-0.22222222222222221,False,False,False,False,True,True,-0.0122235355268879,-1212.1110000000035,False
HOLDOUT_O0_2022_2023:300740.SZ-001,HOLDOUT_O0_2022_2023,300740.SZ,2022,化妆品,MARKET_MA20_X2,5,0.13469387755102041,-0.021088435374149499,1,0,0.20000000000000001,-0.20000000000000001,False,True,False,False,True,False,0.067951581945751002,6299.2890000000052,False
HOLDOUT_O0_2022_2023:300750.SZ-001,HOLDOUT_O0_2022_2023,300750.SZ,2023,电池,MARKET_MA20_X2,3,0.019754601226994,-0.0055623721881391001,1,2,-0.33333333333333331,0.33333333333333331,False,False,False,False,True,True,0.011880144395481801,872.27999999999884,False
HOLDOUT_O0_2022_2023:300774.SZ-001,HOLDOUT_O0_2022_2023,300774.SZ,2022,环境治理,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.0057747834456207004,-0.1352261790182869,0,2,-0.5,0.5,True,False,False,False,False,False,-0.1170877396153964,-12586.392000000007,True
