trade_id,baseline_block,symbol,entry_year,entry_industry,canonical_exit_reason,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,normalized_excursion_order,oriented_order,mfe_at_entry,mae_at_entry,mfe_at_exit,mae_at_exit,boundary_clean,strict_interior,round_trip_return,realized_pnl,false_breakout
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025,医疗服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,21,0.30859813084112148,-0.016448598130841201,12,0,0.5714285714285714,-0.5714285714285714,False,True,False,False,True,False,0.027682230986636799,4150.9450000000197,False
DEVELOPMENT_2024_2025:301096.SZ-002,DEVELOPMENT_2024_2025,301096.SZ,2025,医疗服务,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,3,0.0289333333333332,-0.29199999999999993,0,3,-1,1,True,False,False,True,False,False,-0.2443583280730903,-51462.69299999997,True
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025,金属新材料,MARKET_MA20_X2,12,0.72878048780487803,-0.017073170731707301,5,1,0.33333333333333331,-0.33333333333333331,False,False,False,False,True,True,0.342693529562414,52587.453000000001,False
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025,通信设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,70,0.79074446680080468,-0.061032863849765202,48,8,0.5714285714285714,-0.5714285714285714,False,False,False,False,True,True,0.46936602829865082,74354.740000000034,False
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025,计算机设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,13,0.093789288408347798,-0.079708322856424402,2,13,-0.84615384615384615,0.84615384615384615,False,False,False,True,False,False,-0.078813852343560906,-14077.13400000002,True
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025,医疗器械,MARKET_MA20_X2,7,0.1106237816764131,-0.035575048732943301,2,4,-0.2857142857142857,0.2857142857142857,False,False,False,False,True,True,-0.033606257290467803,-5039.1169999999984,False
DEVELOPMENT_2024_2025:301213.SZ-001,DEVELOPMENT_2024_2025,301213.SZ,2024,军工电子Ⅱ,MARKET_MA20_X2,2,0.079583240966526206,0,1,0,0.5,-0.5,False,True,False,False,True,False,0.0088426315426978,1317.6569999999774,False
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025,军工电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,10,0.1224489795918365,-0.085102040816326399,3,9,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,-0.0747114545533515,-11352.539999999981,False
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025,电池,MARKET_MA20_X2,6,0.016142050040354902,-0.1154156577885391,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.1026502913302505,-16295.178000000014,True
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024,医疗服务,MARKET_MA20_X2,8,0.0237288135593221,-0.1115254237288134,0,6,-0.75,0.75,True,False,False,False,False,False,-0.082471108400518398,-13865.369000000006,True
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025,电池,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,17,0.061715481171548001,-0.0601464435146443,2,15,-0.76470588235294112,0.76470588235294112,False,False,False,False,True,True,-0.050540986210442,-7254.8249999999825,True
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025,消费电子,MARKET_MA20_X2,13,0.1103053435114504,-0.069847328244274601,10,4,0.46153846153846151,-0.46153846153846151,False,False,False,False,True,True,0.0078046692998794001,1350.55799999999,False
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024,化学制药,MARKET_MA20_X2,16,0.55867346938775497,-0.024659863945577998,3,0,0.1875,-0.1875,False,True,False,False,True,False,0.20384158715584241,21746.957750000016,False
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025,化学制药,MARKET_MA20_X2,9,0.016551724137931101,-0.13793103448275851,0,8,-0.88888888888888884,0.88888888888888884,True,False,False,False,False,False,-0.1361694041838713,-22046.744999999995,True
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025,电网设备,MARKET_MA20_X2,28,0.3681020733652311,-0.051036682615629901,19,1,0.6428571428571429,-0.6428571428571429,False,False,False,False,True,True,0.1045323251981039,17681.01299999997,False
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024,饲料,MARKET_MA20_X2,12,0.0587287639132981,-0.057703573520796601,9,1,0.66666666666666663,-0.66666666666666663,False,False,False,False,True,True,-0.0042059969349552999,-717.42699999999604,True
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024,饲料,MARKET_MA20_X2,2,0.033108108108108103,-0.0099999999999998007,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0015934065934065001,-236.05999999999767,True
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025,通信设备,MARKET_MA20_X2,9,0.0345864661654132,-0.066917293233082598,1,8,-0.77777777777777768,0.77777777777777768,False,False,False,False,True,True,-0.055331622545624702,-9208.6350000000075,True
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025,半导体,MARKET_MA20_X2,8,0.1088777219430485,-0.028308207705192701,7,2,0.625,-0.625,False,False,False,False,True,True,-0.0057417045955692999,-995.90600000000074,False
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020,电网设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.17285648784961011,-0.048601558917927501,18,8,0.43478260869565211,-0.43478260869565211,False,False,False,False,True,True,0.012097025588965801,1479.0930000000226,False
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021,游戏Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,5,0.0080775444264942001,-0.079159935379644497,0,0,0,-0,True,True,False,False,False,False,-0.055694759111164401,-10133.760000000007,True
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021,游戏Ⅱ,MARKET_MA20_X2,4,0.028799999999999801,-0.033599999999999901,0,2,-0.5,0.5,True,False,False,False,False,False,-0.0083026347815682005,-1397.1600000000035,True
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020,通用设备,MARKET_MA20_X2,27,0.24209167204648141,-0.037443511943189102,16,0,0.59259259259259245,-0.59259259259259245,False,True,False,False,True,False,-0.011107613745866,-1499.4929999999856,False
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021,生物制品,MARKET_MA20_X2,3,0.050996483001172301,-0.0128956623681124,2,1,0.33333333333333331,-0.33333333333333331,False,False,False,False,True,True,0.042461641523775302,5365.8880000000208,False
EXTENDED_2018_2021:300010.SZ-001,EXTENDED_2018_2021,300010.SZ,2019,教育,MARKET_MA20_X2,11,0.047058823529411702,-0.088235294117646801,8,10,-0.1818181818181818,0.1818181818181818,False,False,False,False,True,True,-0.058170991188436702,-7299.6659999999893,True
EXTENDED_2018_2021:300012.SZ-001,EXTENDED_2018_2021,300012.SZ,2019,专业服务,MARKET_MA20_X2,32,0.21192052980132431,-0.054304635761589302,26,6,0.625,-0.625,False,False,False,False,True,True,0.11810866421655231,12288.608999999997,False
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021,专业服务,MARKET_MA20_X2,16,0.096298834818368498,-0.09698423577793,10,6,0.25,-0.25,False,False,False,False,True,True,0.018864959577776601,2369.4290000000037,False
EXTENDED_2018_2021:300014.SZ-001,EXTENDED_2018_2021,300014.SZ,2018,电池,MARKET_MA20_X2,11,0.0299644489588624,-0.090401218892839003,0,9,-0.81818181818181823,0.81818181818181823,True,False,False,False,False,False,-0.062820876431846501,-6190.9000000000087,True
EXTENDED_2018_2021:300015.SZ-001,EXTENDED_2018_2021,300015.SZ,2019,医疗服务,MARKET_MA20_X2,20,0.066176470588235101,-0.026470588235293899,18,4,0.69999999999999984,-0.69999999999999984,False,False,False,False,True,True,0.0369145550337499,4403.9870000000228,False
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020,医疗服务,MARKET_MA20_X2,2,0,-0.032611674431351101,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0263395141443921,-3271.1060000000002,True
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020,医疗服务,MARKET_MA20_X2,21,0.1328368314150305,-0.0872037914691942,16,1,0.7142857142857143,-0.7142857142857143,False,False,False,False,True,True,0.066382365095973797,7851.584000000018,False
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,2,0.0105900151285929,-0.057488653555219302,0,1,-0.5,0.5,True,False,False,False,False,False,-0.057861956500383102,-10604.945000000009,True
EXTENDED_2018_2021:300020.SZ-001,EXTENDED_2018_2021,300020.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,27,0.1872871736662883,-0.057888762769579903,22,9,0.4814814814814814,-0.4814814814814814,False,False,False,False,True,True,0.061266468445742801,7686.3890000000156,False
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,28,0.1932234432234432,-0.056776556776556603,17,9,0.2857142857142857,-0.2857142857142857,False,False,False,False,True,True,-0.027881699445775399,-3757.438999999998,False
EXTENDED_2018_2021:300027.SZ-001,EXTENDED_2018_2021,300027.SZ,2019,影视院线,MARKET_MA20_X2,22,0.1765799256505575,-0.0204460966542751,10,0,0.45454545454545447,-0.45454545454545447,False,True,False,False,True,False,-0.0164956424096523,-1863.0149999999992,False
EXTENDED_2018_2021:300033.SZ-001,EXTENDED_2018_2021,300033.SZ,2019,软件开发,MARKET_MA20_X2,32,1.1622731201382883,-0.0082108902333621007,28,0,0.875,-0.875,False,True,False,False,True,False,0.90395621016839722,83753.857000000018,False
EXTENDED_2018_2021:300034.SZ-001,EXTENDED_2018_2021,300034.SZ,2019,航空装备Ⅱ,MARKET_MA20_X2,18,0.1151801535735381,-0.046072061429415202,6,17,-0.61111111111111105,0.61111111111111105,False,False,False,False,True,True,-0.030539106576151599,-3941.161000000016,False
EXTENDED_2018_2021:300036.SZ-001,EXTENDED_2018_2021,300036.SZ,2019,软件开发,MARKET_EMERGENCY_X0.96,32,0.39197994987468671,-0.0330827067669172,25,13,0.375,-0.375,False,False,False,False,True,True,0.13005887844306591,15590.645999999992,False
EXTENDED_2018_2021:300037.SZ-001,EXTENDED_2018_2021,300037.SZ,2019,电池,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,25,0.12733944954128421,-0.082568807339449296,17,5,0.47999999999999993,-0.47999999999999993,False,False,False,False,True,True,0.0030105896889248002,337.47200000000885,False
EXTENDED_2018_2021:300037.SZ-002,EXTENDED_2018_2021,300037.SZ,2019,电池,MARKET_MA20_X2,3,0.013669064748201201,-0.0546762589928056,0,2,-0.66666666666666663,0.66666666666666663,True,False,False,False,False,False,-0.0029697186522230001,-363.31900000000314,True
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020,电池,MARKET_MA20_X2,27,0.45334215751158158,-0.0231634679020515,17,0,0.62962962962962965,-0.62962962962962965,False,True,False,False,True,False,0.1795556200952784,23127.243999999999,False
EXTENDED_2018_2021:300041.SZ-001,EXTENDED_2018_2021,300041.SZ,2019,化学制品,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,2,0.0143755615453726,-0.083557951482479798,0,1,-0.5,0.5,True,False,False,False,False,False,-0.068352133042160104,-7995.960000000021,True
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021,计算机设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,11,0.078929765886287501,-0.1585284280936454,1,9,-0.72727272727272718,0.72727272727272718,False,False,False,False,True,True,-0.12622142105358611,-17412.474000000009,True
EXTENDED_2018_2021:300044.SZ-001,EXTENDED_2018_2021,300044.SZ,2020,IT服务Ⅱ,MARKET_MA20_X2,4,0.034571062740076701,-0.0781049935979512,1,3,-0.5,0.5,False,False,False,False,True,True,-0.0569456152042579,-7390.153999999995,True
EXTENDED_2018_2021:300044.SZ-002,EXTENDED_2018_2021,300044.SZ,2020,IT服务Ⅱ,SET_REMOVAL,10,0.20680958385876411,-0.0416141235813366,8,9,-0.10000000000000001,0.10000000000000001,False,False,False,False,True,True,-0.027535273639664602,-3652.6509999999994,False
EXTENDED_2018_2021:300046.SZ-001,EXTENDED_2018_2021,300046.SZ,2021,半导体,MARKET_MA20_X2,11,0.048623525205577202,-0.1390775831247765,0,10,-0.90909090909090895,0.90909090909090895,True,False,False,False,False,False,-0.1257006346022134,-22475.100000000009,True
EXTENDED_2018_2021:300048.SZ-001,EXTENDED_2018_2021,300048.SZ,2021,自动化设备,MARKET_MA20_X2,23,0.36307692307692302,-0.0046153846153846002,20,0,0.86956521739130432,-0.86956521739130432,False,True,False,False,True,False,0.1814302429207891,35453.685999999965,False
EXTENDED_2018_2021:300059.SZ-001,EXTENDED_2018_2021,300059.SZ,2020,证券Ⅱ,MARKET_MA20_X2,27,0.79684657368101885,-0.019405700424499399,18,0,0.66666666666666663,-0.66666666666666663,False,True,False,False,True,False,0.49632212844765922,58986.261000000013,False
EXTENDED_2018_2021:300059.SZ-002,EXTENDED_2018_2021,300059.SZ,2021,证券Ⅱ,MARKET_MA20_X2,7,0.045454545454545102,-0.046875,2,5,-0.42857142857142849,0.42857142857142849,False,False,False,False,True,True,-0.0360207973844337,-6599.8400000000256,True
EXTENDED_2018_2021:300059.SZ-003,EXTENDED_2018_2021,300059.SZ,2021,证券Ⅱ,MARKET_MA20_X2,4,0.025841816758026399,-0.023753589141216402,0,3,-0.75,0.75,True,False,False,False,False,False,-0.021275513836202901,-3508.2840000000142,True
EXTENDED_2018_2021:300065.SZ-001,EXTENDED_2018_2021,300065.SZ,2021,航海装备Ⅱ,MARKET_MA20_X2,6,0.1493268053855569,-0.0085679314565483,1,0,0.1666666666666666,-0.1666666666666666,False,True,False,False,True,False,0.0016666320215891,271.23699999999371,False
EXTENDED_2018_2021:300066.SZ-001,EXTENDED_2018_2021,300066.SZ,2020,通用设备,MARKET_MA20_X2,15,0.069597069597069502,-0.1007326007326006,1,5,-0.26666666666666661,0.26666666666666661,False,False,False,False,True,True,-0.084641308871096402,-10686.823000000022,True
EXTENDED_2018_2021:300068.SZ-001,EXTENDED_2018_2021,300068.SZ,2018,电池,MARKET_EMERGENCY_X0.96,8,0.027607361963190202,-0.0588957055214724,4,7,-0.375,0.375,False,False,False,False,True,True,-0.044856983507290102,-4464.5899999999965,True
EXTENDED_2018_2021:300068.SZ-002,EXTENDED_2018_2021,300068.SZ,2019,电池,MARKET_MA20_X2,8,0.0331664580725907,-0.060075093867334201,0,6,-0.75,0.75,True,False,False,False,False,False,-0.0498011545118138,-6040.5400000000081,True
EXTENDED_2018_2021:300075.SZ-001,EXTENDED_2018_2021,300075.SZ,2020,软件开发,SET_REMOVAL,2,0.00062460961898790004,-0.1449094316052468,0,1,-0.5,0.5,True,False,False,False,False,False,-0.14100764943987931,-18530.278000000009,True
EXTENDED_2018_2021:300075.SZ-002,EXTENDED_2018_2021,300075.SZ,2021,软件开发,MARKET_MA20_X2,16,0.0749999999999999,-0.079285714285714098,2,3,-0.0625,0.0625,False,False,False,False,True,True,-0.0116820960149296,-2246.3280000000213,True
EXTENDED_2018_2021:300079.SZ-001,EXTENDED_2018_2021,300079.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,29,1.0558375634517767,-0.022842639593908601,18,4,0.48275862068965508,-0.48275862068965508,False,False,False,False,True,True,0.73711566190126032,76400.228000000003,False
EXTENDED_2018_2021:300085.SZ-001,EXTENDED_2018_2021,300085.SZ,2021,软件开发,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,3,0.0024096385542166001,-0.10963855421686761,0,3,-1,1,True,False,False,True,False,False,-0.1074358753727602,-14040.31700000001,True
EXTENDED_2018_2021:300088.SZ-001,EXTENDED_2018_2021,300088.SZ,2020,光学光电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,26,0.27019498607242332,-0.021355617455895901,17,0,0.65384615384615385,-0.65384615384615385,False,True,False,False,True,False,-0.0032384068373786002,-419.91300000001297,False
EXTENDED_2018_2021:300088.SZ-002,EXTENDED_2018_2021,300088.SZ,2021,光学光电子,MARKET_MA20_X2,7,0.022962112514351301,-0.055109070034443201,6,5,0.14285714285714279,-0.14285714285714279,False,False,False,False,True,True,-0.0260600478740548,-4316.9900000000198,True
EXTENDED_2018_2021:300094.SZ-001,EXTENDED_2018_2021,300094.SZ,2021,渔业,MARKET_MA20_X2,2,0.052154195011337702,-0.0022675736961449001,1,0,0.5,-0.5,False,True,False,False,True,False,0.016106342636954801,2879.5499999999884,False
EXTENDED_2018_2021:300101.SZ-001,EXTENDED_2018_2021,300101.SZ,2021,军工电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,23,0.14244186046511631,-0.0058139534883719004,15,4,0.47826086956521741,-0.47826086956521741,False,False,False,False,True,True,0.045210458146504602,5604.4620000000141,False
EXTENDED_2018_2021:300102.SZ-001,EXTENDED_2018_2021,300102.SZ,2021,光学光电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,46,0.36475409836065548,-0.0355191256830601,25,4,0.4565217391304347,-0.4565217391304347,False,False,False,False,True,True,0.079256372126467703,12075.200000000026,False
EXTENDED_2018_2021:300107.SZ-001,EXTENDED_2018_2021,300107.SZ,2019,化学制品,MARKET_MA20_X2,22,0.17807017543859641,-0.021052631578947299,11,0,0.5,-0.5,False,True,False,False,True,False,0.062347455229696702,6926.8640000000014,False
EXTENDED_2018_2021:300110.SZ-001,EXTENDED_2018_2021,300110.SZ,2020,化学制药,SET_REMOVAL,10,0.46875,-0.0208333333333332,8,2,0.59999999999999987,-0.59999999999999987,False,False,False,False,True,True,0.096370909780674002,13479.758999999996,False
EXTENDED_2018_2021:300115.SZ-001,EXTENDED_2018_2021,300115.SZ,2020,消费电子,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,15,0.28186046511627888,-0.096279069767441702,5,14,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,0.0059511999628278,717.24099999999999,False
EXTENDED_2018_2021:300119.SZ-001,EXTENDED_2018_2021,300119.SZ,2021,动物保健Ⅱ,MARKET_MA20_X2,4,0.0451306413301664,-0.036986766202918103,1,3,-0.5,0.5,False,False,False,False,True,True,-0.036201667351989701,-4378.5130000000063,True
EXTENDED_2018_2021:300122.SZ-001,EXTENDED_2018_2021,300122.SZ,2018,生物制品,MARKET_MA20_X2,5,0.076662561576354704,-0.0049261083743841003,1,0,0.20000000000000001,-0.20000000000000001,False,True,False,False,True,False,0.047164658002096502,4600.320000000007,False
EXTENDED_2018_2021:300124.SZ-001,EXTENDED_2018_2021,300124.SZ,2020,自动化设备,MARKET_MA20_X2,16,0.26559485530546612,-0.067524115755627001,16,10,0.375,-0.375,False,False,True,False,True,False,0.26274564619882262,31090.221999999991,False
EXTENDED_2018_2021:300131.SZ-001,EXTENDED_2018_2021,300131.SZ,2019,其他电子Ⅱ,MARKET_MA20_X2,21,0.0496794871794871,-0.078525641025640899,17,2,0.7142857142857143,-0.7142857142857143,False,False,False,False,True,True,-0.0488838940849083,-6079.6530000000175,True
EXTENDED_2018_2021:300136.SZ-001,EXTENDED_2018_2021,300136.SZ,2019,消费电子,MARKET_EMERGENCY_X0.96,18,0.062349595274556802,-0.1467950120323781,13,18,-0.27777777777777768,0.27777777777777768,False,False,False,True,False,False,-0.14849971730304251,-17666.245999999999,True
EXTENDED_2018_2021:300137.SZ-001,EXTENDED_2018_2021,300137.SZ,2018,环保设备Ⅱ,MARKET_MA20_X2,6,0.0047846889952154002,-0.1095693779904305,0,5,-0.83333333333333326,0.83333333333333326,True,False,False,False,False,False,-0.094157995114932905,-9061.4020000000019,True
EXTENDED_2018_2021:300141.SZ-001,EXTENDED_2018_2021,300141.SZ,2021,电网设备,MARKET_MA20_X2,9,0.1607629427792916,-0.0663033605812898,1,0,0.1111111111111111,-0.1111111111111111,False,True,False,False,True,False,-0.056014211203708301,-9506.9309999999914,False
EXTENDED_2018_2021:300142.SZ-001,EXTENDED_2018_2021,300142.SZ,2019,生物制品,MARKET_MA20_X2,22,0.23073073073073061,-0.0040040040040041002,21,0,0.95454545454545436,-0.95454545454545436,False,True,False,False,True,False,0.18069476431726611,21423.432000000001,False
EXTENDED_2018_2021:300142.SZ-002,EXTENDED_2018_2021,300142.SZ,2019,生物制品,MARKET_MA20_X2,4,0.061513687600644101,-0.0064412238325282003,2,0,0.5,-0.5,False,True,False,False,True,False,0.0084142402220205009,993.78899999999521,False
EXTENDED_2018_2021:300144.SZ-001,EXTENDED_2018_2021,300144.SZ,2018,旅游及景区,MARKET_EMERGENCY_X0.96,12,0.0659898477157361,-0.0324873096446699,3,11,-0.66666666666666663,0.66666666666666663,False,False,False,False,True,True,-0.025157464038170901,-2530.6520000000028,True
EXTENDED_2018_2021:300144.SZ-002,EXTENDED_2018_2021,300144.SZ,2019,旅游及景区,MARKET_MA20_X2,18,0.073863636363636298,-0.028787878787878501,17,8,0.5,-0.5,False,False,False,False,True,True,0.047439252507137902,5652.0559999999969,False
EXTENDED_2018_2021:300146.SZ-001,EXTENDED_2018_2021,300146.SZ,2020,食品加工,MARKET_MA20_X2,2,0.028938906752411502,-0.019292604501607601,1,0,0.5,-0.5,False,True,False,False,True,False,0.0060245221016924002,686.43299999998999,False
EXTENDED_2018_2021:300151.SZ-001,EXTENDED_2018_2021,300151.SZ,2021,专用设备,MARKET_MA20_X2,5,0.033935934031081402,-0.068506184586108299,1,4,-0.59999999999999987,0.59999999999999987,False,False,False,False,True,True,-0.066569016140852505,-7983.8760000000029,True
EXTENDED_2018_2021:300158.SZ-001,EXTENDED_2018_2021,300158.SZ,2018,中药Ⅱ,MARKET_EMERGENCY_X0.96,10,0.022742040285899798,-0.1137102014294997,0,9,-0.90000000000000002,0.90000000000000002,True,False,False,False,False,False,-0.1098123748468913,-11480.603000000005,True
EXTENDED_2018_2021:300161.SZ-001,EXTENDED_2018_2021,300161.SZ,2021,通用设备,MARKET_MA20_X2,2,0.0313333333333334,-0.0899999999999999,0,1,-0.5,0.5,True,False,False,False,False,False,-0.0585514485514484,-9670.6499999999942,True
EXTENDED_2018_2021:300162.SZ-001,EXTENDED_2018_2021,300162.SZ,2021,光学光电子,MARKET_MA20_X2,9,0.2055622732769046,-0.0604594921402659,7,1,0.66666666666666663,-0.66666666666666663,False,False,False,False,True,True,0.0239650968119694,4120.9610000000212,False
EXTENDED_2018_2021:300166.SZ-001,EXTENDED_2018_2021,300166.SZ,2021,IT服务Ⅱ,MARKET_MA20_X2,12,0.0141376060320452,-0.077285579641847305,2,11,-0.75,0.75,False,False,False,False,True,True,-0.061179976319073001,-11088.385000000017,True
EXTENDED_2018_2021:300171.SZ-001,EXTENDED_2018_2021,300171.SZ,2021,医疗器械,MARKET_MA20_X2,4,0.013498920086393,-0.084233261339092702,0,3,-0.75,0.75,True,False,False,False,False,False,-0.073129893864235102,-9218.8960000000097,True
EXTENDED_2018_2021:300177.SZ-001,EXTENDED_2018_2021,300177.SZ,2020,军工电子Ⅱ,MARKET_MA20_X2,11,0.066204772902232201,-0.099307159353348703,0,10,-0.90909090909090895,0.90909090909090895,True,False,False,False,False,False,-0.0205698732744941,-2611.2800000000134,True
EXTENDED_2018_2021:300184.SZ-001,EXTENDED_2018_2021,300184.SZ,2021,其他电子Ⅱ,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,9,0.062857142857142903,-0.1471428571428571,1,8,-0.77777777777777768,0.77777777777777768,False,False,False,False,True,True,-0.1417182817182816,-25719.217999999993,True
EXTENDED_2018_2021:300188.SZ-001,EXTENDED_2018_2021,300188.SZ,2018,软件开发,MARKET_MA20_X2,2,0,-0.039480519480519401,0,1,-0.5,0.5,True,False,False,False,False,False,-0.034659885568976402,-3339.3500000000058,True
EXTENDED_2018_2021:300194.SZ-001,EXTENDED_2018_2021,300194.SZ,2020,化学制药,SET_REMOVAL,6,0.083333333333333301,-0.12575757575757571,4,6,-0.33333333333333331,0.33333333333333331,False,False,False,True,False,False,-0.11507030197354071,-15574.099000000006,True
EXTENDED_2018_2021:300212.SZ-001,EXTENDED_2018_2021,300212.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,22,0.30434782608695637,-0.0223848471803701,10,0,0.45454545454545447,-0.45454545454545447,False,True,False,False,True,False,0.1728511454291482,18588.313999999998,False
EXTENDED_2018_2021:300226.SZ-001,EXTENDED_2018_2021,300226.SZ,2020,软件开发,MARKET_MA20_X2,26,0.26850426752483542,-0.0076955365887784004,16,0,0.61538461538461542,-0.61538461538461542,False,True,False,False,True,False,0.069636953224472303,7971.0879999999888,False
EXTENDED_2018_2021:300227.SZ-001,EXTENDED_2018_2021,300227.SZ,2020,自动化设备,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,4,0.0398706896551725,-0.088362068965517002,1,3,-0.5,0.5,False,False,False,False,True,True,-0.061587536995760202,-7520.6999999999825,True
EXTENDED_2018_2021:300232.SZ-001,EXTENDED_2018_2021,300232.SZ,2019,光学光电子,MARKET_EMERGENCY_X0.96,28,0.25076452599388371,-0.016309887869520801,24,6,0.6428571428571429,-0.6428571428571429,False,False,False,False,True,True,0.0082837150817298005,992.40300000000127,False
EXTENDED_2018_2021:300241.SZ-001,EXTENDED_2018_2021,300241.SZ,2021,光学光电子,MARKET_MA20_X2,19,0.93758480325644478,-0.032564450474898303,17,1,0.84210526315789458,-0.84210526315789458,False,False,False,False,True,True,0.59822075436982025,95109.819000000003,False
EXTENDED_2018_2021:300251.SZ-001,EXTENDED_2018_2021,300251.SZ,2019,影视院线,MARKET_MA20_X2,2,0.045977011494252699,-0.0041797283176594003,1,0,0.5,-0.5,False,True,False,False,True,False,0.027201638486904801,3153.0179999999964,False
EXTENDED_2018_2021:300251.SZ-002,EXTENDED_2018_2021,300251.SZ,2021,影视院线,MARKET_MA20_X2,9,0.034058656575212599,-0.056764427625354601,8,2,0.66666666666666663,-0.66666666666666663,False,False,False,False,True,True,0.012191599869324801,2163,False
EXTENDED_2018_2021:300271.SZ-001,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,32,0.44936708860759478,-0.0050632911392405004,20,0,0.625,-0.625,False,True,False,False,True,False,0.30579003897119678,29501.516000000003,False
EXTENDED_2018_2021:300271.SZ-002,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,11,0.014410480349345001,-0.0580786026200871,8,3,0.45454545454545447,-0.45454545454545447,False,False,False,False,True,True,-0.042784687963987302,-5293.132999999978,True
EXTENDED_2018_2021:300271.SZ-003,EXTENDED_2018_2021,300271.SZ,2019,IT服务Ⅱ,MARKET_MA20_X2,4,0.048780487804878002,-0.0374264087468461,0,3,-0.75,0.75,True,False,False,False,False,False,-0.0253994976476614,-3021.9270000000001,True
