trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,entry_industry,entry_snapshot_id,entry_beta60,entry_log_amount20,outcome_class,extreme_winner,winner20,false_breakout,severe_loss,mfe,round_trip_return,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,rs_improvement,volatility_compression,range_compression,downside_amount_contraction,rs_improvement_neighbor,volatility_compression_neighbor,range_compression_neighbor,downside_amount_contraction_neighbor,higher_low_formation,prior_high_approach,amount_release
DEVELOPMENT_2024_2025:300057.SZ-001,DEVELOPMENT_2024_2025,300057.SZ,2025-06-23,2025-06-24,2025,工业金属,PITB-80B916173F29877FD683,1.1941562490812625,18.435802289487523,ordinary_winner,False,False,False,False,0.31826741996233521,0.13893205909396539,22573.446999999996,67,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.62357512953367866,0.14529914529914539,0.13465783664459141,0.1521739130434788,3.5732176382008141,0.02612870673147305,0.16991570038144885,0.37899543378995437,0.11352742161531046,-0.046487469036777335,0.013824278438029983,0.025241733088725238,0.02019169040107361,-0.053947417968476102,0.0049179976417616789,-0.0013064615967224302,0.0085470605784585679,0.063320864974944324,1.4983949410070592
DEVELOPMENT_2024_2025:300072.SZ-001,DEVELOPMENT_2024_2025,300072.SZ,2025-06-23,2025-06-24,2025,化学制品,PITB-80B916173F29877FD683,1.1257232464789724,18.4799587997014,ordinary_loser,False,False,True,False,0.060439560439560398,-0.050475269518958303,-7591.1899999999896,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.66178756476683931,0.25337837837837829,0.14840989399293281,0.1379310344827587,6.6804884816198236,0.02612870673147305,0.16991570038144885,0.37899543378995437,0.20533327181232125,0.020744096920238098,0.022554517133956439,-0.10459618811436627,0.043736678523564519,0.013539220736820845,-0.003051201671891407,-0.11648093634616036,0.013423020332140771,0.15650440311432404,1.9008217229456486
DEVELOPMENT_2024_2025:300092.SZ-001,DEVELOPMENT_2024_2025,300092.SZ,2025-03-17,2025-03-18,2025,专用设备,PITB-80B916173F29877FD683,0.94363665397357366,18.610611694671654,ordinary_winner,False,False,False,False,0.037234042553191397,0.0048272396296710996,763.07999999998719,5,MARKET_MA20_X2,0.56298020954598371,0.1124161073825502,0.1687956204379561,0.0522388059701481,2.7529084738384753,0.026877168384299654,0.27354690084870514,0.4771689497716895,0.14138078825555697,-0.011628625143192073,0.0036764089407583384,-0.11564596705947688,0.12254396062966461,-0.0085000811256187858,-0.01335177747307198,0.025478050003849839,0.0043271378638814889,0.074944485821863818,-0.0061568797082083293
DEVELOPMENT_2024_2025:300092.SZ-002,DEVELOPMENT_2024_2025,300092.SZ,2025-09-02,2025-09-03,2025,专用设备,PITB-80B916173F29877FD683,-0.058879044240002142,19.126058532124024,ordinary_winner,False,False,False,False,0.28168168168168178,0.025152630137252299,4821.7720000000209,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.78430066603235016,0.2076866223207687,0.13820492454328831,0.32278481012658211,7.2018837569744818,0.13128571257589039,0.24854492527399127,0.1780821917808218,0.14446062467356557,0.26681224192852621,0.12743884468022376,-0.040288069956852413,-0.11347747816300437,0.26719762118256063,0.07487179487179467,-0.082903537795403048,-0.0038240964384030599,0.25469704443790542,2.0707674297598579
DEVELOPMENT_2024_2025:300119.SZ-001,DEVELOPMENT_2024_2025,300119.SZ,2024-04-30,2024-05-06,2024,动物保健Ⅱ,PITB-80B916173F29877FD683,0.76002636245464361,18.434910204943144,ordinary_loser,False,False,False,False,0.12409638554216861,-0.0107499507361743,-1124.7730000000138,15,MARKET_MA20_X2,0.7373716632443531,0.13582813582813591,0.19517543859649139,0.19433198380566741,1.9108084574259991,0.0027106782029806542,0.34504613594449735,0.30701754385964908,0.062784644914200161,0.018389949625624513,-0.020374762528466983,-0.069032899961310124,0.040060795345218149,0.011952495795799767,-0.024787010256652087,-0.090792511654926578,0.11624201584536044,-0.05867374302917578,0.29003558573694455
DEVELOPMENT_2024_2025:300128.SZ-001,DEVELOPMENT_2024_2025,300128.SZ,2024-09-25,2024-09-26,2024,电池,PITB-80B916173F29877FD683,0.82031748815528549,18.474531849052276,extreme_winner,True,True,False,False,0.949438202247191,0.53625026658734531,51213.728000000003,33,MARKET_MA20_X2,0.67709359605911335,0.043731778425655898,0.1185897435897436,0.35135135135135098,2.3797404681999916,0.051353451495072644,0.25126161689693555,0.82017543859649111,-0.049685173996270052,0.01241057572507781,-0.081142068553951729,-0.0015069542991851814,-0.035074683167872781,0.012272284907851427,-0.078706911684544079,0.014977026721482767,-0.025317807984290126,4.5543908131065458e-05,0.38364287333898284
DEVELOPMENT_2024_2025:300138.SZ-001,DEVELOPMENT_2024_2025,300138.SZ,2025-06-18,2025-06-19,2025,农产品加工,PITB-80B916173F29877FD683,0.3472872892575502,18.77097055582707,ordinary_winner,False,False,False,False,0.073887489504617904,0.0088953867291398994,1304.4150000000079,2,MARKET_MA20_X2,0.82697368421052631,0.061170212765957403,0.15014436958614061,0.33913043478260801,1.1747899304353937,0.016915473492953303,0.1581130558700353,0.31050228310502281,0.046244900781679421,-0.012900525491201742,0.021563507446369895,-0.15710059335558174,-0.0021111297436117379,-0.066006820058772453,0.023133304612894021,-0.14253065529876391,0.023095714794649395,0.017807455344000456,0.74138371494748789
DEVELOPMENT_2024_2025:300138.SZ-002,DEVELOPMENT_2024_2025,300138.SZ,2025-06-24,2025-06-25,2025,农产品加工,PITB-80B916173F29877FD683,0.33113594951708325,18.840099488059721,ordinary_winner,False,False,False,False,0.15713134568896039,0.061592993490077297,9590.0010000000038,33,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.85685019206145974,0.14391143911439119,0.1491557223264541,0.26896551724137863,0.86382475775590106,0.045914542259178903,0.18503057629936293,0.68036529680365287,0.10875694336124099,-0.070704726352474767,0.0065672431056261332,0.048013774404664533,0.12426438344829702,-0.05099265310683726,-0.049592203129007972,0.12029630116278373,0.0083760378021831231,0.0015534234274460386,-0.039102078456972444
DEVELOPMENT_2024_2025:300142.SZ-001,DEVELOPMENT_2024_2025,300142.SZ,2025-07-24,2025-07-25,2025,生物制品,PITB-80B916173F29877FD683,0.83545820103086887,20.120794518224915,ordinary_loser,False,False,True,False,0.057121661721068098,-0.053146125370151898,-9171.9799999999796,26,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.67993311036789295,0.2150045745654163,0.14995034756703071,0,4.9608489972966803,0.080697427131214194,0.12853817382240171,0.68036529680365287,0.12319718491229033,0.20223533731703866,0.059129066949165657,0.053500428997630467,-0.040503146679218532,0.20336934990718719,0.06140915741924359,0.10704916374184936,0.0082531417567204817,0.1724675714681744,1.2550945386480028
DEVELOPMENT_2024_2025:300171.SZ-001,DEVELOPMENT_2024_2025,300171.SZ,2025-10-28,2025-10-29,2025,医疗器械,PITB-80B916173F29877FD683,0.40214891473286146,18.933976522953351,ordinary_winner,False,False,False,False,0.16058394160583919,0.074797677696125595,12678.305999999991,14,MARKET_MA20_X2,0.66884236453201962,0.14914772727272729,0.10260115606936419,0.35454545454545511,5.1803331605012124,0.010585587270162566,0.29390589304921222,0.37442922374429222,0.25002883798329595,-0.019480565742612865,0.0204982703609978,0.23784202459607434,0.14914062582899537,-0.017617458813229736,0.02023974532456789,0.21168128354670729,0.043940863149758237,0.15797953033750509,0.88586467380995393
DEVELOPMENT_2024_2025:300182.SZ-001,DEVELOPMENT_2024_2025,300182.SZ,2024-09-24,2024-09-25,2024,影视院线,PITB-80B916173F29877FD683,1.1169481495341169,19.524134232570049,strong_winner,False,True,False,False,0.56666666666666665,0.22023205536686061,27105.710999999981,34,MARKET_MA20_X2,0.59424083769633507,0.13079019073569489,0.14845938375350129,0.094339622641509899,1.2835885548653021,0.037906831232528138,0.24654138924140906,0.65350877192982459,0.061347102402747836,-0.15667503483170164,-0.062500000000000167,-0.016166531827936204,0.064829917467127574,-0.15701755249580174,-0.058163016372113352,0.031807571095386622,0.065418415607010671,0.0542376142699698,-0.089418931393765333
DEVELOPMENT_2024_2025:300195.SZ-001,DEVELOPMENT_2024_2025,300195.SZ,2025-11-06,2025-11-07,2025,专用设备,PITB-80B916173F29877FD683,0.43908558575090534,18.506542123298942,ordinary_winner,False,False,False,False,0.049943246311010103,0.0070644452029241999,1196.1600000000035,7,MARKET_MA20_X2,0.66726403823178015,0.12294043092522169,0.1833105335157319,0.47014925373134359,3.12396878487906,-0.012236881848528669,0.28800559744415982,0.42009132420091322,0.19153052765118764,0.0092840269348455906,0.074064351608790296,0.048014823693740272,0.12878237363610587,0.005564030453298674,0.075605854301885961,0.041064369907875709,0.013605652055778678,0.1506271370626453,1.4242496819578392
DEVELOPMENT_2024_2025:300241.SZ-001,DEVELOPMENT_2024_2025,300241.SZ,2024-12-20,2024-12-23,2024,光学光电子,PITB-80B916173F29877FD683,1.0797163731058237,19.085773026365811,ordinary_loser,False,False,True,False,0.0063999999999998997,-0.077047752247752302,-11616.92300000001,2,MARKET_MA20_X2,0.66132404181184667,0.13736263736263729,0.16541353383458629,0.19540229885057461,2.5568923928311356,0.043471580445012092,0.22699211631945823,0.44298245614035081,0.10765192089724174,0.23395705881415751,0.053224180368814739,0.054108252908915466,0.043842492063737595,0.19560513376197897,0.047750195042627036,0.013688661102757183,0.081938442838435627,0.1482966807628297,0.21283958049188323
DEVELOPMENT_2024_2025:300254.SZ-001,DEVELOPMENT_2024_2025,300254.SZ,2025-06-03,2025-06-04,2025,化学制药,PITB-80B916173F29877FD683,1.0630742028842439,18.852692206008587,ordinary_loser,False,False,False,False,0.13809523809523799,-0.053284464236247497,-8927.1389999999628,13,MARKET_MA20_X2,0.71886792452830184,0.18264840182648401,0.19593787335722829,0.067164179104477501,2.7711694969471199,0.045076104079728063,0.1988368327603092,0.34931506849315069,0.17247990298642252,0.52214973530872744,0.12689117808743008,0.079519021241181542,0.11603210151773888,0.49553083750642968,0.13499839789534024,0.13059835044830881,0.047000054047183076,0.12360654727010717,-0.45360712464348296
DEVELOPMENT_2024_2025:300259.SZ-001,DEVELOPMENT_2024_2025,300259.SZ,2025-11-04,2025-11-05,2025,通用设备,PITB-80B916173F29877FD683,0.31512199037384875,18.507234253433747,ordinary_winner,False,False,False,False,0.20535714285714279,0.0272028649202706,4607.6269999999349,9,MARKET_MA20_X2,0.74111922141119224,0.18863049095607229,0.093085106382978899,0.32352941176470518,7.2448478294446099,-0.019326243033216728,0.28493065282475061,0.35844748858447489,0.26406378968154859,0.021609403095574381,0.024146795729387702,0.052568409980326247,0.14299671726885632,0.023433376043187792,-0.00034195395020185371,0.15669307284604422,0.0026631174194836284,0.15565778567197114,2.5458309940321224
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025-07-16,2025-07-17,2025,化学制药,PITB-80B916173F29877FD683,0.43233679353406779,19.005920915056247,ordinary_winner,False,False,False,False,0.39193083573487031,0.12989393547302849,21329.239000000009,31,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.79234338747099775,0.10476190476190481,0.1353135313531352,0.2682926829268299,1.7745118273595677,0.067361464421652473,0.17555133873748394,0.73744292237442932,0.060222097141361924,0.067744058216714531,0.038077276464045795,-0.042218364259992647,0.030662140845830004,0.090361823163945587,0.037142584826534542,0.025320489359387521,0.032682647430358189,0.1546189542446188,0.23542029422515798
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024-12-10,2024-12-11,2024,家电零部件Ⅱ,PITB-80B916173F29877FD683,1.0342155838822626,19.029678462140012,ordinary_loser,False,False,True,False,0.071428571428571397,-0.062523729639632597,-10077.263000000006,6,MARKET_MA20_X2,0.74193181818181819,0.045070422535211201,0.19281045751633979,0.1724137931034484,2.0797878986914267,-0.026260515731709178,0.34655972305438221,0.42543859649122812,0.1127106896120682,0.014433890483260936,-0.0020947344688347913,0.0030460750930278446,0.10614958205330607,0.032474744372671283,0.0071518984861491941,0.057728905295587385,0.027487583465563858,0.055415839141569438,0.18720516958689992
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024-05-09,2024-05-10,2024,电子化学品Ⅱ,PITB-80B916173F29877FD683,0.86493331447162514,19.627227949319952,ordinary_loser,False,False,True,False,0.022596153846153801,-0.070455855376329896,-7329.7290000000066,11,MARKET_MA20_X2,0.49803149606299207,0.1986301369863015,0.17933491686460809,0.11258278145695361,1.5795095060751569,0.04713048077910198,0.32940895062249048,0.7807017543859649,0.16720102620133007,-0.1242256514431011,0.024718825177635267,-9.1919023691877655e-05,0.094520944590017114,-0.11508031230178456,0.00045293874870155904,-0.027348500007778664,-0.0011764707239301459,0.10422860120705571,-0.032173913684305111
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025-02-17,2025-02-18,2025,电网设备,PITB-80B916173F29877FD683,1.2944139140465527,18.558615550644326,ordinary_winner,False,False,False,False,0.22374429223744299,0.054413092014418102,8479.8280000000632,25,MARKET_MA20_X2,0.41888726207906291,0.12942989214175649,0.1799027552674228,0.26426426426426408,2.1757922004968471,0.15816205263098726,0.26488145382117523,0.94748858447488582,-0.079027898608540037,0.050001637018447953,0.090468815655201984,0.056769477570237592,-0.1082488643093942,0.097198960783581978,0.075429120285729512,0.076996387162435453,0.040778181950422217,0.21491435336571363,0.93416638643957894
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024-09-24,2024-09-25,2024,计算机设备,PITB-80B916173F29877FD683,1.1446555610260505,18.831613628936623,extreme_winner,True,True,False,False,0.98744769874476979,0.51772510961841489,49544.014999999992,34,MARKET_MA20_X2,0.69162303664921465,0.090909090909090801,0.1310679611650484,0.18518518518518451,1.7386403046625349,0.037906831232528138,0.24654138924140906,0.65350877192982459,-0.0075191621310154722,-0.018873632472755475,-0.054170993423330205,0.0020579522400300809,-0.0069291443090980648,-0.04310577416355782,-0.041771637545713503,0.10557341913820828,0.048553225416990531,0.077236502801022525,0.053458080436748601
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025-12-10,2025-12-11,2025,半导体,PITB-80B916173F29877FD683,1.1865909421873171,20.165170040448114,ordinary_loser,False,False,True,False,0.0022875816993463,-0.0725233674727261,-15059.219000000012,7,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.79076154806491883,0.1424860853432281,0.16062378167641331,0.077333333333333101,2.1217251890616926,0.010414260769348482,0.23616410262241308,0.28767123287671231,0.047245437775255514,0.021217917356850413,-0.005312390868686151,0.067592370631702425,0.038326377958213462,0.027031330872814952,-0.0012610406112215922,0.10957458180584584,-0.0093096095180017456,0.023734145305977266,0.29275494531496593
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025-05-06,2025-05-07,2025,电子化学品Ⅱ,PITB-80B916173F29877FD683,0.55738646994891439,20.798070661134737,ordinary_loser,False,False,True,False,0.0043902439024389997,-0.085588144798671106,-14064.200000000012,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.59943019943019937,0.094471282877080107,0.12721049629207079,0.15022421524663551,1.2533948266743109,-0.037388915503818398,0.63646506984346674,0.59817351598173507,0.099297413752983857,-0.14976006824615412,-0.059001668409449731,0.19647661087058915,0.1000537919844272,-0.14522882891755678,-0.059190447854734374,0.22603695906541033,0.095065111796726831,0.070584415275458945,-0.1040730640529417
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024-09-24,2024-09-25,2024,软件开发,PITB-80B916173F29877FD683,1.3804878453863587,18.58639287353607,extreme_winner,True,True,False,False,1.6347305389221556,0.88564609043650966,84388.956000000006,34,MARKET_MA20_X2,0.82879581151832471,0.14999999999999991,0.13467048710601709,0.12765957446808429,2.529093876678008,0.037906831232528138,0.24654138924140906,0.65350877192982459,0.10820567632827688,0.070568346023465456,0.0062799335804673839,0.20464500902204197,0.11514539786982989,0.069722453682109553,0.012499779933452082,0.30828706227340347,0.051796041552232011,0.12480950964357251,0.1778486178380958
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024-05-08,2024-05-09,2024,生物制品,PITB-80B916173F29877FD683,0.90952843987390464,18.759066221200225,ordinary_loser,False,False,True,False,0.066538461538461602,-0.058729735779193402,-6254.739999999998,12,MARKET_MA20_X2,0.6411881188118812,0.1139830508474575,0.17873303167420809,0.069565217391303905,4.3363845874763332,0.0068352621584757411,0.33887547934190293,0.56140350877192979,0.19034400014934846,-0.010838833498141853,0.10896283879713839,0.17989105721753679,0.1082466648697885,0.05687126818451993,0.090375703542164565,0.17035794786829639,0.00090950438284061273,0.21781066557816445,1.0381042563011889
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025-07-16,2025-07-17,2025,生物制品,PITB-80B916173F29877FD683,0.58040028410030886,19.039297724548355,ordinary_winner,False,False,False,False,0.4242671009771985,0.1905215888855307,28256.096999999991,47,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.72784222737819027,0.24626121635094719,0.13499480789200419,0,9.4152698932428969,0.067361464421652473,0.17555133873748394,0.73744292237442932,0.17591254312756621,-0.024085339664915939,-0.007157590697324745,0.043625939368499345,0.019375217150649295,-0.008418193402967844,-0.0060218571687500888,0.14731708497082829,0.024976323281383168,0.19420980125841986,2.130663856092669
DEVELOPMENT_2024_2025:300371.SZ-001,DEVELOPMENT_2024_2025,300371.SZ,2025-09-22,2025-09-23,2025,通用设备,PITB-80B916173F29877FD683,0.26888761042176973,18.542277006803502,ordinary_loser,False,False,True,False,0,-0.098345180819087899,-19043.21100000001,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.77147368421052631,0.085182534001431595,0.17553613979348689,0.42953020134228098,2.5006439186162721,0.0486314724156518,0.31199394655677581,0.061643835616438297,0.061375718867078433,-0.080312504856402733,0.022167651950942779,-0.16800589790606485,-0.068906792762805244,-0.028358288109663621,0.024638483748572998,-0.16686416984752966,0.035118112582581983,0.064574649706715032,0.27894043667350288
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024-09-24,2024-09-25,2024,软件开发,PITB-80B916173F29877FD683,1.6888169685080681,19.121232639421411,extreme_winner,True,True,False,False,3.8409405255878282,2.2669621966113853,216566.15400000001,34,MARKET_MA20_X2,0.90680628272251318,0.22419928825622781,0.19128787878787859,0.069306930693068702,2.7343819594674752,0.037906831232528138,0.24654138924140906,0.65350877192982459,0.15024502759400804,0.13498838154705389,-0.0010747878381237308,-0.042120488937869793,0.099644162223468946,0.11380956489567162,0.017596733424071143,0.056886176036879288,0.040446689580590237,0.18881361283096379,0.8129790465268053
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024-12-09,2024-12-10,2024,医疗服务,PITB-80B916173F29877FD683,0.843757305704674,18.670636987710317,severe_loser,False,False,True,True,0.0274361400189213,-0.1082956293221551,-18096.084000000003,7,MARKET_MA20_X2,0.51235827664399092,0.0671487603305784,0.15573770491803279,0.2314049586776856,5.6120256159076725,-0.043666255372417528,0.34468415658147428,0.17543859649122809,0.13446719708778715,-0.041863219867591617,0.012725689945043722,-0.10301567347951651,0.016970399559436702,-0.042377229796810079,0.010961106545538474,-0.10104728595872969,0.0023228814161397287,0.040828662926671269,1.4592650810600207
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024-05-06,2024-05-07,2024,消费电子,PITB-80B916173F29877FD683,0.86874391830569553,20.041076983016399,ordinary_loser,False,False,True,False,0.043507817811012803,-0.0011090623771402,-115.91300000000911,14,MARKET_MA20_X2,0.80494845360824741,0.042313117066290401,0.17637407711238709,0.14960629921259799,1.2267067490678896,-0.0035724434532760085,0.33927039251256597,0.43859649122807021,-0.010969474461273228,0.047181016319764735,0.060402576489532289,-0.060928241317375065,-0.019324648498544122,0.047706285510097091,0.052316415014250106,-0.0049480877522697364,-0.0030627895305461012,0.046367741841156121,0.1365740773425439
