baseline_block,trade_id,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,canonical_exit_reason,round_trip_return,realized_pnl,capital,holding_trading_days,mfe,mae,days_to_mfe,days_to_mae,giveback_from_peak,return_5d,return_10d,return_20d,entry_rs_score,entry_mom20,entry_mom60,entry_mom120,entry_box_width,entry_vol_ratio,entry_minvol_location,entry_minimum_volume_ratio,entry_breakout_volume_ratio,pnl_bucket
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300324.SZ-001,300324.SZ,2024-09-24,2024-09-25,2024-11-18,2024-11-19,MARKET_MA20_X2,0.5177251096184149,49544.01499999999,95695.6,34,0.9874476987447698,-0.004184100418410108,25,0,0.34838367699246364,0.5606694560669456,0.2887029288702929,0.6527196652719665,0.6916230366492147,0.09090909090909083,0.26984126984126977,-0.20000000000000007,0.13106796116504849,0.7014533642423756,0.1851851851851845,0.503918576487915,1.738640304662535,SUPER_WINNER_GE_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300348.SZ-001,300348.SZ,2024-09-24,2024-09-25,2024-11-18,2024-11-19,MARKET_MA20_X2,0.8856460904365097,84388.956,95285.19,34,1.6347305389221556,-0.007185628742515049,12,0,0.5395036101622926,0.6610778443113772,0.6862275449101798,1.021556886227545,0.8287958115183247,0.1499999999999999,0.21407624633431066,0.024752475247524774,0.13467048710601714,0.6288846479157068,0.12765957446808435,0.35475652342635455,2.529093876678008,SUPER_WINNER_GE_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300377.SZ-001,300377.SZ,2024-09-24,2024-09-25,2024-11-18,2024-11-19,MARKET_MA20_X2,2.2669621966113853,216566.15399999998,95531.436,34,3.840940525587828,-0.017980636237897807,27,1,1.0995661574688356,0.8533886583679113,0.6763485477178421,0.9017980636237897,0.9068062827225132,0.2241992882562278,0.3650793650793651,0.09033280507131547,0.19128787878787867,0.6877065036071052,0.06930693069306873,0.3291407987188516,2.734381959467475,SUPER_WINNER_GE_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300442.SZ-001,300442.SZ,2024-09-24,2024-09-25,2024-11-18,2024-11-19,MARKET_MA20_X2,0.20610237640595816,24940.631999999998,121010.89,34,0.5414829659318638,0.0,4,0,0.33538058952590566,0.5414829659318638,0.25689378757515047,0.33625250501002,0.49214659685863876,0.06034105815478785,0.01792385509801453,-0.19922068487270084,0.15529753265602309,0.7307012765596124,0.03092783505154634,0.47533334064482574,1.7044262590416892,TOP_WINNER_20_TO_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300459.SZ-001,300459.SZ,2024-09-25,2024-09-26,2024-11-18,2024-11-19,MARKET_MA20_X2,0.25154392397363423,30001.42999999998,119269.15000000001,33,0.6958904109589044,-0.005479452054794498,27,0,0.3566752541085577,0.27397260273972623,0.3123287671232877,0.34794520547945207,0.5285714285714286,0.0674486803519061,0.0674486803519061,-0.19646799116997793,0.07462686567164178,0.7556659320052515,0.11999999999999922,0.43761217013467274,2.7950718147670344,TOP_WINNER_20_TO_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300803.SZ-001,300803.SZ,2024-09-24,2024-09-25,2024-11-18,2024-11-19,MARKET_MA20_X2,0.9563400998587125,94276.46800000001,98580.482,34,1.6570212765957444,-0.06361702127659574,26,1,0.6040854320561814,0.9559574468085108,0.639787234042553,1.0548936170212766,0.8261780104712042,0.23726428370391228,0.20736061521560023,0.004570383912248621,0.19786413527143276,0.7198956933834835,0.24825986078886306,0.4931143578405122,4.725136100936319,SUPER_WINNER_GE_50
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300279.SZ-001,300279.SZ,2024-12-10,2024-12-11,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.06252372963963264,-10077.263000000006,161175.014,6,0.0714285714285714,-0.07951482479784366,2,5,0.1245183388040532,-0.040431266846361114,,,0.7419318181818182,0.04507042253521121,0.6902050113895217,0.7708830548926013,0.19281045751633985,0.5494030420233562,0.1724137931034484,0.522879626802406,2.0797878986914267,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300404.SZ-001,300404.SZ,2024-12-09,2024-12-10,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.10829562932215511,-18096.084000000003,167098.932,7,0.027436140018921362,-0.13907284768211925,0,6,0.06950660377816267,-0.0681173131504258,,,0.5123582766439909,0.06714876033057848,0.3959459459459458,0.41700960219478733,0.15573770491803285,0.5518676159298873,0.2314049586776856,0.600939178880621,5.6120256159076725,SEVERE_LOSS_NEG10_TO_NEG20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300479.SZ-001,300479.SZ,2024-12-10,2024-12-11,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.1715727764052004,-27323.152000000002,159251.092,6,0.05066250974279041,-0.19290724863600928,0,5,0.14117527055952617,-0.17225253312548716,,,0.7622727272727272,0.1879770992366412,0.6479152878888153,0.7303683113273105,0.191902384914032,0.5750402991119781,0.36705202312138746,0.4622855126887255,3.006367177824285,SEVERE_LOSS_NEG10_TO_NEG20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300632.SZ-001,300632.SZ,2024-12-09,2024-12-10,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.1359018340150415,-22387.04999999999,164729.565,7,0.0656883298392732,-0.16911250873515027,0,6,0.15616738258247673,-0.08455625436757519,,,0.6247165532879819,0.11119691119691111,0.4835051546391751,0.4462311557788943,0.19272727272727264,0.45243770010532647,0.2577319587628869,0.4236469018166459,7.170308332786905,SEVERE_LOSS_NEG10_TO_NEG20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300635.SZ-001,300635.SZ,2024-12-06,2024-12-09,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.08215811344976436,-13821.629000000019,168232.064,8,0.05987055016181242,-0.1035598705501618,1,7,0.11209338853067068,-0.01860841423948212,,,0.8282339707536559,0.16681534344335414,0.7580645161290323,0.7098039215686274,0.19672131147540983,0.2875431579009962,0.12254901960784308,0.5061043871506391,3.2945410961640986,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300790.SZ-001,300790.SZ,2024-12-09,2024-12-10,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.03844882739555629,-6365.757000000012,165564.399,7,0.05613305613305619,-0.07068607068607069,3,5,0.06131785026457921,-0.0363825363825363,,,0.5394557823129251,0.04424778761061954,0.42813918305597576,0.42922028766086284,0.1565495207667733,0.5373551682905765,0.0,0.40749875348644476,1.5710122373896132,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300945.SZ-001,300945.SZ,2024-12-02,2024-12-03,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.15764819969007876,-29089.929999999986,184524.34,12,0.043540328336902245,-0.17130620985010714,0,11,0.10054612974004312,-0.11491791577444677,-0.062098501070663725,,0.7102957283680175,0.31360946745562135,0.5990396158463385,0.4372032801035821,0.17010309278350522,0.7723423545800207,0.19285714285714378,0.49374403392632354,2.9097807623304215,SEVERE_LOSS_NEG10_TO_NEG20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300971.SZ-001,300971.SZ,2024-12-05,2024-12-06,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.10057463697852896,-16710.57500000001,166150.98500000002,9,0.006745362563237878,-0.0994940978077572,6,8,0.08160330476942278,-0.02571669477234395,,,0.36764044943820223,0.09090909090909083,0.26315789473684226,0.3538461538461539,0.1816801619433197,0.7483522593508748,0.4862385321100923,0.6521851255751939,1.9437518701639613,SEVERE_LOSS_NEG10_TO_NEG20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:301230.SZ-001,301230.SZ,2024-12-06,2024-12-09,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.08247110840051852,-13865.369000000006,168123.956,8,0.023728813559322104,-0.11152542372881358,0,6,0.0316236507733999,-0.08542372881355931,,,0.4238470191226097,0.11163708086784996,0.4111166750125188,0.17567394094993571,0.18212765957446808,0.6322033419612711,0.18809523809523862,0.5487441918998694,1.3777562882663823,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:301498.SZ-001,301498.SZ,2024-12-02,2024-12-03,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.004205996934955492,-717.426999999996,170572.402,12,0.05872876391329829,-0.05770357352079669,9,1,0.03305778369535384,-0.04349736379613356,0.01742823667252491,,0.3731653888280394,0.05179654689687352,0.37411095305832154,0.28996566196108353,0.19005485754733686,0.7941972907032584,0.3833333333333339,0.4483036766411532,1.6346809495071706,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300241.SZ-001,300241.SZ,2024-12-20,2024-12-23,2024-12-24,2024-12-25,MARKET_MA20_X2,-0.07704775224775232,-11616.92300000001,150775.625,2,0.006399999999999961,-0.09599999999999997,0,1,0.005047752247752252,,,,0.6613240418118467,0.13736263736263732,0.580152671755725,0.5761421319796955,0.16541353383458635,0.651617872949321,0.1954022988505746,0.539735244374815,2.5568923928311356,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300733.SZ-001,300733.SZ,2024-12-20,2024-12-23,2024-12-24,2024-12-25,MARKET_MA20_X2,-0.035906950192664544,-5399.33600000001,150370.22,2,0.007722007722007929,-0.0532818532818532,0,1,0.008879923165637571,,,,0.4371660859465738,0.15492957746478875,0.44334433443344334,0.2900688298918386,0.1465364120781527,0.4976155422758389,0.0,0.46175094851089077,2.1024047285231977,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:301213.SZ-001,301213.SZ,2024-12-20,2024-12-23,2024-12-24,2024-12-25,MARKET_MA20_X2,0.008842631542697894,1317.6569999999774,149011.863,2,0.07958324096652625,0.0,1,0,0.05943491223916868,,,,0.6788617886178862,0.10724637681159432,0.591666666666667,0.6977777777777778,0.1682939362795477,0.6807872608481143,0.0,0.4354028096186778,1.349406845761498,ORDINARY_WINNER_0_TO_20
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:301498.SZ-002,301498.SZ,2024-12-20,2024-12-23,2024-12-24,2024-12-25,MARKET_MA20_X2,-0.0015934065934065777,-236.05999999999767,148148.0,2,0.03310810810810816,-0.009999999999999898,0,1,0.011863676863676965,,,,0.5219512195121951,0.21093110783832425,0.4752791068580544,0.35829662261380335,0.16224623444662734,0.5772521544240119,0.1745711402623617,0.42649415771612703,1.157069247040994,SMALL_LOSS_0_TO_NEG10
DEVELOPMENT_2024_2025,DEVELOPMENT_2024_2025:300758.SZ-001,300758.SZ,2025-02-11,2025-02-12,2025-02-24,2025-02-25,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,-0.1182310115298212,-18374.429999999993,155411.256,9,0.050240880935994436,-0.13007570543702673,1,8,0.15126611132335188,-0.07364074328974524,,,0.5580188679245284,0.1691699604743082,0.0709630702389572,0.43592233009708736,0.19915254237288127,0.5913676555627138,0.157446808510638,0.17107617913012385,1.9337976991146424,SEVERE_LOSS_NEG10_TO_NEG20
