outcome_class,sessions_before_entry,feature,count,mean,median,p25,p75
strong_winner,5,relative_strength20,24,0.0053176827730143997,0.002304214655471403,-0.032706648862982926,0.046142096573845548
strong_winner,10,amount_ratio5_to_prior15,24,1.0779239685461974,0.91054339324573164,0.70197867751865484,1.3157918682333301
strong_winner,10,distance_to_prior_high20,24,-0.078327987227814741,-0.085661449519620153,-0.097805071879997874,-0.049707065843645121
strong_winner,10,downside_amount_share20,24,0.46493950096449677,0.46239439999686616,0.41384063949690242,0.52360369063414736
strong_winner,10,higher_low10,24,-0.005914746266551813,-0.004652944134091435,-0.027065169117951517,0.011153777004422848
strong_winner,10,lower_high10,24,-0.0075867066315985325,-0.0017117047478174799,-0.047315603692826239,0.036405383948610821
strong_winner,10,range_width20,24,0.15391381300408108,0.15461685053014998,0.1313951823742891,0.16920438131921059
strong_winner,10,realized_vol20,24,0.39940899208823355,0.38752428550958606,0.34618452103917824,0.46525837465799591
strong_winner,10,relative_strength20,24,-0.0025495224477925307,-0.019094475407620437,-0.050008149395432619,0.045125764629302068
strong_winner,20,amount_ratio5_to_prior15,24,0.97466944480182482,0.94090453402804819,0.73804057931144784,1.2088999680867467
strong_winner,20,distance_to_prior_high20,24,-0.082777024966180113,-0.075874398031670467,-0.1160745200122261,-0.048047300734441814
strong_winner,20,downside_amount_share20,24,0.42761387015840979,0.42965675972883605,0.37754333704825283,0.48147692721723456
strong_winner,20,higher_low10,24,0.0063937070583955204,0.0069556017836627081,-0.022643337230165397,0.039069422527393823
strong_winner,20,lower_high10,24,0.0028069615115068718,0.012959991060341802,-0.025939372470112226,0.021790370920758952
strong_winner,20,range_width20,24,0.15820826810994557,0.15338478055192528,0.11954863135468198,0.19020308028399779
strong_winner,20,realized_vol20,24,0.40371775452808317,0.36583711916639228,0.31247905638963203,0.48868713451929274
strong_winner,20,relative_strength20,24,0.013211377000350728,0.026702456427056619,-0.017242865362658222,0.057729613768726207
strong_winner,40,amount_ratio5_to_prior15,24,0.92051380487565615,0.86047416748821748,0.74944147014386686,1.0994317087886127
strong_winner,40,distance_to_prior_high20,24,-0.064484953575904197,-0.045729072362180129,-0.08308166355532412,-0.031091054426238759
strong_winner,40,downside_amount_share20,24,0.40616624415846325,0.41045661872133654,0.33856608747068079,0.45278533905115109
strong_winner,40,higher_low10,24,0.044796535391009952,0.020082144942818968,-0.023317984346619997,0.09725042052973884
strong_winner,40,lower_high10,24,0.019659898681840926,0.0090783019828949724,-0.023095903585335038,0.048461883194354419
strong_winner,40,range_width20,24,0.19198604950313458,0.16588228596369686,0.14718855558850491,0.22687141613851863
strong_winner,40,realized_vol20,24,0.48930780255569051,0.43291729405739332,0.35870412378218025,0.52911443142721593
strong_winner,40,relative_strength20,24,0.03660178438677774,0.036999364581590408,0.014120900318338576,0.082727027253020544
strong_winner,60,amount_ratio5_to_prior15,24,1.0952290776598055,0.90435115419481349,0.7024352576052536,1.4030127111759678
strong_winner,60,distance_to_prior_high20,24,-0.10788219981657789,-0.077037563040612766,-0.19837193413048582,-0.046026714710198646
strong_winner,60,downside_amount_share20,24,0.45142742787844048,0.45348126245357423,0.37781702745096579,0.51871294961915726
strong_winner,60,higher_low10,24,0.0089260749596743131,0.0011226530317133779,-0.029967270067236332,0.05293705551481484
strong_winner,60,lower_high10,24,0.019431873305263251,0.010977601731387638,-0.043004563698212046,0.04555752188542752
strong_winner,60,range_width20,24,0.21976371735885195,0.21906812882541327,0.13530370370370368,0.27358311144921998
strong_winner,60,realized_vol20,24,0.50552939890077764,0.48730719927213983,0.33559009556569713,0.55911896282749129
strong_winner,60,relative_strength20,24,0.035731339847498163,0.01005969462238113,-0.036208241678436379,0.11049358068401546
