X,Y,start,end,return_,CAGR,MaxDD,CVaR5,Sharpe,average_gross,P95_gross,cash_ratio,fees,turnover,worst_month,max_security,max_family,top5_day_concentration,top5_event_concentration,top5_symbol_concentration,net_pnl
X2,0.3,2018-01-01,2026-09-04,3.35480275525397,0.18480180041547078,0.09554550280030738,0.012525748687861828,1.9303509332569784,0.24895970885153326,0.7789072380893985,0.7510402911484667,1792468.7935824606,9.91571772593232,-0.04326476893749043,0.04643305877946852,0.8450832591526471,0.055588038296986754,0.03306534731662713,0.033185249016248176,16454576.600933282
X3,0.1,2018-01-01,2026-09-04,4.53308937127918,0.2179581319282271,0.1202893290808783,0.01608285157425682,1.8256676711961317,0.32077580499140845,0.9322095269384054,0.6792241950085915,2650224.476337048,12.621401400743855,-0.05334055898762502,0.06873472185620157,0.9703767053880584,0.04921166986491317,0.04063805807093584,0.04079789795118625,22233815.738279678
X3,0.15,2018-01-01,2026-09-04,4.53308937127918,0.2179581319282271,0.1202893290808783,0.01608285157425682,1.8256676711961317,0.32077580499140845,0.9322095269384054,0.6792241950085915,2650224.476337048,12.621401400743855,-0.05334055898762502,0.06873472185620157,0.9703767053880584,0.04921166986491317,0.04063805807093584,0.04079789795118625,22233815.738279678
X3,0.2,2018-01-01,2026-09-04,4.53308937127918,0.2179581319282271,0.1202893290808783,0.01608285157425682,1.8256676711961317,0.32077580499140845,0.9322095269384054,0.6792241950085915,2650224.476337048,12.621401400743855,-0.05334055898762502,0.06873472185620157,0.9703767053880584,0.04921166986491317,0.04063805807093584,0.04079789795118625,22233815.738279678
X3,0.3,2018-01-01,2026-09-04,4.53308937127918,0.2179581319282271,0.1202893290808783,0.01608285157425682,1.8256676711961317,0.32077580499140845,0.9322095269384054,0.6792241950085915,2650224.476337048,12.621401400743855,-0.05334055898762502,0.06873472185620157,0.9703767053880584,0.04921166986491317,0.04063805807093584,0.04079789795118625,22233815.738279678
X5,0.1,2018-01-01,2026-09-04,5.510697917341523,0.24101324200299157,0.13180713770885177,0.01972718451554562,1.6749255167661892,0.3945697719443101,0.9798980370230876,0.6054302280556899,3570679.904348426,15.309231199663632,-0.06505656694495987,0.1029292201913387,1.0,0.04319528932154531,0.051995051926183145,0.05531734040247551,27028772.6643515
X5,0.15,2018-01-01,2026-09-04,5.510697917341523,0.24101324200299157,0.13180713770885177,0.01972718451554562,1.6749255167661892,0.3945697719443101,0.9798980370230876,0.6054302280556899,3570679.904348426,15.309231199663632,-0.06505656694495987,0.1029292201913387,1.0,0.04319528932154531,0.051995051926183145,0.05531734040247551,27028772.6643515
X5,0.2,2018-01-01,2026-09-04,5.510697917341523,0.24101324200299157,0.13180713770885177,0.01972718451554562,1.6749255167661892,0.3945697719443101,0.9798980370230876,0.6054302280556899,3570679.904348426,15.309231199663632,-0.06505656694495987,0.1029292201913387,1.0,0.04319528932154531,0.051995051926183145,0.05531734040247551,27028772.6643515
X5,0.3,2018-01-01,2026-09-04,5.510697917341523,0.24101324200299157,0.13180713770885177,0.01972718451554562,1.6749255167661892,0.3945697719443101,0.9798980370230876,0.6054302280556899,3570679.904348426,15.309231199663632,-0.06505656694495987,0.1029292201913387,1.0,0.04319528932154531,0.051995051926183145,0.05531734040247551,27028772.6643515
X8,0.1,2018-01-01,2026-09-04,5.753282759282061,0.24625682920568526,0.1540637439025726,0.022055619834247194,1.5520013067769836,0.44035548389103096,0.9984053153286657,0.5596445161089689,4242844.0111823,17.14844570652485,-0.08748581053528659,0.11590666726227508,1.0,0.04175692519171112,0.05036349185999491,0.05571189931113773,28218598.46191428
X8,0.15,2018-01-01,2026-09-04,5.960113021557355,0.25059755917770365,0.15983597755514967,0.02244531967623152,1.53737631493062,0.44851951063430584,0.9998912539238232,0.5514804893656942,4360711.490037911,17.44769619675173,-0.08753487179731345,0.14930835513267668,1.0,0.043149789461258796,0.05782913546270322,0.06534132165175875,29233055.8360982
X8,0.2,2018-01-01,2026-09-04,5.960113021557355,0.25059755917770365,0.15983597755514967,0.02244531967623152,1.53737631493062,0.44851951063430584,0.9998912539238232,0.5514804893656942,4360711.490037911,17.44769619675173,-0.08753487179731345,0.14930835513267668,1.0,0.043149789461258796,0.05782913546270322,0.06534132165175875,29233055.8360982
X8,0.3,2018-01-01,2026-09-04,5.960113021557355,0.25059755917770365,0.15983597755514967,0.02244531967623152,1.53737631493062,0.44851951063430584,0.9998912539238232,0.5514804893656942,4360711.490037911,17.44769619675173,-0.08753487179731345,0.14930835513267668,1.0,0.043149789461258796,0.05782913546270322,0.06534132165175875,29233055.8360982
X10,0.1,2018-01-01,2026-09-04,5.651558415884867,0.24407863154759069,0.16752205450058055,0.022887995551621507,1.5030113318484655,0.45633203810158096,0.9999857121348648,0.5436679618984191,4403289.9855311625,17.72085406429653,-0.09721000279537106,0.1168827736620857,1.0,0.040448387767297395,0.048923733081212825,0.05503012587922676,27719662.720315948
X10,0.15,2018-01-01,2026-09-04,6.07593506354759,0.25297869904535175,0.1756263966930225,0.02393156180489468,1.4755970490892085,0.46969401298213037,1.0,0.5303059870178696,4634200.2869304065,18.266089422106393,-0.09615652662719754,0.17109643049869994,1.0,0.04314032599723273,0.05955952535858632,0.06942850770013392,29801137.717818417
X10,0.2,2018-01-01,2026-09-04,6.121951532394892,0.25391517152828413,0.17525454297544263,0.02380543029034665,1.4855106927113584,0.4701953330648138,1.0,0.5298046669351862,4642224.466979088,18.274985117764498,-0.09585506261298904,0.17866233486007177,1.0,0.04323749798051614,0.060274551418731705,0.07138569595131641,30026838.471869178
X10,0.3,2018-01-01,2026-09-04,6.121951532394892,0.25391517152828413,0.17525454297544263,0.02380543029034665,1.4855106927113584,0.4701953330648138,1.0,0.5298046669351862,4642224.466979088,18.274985117764498,-0.09585506261298904,0.17866233486007177,1.0,0.04323749798051614,0.060274551418731705,0.07138569595131641,30026838.471869178
MAX_FILL,0.1,2018-01-01,2026-09-04,4.857216631916696,0.22597589724223854,0.21219547216151102,0.02438165716061702,1.3484672080546678,0.4840838617080284,1.0,0.5159161382919716,4462374.121247211,18.54998786839967,-0.12976524997706207,0.11912221901282975,1.0,0.038682154597295855,0.047558971562748534,0.053913911011741956,23823589.333838478
MAX_FILL,0.15,2018-01-01,2026-09-04,4.20932967400754,0.20952333944452972,0.2794345612660307,0.026564706749503796,1.1752981555014472,0.5201239577700039,1.0,0.47987604222999614,4585487.750324276,19.65625574307369,-0.16620153492301704,0.1809139199289926,1.0,0.039653815392751944,0.051109118193236665,0.06411932276344305,20645844.960949175
MAX_FILL,0.2,2018-01-01,2026-09-04,3.567562273561202,0.19133354830742433,0.35183367236882246,0.027968799500256415,1.04060718771692,0.5417965224165125,1.0,0.45820347758348745,4465830.545876659,20.305169872486765,-0.1999905983270156,0.22652027737048475,1.0,0.040247252453849254,0.055851971422478525,0.06944739582374407,17498115.68414206
MAX_FILL,0.3,2018-01-01,2026-09-04,2.7896040044229444,0.165969238440139,0.3912496858106499,0.03091057287028433,0.8636172168538575,0.5706873029015469,1.0,0.4293126970984531,4171514.5575283524,21.397688001551828,-0.252263773599966,0.3378219920751831,1.0,0.03733499789476086,0.07041561185234434,0.08559022384121674,13682399.868415704
