key,type,value,trades,pnl,abs_pnl_share
BASE_T1,industry,90,4,-1151.899099999995,0.007530197915799848
BASE_T1,industry,91,1,461.9780000000028,0.00016297711981174434
BASE_T1,industry,92,1,-471.190499999997,0.00016622711595066166
BASE_T1,industry,93,2,4601.124560000026,0.0030720729527391097
BASE_T1,industry,94,2,-6453.872399999978,0.002276804383292062
BASE_T1,industry,95,2,19466.63280000002,0.006867460671670116
BASE_T1,industry,96,1,1664.9044800000047,0.0005873468799641304
BASE_T1,industry,97,2,-12118.077079999988,0.007460995120945396
BASE_T1,industry,101,2,10979.67300000001,0.004363182523344683
BASE_T1,industry,103,1,4487.698799999998,0.001583175443433706
BASE_T1,industry,105,4,-9960.078002199996,0.005971861940511558
BASE_T1,industry,106,4,-3983.0531699999847,0.006304328085055447
BASE_T1,industry,108,2,4568.846889999986,0.004935786584731391
BASE_T1,industry,112,4,-5058.012419999985,0.013669349308351425
BASE_T1,industry,113,7,15944.019399999961,0.0162744031041169
BASE_T1,industry,117,3,-11925.068799999994,0.004206939219142214
BASE_T1,industry,122,1,-16135.863999999987,0.005692428298304237
BASE_T1,industry,124,2,-6440.1975999999995,0.0022719801719270224
BASE_T1,industry,125,2,-14070.712,0.006060830122777039
BASE_T1,industry,126,1,-2625.8336000000127,0.0009263445385557396
BASE_T1,board_suffix,SH,156,38541.07054539991,0.39268041017645733
BASE_T1,board_suffix,SZ,227,112997.04929999998,0.6073195898235426
FIXED_T2,industry,0,1,1823.5734000000084,0.0005987392124440473
FIXED_T2,industry,1,3,1902.646339999992,0.0101924751428438
FIXED_T2,industry,2,2,-7870.990020000041,0.002584305279803796
FIXED_T2,industry,3,22,22850.337640000012,0.038600033096280614
FIXED_T2,industry,4,5,-3602.229480000009,0.011836375827115922
FIXED_T2,industry,5,2,-7284.707540000003,0.0028288131378161278
FIXED_T2,industry,6,9,-31646.77899000002,0.012327261678306682
FIXED_T2,industry,7,10,53757.12406,0.041412543039350276
FIXED_T2,industry,8,3,35649.03636000001,0.015248618386767434
FIXED_T2,industry,9,9,75169.8276849,0.03478254926689443
FIXED_T2,industry,10,15,-6208.33590999998,0.018728127608816494
FIXED_T2,industry,11,5,-13893.870870000013,0.005190243376090109
FIXED_T2,industry,12,18,-25342.02183000004,0.05952104776008863
FIXED_T2,industry,13,3,-14499.352010000002,0.008839528218505125
FIXED_T2,industry,14,3,-7931.939752800012,0.0030456369038757494
FIXED_T2,industry,16,2,-1073.2774599999902,0.001262368590495664
FIXED_T2,industry,17,2,-7068.5143599999865,0.004643812043045865
FIXED_T2,industry,18,3,8544.471279999998,0.008754855825921214
FIXED_T2,industry,19,9,81964.27495479996,0.03818760763272363
FIXED_T2,industry,20,5,24044.559579999986,0.007894620894608958
FIXED_T2,industry,21,13,-11252.607019999996,0.05254473291738928
FIXED_T2,industry,22,17,49042.64631800004,0.042960802670545487
FIXED_T2,industry,25,4,56187.264012000014,0.026275235117365653
FIXED_T2,industry,26,2,36782.03488000002,0.01207675358509868
FIXED_T2,industry,27,5,-33551.214179999995,0.01321203299247383
FIXED_T2,industry,28,2,-10715.660000000003,0.0051226453009913684
FIXED_T2,industry,29,5,5051.315329999998,0.009111151741151648
FIXED_T2,industry,30,8,-57948.584340000016,0.020464277532954128
FIXED_T2,industry,31,6,18067.694929799996,0.01695480126231204
FIXED_T2,industry,32,5,-46789.45047999997,0.01536251775282794
FIXED_T2,industry,33,5,32124.989869999976,0.011789820143793608
FIXED_T2,industry,34,6,12847.296458999976,0.02238471811881779
FIXED_T2,industry,35,8,23725.296554800007,0.021887705648481148
FIXED_T2,industry,36,1,13960.249200000006,0.004583609637830101
FIXED_T2,industry,37,3,-14381.468859999979,0.006644690022045049
FIXED_T2,industry,38,6,65979.00687999996,0.030767508785874517
FIXED_T2,industry,39,13,381.76965000004566,0.025819169338063844
FIXED_T2,industry,40,1,-17649.405839999992,0.005794881276918668
FIXED_T2,industry,41,6,-16978.611072799984,0.009779257939734954
FIXED_T2,industry,42,2,1209.4577100000024,0.002533842401683603
FIXED_T2,industry,45,13,17384.77885120004,0.0402822245879608
FIXED_T2,industry,48,1,-8628.952080000003,0.0028331691900071593
FIXED_T2,industry,50,2,-4798.684840000002,0.001712639883780905
FIXED_T2,industry,51,1,-14091.816779999994,0.004626807607943265
FIXED_T2,industry,52,4,23090.43491999997,0.009110680383102221
FIXED_T2,industry,53,2,-15578.946079999994,0.005115081140494499
FIXED_T2,industry,54,2,4166.647480000014,0.0045052504736651944
FIXED_T2,industry,55,2,-17220.977440000017,0.0056542141215386605
FIXED_T2,industry,56,1,7466.018689999997,0.0024513398531384126
FIXED_T2,industry,57,1,4767.689199999993,0.001565389403456956
FIXED_T2,industry,59,3,14036.831010000024,0.007893047073352987
FIXED_T2,industry,60,3,3035.43735,0.0019463032824274243
FIXED_T2,industry,62,4,9198.992240000007,0.011193026806357802
FIXED_T2,industry,63,2,18059.31117999999,0.007827474641749821
FIXED_T2,industry,64,1,-6268.525540000002,0.0020581634087254073
FIXED_T2,industry,65,3,-7408.984880000033,0.007476377428779674
FIXED_T2,industry,66,2,-19833.530010000002,0.006512001183046827
FIXED_T2,industry,69,9,51774.42449000002,0.029666786042661986
FIXED_T2,industry,71,1,315.19722999999794,0.00010348963263817246
FIXED_T2,industry,73,2,9885.800279999996,0.004279421555306903
FIXED_T2,industry,74,2,2901.052079999994,0.005619842811169657
FIXED_T2,industry,75,1,2828.5391200000013,0.0009287025600811964
FIXED_T2,industry,76,7,-5135.949239999936,0.011632493838078819
FIXED_T2,industry,77,1,871.6567499999946,0.00028619362182873045
FIXED_T2,industry,78,1,8935.63632000002,0.002933863727625777
FIXED_T2,industry,79,8,6080.1181800000195,0.012552454395780609
FIXED_T2,industry,81,1,-8153.830079999985,0.002677170987744037
FIXED_T2,industry,83,1,-1546.1481600000043,0.0005076513682642065
FIXED_T2,industry,86,2,23784.24764,0.007809151910500409
FIXED_T2,industry,87,1,-71.42684000000008,2.345178424348964e-05
FIXED_T2,industry,88,4,40726.227190000005,0.02400338876404149
FIXED_T2,industry,89,1,-2396.4479999999894,0.0007868328130817763
FIXED_T2,industry,90,5,8726.43399999998,0.013199517459635726
FIXED_T2,industry,92,1,-3869.4093900000153,0.0012704545541145753
FIXED_T2,industry,93,2,-1302.873419999989,0.0008993246618028434
FIXED_T2,industry,94,1,-3285.20478,0.0010786409380037078
FIXED_T2,industry,95,3,22147.315460000027,0.00727169315820807
FIXED_T2,industry,97,3,-2738.14029999997,0.004268622652136238
FIXED_T2,industry,100,1,32151.504239999995,0.010556397854645695
FIXED_T2,industry,101,2,6948.242199999979,0.0038524354435656594
FIXED_T2,industry,103,1,9776.838919999995,0.0032100582489046395
FIXED_T2,industry,104,2,-53269.25729000001,0.017694652878690615
FIXED_T2,industry,105,3,-6593.368354200007,0.003700623300493796
FIXED_T2,industry,106,3,6684.752369999987,0.0027194164344535306
FIXED_T2,industry,108,3,-4636.285279999996,0.0045602625129939995
FIXED_T2,industry,112,5,-22906.36128000004,0.008182686956500974
FIXED_T2,industry,113,4,11539.67704000001,0.00454995882126069
FIXED_T2,industry,120,1,878.3913599999942,0.00028840481611765655
FIXED_T2,industry,124,2,-9151.477829999989,0.0030047316047894356
FIXED_T2,industry,126,1,1730.908620000002,0.0005683143129590557
FIXED_T2,board_suffix,SH,152,86251.9143527,0.35783294331750704
FIXED_T2,board_suffix,SZ,229,330130.44524200005,0.642167056682493
BASE_T1_COST2,industry,1,4,-6244.047760000016,0.011495001248099584
BASE_T1_COST2,industry,2,2,-10391.92008000001,0.003818137540055469
BASE_T1_COST2,industry,3,22,-8457.313849999933,0.04874557728167694
BASE_T1_COST2,industry,4,7,41389.70051999994,0.01751913794776691
BASE_T1_COST2,industry,5,2,-7681.2593200000265,0.0028222026669582523
BASE_T1_COST2,industry,6,14,38823.29212000006,0.03281047046901185
BASE_T1_COST2,industry,7,11,-15969.89327000003,0.03514253334940386
BASE_T1_COST2,industry,8,5,20192.151799999934,0.01481992369814898
BASE_T1_COST2,industry,9,9,19156.73222240001,0.01577816769332084
BASE_T1_COST2,industry,10,11,52356.88749000001,0.03408184325476042
BASE_T1_COST2,industry,11,6,-6949.401080000025,0.011186734826793316
BASE_T1_COST2,industry,12,18,-227.3569591999294,0.06711662152407413
BASE_T1_COST2,industry,13,2,-18407.22170999997,0.006763072048094006
BASE_T1_COST2,industry,14,2,-474.8498256000021,0.0008889845003529758
BASE_T1_COST2,industry,17,4,1849.1278900000034,0.006634772418033875
BASE_T1_COST2,industry,18,1,-4552.245680000007,0.001672559064018836
BASE_T1_COST2,industry,19,11,33441.313900800014,0.028214827029723066
BASE_T1_COST2,industry,20,7,30809.565777999975,0.012743323169448163
BASE_T1_COST2,industry,21,9,-32055.549160000024,0.028481174460583295
BASE_T1_COST2,industry,22,16,-3391.276909999935,0.028510019715849332
BASE_T1_COST2,industry,24,1,1109.241829999999,0.00040755104345671785
BASE_T1_COST2,industry,25,3,-13796.30835359999,0.007020431871336211
BASE_T1_COST2,industry,26,3,14335.515039999984,0.008109389211473203
BASE_T1_COST2,industry,27,7,17072.92700000001,0.018413392581890394
BASE_T1_COST2,industry,28,3,-9054.203309999983,0.011574536181491766
BASE_T1_COST2,industry,29,4,23191.608770000006,0.01594433450494269
BASE_T1_COST2,industry,30,4,-16597.65258000001,0.008966126064370743
BASE_T1_COST2,industry,31,9,-16290.4042014,0.02352787887560758
BASE_T1_COST2,industry,32,4,-22680.285000000018,0.0083330555769302
BASE_T1_COST2,industry,33,8,-2213.076293999955,0.021491211137731385
BASE_T1_COST2,industry,34,9,22312.81811999998,0.04228820155680329
BASE_T1_COST2,industry,35,7,34653.25529209999,0.02156466510533767
BASE_T1_COST2,industry,36,1,-2729.952999999994,0.0010030231133077588
BASE_T1_COST2,industry,37,3,3770.2031799999822,0.0048673807615034
BASE_T1_COST2,industry,38,6,58353.42423999998,0.03713904478804864
BASE_T1_COST2,industry,39,11,-50084.67723999999,0.027535343519422453
BASE_T1_COST2,industry,40,1,-26814.229199999987,0.00985192479618948
BASE_T1_COST2,industry,41,10,-46649.75398260002,0.029920728619001184
BASE_T1_COST2,industry,42,1,2192.462069999994,0.0008055413889032421
BASE_T1_COST2,industry,45,8,22429.180219500005,0.028291563836364112
BASE_T1_COST2,industry,46,2,-10652.293140000023,0.0039138022629509476
BASE_T1_COST2,industry,47,1,1309.4119599999976,0.00048109636346179406
BASE_T1_COST2,industry,48,1,-8566.457999999999,0.003147437107224987
BASE_T1_COST2,industry,50,1,-2407.0449600000284,0.0008843821595650121
BASE_T1_COST2,industry,51,1,-7460.947199999995,0.002741256896645773
BASE_T1_COST2,industry,52,2,-184.1863400000002,0.0026534700455604324
BASE_T1_COST2,industry,53,3,-13045.646260000009,0.009113820527342439
BASE_T1_COST2,industry,54,3,-1871.604290000032,0.008355684186313592
BASE_T1_COST2,industry,55,2,-14540.313340000022,0.005342315547101797
BASE_T1_COST2,industry,56,2,5792.956129999991,0.0035742644411211858
BASE_T1_COST2,industry,57,2,7983.306703999988,0.002933179122401297
BASE_T1_COST2,industry,59,4,5025.639389999997,0.012604023402007903
BASE_T1_COST2,industry,60,4,2757.611910000014,0.003718830931847698
BASE_T1_COST2,industry,61,1,-23545.31144000002,0.008650878452614261
BASE_T1_COST2,industry,62,4,19421.844270000016,0.014830894340263315
BASE_T1_COST2,industry,63,2,-1916.7825599999924,0.002470243306939024
BASE_T1_COST2,industry,64,2,-2461.3567100000073,0.0023518001505550734
BASE_T1_COST2,industry,66,1,-8440.054340000002,0.0031009946253995886
BASE_T1_COST2,industry,69,5,-12.236509999987902,0.012955640773020739
BASE_T1_COST2,industry,72,1,11525.412000000026,0.004234598407516413
BASE_T1_COST2,industry,73,1,-405.0771999999997,0.0001488310583640049
BASE_T1_COST2,industry,74,2,-1269.977159999995,0.0017624061894414532
BASE_T1_COST2,industry,75,1,356.97200000000885,0.0001311565315606924
BASE_T1_COST2,industry,76,5,-24480.320569999996,0.010318475755099159
BASE_T1_COST2,industry,78,1,4731.046799999996,0.0017382531093175291
BASE_T1_COST2,industry,79,5,2710.8408599999966,0.013452304731037203
BASE_T1_COST2,industry,83,2,8362.004279999986,0.006705265827852304
BASE_T1_COST2,industry,88,6,39017.597220000025,0.025307283967292205
BASE_T1_COST2,industry,89,1,1414.3228200000012,0.0005196420883944204
BASE_T1_COST2,industry,90,4,-1454.904309999998,0.007466994486362729
BASE_T1_COST2,industry,91,1,363.94800000000396,0.00013371961203805964
BASE_T1_COST2,industry,92,1,-497.7787499999977,0.00018289091114881585
BASE_T1_COST2,industry,93,2,4271.5266000000265,0.0030448266934256863
BASE_T1_COST2,industry,94,2,-6421.591879999978,0.002359383139515375
BASE_T1_COST2,industry,95,1,6781.9759300000005,0.0024917933062169563
BASE_T1_COST2,industry,96,1,1626.7786800000104,0.0005977013583297223
BASE_T1_COST2,industry,97,2,-12298.106799999994,0.007337740075757485
BASE_T1_COST2,industry,101,2,10509.530800000008,0.004378918209095242
BASE_T1_COST2,industry,103,1,4049.922319999998,0.0014879983992621808
BASE_T1_COST2,industry,105,4,-9836.09375699998,0.0059015448532637954
BASE_T1_COST2,industry,106,4,-4215.6730600000155,0.006320673360997327
BASE_T1_COST2,industry,108,2,4006.651899999997,0.004858236854327878
BASE_T1_COST2,industry,112,4,-5424.490200000029,0.01349522108869795
BASE_T1_COST2,industry,113,7,14713.280780000016,0.016183845958096733
BASE_T1_COST2,industry,117,3,-11920.99656,0.004379941736484954
BASE_T1_COST2,industry,122,1,-15435.607599999974,0.0056712592453968666
BASE_T1_COST2,industry,124,2,-6311.890669999993,0.002319077372643999
BASE_T1_COST2,industry,125,2,-13745.617537999991,0.005996071798061118
BASE_T1_COST2,industry,126,1,-2584.3343999999925,0.0009495207923786003
BASE_T1_COST2,board_suffix,SH,156,10719.338233400107,0.39544356310072787
BASE_T1_COST2,board_suffix,SZ,225,50333.07629199994,0.6045564368992721
S1_T1,industry,1,3,326.40964000002714,0.010323718522988223
S1_T1,industry,3,19,-23925.691910000038,0.0448486717517725
S1_T1,industry,4,6,22178.74800000005,0.011131625281185057
S1_T1,industry,5,2,-7848.479699999996,0.003150360335968002
S1_T1,industry,6,13,42103.80786000003,0.035567165126715865
S1_T1,industry,7,11,-14451.566450000013,0.039033003754528124
S1_T1,industry,8,5,20968.79174999999,0.016247061619493006
S1_T1,industry,9,7,31209.136684800018,0.015489001994139082
S1_T1,industry,10,11,54949.362750000015,0.04084316392051038
S1_T1,industry,11,3,-173.30134000000544,0.00826271391661786
S1_T1,industry,12,21,-8483.632691599993,0.07871961407443699
S1_T1,industry,13,2,-18921.482390000005,0.007507654305023468
S1_T1,industry,14,3,-3229.805316800048,0.0023233162635749554
S1_T1,industry,17,5,1741.400289999976,0.00784778908338197
S1_T1,industry,18,2,9654.115799999985,0.007387255839666508
S1_T1,industry,19,10,32701.711717999977,0.030442522370104697
S1_T1,industry,20,4,9010.573140000008,0.0052376909773452045
S1_T1,industry,21,7,-7200.740540000028,0.021269115657753152
S1_T1,industry,22,13,6235.52975999999,0.028883121334560325
S1_T1,industry,24,1,1325.704310000001,0.0005260121519559056
S1_T1,industry,25,4,16965.216178800023,0.019849106154200616
S1_T1,industry,26,4,27042.597429999965,0.013885541514239062
S1_T1,industry,27,6,26102.743960000007,0.016753599124617703
S1_T1,industry,28,2,20284.124849999993,0.008048322753729863
S1_T1,industry,29,5,30908.07110000006,0.020376248892851737
S1_T1,industry,30,2,-10273.177279999974,0.007885890899905825
S1_T1,industry,31,7,17785.501117800028,0.01606135395994876
S1_T1,industry,32,4,-22791.85795000002,0.009043339571968968
S1_T1,industry,33,8,29576.732240000027,0.03580924709891562
S1_T1,industry,34,7,44826.044899999964,0.038439877114123035
S1_T1,industry,35,6,28048.893125999995,0.01959604564249439
S1_T1,industry,36,1,-2824.687500000029,0.001120777792808082
S1_T1,industry,37,2,9323.003819999984,0.0036991758004100597
S1_T1,industry,38,4,-12042.833759999965,0.012414236604330888
S1_T1,industry,39,8,-57194.24094000002,0.02671664867859523
S1_T1,industry,40,2,-25403.53604000002,0.010079599620287729
S1_T1,industry,41,9,-42695.51600719999,0.03219428533106498
S1_T1,industry,42,1,2367.215549999979,0.0009392623499873593
S1_T1,industry,45,7,17593.832172400012,0.018396040201534878
S1_T1,industry,46,2,-10982.811659999992,0.004357753348333764
S1_T1,industry,47,1,1325.5654399999912,0.0005259570512015396
S1_T1,industry,48,1,-8634.737999999998,0.0034260861058492205
S1_T1,industry,50,1,-2337.533500000005,0.0009274851241933592
S1_T1,industry,51,3,-8832.462824000017,0.008441910792543706
S1_T1,industry,52,3,1406.7266299999756,0.003478619058721197
S1_T1,industry,53,3,-13235.73135999999,0.01006229894362415
S1_T1,industry,54,2,5416.968349999996,0.006624075439454334
S1_T1,industry,55,1,-9334.228799999997,0.003703629641165446
S1_T1,industry,56,2,6434.270900000018,0.003966940406023486
S1_T1,industry,57,1,1787.048179999998,0.0007090638928455191
S1_T1,industry,58,1,-5189.606400000004,0.0020591288794015766
S1_T1,industry,59,3,9783.290269999983,0.012536034209056052
S1_T1,industry,60,4,3255.817350000005,0.004097752457658601
S1_T1,industry,61,1,-24376.98947999999,0.00967228709890915
S1_T1,industry,62,4,20047.97407999997,0.016504889278010196
S1_T1,industry,63,2,-1926.8461799999932,0.002966098890095974
S1_T1,industry,64,2,-2533.278429999991,0.0026654550053041
S1_T1,industry,69,6,-3825.221389999977,0.01567955250497095
S1_T1,industry,73,2,9697.067579999988,0.004057139297384477
S1_T1,industry,74,2,-927.448940000002,0.0018919643957169686
S1_T1,industry,75,1,608.9520000000048,0.00024161960517263078
S1_T1,industry,76,4,-9431.360789999999,0.005314144498087072
S1_T1,industry,78,1,5046.065159999998,0.002002174673265804
S1_T1,industry,79,3,14071.923240000004,0.010681687114610061
S1_T1,industry,83,1,-4840.422400000003,0.0019205798636949209
S1_T1,industry,88,5,24803.10589000005,0.022293788858998652
S1_T1,industry,89,1,1554.0544000000082,0.0006166167621500359
S1_T1,industry,90,4,-1080.8052500000194,0.008441142891893154
S1_T1,industry,91,1,468.93550000000687,0.00018606394323597092
S1_T1,industry,92,1,-498.74550000000454,0.00019789193695336654
S1_T1,industry,93,2,4577.264700000029,0.0034246773723553
S1_T1,industry,94,2,-6565.09487999999,0.002604894364131237
S1_T1,industry,95,2,19149.286190000028,0.007598042158602782
S1_T1,industry,96,1,1664.9044800000047,0.000660599789651306
S1_T1,industry,97,3,-19215.526559999984,0.011207639515557118
S1_T1,industry,101,2,10409.661000000007,0.00471243577334147
S1_T1,industry,103,1,4437.835480000009,0.0017608416697846236
S1_T1,industry,105,4,-9975.91807260002,0.006756839611026474
S1_T1,industry,106,2,-9260.195539999986,0.003674254769170863
S1_T1,industry,108,2,4640.589729999978,0.005522903460809354
S1_T1,industry,112,3,6132.481230000019,0.010934010157375506
S1_T1,industry,113,5,2438.66949999996,0.012945474598804518
S1_T1,industry,117,3,-11936.535239999997,0.004736171211882004
S1_T1,industry,121,1,22487.3088,0.008922500744970018
S1_T1,industry,122,1,-16008.475599999976,0.006351833237903246
S1_T1,industry,123,1,-2758.642319999999,0.0010945724263503604
S1_T1,industry,124,2,-6539.211399999986,0.0025946243326376303
S1_T1,industry,125,2,-14070.712,0.006816726607049185
S1_T1,industry,126,1,-2726.8271999999997,0.0010819488423356603
S1_T1,board_suffix,SH,138,-53289.750960399906,0.36742705857878516
S1_T1,board_suffix,SZ,208,273658.865656,0.632572941421215
S1_FIXED_T2,industry,0,1,1878.8332000000082,0.0006662376346327498
S1_FIXED_T2,industry,1,2,10682.42346000002,0.008410027395765629
S1_FIXED_T2,industry,3,16,-984.8519600000145,0.03444268763116569
S1_FIXED_T2,industry,4,5,-3080.0136099999945,0.013023841119272912
S1_FIXED_T2,industry,5,2,-7476.410369999969,0.0031355357257753383
S1_FIXED_T2,industry,6,10,-23631.44425999999,0.017160441718825532
S1_FIXED_T2,industry,7,9,69410.72335,0.03980856219915603
S1_FIXED_T2,industry,8,3,35192.75839000003,0.01644584372829106
S1_FIXED_T2,industry,9,7,84691.96069400002,0.035478850116659674
S1_FIXED_T2,industry,10,16,8270.181960000002,0.02326533736994526
S1_FIXED_T2,industry,11,4,8215.221919999996,0.010990503849546685
S1_FIXED_T2,industry,12,19,-30802.276351800007,0.06871890991953103
S1_FIXED_T2,industry,13,3,-14805.51588000002,0.009953977980184549
S1_FIXED_T2,industry,14,3,-8407.070901200015,0.003491312799832573
S1_FIXED_T2,industry,16,1,1385.7523,0.0004913902599437186
S1_FIXED_T2,industry,17,3,-4542.814230000004,0.0063068534929671596
S1_FIXED_T2,industry,18,4,21453.599039999972,0.01420199357524884
S1_FIXED_T2,industry,19,9,85780.06812479997,0.04294208940189774
S1_FIXED_T2,industry,20,5,18046.68585999997,0.006399387290115279
S1_FIXED_T2,industry,21,11,17107.81478000003,0.047862384317489286
S1_FIXED_T2,industry,22,15,55200.51833160005,0.04474078042779448
S1_FIXED_T2,industry,25,5,92284.432486,0.0415707310491141
S1_FIXED_T2,industry,26,2,37432.513000000006,0.013273636488582144
S1_FIXED_T2,industry,27,5,-33080.84265000002,0.014264740253833492
S1_FIXED_T2,industry,29,3,-9671.13403999999,0.004530368356309275
S1_FIXED_T2,industry,30,7,-61049.816260000036,0.02324889549154806
S1_FIXED_T2,industry,31,5,35283.53558259997,0.013460495484577341
S1_FIXED_T2,industry,32,4,-40550.67184999997,0.014379341229499614
S1_FIXED_T2,industry,33,4,26126.44024000001,0.010677536229848515
S1_FIXED_T2,industry,34,4,18138.158757100042,0.018761142322455616
S1_FIXED_T2,industry,35,7,12521.969148500022,0.015193372163455345
S1_FIXED_T2,industry,36,1,14348.03389999998,0.00508783864750019
S1_FIXED_T2,industry,37,2,-5060.198560000019,0.0037911012327209105
S1_FIXED_T2,industry,38,6,2979.6844599999895,0.011301600143349735
S1_FIXED_T2,industry,39,9,-12076.068329999936,0.023046332025286387
S1_FIXED_T2,industry,40,2,-8667.206680000003,0.009064311368259963
S1_FIXED_T2,industry,41,5,-20428.362416799988,0.009787008161360354
S1_FIXED_T2,industry,42,1,4590.901799999992,0.0016279420419349705
S1_FIXED_T2,industry,45,11,13877.893336800029,0.03318703892806502
S1_FIXED_T2,industry,48,1,-8628.952080000003,0.00305984193974139
S1_FIXED_T2,industry,49,1,6626.143360000002,0.00234964236255985
S1_FIXED_T2,industry,50,1,215.26494000002276,7.633333520238803e-05
S1_FIXED_T2,industry,51,3,-13466.695311999996,0.011426040911883187
S1_FIXED_T2,industry,52,5,14267.047480000008,0.013007690443419886
S1_FIXED_T2,industry,53,2,-16192.293920000011,0.0057418165702729845
S1_FIXED_T2,industry,54,1,8944.119520000007,0.003171600881268962
S1_FIXED_T2,industry,55,1,-9425.142720000018,0.003342172573834051
S1_FIXED_T2,industry,56,1,7668.7160300000105,0.0027193405079798654
S1_FIXED_T2,industry,59,2,14409.094400000016,0.008790762674689619
S1_FIXED_T2,industry,60,3,3042.2217100000053,0.002099614998568989
S1_FIXED_T2,industry,62,4,8898.38768,0.012232348969513224
S1_FIXED_T2,industry,63,2,17922.97292999999,0.008502071487827946
S1_FIXED_T2,industry,64,1,-6459.930900000007,0.0022907031250602745
S1_FIXED_T2,industry,65,4,-8053.391880000025,0.00861432043585286
