key,year,day,count,mean,median
FIXED_T3,2022,3,93,0.003952487532985296,-0.0030030030030029353
FIXED_T3,2022,4,93,0.008282324624438528,0.0035777708137472164
FIXED_T3,2022,5,93,0.011323195834984352,0.003871296835854965
FIXED_T3,2022,6,93,0.016960101119155295,0.012919896640827044
FIXED_T3,2022,7,93,0.018963774393366415,0.007586972612879217
FIXED_T3,2022,8,93,0.01652215835005924,0.009009009009009139
FIXED_T3,2022,9,93,0.013314541305455315,0.005076142131979822
FIXED_T3,2022,10,93,0.010780607352243253,0.006675567423231055
FIXED_T3,2023,1,111,-0.004386255725716238,-0.003659174072137894
FIXED_T3,2023,2,111,-0.003466430536857232,-0.004561003420752718
FIXED_T3,2023,3,111,-0.0019175835392494004,0.0
FIXED_T3,2023,4,111,-0.0023328965890075277,0.002068965517241894
FIXED_T3,2023,5,111,-0.00040806311510953406,0.0016474464579900872
FIXED_T3,2023,6,111,-0.00286206047474332,0.001434720229555042
FIXED_T3,2023,7,111,-0.0030807522297143447,0.0019588638589616014
FIXED_T3,2023,8,111,-0.0006494375442971149,0.003717472118959231
FIXED_T3,2023,9,111,-0.0023171553802076856,-1.1102230246251565e-16
FIXED_T3,2023,10,111,-0.0009842913337445,0.0011061946902652942
S1_FIXED_T2,2020,1,63,0.0030973154620460132,-0.0014224751066856944
S1_FIXED_T2,2020,2,63,0.004480086059579306,-0.005546751188589494
S1_FIXED_T2,2020,3,63,0.006320698805730742,-0.00591715976331364
S1_FIXED_T2,2020,4,63,0.00858219420868087,-0.009211873080859911
S1_FIXED_T2,2020,5,63,0.005980771897673421,-0.0030706243602866
S1_FIXED_T2,2020,6,63,0.0089437393233088,-0.007165755232887316
S1_FIXED_T2,2020,7,63,0.016476033262819028,0.012725658478839996
S1_FIXED_T2,2020,8,63,0.01778353224397604,0.01598173515981749
S1_FIXED_T2,2020,9,63,0.017808257902957144,0.004148595134829458
S1_FIXED_T2,2020,10,63,0.021061976239764475,0.007085020242914686
S1_FIXED_T2,2021,1,90,-0.001183538159992227,-0.004434789147271745
S1_FIXED_T2,2021,2,90,0.001445557387356226,-0.004136632116764516
S1_FIXED_T2,2021,3,90,0.007730823592162813,-0.00040057426075640334
S1_FIXED_T2,2021,4,90,0.008146388304537082,-0.004371242754202975
S1_FIXED_T2,2021,5,90,0.012199969223497328,0.003160546300135847
S1_FIXED_T2,2021,6,90,0.013273634524917642,0.0015297202797202036
S1_FIXED_T2,2021,7,90,0.016076168865589397,0.0009552004344554055
S1_FIXED_T2,2021,8,90,0.017007364040055803,-0.0013279095448727185
S1_FIXED_T2,2021,9,90,0.0200350812826831,0.002838155517723706
S1_FIXED_T2,2021,10,90,0.0241016715399624,0.003959454737220369
S1_FIXED_T2,2022,1,95,0.0027040406338314105,0.0011153054221000325
S1_FIXED_T2,2022,2,95,0.005319120442275278,-0.0011235955056180247
S1_FIXED_T2,2022,3,95,0.015603871948812922,0.0011799410029500468
S1_FIXED_T2,2022,4,95,0.01736967274029351,0.005033557046979942
S1_FIXED_T2,2022,5,95,0.024988112985882563,0.010334137099551777
S1_FIXED_T2,2022,6,95,0.025526336180745436,0.005464480874316946
S1_FIXED_T2,2022,7,95,0.029022253312891877,0.006472491909384814
S1_FIXED_T2,2022,8,95,0.033934211933568346,0.0056472632493485
S1_FIXED_T2,2022,9,95,0.032429288763803854,0.012077294685990392
S1_FIXED_T2,2022,10,95,0.027115655492757833,0.0
S1_FIXED_T2,2023,1,94,0.0005109146687726266,-0.002007648660620698
S1_FIXED_T2,2023,2,94,-0.0010699002744430528,-0.0017334015132988156
S1_FIXED_T2,2023,3,94,0.0011973107092558561,0.0002680102915950666
S1_FIXED_T2,2023,4,94,0.0005616377868628776,0.0002249212775526921
S1_FIXED_T2,2023,5,94,0.0007774185850144319,0.00276771783840013
S1_FIXED_T2,2023,6,94,0.0018225177407563131,0.00280715536570586
S1_FIXED_T2,2023,7,94,-0.00015939105263609925,0.0012019205000637356
S1_FIXED_T2,2023,8,94,-0.0011075623567844098,0.003530197376380606
S1_FIXED_T2,2023,9,94,-0.003028353842546769,0.005065086036203148
S1_FIXED_T2,2023,10,94,-0.007027566590999065,-0.0002509410288580871
S1_T1,2020,1,60,-0.0009164793655943378,-0.012897120995490452
S1_T1,2020,2,60,0.002773984154902028,-0.008339558442386541
S1_T1,2020,3,60,0.009136354998282999,-0.008523894901745876
S1_T1,2020,4,60,0.010447970661210173,-0.013926493821738939
S1_T1,2020,5,60,0.007543988263367566,-0.010710499466187962
S1_T1,2020,6,60,0.007321487381339154,-0.013064753371513194
S1_T1,2020,7,60,0.010827435614030802,-0.01705216264830056
S1_T1,2020,8,60,0.026079267310322396,0.0014414077235530565
S1_T1,2020,9,60,0.028400053306422635,0.010867920837771106
S1_T1,2020,10,60,0.02238548033743417,0.00255754475703307
S1_T1,2021,1,99,0.0004579125054065732,-0.0016556291390728006
S1_T1,2021,2,99,0.0004957789899473194,-0.0012733446519522795
S1_T1,2021,3,99,0.004280205944191211,-0.00829875518672174
S1_T1,2021,4,99,0.012911530858894685,0.0023612750885477762
S1_T1,2021,5,99,0.018024840883253613,0.00200332947715931
S1_T1,2021,6,99,0.01931012949849021,0.006952491309385911
S1_T1,2021,7,99,0.021436718719540428,0.009603841536614421
S1_T1,2021,8,99,0.019290425798420562,0.009416195856873921
S1_T1,2021,9,99,0.01786972679333143,0.011079446591989006
S1_T1,2021,10,99,0.018851397808176424,0.013826539773747593
S1_T1,2022,1,92,-0.009683897751875037,-0.016121816534428124
S1_T1,2022,2,92,-0.009387827935618721,-0.00979085977960914
S1_T1,2022,3,92,-0.010751324575510132,-0.012945526147658704
S1_T1,2022,4,92,-0.005116704407233382,-0.009585933306494987
S1_T1,2022,5,92,-0.0073039824269143,-0.016919579880406377
S1_T1,2022,6,92,-0.0049039681585925955,-0.011727140507670097
S1_T1,2022,7,92,-0.005378035810534969,-0.018294239571113424
S1_T1,2022,8,92,0.0021685321609061455,-0.0065255816175416315
S1_T1,2022,9,92,-0.00026755390545932836,-0.00998395919680728
S1_T1,2022,10,92,-0.004356338727127334,-0.009725774349120808
S1_T1,2023,1,95,0.001867464953159064,-0.0012274959083470316
S1_T1,2023,2,95,0.0055875795511440745,0.004602991944764101
S1_T1,2023,3,95,0.004431787368793441,0.0023923444976079455
S1_T1,2023,4,95,0.0031709927896191015,0.0
S1_T1,2023,5,95,0.004068142166461615,0.0005878894767781251
S1_T1,2023,6,95,0.002665369506530548,0.0011961722488036397
S1_T1,2023,7,95,0.00510288827475921,-3.3306690738754696e-16
S1_T1,2023,8,95,0.006725760358559174,0.004316546762589857
S1_T1,2023,9,95,0.003927150330721128,2.220446049250313e-16
S1_T1,2023,10,95,0.0036692815421837614,0.0031948881789138905
