scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,year,total_return,MaxDD,CVaR5,Sharpe,average_gross,net_pnl,evidence
SINGLE,MCB,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.019992250311275495,0.021531184039717655,-0.0042324792459146245,0.7877171708654362,0.07489832259274702,36334.36110544205,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.052330934149351194,0.021490932615900404,-0.007343895474681805,1.088092075156939,0.13106300989865927,97008.81661617383,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.09016152633427277,0.014396305449992375,-0.0022141982727125796,2.5983390873973646,0.04414507256143735,90161.52633427223,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.0077452006584382005,0.0029102066019039974,-0.0006518440849988111,1.5480480184965288,0.006294295819888071,8443.519771569176,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.0038445154169954865,0.001473844909344102,-0.00034483847860511396,1.3478711466027349,0.00343338899812714,4223.604036942124,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.006656353751210098,0.0014913742426870824,-0.0002968076582113587,2.0127266156470527,0.004936681232033174,7340.817622320261,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.015307922274164776,0.0043424870027924944,-0.00076822309956489,2.163648251711457,0.010788450121976313,16994.38792369864,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.0009697757337483459,0.00044424246437313464,-0.0001459420045161966,0.8446871191939377,0.0026556888784568366,1093.09615520644,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.08746077183939938,0.01549682981030176,-0.0022126051655459488,2.53157573406687,0.04346701096248327,87460.77183939936,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.007109114897803082,0.0029061737424274092,-0.0006470069672158599,1.4449547208042854,0.006025467191433445,7730.883573860396,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.0038376305400782407,0.0014695661050961872,-0.00034413748850864884,1.3485500039415586,0.003426664583814112,4202.940944051603,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.005259814633425286,0.0014910731246259301,-0.000296831467724694,1.9032955931623226,0.004909102124906563,5782.611785829067,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.015298789319284634,0.0043418075597004835,-0.0007677836662753901,2.163278111447879,0.010782004510017559,16907.873267857824,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,IFCGR,IFCGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.0009699343139717431,0.000444970816237622,-0.00014618126720667722,0.8436232950890368,0.0026591854349594262,1088.3488236567937,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.022037749262842743,0.018473032592300487,-0.0017147435162610824,1.0988939663724577,0.029306452995221218,22037.74926284235,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.027303400876949713,0.05029887594270521,-0.009874572304411654,0.49549004544813213,0.15500963147187946,27905.10637949966,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.16109258154036876,0.09857380118576398,-0.018420210882016577,1.3320131527151344,0.2446227107201529,169138.0050852911,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.03377554244772907,0.07048695767928892,-0.017117912722512688,0.37791217324627663,0.17388527982296625,41175.117358720396,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.04773255212929639,0.05525811084893373,-0.008887193749540664,0.8122659575819632,0.0981447755163324,47732.55212929682,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,SMV6,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.05362964508937229,0.08271732979151714,-0.016486166757287354,0.5307715393069169,0.15184620623112116,56189.52491927659,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.07302843507134749,0.023866170246595764,-0.006673694189198438,1.541011897511575,0.12672985039884707,358188.56326079555,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.09156315850581875,0.0370506039790196,-0.008008685753155583,1.5946753781674596,0.13133770253431282,481894.2197245117,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.10402933641224044,0.04186750555432239,-0.01112778749257314,1.4329212995971716,0.16886663024013562,597634.4845917411,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.08537619782753891,0.014637973221858003,-0.004650689486224679,2.626206200174592,0.12204202984093374,541498.4832195891,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.046749435192199984,0.03045978905935276,-0.006873349271541903,1.161076610182137,0.1434657285108328,309656.1927728243,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.05210269629976794,0.015525169401089056,-0.006687487879236257,1.2785934845584213,0.13787091053789516,361248.7352522332,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.07479149281493402,0.023556249605973467,-0.006159127529800156,1.6820854518214665,0.11856868201552571,366835.9773742873,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.07025638644038978,0.02863310201601843,-0.0062854230899879095,1.5879218077586332,0.10761555422261831,370364.8388610706,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.07582234311133851,0.04205258142942592,-0.01069213469441487,1.1329357191318508,0.1564502857092776,427788.3667164976,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.07197326605432486,0.015283409536204662,-0.004443036559444182,2.450316193385162,0.10761467536581593,436861.265537831,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.04208174169075618,0.025685937434021144,-0.0060010767552273105,1.1538585987091796,0.12588623460597256,278738.59574209154,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.04941913312451773,0.012971550766198381,-0.005571124660262789,1.4225421046853555,0.1206606959031016,341114.6026024604,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.07247779807591548,0.023872417389921186,-0.006675364135958561,1.5298542927921501,0.1266146330822111,355487.80876592826,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.0914746941130613,0.037120071904316876,-0.008012924144062569,1.5925301135701535,0.13135192664812886,481181.58352681994,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.10408758469222223,0.04188979085161193,-0.011134009865811385,1.4329091442612834,0.1689595607883047,597613.8214988178,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.0851766385372168,0.014645761156959591,-0.004653581497781176,2.619649172986329,0.12212147326540652,539940.2773830965,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.04677162528395029,0.030482606639372856,-0.006878203798810861,1.1608460921527464,0.1435635816346823,309569.6781169884,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.052140204747373575,0.01553611423949619,-0.006692144930050163,1.278607154517455,0.13796674519863922,361243.9879206866,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.0742408558195029,0.02356241434951334,-0.006160549517983291,1.6702569969443588,0.11845070700839218,364135.22287940886,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.07015714575937415,0.028699483629864186,-0.006288810737479171,1.585140211262959,0.10761711065011662,369652.2026633555,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.07586457867924956,0.042075921120389714,-0.010698302303312581,1.132914332698841,0.1565388710495999,427767.70362360124,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.07175714787396514,0.015291899603190995,-0.00444587685347253,2.442941514063447,0.10768645221843838,435303.0597013412,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.04210041112693763,0.025705200051065247,-0.0060052775099790345,1.1536111441667396,0.12597103675499746,278652.08108625934,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.049454833711561896,0.012980767985699915,-0.005575035150311334,1.4225494216848666,0.12074504507641223,341109.8552709175,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.03520828356058647,0.300305108858264,-0.04090482276069575,0.2674126936895966,0.829501782402238,56044.718122371705,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.1413803833587861,0.2789148807870607,-0.05422068638575829,0.5630706695659812,0.7497915946199394,232973.61004528124,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.4011919117999867,0.21155737966182508,-0.04600219375564617,1.2762034634745894,0.8752831258677264,754571.0647297278,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.9953967219031348,0.18197203263659223,-0.02875827466871901,2.9103700522571287,0.7432449446459828,2623262.8352671918,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.03520828356058647,0.300305108858264,-0.04090482276069575,0.2674126936895966,0.829501782402238,56044.718122371705,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.1413803833587861,0.2789148807870607,-0.05422068638575829,0.5630706695659812,0.7497915946199394,232973.61004528124,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.4011919117999867,0.21155737966182508,-0.04600219375564617,1.2762034634745894,0.8752831258677264,754571.0647297278,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,0.9953967219031348,0.18197203263659223,-0.02875827466871901,2.9103700522571287,0.7432449446459828,2623262.8352671918,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.2913217704229272,0.17078934480040198,-0.04360163158280146,1.0301555497600856,0.8241398833124508,785447.2367772409,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.2546213920243854,0.16832257165337206,-0.025276374834694828,1.3370255361109604,0.6944342177052656,886489.1746220156,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.2913217704229272,0.17078934480040198,-0.04360163158280146,1.0301555497600856,0.8241398833124508,785447.2367772409,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,ATRDR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.2546213920243854,0.16832257165337206,-0.025276374834694828,1.3370255361109604,0.6944342177052656,886489.1746220156,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,-0.0161145330953667,0.15654254369621112,-0.02559312886973205,-0.017004081694027368,0.35148613605425816,-21158.015091065085,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.22635763842191947,0.0974068977329996,-0.01860679833225493,1.5969419367724367,0.29016534337483474,292413.14766461635,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.2859310016875798,0.07982910623998685,-0.025969582288885497,1.6406596178476915,0.3713596304378741,452981.1474857447,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.23095333167291798,0.05626186910133035,-0.017350972926205046,1.7439049506521078,0.3614777114474818,470501.24840551405,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,-0.0161145330953667,0.15654254369621112,-0.02559312886973205,-0.017004081694027368,0.35148613605425816,-21158.015091065085,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.22635763842191947,0.0974068977329996,-0.01860679833225493,1.5969419367724367,0.29016534337483474,292413.14766461635,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.2859310016875798,0.07982910623998685,-0.025969582288885497,1.6406596178476915,0.3713596304378741,452981.1474857447,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,0.23095333167291798,0.05626186910133035,-0.017350972926205046,1.7439049506521078,0.3614777114474818,470501.24840551405,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.1447001771884242,0.133601082196805,-0.026734808391615596,0.9539117743214056,0.43561847859105535,262981.32567000017,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023,0.2176768047514115,0.07268069804633048,-0.015875021667405738,1.628350912164818,0.36438073704409485,452855.6090660936,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022,0.1447001771884242,0.133601082196805,-0.026734808391615596,0.9539117743214056,0.43561847859105535,262981.32567000017,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,MCB,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023,0.2176768047514115,0.07268069804633048,-0.015875021667405738,1.628350912164818,0.36438073704409485,452855.6090660936,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018,0.26199966088130666,0.17599240495506907,-0.0359201713180821,1.151022127636414,0.4416243293522584,261999.66088130698,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019,0.6018583618848534,0.08171933260661868,-0.023498280320594252,2.4131291691010426,0.27183646271553236,759545.0485972634,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020,0.23467066184441032,0.07772394908675107,-0.025539543721218284,1.1685787880937186,0.24022756599772485,474397.23492140207,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2021,0.3894895091958426,0.1263180312704021,-0.03213662662257085,1.4661137911623812,0.49670516598679093,972143.2029056619,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018,0.26199966088130666,0.17599240495506907,-0.0359201713180821,1.151022127636414,0.4416243293522584,261999.66088130698,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019,0.6018583618848534,0.08171933260661868,-0.023498280320594252,2.4131291691010426,0.27183646271553236,759545.0485972634,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020,0.23467066184441032,0.07772394908675107,-0.025539543721218284,1.1685787880937186,0.24022756599772485,474397.23492140207,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2021,0.3894895091958426,0.1263180312704021,-0.03213662662257085,1.4661137911623812,0.49670516598679093,972143.2029056619,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
SINGLE,OGR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022,0.14526884112323635,0.26164035743512826,-0.04198190585183711,0.6508336380909596,0.4070645197459192,161273.0320326353,ANNUAL_DIAGNOSTIC_NOT_INDEPENDENT_TEST
