scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,peak_date,trough_date,recovery_date,MaxDD,top_losing_securities,ATRDR_pnl,ATRDR_native_equivalent_pnl,ATRDR_incremental_scaled_pnl,MCB_pnl,MCB_native_equivalent_pnl,MCB_incremental_scaled_pnl,OGR_pnl,OGR_native_equivalent_pnl,OGR_incremental_scaled_pnl,SMV6_pnl,SMV6_native_equivalent_pnl,SMV6_incremental_scaled_pnl,single_security_weight,demand_family_gross,total_gross,cash,IFCGR_pnl,IFCGR_native_equivalent_pnl,IFCGR_incremental_scaled_pnl
COMBINED,COMBINED,OGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-07-16,2021-05-27,0.0418675055543223,"{""512980.SH"": -30349.200000000055, ""159938.SZ"": -15599.200000000012, ""159928.SZ"": -13497.400000000034, ""510180.SH"": -12796.800000000017, ""000713.SZ"": -10210.994440425115}",-127958.23282318679,-127958.23282318702,2.3283064365386963e-10,-68484.63857805087,-68484.638578051,1.3096723705530167e-10,0.0,0.0,0.0,-73981.40000000013,-73981.40000000014,1.4551915228366852e-11,0.05803101878777795,0.48795518373684676,0.6410329410730828,2221512.430643469,,,
COMBINED,COMBINED,OGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-03-15,2022-05-20,0.0304597890593527,"{""002177.SZ"": -12921.394531975384, ""300888.SZ"": -10350.990775151258, ""603131.SH"": -10299.961441611042, ""603366.SH"": -9703.404178032739, ""601866.SH"": -9691.147130527854}",-164961.13846462686,-164961.13846462686,0.0,-38184.06554936658,-38184.065549366176,-4.0745362639427185e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.013135077299776641,0.19748607278711003,0.19748607278711003,5189172.240529358,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-07-16,2021-05-31,0.0420525814294259,"{""512980.SH"": -30349.200000000055, ""159938.SZ"": -15599.200000000012, ""159928.SZ"": -13497.400000000034, ""510180.SH"": -12796.800000000017, ""000713.SZ"": -5859.852662733414}",-127958.23282318658,-127958.23282318702,4.3655745685100555e-10,-58561.738017377174,-58561.73801737721,3.637978807091713e-11,0.0,0.0,0.0,-73981.40000000013,-73981.40000000014,1.4551915228366852e-11,0.06051949869246028,0.47294375825107676,0.632585779509305,2180293.6271272716,,,
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-05,2022-03-15,2022-05-18,0.0256859374340211,"{""002177.SZ"": -12921.394531975384, ""603131.SH"": -10299.961441611042, ""601866.SH"": -9691.147130527854, ""601919.SH"": -9667.923401794134, ""002344.SZ"": -7853.8243089311145}",-159090.1964522287,-159090.19645222835,-3.4924596548080444e-10,-8942.569550264714,-8942.56955026486,1.4551915228366852e-10,0.0,0.0,0.0,-3086.252505439974,-3086.2525054399157,-5.820766091346741e-11,0.007954608443329882,0.17828965912854874,0.17828965912854874,5333601.736677509,,,
COMBINED,COMBINED,IFCGR,independent,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-07-16,2021-05-27,0.0418897908516119,"{""512980.SH"": -30349.200000000055, ""159938.SZ"": -15599.200000000012, ""159928.SZ"": -13497.400000000034, ""510180.SH"": -12796.800000000017, ""000713.SZ"": -10210.994440425158}",-127958.23282318743,-127958.23282318749,5.820766091346741e-11,-68484.6385780508,-68484.63857805077,-2.9103830456733704e-11,,,,-73981.40000000013,-73981.40000000014,1.4551915228366852e-11,0.05806325812260104,0.48822626894051635,0.6413890691585735,2218076.227572192,0.0,0.0,0.0
COMBINED,COMBINED,IFCGR,independent,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-03-15,2022-05-20,0.0304826066393728,"{""002177.SZ"": -12921.394531975384, ""300888.SZ"": -10350.990775151258, ""603131.SH"": -10299.961441611042, ""603366.SH"": -9703.404178032739, ""601866.SH"": -9691.147130527854}",-164961.13846462686,-164961.13846462686,0.0,-38184.06554936658,-38184.065549366176,-4.0745362639427185e-10,,,,0.0,0.0,0.0,0.013145226217201501,0.19763866190398643,0.19763866190398643,5184179.980907392,0.0,0.0,0.0
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-07-16,2021-05-31,0.0420759211203897,"{""512980.SH"": -30349.200000000055, ""159938.SZ"": -15599.200000000012, ""159928.SZ"": -13497.400000000034, ""510180.SH"": -12796.800000000017, ""000713.SZ"": -5859.852662733414}",-127958.23282318663,-127958.23282318655,-7.275957614183426e-11,-58561.738017377174,-58561.73801737721,3.637978807091713e-11,,,,-73981.40000000013,-73981.40000000014,1.4551915228366852e-11,0.06055456311352155,0.47321777735956105,0.6329522936842292,2176857.424055994,0.0,0.0,0.0
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,NATIVE,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-05,2022-03-15,2022-05-18,0.0257052000510652,"{""002177.SZ"": -12921.394531975384, ""603131.SH"": -10299.961441611042, ""601866.SH"": -9691.147130527854, ""601919.SH"": -9667.923401794134, ""002344.SZ"": -7853.8243089311145}",-159090.1964522287,-159090.19645222835,-3.4924596548080444e-10,-8942.569550264714,-8942.56955026486,1.4551915228366852e-10,,,,-3086.252505439974,-3086.2525054399157,-5.820766091346741e-11,0.007960731218220206,0.17842689120677027,0.17842689120677027,5328609.477055542,0.0,0.0,0.0
SINGLE,ATRDR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019-07-01,2020-02-04,2020-07-03,0.3528163598232933,"{""300022.SZ"": -299626.72117757663, ""603118.SH"": -221979.9054217164, ""603589.SH"": -71237.42550802515, ""603609.SH"": -71145.46118437854, ""600702.SH"": -68699.80492246826}",-840870.3679441264,-70209.19367958675,-770661.1742645396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873817214711488,0.9999999999999989,0.9999999999999989,1.5425030142068863e-09,,,
SINGLE,ATRDR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2019-07-01,2020-02-04,2020-07-03,0.3528163598232933,"{""300022.SZ"": -299626.72117757663, ""603118.SH"": -221979.9054217164, ""603589.SH"": -71237.42550802515, ""603609.SH"": -71145.46118437854, ""600702.SH"": -68699.80492246826}",-840870.3679441264,-70209.19367958675,-770661.1742645396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1873817214711488,0.9999999999999989,0.9999999999999989,1.5425030142068863e-09,,,
SINGLE,ATRDR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-04,2022-04-26,2022-07-04,0.1707893448004019,"{""601827.SH"": -198627.02811030907, ""300520.SZ"": -136429.24491398095, ""002177.SZ"": -63427.06392630078, ""600017.SH"": -52768.94164671497, ""300888.SZ"": -51663.217673228195}",-462491.96083573584,-103371.74145761458,-359120.21937812126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39987328149181905,0.9999999999999986,0.9999999999999988,2.561137080192566e-09,,,
SINGLE,ATRDR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-01-04,2022-04-26,2022-07-04,0.1707893448004019,"{""601827.SH"": -198627.02811030907, ""300520.SZ"": -136429.24491398095, ""002177.SZ"": -63427.06392630078, ""600017.SH"": -52768.94164671497, ""300888.SZ"": -51663.217673228195}",-462491.96083573584,-103371.74145761458,-359120.21937812126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39987328149181905,0.9999999999999986,0.9999999999999988,2.561137080192566e-09,,,
SINGLE,MCB,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-08-06,2019-02-22,0.1565425436962111,"{""002396.SZ"": -75219.19430139853, ""002138.SZ"": -39816.31390492985, ""300498.SZ"": -31415.510348281125, ""002506.SZ"": -18312.83561491353, ""300737.SZ"": -10531.472482552039}",0.0,0.0,0.0,-209362.7993374992,-18336.23070925474,-191026.56862824445,0.0,0.0,0.0,0.0,0.0,0.0,0.36445671650801476,0.9999999999999988,0.9999999999999988,1.4551915228366852e-09,,,
SINGLE,MCB,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-08-06,2019-02-22,0.1565425436962111,"{""002396.SZ"": -75219.19430139853, ""002138.SZ"": -39816.31390492985, ""300498.SZ"": -31415.510348281125, ""002506.SZ"": -18312.83561491353, ""300737.SZ"": -10531.472482552039}",0.0,0.0,0.0,-209362.7993374992,-18336.23070925474,-191026.56862824445,0.0,0.0,0.0,0.0,0.0,0.0,0.36445671650801476,0.9999999999999988,0.9999999999999988,1.4551915228366852e-09,,,
SINGLE,MCB,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-17,2022-03-15,2022-07-04,0.133601082196805,"{""000777.SZ"": -51136.93291119038, ""300888.SZ"": -45295.36140082708, ""300154.SZ"": -42855.68828080129, ""002899.SZ"": -17302.52996566573, ""603685.SH"": -17118.7845634693}",0.0,0.0,0.0,-247781.32962012594,-39363.37749271793,-208417.952127408,0.0,0.0,0.0,0.0,0.0,0.0,0.2804601182600438,0.9999999999999989,0.9999999999999989,1.862645149230957e-09,,,
SINGLE,MCB,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-01-17,2022-03-15,2022-07-04,0.133601082196805,"{""000777.SZ"": -51136.93291119038, ""300888.SZ"": -45295.36140082708, ""300154.SZ"": -42855.68828080129, ""002899.SZ"": -17302.52996566573, ""603685.SH"": -17118.7845634693}",0.0,0.0,0.0,-247781.32962012594,-39363.37749271793,-208417.952127408,0.0,0.0,0.0,0.0,0.0,0.0,0.2804601182600438,0.9999999999999989,0.9999999999999989,1.862645149230957e-09,,,
SINGLE,OGR,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-02,0.175992404955069,"{""603579.SH"": -105421.0361708558, ""000002.SZ"": -26426.995947982345, ""002385.SZ"": -22626.435029877983, ""603817.SH"": -20311.11173667076, ""000839.SZ"": -16410.436302690985}",0.0,0.0,0.0,0.0,0.0,0.0,-213041.94563874486,-4859.79216358636,-208182.1534751585,0.0,0.0,0.0,0.35257990177536414,0.0,0.9999999999999968,3.3178366720676422e-09,,,
SINGLE,OGR,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-02,0.175992404955069,"{""603579.SH"": -105421.0361708558, ""000002.SZ"": -26426.995947982345, ""002385.SZ"": -22626.435029877983, ""603817.SH"": -20311.11173667076, ""000839.SZ"": -16410.436302690985}",0.0,0.0,0.0,0.0,0.0,0.0,-213041.94563874486,-4859.79216358636,-208182.1534751585,0.0,0.0,0.0,0.35257990177536414,0.0,0.9999999999999968,3.3178366720676422e-09,,,
SINGLE,OGR,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.2616403574351282,"{""002727.SZ"": -169795.70445544634, ""002585.SZ"": -120669.43190418248}",0.0,0.0,0.0,0.0,0.0,0.0,-290465.1363596288,-3141.26018840936,-287323.87617121945,0.0,0.0,0.0,0.5077368818318699,0.0,0.999999999999998,1.6298145055770874e-09,,,
SINGLE,OGR,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.2616403574351282,"{""002727.SZ"": -169795.70445544634, ""002585.SZ"": -120669.43190418248}",0.0,0.0,0.0,0.0,0.0,0.0,-290465.1363596288,-3141.26018840936,-287323.87617121945,0.0,0.0,0.0,0.5077368818318699,0.0,0.999999999999998,1.6298145055770874e-09,,,
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-12,0.1810258320413749,"{""603579.SH"": -112606.88021142974, ""000002.SZ"": -26361.662743363624, ""002385.SZ"": -22570.25725568099, ""603817.SH"": -20260.34954304628, ""000839.SZ"": -16364.424197905819}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.5410832952383675,0.0,0.9999999999999978,2.2118911147117615e-09,-218633.19883742844,-4694.31434200122,-213938.88449542722
SINGLE,IFCGR,IFCGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-12,0.1810258320413749,"{""603579.SH"": -112606.88021142974, ""000002.SZ"": -26361.662743363624, ""002385.SZ"": -22570.25725568099, ""603817.SH"": -20260.34954304628, ""000839.SZ"": -16364.424197905819}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.5410832952383675,0.0,0.9999999999999978,2.2118911147117615e-09,-218633.19883742844,-4694.31434200122,-213938.88449542722
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.2616403574351282,"{""002727.SZ"": -169032.15955176367, ""002585.SZ"": -120126.80021596502}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.5077368818318699,0.0,0.999999999999998,1.57160684466362e-09,-289158.9597677287,-3122.390050707152,-286036.56971702154
SINGLE,IFCGR,IFCGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.2616403574351282,"{""002727.SZ"": -169032.15955176367, ""002585.SZ"": -120126.80021596502}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.5077368818318699,0.0,0.999999999999998,1.57160684466362e-09,-289158.9597677287,-3122.390050707152,-286036.56971702154
SINGLE,SMV6,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-12-22,2021-01-04,0.0941144284590829,"{""512980.SH"": -30597.97021392004, ""159997.SZ"": -20348.06391283199, ""159915.SZ"": -19983.37798321599, ""159928.SZ"": -18236.405594219992, ""510180.SH"": -14897.324778586768}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122699.91049836353,-124195.28012069478,1495.3696223312436,0.2493447626550534,0.0,0.9391752761066258,71835.8980515655,,,
SINGLE,SMV6,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-12-22,2021-01-04,0.0941144284590829,"{""512980.SH"": -30597.97021392004, ""159997.SZ"": -20348.06391283199, ""159915.SZ"": -19983.37798321599, ""159928.SZ"": -18236.405594219992, ""510180.SH"": -14897.324778586768}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122699.91049836353,-124195.28012069478,1495.3696223312436,0.2493447626550534,0.0,0.9391752761066258,71835.8980515655,,,
SINGLE,SMV6,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023-04-07,2023-11-22,,0.0924996452787586,"{""159997.SZ"": -24521.839664384017, ""512480.SH"": -18245.535110568017, ""512760.SH"": -17967.599418240046, ""515000.SH"": -17447.547160888018, ""159995.SZ"": -16606.44175548802}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111577.05644567982,-99547.81604083884,-12029.24040484098,0.0,0.0,0.0,1094666.017345894,,,
SINGLE,SMV6,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2023-04-07,2023-11-22,,0.0924996452787586,"{""159997.SZ"": -24521.839664384017, ""512480.SH"": -18245.535110568017, ""512760.SH"": -17967.599418240046, ""515000.SH"": -17447.547160888018, ""159995.SZ"": -16606.44175548802}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111577.05644567982,-99547.81604083884,-12029.24040484098,0.0,0.0,0.0,1094666.017345894,,,
COMBINED,COMBINED,OGR,independent,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.2906331689680154,"{""603040.SH"": -456639.3023379618, ""000786.SZ"": -356309.4785349439, ""002048.SZ"": -326267.774877128, ""002458.SZ"": -160973.6311606546, ""002415.SZ"": -130243.92126115659}",-1507340.9484562278,-46942.71435964643,-1460398.2340965813,-87483.42316594966,-13972.955947149545,-73510.46721880011,-21076.098252106654,3471.92617428652,-24548.024426393175,0.0,0.0,0.0,0.5157614790868378,0.999999999999997,0.999999999999997,1.1525116860866547e-08,,,
COMBINED,COMBINED,OGR,independent,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.2906331689680154,"{""603040.SH"": -456639.3023379618, ""000786.SZ"": -356309.4785349439, ""002048.SZ"": -326267.774877128, ""002458.SZ"": -160973.6311606546, ""002415.SZ"": -130243.92126115659}",-1507340.9484562278,-46942.71435964643,-1460398.2340965813,-87483.42316594966,-13972.955947149545,-73510.46721880011,-21076.098252106654,3471.92617428652,-24548.024426393175,0.0,0.0,0.0,0.5157614790868378,0.999999999999997,0.999999999999997,1.1525116860866547e-08,,,
COMBINED,COMBINED,OGR,independent,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720838530484687,"{""601827.SH"": -464687.5491775297, ""600017.SH"": -339887.7252960103, ""300520.SZ"": -313311.91795593174, ""002585.SZ"": -72156.16397612178, ""002727.SZ"": -62034.49667803678}",-1039532.7195957142,-22331.5185731519,-1017201.2010225623,0.0,0.0,0.0,-134190.66065415856,-2976.1828685889486,-131214.47778556962,0.0,0.0,0.0,0.3651641458663318,0.9131996629132175,0.9999999999999976,1.3969838619232178e-08,,,
COMBINED,COMBINED,OGR,independent,2022_2023,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720838530484687,"{""601827.SH"": -464687.5491775297, ""600017.SH"": -339887.7252960103, ""300520.SZ"": -313311.91795593174, ""002585.SZ"": -72156.16397612178, ""002727.SZ"": -62034.49667803678}",-1039532.7195957142,-22331.5185731519,-1017201.2010225623,0.0,0.0,0.0,-134190.66065415856,-2976.1828685889486,-131214.47778556962,0.0,0.0,0.0,0.3651641458663318,0.9131996629132175,0.9999999999999976,1.3969838619232178e-08,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.2923730473653171,"{""603040.SH"": -456666.6944119871, ""000786.SZ"": -356330.85220024607, ""002048.SZ"": -327227.8846300796, ""002458.SZ"": -160983.28736325976, ""002415.SZ"": -130251.73410405935}",-1552953.335777653,-46942.71435964573,-1506010.6214180072,-51517.47117703814,-6620.3675887559075,-44897.10358828223,-25197.90090874529,3471.92617428652,-28669.82708303181,0.0,0.0,0.0,0.5157614790868377,0.9999999999999967,0.9999999999999966,1.3387762010097504e-08,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G100,IDEALIZED_SCALING_BOUND,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.2923730473653171,"{""603040.SH"": -456666.6944119871, ""000786.SZ"": -356330.85220024607, ""002048.SZ"": -327227.8846300796, ""002458.SZ"": -160983.28736325976, ""002415.SZ"": -130251.73410405935}",-1552953.335777653,-46942.71435964573,-1506010.6214180072,-51517.47117703814,-6620.3675887559075,-44897.10358828223,-25197.90090874529,3471.92617428652,-28669.82708303181,0.0,0.0,0.0,0.5157614790868377,0.9999999999999967,0.9999999999999966,1.3387762010097504e-08,,,
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G100,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1720838530484686,"{""601827.SH"": -471019.2849240835, ""600017.SH"": -344518.9646392654, ""300520.SZ"": -317581.04088434693, ""002585.SZ"": -73139.34883569131, ""002727.SZ"": -62879.7658074357}",-1053697.175889037,-22331.5185731519,-1031365.6573158852,0.0,0.0,0.0,-136019.11464312702,-2976.1828685889486,-133042.93177453807,0.0,0.0,0.0,0.3651641458663316,0.9131996629132169,0.9999999999999969,1.7229467630386353e-08,,,
