scope,strategy,gap,mcb_mode,period,target,grade,mechanic,priority,peak_date,trough_date,recovery_date,MaxDD,top_losing_securities,ATRDR_pnl,ATRDR_native_equivalent_pnl,ATRDR_incremental_scaled_pnl,MCB_pnl,MCB_native_equivalent_pnl,MCB_incremental_scaled_pnl,OGR_pnl,OGR_native_equivalent_pnl,OGR_incremental_scaled_pnl,SMV6_pnl,SMV6_native_equivalent_pnl,SMV6_incremental_scaled_pnl,single_security_weight,demand_family_gross,total_gross,cash,IFCGR_pnl,IFCGR_native_equivalent_pnl,IFCGR_incremental_scaled_pnl
SINGLE,ATRDR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2019-07-01,2020-02-04,2020-07-02,0.273161776750829,"{""300022.SZ"": -207790.13432787656, ""603118.SH"": -159828.39690818405, ""603609.SH"": -52094.55524987728, ""603589.SH"": -52062.49696372821, ""600702.SH"": -50291.53000539559}",-593592.0295474585,-70209.19367958675,-523382.83586787176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341829551487198,0.7160941531289106,0.7160941531289106,448415.0979494601,,,
SINGLE,ATRDR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-19,2022-04-26,2022-07-04,0.1296973384135129,"{""601827.SH"": -151311.06645405514, ""300520.SZ"": -104373.56521722215, ""002177.SZ"": -48948.6022717124, ""600017.SH"": -39363.02415411634, ""300888.SZ"": -32160.829828414106}",-354869.2624627639,-109749.13743104693,-245120.12503171695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28847360877439776,0.7214125627453285,0.7214125627453285,663390.3657339342,,,
SINGLE,MCB,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-08-06,2019-02-22,0.1186955525648191,"{""002396.SZ"": -56888.60182009119, ""002138.SZ"": -30113.25033082947, ""300498.SZ"": -23759.686284556345, ""002506.SZ"": -13738.79048759829, ""300737.SZ"": -7921.133013695231}",0.0,0.0,0.0,-158091.55640329135,-18336.23070925474,-139755.3256940366,0.0,0.0,0.0,0.0,0.0,0.0,0.2648943300564728,0.7268197238742538,0.7268197238742538,320663.50105217786,,,
SINGLE,MCB,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-01-17,2022-03-15,2022-07-04,0.1012807298453226,"{""000777.SZ"": -38913.486615004076, ""300888.SZ"": -34230.17686138158, ""300154.SZ"": -32611.737884006172, ""002899.SZ"": -12969.08922840398, ""603685.SH"": -12831.363096958266}",0.0,0.0,0.0,-187044.54269634487,-39363.37749271793,-147681.16520362694,0.0,0.0,0.0,0.0,0.0,0.0,0.20661926510143055,0.7367153176119396,0.7367153176119396,436986.3448614539,,,
SINGLE,OGR,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-02,0.1345312893757447,"{""603579.SH"": -77685.2029897992, ""000002.SZ"": -19066.790212088956, ""002385.SZ"": -16333.02963225709, ""603817.SH"": -14654.880678802409, ""000839.SZ"": -11784.773024822649}",0.0,0.0,0.0,0.0,0.0,0.0,-155432.40458249682,-4859.79216358636,-150572.61241891046,0.0,0.0,0.0,0.2621217813993113,0.0,0.7434393738254361,256542.68714139063,,,
SINGLE,OGR,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.1997046276121953,"{""002727.SZ"": -128567.12082387344, ""002585.SZ"": -93138.85932258621}",0.0,0.0,0.0,0.0,0.0,0.0,-221705.98014645965,-3141.26018840936,-218564.7199580503,0.0,0.0,0.0,0.3615680137382016,0.0,0.712116898882144,255773.62404564215,,,
SINGLE,IFCGR,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-07-26,2018-09-17,2018-11-12,0.1381620332461686,"{""603579.SH"": -82796.17240936295, ""000002.SZ"": -19029.802369236804, ""002385.SZ"": -16301.18410942791, ""603817.SH"": -14626.069127024675, ""000839.SZ"": -11758.002672130864}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4032779713598682,0.0,0.7453158781813957,253152.13329925435,-159346.60510640507,-4694.31434200122,-154652.29076440385
SINGLE,IFCGR,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-03-30,2022-04-26,2022-11-07,0.1997046276121952,"{""002727.SZ"": -127988.97445555945, ""002585.SZ"": -92720.02834215207}",0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.3615680137382016,0.0,0.7121168988821439,254623.44979498698,-220709.00279771152,-3122.390050707152,-217586.61274700437
SINGLE,SMV6,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2020-07-13,2020-12-22,2021-01-04,0.0741376281715924,"{""512980.SH"": -22379.924855232042, ""510180.SH"": -14897.324778586768, ""159915.SZ"": -14346.680913167977, ""159997.SZ"": -14264.821775744002, ""159928.SZ"": -12720.431158091986}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91723.71645600228,-124195.28012069478,32471.563664692498,0.1887804584894256,0.0,0.747940617858788,288730.2300125063,,,
SINGLE,SMV6,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2023-04-07,2023-11-22,,0.0740357002110285,"{""159997.SZ"": -18996.16397392001, ""159980.SZ"": -15362.031306207962, ""512480.SH"": -13512.932836440043, ""512760.SH"": -13309.332902399998, ""159995.SZ"": -12298.968808672013}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86069.12411538382,-99547.81604083884,13478.691925455016,0.0,0.0,0.0,1076466.2996066287,,,
COMBINED,COMBINED,OGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-24,0.2229778045106137,"{""603040.SH"": -347584.9132782762, ""000786.SZ"": -271020.13064454973, ""002048.SZ"": -240263.3650172103, ""002458.SZ"": -122288.53980268638, ""002415.SZ"": -97529.40799351808}",-1127108.0643313103,-46942.71435964643,-1080165.349971664,-63853.16051604496,-13972.955947149545,-49880.20456889542,-14231.897444274322,3471.92617428652,-17703.82361856084,0.0,0.0,0.0,0.36855674019409373,0.7145875664204837,0.7145875664204837,1198674.6553305504,,,
COMBINED,COMBINED,OGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.1300455102514359,"{""601827.SH"": -350161.46465538314, ""600017.SH"": -256563.91296224034, ""300520.SZ"": -237142.12279678136, ""002585.SZ"": -54614.155790195364, ""002727.SZ"": -46770.01976114954}",-785262.7319972133,-22331.5185731519,-762931.2134240614,0.0,0.0,0.0,-101384.1755513449,-2976.1828685889486,-98407.99268275595,0.0,0.0,0.0,0.2631358552120487,0.6580481052156313,0.7205960886104322,1657235.9890127834,,,
COMBINED,COMBINED,OGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2018-12-25,0.2244492359235763,"{""603040.SH"": -347572.01342649397, ""000786.SZ"": -271010.0723267639, ""002048.SZ"": -240786.2706869814, ""002458.SZ"": -122284.00133171742, ""002415.SZ"": -97525.7884034284}",-1160256.7856577022,-46942.71435964573,-1113314.0712980565,-37872.00382163244,-6620.3675887559075,-31251.63623287653,-17273.9676547392,3471.92617428652,-20745.89382902572,0.0,0.0,0.0,0.3685567401940938,0.7145875664204839,0.7145875664204839,1198630.1691494815,,,
COMBINED,COMBINED,OGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.130045510251436,"{""601827.SH"": -346876.8965193282, ""600017.SH"": -254157.3041876086, ""300520.SZ"": -234917.69338670524, ""002585.SZ"": -54101.866649348434, ""002727.SZ"": -46331.30981692045}",-777896.8473745631,-22331.5185731519,-755565.3288014112,0.0,0.0,0.0,-100433.1764662689,-2976.1828685889486,-97456.99359767995,0.0,0.0,0.0,0.2631358552120487,0.6580481052156314,0.7205960886104323,1641690.8617704348,,,
COMBINED,COMBINED,IFCGR,independent,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-01-28,0.2287273213817527,"{""603040.SH"": -345015.8626496522, ""000786.SZ"": -269016.2680905421, ""002048.SZ"": -240209.0692573039, ""002458.SZ"": -126136.925028983, ""002415.SZ"": -100214.38909081472}",-1136317.703957814,-46942.7143596462,-1089374.9895981678,-63860.061684211665,-13972.955947149545,-49887.10573706212,,,,0.0,0.0,0.0,0.3685567401940939,0.7145875664204838,0.7145875664204837,1189811.9215899152,-36098.478949400764,2313.7643071792554,-38412.24325658002
COMBINED,COMBINED,IFCGR,independent,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-20,0.1300228161167026,"{""601827.SH"": -350069.7175973095, ""600017.SH"": -256509.53660213324, ""300520.SZ"": -237104.52058835572, ""002585.SZ"": -54277.470518856804, ""002727.SZ"": -46476.57858219699}",-785106.7859010249,-22331.5185731519,-762775.267327873,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.26327476806099703,0.6583954973905477,0.7206005648852501,1656072.4027565809,-100754.0491010538,-2958.3043812341057,-97795.74471981969
COMBINED,COMBINED,IFCGR,confirmation_tag,2018_2021,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2018-04-02,2018-10-17,2019-02-11,0.2301873305498097,"{""603040.SH"": -345003.6371120562, ""000786.SZ"": -269006.73557666223, ""002048.SZ"": -240732.09201343474, ""002458.SZ"": -126132.45540342017, ""002415.SZ"": -100210.83802283721}",-1169475.6452471681,-46942.7143596455,-1122532.9308875226,-37872.958188414515,-6620.3675887559075,-31252.590599658608,,,,0.0,0.0,0.0,0.3685567401940939,0.7145875664204839,0.7145875664204839,1189769.760947595,-39134.51272420257,2313.7643071792554,-41448.277031381826
COMBINED,COMBINED,IFCGR,confirmation_tag,2022_2023,G75,EXECUTION_AWARE_SCALING,FULL_BOOK_NORMALIZATION,,2022-04-06,2022-04-26,2022-06-24,0.1300228161167027,"{""601827.SH"": -346784.887566068, ""600017.SH"": -254102.6153896565, ""300520.SZ"": -234879.6836184014, ""002585.SZ"": -53768.165496977395, ""002727.SZ"": -46040.47213424712}",-777739.8466360122,-22331.5185731519,-755408.3280628603,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.26327476806099687,0.6583954973905471,0.7206005648852496,1640532.8799443205,-99808.63763122451,-2958.3043812341057,-96850.3332499904
