mcb_mode,period,target,CAGR_OGR,CAGR_IFCGR,delta_IFCGR_minus_OGR_CAGR,MaxDD_OGR,MaxDD_IFCGR,delta_IFCGR_minus_OGR_MaxDD,CVaR5_OGR,CVaR5_IFCGR,delta_IFCGR_minus_OGR_CVaR5,net_pnl_OGR,net_pnl_IFCGR,delta_IFCGR_minus_OGR_net_pnl,capital_days_OGR,capital_days_IFCGR,delta_IFCGR_minus_OGR_capital_days,average_gross_exposure_OGR,average_gross_exposure_IFCGR,delta_IFCGR_minus_OGR_average_gross_exposure,max_single_security_weight_OGR,max_single_security_weight_IFCGR,delta_IFCGR_minus_OGR_max_single_security_weight,max_family_weight_OGR,max_family_weight_IFCGR,delta_IFCGR_minus_OGR_max_family_weight,demand_share_OGR,demand_share_IFCGR,delta_IFCGR_minus_OGR_demand_share,issuer_filter_excluded_funded_events,excluded_events_OGR_pnl,OGR_funded_events_not_funded_by_IFCGR,funding_or_state_difference_events,issuer_filter_grade,classification
independent,2018_2021,NATIVE,0.0884419000580793,0.0882445124723412,-0.00019738758573809023,0.0418675055543223,0.0418897908516119,2.2285297289599548e-05,-0.0080292592420674,-0.0080333972738288,-4.1380317613998185e-06,1979215.7507966375,1974223.4911746625,-4992.259621975012,1136425253.060419,1136030398.4805195,-394854.5798995495,0.1372379830061582,0.1372558244770529,1.7841470894702782e-05,0.1070385004001935,0.1070385004001935,0.0,0.6181112128417281,0.618446661697993,0.0003354488562649083,0.1057089533780667,0.1057651021947835,5.614881671679728e-05,7,4693.340660088408,7,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2018_2021,G25,0.1292145595592322,0.1397286424425068,0.0105140828832746,0.0777254135265851,0.0798912314589689,0.0021658179323837956,-0.009349956776955,-0.0090388507713317,0.00031110600562330067,3070124.318916305,3371314.8540917905,301190.53517548554,1754406398.085393,1770395070.1843202,15988672.09892726,0.207563454319327,0.2076018646402889,3.8410320961912436e-05,0.2936893203883494,0.2936893203883487,-6.661338147750939e-16,0.2936893203883493,0.2936893203883486,-6.661338147750939e-16,0.158289591242462,0.1566810502997319,-0.0016085409427301078,6,19370.466655993958,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2018_2021,G50,0.2614423946366562,0.258204445111889,-0.003237949524767192,0.1519598312448968,0.1560413015150938,0.004081470270197007,-0.0185010165733369,-0.0185142198909503,-1.3203317613400684e-05,7514297.495031754,7387275.322540099,-127022.17249165475,4136190284.44721,4099553843.017508,-36636441.429701805,0.4073097307489698,0.4065159382680888,-0.0007937924808810171,0.521418484230346,0.5214184842303462,2.220446049250313e-16,0.521418484230346,0.5214184842303462,2.220446049250313e-16,0.3148993664236868,0.3151550688437806,0.0002557024200937619,6,44245.28860925358,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2018_2021,G75,0.4052773557913631,0.4006151847319352,-0.0046621710594279,0.2229778045106137,0.2287273213817527,0.005749516871139004,-0.0275879629703376,-0.0276113254998601,-2.336252952250123e-05,14223145.223042669,13970569.13546602,-252576.08757664822,7354759370.01691,7276806139.904986,-77953230.11192322,0.6050545062929171,0.6044146015450105,-0.00063990474790665,0.7657270143636212,0.7657270143636212,0.0,0.7657270143636212,0.7657270143636212,0.0,0.4723450353480469,0.4728149681512616,0.0004699328032147232,6,75854.76705915996,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2018_2021,G100,0.533801792264817,0.5275722062743291,-0.006229585990487951,0.2906331689680154,0.2978181270944896,0.007184958126474239,-0.0375059757309,-0.0375477693567866,-4.1793625886604735e-05,22240645.29962608,21802316.63119144,-438328.66843463853,11357337113.526957,11207796190.335655,-149540923.19130135,0.8011507767580015,0.8006267925601146,-0.0005239841978869064,1.0,1.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.6429273812181627,0.6435027923934763,0.0005754111753135671,6,111627.03695177188,6,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2022_2023,NATIVE,0.0494573270397227,0.0494871782617583,2.9851222035602587e-05,0.0304597890593527,0.0304826066393728,2.2817580020099287e-05,-0.0069241420006402,-0.0069289970145788,-4.855013938600064e-06,670904.9280250575,670813.666037675,-91.26198738254607,704681790.0315175,704655565.5367097,-26224.494807839394,0.1406683195243639,0.1407651634166607,9.684389229680512e-05,0.0781114134134533,0.0781700413060455,5.862789259220014e-05,0.6758494332713874,0.6763308963751895,0.00048146310380214885,0.1201455369594124,0.1202327611764857,8.722421707330064e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2022_2023,G25,0.0843268273470188,0.0843346380718013,7.810724782508771e-06,0.0440040201718907,0.0439960698341741,-7.950337716604305e-06,-0.0098559719514259,-0.009856049654414,-7.770298810112763e-08,1163356.72853343,1162591.9408057283,-764.7877277017105,1084844658.5708728,1084055101.4392638,-789557.131608963,0.2107038960040825,0.2107056816944049,1.7856903223867349e-06,0.2842402826855122,0.2842402826855122,0.0,0.2842402826855122,0.2842402826855122,0.0,0.1719650755520479,0.1719766006814511,1.1525129403194834e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2022_2023,G50,0.1662190170496755,0.1662365954543552,1.7578404679696735e-05,0.0873523919304568,0.0873368798988655,-1.551203159129433e-05,-0.0196464628440377,-0.0196467318698331,-2.69025795397726e-07,2383093.425184016,2381568.4388572704,-1524.9863267457113,2281888081.621762,2280255393.55539,-1632688.0663719177,0.416617386723593,0.4166219795968587,4.592873265707453e-06,0.543660448769936,0.5436604487699362,2.220446049250313e-16,0.543660448769936,0.5436604487699362,2.220446049250313e-16,0.3438842189875074,0.343906817291352,2.259830384460093e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2022_2023,G75,0.2532147062839776,0.253238749709656,2.4043425678410557e-05,0.1300455102514359,0.1300228161167026,-2.2694134733297622e-05,-0.0292803808810435,-0.0292811256826489,-7.448016054005524e-07,3775942.912237563,3773495.48958426,-2447.422653303016,3649617524.2887673,3647056609.046423,-2560915.2423443794,0.6204181738303989,0.6204243873295879,6.213499189056115e-06,0.781375469498768,0.7813754694987691,1.1102230246251565e-15,0.781375469498768,0.7813754694987691,1.1102230246251565e-15,0.5154223972283405,0.5154586918358838,3.629460754328573e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
independent,2022_2023,G100,0.3402928315986775,0.3403349358268523,4.210422817479964e-05,0.1720838530484687,0.1720543476677615,-2.950538070720099e-05,-0.0388237623784417,-0.0388246454412189,-8.830627772002386e-07,5270278.094693775,5267052.149224952,-3225.9454688234255,5147805836.878379,5144289311.193253,-3516525.6851263046,0.8228171379328401,0.8228255866421307,8.44870929062047e-06,0.9999999999999992,0.9999999999999992,0.0,1.0000000000000002,1.0,-2.220446049250313e-16,0.68674290608904,0.6867902532011568,4.7347112116846723e-05,0,0.0,0,0,PIT_B,KEEP_BOTH_AS_ALTERNATIVE_SHADOWS
