scale,period,strategy,ratio_type,orders,p50,p95,max,missing_denominator,grade
X8,2026,OGR,order_to_ADV20,28,0.008592680829789723,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X8,2026,SMV6,order_to_execution_window_volume,19,0.49961919268849964,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,ATRDR,order_to_daily_amount,644,0.0029082358532167623,0.010053147005745593,0.02447759901092762,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,ATRDR,order_to_ADV20,644,0.005666932065840822,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,MCB,order_to_daily_amount,9,1.040757778487011e-18,0.007610875429025506,0.010063844932543158,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,MCB,order_to_ADV20,9,5.9898549124924845e-18,0.007770545138472864,0.008126567788026678,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,OGR,order_to_daily_amount,184,0.0023494650238474633,0.015574272847690699,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,OGR,order_to_ADV20,184,0.002090405187508422,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,DISCOVERY,SMV6,order_to_execution_window_volume,78,0.4995866749468314,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,ATRDR,order_to_daily_amount,320,0.004260543071304452,0.010747007007876133,0.017677235045098667,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,ATRDR,order_to_ADV20,320,0.008351746805524484,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,MCB,order_to_daily_amount,1,0.0022509462841775424,0.0022509462841775424,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,MCB,order_to_ADV20,1,0.01,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,OGR,order_to_daily_amount,41,0.0056580601592022784,0.02240632293915283,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,OGR,order_to_ADV20,41,0.004705627367482577,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,VALIDATION,SMV6,order_to_execution_window_volume,36,0.499914441288809,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,ATRDR,order_to_daily_amount,255,0.004080390044644082,0.012215513554350318,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,ATRDR,order_to_ADV20,255,0.005912889304273931,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,MCB,order_to_daily_amount,2,0.000265732203343106,0.000463593498312754,0.00048557808664271494,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,MCB,order_to_ADV20,2,0.0003630171390049891,0.0006408276527728218,0.0006716954876359143,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,OGR,order_to_daily_amount,46,0.008773638711645677,0.019288589348056405,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,OGR,order_to_ADV20,46,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024_POST_HOC,SMV6,order_to_execution_window_volume,21,0.49971231300345226,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,ATRDR,order_to_daily_amount,199,0.002610705799719232,0.00899621846035669,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,ATRDR,order_to_ADV20,199,0.004523159282677044,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,MCB,order_to_daily_amount,1,1.7298185769332572e-19,1.7298185769332572e-19,1.7298185769332572e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,MCB,order_to_ADV20,1,2.759944319748349e-19,2.759944319748349e-19,2.759944319748349e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,OGR,order_to_daily_amount,31,0.007120046609730356,0.018817956459680815,0.027270239772796617,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,OGR,order_to_ADV20,31,0.0036757157055087595,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025_POST_HOC,SMV6,order_to_execution_window_volume,83,0.49989718280896567,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026_YTD_POST_HOC,ATRDR,order_to_daily_amount,132,0.00301651165212411,0.010528637194565588,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026_YTD_POST_HOC,ATRDR,order_to_ADV20,132,0.006477505175519954,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026_YTD_POST_HOC,OGR,order_to_daily_amount,28,0.009913933677380658,0.02177316049111969,0.027040445364916822,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026_YTD_POST_HOC,OGR,order_to_ADV20,28,0.008579606488607821,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026_YTD_POST_HOC,SMV6,order_to_execution_window_volume,19,0.49961919268849964,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,ATRDR,order_to_daily_amount,1550,0.0031848610877513147,0.010484540893448267,0.02447759901092762,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,ATRDR,order_to_ADV20,1550,0.006032930658241561,0.01,0.010000000000000002,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,MCB,order_to_daily_amount,13,1.8916450676759707e-18,0.0063843906772666735,0.010063844932543158,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,MCB,order_to_ADV20,13,5.989854912492485e-18,0.008875940672816005,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,OGR,order_to_daily_amount,330,0.005921504399311287,0.019443976088364255,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,OGR,order_to_ADV20,330,0.004694948719737437,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,FULL,SMV6,order_to_execution_window_volume,237,0.4998359400634365,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,ATRDR,order_to_daily_amount,174,0.0017389173015679537,0.011343316825116348,0.02447759901092762,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,ATRDR,order_to_ADV20,174,0.002772374147116942,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,MCB,order_to_daily_amount,2,0.0011160023389449193,0.002120404443995346,0.0022320046778898377,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,MCB,order_to_ADV20,2,0.002185802836921159,0.004153025390150199,0.004371605673842315,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,OGR,order_to_daily_amount,127,0.0004964060616644826,0.01506855788932604,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,OGR,order_to_ADV20,127,0.0006443268198628529,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2018,SMV6,order_to_execution_window_volume,1,0.019801043709478026,0.019801043709478026,0.019801043709478026,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2019,ATRDR,order_to_daily_amount,138,0.0018671644939426226,0.00763946173900524,0.010651276322655097,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2019,ATRDR,order_to_ADV20,138,0.003769942539424864,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2019,OGR,order_to_daily_amount,23,0.008490542182509688,0.015557654007519926,0.024113938888009695,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2019,OGR,order_to_ADV20,23,0.008828623093045431,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2019,SMV6,order_to_execution_window_volume,13,0.49977846699158174,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,ATRDR,order_to_daily_amount,162,0.0029724001001764783,0.007706626908564931,0.014615316405961686,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,ATRDR,order_to_ADV20,162,0.00588999876039657,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,MCB,order_to_daily_amount,7,9.365066310044452e-19,0.008224117804904917,0.010063844932543158,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,MCB,order_to_ADV20,7,5.9898549124924845e-18,0.007859550800861316,0.008126567788026678,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,OGR,order_to_daily_amount,10,0.004849695310700787,0.011872756726746432,0.013563549469735632,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,OGR,order_to_ADV20,10,0.005694292146412559,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2020,SMV6,order_to_execution_window_volume,39,0.49959316517493896,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2021,ATRDR,order_to_daily_amount,170,0.004611171582103824,0.010228659743332204,0.021589270047551692,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2021,ATRDR,order_to_ADV20,170,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2021,OGR,order_to_daily_amount,24,0.00826186961264556,0.019001295008248282,0.02216012171598587,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2021,OGR,order_to_ADV20,24,0.01,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2021,SMV6,order_to_execution_window_volume,25,0.49941792782305006,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2022,ATRDR,order_to_daily_amount,188,0.0042118460864257155,0.009591023542628866,0.015984930812725395,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2022,ATRDR,order_to_ADV20,188,0.008168889091158812,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2022,OGR,order_to_daily_amount,32,0.003774789879145009,0.01995421400270758,0.02240632293915283,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2022,OGR,order_to_ADV20,32,0.0034215645083115844,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2022,SMV6,order_to_execution_window_volume,14,0.49989115363526737,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,ATRDR,order_to_daily_amount,132,0.0043041039052657895,0.012924534296679575,0.017677235045098667,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,ATRDR,order_to_ADV20,132,0.009408001539667378,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,MCB,order_to_daily_amount,1,0.0022509462841775424,0.0022509462841775424,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,MCB,order_to_ADV20,1,0.01,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,OGR,order_to_daily_amount,9,0.009420146877464949,0.02761297055556558,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,OGR,order_to_ADV20,9,0.009720371705248969,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2023,SMV6,order_to_execution_window_volume,22,0.499914441288809,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,ATRDR,order_to_daily_amount,255,0.004080390044644082,0.012215513554350318,0.020639767275803876,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,ATRDR,order_to_ADV20,255,0.005912889304273931,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,MCB,order_to_daily_amount,2,0.000265732203343106,0.000463593498312754,0.00048557808664271494,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,MCB,order_to_ADV20,2,0.0003630171390049891,0.0006408276527728218,0.0006716954876359143,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,OGR,order_to_daily_amount,46,0.008773638711645677,0.019288589348056405,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,OGR,order_to_ADV20,46,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2024,SMV6,order_to_execution_window_volume,21,0.49971231300345226,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,ATRDR,order_to_daily_amount,199,0.002610705799719232,0.00899621846035669,0.015352429727133951,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,ATRDR,order_to_ADV20,199,0.004523159282677044,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,MCB,order_to_daily_amount,1,1.7298185769332572e-19,1.7298185769332572e-19,1.7298185769332572e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,MCB,order_to_ADV20,1,2.759944319748349e-19,2.759944319748349e-19,2.759944319748349e-19,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,OGR,order_to_daily_amount,31,0.007120046609730356,0.018817956459680815,0.027270239772796617,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,OGR,order_to_ADV20,31,0.0036757157055087595,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2025,SMV6,order_to_execution_window_volume,83,0.49989718280896567,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026,ATRDR,order_to_daily_amount,132,0.00301651165212411,0.010528637194565588,0.015739557170743625,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026,ATRDR,order_to_ADV20,132,0.006477505175519954,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026,OGR,order_to_daily_amount,28,0.009913933677380658,0.02177316049111969,0.027040445364916822,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026,OGR,order_to_ADV20,28,0.008579606488607821,0.010000000000000002,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
X10,2026,SMV6,order_to_execution_window_volume,19,0.49961919268849964,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,ATRDR,order_to_daily_amount,604,0.003021601406023044,0.010453171164741204,0.02888112165698659,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,ATRDR,order_to_ADV20,604,0.005841872781041365,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,MCB,order_to_daily_amount,4,0.003900132216502616,0.011186433572836583,0.012307589483236858,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,MCB,order_to_ADV20,4,0.007353847410013794,0.009782100272207064,0.009938394412189503,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,OGR,order_to_daily_amount,182,0.002488213138704777,0.015464163434043807,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,OGR,order_to_ADV20,182,0.0020612934291543814,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,DISCOVERY,SMV6,order_to_execution_window_volume,69,0.4995801847187238,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,ATRDR,order_to_daily_amount,324,0.004145569032743116,0.010567872723424942,0.017677235045098667,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,ATRDR,order_to_ADV20,324,0.008508295044647552,0.01,0.010000000000000002,1,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,MCB,order_to_daily_amount,1,0.0022509462841775424,0.0022509462841775424,0.0022509462841775424,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,MCB,order_to_ADV20,1,0.01,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,OGR,order_to_daily_amount,40,0.006999902103682241,0.0219255492456236,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,OGR,order_to_ADV20,40,0.005028491395385045,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,VALIDATION,SMV6,order_to_execution_window_volume,36,0.499914441288809,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,ATRDR,order_to_daily_amount,254,0.004019542850619054,0.012216473349750965,0.019606078934579923,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,ATRDR,order_to_ADV20,254,0.005737829530477969,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,MCB,order_to_daily_amount,1,3.384897003469433e-05,3.384897003469433e-05,3.384897003469433e-05,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,MCB,order_to_ADV20,1,4.008410535753765e-05,4.008410535753765e-05,4.008410535753765e-05,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,OGR,order_to_daily_amount,46,0.008579263075306397,0.019288589348056405,0.024281421688196855,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,OGR,order_to_ADV20,46,0.01,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2024_POST_HOC,SMV6,order_to_execution_window_volume,21,0.4998837479655894,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2025_POST_HOC,ATRDR,order_to_daily_amount,184,0.002583440054692109,0.009387308354666193,0.01719103094278504,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2025_POST_HOC,ATRDR,order_to_ADV20,184,0.0047418372312802715,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2025_POST_HOC,OGR,order_to_daily_amount,31,0.006847374674557654,0.018817956459680815,0.026707518514739806,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2025_POST_HOC,OGR,order_to_ADV20,31,0.003534949139009594,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2025_POST_HOC,SMV6,order_to_execution_window_volume,75,0.49989718280896567,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2026_YTD_POST_HOC,ATRDR,order_to_daily_amount,120,0.0029217589379016686,0.010726589134243167,0.01569580795307399,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2026_YTD_POST_HOC,ATRDR,order_to_ADV20,120,0.0068665327865789685,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2026_YTD_POST_HOC,OGR,order_to_daily_amount,29,0.009016468377877429,0.020428433005281885,0.027040445364916822,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2026_YTD_POST_HOC,OGR,order_to_ADV20,29,0.0076189552719703145,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2026_YTD_POST_HOC,SMV6,order_to_execution_window_volume,19,0.499421519475511,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,ATRDR,order_to_daily_amount,1486,0.003339562723047464,0.010575421823034396,0.02888112165698659,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,ATRDR,order_to_ADV20,1486,0.006531110595228183,0.01,0.010000000000000002,2,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,MCB,order_to_daily_amount,6,0.0026089969849738626,0.010438996299236405,0.012307589483236858,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,MCB,order_to_ADV20,6,0.007353847410013794,0.009984598603047377,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,OGR,order_to_daily_amount,328,0.005736479126854912,0.01945103477496245,0.030304689308699763,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,OGR,order_to_ADV20,328,0.004293950400132045,0.01,0.010000000000000004,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,FULL,SMV6,order_to_execution_window_volume,220,0.4998047935168634,0.5,0.5,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,ATRDR,order_to_daily_amount,166,0.0017021263353358327,0.012016437731360942,0.02888112165698659,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,ATRDR,order_to_ADV20,166,0.002957948258070015,0.01,0.010000000000000002,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,MCB,order_to_daily_amount,1,0.002967047685770183,0.002967047685770183,0.002967047685770183,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,MCB,order_to_ADV20,1,0.005811261341054333,0.005811261341054333,0.005811261341054333,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,OGR,order_to_daily_amount,125,0.0007316085651325367,0.014275267860590312,0.026219012385849682,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,OGR,order_to_ADV20,125,0.001041413199034158,0.01,0.01,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2018,SMV6,order_to_execution_window_volume,1,0.009856323096458928,0.009856323096458928,0.009856323096458928,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
MAX_FILL,2019,ATRDR,order_to_daily_amount,124,0.0019031017125414162,0.008102001103099967,0.011478571342376934,0,DESCRIPTIVE_REGISTERED_EXECUTION_FACTS_NO_IMPACT_MODEL
