checkpoint_id,timestamp,stage,cash,gross_exposure,nav,virtual_nav,pnl_delta,quantity_delta,fees,ATRDR_cash,ATRDR_exposure,ATRDR_nav,trade_date,root_pnl_json
105,2018-01-30 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-01-30,{}
110,2018-01-31 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-01-31,{}
115,2018-02-01 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-01,{}
120,2018-02-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-02,{}
125,2018-02-05 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-05,{}
130,2018-02-06 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-06,{}
135,2018-02-07 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-07,{}
140,2018-02-08 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-08,{}
145,2018-02-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-09,{}
150,2018-02-12 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-12,{}
155,2018-02-13 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-13,{}
160,2018-02-14 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-14,{}
165,2018-02-22 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-22,{}
170,2018-02-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-23,{}
175,2018-02-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-26,{}
180,2018-02-27 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-27,{}
185,2018-02-28 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-02-28,{}
190,2018-03-01 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-01,{}
195,2018-03-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-02,{}
200,2018-03-05 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-05,{}
205,2018-03-06 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-06,{}
210,2018-03-07 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-07,{}
215,2018-03-08 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-08,{}
220,2018-03-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-09,{}
225,2018-03-12 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-12,{}
230,2018-03-13 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-13,{}
235,2018-03-14 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-14,{}
240,2018-03-15 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-15,{}
245,2018-03-16 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-16,{}
250,2018-03-19 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-19,{}
255,2018-03-20 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-20,{}
260,2018-03-21 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-21,{}
265,2018-03-22 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-22,{}
270,2018-03-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-23,{}
275,2018-03-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-26,{}
280,2018-03-27 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-27,{}
285,2018-03-28 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-28,{}
290,2018-03-29 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-29,{}
295,2018-03-30 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-03-30,{}
300,2018-04-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-02,{}
305,2018-04-03 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-03,{}
310,2018-04-04 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-04,{}
315,2018-04-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-09,{}
320,2018-04-10 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-10,{}
325,2018-04-11 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-11,{}
330,2018-04-12 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-12,{}
335,2018-04-13 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-13,{}
340,2018-04-16 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-16,{}
345,2018-04-17 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-17,{}
350,2018-04-18 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-18,{}
355,2018-04-19 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-19,{}
360,2018-04-20 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-20,{}
365,2018-04-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-23,{}
370,2018-04-24 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-24,{}
375,2018-04-25 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-25,{}
380,2018-04-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-26,{}
385,2018-04-27 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-04-27,{}
390,2018-05-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-02,{}
395,2018-05-03 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-03,{}
400,2018-05-04 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-04,{}
405,2018-05-07 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-07,{}
410,2018-05-08 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-08,{}
415,2018-05-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-09,{}
420,2018-05-10 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-10,{}
425,2018-05-11 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-11,{}
430,2018-05-14 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-14,{}
435,2018-05-15 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-15,{}
440,2018-05-16 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-16,{}
445,2018-05-17 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-17,{}
450,2018-05-18 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-18,{}
455,2018-05-21 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-21,{}
460,2018-05-22 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-22,{}
465,2018-05-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-23,{}
470,2018-05-24 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-24,{}
475,2018-05-25 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-25,{}
480,2018-05-28 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-28,{}
485,2018-05-29 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-29,{}
490,2018-05-30 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-30,{}
495,2018-05-31 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-05-31,{}
500,2018-06-01 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-01,{}
505,2018-06-04 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-04,{}
510,2018-06-05 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-05,{}
515,2018-06-06 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-06,{}
520,2018-06-07 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-07,{}
525,2018-06-08 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-08,{}
530,2018-06-11 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-11,{}
535,2018-06-12 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-12,{}
540,2018-06-13 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-13,{}
545,2018-06-14 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-14,{}
550,2018-06-15 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-15,{}
555,2018-06-19 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-19,{}
560,2018-06-20 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-20,{}
565,2018-06-21 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-21,{}
570,2018-06-22 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-22,{}
575,2018-06-25 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-25,{}
580,2018-06-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-26,{}
585,2018-06-27 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-27,{}
590,2018-06-28 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-28,{}
595,2018-06-29 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-06-29,{}
600,2018-07-02 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-02,{}
605,2018-07-03 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-03,{}
610,2018-07-04 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-04,{}
615,2018-07-05 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-05,{}
620,2018-07-06 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-06,{}
625,2018-07-09 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-09,{}
630,2018-07-10 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-10,{}
635,2018-07-11 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-11,{}
640,2018-07-12 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-12,{}
645,2018-07-13 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-13,{}
650,2018-07-16 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-16,{}
655,2018-07-17 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-17,{}
660,2018-07-18 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-18,{}
665,2018-07-19 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-19,{}
670,2018-07-20 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-20,{}
675,2018-07-23 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-23,{}
680,2018-07-24 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-24,{}
685,2018-07-25 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-25,{}
690,2018-07-26 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-26,{}
695,2018-07-27 15:01:00,ACCOUNT_TIMESTAMP_COMPLETE,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,2018-07-27,{}
