X,Y,period,strategy,requests,funded_requests,positive_R1_requests,p50_registered_limit_use,p95_registered_limit_use,max_registered_limit_use,grade
X3,0.15,2018–2021,SMV6,104,90,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2022–2023,ATRDR,768,414,544,0.36957781719448624,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2022–2023,MCB,423,3,423,0.9999999999999999,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2022–2023,OGR,44,42,44,0.3567801092678029,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2022–2023,SMV6,38,37,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2024,ATRDR,1526,286,756,0.42247025626358536,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2024,MCB,769,2,769,0.013316504826634991,0.02500364270302962,0.02630221357818458,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2024,OGR,53,47,53,0.8519461698522562,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2025,ATRDR,415,261,325,0.2672481590905345,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2025,MCB,205,1,205,1.3799721598741744e-17,1.3799721598741744e-17,1.3799721598741744e-17,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2025,OGR,31,31,31,0.6768452652831933,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2025,SMV6,85,75,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2026 YTD,ATRDR,237,169,182,0.30409440628206114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2026 YTD,OGR,30,30,30,0.32826040020033936,0.943819793559359,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,2026 YTD,SMV6,27,23,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,full,ATRDR,5002,1975,3198,0.3132284203755383,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,full,MCB,2591,24,2591,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,full,OGR,508,346,508,0.3067036807816038,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.15,full,SMV6,278,249,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2018–2021,ATRDR,2056,845,1391,0.2759546092520197,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2018–2021,MCB,1064,18,1064,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2018–2021,OGR,350,196,350,0.18170527894697627,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2018–2021,SMV6,104,90,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2022–2023,ATRDR,768,414,544,0.36957781719448624,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2022–2023,MCB,423,3,423,0.9999999999999999,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2022–2023,OGR,44,42,44,0.3567801092678029,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2022–2023,SMV6,38,37,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2024,ATRDR,1526,286,756,0.42247025626358536,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2024,MCB,769,2,769,0.013316504826634991,0.02500364270302962,0.02630221357818458,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2024,OGR,53,47,53,0.8519461698522562,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2025,ATRDR,415,261,325,0.2672481590905345,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2025,MCB,205,1,205,1.3799721598741744e-17,1.3799721598741744e-17,1.3799721598741744e-17,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2025,OGR,31,31,31,0.6768452652831933,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2025,SMV6,85,75,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2026 YTD,ATRDR,237,169,182,0.30409440628206114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2026 YTD,OGR,30,30,30,0.32826040020033936,0.943819793559359,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,2026 YTD,SMV6,27,23,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,full,ATRDR,5002,1975,3198,0.3132284203755383,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,full,MCB,2591,24,2591,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,full,OGR,508,346,508,0.3067036807816038,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.2,full,SMV6,278,249,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2018–2021,ATRDR,2056,845,1391,0.2759546092520197,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2018–2021,MCB,1064,18,1064,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2018–2021,OGR,350,196,350,0.18170527894697627,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2018–2021,SMV6,104,90,104,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2022–2023,ATRDR,768,414,544,0.36957781719448624,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2022–2023,MCB,423,3,423,0.9999999999999999,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2022–2023,OGR,44,42,44,0.3567801092678029,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2022–2023,SMV6,38,37,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2024,ATRDR,1526,286,756,0.42247025626358536,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2024,MCB,769,2,769,0.013316504826634991,0.02500364270302962,0.02630221357818458,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2024,OGR,53,47,53,0.8519461698522562,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2025,ATRDR,415,261,325,0.2672481590905345,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2025,MCB,205,1,205,1.3799721598741744e-17,1.3799721598741744e-17,1.3799721598741744e-17,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2025,OGR,31,31,31,0.6768452652831933,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2025,SMV6,85,75,85,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2026 YTD,ATRDR,237,169,182,0.30409440628206114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2026 YTD,OGR,30,30,30,0.32826040020033936,0.943819793559359,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,2026 YTD,SMV6,27,23,27,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,full,ATRDR,5002,1975,3198,0.3132284203755383,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,full,MCB,2591,24,2591,0.24679841367116634,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,full,OGR,508,346,508,0.3067036807816038,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X3,0.3,full,SMV6,278,249,278,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2018–2021,ATRDR,2140,734,1417,0.39669783301214717,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2018–2021,MCB,1064,12,1064,0.21050009395539102,0.5315579700402974,0.5315579700402974,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2018–2021,OGR,353,188,353,0.23854472611776484,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2018–2021,SMV6,121,93,121,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2022–2023,ATRDR,778,378,554,0.5193683555472253,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2022–2023,MCB,423,2,423,0.5000000000000008,0.9500000000000001,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2022–2023,OGR,44,43,44,0.3669653167580147,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2024,ATRDR,1526,268,756,0.6200375970193114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2024,MCB,769,2,769,0.018688641180144225,0.03391566369045404,0.03560755508048847,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2024,OGR,53,44,53,1.0,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2025,ATRDR,415,227,325,0.38027700209923787,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2025,MCB,205,1,205,6.899860799370874e-18,6.899860799370874e-18,6.899860799370874e-18,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2025,OGR,31,31,31,0.5604804810635752,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2025,SMV6,91,82,91,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2026 YTD,ATRDR,237,160,182,0.4575301013335099,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2026 YTD,OGR,30,30,30,0.626740801777703,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,2026 YTD,SMV6,28,21,28,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,full,ATRDR,5096,1767,3234,0.4391146069381014,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,full,MCB,2591,17,2591,0.05741328310078567,0.6252463760322375,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,full,OGR,511,336,511,0.4687024159908837,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.1,full,SMV6,302,255,302,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2018–2021,ATRDR,2140,734,1417,0.39669783301214717,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2018–2021,MCB,1064,12,1064,0.21050009395539102,0.5315579700402974,0.5315579700402974,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2018–2021,OGR,353,188,353,0.23854472611776484,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2018–2021,SMV6,121,93,121,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2022–2023,ATRDR,778,378,554,0.5193683555472253,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2022–2023,MCB,423,2,423,0.5000000000000008,0.9500000000000001,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2022–2023,OGR,44,43,44,0.3669653167580147,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2024,ATRDR,1526,268,756,0.6200375970193114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2024,MCB,769,2,769,0.018688641180144225,0.03391566369045404,0.03560755508048847,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2024,OGR,53,44,53,1.0,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2025,ATRDR,415,227,325,0.38027700209923787,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2025,MCB,205,1,205,6.899860799370874e-18,6.899860799370874e-18,6.899860799370874e-18,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2025,OGR,31,31,31,0.5604804810635752,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2025,SMV6,91,82,91,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2026 YTD,ATRDR,237,160,182,0.4575301013335099,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2026 YTD,OGR,30,30,30,0.626740801777703,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,2026 YTD,SMV6,28,21,28,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,full,ATRDR,5096,1767,3234,0.4391146069381014,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,full,MCB,2591,17,2591,0.05741328310078567,0.6252463760322375,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,full,OGR,511,336,511,0.4687024159908837,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.15,full,SMV6,302,255,302,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2018–2021,ATRDR,2140,734,1417,0.39669783301214717,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2018–2021,MCB,1064,12,1064,0.21050009395539102,0.5315579700402974,0.5315579700402974,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2018–2021,OGR,353,188,353,0.23854472611776484,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2018–2021,SMV6,121,93,121,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2022–2023,ATRDR,778,378,554,0.5193683555472253,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2022–2023,MCB,423,2,423,0.5000000000000008,0.9500000000000001,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2022–2023,OGR,44,43,44,0.3669653167580147,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2024,ATRDR,1526,268,756,0.6200375970193114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2024,MCB,769,2,769,0.018688641180144225,0.03391566369045404,0.03560755508048847,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2024,OGR,53,44,53,1.0,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2025,ATRDR,415,227,325,0.38027700209923787,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2025,MCB,205,1,205,6.899860799370874e-18,6.899860799370874e-18,6.899860799370874e-18,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2025,OGR,31,31,31,0.5604804810635752,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2025,SMV6,91,82,91,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2026 YTD,ATRDR,237,160,182,0.4575301013335099,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2026 YTD,OGR,30,30,30,0.626740801777703,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,2026 YTD,SMV6,28,21,28,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,full,ATRDR,5096,1767,3234,0.4391146069381014,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,full,MCB,2591,17,2591,0.05741328310078567,0.6252463760322375,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,full,OGR,511,336,511,0.4687024159908837,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.2,full,SMV6,302,255,302,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2018–2021,ATRDR,2140,734,1417,0.39669783301214717,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2018–2021,MCB,1064,12,1064,0.21050009395539102,0.5315579700402974,0.5315579700402974,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2018–2021,OGR,353,188,353,0.23854472611776484,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2018–2021,SMV6,121,93,121,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2022–2023,ATRDR,778,378,554,0.5193683555472253,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2022–2023,MCB,423,2,423,0.5000000000000008,0.9500000000000001,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2022–2023,OGR,44,43,44,0.3669653167580147,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2022–2023,SMV6,38,35,38,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2024,ATRDR,1526,268,756,0.6200375970193114,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2024,MCB,769,2,769,0.018688641180144225,0.03391566369045404,0.03560755508048847,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2024,OGR,53,44,53,1.0,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2024,SMV6,24,24,24,0.9997123130034522,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2025,ATRDR,415,227,325,0.38027700209923787,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2025,MCB,205,1,205,6.899860799370874e-18,6.899860799370874e-18,6.899860799370874e-18,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2025,OGR,31,31,31,0.5604804810635752,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2025,SMV6,91,82,91,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2026 YTD,ATRDR,237,160,182,0.4575301013335099,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2026 YTD,MCB,130,0,130,,,,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2026 YTD,OGR,30,30,30,0.626740801777703,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,2026 YTD,SMV6,28,21,28,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,full,ATRDR,5096,1767,3234,0.4391146069381014,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,full,MCB,2591,17,2591,0.05741328310078567,0.6252463760322375,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,full,OGR,511,336,511,0.4687024159908837,1.0,1.0000000000000002,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
X5,0.3,full,SMV6,302,255,302,1.0,1.0,1.0,REGISTERED_LIMIT_UTILIZATION; NO_ESTIMATED_IMPACT_MODEL
