sample_type,split,predicate,n,pass,fail,pass_rate,production_requires_explicit_peak_age_threshold,production_age_note
control,validation,same_canonical_base_id_at_t_minus_20,541,118,423,0.21811460258780038,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,validation,production_peak_identity_valid,541,233,308,0.43068391866913125,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,validation,production_hard_valid,541,165,376,0.3049907578558225,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,validation,base_exists_but_setup_score_rejects,541,160,381,0.2957486136783734,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,validation,no_usable_canonical_structural_base,541,308,233,0.5693160813308688,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,current_canonical_base,415,147,268,0.3542168674698795,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,current_strict_temporal_valid,415,130,285,0.3132530120481928,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,no_peak_track_ambiguity,415,147,268,0.3542168674698795,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,no_split,415,399,16,0.9614457831325302,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,no_merge,415,390,25,0.9397590361445783,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,no_lost,415,361,54,0.8698795180722891,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,same_canonical_base_id_at_t_minus_20,415,73,342,0.17590361445783131,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,production_peak_identity_valid,415,147,268,0.3542168674698795,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,production_hard_valid,415,107,308,0.25783132530120484,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,base_exists_but_setup_score_rejects,415,105,310,0.25301204819277107,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
control,holdout,no_usable_canonical_structural_base,415,268,147,0.6457831325301204,False,No peak_track_age minimum; ev_sticky_base indirectly requires same ID at T-20.
