scenario,status,cash_reconstruction_max_error,nav_reconciliation_max_error,min_cash,max_exposure,legal_entry_lag,T_plus_1_sell
N_MAIN_N6_MAX_DEPLOYABLE,PASS,3.055902197957039e-10,2.3283064365386963e-10,224.7004258998304,0.9995612259917885,True,True
N_MAIN_N6_CAP10,PASS,4.0745362639427185e-10,1.1641532182693481e-10,3789.57090619926,0.9937585461798195,True,True
N_MAIN_N7_MAX_DEPLOYABLE,PASS,7.34871719032526e-10,1.1641532182693481e-10,102.23281319938178,0.9997819526083717,True,True
N_MAIN_N7_CAP10,PASS,1.0477378964424133e-09,1.1641532182693481e-10,2454.795824500048,0.9969397109858574,True,True
N_MAIN_N8_MAX_DEPLOYABLE,PASS,6.984919309616089e-10,2.3283064365386963e-10,87.67724329951716,0.9998867139569642,True,True
N_MAIN_N8_CAP10,PASS,9.89530235528946e-10,1.1641532182693481e-10,1825.0141304994904,0.9974236610635687,True,True
N_MAIN_N9_MAX_DEPLOYABLE,PASS,4.656612873077393e-10,1.1641532182693481e-10,54.649007799429455,0.9999244374405323,True,True
N_MAIN_N9_CAP10,PASS,6.402842700481415e-10,1.1641532182693481e-10,6276.2978739990795,0.994346659529752,True,True
N_COST_N1_MAX_DEPLOYABLE,PASS,9.89530235528946e-10,2.3283064365386963e-10,275.7133864014488,0.9995650265974373,True,True
N_COST_N1_CAP10,PASS,4.802132025361061e-10,2.3283064365386963e-10,1993.9443736001558,0.9980276201230536,True,True
N_COST_N4_MAX_DEPLOYABLE,PASS,4.656612873077393e-10,2.3283064365386963e-10,164.86785999966833,0.9996931234342799,True,True
N_COST_N4_CAP10,PASS,5.820766091346741e-10,1.1641532182693481e-10,4670.509343200087,0.995621950941862,True,True
N_COST_N9_MAX_DEPLOYABLE,PASS,3.4924596548080444e-10,1.1641532182693481e-10,110.06428879965301,0.9998471936439471,True,True
N_COST_N9_CAP10,PASS,7.8580342233181e-10,1.1641532182693481e-10,6799.503614400208,0.9932995327332588,True,True
N_DELAY_N1_MAX_DEPLOYABLE,PASS,5.820766091346741e-10,2.3283064365386963e-10,154.3437934996182,0.9997044181367165,True,True
N_DELAY_N1_CAP10,PASS,7.275957614183426e-10,2.3283064365386963e-10,8797.850759599722,0.9919232336573278,True,True
N_DELAY_N4_MAX_DEPLOYABLE,PASS,4.3655745685100555e-10,1.1641532182693481e-10,49.45678479941307,0.9999195864068552,True,True
N_DELAY_N4_CAP10,PASS,5.966285243630409e-10,1.1641532182693481e-10,10414.0990445992,0.9827553164780275,True,True
N_DELAY_N9_MAX_DEPLOYABLE,PASS,5.820766091346741e-10,1.1641532182693481e-10,92.10685109967835,0.9997760989973197,True,True
N_DELAY_N9_CAP10,PASS,5.529727786779404e-10,1.1641532182693481e-10,15243.15219999975,0.9829616564389575,True,True
N_EXIT_N1_MAX_DEPLOYABLE,PASS,2.9103830456733704e-10,1.1641532182693481e-10,86.88720129950525,0.9996331487857939,True,True
N_EXIT_N1_CAP10,PASS,2.9103830456733704e-10,1.1641532182693481e-10,1304.5357950998587,0.9962572811432063,True,True
N_EXIT_N4_MAX_DEPLOYABLE,PASS,6.548361852765083e-10,1.1641532182693481e-10,168.49673709886247,0.999711817896707,True,True
N_EXIT_N4_CAP10,PASS,9.89530235528946e-10,1.1641532182693481e-10,617.3424768001205,0.9987723600851077,True,True
N_EXIT_N9_MAX_DEPLOYABLE,PASS,2.3283064365386963e-10,2.3283064365386963e-10,265.56305379970263,0.9996635653965908,True,True
N_EXIT_N9_CAP10,PASS,1.3969838619232178e-09,1.1641532182693481e-10,1986.0125851989433,0.9979953651844472,True,True
INDUSTRY_N4_MATCH_MAX_DEPLOYABLE,PASS,4.0745362639427185e-10,2.3283064365386963e-10,110.14367959985793,0.9999211145269017,True,True
INDUSTRY_N4_MATCH_CAP10,PASS,5.820766091346741e-10,1.1641532182693481e-10,5243.028705399018,0.9942305377114685,True,True
INDUSTRY_N4_PLUS_MAX_DEPLOYABLE,PASS,5.238689482212067e-10,2.3283064365386963e-10,72.68007459913133,0.9998767156830621,True,True
INDUSTRY_N4_PLUS_CAP10,PASS,8.149072527885437e-10,2.3283064365386963e-10,1436.704766898547,0.9981093146536567,True,True
