symbol,trade_date,max_abs_ohlc_error,volume_relative_error,amount_relative_error
600416.SH,2026-09-14,0.0,0.0,0.0
600416.SH,2026-09-15,0.0,3.515525251964619e-06,4.737284513315009e-09
600416.SH,2026-09-16,0.0,5.368715138275641e-06,3.8723550467815104e-10
600418.SH,2026-09-07,0.0,7.437221115054132e-08,2.364915588312526e-10
600418.SH,2026-09-08,0.0,3.248827011007676e-07,3.696228356735807e-10
600418.SH,2026-09-09,0.0,2.230855327264503e-07,4.255630032541597e-11
600418.SH,2026-09-10,0.0,8.452227292901203e-08,3.322111652708108e-10
600418.SH,2026-09-11,0.0,1.009057817797972e-06,5.155507508852402e-10
600418.SH,2026-09-14,0.0,2.009193668387809e-07,1.1563713998848672e-10
600418.SH,2026-09-15,0.0,5.761835372944485e-07,2.435249996713299e-10
600418.SH,2026-09-16,0.0,3.715430810061375e-07,1.4879706240256095e-11
600419.SH,2026-09-07,0.0,0.0,0.0
600419.SH,2026-09-08,0.0,1.127168249023027e-06,2.4168898234986782e-09
600419.SH,2026-09-09,0.0,0.0,0.0
600419.SH,2026-09-10,0.0,0.0,0.0
600419.SH,2026-09-11,0.0,1.6154279834127854e-06,0.0
600419.SH,2026-09-14,0.0,4.075642441665515e-06,8.437191508801234e-09
600419.SH,2026-09-15,0.0,6.9704140774482705e-06,4.087878744210845e-09
600419.SH,2026-09-16,0.0,4.9685573131367e-06,9.167690115954562e-09
600420.SH,2026-09-07,0.0,0.0,0.0
600420.SH,2026-09-08,0.0,1.407814213573863e-06,6.592081581841418e-09
600420.SH,2026-09-09,0.0,0.0,0.0
600420.SH,2026-09-10,0.0,2.4845948905299916e-07,2.9505771486706937e-09
600420.SH,2026-09-11,0.0,1.2918229287976913e-07,4.663367485745376e-09
600420.SH,2026-09-14,0.0,0.0,1.1158492213273102e-16
600420.SH,2026-09-15,0.0,4.452959492540736e-06,5.3935790481445015e-09
600420.SH,2026-09-16,0.0,0.0,0.0
600422.SH,2026-09-07,0.0,4.274740416388215e-06,6.716278617675981e-09
600422.SH,2026-09-08,0.0,2.9379560886897813e-06,5.407818207949048e-10
600422.SH,2026-09-09,0.0,0.0,2.4311657540611363e-08
600422.SH,2026-09-10,0.0,5.3664060056913174e-06,9.312651447154756e-09
600422.SH,2026-09-11,0.0,0.0,0.0
600422.SH,2026-09-14,0.0,0.0,0.0
600422.SH,2026-09-15,0.0,0.0,0.0
600422.SH,2026-09-16,0.0,0.0,0.0
600428.SH,2026-09-07,0.0,1.2140317261926655e-06,1.2309352521388672e-09
600428.SH,2026-09-08,0.0,4.0173081705218764e-07,8.513269379992296e-10
600428.SH,2026-09-09,0.0,8.675960760711709e-08,7.608880875157719e-10
600428.SH,2026-09-10,0.0,6.545405084458001e-07,7.647125675249259e-10
600428.SH,2026-09-11,0.0,1.9514064664536642e-07,4.53034602634754e-10
600428.SH,2026-09-14,0.0,2.2145401737395348e-07,5.402397318456126e-10
600428.SH,2026-09-15,0.0,0.0,0.0
600428.SH,2026-09-16,0.0,7.807130704747805e-07,9.84238770995886e-11
600429.SH,2026-09-07,0.0,2.272146694984106e-06,0.0
600429.SH,2026-09-08,0.0,1.7126945162212968e-06,4.485078552447467e-09
600429.SH,2026-09-09,0.0,0.0,0.0
600429.SH,2026-09-10,0.0,0.0,1.8652665170199052e-08
600429.SH,2026-09-11,0.0,0.0,0.0
600429.SH,2026-09-14,0.0,0.0,0.0
600429.SH,2026-09-15,0.0,0.0,0.0
600429.SH,2026-09-16,0.0,0.0,0.0
600433.SH,2026-09-07,0.0,3.0339354785077527e-07,2.397911167661324e-09
600433.SH,2026-09-08,0.0,7.177960543844675e-07,3.094865168703122e-09
600433.SH,2026-09-09,0.0,1.3871065765162187e-06,6.586140804971322e-09
600433.SH,2026-09-10,0.0,2.448535857175271e-06,4.066097244094324e-09
600433.SH,2026-09-11,0.0,1.4400588330767745e-06,5.237603358521881e-09
600433.SH,2026-09-14,0.0,5.50209993757562e-07,5.549788622511941e-09
600433.SH,2026-09-15,0.0,1.9442577416940823e-07,6.416995150797349e-09
600433.SH,2026-09-16,0.0,1.325702589229727e-06,6.733311879540774e-09
600435.SH,2026-09-07,0.0,1.1261781230890164e-06,5.279430220836501e-10
600435.SH,2026-09-08,0.0,9.243651348435532e-07,7.932120257903972e-10
600435.SH,2026-09-09,0.0,2.830368380935884e-07,7.112184594730811e-10
600435.SH,2026-09-10,0.0,7.49628639326568e-07,1.3573485641475825e-09
600435.SH,2026-09-11,0.0,4.4443723468485954e-07,9.856514737446815e-10
600435.SH,2026-09-14,0.0,1.4218239998137742e-06,1.1450036898908134e-09
600435.SH,2026-09-15,0.0,1.4676636995398874e-06,7.801458225978501e-10
600435.SH,2026-09-16,0.0,1.0037315392858852e-06,5.422445276748993e-09
600436.SH,2026-09-07,0.0,2.2863345782259435e-05,2.4250858620815165e-10
600436.SH,2026-09-08,0.0,2.815270516895907e-05,2.4852634624399825e-09
600436.SH,2026-09-09,0.0,2.5500066937675712e-05,3.6987771999437338e-09
600436.SH,2026-09-10,0.0,1.7061782338780376e-05,1.2583418560297467e-09
600436.SH,2026-09-11,0.0,1.0491171317571735e-05,1.2821835986608698e-09
600436.SH,2026-09-14,0.0,7.195708217956693e-06,6.602268110589855e-10
600436.SH,2026-09-15,0.0,6.321960594517174e-06,8.335245413714819e-10
600436.SH,2026-09-16,0.0,8.085517407807998e-06,5.337836466933933e-10
600438.SH,2026-09-07,0.0,9.354364126574836e-07,5.050002386456314e-10
600438.SH,2026-09-08,0.0,2.085414354801415e-07,4.1122884403651875e-10
600438.SH,2026-09-09,0.0,1.0662485076963595e-06,6.824393100050768e-10
600438.SH,2026-09-10,0.0,7.654135031638818e-07,1.674576821329266e-09
600438.SH,2026-09-11,0.0,7.970612813366893e-07,2.3136335538157585e-11
600438.SH,2026-09-14,0.0,1.287413027203681e-06,3.7384645952044365e-10
600438.SH,2026-09-15,0.0,0.0,1.646157682744838e-09
600438.SH,2026-09-16,0.0,8.045964988787948e-07,1.343181032442732e-09
600439.SH,2026-09-07,0.0,0.0,0.0
600439.SH,2026-09-08,0.0,3.3427934387650386e-06,9.099910716730231e-09
600439.SH,2026-09-09,0.0,8.855540889795893e-07,2.5132921012520238e-08
600439.SH,2026-09-10,0.0,5.119740490594013e-07,2.4076841424386688e-08
600439.SH,2026-09-11,0.0,0.0,0.0
600439.SH,2026-09-14,0.0,3.914318184487035e-06,6.953087540955752e-09
600439.SH,2026-09-15,0.0,5.926054104281367e-07,1.1192003262862771e-08
600439.SH,2026-09-16,0.0,1.9010765321132224e-06,1.9270316220923065e-09
600444.SH,2026-09-07,0.0,1.9249359489300407e-05,2.941133948396235e-09
600444.SH,2026-09-08,0.0,0.0,0.0
600444.SH,2026-09-09,0.0,1.433712311287617e-05,1.3732681395185439e-08
600444.SH,2026-09-10,0.0,0.0,1.4548736102204519e-16
600444.SH,2026-09-11,0.0,0.0,0.0
600444.SH,2026-09-14,0.0,1.090108356770663e-05,7.798110081808566e-09
600444.SH,2026-09-15,0.0,0.0,0.0
600444.SH,2026-09-16,0.0,0.0,0.0
600446.SH,2026-09-07,0.0,3.8745408184812496e-07,3.5112851650369215e-10
600446.SH,2026-09-08,0.0,1.4457286128848394e-06,1.9577215736177777e-09
600446.SH,2026-09-09,0.0,0.0,0.0
600446.SH,2026-09-10,0.0,6.235882566368562e-06,0.0
600446.SH,2026-09-11,0.0,0.0,6.686115209836922e-11
600446.SH,2026-09-14,0.0,6.103586406336499e-07,5.4464749112856184e-09
600446.SH,2026-09-15,0.0,0.0,3.715391739345447e-09
600446.SH,2026-09-16,0.0,2.514361494062335e-06,3.8289501691801e-09
600448.SH,2026-09-07,0.0,3.7736062656958434e-06,1.2412363469660864e-08
600448.SH,2026-09-08,0.0,1.6627011244847705e-06,0.0
600448.SH,2026-09-09,0.0,1.9080608352843256e-06,2.6874963150090095e-09
600448.SH,2026-09-10,0.0,6.749045516237866e-07,1.099828012194937e-08
600448.SH,2026-09-11,0.0,1.9346688137191235e-06,2.1750493074451946e-09
600448.SH,2026-09-14,0.0,1.2541874182426577e-06,1.5618264434394205e-16
600448.SH,2026-09-15,0.0,1.2640490778491109e-06,8.320085670927806e-10
600448.SH,2026-09-16,0.0,0.0,7.812176596570335e-09
600455.SH,2026-09-07,0.0,9.48082976222079e-06,1.3886811297565596e-08
600455.SH,2026-09-08,0.0,0.0,0.0
600455.SH,2026-09-09,0.0,0.0,5.4918508837454726e-09
600455.SH,2026-09-10,0.0,0.0,0.0
600455.SH,2026-09-11,0.0,0.0,0.0
600455.SH,2026-09-14,0.0,0.0,1.9746206537610115e-16
600455.SH,2026-09-15,0.0,0.0,0.0
600455.SH,2026-09-16,0.0,5.010712186839436e-06,1.0368644758730397e-08
600458.SH,2026-09-07,0.0,3.1857485442335877e-06,1.4230805249551354e-09
600458.SH,2026-09-08,0.0,1.671681432350145e-07,1.4321613230193857e-10
600458.SH,2026-09-09,0.0,1.0947585272870388e-06,2.1030051500826526e-09
600458.SH,2026-09-10,0.0,1.353456524946234e-06,1.935804844387288e-09
600458.SH,2026-09-11,0.0,2.077726517784993e-06,1.9490065948105214e-09
600458.SH,2026-09-14,0.0,3.1309674282327474e-07,2.3458989582041953e-09
600458.SH,2026-09-15,0.0,2.4317106180991525e-06,2.690588296949393e-09
600458.SH,2026-09-16,0.0,2.872952526323039e-06,2.5942416373075257e-09
600460.SH,2026-09-07,0.0,7.446088200161518e-07,7.293217669862235e-11
600460.SH,2026-09-08,0.0,5.435819550359878e-07,2.504855270121835e-10
600460.SH,2026-09-09,0.0,6.216834483205947e-07,8.418566037549705e-10
600460.SH,2026-09-10,0.0,4.039921788909687e-07,2.3001554851099466e-10
600460.SH,2026-09-11,0.0,1.460078793314312e-07,1.9719305097941313e-10
600460.SH,2026-09-14,0.0,1.258455987496624e-06,3.5906682316441255e-10
600460.SH,2026-09-15,0.0,3.8995714760904925e-07,2.2321792913405017e-10
600460.SH,2026-09-16,0.0,5.231513797622317e-07,4.67653475527669e-11
600461.SH,2026-09-07,0.0,1.4143318012976965e-06,7.205630169365472e-09
600461.SH,2026-09-08,0.0,2.4683170931781473e-06,6.04535546669872e-09
600461.SH,2026-09-09,0.0,3.990353984301948e-06,1.3358210659987016e-09
600461.SH,2026-09-10,0.0,3.7196984068531723e-06,1.1073038844292135e-09
600461.SH,2026-09-11,0.0,1.732343108902723e-06,3.372776715953523e-09
600461.SH,2026-09-14,0.0,1.98013085598949e-06,8.230984086384651e-09
600461.SH,2026-09-15,0.0,1.97552153219694e-06,4.099487794112208e-09
600461.SH,2026-09-16,0.0,1.2640414692279036e-06,3.893914736580459e-09
600463.SH,2026-09-07,0.0,0.0,0.0
600463.SH,2026-09-08,0.0,0.0,0.0
600463.SH,2026-09-09,0.0,1.3558770490691905e-05,3.213932847911493e-08
600463.SH,2026-09-10,0.0,0.0,0.0
600463.SH,2026-09-11,0.0,0.0,1.257138487956038e-16
600463.SH,2026-09-14,0.0,2.023021990249034e-05,0.0
600463.SH,2026-09-15,0.0,0.0,0.0
600463.SH,2026-09-16,0.0,3.380775759567342e-07,6.47654521221677e-09
600467.SH,2026-09-07,0.0,7.143509696798493e-07,4.4160743734600885e-10
600467.SH,2026-09-08,0.0,0.0,2.3976131063974998e-09
600467.SH,2026-09-09,0.0,3.1860916902228366e-07,1.57541789986065e-09
600467.SH,2026-09-10,0.0,0.0,1.4837798305099509e-16
600467.SH,2026-09-11,0.0,1.772191860538992e-08,3.1044639531386755e-09
600467.SH,2026-09-14,0.0,9.473473799687186e-07,2.1344079593609578e-09
600467.SH,2026-09-15,0.0,1.3408422285924145e-07,4.293579526179399e-09
600467.SH,2026-09-16,0.0,5.28093212254234e-08,2.868537923248076e-09
600468.SH,2026-09-07,0.0,0.0,0.0
600468.SH,2026-09-08,0.0,7.80015929485312e-08,2.03153511894502e-09
600468.SH,2026-09-09,0.0,0.0,2.059702000594792e-09
600468.SH,2026-09-10,0.0,5.246748890628958e-07,1.9354739751976314e-09
600468.SH,2026-09-11,0.0,1.2529836830575768e-08,7.370058473544442e-10
600468.SH,2026-09-14,0.0,0.0,6.851786437535347e-10
600468.SH,2026-09-15,0.0,5.765350577420039e-08,3.117313777546071e-10
600468.SH,2026-09-16,0.0,1.6777971600200602e-06,1.5832802749802556e-09
600469.SH,2026-09-07,0.0,3.3861776748263996e-06,1.0993074149777956e-08
600469.SH,2026-09-08,0.0,6.788861650467311e-07,2.097159670064817e-09
600469.SH,2026-09-09,0.0,1.0352620610618268e-06,2.910677175967172e-09
600469.SH,2026-09-10,0.0,0.0,1.3155464705427122e-16
600469.SH,2026-09-11,0.0,1.8429902953157385e-06,1.2942694089025379e-09
600469.SH,2026-09-14,0.0,2.9857725877042385e-06,5.830873910204819e-09
600469.SH,2026-09-15,0.0,2.5530256831742665e-06,4.242499240547469e-09
600469.SH,2026-09-16,0.0,3.7847869228042243e-06,6.420457670479137e-09
600476.SH,2026-09-07,0.0,1.0226506901358182e-06,0.0
600476.SH,2026-09-08,0.0,0.0,1.0202094325326272e-07
600476.SH,2026-09-09,0.0,0.0,9.767824459541775e-10
600476.SH,2026-09-10,0.0,0.0,1.0434419307198181e-08
600476.SH,2026-09-11,0.0,2.3834412124224957e-05,2.767849708335743e-08
600476.SH,2026-09-14,0.0,1.5162979282821406e-06,2.2895810896821747e-08
600476.SH,2026-09-15,0.0,0.0,2.0392521331169946e-16
600476.SH,2026-09-16,0.0,0.0,0.0
600477.SH,2026-09-07,0.0,1.2636934727343692e-06,2.9109040281921417e-09
600477.SH,2026-09-08,0.0,4.6242455947933584e-08,1.46827789360891e-09
600477.SH,2026-09-09,0.0,9.517293738490873e-07,0.0
600477.SH,2026-09-10,0.0,1.6939114002846779e-06,2.484277442627686e-08
600477.SH,2026-09-11,0.0,6.994628155987629e-07,1.2420721500756238e-09
600477.SH,2026-09-14,0.0,2.2580526753276815e-06,1.4608394009416602e-08
600477.SH,2026-09-15,0.0,1.6112414082101177e-06,3.2491406201785e-09
600477.SH,2026-09-16,0.0,5.607798428807036e-07,1.0748567039577972e-08
600478.SH,2026-09-07,0.0,1.8387797249046039e-06,4.917116835407781e-09
600478.SH,2026-09-08,0.0,0.0,0.0
600478.SH,2026-09-09,0.0,3.280174071707172e-06,3.55670280201484e-09
600478.SH,2026-09-10,0.0,7.282950416435463e-08,1.4638559914149004e-08
600478.SH,2026-09-11,0.0,1.7419357086368656e-06,1.6609234302443449e-09
600478.SH,2026-09-14,0.0,2.0066339317784596e-06,4.24927895235859e-09
600478.SH,2026-09-15,0.0,0.0,0.0
600478.SH,2026-09-16,0.0,2.615171499024149e-07,4.914304747112033e-09
600479.SH,2026-09-07,0.0,9.229101461142114e-08,8.029748660525081e-11
600479.SH,2026-09-08,0.0,1.4358953694482834e-07,5.3470540721633055e-12
600479.SH,2026-09-09,0.0,2.069090294597963e-07,7.684280183060856e-10
600479.SH,2026-09-10,0.0,5.24765154474244e-07,9.772219585938239e-11
600479.SH,2026-09-11,0.0,2.668444918360262e-07,5.309509886723759e-10
600479.SH,2026-09-14,0.0,5.089363497481847e-07,4.0340937967817394e-10
600479.SH,2026-09-15,0.0,9.052324927470132e-07,2.7521525605969226e-10
600479.SH,2026-09-16,0.0,6.515188218840926e-07,1.6947356820647907e-10
600480.SH,2026-09-07,0.0,2.1662238051847976e-06,7.099272546656438e-10
600480.SH,2026-09-08,0.0,7.827607457115614e-07,3.2253424660184265e-09
600480.SH,2026-09-09,0.0,4.0217010991309105e-06,3.225627972088424e-09
600480.SH,2026-09-10,0.0,2.8817794072450988e-06,2.081191064340452e-09
600480.SH,2026-09-11,0.0,3.0819822693560044e-06,3.828441717538219e-09
600480.SH,2026-09-14,0.0,5.557482601351878e-06,4.168838788006673e-09
600480.SH,2026-09-15,0.0,3.429343520769819e-06,5.506682404729226e-09
600480.SH,2026-09-16,0.0,6.774613355879246e-07,6.435113104731443e-10
600481.SH,2026-09-07,0.0,9.189760278976616e-07,2.7433050438350057e-09
600481.SH,2026-09-08,0.0,1.04893704730268e-06,8.473208740030666e-10
600481.SH,2026-09-09,0.0,1.041639750639508e-06,6.168401875101181e-10
600481.SH,2026-09-10,0.0,0.0,0.0
600481.SH,2026-09-11,0.0,0.0,0.0
600481.SH,2026-09-14,0.0,2.1899360757659483e-06,2.382051011111504e-09
600481.SH,2026-09-15,0.0,0.0,1.1778404605714767e-16
600481.SH,2026-09-16,0.0,2.210555826962688e-06,1.6387996055902696e-09
600482.SH,2026-09-07,0.0,1.5985744978344644e-06,4.0228512844867646e-10
600482.SH,2026-09-08,0.0,1.5327707480775223e-06,7.319502302307499e-10
600482.SH,2026-09-09,0.0,3.455679698380377e-07,1.40708161686788e-10
600482.SH,2026-09-10,0.0,1.8522724604681253e-06,5.662433438992977e-11
600482.SH,2026-09-11,0.0,6.493549042735758e-07,6.57202919677781e-10
600482.SH,2026-09-14,0.0,6.842163601605445e-07,6.531835663084174e-10
600482.SH,2026-09-15,0.0,1.9968977527778013e-07,8.605717555734025e-10
600482.SH,2026-09-16,0.0,7.782357829539045e-07,3.501809785752649e-10
600487.SH,2026-09-07,0.0,2.4878209613345355e-07,3.3578185728625294e-11
600487.SH,2026-09-08,0.0,2.6560318443344357e-08,4.3310536852806134e-11
600487.SH,2026-09-09,0.0,6.410233340460596e-08,6.900179922140992e-12
600487.SH,2026-09-10,0.0,1.0928960554211962e-07,1.0585252615347984e-12
600487.SH,2026-09-11,0.0,8.233908205591795e-08,8.255048719973805e-12
600487.SH,2026-09-14,0.0,1.3387336659432e-07,5.482893741416118e-11
600487.SH,2026-09-15,0.0,3.1867300594615505e-07,5.629844954378469e-12
600487.SH,2026-09-16,0.0,1.5836747401064885e-07,2.8296987588412913e-11
600488.SH,2026-09-07,0.0,4.261030561772991e-08,1.5594349828786887e-09
600488.SH,2026-09-08,0.0,2.448227403112693e-07,1.0872667883723481e-09
600488.SH,2026-09-09,0.0,4.315624957518067e-07,2.0006100291840067e-09
600488.SH,2026-09-10,0.0,2.111787023744511e-07,2.61053893727118e-10
600488.SH,2026-09-11,0.0,5.961390426248683e-08,1.1945717034751564e-10
600488.SH,2026-09-14,0.0,1.674716442454792e-08,4.6129084377213424e-10
600488.SH,2026-09-15,0.0,2.000808890284791e-07,6.48997528948548e-12
600488.SH,2026-09-16,0.0,3.2550822412803673e-07,3.884947246133526e-10
600491.SH,2026-09-07,0.0,7.445119033372358e-07,1.1899395150909842e-09
600491.SH,2026-09-08,0.0,9.138120700618052e-07,5.010768206318629e-10
600491.SH,2026-09-09,0.0,0.0,0.0
600491.SH,2026-09-10,0.0,3.649546295247474e-07,2.012960845927175e-09
600491.SH,2026-09-11,0.0,2.1148191276620648e-08,1.1717548487776313e-09
600491.SH,2026-09-14,0.0,8.400134191380059e-08,1.8313994771569892e-09
600491.SH,2026-09-15,0.0,0.0,1.7287007558129628e-09
600491.SH,2026-09-16,0.0,4.948509086843477e-07,4.0223988687850584e-09
600493.SH,2026-09-07,0.0,0.0,1.1525588365483086e-16
600493.SH,2026-09-08,0.0,1.3831449950898353e-05,2.1464944236543343e-08
600493.SH,2026-09-09,0.0,2.2628535171192788e-07,1.4798162467423622e-08
600493.SH,2026-09-10,0.0,0.0,0.0
600493.SH,2026-09-11,0.0,0.0,0.0
600493.SH,2026-09-14,0.0,0.0,2.091124202627737e-16
600493.SH,2026-09-15,0.0,6.664489600063979e-06,0.0
600493.SH,2026-09-16,0.0,2.02504713297202e-06,9.911522528753016e-09
600495.SH,2026-09-07,0.0,4.321609219103735e-06,1.2011116580002573e-08
600495.SH,2026-09-08,0.0,5.175407498647925e-06,1.248790908181143e-08
600495.SH,2026-09-09,0.0,2.137729645607179e-06,0.0
600495.SH,2026-09-10,0.0,2.7835071633556848e-06,1.3321504054492489e-08
600495.SH,2026-09-11,0.0,2.5426694156182882e-06,1.1416902967810957e-08
600495.SH,2026-09-14,0.0,5.229072597829412e-06,6.350822418326437e-09
600495.SH,2026-09-15,0.0,0.0,0.0
600495.SH,2026-09-16,0.0,3.2702715960560526e-06,1.4278018894709483e-08
600496.SH,2026-09-07,0.0,0.0,0.0
600496.SH,2026-09-08,0.0,4.913616170907364e-07,2.9261802194725293e-09
600496.SH,2026-09-09,0.0,0.0,1.9585635723192276e-16
600496.SH,2026-09-10,0.0,0.0,2.0502618990125823e-16
600496.SH,2026-09-11,0.0,4.6298246824287504e-07,0.0
600496.SH,2026-09-14,0.0,2.0334440543620933e-06,6.302614257869947e-09
600496.SH,2026-09-15,0.0,1.7248573425373813e-06,3.4374555236789178e-09
600496.SH,2026-09-16,0.0,1.1674796216432041e-06,1.8119755912800692e-09
600498.SH,2026-09-07,0.0,3.325992867075697e-07,4.7180814120393046e-11
600498.SH,2026-09-08,0.0,4.0531046615898953e-07,1.0038218009931643e-10
600498.SH,2026-09-09,0.0,3.0176978928320924e-07,7.306261181651041e-11
600498.SH,2026-09-10,0.0,7.614021545098826e-07,1.5913384688242569e-10
600498.SH,2026-09-11,0.0,3.183385183443005e-07,1.0737349869247627e-10
600498.SH,2026-09-14,0.0,4.373006498817021e-07,1.1775177636506735e-10
600498.SH,2026-09-15,0.0,4.011719731043077e-08,5.3278556356571386e-11
600498.SH,2026-09-16,0.0,8.422471862416563e-08,5.843524486758089e-11
600499.SH,2026-09-07,0.0,0.0,1.7290083923653627e-09
600499.SH,2026-09-08,0.0,6.820118886948413e-08,5.095091125885611e-10
600499.SH,2026-09-09,0.0,1.185800883605266e-06,7.980154135068725e-10
600499.SH,2026-09-10,0.0,7.638252951287271e-08,2.1015554067108887e-09
600499.SH,2026-09-11,0.0,8.674574215753432e-07,2.0030534173585744e-10
600499.SH,2026-09-14,0.0,3.562418923162186e-06,5.855321098293912e-11
600499.SH,2026-09-15,0.0,1.1396536012518509e-06,7.628076607706175e-10
600499.SH,2026-09-16,0.0,2.1595535548765851e-07,7.298565596929342e-10
600501.SH,2026-09-07,0.0,8.750598322160278e-07,1.4760373268003858e-08
600501.SH,2026-09-08,0.0,6.102122684396994e-07,4.769514930344888e-09
600501.SH,2026-09-09,0.0,9.205067468542011e-07,2.665936110374859e-09
600501.SH,2026-09-10,0.0,2.8834768649476426e-06,1.3561126528288082e-09
600501.SH,2026-09-11,0.0,0.0,0.0
600501.SH,2026-09-14,0.0,1.9823682072056645e-06,1.7210861138615483e-09
600501.SH,2026-09-15,0.0,0.0,0.0
600501.SH,2026-09-16,0.0,8.840834044283738e-06,5.962077237409435e-09
600502.SH,2026-09-07,0.0,0.0,0.0
600502.SH,2026-09-08,0.0,5.582094767748245e-07,2.070495733775599e-09
600502.SH,2026-09-09,0.0,2.648765134657701e-06,3.212923408755501e-09
600502.SH,2026-09-10,0.0,0.0,1.8567349067218118e-16
600502.SH,2026-09-11,0.0,1.562184554521458e-06,1.650001432285638e-09
600502.SH,2026-09-14,0.0,4.1538787777710163e-07,1.87731478607407e-09
600502.SH,2026-09-15,0.0,0.0,0.0
600502.SH,2026-09-16,0.0,6.929790344043994e-08,3.137793935617679e-09
600503.SH,2026-09-07,0.0,0.0,0.0
600503.SH,2026-09-08,0.0,1.2871088096045463e-06,1.548581442729923e-09
600503.SH,2026-09-09,0.0,0.0,0.0
600503.SH,2026-09-10,0.0,0.0,0.0
600503.SH,2026-09-11,0.0,2.9578798792557937e-08,1.944814322372732e-09
600503.SH,2026-09-14,0.0,0.0,1.7093649419280667e-16
600503.SH,2026-09-15,0.0,0.0,0.0
600503.SH,2026-09-16,0.0,5.031496919138964e-08,2.8557772742107375e-09
600510.SH,2026-09-07,0.0,5.158552065861218e-06,7.0404541678594925e-09
600510.SH,2026-09-08,0.0,0.0,0.0
600510.SH,2026-09-09,0.0,5.3634151291778535e-06,1.561539275365933e-08
600510.SH,2026-09-10,0.0,9.994151042080611e-06,4.897259343618585e-09
600510.SH,2026-09-11,0.0,0.0,0.0
600510.SH,2026-09-14,0.0,0.0,2.1277993186728708e-16
600510.SH,2026-09-15,0.0,0.0,1.4451308156403938e-16
600510.SH,2026-09-16,0.0,0.0,0.0
600511.SH,2026-09-07,0.0,0.0,0.0
600511.SH,2026-09-08,0.0,2.834475154408034e-06,6.171072902344114e-09
600511.SH,2026-09-09,0.0,0.0,1.9470593130240775e-10
600511.SH,2026-09-10,0.0,0.0,0.0
600511.SH,2026-09-11,0.0,0.0,0.0
600511.SH,2026-09-14,0.0,0.0,1.4774390130310136e-16
600511.SH,2026-09-15,0.0,2.4007499942982187e-06,4.575030186969042e-09
600511.SH,2026-09-16,0.0,0.0,4.439960676581028e-09
600512.SH,2026-09-07,0.0,0.0,0.0
600512.SH,2026-09-08,0.0,1.4431373971944998e-06,1.2897523165248428e-09
600512.SH,2026-09-09,0.0,1.1172859782844297e-06,5.239213553930982e-09
600512.SH,2026-09-10,0.0,0.0,0.0
600512.SH,2026-09-11,0.0,0.0,0.0
600512.SH,2026-09-14,0.0,0.0,0.0
600512.SH,2026-09-15,0.0,1.1425913493993448e-06,2.538422237186574e-09
600512.SH,2026-09-16,0.0,0.0,0.0
600513.SH,2026-09-07,0.0,2.8043387265644154e-06,3.891501171208816e-09
600513.SH,2026-09-08,0.0,0.0,0.0
600513.SH,2026-09-09,0.0,7.65893242140978e-06,2.491192060272979e-09
600513.SH,2026-09-10,0.0,0.0,0.0
600513.SH,2026-09-11,0.0,0.0,0.0
600513.SH,2026-09-14,0.0,0.0,2.86519164053522e-09
600513.SH,2026-09-15,0.0,0.0,1.1662388907455853e-16
600513.SH,2026-09-16,0.0,0.0,0.0
600515.SH,2026-09-07,0.0,2.472428711226755e-07,1.3148888288513404e-09
600515.SH,2026-09-08,0.0,1.7508759875743056e-07,1.4245297242292968e-09
600515.SH,2026-09-09,0.0,5.829726101978551e-07,6.986611319530746e-10
600515.SH,2026-09-10,0.0,5.778012236674315e-07,1.5347384398351343e-09
600515.SH,2026-09-11,0.0,2.00363216955525e-07,1.2929956971182494e-09
600515.SH,2026-09-14,0.0,4.495213384407948e-07,8.684547431340133e-10
600515.SH,2026-09-15,0.0,5.88771075796622e-07,1.9113425306672267e-09
600515.SH,2026-09-16,0.0,5.027510101871397e-07,1.9394696418260527e-09
600517.SH,2026-09-07,0.0,0.0,0.0
600517.SH,2026-09-08,0.0,4.776506998705232e-08,9.382272276683452e-10
600517.SH,2026-09-09,0.0,0.0,0.0
600517.SH,2026-09-10,0.0,1.3440209882317523e-06,7.977472417845607e-09
600517.SH,2026-09-11,0.0,1.0820891369380712e-06,3.1189204458251683e-10
600517.SH,2026-09-14,0.0,0.0,0.0
600517.SH,2026-09-15,0.0,1.296889022612557e-06,5.2358756334047954e-09
600517.SH,2026-09-16,0.0,9.134288658136459e-07,1.8427149698413136e-09
600518.SH,2026-09-07,0.0,2.000340017796225e-08,1.87659192365347e-09
600518.SH,2026-09-08,0.0,7.993678681414131e-08,1.6284760854357657e-10
600518.SH,2026-09-09,0.0,1.287987970879279e-07,7.521275207421295e-10
600518.SH,2026-09-10,0.0,1.1049054259399077e-07,9.125433603054228e-10
600518.SH,2026-09-11,0.0,3.5810459178717555e-07,1.244380944742587e-09
600518.SH,2026-09-14,0.0,3.180218133474661e-07,1.3987223120275407e-10
600518.SH,2026-09-15,0.0,3.5221404516184805e-07,7.941405571730348e-10
600518.SH,2026-09-16,0.0,2.172541448066057e-07,9.197329339463995e-10
600519.SH,2026-09-07,0.0,1.5049731441502882e-05,6.594659613777757e-11
600519.SH,2026-09-08,0.0,2.281276876293199e-06,2.040971610073435e-10
600519.SH,2026-09-09,0.0,3.4133812613436746e-06,3.57442745026179e-10
600519.SH,2026-09-10,0.0,1.1640076147261779e-05,2.058723422732768e-11
600519.SH,2026-09-11,0.0,1.206847306805297e-05,0.0
