strategy,symbol_action,event_id_action,record_date,effective_date,share_multiplier,cash_per_share_gross,share_credit_date,pay_date,announcement_date,holding_overlap,registered_source,execution_timing_resolved
ATRDR,300590,cninfo:distribution:8f833ddfa528061d887549cc5be894a6,2020-06-29,2020-06-30,1.5,0.15,2020-06-30,2020-06-30,2020-06-19,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603138,cninfo:distribution:cd340d02dc10873a91bcb4f5aa8149c7,2020-06-29,2020-06-30,1.2,0.04,,2020-06-30,2020-06-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,300523,cninfo:distribution:b50617a8d024a07cf7a983cd17ca988f,2020-07-06,2020-07-07,1.0,0.10200000000000001,,2020-07-07,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002038,cninfo:distribution:b41cba3a5fc6448931c1836cededa2c0,2020-07-07,2020-07-08,1.0,0.2,,2020-07-08,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600195,cninfo:distribution:0d61e9f1898d555eb0115fe9af797cd4,2020-07-07,2020-07-08,1.198886,0.09447,,2020-07-08,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,000617,cninfo:distribution:8f0ff9aaabd2afe84d78a8d3a9749123,2020-07-08,2020-07-09,1.4,0.259,2020-07-09,2020-07-09,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600461,cninfo:distribution:a8eb434958044937ef1cc19838ed1ed6,2020-07-08,2020-07-09,1.0,0.26,,2020-07-09,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600510,cninfo:distribution:6bbd85dfa972673c52549e01b9137ddc,2020-07-08,2020-07-09,1.0,0.231,,2020-07-09,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000777,cninfo:distribution:c618748edcdcca9c08e0d05d179178b6,2020-07-09,2020-07-10,1.0,0.10700000000000001,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002620,cninfo:distribution:a21185300546bf09eec62b1c6bfea930,2020-07-09,2020-07-10,1.0,0.06,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002691,cninfo:distribution:44492e9c8a87a1f24792d8fd8a73447a,2020-07-09,2020-07-10,1.0,0.007000000000000001,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600292,cninfo:distribution:a736e887f818bdf2f61302fec5caf3fa,2020-07-09,2020-07-10,1.0,0.05,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600548,cninfo:distribution:f99972151e7f8aa9884bed2dc6348138,2020-07-09,2020-07-10,1.0,0.52,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600582,cninfo:distribution:bc5cf071a09217e866bafdb29e717266,2020-07-09,2020-07-10,1.0,0.1,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600590,cninfo:distribution:e4dd0dbe8d6cc6d34685f14aaab174d0,2020-07-09,2020-07-10,1.0,0.05500000000000001,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600874,cninfo:distribution:a232c82cc9b803da19ac723f7227d3da,2020-07-09,2020-07-10,1.0,0.10700000000000001,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603357,cninfo:distribution:4ed97efe7de3319eb37c7ba9a462c66a,2020-07-09,2020-07-10,1.0,0.22000000000000003,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000719,cninfo:distribution:550d932ed9c0e1ca668ed0c7686ab08f,2020-07-10,2020-07-13,1.0,0.27999999999999997,,2020-07-13,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600502,cninfo:distribution:c5fdbcbfdc486d9432cfee213e171d2c,2020-07-10,2020-07-13,1.0,0.15,,2020-07-13,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603017,cninfo:distribution:7ccd74f1f1e62ddb08768ac314297b8a,2020-07-10,2020-07-13,1.0,0.43499999999999994,,2020-07-13,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002743,cninfo:distribution:02e588ebee47407c9d412dc2d6148bea,2020-07-13,2020-07-14,1.0,0.054000000000000006,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600665,cninfo:distribution:d19186c50291c466cda625badcc36295,2020-07-13,2020-07-14,1.0,0.148,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,601611,cninfo:distribution:fa891ab547755c00cf02309344285393,2020-07-13,2020-07-14,1.0,0.05600000000000001,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000811,cninfo:distribution:0de0587fd6f807205f99cc8e317043ca,2020-07-15,2020-07-16,1.0,0.05,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002544,cninfo:distribution:ab646ed202e4da36ab740f8dde8f2a73,2020-07-15,2020-07-16,1.0,0.033,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600622,cninfo:distribution:3fbc65e8edcd8c63f96cada615571e4e,2020-07-15,2020-07-16,1.0,0.06,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600939,cninfo:distribution:0f7d8a0ec47fc73507924673787e631d,2020-07-15,2020-07-16,1.0,0.076,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000882,cninfo:distribution:30ef71b00737ac86340a481531f01e4b,2020-07-16,2020-07-17,1.0,0.005,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002065,cninfo:distribution:de30b2ea69c7ad7033a161eb31383201,2020-07-16,2020-07-17,1.0,0.05,,2020-07-17,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002268,cninfo:distribution:fae1bf9df52b9b7528e5f7f3806d3958,2020-07-16,2020-07-17,1.0,0.019,,2020-07-17,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600312,cninfo:distribution:335257513dc55c4cfca496b150f25f21,2020-07-16,2020-07-17,1.0,0.051000000000000004,,2020-07-17,2020-07-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600388,cninfo:distribution:9028de4b2c351abcb4afc859787b9f1f,2020-07-16,2020-07-17,1.0,0.2,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600560,cninfo:distribution:ed7b28658ae5f5fb13fbb237a885d000,2020-07-16,2020-07-17,1.0,0.038,,2020-07-17,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603117,cninfo:distribution:b5cd7a2069eec1d3c603e6e0ef29247f,2020-07-16,2020-07-17,1.0,0.04,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300472,cninfo:distribution:e73abd2ea03bbf8e76d49a8fe6fadba8,2020-07-17,2020-07-20,1.0,0.0590188,,2020-07-20,2020-07-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600737,cninfo:distribution:47ec9f75e598f2f967fc105b40596d02,2020-07-17,2020-07-20,1.0,0.125,,2020-07-20,2020-07-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600012,cninfo:distribution:57b431cbeb67eacb04a519aa0bcadc7d,2020-07-21,2020-07-22,1.0,0.22999999999999998,,2020-07-22,2020-07-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002779,cninfo:distribution:9aea4b42b1d441dc178369165fea02fa,2020-07-22,2020-07-23,1.0,0.012,,2020-07-23,2020-07-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600675,cninfo:distribution:255d417101aa2ddfecbfc0b224c8dd3a,2020-07-22,2020-07-23,1.0,0.13799999999999998,,2020-07-23,2020-07-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600846,cninfo:distribution:3eb373f396adfaea5a74df22eb2208ad,2020-07-27,2020-07-28,1.0,0.33999999999999997,,2020-07-28,2020-07-22,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002937,cninfo:distribution:7ba05e365898c4bee8d98c5f4f04f7c7,2021-04-29,2021-04-30,1.0,0.18,,2021-04-30,2021-04-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:6fb1051d71cba87f45d083fcdde9aceb,2021-04-29,2021-04-30,1.0,0.1,,2021-04-30,2021-04-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603138,cninfo:distribution:7ae7328de841a6ee1b2669efff6f1997,2021-05-20,2021-05-21,1.0,0.02,,2021-05-21,2021-05-15,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002995,cninfo:distribution:07687d1ccbfb43195849efaedeb60ca5,2021-06-03,2021-06-04,1.4,0.5,2021-06-04,2021-06-04,2021-05-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300781,cninfo:distribution:3e7846f09bb5ea44b865463e59cbd4a8,2021-06-08,2021-06-09,1.3,0.06,2021-06-09,2021-06-09,2021-06-02,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603368,cninfo:distribution:a4503d166edb250fa866850fdbc01abb,2021-06-09,2021-06-10,1.0,0.6,,2021-06-10,2021-06-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,605018,cninfo:distribution:20c136af4b1cecb1a097fae1f0317284,2021-06-17,2021-06-18,1.0,0.2,,2021-06-18,2021-06-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300165,cninfo:distribution:a1c62c9c6abd529df9f9c2a378f98920,2021-06-23,2021-06-24,1.0,0.009,,2021-06-24,2021-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600195,cninfo:distribution:e3d57363ab7a72fb2efad769a1d0d100,2021-06-30,2021-07-01,1.0,0.125,,2021-07-01,2021-06-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600570,cninfo:distribution:ef617af4141278d22d45eada79c4bb74,2021-07-15,2021-07-16,1.4,0.1,,2021-07-16,2021-07-12,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,300827,cninfo:distribution:60edc4fb4a726cfaf4c62b06d2db7c7d,2022-05-13,2022-05-16,1.8,0.1,2022-05-16,2022-05-16,2022-05-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002623,cninfo:distribution:75b0cb2d0549569e1b4da5e59c0b9baf,2022-05-16,2022-05-17,1.0,0.06,,2022-05-17,2022-05-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300456,cninfo:distribution:fd8e22cbc14f8257bbd7a46510009ea9,2022-05-16,2022-05-17,1.0,0.034999999999999996,,2022-05-17,2022-05-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300769,cninfo:distribution:1bff4b796eed440bdf22285258a458d6,2022-05-16,2022-05-17,1.8,1.0,2022-05-17,2022-05-17,2022-05-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002190,cninfo:distribution:5767462f52cdce6e0300a456d7ef56b8,2022-05-18,2022-05-19,1.0,0.05,,2022-05-19,2022-05-13,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300306,cninfo:distribution:91286a9351e5df9000a4e56e3741931f,2022-05-24,2022-05-25,1.0,0.3,,2022-05-25,2022-05-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300448,cninfo:distribution:caf8e1b2d0b663a7e317cedc748ebf01,2022-05-24,2022-05-25,1.0,0.015,,2022-05-25,2022-05-19,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,301015,cninfo:distribution:1eea9a806de869e0fade7e29098419f3,2022-05-24,2022-05-25,1.0,0.667,,2022-05-25,2022-05-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:61e52fd9857d11db41d678ae09c72080,2022-05-24,2022-05-25,1.4,0.2,,2022-05-25,2022-05-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,002135,cninfo:distribution:793f604e1fe600b74576ec172a8766c6,2022-05-25,2022-05-26,1.0,0.1,,2022-05-26,2022-05-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600429,cninfo:distribution:bfc5a28c0be52845e7ce60ebbf118057,2022-05-25,2022-05-26,1.0,0.05,,2022-05-26,2022-05-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300440,cninfo:distribution:15ba5e65b1c1a00390d2e43c388d5bf1,2022-05-26,2022-05-27,1.0,0.0393908,,2022-05-27,2022-05-21,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002275,cninfo:distribution:34a3dbf14adc0f5fa3781b0c0acd3f6d,2022-05-27,2022-05-30,1.0,0.5,,2022-05-30,2022-05-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300551,cninfo:distribution:b2311aa8d10bba94bc54d85e987eb1ee,2022-05-31,2022-06-01,1.0,0.0100314,,2022-06-01,2022-05-25,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002004,cninfo:distribution:df514e5cb9283d8afb0cb0a2f7d6f9f4,2022-06-01,2022-06-02,1.0,0.22000000000000003,,2022-06-02,2022-05-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300371,cninfo:distribution:5ef65661dc2cca7b619c35fd70370b2a,2022-06-01,2022-06-02,1.0,0.27999999999999997,,2022-06-02,2022-05-26,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300903,cninfo:distribution:c2d244ce73329893411774efba6404c2,2022-06-01,2022-06-02,1.8,0.05,2022-06-02,2022-06-02,2022-05-25,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
