strategy,route,symbol,action_id,action_type,holding_overlap,announcement_date,record_date,ex_date,accounting_effective_date,tradable_date,cash_payment_date,share_ratio,cash_ratio,tradable_quantity_before,pending_quantity_before,source,source_grade,available_at,raw_hash,status,first_missing_field
ATRDR,BULL,603755.SH,cninfo:distribution:e83c695b026a3bce3eba7db935c28281,cash_dividend,True,2023-11-14,2023-11-17,2023-11-20,2023-11-20,,2023-11-20,0.0,0.25,1933.0547559401805,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:28:39.441412Z,3a0408a876208a8e777c2ccb28dc34e6d21f9a90998b890c458cced909222a10,APPLIED,
MCB,MCB,300903.SZ,cninfo:distribution:c2d244ce73329893411774efba6404c2,cash_and_share_distribution,True,2022-05-25,2022-06-01,2022-06-02,2022-06-02,2022-06-02,2022-06-02,0.8,0.05,1026.615273003517,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:49:57.690679Z,3ee1b34945c115dac75b9e5370199710c46fe9cd63da1d2e65bd3e216aab1dd5,APPLIED,
MCB,MCB,000596.SZ,cninfo:distribution:4b83a7a5e859744086098c48b35309ef,cash_dividend,True,2022-06-06,2022-06-10,2022-06-13,2022-06-13,,2022-06-13,0.0,2.2,151.58579779910553,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:05:09.297905Z,c057b7ab6bb012914f946c65ea0d8f92ac3c2e1660a0f5e1af23a8517e8350c3,APPLIED,
MCB,MCB,600825.SH,cninfo:distribution:a0804113c51da59b36d04a8642211d78,cash_dividend,True,2022-06-14,2022-06-20,2022-06-21,2022-06-21,,2022-06-21,0.0,0.01,7859.393977572006,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:56:45.008248Z,59e9abdee743214a9a0d78dc9f50876030a2468c93b93d45bf7c055f509359c7,APPLIED,
MCB,MCB,605183.SH,cninfo:distribution:b7d9656c901af289689fc23deaa2817a,cash_dividend,True,2022-06-16,2022-06-21,2022-06-22,2022-06-22,,2022-06-22,0.0,0.5,1852.2679860656192,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:29:59.504218Z,ed273228c6dfdb6561a0d273ef3655c2305a0bf6133793d01fdd5aa6a4e030ef,APPLIED,
MCB,MCB,601866.SH,cninfo:distribution:830a892eeab6a041bb605fe69811e039,cash_dividend,True,2022-07-20,2022-07-27,2022-07-28,2022-07-28,,2022-07-28,0.0,0.22599999999999998,11109.141759444306,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:57:10.582271Z,c0b3e99f155045e42359a89cc6cfc515658913aac40a1718e15e17d9715b0363,APPLIED,
MCB,MCB,603006.SH,cninfo:distribution:0943040d9f637fa6c95ac303c79354ef,cash_dividend,True,2023-05-27,2023-06-05,2023-06-06,2023-06-06,,2023-06-06,0.0,0.38,3473.1140616294783,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:27:19.390531Z,38d4dd7d97782104903316224afb9acb55228b88ee84c4bbe34eeb97d8b760ca,APPLIED,
MCB,MCB,600170.SH,cninfo:distribution:b949b6fe36c1af44b1048c895b7eac71,cash_dividend,True,2023-08-04,2023-08-09,2023-08-10,2023-08-10,,2023-08-10,0.0,0.05,12739.876145375565,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:17:21.078569Z,6c979b7f04e2da051b69d611f2497fa7e194ab9414134b68ece30795fd9a60f8,APPLIED,
MCB,MCB,603755.SH,cninfo:distribution:e83c695b026a3bce3eba7db935c28281,cash_dividend,True,2023-11-14,2023-11-17,2023-11-20,2023-11-20,,2023-11-20,0.0,0.25,1195.3542414130752,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:28:39.441412Z,3a0408a876208a8e777c2ccb28dc34e6d21f9a90998b890c458cced909222a10,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,002727.SZ,cninfo:distribution:21a30edad38a0489771abade1a170730,cash_dividend,True,2022-04-22,2022-04-28,2022-04-29,2022-04-29,,2022-04-29,0.0,0.3,301.4564468104701,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:23:35.695544Z,da93d10c876fd0b0a6eb6364794013ac9af23cff9b497595b841092a597590d4,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,002585.SZ,cninfo:distribution:bea2cd1b47958eb2a9b25f2ef74d3374,cash_dividend,True,2022-05-11,2022-05-16,2022-05-17,2022-05-17,,2022-05-17,0.0,0.3,477.68470147143074,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:24:05.542238Z,81fb5653c1b2df23b283a9e0d24710ce554d24dfcb500c28807519839b6ba62b,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300556.SZ,cninfo:distribution:70ef7f15b6411e7a575fe5126fe71947,cash_dividend,True,2022-05-12,2022-05-18,2022-05-19,2022-05-19,,2022-05-19,0.0,0.08,353.90332986678834,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:08:00.699258Z,31013953a1a27aa91ad983b0424c94b4cb44667b59ef106e302e4cc3a373fddd,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,002415.SZ,cninfo:distribution:d6cf3712cd70efd42827e771ff2e0ddd,cash_dividend,True,2022-05-20,2022-05-25,2022-05-26,2022-05-26,,2022-05-26,0.0,0.9,217.55125852826373,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:20:03.334061Z,7f4f6b1ac83ee121828847aba8e76587705555013b7900a26e160f57ef1ff69c,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300965.SZ,cninfo:distribution:85ce500558ff0c3b4c27f8d7acfbb989,cash_dividend,True,2022-05-19,2022-05-26,2022-05-27,2022-05-27,,2022-05-27,0.0,0.205,162.41841552561726,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:41:49.333255Z,37aac2a3f3d350bd894eb2aa491382407e06555e27d78d8c022956f591733ce0,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300432.SZ,cninfo:distribution:e8be51072a1ccb2956109ea044f93063,cash_dividend,True,2023-05-22,2023-05-29,2023-05-30,2023-05-30,,2023-05-30,0.0,0.2,642.259735078831,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:10:28.556996Z,9fb56bb6774950c9cb7d09d4f2bdf31f8940052c20dbc5f3d021f3a993edb3d1,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,600522.SH,cninfo:distribution:2a8532e80f5d4e309d851b2136c31272,cash_dividend,True,2018-07-04,2018-07-09,2018-07-10,2018-07-10,,2018-07-10,0.0,0.1,728.6694289002337,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:53:28.839827Z,10b26cf0124b506702bf71a4a893ff19d00e80d58fe25dd119c5e76274d771af,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300355.SZ,cninfo:distribution:9b795ca55e5050cfaa0d4f35de61194b,cash_dividend,True,2018-07-04,2018-07-10,2018-07-11,2018-07-11,,2018-07-11,0.0,0.087,1051.1951320752755,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:37:38.486278Z,0d34a53d93e86da25bb601efd7f58d5d143c5a346ab5a3fe9787c6d57508cb6e,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,600012.SH,cninfo:distribution:77849899f453c5c026e57f8f7f4f80bd,cash_dividend,True,2018-07-09,2018-07-16,2018-07-17,2018-07-17,,2018-07-17,0.0,0.22999999999999998,1081.0960299889323,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:51:37.246596Z,3ec9bcec5ca9ea6caf0c4c6c335c0096aaa8fea51b38248282da089ea46ec55a,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,603579.SH,cninfo:distribution:2f9f41f54847c3e15465d77a0c635f38,cash_dividend,True,2018-08-27,2018-08-30,2018-08-31,2018-08-31,,2018-08-31,0.0,0.3,122.33354625498657,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T16:47:11.414414Z,c1eac90b707749cf85dd8b5d0a96fef85d0c32fcc41343a2ab9f7f52d856396c,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300494.SZ,cninfo:distribution:467db0206c1caf7dab0c9833a5e9af53,cash_dividend,True,2019-05-21,2019-05-27,2019-05-28,2019-05-28,,2019-05-28,0.0,0.076,632.314435873187,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:11:16.536133Z,780656aa9a58698c073f002d87bca4600d83b33168b52c59a8ea22a59e4cb956,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,600235.SH,cninfo:distribution:d99f7420dfabbbee29832566c10c83da,cash_dividend,True,2019-05-31,2019-06-05,2019-06-06,2019-06-06,,2019-06-06,0.0,0.005,1183.6110002574346,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:18:09.064879Z,af5928ed3099414f46c34f91c91f6d0348ef23cd521e318f9446d9250b2d4671,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,600638.SH,cninfo:distribution:e157933f85de3f8fa44b12caa9e3ae3f,cash_dividend,True,2019-08-21,2019-08-26,2019-08-27,2019-08-27,,2019-08-27,0.0,0.255,943.058323217043,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:52:25.264144Z,ef87f839caeed435e15cd6fb0ecb98fff128565a7cc800e9a65b28107ad9cc7c,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300691.SZ,cninfo:distribution:2cd2ac9499445761691064dd64af0d8a,cash_dividend,True,2020-05-15,2020-05-21,2020-05-22,2020-05-22,,2020-05-22,0.0,0.15,469.26291328364914,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:47:37.400455Z,98bcf005cc624a3563f4708111ff420f9a7699a1ed6cb7ca0581c5beb232d080,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,002727.SZ,cninfo:distribution:21a30edad38a0489771abade1a170730,cash_dividend,True,2022-04-22,2022-04-28,2022-04-29,2022-04-29,,2022-04-29,0.0,0.3,299.645541529998,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:23:35.695544Z,da93d10c876fd0b0a6eb6364794013ac9af23cff9b497595b841092a597590d4,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,002585.SZ,cninfo:distribution:bea2cd1b47958eb2a9b25f2ef74d3374,cash_dividend,True,2022-05-11,2022-05-16,2022-05-17,2022-05-17,,2022-05-17,0.0,0.3,474.8151600917461,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:24:05.542238Z,81fb5653c1b2df23b283a9e0d24710ce554d24dfcb500c28807519839b6ba62b,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300556.SZ,cninfo:distribution:70ef7f15b6411e7a575fe5126fe71947,cash_dividend,True,2022-05-12,2022-05-18,2022-05-19,2022-05-19,,2022-05-19,0.0,0.08,352.88642940229636,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:08:00.699258Z,31013953a1a27aa91ad983b0424c94b4cb44667b59ef106e302e4cc3a373fddd,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,002415.SZ,cninfo:distribution:d6cf3712cd70efd42827e771ff2e0ddd,cash_dividend,True,2022-05-20,2022-05-25,2022-05-26,2022-05-26,,2022-05-26,0.0,0.9,216.24438741301512,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:20:03.334061Z,7f4f6b1ac83ee121828847aba8e76587705555013b7900a26e160f57ef1ff69c,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300965.SZ,cninfo:distribution:85ce500558ff0c3b4c27f8d7acfbb989,cash_dividend,True,2022-05-19,2022-05-26,2022-05-27,2022-05-27,,2022-05-27,0.0,0.205,161.95172491196246,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:41:49.333255Z,37aac2a3f3d350bd894eb2aa491382407e06555e27d78d8c022956f591733ce0,APPLIED,
IFCGR,FIXED_BELOW_L_REPAIR,300432.SZ,cninfo:distribution:e8be51072a1ccb2956109ea044f93063,cash_dividend,True,2023-05-22,2023-05-29,2023-05-30,2023-05-30,,2023-05-30,0.0,0.2,640.41427568976,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:10:28.556996Z,9fb56bb6774950c9cb7d09d4f2bdf31f8940052c20dbc5f3d021f3a993edb3d1,APPLIED,
