gap,period,mcb_mode,policy,peak_date,trough_date,peak_nav,portfolio_pnl,ATRDR_pnl,MCB_pnl,Gap_pnl,SMV6_pnl,shared_funded_pnl,MaxDD,top_symbols_at_trough
OGR,2018_2021,confirmation_tag,P3_D5,2020-07-13,2020-07-16,6186125.6784751285,-263555.1842343714,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.8908596633155,0.042604240187266516,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
OGR,2018_2021,confirmation_tag,P3_D6,2020-07-13,2020-07-16,6186125.6784751285,-263555.1842343714,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.8908596633155,0.042604240187266516,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
OGR,2022_2023,independent,P0,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,independent,P1,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,independent,P2,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,independent,P3_D4,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,independent,P3_D5,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,independent,P3_D6,2022-01-19,2022-03-15,6669291.229106935,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030459789059352708,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
OGR,2022_2023,confirmation_tag,P0,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
OGR,2022_2023,confirmation_tag,P1,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
OGR,2022_2023,confirmation_tag,P2,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
OGR,2022_2023,confirmation_tag,P3_D4,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
OGR,2022_2023,confirmation_tag,P3_D5,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
OGR,2022_2023,confirmation_tag,P3_D6,2022-01-05,2022-03-15,6661972.877084235,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025685937434021127,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2018_2021,independent,P0,2020-07-13,2020-07-16,6455612.833188272,-270424.2714012386,-127958.23282318749,-68484.63857805077,0.0,-73981.40000000014,0.0,0.04188979085161192,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79313.98677736516], [""002062.SZ"", 74756.87821196354], [""002743.SZ"", 73906.96611641558], [""002061.SZ"", 72965.78553353761], [""002543.SZ"", 72787.7170003672], [""600406.SH"", 72569.38697044004]]"
IFCGR,2018_2021,independent,P1,2020-07-13,2020-07-16,6454735.765211128,-273797.7621965967,-131172.257073435,-68644.10512316204,0.0,-73981.40000000014,-3556.890859663312,0.04241812092018937,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466615], [""002062.SZ"", 74712.05323730884], [""002743.SZ"", 73862.65075758558], [""002061.SZ"", 72922.03451603353], [""002543.SZ"", 72743.68227520068], [""600406.SH"", 72526.16077779156]]"
IFCGR,2018_2021,independent,P2,2020-07-13,2020-07-16,6456547.950609517,-273892.92019765545,-131348.39032062795,-68563.12987702852,0.0,-73981.40000000014,-3568.735951275914,0.042420953471242966,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466605], [""002062.SZ"", 74712.05323730872], [""002743.SZ"", 73862.65075758546], [""002061.SZ"", 72922.03451603341], [""002543.SZ"", 72743.6822752006], [""600406.SH"", 72526.16077779145]]"
IFCGR,2018_2021,independent,P3_D4,2020-07-13,2020-07-16,6456547.950609517,-273892.92019765545,-131348.39032062795,-68563.12987702852,0.0,-73981.40000000014,-3568.735951275914,0.042420953471242966,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466605], [""002062.SZ"", 74712.05323730872], [""002743.SZ"", 73862.65075758546], [""002061.SZ"", 72922.03451603341], [""002543.SZ"", 72743.6822752006], [""600406.SH"", 72526.16077779145]]"
IFCGR,2018_2021,independent,P3_D5,2020-07-13,2020-07-16,6456547.950609517,-273892.92019765545,-131348.39032062795,-68563.12987702852,0.0,-73981.40000000014,-3568.735951275914,0.042420953471242966,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466605], [""002062.SZ"", 74712.05323730872], [""002743.SZ"", 73862.65075758546], [""002061.SZ"", 72922.03451603341], [""002543.SZ"", 72743.6822752006], [""600406.SH"", 72526.16077779145]]"
IFCGR,2018_2021,independent,P3_D6,2020-07-13,2020-07-16,6456547.950609517,-273892.92019765545,-131348.39032062795,-68563.12987702852,0.0,-73981.40000000014,-3568.735951275914,0.042420953471242966,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466605], [""002062.SZ"", 74712.05323730872], [""002743.SZ"", 73862.65075758546], [""002061.SZ"", 72922.03451603341], [""002543.SZ"", 72743.6822752006], [""600406.SH"", 72526.16077779145]]"
IFCGR,2018_2021,confirmation_tag,P0,2020-07-13,2020-07-16,6191222.055369907,-260501.37084056158,-127958.23282318655,-58561.73801737721,0.0,-73981.40000000014,0.0,0.04207592112038976,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45440.49341594037], [""601996.SH"", 44253.563533627406], [""002062.SZ"", 42829.6391369451], [""600429.SH"", 42646.15790477122], [""600189.SH"", 42579.422244680325], [""000798.SZ"", 42373.519990257984]]"
IFCGR,2018_2021,confirmation_tag,P1,2020-07-13,2020-07-16,6182689.4754038565,-263555.1842343705,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.890859663312,0.042627918688598686,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
IFCGR,2018_2021,confirmation_tag,P2,2020-07-13,2020-07-16,6182689.4754038565,-263555.1842343705,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.890859663312,0.042627918688598686,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
IFCGR,2018_2021,confirmation_tag,P3_D4,2020-07-13,2020-07-16,6182689.4754038565,-263555.1842343705,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.890859663312,0.042627918688598686,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
IFCGR,2018_2021,confirmation_tag,P3_D5,2020-07-13,2020-07-16,6182689.4754038565,-263555.1842343705,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.890859663312,0.042627918688598686,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
IFCGR,2018_2021,confirmation_tag,P3_D6,2020-07-13,2020-07-16,6182689.4754038565,-263555.1842343705,-131172.25707343454,-58401.52716093487,0.0,-73981.40000000014,-3556.890859663312,0.042627918688598686,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 45304.54304846674], [""601996.SH"", 44121.164262137456], [""002062.SZ"", 42701.50000944637], [""600429.SH"", 42518.56772247671], [""600189.SH"", 42452.03172433557], [""000798.SZ"", 42246.745495071584]]"
IFCGR,2022_2023,independent,P0,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,independent,P1,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,independent,P2,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,independent,P3_D4,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,independent,P3_D5,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,independent,P3_D6,2022-01-19,2022-03-15,6664298.969484968,-203145.20401398838,-164961.13846462686,-38184.065549366176,0.0,0.0,0.0,0.030482606639372887,"[[""603617.SH"", 84933.32787123932], [""000576.SZ"", 84038.0327398922], [""000777.SZ"", 77237.34158384972], [""300154.SZ"", 54873.00635502475], [""600613.SH"", 51632.20090785141], [""603387.SH"", 51233.59117625954], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337]]"
IFCGR,2022_2023,confirmation_tag,P0,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2022_2023,confirmation_tag,P1,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2022_2023,confirmation_tag,P2,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2022_2023,confirmation_tag,P3_D4,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2022_2023,confirmation_tag,P3_D5,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
IFCGR,2022_2023,confirmation_tag,P3_D6,2022-01-05,2022-03-15,6656980.617462268,-171119.01850793138,-159090.19645222835,-8942.56955026486,0.0,-3086.2525054399157,0.0,0.025705200051065236,"[[""600613.SH"", 51632.20090785141], [""603617.SH"", 51356.17620198229], [""603387.SH"", 51233.59117625954], [""000576.SZ"", 50814.82293500628], [""600829.SH"", 49632.21842209274], [""000518.SZ"", 48946.61627162504], [""600664.SH"", 47780.44058137901], [""002485.SZ"", 47219.23763518337], [""000908.SZ"", 46957.08738328728], [""000777.SZ"", 46702.685779207306]]"
