gap,period,mcb_mode,policy,strategy,date,exposure,weight,family
OGR,2018_2021,independent,P0,ATRDR,2018-02-06,27084.529279376875,0.005493726248678913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-07,27084.529279376875,0.005493726248678913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-08,27084.529279376875,0.005493726248678913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-09,27084.529279376875,0.005493726248678913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-12,27084.529279376875,0.005493726248678913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-13,50469.01814291559,0.010237704559796985,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-14,50469.01814291559,0.010237704559796985,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-22,79630.53518904457,0.016154120365525555,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-23,268384.0264013398,0.05443668154767432,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-26,307990.9843037958,0.06233030650474555,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-27,820760.9091597244,0.1658557762775288,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-02-28,1099154.0480725009,0.22218342147535752,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-01,1296278.7575667475,0.26098784006695586,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-02,1535762.27138665,0.3094370545039032,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-05,1453357.5841239735,0.29145337817646627,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-06,1395875.5044456618,0.2788745278301265,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-07,1330440.9265999198,0.2659684863212061,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-08,1265914.9844912603,0.25166047272939107,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-09,1030223.2379450694,0.2035172614287128,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-12,1257971.3060796354,0.24779028245569149,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-13,1405188.9983922045,0.2775081065231067,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-14,1477120.3646091276,0.2928408896193973,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-15,1504224.9208428604,0.2987729802541779,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-16,1406334.809993136,0.27924525109761344,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-19,1448559.7342642252,0.28689258412553714,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-20,1459092.8869019672,0.28821084361934146,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-21,1422112.1960402213,0.2816199650501128,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-22,1391374.8880536826,0.2752195440961488,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-23,1308167.5221850022,0.2639778783517859,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-26,1291022.0656959498,0.25848386331416007,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-27,1267281.9585281215,0.2514117143333375,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-28,1214686.8163782614,0.2408065086602486,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-29,1195106.6849649854,0.23656467871649153,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-03-30,1107829.0080226741,0.2181030313035585,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-02,1058623.8049777017,0.2081717386200608,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-03,535955.8612667157,0.10575370972177202,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-04,341112.17645380937,0.06730575427856844,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-09,178618.82971993406,0.035258376017521166,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-10,149102.14946366617,0.02942474105780225,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-11,147568.66037943217,0.029130928671546943,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-12,113628.10467467897,0.022432668191051035,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-13,82731.5567369182,0.016331795322528122,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-16,81409.52572544655,0.016075881769168025,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-17,80925.40169307665,0.015982126592458807,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-18,81484.00634581115,0.01609030372182497,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-19,81837.78929254299,0.01615880100397957,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-20,80366.79704034215,0.015873920645685498,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-23,79882.67300797225,0.015780118839500066,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-24,81018.50246853239,0.016000158114917735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-25,81670.20789672266,0.01612621884799384,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-26,78653.74277195634,0.015542725921646613,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-04-27,76605.52571192985,0.015145763234771467,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-02,76568.28540174755,0.015138670725079363,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-03,77089.64974429975,0.01523870372692253,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-04,76884.8280382971,0.01520007018135771,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-07,108934.90234652424,0.021529598536796746,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-08,109198.80944413801,0.021577638925154397,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-09,170044.1119276784,0.03360590033521373,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-10,170973.89826106656,0.03378326751163883,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-11,168729.6247168325,0.03335578962156158,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-14,169621.947725474,0.03352670370520771,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-15,143977.81372190008,0.028454531357679502,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-16,143562.52326080785,0.028375458570328443,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-17,142516.08734714435,0.028174843951515746,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-18,143116.4782259863,0.028289572427427745,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-21,144658.69395579502,0.028585326913066103,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-22,112652.47216523583,0.0222531724174738,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-23,408870.4370799754,0.08083594194003572,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-24,410838.1235138452,0.08116550563509169,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-25,407424.2248963184,0.08058299315215578,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-28,408865.7219422407,0.08083897210820881,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-29,376941.4401215841,0.07452708274171008,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-30,369658.95639251714,0.0732546145931595,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-05-31,381571.3603780566,0.07530209386921032,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-01,376961.6719677005,0.07450989550967503,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-04,377373.66617699806,0.07458517007358051,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-05,381952.4482885213,0.07537658551738581,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-06,381249.6229953417,0.0752570529320017,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-07,316750.8194732329,0.06263463150664048,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-08,316817.7318246762,0.06264995847425527,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-11,314667.3448379941,0.06226641035612917,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-12,319514.8387829419,0.06311985284099686,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-13,316654.0843010658,0.06262151469033114,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-14,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-15,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-19,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-20,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-21,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-22,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-25,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-26,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-27,22129.647141863043,0.004377990154600735,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-28,52988.92355868372,0.010483042676094581,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-06-29,53454.13878104785,0.01057410515025858,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-02,356348.74084669905,0.07058122804687342,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-03,394513.98313059006,0.07802102460839971,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-04,687076.577696324,0.13622695098961846,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-05,665713.9250418255,0.13260039877395768,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-06,672579.8643631546,0.13374610975420345,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-09,684253.2794272455,0.1357090685445574,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-10,686379.0939008445,0.13601196512744915,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-11,666813.7815863568,0.1327058357769228,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-12,681146.1804628373,0.13502629584869721,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-13,683444.6695298891,0.1354379007224685,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-16,711334.9506114358,0.14091314268529267,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-17,773207.9592038055,0.15316177742154025,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-18,749011.1128025496,0.14837460403950578,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-19,736905.5427161966,0.14635283446134398,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-20,745168.6901594982,0.14771910778209846,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-23,754431.374730855,0.1492300916309043,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-24,946950.5941608472,0.1867656614482609,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-25,946629.6570140959,0.1865567726467298,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-26,948684.2944235768,0.18689836303936766,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-27,847038.1387790635,0.16692838130735083,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-30,833754.1624811091,0.16485193597177972,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-07-31,559478.9852555061,0.11055845094271752,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-01,522098.5550622157,0.10336438716310463,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-02,281774.1322540821,0.05585721277414613,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-03,273974.5420988474,0.05440708189283781,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-06,269383.6721309584,0.053570312399916956,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-07,279442.7294890463,0.05542997077417962,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-08,273677.87935632875,0.054365811387437596,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-09,282303.8654766694,0.05595375208289179,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-10,284387.18620625575,0.05633115161016452,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-13,288285.54243009206,0.05704942173418222,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-14,261331.61260388972,0.0517495491626391,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-15,83773.94861662244,0.016594692443081496,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-16,54675.80300558104,0.010833941960017612,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-17,53722.57302227253,0.010647071664463876,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-20,23667.6876016683,0.00469068240217751,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-21,80372.6572530406,0.01592784379069692,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-22,108725.40973033619,0.02155810445566862,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-23,109461.4293042347,0.021701350183604643,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-24,109222.149742476,0.021654958033157177,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-27,113888.57454300119,0.022557633003987564,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-28,116519.59511588314,0.023077579557417432,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-29,146744.9341209304,0.029067795033935223,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-30,174095.005470647,0.03450696397605076,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-08-31,173201.12411950712,0.03433735057016977,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-03,171454.85231849444,0.03400316956615265,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-04,175077.66744780936,0.03469710882065594,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-05,171135.9202342413,0.03394226318108904,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-06,168863.69583109627,0.03350880660282579,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-07,168414.25299343717,0.033421200816552706,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-10,161128.97597395387,0.032025844588986385,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-11,162067.49445831584,0.0322062440036479,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-12,159829.26671065902,0.03177407640630038,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-13,161298.78763905168,0.03205566727645271,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-14,158832.51918031613,0.03158400640880053,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-17,156067.79533654332,0.031053709604324086,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-18,156802.85090898845,0.03118925882563097,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-19,105408.00682711715,0.020957873067014417,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-20,139289.25221822667,0.027694976083049615,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-21,145290.74020046624,0.028853825301456183,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-25,146855.93006335173,0.029140001317430483,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-26,112629.10601393686,0.022351337560843072,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-27,111669.93117162917,0.022165207660087012,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-09-28,86414.8350673168,0.017147510419973484,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-08,58010.06461018925,0.011519009254745801,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-09,58759.40039187837,0.011666068372125542,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-10,57669.25407090924,0.011452109810791417,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-11,53630.78502092327,0.010658688113317428,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-12,51646.57029025273,0.010268390666277416,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-15,52450.740523316446,0.010426609033722988,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-16,49930.26341434053,0.009930542549550553,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-17,49876.05503520831,0.009919868090226446,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-18,51922.7049460431,0.010322725133163254,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-19,55136.69850618385,0.010954697720947072,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-22,87124.33364144828,0.017287861571024063,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-23,453415.4882487179,0.09014524332744127,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-24,487175.24450539495,0.09678772091662043,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-25,483669.22232411325,0.09613494431669031,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-26,452516.64172993455,0.08988464283941962,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-29,448080.4760389288,0.08925263340305674,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-30,484257.4474944208,0.09614121232681754,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-10-31,494022.77389156027,0.09772526874481258,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-01,905439.7505255718,0.17864502433632024,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-02,1040529.4383489008,0.20348600468073919,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-05,1468181.0685383796,0.28602690652776613,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-06,1411577.3647761224,0.27544130314042226,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-07,1439881.2350526212,0.28105307652427103,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-08,1437979.5829319167,0.2807670443411044,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-09,1498365.0593428104,0.292676224173216,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-12,1506919.7377988608,0.29070736129066554,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-13,1285597.6386547398,0.2455067248018723,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-14,1542654.173102825,0.2943307188555786,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-15,1636608.4587371165,0.3093877563874126,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-16,1401715.131267227,0.26372214596596216,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-19,1471227.631763869,0.2768552053917693,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-20,1404446.4611812339,0.26705967815816195,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-21,1362377.5638691946,0.2578702857137135,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-22,1365852.6406211983,0.25831699493034843,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-23,1305100.7220624608,0.25105931974170836,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-26,1304314.8705727586,0.250840092432864,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-27,1287952.1683849506,0.24668254613328308,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-28,1307019.2640696738,0.24857365981524876,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-29,1275250.3142677995,0.24472301626052145,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-11-30,1189979.2145403633,0.22822492545625736,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-03,1139567.911297588,0.2158916039645741,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-04,1043353.4629118805,0.1970590396540475,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-05,949125.3637136596,0.17970653717393306,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-06,523468.3172946535,0.09945172874340127,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-07,370312.3547708755,0.07037391638825474,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-10,281989.98165330134,0.053621272612063606,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-11,66442.39546741238,0.012633836902036913,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-12,68171.03245972059,0.012958273097140805,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-13,69102.58070777939,0.013133020700468062,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-14,68837.05520192333,0.013083217512772274,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-17,68968.18523230511,0.01310781349388482,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-18,67530.87716491736,0.012838151537746314,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-19,67342.88997292474,0.012802871239231536,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-20,67621.28517414542,0.012855117867801477,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-21,67287.31337801683,0.012792440477263155,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-24,70207.13351740636,0.013340141782449882,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-25,32666.936450503137,0.006206896032428942,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-26,32413.704384995366,0.006159076906208661,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-27,31871.06424462156,0.006056591852226497,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2018-12-28,32630.760441144885,0.00620006501042062,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-02,31979.592272696318,0.006077090553912396,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-03,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-04,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-07,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-08,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-09,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-10,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-11,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-14,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-15,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-16,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-17,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-18,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-21,0.0,0.0,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-22,65254.43334763398,0.01240299276765403,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-23,65372.39381172409,0.012424919841053145,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-24,65850.36869512912,0.012514732080694733,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-25,66441.60396582376,0.012625974705703235,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-28,70039.22616654314,0.013299180599646037,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-29,69811.84562181743,0.013256577510856639,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-30,67399.33059093641,0.012804330645638415,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-01-31,68299.56725225781,0.012973136290514282,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-02-01,68979.58812007372,0.013100610447656752,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-02-11,33422.13149220077,0.006344563898414013,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-02-12,33542.49931270089,0.006366555139480719,DEMAND
OGR,2018_2021,independent,P0,ATRDR,2019-02-13,34224.583628868255,0.006492022697909608,DEMAND
