gap,period,mcb_mode,policy,initial_nav,final_nav,total_return,CAGR,annual_return,Sharpe,gross_pnl,fees,net_pnl,MaxDD,drawdown_start,drawdown_trough,drawdown_recovery,longest_drawdown_days,worst_portfolio_day,CVaR5,worst_21_day,worst_63_day,worst_month,worst_quarter,average_gross_exposure,median_exposure,p90_exposure,p95_exposure,max_exposure,average_cash,average_cash_ratio,capital_days,pre_capital_intent_count,funded_trade_count,funded_opportunity_rate,shared_funded_trade_count,shared_funded_opportunity_rate,shared_funded_pnl,all_shared_funding_count,base_entitlement_shortfall_count,base_entitlement_shortfall_amount,max_strategy_exposure,max_family_exposure,max_security_exposure,max_simultaneously_active_strategies,max_simultaneously_losing_strategies,demand_share,gap_share,smv6_share,CAGR_per_average_exposure,net_pnl_per_capital_day,structural_idle_days,structural_idle_cash_daily_diagnostic,segmentation_idle_count,global_demand_conflict_count,family_cap_block_count,drawdown_gate_block_count,raw_native_intent_count,confirmation_tag_count,observed_checkpoint_MaxDD,max_demand_exposure,MCB_net_pnl,CAGR_delta,MaxDD_delta,CVaR5_delta,average_gross_exposure_delta,capital_days_delta,funded_trade_count_delta,funded_opportunity_rate_delta,net_pnl_delta,observed_checkpoint_MaxDD_delta,shared_funded_pnl_comparison,shared_funded_trade_count_comparison,incremental_pnl_per_added_capital_day,maxdd_admissible,checkpoint_risk_budget_status,risk_status,exposure_only_cagr_benchmark,cagr_above_exposure_only_benchmark,segmentation_idle_removed_count,segmentation_idle_removed_notional,previously_rejected_requests_no_longer_in_actual_state,D,MDD_gate_overshoot
OGR,2022_2023,independent,P3_D5,6623741.901902112,7302259.201895428,0.1024371586396608,0.0500051430223364,"{""2022"": 0.046749435192199984, ""2023"": 0.053200624309137634}",1.2325145305423333,799228.0807769747,120710.78078365892,678517.2999933157,0.0304597890593527,2022-01-19,2022-03-15,2022-05-20,144,-0.0162598953548015,-0.0069289797924304,-0.0183557549492559,-0.0207999519947314,-0.0108371725907091,-0.0121322028655936,0.1409438032739853,0.0644509049705678,0.3989110025177605,0.5805782021472246,0.7932417809269764,6021840.2008993365,0.8590561967260146,706312918.4102321,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4199740099922752,0.6847005506264494,0.0780520900387124,4,4,0.1204292465692227,0.0011083315393603,0.0194062251654022,0.3547878080537521,0.0009606468780445,481,6049970.307607447,0,0,54,0,779.0,0.0,0.030651176370507516,0.6847005506264494,134759.5375300201,0.0005478159826136988,0.0,-4.837791790199969e-06,0.00027548374962141353,1631128.3787145615,2,0.14905873781355172,7612.371968258172,0.0,7283.171131705778,2,0.004666936133045047,True,ADMISSIBLE,ADMISSIBLE,0.04955418388670306,0.00045095913563333867,2,75814.94608185097,146,0.05,0.0
OGR,2022_2023,independent,P3_D6,6623741.901902112,7302259.201895428,0.1024371586396608,0.0500051430223364,"{""2022"": 0.046749435192199984, ""2023"": 0.053200624309137634}",1.2325145305423333,799228.0807769747,120710.78078365892,678517.2999933157,0.0304597890593527,2022-01-19,2022-03-15,2022-05-20,144,-0.0162598953548015,-0.0069289797924304,-0.0183557549492559,-0.0207999519947314,-0.0108371725907091,-0.0121322028655936,0.1409438032739853,0.0644509049705678,0.3989110025177605,0.5805782021472246,0.7932417809269764,6021840.2008993365,0.8590561967260146,706312918.4102321,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4199740099922752,0.6847005506264494,0.0780520900387124,4,4,0.1204292465692227,0.0011083315393603,0.0194062251654022,0.3547878080537521,0.0009606468780445,481,6049970.307607447,0,0,54,0,779.0,0.0,0.030651176370507516,0.6847005506264494,134759.5375300201,0.0005478159826136988,0.0,-4.837791790199969e-06,0.00027548374962141353,1631128.3787145615,2,0.14905873781355172,7612.371968258172,0.0,7283.171131705778,2,0.004666936133045047,True,ADMISSIBLE,ADMISSIBLE,0.04955418388670306,0.00045095913563333867,2,75814.94608185097,146,0.06,0.0
OGR,2022_2023,confirmation_tag,P2,6623741.901902112,7251555.582469725,0.0947823284580768,0.0463509132841344,"{""2022"": 0.04208174169075618, ""2023"": 0.05057241160545889}",1.29794137262904,731423.6908367765,103610.01026916358,627813.6805676129,0.0256859374340211,2022-01-05,2022-03-15,2022-05-18,144,-0.0162191415104223,-0.005914704359934,-0.0169650786450194,-0.0167090814115722,-0.0106482124417532,-0.0095811885554181,0.1235533968808152,0.0641846358731596,0.335305123850335,0.4385070530657277,0.7136078913890689,6117819.085552883,0.8764466031191849,617864327.7915986,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4225464560617665,0.6047998753935676,0.0780520900387124,4,4,0.1029717678288674,0.0011085117855965,0.0194731172663512,0.375148838108,0.0010161028114563,484,6117819.085552883,0,0,0,0,836.0,249.0,0.025685937434021144,0.6047998753935676,84055.91810432891,0.000574873215296999,0.0,-1.2800667841001562e-06,0.0002799316262781931,1609607.5818767548,2,0.15340086830680177,7960.482223060913,0.0,7628.423489622401,2,0.004945604327844447,True,ADMISSIBLE,ADMISSIBLE,0.04587998913293312,0.00047092415120127823,2,75760.18221378038,104,,
OGR,2022_2023,confirmation_tag,P3_D4,6623741.901902112,7251555.582469725,0.0947823284580768,0.0463509132841344,"{""2022"": 0.04208174169075618, ""2023"": 0.05057241160545889}",1.29794137262904,731423.6908367765,103610.01026916358,627813.6805676129,0.0256859374340211,2022-01-05,2022-03-15,2022-05-18,144,-0.0162191415104223,-0.005914704359934,-0.0169650786450194,-0.0167090814115722,-0.0106482124417532,-0.0095811885554181,0.1235533968808152,0.0641846358731596,0.335305123850335,0.4385070530657277,0.7136078913890689,6117819.085552883,0.8764466031191849,617864327.7915986,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4225464560617665,0.6047998753935676,0.0780520900387124,4,4,0.1029717678288674,0.0011085117855965,0.0194731172663512,0.375148838108,0.0010161028114563,484,6117819.085552883,0,0,0,0,836.0,249.0,0.025685937434021144,0.6047998753935676,84055.91810432891,0.000574873215296999,0.0,-1.2800667841001562e-06,0.0002799316262781931,1609607.5818767548,2,0.15340086830680177,7960.482223060913,0.0,7628.423489622401,2,0.004945604327844447,True,ADMISSIBLE,ADMISSIBLE,0.04587998913293312,0.00047092415120127823,2,75760.18221378038,104,0.04,0.0
OGR,2022_2023,confirmation_tag,P3_D5,6623741.901902112,7251555.582469725,0.0947823284580768,0.0463509132841344,"{""2022"": 0.04208174169075618, ""2023"": 0.05057241160545889}",1.29794137262904,731423.6908367765,103610.01026916358,627813.6805676129,0.0256859374340211,2022-01-05,2022-03-15,2022-05-18,144,-0.0162191415104223,-0.005914704359934,-0.0169650786450194,-0.0167090814115722,-0.0106482124417532,-0.0095811885554181,0.1235533968808152,0.0641846358731596,0.335305123850335,0.4385070530657277,0.7136078913890689,6117819.085552883,0.8764466031191849,617864327.7915986,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4225464560617665,0.6047998753935676,0.0780520900387124,4,4,0.1029717678288674,0.0011085117855965,0.0194731172663512,0.375148838108,0.0010161028114563,484,6117819.085552883,0,0,0,0,836.0,249.0,0.025685937434021144,0.6047998753935676,84055.91810432891,0.000574873215296999,0.0,-1.2800667841001562e-06,0.0002799316262781931,1609607.5818767548,2,0.15340086830680177,7960.482223060913,0.0,7628.423489622401,2,0.004945604327844447,True,ADMISSIBLE,ADMISSIBLE,0.04587998913293312,0.00047092415120127823,2,75760.18221378038,104,0.05,0.0
OGR,2022_2023,confirmation_tag,P3_D6,6623741.901902112,7251555.582469725,0.0947823284580768,0.0463509132841344,"{""2022"": 0.04208174169075618, ""2023"": 0.05057241160545889}",1.29794137262904,731423.6908367765,103610.01026916358,627813.6805676129,0.0256859374340211,2022-01-05,2022-03-15,2022-05-18,144,-0.0162191415104223,-0.005914704359934,-0.0169650786450194,-0.0167090814115722,-0.0106482124417532,-0.0095811885554181,0.1235533968808152,0.0641846358731596,0.335305123850335,0.4385070530657277,0.7136078913890689,6117819.085552883,0.8764466031191849,617864327.7915986,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4225464560617665,0.6047998753935676,0.0780520900387124,4,4,0.1029717678288674,0.0011085117855965,0.0194731172663512,0.375148838108,0.0010161028114563,484,6117819.085552883,0,0,0,0,836.0,249.0,0.025685937434021144,0.6047998753935676,84055.91810432891,0.000574873215296999,0.0,-1.2800667841001562e-06,0.0002799316262781931,1609607.5818767548,2,0.15340086830680177,7960.482223060913,0.0,7628.423489622401,2,0.004945604327844447,True,ADMISSIBLE,ADMISSIBLE,0.04587998913293312,0.00047092415120127823,2,75760.18221378038,104,0.06,0.0
IFCGR,2018_2021,independent,P2,4904782.129191859,6878751.751638168,0.4024581664285978,0.0882344719559766,"{""2018"": 0.0731930141718784, ""2019"": 0.09224012529729508, ""2020"": 0.10214486325886907, ""2021"": 0.08556359534500291}",1.6121539793977342,2168431.6478925827,194462.02544627385,1973969.6224463088,0.0424209534712429,2020-07-13,2020-07-16,2021-05-31,321,-0.0254471686066822,-0.008075491334569,-0.0279217411372621,-0.0281854682769737,-0.0171565282139597,-0.0176596905140963,0.1378038395905191,0.0642954625836327,0.3951133962971251,0.5100475798279572,0.7653473114367687,5027055.483725938,0.8621961604094811,1141213789.1185763,1754,1726,0.984036488027366,9,0.005131128848346636,15936.770792089705,10,0,0,0.3516938921563775,0.6113441329091673,0.1070385004001935,4,4,0.1063185634417289,0.0028721247104144,0.0286131514383757,0.6402903737527441,0.0017297106302675,971,5033746.615106576,0,0,28,0,1754.0,0.0,0.04306163017852216,0.6113441329091673,507180.1465614494,-1.0040516364606678e-05,0.000531162619631001,-4.209406074020053e-05,0.0005480151134661937,5183390.638056755,8,0.18010574399367385,-253.86872835364193,0.0005042502007038818,15936.770792089705,9,-4.89773482418483e-05,True,ADMISSIBLE,ADMISSIBLE,0.08859684234030527,-0.00036237038432866686,9,304771.5184045481,382,,
IFCGR,2018_2021,independent,P3_D4,4904782.129191859,6878751.751638168,0.4024581664285978,0.0882344719559766,"{""2018"": 0.0731930141718784, ""2019"": 0.09224012529729508, ""2020"": 0.10214486325886907, ""2021"": 0.08556359534500291}",1.6121539793977342,2168431.6478925827,194462.02544627385,1973969.6224463088,0.0424209534712429,2020-07-13,2020-07-16,2021-05-31,321,-0.0254471686066822,-0.008075491334569,-0.0279217411372621,-0.0281854682769737,-0.0171565282139597,-0.0176596905140963,0.1378038395905191,0.0642954625836327,0.3951133962971251,0.5100475798279572,0.7653473114367687,5027055.483725938,0.8621961604094811,1141213789.1185763,1754,1726,0.984036488027366,9,0.005131128848346636,15936.770792089705,10,0,0,0.3516938921563775,0.6113441329091673,0.1070385004001935,4,4,0.1063185634417289,0.0028721247104144,0.0286131514383757,0.6402903737527441,0.0017297106302675,971,5033746.615106576,0,0,28,0,1754.0,0.0,0.04306163017852216,0.6113441329091673,507180.1465614494,-1.0040516364606678e-05,0.000531162619631001,-4.209406074020053e-05,0.0005480151134661937,5183390.638056755,8,0.18010574399367385,-253.86872835364193,0.0005042502007038818,15936.770792089705,9,-4.89773482418483e-05,True,ADMISSIBLE,ADMISSIBLE,0.08859684234030527,-0.00036237038432866686,9,304771.5184045481,382,0.04,0.0024209534712429023
IFCGR,2018_2021,independent,P3_D5,4904782.129191859,6878751.751638168,0.4024581664285978,0.0882344719559766,"{""2018"": 0.0731930141718784, ""2019"": 0.09224012529729508, ""2020"": 0.10214486325886907, ""2021"": 0.08556359534500291}",1.6121539793977342,2168431.6478925827,194462.02544627385,1973969.6224463088,0.0424209534712429,2020-07-13,2020-07-16,2021-05-31,321,-0.0254471686066822,-0.008075491334569,-0.0279217411372621,-0.0281854682769737,-0.0171565282139597,-0.0176596905140963,0.1378038395905191,0.0642954625836327,0.3951133962971251,0.5100475798279572,0.7653473114367687,5027055.483725938,0.8621961604094811,1141213789.1185763,1754,1726,0.984036488027366,9,0.005131128848346636,15936.770792089705,10,0,0,0.3516938921563775,0.6113441329091673,0.1070385004001935,4,4,0.1063185634417289,0.0028721247104144,0.0286131514383757,0.6402903737527441,0.0017297106302675,971,5033746.615106576,0,0,28,0,1754.0,0.0,0.04306163017852216,0.6113441329091673,507180.1465614494,-1.0040516364606678e-05,0.000531162619631001,-4.209406074020053e-05,0.0005480151134661937,5183390.638056755,8,0.18010574399367385,-253.86872835364193,0.0005042502007038818,15936.770792089705,9,-4.89773482418483e-05,True,ADMISSIBLE,ADMISSIBLE,0.08859684234030527,-0.00036237038432866686,9,304771.5184045481,382,0.05,0.0
IFCGR,2018_2021,independent,P3_D6,4904782.129191859,6878751.751638168,0.4024581664285978,0.0882344719559766,"{""2018"": 0.0731930141718784, ""2019"": 0.09224012529729508, ""2020"": 0.10214486325886907, ""2021"": 0.08556359534500291}",1.6121539793977342,2168431.6478925827,194462.02544627385,1973969.6224463088,0.0424209534712429,2020-07-13,2020-07-16,2021-05-31,321,-0.0254471686066822,-0.008075491334569,-0.0279217411372621,-0.0281854682769737,-0.0171565282139597,-0.0176596905140963,0.1378038395905191,0.0642954625836327,0.3951133962971251,0.5100475798279572,0.7653473114367687,5027055.483725938,0.8621961604094811,1141213789.1185763,1754,1726,0.984036488027366,9,0.005131128848346636,15936.770792089705,10,0,0,0.3516938921563775,0.6113441329091673,0.1070385004001935,4,4,0.1063185634417289,0.0028721247104144,0.0286131514383757,0.6402903737527441,0.0017297106302675,971,5033746.615106576,0,0,28,0,1754.0,0.0,0.04306163017852216,0.6113441329091673,507180.1465614494,-1.0040516364606678e-05,0.000531162619631001,-4.209406074020053e-05,0.0005480151134661937,5183390.638056755,8,0.18010574399367385,-253.86872835364193,0.0005042502007038818,15936.770792089705,9,-4.89773482418483e-05,True,ADMISSIBLE,ADMISSIBLE,0.08859684234030527,-0.00036237038432866686,9,304771.5184045481,382,0.06,0.0
IFCGR,2018_2021,confirmation_tag,P2,4904782.129191859,6491501.479513242,0.3235045530111693,0.0725841129117108,"{""2018"": 0.07485160719041128, ""2019"": 0.06922049354934856, ""2020"": 0.0741070312388723, ""2021"": 0.07216615988744834}",1.480577520704155,1750262.0068025417,163542.6564811585,1586719.3503213832,0.0426279186885987,2020-07-13,2020-07-16,2021-05-31,321,-0.0258259092701624,-0.0074281267066759,-0.0294312666410522,-0.0308160252555459,-0.0203915287058366,-0.0154450227586303,0.1246180350958469,0.0564479633771359,0.3449019505138863,0.4265198534667896,0.7140884542566152,4972606.004601793,0.8753819649041531,1002999912.5519136,1447,1447,1.0,8,0.0055286800276434,10812.7338635372,10,0,0,0.3661242977655087,0.549789882614664,0.1069989791581417,4,4,0.0921354072579927,0.0028885722412792,0.0295940555965749,0.5824527152581448,0.001581973567958,973,4972606.004601793,0,0,0,0,1930.0,483.0,0.0430799906294792,0.549789882614664,123638.62642647466,-0.00041856239451430743,0.0005519975682089992,-0.00016476923116810066,0.0020601210611079085,19475075.033964038,28,0.18071593533487296,-10138.83854632359,0.0005238183802093177,10812.7338635372,8,-0.0005206058784698756,True,ADMISSIBLE,ADMISSIBLE,0.07422980413017806,-0.0016456912184672629,8,282292.7695273706,305,,
IFCGR,2018_2021,confirmation_tag,P3_D4,4904782.129191859,6491501.479513242,0.3235045530111693,0.0725841129117108,"{""2018"": 0.07485160719041128, ""2019"": 0.06922049354934856, ""2020"": 0.0741070312388723, ""2021"": 0.07216615988744834}",1.480577520704155,1750262.0068025417,163542.6564811585,1586719.3503213832,0.0426279186885987,2020-07-13,2020-07-16,2021-05-31,321,-0.0258259092701624,-0.0074281267066759,-0.0294312666410522,-0.0308160252555459,-0.0203915287058366,-0.0154450227586303,0.1246180350958469,0.0564479633771359,0.3449019505138863,0.4265198534667896,0.7140884542566152,4972606.004601793,0.8753819649041531,1002999912.5519136,1447,1447,1.0,8,0.0055286800276434,10812.7338635372,10,0,0,0.3661242977655087,0.549789882614664,0.1069989791581417,4,4,0.0921354072579927,0.0028885722412792,0.0295940555965749,0.5824527152581448,0.001581973567958,973,4972606.004601793,0,0,0,0,1930.0,483.0,0.0430799906294792,0.549789882614664,123638.62642647466,-0.00041856239451430743,0.0005519975682089992,-0.00016476923116810066,0.0020601210611079085,19475075.033964038,28,0.18071593533487296,-10138.83854632359,0.0005238183802093177,10812.7338635372,8,-0.0005206058784698756,True,ADMISSIBLE,ADMISSIBLE,0.07422980413017806,-0.0016456912184672629,8,282292.7695273706,305,0.04,0.002627918688598699
IFCGR,2018_2021,confirmation_tag,P3_D5,4904782.129191859,6491501.479513242,0.3235045530111693,0.0725841129117108,"{""2018"": 0.07485160719041128, ""2019"": 0.06922049354934856, ""2020"": 0.0741070312388723, ""2021"": 0.07216615988744834}",1.480577520704155,1750262.0068025417,163542.6564811585,1586719.3503213832,0.0426279186885987,2020-07-13,2020-07-16,2021-05-31,321,-0.0258259092701624,-0.0074281267066759,-0.0294312666410522,-0.0308160252555459,-0.0203915287058366,-0.0154450227586303,0.1246180350958469,0.0564479633771359,0.3449019505138863,0.4265198534667896,0.7140884542566152,4972606.004601793,0.8753819649041531,1002999912.5519136,1447,1447,1.0,8,0.0055286800276434,10812.7338635372,10,0,0,0.3661242977655087,0.549789882614664,0.1069989791581417,4,4,0.0921354072579927,0.0028885722412792,0.0295940555965749,0.5824527152581448,0.001581973567958,973,4972606.004601793,0,0,0,0,1930.0,483.0,0.0430799906294792,0.549789882614664,123638.62642647466,-0.00041856239451430743,0.0005519975682089992,-0.00016476923116810066,0.0020601210611079085,19475075.033964038,28,0.18071593533487296,-10138.83854632359,0.0005238183802093177,10812.7338635372,8,-0.0005206058784698756,True,ADMISSIBLE,ADMISSIBLE,0.07422980413017806,-0.0016456912184672629,8,282292.7695273706,305,0.05,0.0
IFCGR,2018_2021,confirmation_tag,P3_D6,4904782.129191859,6491501.479513242,0.3235045530111693,0.0725841129117108,"{""2018"": 0.07485160719041128, ""2019"": 0.06922049354934856, ""2020"": 0.0741070312388723, ""2021"": 0.07216615988744834}",1.480577520704155,1750262.0068025417,163542.6564811585,1586719.3503213832,0.0426279186885987,2020-07-13,2020-07-16,2021-05-31,321,-0.0258259092701624,-0.0074281267066759,-0.0294312666410522,-0.0308160252555459,-0.0203915287058366,-0.0154450227586303,0.1246180350958469,0.0564479633771359,0.3449019505138863,0.4265198534667896,0.7140884542566152,4972606.004601793,0.8753819649041531,1002999912.5519136,1447,1447,1.0,8,0.0055286800276434,10812.7338635372,10,0,0,0.3661242977655087,0.549789882614664,0.1069989791581417,4,4,0.0921354072579927,0.0028885722412792,0.0295940555965749,0.5824527152581448,0.001581973567958,973,4972606.004601793,0,0,0,0,1930.0,483.0,0.0430799906294792,0.549789882614664,123638.62642647466,-0.00041856239451430743,0.0005519975682089992,-0.00016476923116810066,0.0020601210611079085,19475075.033964038,28,0.18071593533487296,-10138.83854632359,0.0005238183802093177,10812.7338635372,8,-0.0005206058784698756,True,ADMISSIBLE,ADMISSIBLE,0.07422980413017806,-0.0016456912184672629,8,282292.7695273706,305,0.06,0.0
IFCGR,2022_2023,independent,P2,6618749.6422801465,7297175.680286072,0.1025006345114165,0.0500353917683067,"{""2022"": 0.04677162528395029, ""2023"": 0.05323893758808307}",1.23240763505274,799130.6347715593,120704.59676563353,678426.0380059257,0.0304826066393728,2022-01-19,2022-03-15,2022-05-20,144,-0.0162687546267439,-0.0069338358950202,-0.0183696771311202,-0.0208133398773694,-0.0108453388431557,-0.0121413352083992,0.1410408035294401,0.0644990756277043,0.3991913131186996,0.5809797139315567,0.7938095722319235,6016815.165633876,0.85895919647056,706286693.9154242,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4202746214791018,0.6851906496460496,0.0781106288793511,4,4,0.1205166380595905,0.0011038985077732,0.0194202669620763,0.3547582721893852,0.0009605533331584,481,6044945.607512539,0,0,54,0,779.0,0.0,0.03067413278382991,0.6851906496460496,134759.5375300201,0.0005482135065483992,0.0,-4.838880441399539e-06,0.0002756401127793906,1631128.3787145615,2,0.14905873781355172,7612.371968250722,0.0,7283.171131705778,2,0.004666936133040479,True,ADMISSIBLE,ADMISSIBLE,0.04958408186394309,0.00045130990436360874,2,75814.94608185093,146,,
IFCGR,2022_2023,independent,P3_D4,6618749.6422801465,7297175.680286072,0.1025006345114165,0.0500353917683067,"{""2022"": 0.04677162528395029, ""2023"": 0.05323893758808307}",1.23240763505274,799130.6347715593,120704.59676563353,678426.0380059257,0.0304826066393728,2022-01-19,2022-03-15,2022-05-20,144,-0.0162687546267439,-0.0069338358950202,-0.0183696771311202,-0.0208133398773694,-0.0108453388431557,-0.0121413352083992,0.1410408035294401,0.0644990756277043,0.3991913131186996,0.5809797139315567,0.7938095722319235,6016815.165633876,0.85895919647056,706286693.9154242,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4202746214791018,0.6851906496460496,0.0781106288793511,4,4,0.1205166380595905,0.0011038985077732,0.0194202669620763,0.3547582721893852,0.0009605533331584,481,6044945.607512539,0,0,54,0,779.0,0.0,0.03067413278382991,0.6851906496460496,134759.5375300201,0.0005482135065483992,0.0,-4.838880441399539e-06,0.0002756401127793906,1631128.3787145615,2,0.14905873781355172,7612.371968250722,0.0,7283.171131705778,2,0.004666936133040479,True,ADMISSIBLE,ADMISSIBLE,0.04958408186394309,0.00045130990436360874,2,75814.94608185093,146,0.04,0.0
IFCGR,2022_2023,independent,P3_D5,6618749.6422801465,7297175.680286072,0.1025006345114165,0.0500353917683067,"{""2022"": 0.04677162528395029, ""2023"": 0.05323893758808307}",1.23240763505274,799130.6347715593,120704.59676563353,678426.0380059257,0.0304826066393728,2022-01-19,2022-03-15,2022-05-20,144,-0.0162687546267439,-0.0069338358950202,-0.0183696771311202,-0.0208133398773694,-0.0108453388431557,-0.0121413352083992,0.1410408035294401,0.0644990756277043,0.3991913131186996,0.5809797139315567,0.7938095722319235,6016815.165633876,0.85895919647056,706286693.9154242,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4202746214791018,0.6851906496460496,0.0781106288793511,4,4,0.1205166380595905,0.0011038985077732,0.0194202669620763,0.3547582721893852,0.0009605533331584,481,6044945.607512539,0,0,54,0,779.0,0.0,0.03067413278382991,0.6851906496460496,134759.5375300201,0.0005482135065483992,0.0,-4.838880441399539e-06,0.0002756401127793906,1631128.3787145615,2,0.14905873781355172,7612.371968250722,0.0,7283.171131705778,2,0.004666936133040479,True,ADMISSIBLE,ADMISSIBLE,0.04958408186394309,0.00045130990436360874,2,75814.94608185093,146,0.05,0.0
IFCGR,2022_2023,independent,P3_D6,6618749.6422801465,7297175.680286072,0.1025006345114165,0.0500353917683067,"{""2022"": 0.04677162528395029, ""2023"": 0.05323893758808307}",1.23240763505274,799130.6347715593,120704.59676563353,678426.0380059257,0.0304826066393728,2022-01-19,2022-03-15,2022-05-20,144,-0.0162687546267439,-0.0069338358950202,-0.0183696771311202,-0.0208133398773694,-0.0108453388431557,-0.0121413352083992,0.1410408035294401,0.0644990756277043,0.3991913131186996,0.5809797139315567,0.7938095722319235,6016815.165633876,0.85895919647056,706286693.9154242,779,725,0.9306803594351734,2,0.0025673940949935813,7283.171131705778,4,0,0,0.4202746214791018,0.6851906496460496,0.0781106288793511,4,4,0.1205166380595905,0.0011038985077732,0.0194202669620763,0.3547582721893852,0.0009605533331584,481,6044945.607512539,0,0,54,0,779.0,0.0,0.03067413278382991,0.6851906496460496,134759.5375300201,0.0005482135065483992,0.0,-4.838880441399539e-06,0.0002756401127793906,1631128.3787145615,2,0.14905873781355172,7612.371968250722,0.0,7283.171131705778,2,0.004666936133040479,True,ADMISSIBLE,ADMISSIBLE,0.04958408186394309,0.00045130990436360874,2,75814.94608185093,146,0.06,0.0
IFCGR,2022_2023,confirmation_tag,P2,6618749.6422801465,7246472.060860387,0.0948400305958681,0.0463785065514716,"{""2022"": 0.04210041112693763, ""2023"": 0.05060896138779869}",1.297822146032979,731326.2448313788,103603.82625113823,627722.4185802406,0.0257052000510652,2022-01-05,2022-03-15,2022-05-18,144,-0.0162279479549485,-0.005918844497716,-0.016977915204507,-0.0167194211904458,-0.0106562168302933,-0.0095883967695855,0.1236381376793203,0.0642315341737085,0.3354665711853979,0.4388101562342018,0.7141212971374198,6112794.050287428,0.8763618623206797,617838103.2967912,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4228507628027352,0.6052349991308131,0.0781106288793511,4,4,0.1030468034610639,0.0011040801795942,0.019487254038662,0.3751148911007007,0.0010159982287118,484,6112794.050287428,0,0,0,0,836.0,249.0,0.025705200051065247,0.6052349991308131,84055.91810432891,0.0005752917798539994,0.0,-1.2789026471995632e-06,0.00028009676361549773,1609607.581876874,2,0.15340086830680177,7960.482223063707,0.0,7628.423489622401,2,0.004945604327845817,True,ADMISSIBLE,ADMISSIBLE,0.04590721554956025,0.00047129100191134476,2,75760.18221378038,104,,
IFCGR,2022_2023,confirmation_tag,P3_D4,6618749.6422801465,7246472.060860387,0.0948400305958681,0.0463785065514716,"{""2022"": 0.04210041112693763, ""2023"": 0.05060896138779869}",1.297822146032979,731326.2448313788,103603.82625113823,627722.4185802406,0.0257052000510652,2022-01-05,2022-03-15,2022-05-18,144,-0.0162279479549485,-0.005918844497716,-0.016977915204507,-0.0167194211904458,-0.0106562168302933,-0.0095883967695855,0.1236381376793203,0.0642315341737085,0.3354665711853979,0.4388101562342018,0.7141212971374198,6112794.050287428,0.8763618623206797,617838103.2967912,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4228507628027352,0.6052349991308131,0.0781106288793511,4,4,0.1030468034610639,0.0011040801795942,0.019487254038662,0.3751148911007007,0.0010159982287118,484,6112794.050287428,0,0,0,0,836.0,249.0,0.025705200051065247,0.6052349991308131,84055.91810432891,0.0005752917798539994,0.0,-1.2789026471995632e-06,0.00028009676361549773,1609607.581876874,2,0.15340086830680177,7960.482223063707,0.0,7628.423489622401,2,0.004945604327845817,True,ADMISSIBLE,ADMISSIBLE,0.04590721554956025,0.00047129100191134476,2,75760.18221378038,104,0.04,0.0
IFCGR,2022_2023,confirmation_tag,P3_D5,6618749.6422801465,7246472.060860387,0.0948400305958681,0.0463785065514716,"{""2022"": 0.04210041112693763, ""2023"": 0.05060896138779869}",1.297822146032979,731326.2448313788,103603.82625113823,627722.4185802406,0.0257052000510652,2022-01-05,2022-03-15,2022-05-18,144,-0.0162279479549485,-0.005918844497716,-0.016977915204507,-0.0167194211904458,-0.0106562168302933,-0.0095883967695855,0.1236381376793203,0.0642315341737085,0.3354665711853979,0.4388101562342018,0.7141212971374198,6112794.050287428,0.8763618623206797,617838103.2967912,587,587,1.0,2,0.0034071550255536627,7628.423489622401,4,0,0,0.4228507628027352,0.6052349991308131,0.0781106288793511,4,4,0.1030468034610639,0.0011040801795942,0.019487254038662,0.3751148911007007,0.0010159982287118,484,6112794.050287428,0,0,0,0,836.0,249.0,0.025705200051065247,0.6052349991308131,84055.91810432891,0.0005752917798539994,0.0,-1.2789026471995632e-06,0.00028009676361549773,1609607.581876874,2,0.15340086830680177,7960.482223063707,0.0,7628.423489622401,2,0.004945604327845817,True,ADMISSIBLE,ADMISSIBLE,0.04590721554956025,0.00047129100191134476,2,75760.18221378038,104,0.05,0.0
