strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180104|002304.SZ,V29B|20180104|002304.SZ,002304.SZ,2018-01-04 15:00:00,2018-01-05 09:30:00,[5],7935.78112498486,2.094766997785419,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,366715.70186464395,16656.859627071266
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180105|600655.SH,V29B|20180105|600655.SH,600655.SH,2018-01-05 15:00:00,2018-01-08 09:30:00,[0],9371.75613893906,1.773089730875186,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,350058.84223757265,16650.19849935977
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180105|000869.SZ,V29B|20180105|000869.SZ,000869.SZ,2018-01-05 15:00:00,2018-01-08 09:30:00,[1],17956.427648993376,0.9254048129751947,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,333408.643738213,16650.19849935977
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180105|002385.SZ,V29B|20180105|002385.SZ,002385.SZ,2018-01-05 15:00:00,2018-01-08 09:30:00,[2],11391.583812965091,1.4587053778515926,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,316758.44523885334,16650.19849935977
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180109|002863.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180109|002863.SZ,002863.SZ,2018-01-09 15:00:00,2018-01-10 09:30:00,[0],9833.817349263198,1.6907477820025343,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,300108.2467394937,16659.757881628564
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180212|300264.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180212|300264.SZ,300264.SZ,2018-02-12 15:00:00,2018-02-13 09:30:00,[0],6214.392290861758,2.693058785890268,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,503075.85616169265,16769.195205389755
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180214|002829.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180214|002829.SZ,002829.SZ,2018-02-14 15:00:00,2018-02-22 09:30:00,[0],8743.28798652743,1.8980022043916147,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,498839.0829541171,16627.969431803904
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300691.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300691.SZ,300691.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,[0],7934.764701091646,2.1087902523933852,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,486306.66095630266,16766.219965610573
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300699.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300699.SZ,300699.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,[1],6259.818826288057,2.6730413325107927,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,469540.440990692,16766.21996561057
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300011.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|300011.SZ,300011.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,[2],7072.94000970979,2.365742454159984,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,452774.22102508135,16766.219965610573
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600105.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600105.SH,600105.SH,2018-02-22 15:00:00,2018-02-23 09:30:00,[0],7557.423131021267,2.1947989686911558,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,482211.11352231307,16620.19854291602
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600730.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|600730.SH,600730.SH,2018-02-22 15:00:00,2018-02-23 09:30:00,[1],8965.134233217434,1.8501702330870022,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,465590.91497939685,16620.19854291602
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|000590.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|000590.SZ,000590.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,[2],14484.716260987625,1.1451397593891972,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,448970.71643648064,16620.19854291602
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|002421.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180222|002421.SZ,002421.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,[3],7451.122187634429,2.2261109234599985,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,432350.5178935644,16620.19854291602
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|000868.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|000868.SZ,000868.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,[0],11222.062869883755,1.475746347110317,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,415730.3193506482,16594.04012384782
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|002631.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|002631.SZ,002631.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,[1],5451.398893825074,3.037920836435618,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,399136.2792268004,16594.04012384782
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300692.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300692.SZ,300692.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[0],6264.190790017452,2.6898734177215196,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,454377.2189020328,16883.580050183118
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300719.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300719.SZ,300719.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[1],13870.328287173941,1.2148148148148155,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,437493.6388518498,16883.580050183118
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300726.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300726.SZ,300726.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[2],11865.800887551914,1.4200373366521473,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,420610.05880166683,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300710.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300710.SZ,300710.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[3],10683.327085110059,1.5772128060263653,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,403726.47875148384,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300696.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300696.SZ,300696.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[4],10859.260982482181,1.5516599441514118,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,386842.89870130084,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300192.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300192.SZ,300192.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[5],8746.629573775861,1.9264426539936257,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,369959.31865111785,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300223.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300223.SZ,300223.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[6],4876.247357060846,3.455501547764008,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,353075.73860093486,16883.580050183118
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300452.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300452.SZ,300452.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[7],8576.82171696709,1.9645832507245249,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,336192.15855075186,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300701.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300701.SZ,300701.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[8],10418.291996055756,1.617336152219872,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,319308.57850056887,16883.580050183115
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300517.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300517.SZ,300517.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[9],15436.682052832457,1.0915480562425748,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,302424.9984503859,16883.580050183118
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603648.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603648.SH,603648.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[0],9629.644059742928,1.725730442978323,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,382542.23910295265,16651.406248761625
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002799.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002799.SZ,002799.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[1],9472.343098996158,1.7543885114027242,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,365890.83285419084,16651.406248761625
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603320.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603320.SH,603320.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[2],11310.796273103068,1.4692307692307691,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,349239.42660542903,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603029.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603029.SH,603029.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[3],13023.876321990967,1.2759772511724303,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,332588.0203566672,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|600760.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|600760.SH,600760.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[4],3197.4200331132256,5.197368421052631,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,315936.6141079054,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002902.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002902.SZ,002902.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[5],10450.548752997676,1.5901719901719913,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,299285.2078591436,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002901.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002901.SZ,002901.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,[6],8983.523668308873,1.8498498498498495,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,282633.8016103818,16651.406248761625
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603758.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603758.SH,603758.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[7],21678.904537254577,0.7665594855305482,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,265982.39536162,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|601878.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|601878.SH,601878.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[8],14870.818219988634,1.1175020542317167,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,249330.9891128582,16651.406248761625
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603580.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603580.SH,603580.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,[9],9179.622393017009,1.8103326256192491,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,232679.5828640964,16651.40624876162
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300534.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300534.SZ,300534.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[0],11627.486065071842,1.4469571132850336,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,303910.636242765,16858.122618821264
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300560.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300560.SZ,300560.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[1],6314.093065351233,2.6645907016801966,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,287052.51362394355,16858.122618821264
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603717.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603717.SH,603717.SH,2018-02-27 15:00:00,2018-02-28 09:30:00,[0],16022.473676756941,1.0322733744660648,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,216028.17661533458,16572.65211553878
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002795.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002795.SZ,002795.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[1],13969.701348346209,1.1839603837742465,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,199455.52449979587,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002068.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002068.SZ,002068.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[2],9275.564439662807,1.7831338542456232,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,182882.87238425715,16572.65211553878
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600702.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600702.SH,600702.SH,2018-02-27 15:00:00,2018-02-28 09:30:00,[3],11315.260635810806,1.4617049931006232,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,166310.22026871843,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002331.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002331.SZ,002331.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[4],8680.514440342426,1.9053678308203057,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,149737.56815317972,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|000852.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|000852.SZ,000852.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[5],21946.954457975917,0.7536158605181235,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,133164.916037641,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603600.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603600.SH,603600.SH,2018-02-27 15:00:00,2018-02-28 09:30:00,[6],7558.948838974918,2.1880784381446543,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,116592.26392210228,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002836.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002836.SZ,002836.SZ,2018-02-27 15:00:00,2018-02-28 09:30:00,[7],5712.892634634931,2.895131070611571,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,100019.61180656357,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600335.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600335.SH,600335.SH,2018-02-27 15:00:00,2018-02-28 09:30:00,[8],14128.60202776347,1.1706446920295743,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,83446.95969102485,16572.652115538785
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300464.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300464.SZ,300464.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[0],10913.848825110443,1.5362779401610223,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,270194.3910051221,16800.238602654
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300177.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300177.SZ,300177.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[1],10205.367692265085,1.6429300440568533,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,253394.15240246803,16800.238602654
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300150.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300150.SZ,300150.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[2],11352.621976983432,1.47690156743197,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,236593.91379981395,16800.238602654
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300242.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300242.SZ,300242.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[3],4301.003688290124,3.8983238349500486,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,219793.67519715987,16800.238602653997
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|603429.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|603429.SH,603429.SH,2018-02-28 15:00:00,2018-03-01 09:30:00,[0],5369.009073819651,3.0820803845924587,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,85117.73450152436,16580.81298622071
