strategy,route,symbol,action_id,holding_event_id,action_type,holding_overlap,announcement_date,record_date,ex_date,accounting_effective_date,tradable_date,cash_payment_date,share_ratio,cash_ratio,tradable_quantity_before,pending_quantity_before,native_quantity_before,quantity_basis,source,source_grade,available_at,raw_hash,status,first_missing_field
ATRDR,BULL,603333.SH,cninfo:distribution:55c51b85ba3ab2a4985670de90b90d32,V29|BULL|V29B|20140702|603333.SH,cash_dividend,True,2014-07-14,2014-07-17,2014-07-18,,,2014-07-18,0.0,0.004,,,20280.840803591957,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2014-07-15,adfd9bf4f3017abf9c4845ac5b6e86950f6e8c24a51a6639bbb5cf2cc0eede71,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,000809.SZ,cninfo:distribution:383b783fde526a2b2df7625fc2602a52,V29|BULL|V29B|20151012|000809.SZ,cash_and_share_distribution,True,2015-10-13,2015-10-19,2015-10-20,,,2015-10-20,0.5,0.1,,,42112.91277251777,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2015-10-14,c6e6d34d0f5cd87543ba7f82a7523ffde09b7d87cab8b454c7dc7609e141fc81,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,300154.SZ,cninfo:distribution:ac3f0068f673fc1935b5fd8961b39586,V29|BULL|V29B|20160606|300154.SZ,cash_dividend,True,2016-06-01,2016-06-07,2016-06-08,,,2016-06-08,0.0,0.15,,,8055.145410790443,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-02,041d0270876f0a095e5e7001b73e05bd842aa9b15a144ea19076a510f00281bc,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,600081.SH,cninfo:distribution:eebdb5c46abd3fc3294984efa84308ad,V29|BULL|V29B|20160607|600081.SH,cash_dividend,True,2016-06-08,2016-06-15,2016-06-16,,,2016-06-16,0.0,0.148,,,10792.6843617539,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-09,a6ff8a441cbc36c50403df65ca19b786e4330b8c021ec2322e2e748d8b5c67e6,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,300442.SZ,cninfo:distribution:9a9a0ba9ace67ef068702f94cf31625c,V29|BULL|V29B|20160607|300442.SZ,cash_dividend,True,2016-06-08,2016-06-17,2016-06-20,,,2016-06-20,0.0,0.101,,,13423.169020456877,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-09,612c1e7a4c92acc3334ffd67dd499d71a3b375512cbb46f4f9b0fadafb78ea68,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,002581.SZ,cninfo:distribution:6e889ad65bf6534b129d2526d920ba05,V29|BULL|V29B|20160607|002581.SZ,cash_dividend,True,2016-06-14,2016-06-20,2016-06-21,,,2016-06-21,0.0,0.05,,,6093.201894921445,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-15,45253273f4788975f0b512382728d5ce0f01b5c103478155dfaf614a978f36ff,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,300180.SZ,cninfo:distribution:83be9df5bfebf4a3e56a9885a9487c6f,V29|BULL|V29B|20160329|300180.SZ,cash_dividend,True,2016-06-22,2016-06-27,2016-06-28,,,2016-06-28,0.0,0.03,,,5147.06013357007,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-23,b16802b268ad81ed7e43ff0920be213eaa4290228a5957f1a69cb80884437562,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,603883.SH,cninfo:distribution:4aded6fd638bee3181dede45da00a423,V29|BULL|V29B|20160628|603883.SH,cash_dividend,True,2016-06-28,2016-07-04,2016-07-05,,,2016-07-05,0.0,0.3,,,12886.939291013576,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-06-29,bdee06df08222f9dd7f6eae026fa4bce51de9fd485f411c4928df07c54637ac0,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,600690.SH,cninfo:distribution:ae712373e7a9d1c5e6245090824110f8,V29|BULL|V29B|20160707|600690.SH,cash_dividend,True,2016-07-20,2016-07-25,2016-07-26,,,2016-07-26,0.0,0.212,,,18002.985425947594,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-07-21,0f9539bd36de002670a6bc6eae7fd3c0ee7e0583c666565fc13ad62caa480ee5,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,300026.SZ,cninfo:distribution:706103cf52977a0421ce3a811fced880,V29|BULL|V29B|20161019|300026.SZ,share_distribution,True,2016-10-20,2016-10-25,2016-10-26,,,,2.0,0.0,,,10384.714163100163,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2016-10-21,9ef7bc585940541516ee1ae231e09455127e3ebc06bb744266e15bc50dabb36e,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,V27,000928.SZ,cninfo:distribution:aa83d91b9c2b76cce215d3015bb45fb6,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20170517|000928.SZ,cash_and_share_distribution,True,2017-05-11,2017-05-18,2017-05-19,,,2017-05-19,0.8,0.05,,,12565.120862431542,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2017-05-12,87dcc123551f6a83bbf3943f051fa3e227e7b20095c52ada424f17096c83befd,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,000030.SZ,cninfo:distribution:2c11b53b2db878a4d5318efd3a27a6dd,V29|BULL|V29B|20170626|000030.SZ,cash_dividend,True,2017-06-21,2017-06-27,2017-06-28,,,2017-06-28,0.0,0.2,,,25282.967872744463,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2017-06-22,df665652206e1346943e551cde1839398572676433c40f58704dd5069b199c19,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
ATRDR,BULL,600622.SH,cninfo:distribution:a3d32aea2ea016f223b387118049f654,V29|BULL|V29B|20170623|600622.SH,cash_and_share_distribution,True,2017-06-23,2017-06-29,2017-06-30,2017-06-30,2017-07-03,2017-06-30,0.3,0.21,,,8795.517078141467,NATIVE_COORDINATE,https://static.cninfo.com.cn/finalpage/2017-06-23/1203641936.PDF,OFFICIAL_EX_POST_EXECUTION_FACT,2026-09-07T14:40:08.236516+00:00,3c1723540f8eb4d177b646da089142c11a58f082c0f4f16257c850b504ded246,EXECUTION_RECONSTRUCTION_REQUIRED,continuous_raw_account_reconstruction
IFCGR,FIXED_BELOW_L_REPAIR,600522.SH,cninfo:distribution:2a8532e80f5d4e309d851b2136c31272,600522.SH|2018-06-19,cash_dividend,True,2018-07-04,2018-07-09,2018-07-10,,,2018-07-10,0.0,0.1,,,728.6694289002331,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2018-07-05,10b26cf0124b506702bf71a4a893ff19d00e80d58fe25dd119c5e76274d771af,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300355.SZ,cninfo:distribution:9b795ca55e5050cfaa0d4f35de61194b,300355.SZ|2018-06-13,cash_dividend,True,2018-07-04,2018-07-10,2018-07-11,,,2018-07-11,0.0,0.087,,,1051.195132075274,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2018-07-05,0d34a53d93e86da25bb601efd7f58d5d143c5a346ab5a3fe9787c6d57508cb6e,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,600012.SH,cninfo:distribution:77849899f453c5c026e57f8f7f4f80bd,600012.SH|2018-06-19,cash_dividend,True,2018-07-09,2018-07-16,2018-07-17,,,2018-07-17,0.0,0.2299999999999999,,,1081.0960299889307,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2018-07-10,3ec9bcec5ca9ea6caf0c4c6c335c0096aaa8fea51b38248282da089ea46ec55a,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,603579.SH,cninfo:distribution:2f9f41f54847c3e15465d77a0c635f38,603579.SH|2018-08-06,cash_dividend,True,2018-08-27,2018-08-30,2018-08-31,,,2018-08-31,0.0,0.3,,,122.33354625498583,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2018-08-28,c1eac90b707749cf85dd8b5d0a96fef85d0c32fcc41343a2ab9f7f52d856396c,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300494.SZ,cninfo:distribution:467db0206c1caf7dab0c9833a5e9af53,300494.SZ|2019-04-30,cash_dividend,True,2019-05-21,2019-05-27,2019-05-28,,,2019-05-28,0.0,0.076,,,632.314435873187,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2019-05-22,780656aa9a58698c073f002d87bca4600d83b33168b52c59a8ea22a59e4cb956,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,600235.SH,cninfo:distribution:d99f7420dfabbbee29832566c10c83da,600235.SH|2019-04-29,cash_dividend,True,2019-05-31,2019-06-05,2019-06-06,,,2019-06-06,0.0,0.005,,,1183.61100025743,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2019-06-01,af5928ed3099414f46c34f91c91f6d0348ef23cd521e318f9446d9250b2d4671,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,600638.SH,cninfo:distribution:e157933f85de3f8fa44b12caa9e3ae3f,600638.SH|2019-08-02,cash_dividend,True,2019-08-21,2019-08-26,2019-08-27,,,2019-08-27,0.0,0.255,,,943.05832321704,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2019-08-22,ef87f839caeed435e15cd6fb0ecb98fff128565a7cc800e9a65b28107ad9cc7c,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300691.SZ,cninfo:distribution:2cd2ac9499445761691064dd64af0d8a,300691.SZ|2020-04-10,cash_dividend,True,2020-05-15,2020-05-21,2020-05-22,,,2020-05-22,0.0,0.15,,,469.26291328364834,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2020-05-16,98bcf005cc624a3563f4708111ff420f9a7699a1ed6cb7ca0581c5beb232d080,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,002727.SZ,cninfo:distribution:21a30edad38a0489771abade1a170730,002727.SZ|2022-03-15,cash_dividend,True,2022-04-22,2022-04-28,2022-04-29,,,2022-04-29,0.0,0.3,,,262.08088865763233,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2022-04-23,da93d10c876fd0b0a6eb6364794013ac9af23cff9b497595b841092a597590d4,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,002585.SZ,cninfo:distribution:bea2cd1b47958eb2a9b25f2ef74d3374,002585.SZ|2022-03-28,cash_dividend,True,2022-05-11,2022-05-16,2022-05-17,,,2022-05-17,0.0,0.3,,,415.29060792817734,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2022-05-12,81fb5653c1b2df23b283a9e0d24710ce554d24dfcb500c28807519839b6ba62b,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300556.SZ,cninfo:distribution:70ef7f15b6411e7a575fe5126fe71947,300556.SZ|2022-04-25,cash_dividend,True,2022-05-12,2022-05-18,2022-05-19,,,2022-05-19,0.0,0.08,,,330.7208157787907,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2022-05-13,31013953a1a27aa91ad983b0424c94b4cb44667b59ef106e302e4cc3a373fddd,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,002415.SZ,cninfo:distribution:d6cf3712cd70efd42827e771ff2e0ddd,002415.SZ|2022-05-06,cash_dividend,True,2022-05-20,2022-05-25,2022-05-26,,,2022-05-26,0.0,0.9,,,189.1352059872201,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2022-05-21,7f4f6b1ac83ee121828847aba8e76587705555013b7900a26e160f57ef1ff69c,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300965.SZ,cninfo:distribution:85ce500558ff0c3b4c27f8d7acfbb989,300965.SZ|2022-04-12,cash_dividend,True,2022-05-19,2022-05-26,2022-05-27,,,2022-05-27,0.0,0.205,,,151.77916212415846,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2022-05-20,37aac2a3f3d350bd894eb2aa491382407e06555e27d78d8c022956f591733ce0,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
IFCGR,FIXED_BELOW_L_REPAIR,300432.SZ,cninfo:distribution:e8be51072a1ccb2956109ea044f93063,300432.SZ|2023-04-25,cash_dividend,True,2023-05-22,2023-05-29,2023-05-30,,,2023-05-30,0.0,0.2,,,600.1883723645469,RAW,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2023-05-23,9fb56bb6774950c9cb7d09d4f2bdf31f8940052c20dbc5f3d021f3a993edb3d1,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
MCB,MCB,000756.SZ,cninfo:distribution:7602b698da8ee8a1ce2b645b08a47e06,V72|V65|MEDIUM_PARTICIPATION|V53-20140703-000756.SZ,cash_dividend,True,2014-07-11,2014-07-17,2014-07-18,,,2014-07-18,0.0,0.02,,,12903.437743670636,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2014-07-12,4950cc84fff488a48ce3288ad8997ac23bf412a60a5021107d1725e1fed4deb9,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
MCB,MCB,603333.SH,cninfo:distribution:55c51b85ba3ab2a4985670de90b90d32,V72|V65|MEDIUM_PARTICIPATION|V53-20140702-603333.SH,cash_dividend,True,2014-07-14,2014-07-17,2014-07-18,,,2014-07-18,0.0,0.004,,,20292.081991318988,NATIVE_COORDINATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,official_current_snapshot_date_only_announcement_no_historical_revision_stream,2014-07-15,adfd9bf4f3017abf9c4845ac5b6e86950f6e8c24a51a6639bbb5cf2cc0eede71,EXECUTION_RECONSTRUCTION_REQUIRED,physical_quantity_and_accounting_transition
