timestamp,strategy,event_id,symbol,requested_notional,home_budget,gate_multiplier,gap,period,mcb_mode,policy,funded_notional,funding_type,reason,native_requested_before_confirmation,capital_required
2018-02-26 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|000868.SZ,000868.SZ,29395.88722959665,1597236.9812753466,1.0,OGR,2018_2021,independent,P0,29395.88722959665,BASE,FUNDED,29395.88722959665,True
2018-02-26 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180223|002631.SZ,002631.SZ,29395.887229596647,1597236.9812753466,1.0,OGR,2018_2021,independent,P0,29395.88722959665,BASE,FUNDED,29395.887229596647,True
2018-02-26 09:30:00,OGR,002338.SZ|2018-02-02,002338.SZ,6261.063553573186,1001026.3115930472,1.0,OGR,2018_2021,independent,P0,6261.063553573187,BASE,FUNDED,6261.063553573186,True
2018-02-26 09:30:00,OGR,300106.SZ|2018-01-31,300106.SZ,6251.765341339906,1001021.7301008904,1.0,OGR,2018_2021,independent,P0,6251.765341339906,BASE,FUNDED,6251.765341339906,True
2018-02-26 09:30:00,OGR,603958.SH|2018-02-02,603958.SH,6260.53994873444,1001009.2515273548,1.0,OGR,2018_2021,independent,P0,6260.53994873444,BASE,FUNDED,6260.53994873444,True
2018-02-26 09:30:00,OGR,002106.SZ|2018-02-02,002106.SZ,6260.017081181575,1000996.7554396328,1.0,OGR,2018_2021,independent,P0,6260.017081181575,BASE,FUNDED,6260.017081181575,True
2018-02-26 09:30:00,OGR,002724.SZ|2018-02-02,002724.SZ,6259.758808464958,1000984.2603955588,1.0,OGR,2018_2021,independent,P0,6259.758808464958,BASE,FUNDED,6259.758808464958,True
2018-02-26 09:30:00,OGR,600397.SH|2018-01-31,600397.SH,6259.299167300378,1000971.7658669988,1.0,OGR,2018_2021,independent,P0,6259.299167300378,BASE,FUNDED,6259.299167300378,True
2018-02-26 09:30:00,OGR,603336.SH|2018-02-02,603336.SH,6258.878300752901,1000959.2722558863,1.0,OGR,2018_2021,independent,P0,6258.878300752901,BASE,FUNDED,6258.878300752901,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300692.SZ,300692.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496772,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300719.SZ,300719.SZ,23909.883927496776,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496776,BASE,FUNDED,23909.883927496776,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300726.SZ,300726.SZ,23909.88392749677,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.88392749677,BASE,FUNDED,23909.88392749677,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300710.SZ,300710.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496776,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300696.SZ,300696.SZ,23909.883927496776,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496776,BASE,FUNDED,23909.883927496776,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300192.SZ,300192.SZ,23909.883927496776,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.88392749678,BASE,FUNDED,23909.883927496776,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300223.SZ,300223.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496772,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300452.SZ,300452.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496776,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300701.SZ,300701.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496772,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|300517.SZ,300517.SZ,23909.883927496772,1602221.810248437,1.0,OGR,2018_2021,independent,P0,23909.883927496776,BASE,FUNDED,23909.883927496772,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603648.SH,603648.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002799.SZ,002799.SZ,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603320.SH,603320.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603029.SH,603029.SH,29497.50974745122,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451215,BASE,FUNDED,29497.50974745122,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|600760.SH,600760.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002902.SZ,002902.SZ,29497.50974745123,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.50974745123,BASE,FUNDED,29497.50974745123,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|002901.SZ,002901.SZ,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603758.SH,603758.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|601878.SH,601878.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.50974745123,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180226|603580.SH,603580.SH,29497.509747451222,1602221.810248437,1.0,OGR,2018_2021,independent,P0,29497.509747451222,BASE,FUNDED,29497.509747451222,True
2018-02-27 09:30:00,OGR,002799.SZ|2018-02-05,002799.SZ,6302.00205672424,1005224.0447370666,1.0,OGR,2018_2021,independent,P0,6302.00205672424,BASE,FUNDED,6302.00205672424,True
2018-02-27 09:30:00,OGR,300517.SZ|2018-02-02,300517.SZ,6263.7932300318835,1005211.465890646,1.0,OGR,2018_2021,independent,P0,6263.7932300318835,BASE,FUNDED,6263.7932300318835,True
2018-02-27 09:30:00,OGR,002836.SZ|2018-02-01,002836.SZ,6301.668149711264,1005198.9633093484,1.0,OGR,2018_2021,independent,P0,6301.668149711265,BASE,FUNDED,6301.668149711264,True
2018-02-27 09:30:00,OGR,600749.SH|2018-02-01,600749.SH,6301.367988599071,1005186.3851294088,1.0,OGR,2018_2021,independent,P0,6301.367988599071,BASE,FUNDED,6301.367988599071,True
2018-02-27 09:30:00,OGR,600113.SH|2018-02-02,600113.SH,6301.210771205164,1005173.8075485934,1.0,OGR,2018_2021,independent,P0,6301.210771205163,BASE,FUNDED,6301.210771205164,True
2018-02-27 09:30:00,OGR,300380.SZ|2018-02-05,300380.SZ,6263.3880916001435,1005161.230281585,1.0,OGR,2018_2021,independent,P0,6263.3880916001435,BASE,FUNDED,6263.3880916001435,True
2018-02-27 09:30:00,OGR,600830.SH|2018-02-02,600830.SH,6301.4981689283795,1005148.7285089472,1.0,OGR,2018_2021,independent,P0,6301.4981689283795,BASE,FUNDED,6301.4981689283795,True
2018-02-27 09:30:00,OGR,002846.SZ|2018-02-02,002846.SZ,6301.222375177512,1005136.1506682906,1.0,OGR,2018_2021,independent,P0,6301.222375177513,BASE,FUNDED,6301.222375177512,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300534.SZ,300534.SZ,23873.83208143416,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,23873.832081434164,BASE,FUNDED,23873.83208143416,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|300560.SZ,300560.SZ,23873.832081434164,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,23873.832081434164,BASE,FUNDED,23873.832081434164,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603717.SH,603717.SH,29357.998959131834,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.998959131837,BASE,FUNDED,29357.998959131834,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002795.SZ,002795.SZ,29357.998959131837,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.998959131837,BASE,FUNDED,29357.998959131837,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002068.SZ,002068.SZ,29357.998959131834,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.998959131837,BASE,FUNDED,29357.998959131834,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600702.SH,600702.SH,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.99895913184,BASE,FUNDED,29357.99895913184,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002331.SZ,002331.SZ,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.99895913184,BASE,FUNDED,29357.99895913184,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|000852.SZ,000852.SZ,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.99895913184,BASE,FUNDED,29357.99895913184,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|603600.SH,603600.SH,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.998959131837,BASE,FUNDED,29357.99895913184,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|002836.SZ,002836.SZ,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.99895913184,BASE,FUNDED,29357.99895913184,True
2018-02-28 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180227|600335.SH,600335.SH,29357.99895913184,1596954.9312169775,1.0,OGR,2018_2021,independent,P0,29357.998959131837,BASE,FUNDED,29357.99895913184,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300464.SZ,300464.SZ,23791.858939262744,1594929.439713435,1.0,OGR,2018_2021,independent,P0,23791.85893926274,BASE,FUNDED,23791.858939262744,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300177.SZ,300177.SZ,23791.85893926274,1594929.439713435,1.0,OGR,2018_2021,independent,P0,23791.858939262744,BASE,FUNDED,23791.85893926274,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300150.SZ,300150.SZ,23791.85893926274,1594929.439713435,1.0,OGR,2018_2021,independent,P0,23791.85893926274,BASE,FUNDED,23791.85893926274,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|300242.SZ,300242.SZ,23791.858939262736,1594929.439713435,1.0,OGR,2018_2021,independent,P0,23791.85893926274,BASE,FUNDED,23791.858939262736,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|603429.SH,603429.SH,29372.455717851873,1594929.439713435,1.0,OGR,2018_2021,independent,P0,29372.455717851877,BASE,FUNDED,29372.455717851873,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000935.SZ,000935.SZ,29372.455717851873,1594929.439713435,1.0,OGR,2018_2021,independent,P0,29372.455717851873,BASE,FUNDED,29372.455717851873,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|600528.SH,600528.SH,29372.45571785187,1594929.439713435,1.0,OGR,2018_2021,independent,P0,29372.455717851873,BASE,FUNDED,29372.45571785187,True
2018-03-01 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|002484.SZ,002484.SZ,29372.45571785187,1594929.439713435,1.0,OGR,2018_2021,independent,P0,29372.45571785187,BASE,FUNDED,29372.45571785187,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300157.SZ,300157.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.45982586167,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300474.SZ,300474.SZ,23984.459825861668,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.459825861668,BASE,FUNDED,23984.459825861668,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300645.SZ,300645.SZ,23984.459825861675,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.459825861675,BASE,FUNDED,23984.459825861675,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300283.SZ,300283.SZ,23984.459825861675,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.459825861675,BASE,FUNDED,23984.459825861675,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300350.SZ,300350.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.459825861668,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300020.SZ,300020.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.45982586167,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300235.SZ,300235.SZ,23984.459825861668,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.459825861668,BASE,FUNDED,23984.459825861668,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300295.SZ,300295.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.45982586167,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300034.SZ,300034.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.45982586167,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300126.SZ,300126.SZ,23984.45982586167,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,23984.45982586167,BASE,FUNDED,23984.45982586167,True
2018-03-02 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|603880.SH,603880.SH,29740.46504525268,1611747.7461334276,1.0,OGR,2018_2021,independent,P0,29740.465045252684,BASE,FUNDED,29740.46504525268,True
2018-03-05 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300561.SZ,300561.SZ,23996.16374799918,1621250.2117758784,1.0,OGR,2018_2021,independent,P0,23996.16374799918,BASE,FUNDED,23996.16374799918,True
2018-03-06 09:30:00,ATRDR,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180305|600379.SH,600379.SH,30382.686967906524,1640583.814285391,1.0,OGR,2018_2021,independent,P0,30382.686967906524,BASE,FUNDED,30382.686967906524,True
