arm,module,symbol,entry_signal_date,completed,mom20,mom60,mom120,r20,r60,r120,score,final_rs_score,entry_cross_section_rank,entry_cross_section_percentile,entry_cross_section_size,previous_60_high,signal_close,b60_breakout_margin,turnover20_mean,box_width,ma_dispersion,direction_efficiency,vol_ratio_10_60,full40_diagnostic_passed,b60_diagnostic_passed,minvol_location,minimum_volume_ratio,entry_execution_date,entry_reason,realized_pnl,buy_cost,exit_signal_date,exit_execution_date,exit_reason,realized_return,holding_trading_days,MFE,MAE,days_to_MFE,peak_return,trough_return,giveback_from_peak,first_5pct_gain_day,first_10pct_gain_day,first_20pct_gain_day,first_50pct_gain_day,path_basis,extra_pnl_rank,extra_outcome_group,extra_top20,positive_trade
A2_MINUS_B60_RAW,B60,300009.SZ,2025-04-29,True,-0.04460093896713602,-0.004889975550122161,-0.10055248618784529,0.6518624641833811,0.5300859598853869,0.37822349570200575,0.5088825214899714,0.5088825214899714,330,0.5286532951289398,698,9.21,8.14,-0.11617806731813252,119809322.1525,0.18577075098814233,0.038246616167887826,0.15695067264573992,0.21910812276826783,True,False,0.3120567375886521,0.48999940129069564,2025-04-30,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,1825.3949999999895,158888.73,2025-04-30,2025-05-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.011488511488511422,1,0.011488511488511422,-0.000999000999001065,1,0.011488511488511422,-0.000999000999001065,0.0,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,45,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300009.SZ,2025-05-06,True,-0.047235023041474644,0.0,-0.08416389811738667,0.4116809116809117,0.38817663817663817,0.3005698005698006,0.3665954415954416,0.3665954415954416,462,0.34330484330484334,702,9.21,8.27,-0.10206297502714456,108315295.295,0.18577075098814233,0.028865213082259755,0.08968609865470847,0.2661303189379959,True,False,0.3259259259259256,0.5299302848449643,2025-05-07,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-2068.2339999999967,162151.99,2025-05-07,2025-05-08,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.012754909760897765,1,0.004983040911184682,-0.016552309965483562,0,0.004983040911184682,-0.016552309965483562,0.017737950672082448,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,92,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300014.SZ,2025-01-20,True,-0.020913358941527904,-0.07200647249190928,0.21247357293868907,0.7553516819571865,0.3944954128440367,0.22324159021406728,0.41529051987767585,0.41529051987767585,375,0.4281345565749235,654,54.94,45.88,-0.16490717145977418,1015283029.441,0.1631701631701632,0.04699766603012945,0.0922066799885811,0.7738824127849431,True,False,0.021428571428571224,0.5430163469420664,2025-01-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6665.805999999982,143239.096,2025-01-21,2025-01-22,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.04653621941316903,1,-0.0007825796387320852,-0.04653621941316903,0,-0.0007825796387320852,-0.04653621941316903,0.045753639774436944,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,162,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300015.SZ,2025-04-25,True,-0.03815113719735885,0.0658536585365852,-0.1087695445275324,0.7217514124293786,0.6115819209039548,0.346045197740113,0.553954802259887,0.553954802259887,298,0.5805084745762712,708,14.46,13.11,-0.09336099585062252,766733044.1485,0.1852459016393444,0.043677618823036335,0.21375921375921364,0.4260898773416921,True,False,0.3087557603686636,0.3880475726770772,2025-04-28,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,46.82699999999022,158062.905,2025-04-28,2025-04-29,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.0002962554686691999,1,0.01278032312515072,-0.0032955550196929434,0,0.01278032312515072,-0.0032955550196929434,0.01248406765648152,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,61,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300015.SZ,2025-04-29,True,-0.02108433734939752,0.050080775444264924,-0.1028295376121463,0.7120343839541547,0.6189111747851003,0.37106017191977075,0.5631805157593123,0.5631805157593123,286,0.5916905444126075,698,14.46,13.0,-0.10096818810511765,770395774.6035,0.1778688524590164,0.031118390266729135,0.1421121251629725,0.618720095397355,True,False,0.3130841121495326,0.39553425403558323,2025-04-30,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,292.1900000000023,158758.6,2025-04-30,2025-05-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.0018404672250826243,1,0.01129639591178049,-0.011757473295934871,0,0.01129639591178049,-0.011757473295934871,0.009455928686697866,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,56,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300015.SZ,2025-05-06,True,-0.0037707390648565875,0.057646116893514954,-0.0864453665283541,0.6239316239316239,0.5356125356125356,0.29772079772079774,0.48190883190883194,0.48190883190883194,355,0.49572649572649574,702,14.46,13.21,-0.0864453665283541,766276426.0965,0.1778688524590164,0.021277147151816722,0.11914323962516711,0.6173747442195148,True,False,0.33499999999999996,0.40777932860412064,2025-05-07,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-3832.662000000011,163249.086,2025-05-12,2025-05-13,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.0234773871873317,4,0.010208938406395389,-0.03968834471759315,0,0.010208938406395389,-0.03968834471759315,0.03368632559372709,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,113,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300016.SZ,2025-08-13,True,0.13461538461538458,0.4663742690058479,0.49478390461997,0.7117768595041323,0.8698347107438017,0.8212809917355371,0.8236570247933884,0.8236570247933884,126,0.8708677685950413,968,10.43,10.03,-0.038350910834132335,591828277.0425,0.19552414605418145,0.031248313454584453,0.05522682445759356,0.4718298177519916,True,False,0.07042253521126736,0.4468437915628579,2025-08-14,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-2236.7689999999966,168003.83599999998,2025-09-10,2025-09-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.013313797192106952,20,0.198001198001198,-0.07534884508568723,3,0.198001198001198,-0.07534884508568723,0.21131499519330496,2,3,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,95,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300019.SZ,2025-09-03,True,0.040147669589293944,0.27129159616469245,0.3059096176129781,0.6596758817921831,0.765490943755958,0.7588179218303146,0.74232602478551,0.74232602478551,221,0.7902764537654909,1049,24.32,22.54,-0.07319078947368429,449933767.95199996,0.18287937743190663,0.02903270192175378,0.11691022964509402,0.6568878175994052,True,False,0.13306451612903156,0.5171807303922458,2025-09-04,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6411.101999999999,145759.614,2025-09-19,2025-09-22,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.04398407641227699,12,0.07999710040526374,-0.04398407641227689,2,0.07999710040526374,-0.04398407641227689,0.12398117681754073,1,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,161,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300024.SZ,2024-07-31,True,0.0380658436213992,-0.08272727272727276,0.00698602794411185,0.5205811138014528,0.44794188861985473,0.4794188861985472,0.47191283292978203,0.47191283292978203,218,0.47457627118644063,413,11.04,10.09,-0.08605072463768115,142552048.938,0.14347826086956528,0.012879581151832298,0.08960573476702517,0.7206583033913528,True,False,0.3392857142857147,0.6336337339046895,2024-08-01,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-3798.0999999999767,95950.855,2024-08-05,2024-08-06,MARKET_MA20_X2,-0.039583805688859955,3,0.02078298312193262,-0.04951342017744392,0,0.02078298312193262,-0.04951342017744392,0.060366788810792577,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,112,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300026.SZ,2025-04-30,True,-0.07650273224043724,-0.028735632183908066,-0.1507537688442211,0.43490701001430615,0.3447782546494993,0.19313304721030042,0.31731044349070103,0.31731044349070103,505,0.27896995708154504,699,3.75,3.38,-0.09866666666666668,132587743.94000001,0.161904761904762,0.030903090309031045,0.08474576271186436,0.31276483151469464,True,False,0.35294117647058837,0.4861574673419882,2025-05-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,1569.4139999999898,160507.347,2025-05-06,2025-05-07,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.00977783278668228,1,0.00977783278668228,-0.003945906600773912,1,0.00977783278668228,-0.003945906600773912,0.0,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,48,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300026.SZ,2025-10-24,True,-0.0052631578947368585,-0.09569377990430616,0.14545454545454528,0.6206467661691543,0.13805970149253732,0.2860696517412935,0.27898009950248753,0.27898009950248753,614,0.23756218905472637,804,4.33,3.78,-0.12702078521939963,141399240.2355,0.1693989071038251,0.014182499331014231,0.28205128205128166,0.7215421306467984,True,False,0.0,0.5733431294244207,2025-10-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-1059.0720000000147,146065.92,2025-10-27,2025-10-28,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.007250644092749455,1,-0.0009990009990010866,-0.014143750985856336,0,-0.0009990009990010866,-0.014143750985856336,0.006251643093748369,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,75,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300031.SZ,2024-08-30,True,-0.012234385061171915,0.1516516516516515,0.03859174001354093,0.5249406175771971,0.7600950118764845,0.6888361045130641,0.691686460807601,0.691686460807601,100,0.7648456057007126,421,16.2,15.34,-0.05308641975308637,236813295.429,0.13524877365101617,0.03578296703296702,0.04145077720207258,0.5976202374365804,True,False,0.12105263157894675,0.47903343208720583,2024-09-02,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-1417.828999999998,90124.034,2024-09-03,2024-09-04,MARKET_MA20_X2,-0.015731974447570754,2,0.012748719170737523,-0.02391186794856519,0,0.012748719170737523,-0.02391186794856519,0.028480693618308277,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,81,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300034.SZ,2024-07-19,True,0.021736300924118268,-0.1046989051094892,-0.08326521079061089,0.7307692307692307,0.24759615384615385,0.5264423076923077,0.42788461538461536,0.42788461538461536,246,0.4110576923076923,416,18.666,15.7,-0.1588985320904318,179511563.186,0.14482015357672107,0.014136909584708146,0.12469437652811759,0.7627757342643047,True,False,0.23952095808383125,0.5848399364250944,2024-07-22,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6671.962000000014,104320.21600000001,2024-07-24,2024-07-25,MARKET_MA20_X2,-0.06395655852553078,3,0.008455267130345953,-0.0775709283424031,0,0.008455267130345953,-0.0775709283424031,0.07241182565587674,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,163,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300034.SZ,2025-05-29,True,0.061320754716981174,0.051401869158878455,-0.04603270745003041,0.42424242424242425,0.6088154269972452,0.34710743801652894,0.49338842975206615,0.49338842975206615,354,0.5137741046831956,726,17.46,15.75,-0.097938144329897,184676759.8665,0.15811373092926484,0.011431776023467455,0.08930008045052298,0.4843896524432493,True,False,0.38596491228070207,0.4803715372404131,2025-05-30,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,84.51799999998184,154698.54400000002,2025-06-17,2025-06-18,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.0005463399836522174,12,0.0420777700422595,-0.013668639540548304,1,0.0420777700422595,-0.013668639540548304,0.04153143005860729,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,60,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300035.SZ,2025-02-26,True,-0.008951406649616356,-0.020846493998736615,1.023498694516971,0.09256844850065189,0.2503259452411995,0.7796610169491526,0.3775749674054759,0.3775749674054759,491,0.3611473272490222,767,16.07,15.5,-0.03546981953951467,483481526.0675,0.18726307808946174,0.02403911449137608,0.08217054263565889,0.6318374637561833,True,False,0.08502024291498007,0.38170969488562634,2025-02-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,8144.510000000009,153668.51499999998,2025-03-24,2025-03-25,MARKET_MA20_X2,0.05300051217388292,18,0.26471993479666117,-0.01505144471896389,2,0.26471993479666117,-0.01505144471896389,0.21171942262277826,0,1,2,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,20,EXTRA_TOP11_TO_20_PNL_TRADES,True,True
A2_MINUS_B60_RAW,B60,300037.SZ,2024-08-30,True,0.02587567055853568,0.04299005453962135,-0.16016533195556715,0.6365795724465558,0.5748218527315915,0.33729216152019004,0.5159144893111639,0.5159144893111639,209,0.505938242280285,421,32.88,32.51,-0.01125304136253058,132091096.77049999,0.19650655021834074,0.004081632653061273,0.17774762550881953,0.8173485513621879,True,False,0.3018181818181821,0.5636596237009379,2024-09-02,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-685.7759999999835,91231.13999999998,2024-09-03,2024-09-04,MARKET_MA20_X2,-0.007516907056077383,2,0.012812072719906989,-0.011740947224817869,1,0.012812072719906989,-0.011740947224817869,0.02032897977598437,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,67,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300039.SZ,2024-03-08,True,0.08695652173913038,-0.12587412587412594,-0.06576980568011959,0.22889305816135083,0.5722326454033771,0.6735459662288931,0.5339587242026267,0.5339587242026267,239,0.5534709193245779,533,7.38,6.25,-0.15311653116531165,162153340.5765,0.19999999999999996,0.038259441707717556,0.07924528301886792,0.6912499776413239,True,False,0.4479166666666664,0.3398486690390583,2024-03-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-2106.5899999999915,103349.246,2024-03-26,2024-03-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.02038321595495715,12,0.05804738392597825,-0.03369056025817547,3,0.05804738392597825,-0.03369056025817547,0.0784305998809354,1,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,93,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300039.SZ,2025-05-29,True,0.05507745266781394,0.03372681281618872,-0.061255742725880635,0.39807162534435264,0.5674931129476584,0.31267217630853994,0.4571625344352617,0.4571625344352617,390,0.46418732782369143,726,6.57,6.13,-0.06697108066971091,156782356.8865,0.17531305903398908,0.013013351360486869,0.09090909090909087,0.7888065965426456,True,False,0.05555555555555679,0.4703262886241812,2025-05-30,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-5626.144999999965,154388.234,2025-06-20,2025-06-23,MARKET_MA20_X2,-0.0364415399686479,15,0.05893944609669954,-0.03644153996864806,7,0.05893944609669954,-0.03644153996864806,0.09538098606534744,6,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,152,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,300041.SZ,2025-10-27,True,0.0677506775067751,0.16338582677165348,0.4574599260172627,0.7595561035758323,0.6177558569667078,0.6399506781750924,0.6527743526510481,0.6527743526510481,245,0.6991368680641183,811,12.28,11.82,-0.037459283387622055,385855988.7405,0.19688109161793377,0.03439792449454271,0.01433296582138929,0.7119513179849932,True,False,0.1811594202898552,0.43173511920717395,2025-10-28,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,5020.911,145531.386,2025-11-17,2025-11-18,MARKET_MA20_X2,0.03450053722432081,15,0.1000403514331953,-0.0069152505700728955,8,0.1000403514331953,-0.0069152505700728955,0.06553981420887449,2,8,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,31,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,300049.SZ,2025-12-05,True,-0.09762363519588946,0.10265264479673508,1.0907738095238093,0.1552346570397112,0.6534296028880866,0.9482551143200962,0.6422382671480145,0.6422382671480145,246,0.7051744885679904,831,87.87,70.25,-0.20052350062592472,445162175.10249996,0.1867378048780488,0.051531908533851256,0.05472972972972989,0.46531977435310623,True,False,0.14367346938775552,0.47158411891159535,2025-12-08,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-5417.459999999992,141441.3,2025-12-10,2025-12-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.03830182556297201,3,0.011868527792094755,-0.03830182556297201,1,0.011868527792094755,-0.03830182556297201,0.05017035335506676,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,143,EXTRA_REMAINING_TRADES,False,False
