year,t,decision_date,scope,seed_left,seed_right,universe,spearman_score_correlation,top10_overlap_count,top10_overlap_fraction,top20_overlap_count,top20_overlap_fraction,top50_overlap_count,top50_overlap_fraction,top100_overlap_count,top100_overlap_fraction
2020,3175,2020-01-20,COMMON_GATE,17,43,961,0.41854845804339164,0,0.0,6,0.3,25,0.5,47,0.47
2020,3175,2020-01-20,COMMON_GATE,29,43,961,0.25492402703973066,4,0.4,8,0.4,21,0.42,47,0.47
2020,3176,2020-01-21,LEGAL,17,29,3292,0.7276076785054031,3,0.3,9,0.45,20,0.4,53,0.53
2020,3176,2020-01-21,LEGAL,17,43,3292,0.858978865313882,3,0.3,7,0.35,21,0.42,50,0.5
2020,3176,2020-01-21,LEGAL,29,43,3292,0.7724728343401499,3,0.3,8,0.4,22,0.44,48,0.48
2020,3176,2020-01-21,COMMON_GATE,17,29,1199,0.20870838222484506,3,0.3,9,0.45,20,0.4,53,0.53
2020,3176,2020-01-21,COMMON_GATE,17,43,1199,0.46925369011018425,3,0.3,7,0.35,21,0.42,51,0.51
2020,3176,2020-01-21,COMMON_GATE,29,43,1199,0.3723778717604553,3,0.3,8,0.4,22,0.44,49,0.49
2020,3177,2020-01-22,LEGAL,17,29,3294,0.6691599529208266,2,0.2,5,0.25,15,0.3,30,0.3
2020,3177,2020-01-22,LEGAL,17,43,3294,0.8254776104965793,1,0.1,3,0.15,12,0.24,32,0.32
2020,3177,2020-01-22,LEGAL,29,43,3294,0.7332515174701981,3,0.3,8,0.4,18,0.36,34,0.34
2020,3177,2020-01-22,COMMON_GATE,17,29,1587,0.17494417528988676,2,0.2,5,0.25,15,0.3,30,0.3
2020,3177,2020-01-22,COMMON_GATE,17,43,1587,0.5055432055503831,1,0.1,3,0.15,13,0.26,33,0.33
2020,3177,2020-01-22,COMMON_GATE,29,43,1587,0.38011191256498217,3,0.3,8,0.4,18,0.36,37,0.37
2020,3178,2020-01-23,LEGAL,17,29,3300,0.49791692626334555,3,0.3,4,0.2,11,0.22,27,0.27
2020,3178,2020-01-23,LEGAL,17,43,3300,0.7672127997273626,4,0.4,4,0.2,10,0.2,24,0.24
2020,3178,2020-01-23,LEGAL,29,43,3300,0.5425480959014025,3,0.3,8,0.4,17,0.34,35,0.35
2020,3178,2020-01-23,COMMON_GATE,17,29,3166,0.4372352480533602,3,0.3,4,0.2,11,0.22,27,0.27
2020,3178,2020-01-23,COMMON_GATE,17,43,3166,0.7405270387481767,4,0.4,4,0.2,10,0.2,24,0.24
2020,3178,2020-01-23,COMMON_GATE,29,43,3166,0.4882630688333847,3,0.3,8,0.4,17,0.34,35,0.35
2020,3179,2020-02-03,LEGAL,17,29,3304,0.562676856040062,6,0.6,7,0.35,17,0.34,40,0.4
2020,3179,2020-02-03,LEGAL,17,43,3304,0.7604387682911878,4,0.4,5,0.25,18,0.36,39,0.39
2020,3179,2020-02-03,LEGAL,29,43,3304,0.6671982486680522,4,0.4,7,0.35,22,0.44,49,0.49
2020,3179,2020-02-03,COMMON_GATE,17,29,3300,0.5610846619244615,6,0.6,7,0.35,17,0.34,40,0.4
2020,3179,2020-02-03,COMMON_GATE,17,43,3300,0.7595668483418284,4,0.4,5,0.25,18,0.36,39,0.39
2020,3179,2020-02-03,COMMON_GATE,29,43,3300,0.6659869638724552,4,0.4,7,0.35,22,0.44,49,0.49
2020,3180,2020-02-04,LEGAL,17,29,3307,0.6931471199587284,3,0.3,10,0.5,26,0.52,50,0.5
2020,3180,2020-02-04,LEGAL,17,43,3307,0.8117990792499504,2,0.2,6,0.3,18,0.36,49,0.49
2020,3180,2020-02-04,LEGAL,29,43,3307,0.8109408092654119,3,0.3,6,0.3,23,0.46,56,0.56
2020,3180,2020-02-04,COMMON_GATE,17,29,3283,0.6863846430354911,3,0.3,10,0.5,26,0.52,50,0.5
2020,3180,2020-02-04,COMMON_GATE,17,43,3283,0.8076610421985913,2,0.2,6,0.3,18,0.36,49,0.49
2020,3180,2020-02-04,COMMON_GATE,29,43,3283,0.8067795432156343,3,0.3,6,0.3,23,0.46,56,0.56
2020,3181,2020-02-05,LEGAL,17,29,3314,0.7295421593727655,4,0.4,9,0.45,31,0.62,62,0.62
2020,3181,2020-02-05,LEGAL,17,43,3314,0.7921695305643214,3,0.3,7,0.35,23,0.46,52,0.52
2020,3181,2020-02-05,LEGAL,29,43,3314,0.8020941235365551,2,0.2,8,0.4,25,0.5,61,0.61
2020,3181,2020-02-05,COMMON_GATE,17,29,3284,0.722078085492097,4,0.4,9,0.45,31,0.62,62,0.62
2020,3181,2020-02-05,COMMON_GATE,17,43,3284,0.7864432135821485,3,0.3,7,0.35,23,0.46,52,0.52
2020,3181,2020-02-05,COMMON_GATE,29,43,3284,0.7966410915220139,2,0.2,8,0.4,25,0.5,61,0.61
2020,3182,2020-02-06,LEGAL,17,29,3319,0.7329042428795595,5,0.5,8,0.4,27,0.54,48,0.48
2020,3182,2020-02-06,LEGAL,17,43,3319,0.800958354458672,5,0.5,10,0.5,20,0.4,47,0.47
2020,3182,2020-02-06,LEGAL,29,43,3319,0.8434322551130297,4,0.4,9,0.45,31,0.62,58,0.58
2020,3182,2020-02-06,COMMON_GATE,17,29,3141,0.6865490664468569,5,0.5,8,0.4,27,0.54,48,0.48
2020,3182,2020-02-06,COMMON_GATE,17,43,3141,0.7664215485538004,5,0.5,10,0.5,20,0.4,47,0.47
2020,3182,2020-02-06,COMMON_GATE,29,43,3141,0.816397074499948,4,0.4,9,0.45,31,0.62,58,0.58
2020,3183,2020-02-07,LEGAL,17,29,3325,0.7901521215896766,4,0.4,9,0.45,15,0.3,30,0.3
2020,3183,2020-02-07,LEGAL,17,43,3325,0.8280888819929781,4,0.4,4,0.2,19,0.38,41,0.41
2020,3183,2020-02-07,LEGAL,29,43,3325,0.8817799543349756,4,0.4,9,0.45,30,0.6,50,0.5
2020,3183,2020-02-07,COMMON_GATE,17,29,3201,0.765179257462094,4,0.4,9,0.45,15,0.3,30,0.3
2020,3183,2020-02-07,COMMON_GATE,17,43,3201,0.8077963985895132,4,0.4,4,0.2,19,0.38,41,0.41
2020,3183,2020-02-07,COMMON_GATE,29,43,3201,0.8678431161517173,4,0.4,9,0.45,30,0.6,50,0.5
2020,3184,2020-02-10,LEGAL,17,29,3328,0.7590001090079793,5,0.5,8,0.4,17,0.34,34,0.34
2020,3184,2020-02-10,LEGAL,17,43,3328,0.8300128706456219,5,0.5,7,0.35,16,0.32,42,0.42
2020,3184,2020-02-10,LEGAL,29,43,3328,0.8725338793851581,5,0.5,10,0.5,28,0.56,47,0.47
2020,3184,2020-02-10,COMMON_GATE,17,29,2988,0.671460731140831,5,0.5,8,0.4,17,0.34,34,0.34
2020,3184,2020-02-10,COMMON_GATE,17,43,2988,0.7679985707641891,5,0.5,7,0.35,16,0.32,42,0.42
2020,3184,2020-02-10,COMMON_GATE,29,43,2988,0.8266505924374051,5,0.5,10,0.5,28,0.56,47,0.47
2020,3185,2020-02-11,LEGAL,17,29,3331,0.7504618574814773,2,0.2,5,0.25,13,0.26,30,0.3
2020,3185,2020-02-11,LEGAL,17,43,3331,0.8176237070891056,2,0.2,3,0.15,8,0.16,27,0.27
2020,3185,2020-02-11,LEGAL,29,43,3331,0.868900260940908,3,0.3,8,0.4,21,0.42,45,0.45
2020,3185,2020-02-11,COMMON_GATE,17,29,2986,0.6588159434911394,2,0.2,5,0.25,13,0.26,30,0.3
2020,3185,2020-02-11,COMMON_GATE,17,43,2986,0.750294861362725,2,0.2,3,0.15,8,0.16,27,0.27
2020,3185,2020-02-11,COMMON_GATE,29,43,2986,0.8206890967680291,3,0.3,8,0.4,21,0.42,45,0.45
2020,3186,2020-02-12,LEGAL,17,29,3332,0.8447588799996898,4,0.4,8,0.4,24,0.48,51,0.51
2020,3186,2020-02-12,LEGAL,17,43,3332,0.8490935860084863,1,0.1,6,0.3,16,0.32,38,0.38
2020,3186,2020-02-12,LEGAL,29,43,3332,0.8510837224681399,1,0.1,9,0.45,18,0.36,43,0.43
2020,3186,2020-02-12,COMMON_GATE,17,29,2665,0.7176551659896332,4,0.4,8,0.4,24,0.48,51,0.51
2020,3186,2020-02-12,COMMON_GATE,17,43,2665,0.7251614953243667,1,0.1,6,0.3,16,0.32,38,0.38
2020,3186,2020-02-12,COMMON_GATE,29,43,2665,0.7259194690497786,1,0.1,9,0.45,18,0.36,43,0.43
2020,3187,2020-02-13,LEGAL,17,29,3332,0.8194478113559254,6,0.6,9,0.45,22,0.44,45,0.45
2020,3187,2020-02-13,LEGAL,17,43,3332,0.7759285801097118,1,0.1,2,0.1,6,0.12,22,0.22
2020,3187,2020-02-13,LEGAL,29,43,3332,0.8862318551405594,4,0.4,7,0.35,19,0.38,43,0.43
2020,3187,2020-02-13,COMMON_GATE,17,29,2774,0.7129245169991791,6,0.6,9,0.45,22,0.44,45,0.45
2020,3187,2020-02-13,COMMON_GATE,17,43,2774,0.6405825090572091,1,0.1,2,0.1,6,0.12,22,0.22
2020,3187,2020-02-13,COMMON_GATE,29,43,2774,0.8152059716619943,4,0.4,7,0.35,19,0.38,43,0.43
2020,3188,2020-02-14,LEGAL,17,29,3336,0.7518178585739413,4,0.4,10,0.5,19,0.38,39,0.39
2020,3188,2020-02-14,LEGAL,17,43,3336,0.7199450118314569,2,0.2,4,0.2,12,0.24,27,0.27
2020,3188,2020-02-14,LEGAL,29,43,3336,0.8716354695326924,5,0.5,8,0.4,19,0.38,44,0.44
2020,3188,2020-02-14,COMMON_GATE,17,29,2350,0.5020813848773132,4,0.4,10,0.5,19,0.38,39,0.39
2020,3188,2020-02-14,COMMON_GATE,17,43,2350,0.4219105022667426,2,0.2,4,0.2,12,0.24,27,0.27
2020,3188,2020-02-14,COMMON_GATE,29,43,2350,0.7145745498897615,5,0.5,8,0.4,19,0.38,44,0.44
2020,3189,2020-02-17,LEGAL,17,29,3340,0.804935111789489,5,0.5,12,0.6,22,0.44,45,0.45
2020,3189,2020-02-17,LEGAL,17,43,3340,0.8050018933243892,1,0.1,5,0.25,16,0.32,36,0.36
2020,3189,2020-02-17,LEGAL,29,43,3340,0.8799511369987476,3,0.3,8,0.4,20,0.4,38,0.38
2020,3189,2020-02-17,COMMON_GATE,17,29,2573,0.643209549477857,5,0.5,12,0.6,22,0.44,45,0.45
2020,3189,2020-02-17,COMMON_GATE,17,43,2573,0.6378529577137163,1,0.1,5,0.25,16,0.32,36,0.36
2020,3189,2020-02-17,COMMON_GATE,29,43,2573,0.7687457246052364,3,0.3,8,0.4,20,0.4,38,0.38
2020,3190,2020-02-18,LEGAL,17,29,3342,0.827289637854093,1,0.1,6,0.3,14,0.28,35,0.35
2020,3190,2020-02-18,LEGAL,17,43,3342,0.8824170080807018,3,0.3,6,0.3,16,0.32,42,0.42
2020,3190,2020-02-18,LEGAL,29,43,3342,0.8892060968071974,3,0.3,5,0.25,18,0.36,45,0.45
2020,3190,2020-02-18,COMMON_GATE,17,29,2593,0.6834377523638486,1,0.1,6,0.3,14,0.28,35,0.35
2020,3190,2020-02-18,COMMON_GATE,17,43,2593,0.7815848727541638,3,0.3,6,0.3,16,0.32,42,0.42
2020,3190,2020-02-18,COMMON_GATE,29,43,2593,0.7966929286454141,3,0.3,5,0.25,18,0.36,45,0.45
2020,3191,2020-02-19,LEGAL,17,29,3343,0.8501492485292861,2,0.2,5,0.25,17,0.34,39,0.39
2020,3191,2020-02-19,LEGAL,17,43,3343,0.9132771772739287,2,0.2,7,0.35,19,0.38,50,0.5
2020,3191,2020-02-19,LEGAL,29,43,3343,0.9036541156182879,3,0.3,9,0.45,20,0.4,51,0.51
2020,3191,2020-02-19,COMMON_GATE,17,29,2884,0.7836125076363145,2,0.2,5,0.25,17,0.34,39,0.39
2020,3191,2020-02-19,COMMON_GATE,17,43,2884,0.8713886927080076,2,0.2,7,0.35,19,0.38,50,0.5
2020,3191,2020-02-19,COMMON_GATE,29,43,2884,0.8599389770858047,3,0.3,9,0.45,20,0.4,51,0.51
2020,3192,2020-02-20,LEGAL,17,29,3345,0.8125696690123394,1,0.1,4,0.2,14,0.28,37,0.37
2020,3192,2020-02-20,LEGAL,17,43,3345,0.9017382300509726,2,0.2,6,0.3,18,0.36,49,0.49
2020,3192,2020-02-20,LEGAL,29,43,3345,0.8954613653988212,4,0.4,6,0.3,21,0.42,48,0.48
2020,3192,2020-02-20,COMMON_GATE,17,29,1992,0.4742421274531227,1,0.1,4,0.2,14,0.28,37,0.37
2020,3192,2020-02-20,COMMON_GATE,17,43,1992,0.6929906444495887,2,0.2,6,0.3,18,0.36,49,0.49
2020,3192,2020-02-20,COMMON_GATE,29,43,1992,0.7102831413662938,4,0.4,6,0.3,21,0.42,48,0.48
2020,3193,2020-02-21,LEGAL,17,29,3350,0.799705732553917,0,0.0,1,0.05,10,0.2,28,0.28
2020,3193,2020-02-21,LEGAL,17,43,3350,0.89111521912565,1,0.1,4,0.2,11,0.22,41,0.41
2020,3193,2020-02-21,LEGAL,29,43,3350,0.9027797552840525,2,0.2,5,0.25,14,0.28,42,0.42
2020,3193,2020-02-21,COMMON_GATE,17,29,1953,0.42454100423776603,0,0.0,1,0.05,10,0.2,28,0.28
2020,3193,2020-02-21,COMMON_GATE,17,43,1953,0.6484646957657348,1,0.1,4,0.2,11,0.22,41,0.41
2020,3193,2020-02-21,COMMON_GATE,29,43,1953,0.705867182634289,2,0.2,5,0.25,14,0.28,42,0.42
2020,3194,2020-02-24,LEGAL,17,29,3353,0.8211487239652824,4,0.4,8,0.4,21,0.42,46,0.46
2020,3194,2020-02-24,LEGAL,17,43,3353,0.8871407180902747,2,0.2,4,0.2,16,0.32,42,0.42
2020,3194,2020-02-24,LEGAL,29,43,3353,0.847062624214115,2,0.2,3,0.15,15,0.3,44,0.44
2020,3194,2020-02-24,COMMON_GATE,17,29,1724,0.42806637069786674,4,0.4,8,0.4,21,0.42,46,0.46
2020,3194,2020-02-24,COMMON_GATE,17,43,1724,0.6038745494097195,2,0.2,4,0.2,16,0.32,42,0.42
2020,3194,2020-02-24,COMMON_GATE,29,43,1724,0.5174928893177225,2,0.2,3,0.15,15,0.3,44,0.44
2020,3195,2020-02-25,LEGAL,17,29,3356,0.811066353777472,4,0.4,8,0.4,24,0.48,42,0.42
2020,3195,2020-02-25,LEGAL,17,43,3356,0.852523309128568,4,0.4,7,0.35,10,0.2,31,0.31
2020,3195,2020-02-25,LEGAL,29,43,3356,0.9011814584571237,5,0.5,8,0.4,15,0.3,44,0.44
2020,3195,2020-02-25,COMMON_GATE,17,29,2606,0.6631565841370022,4,0.4,8,0.4,24,0.48,42,0.42
2020,3195,2020-02-25,COMMON_GATE,17,43,2606,0.7287146403171337,4,0.4,7,0.35,10,0.2,31,0.31
2020,3195,2020-02-25,COMMON_GATE,29,43,2606,0.8138962326797924,5,0.5,8,0.4,15,0.3,44,0.44
2020,3196,2020-02-26,LEGAL,17,29,3356,0.8400344194559286,1,0.1,8,0.4,25,0.5,45,0.45
2020,3196,2020-02-26,LEGAL,17,43,3356,0.8770258660759787,1,0.1,5,0.25,19,0.38,43,0.43
2020,3196,2020-02-26,LEGAL,29,43,3356,0.9002051371927237,4,0.4,7,0.35,23,0.46,47,0.47
2020,3196,2020-02-26,COMMON_GATE,17,29,2405,0.6582338569359302,1,0.1,8,0.4,25,0.5,45,0.45
2020,3196,2020-02-26,COMMON_GATE,17,43,2405,0.717240085245476,1,0.1,5,0.25,19,0.38,43,0.43
2020,3196,2020-02-26,COMMON_GATE,29,43,2405,0.7807450051262192,4,0.4,7,0.35,23,0.46,47,0.47
2020,3197,2020-02-27,LEGAL,17,29,3355,0.8636880961340442,5,0.5,12,0.6,20,0.4,51,0.51
2020,3197,2020-02-27,LEGAL,17,43,3355,0.9209599307143863,5,0.5,9,0.45,25,0.5,54,0.54
2020,3197,2020-02-27,LEGAL,29,43,3355,0.8965648391160856,6,0.6,10,0.5,31,0.62,52,0.52
2020,3197,2020-02-27,COMMON_GATE,17,29,2525,0.730637522796888,5,0.5,12,0.6,20,0.4,51,0.51
2020,3197,2020-02-27,COMMON_GATE,17,43,2525,0.8405135777261212,5,0.5,9,0.45,25,0.5,54,0.54
2020,3197,2020-02-27,COMMON_GATE,29,43,2525,0.7925196101308801,6,0.6,10,0.5,31,0.62,52,0.52
2020,3198,2020-02-28,LEGAL,17,29,3356,0.892458912196733,6,0.6,9,0.45,21,0.42,58,0.58
2020,3198,2020-02-28,LEGAL,17,43,3356,0.9482577185478638,4,0.4,8,0.4,23,0.46,62,0.62
2020,3198,2020-02-28,LEGAL,29,43,3356,0.9174781048131624,6,0.6,13,0.65,35,0.7,63,0.63
2020,3198,2020-02-28,COMMON_GATE,17,29,2956,0.8507178412782365,6,0.6,9,0.45,21,0.42,58,0.58
2020,3198,2020-02-28,COMMON_GATE,17,43,2956,0.9269330234354711,4,0.4,8,0.4,23,0.46,62,0.62
2020,3198,2020-02-28,COMMON_GATE,29,43,2956,0.887273215834595,6,0.6,13,0.65,35,0.7,63,0.63
2020,3199,2020-03-02,LEGAL,17,29,3359,0.8521000389656841,4,0.4,4,0.2,17,0.34,40,0.4
2020,3199,2020-03-02,LEGAL,17,43,3359,0.9148263343327592,4,0.4,6,0.3,24,0.48,53,0.53
2020,3199,2020-03-02,LEGAL,29,43,3359,0.897008336054869,6,0.6,9,0.45,28,0.56,61,0.61
2020,3199,2020-03-02,COMMON_GATE,17,29,2632,0.724178166617592,4,0.4,4,0.2,17,0.34,40,0.4
2020,3199,2020-03-02,COMMON_GATE,17,43,2632,0.8428615275514385,4,0.4,6,0.3,24,0.48,53,0.53
2020,3199,2020-03-02,COMMON_GATE,29,43,2632,0.8126984318126985,6,0.6,9,0.45,28,0.56,61,0.61
2020,3200,2020-03-03,LEGAL,17,29,3361,0.8103030105499556,4,0.4,6,0.3,13,0.26,30,0.3
2020,3200,2020-03-03,LEGAL,17,43,3361,0.9005606096449692,3,0.3,7,0.35,24,0.48,40,0.4
2020,3200,2020-03-03,LEGAL,29,43,3361,0.8718501376536845,5,0.5,11,0.55,23,0.46,54,0.54
2020,3200,2020-03-03,COMMON_GATE,17,29,1498,0.2508408215166998,4,0.4,6,0.3,13,0.26,30,0.3
2020,3200,2020-03-03,COMMON_GATE,17,43,1498,0.565166179952476,3,0.3,7,0.35,24,0.48,40,0.4
2020,3200,2020-03-03,COMMON_GATE,29,43,1498,0.575968396175659,5,0.5,11,0.55,23,0.46,54,0.54
