method_id,model,split,horizon,event_rows,independent_symbols,future_return_excess_vs_complement,classification
LOW_POSITION_LOCKED,DISPOSITION,holdout,10,2,2,-0.0137179734157,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,DISPOSITION,holdout,20,2,2,0.00723991399902,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,DISPOSITION,holdout,40,2,2,-0.156202463643,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,DISPOSITION,holdout,60,2,2,-0.0981111011216,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,DISPOSITION,holdout,120,2,2,-0.222078122949,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,5,9,6,-0.0373543879111,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,10,9,6,-0.0719395210873,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,20,9,6,-0.0567938340966,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,40,9,6,-0.104519533175,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,60,9,6,-0.128510822113,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,validation,120,9,6,-0.0530888796321,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,5,7,2,0.0126999057635,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,10,7,2,0.0274704017952,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,20,7,2,0.0133879915138,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,40,7,2,0.0428009987902,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,60,7,2,0.0915006864333,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ACTIVE_STICKY,holdout,120,7,2,-0.0257874235475,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,5,8,5,-0.014779401154,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,10,8,5,-0.031830012481,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,20,8,5,-0.0186323637508,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,40,8,5,-0.0398902501281,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,60,8,5,-0.0457672530002,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,validation,120,8,5,0.121320403134,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,5,2,2,0.0466906900044,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,10,2,2,-0.0137179734157,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,20,2,2,0.00723991399902,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,40,2,2,-0.156202463643,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,60,2,2,-0.0981111011216,DESCRIPTIVE_ONLY
LOW_POSITION_LOCKED,ENSEMBLE,holdout,120,2,2,-0.222078122949,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,5,221,115,0.009613284036,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,10,221,115,0.012573161808,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,20,221,115,0.00822793492388,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,40,221,115,0.030737866492,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,60,221,115,0.0576684215578,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,validation,120,221,115,0.0067588750696,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,5,205,104,-0.00486850247676,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,10,205,104,-0.00681871322072,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,20,205,104,-0.0203464950677,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,40,205,104,-0.0105788739397,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,60,205,104,-0.0225023388459,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,UNIFORM,holdout,120,205,104,0.00458394779613,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,5,223,118,0.00879121922627,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,10,223,118,0.00942124500734,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,20,223,118,0.00966832800797,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,40,223,118,0.0325599870126,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,60,223,118,0.0577207819039,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,validation,120,223,118,0.00645428527382,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,5,218,114,-0.00483517365522,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,10,218,114,-0.00510601604727,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,20,218,114,-0.0188590072173,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,40,218,114,-0.0155175262994,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,60,218,114,-0.0290362271129,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,DISPOSITION,holdout,120,218,114,-0.0123663318021,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,5,206,111,0.00849357556367,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,10,206,111,0.0108606592791,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,20,206,111,0.00622520575505,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,40,206,111,0.036936447148,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,60,206,111,0.059942251435,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,validation,120,206,111,0.000531068727983,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,5,176,90,-0.010832042756,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,10,176,90,-0.0161814371146,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,20,176,90,-0.0258394568574,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,40,176,90,-0.0205166584449,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,60,176,90,-0.0289655790839,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ACTIVE_STICKY,holdout,120,176,90,0.0286860855007,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,5,221,116,0.00879207462558,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,10,221,116,0.0113828390749,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,20,221,116,0.00747073035212,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,40,221,116,0.0361987916055,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,60,221,116,0.0636774026121,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,validation,120,221,116,0.00766122693224,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,5,202,106,-0.00691506036019,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,10,202,106,-0.00914229137705,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,20,202,106,-0.0223044948956,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,40,202,106,-0.0116592082731,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,60,202,106,-0.0289493473168,DESCRIPTIVE_ONLY
LOW_POSITION_DENSE,ENSEMBLE,holdout,120,202,106,0.00137898628703,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,5,140,102,0.00397830603362,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,10,140,102,-0.0292054649008,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,20,140,102,-0.0696213684944,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,40,140,102,-0.147954226336,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,60,140,102,-0.174618980096,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,validation,120,140,102,-0.143339748144,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,5,52,40,-0.0093739607809,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,10,52,40,-0.0314163134435,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,20,52,40,-0.0513526515581,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,40,52,40,-0.0214380832581,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,60,52,40,-0.000390712696606,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,UNIFORM,holdout,120,52,40,0.0564089409291,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,5,162,111,0.00105406794139,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,10,162,111,-0.0353227689847,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,20,162,111,-0.076514578152,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,40,162,111,-0.15862520985,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,60,162,111,-0.183396005113,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,validation,120,162,111,-0.15031510505,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,5,57,42,-0.00607456147544,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,10,57,42,-0.0270312135703,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,20,57,42,-0.0479493018538,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,40,57,42,-0.0230428723506,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,60,57,42,0.00384445557044,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,DISPOSITION,holdout,120,57,42,0.0627106434982,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,5,137,103,0.00375725947394,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,10,137,103,-0.0264704969619,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,20,137,103,-0.0657936371875,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,40,137,103,-0.146368058982,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,60,137,103,-0.179843362776,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,validation,120,137,103,-0.143372121773,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,5,52,41,-0.0152641819314,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,10,52,41,-0.03633383325,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,20,52,41,-0.0490169645159,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,40,52,41,-0.0264666458128,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,60,52,41,0.00340004761948,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ACTIVE_STICKY,holdout,120,52,41,0.0876069500687,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,5,145,104,-2.29569651814e-05,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,10,145,104,-0.0324900106523,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,20,145,104,-0.0701682821412,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,40,145,104,-0.152121062556,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,60,145,104,-0.178672002636,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,validation,120,145,104,-0.151622050356,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,5,53,41,-0.00964689948917,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,10,53,41,-0.0312154688663,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,20,53,41,-0.0495389495415,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,40,53,41,-0.0174482265154,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,60,53,41,0.0157582306762,DESCRIPTIVE_ONLY
HIGH_POSITION_DENSE,ENSEMBLE,holdout,120,53,41,0.0634208290835,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,5,117,96,0.0193203943573,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,10,117,96,0.0394420600453,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,20,117,96,0.051333647048,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,40,117,96,0.0857470750144,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,60,117,96,0.0859304418559,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,validation,120,117,96,0.0952315851324,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,5,148,117,0.00693582149658,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,10,148,117,0.00627823041793,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,20,148,117,0.00566923093523,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,40,148,117,-0.0261751322022,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,60,148,117,-0.0156693577606,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,UNIFORM,holdout,120,148,117,0.0146045547552,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,5,117,96,0.0193203943573,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,10,117,96,0.0394420600453,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,20,117,96,0.051333647048,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,40,117,96,0.0857470750144,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,60,117,96,0.0859304418559,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,validation,120,117,96,0.0952315851324,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,5,148,117,0.00693582149658,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,10,148,117,0.00627823041793,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,20,148,117,0.00566923093523,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,40,148,117,-0.0261751322022,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,60,148,117,-0.0156693577606,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,DISPOSITION,holdout,120,148,117,0.0146045547552,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,5,117,96,0.0193203943573,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,10,117,96,0.0394420600453,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,20,117,96,0.051333647048,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,40,117,96,0.0857470750144,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,60,117,96,0.0859304418559,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,validation,120,117,96,0.0952315851324,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,5,148,117,0.00693582149658,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,10,148,117,0.00627823041793,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,20,148,117,0.00566923093523,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,40,148,117,-0.0261751322022,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,60,148,117,-0.0156693577606,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ACTIVE_STICKY,holdout,120,148,117,0.0146045547552,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,5,117,96,0.0193203943573,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,10,117,96,0.0394420600453,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,20,117,96,0.051333647048,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,40,117,96,0.0857470750144,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,60,117,96,0.0859304418559,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,validation,120,117,96,0.0952315851324,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,5,148,117,0.00693582149658,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,10,148,117,0.00627823041793,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,20,148,117,0.00566923093523,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,40,148,117,-0.0261751322022,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,60,148,117,-0.0156693577606,DESCRIPTIVE_ONLY
SECONDARY_LOW_NARROW_CONSOLIDATION,ENSEMBLE,holdout,120,148,117,0.0146045547552,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,5,68,56,-0.0235792199863,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,10,68,56,-0.0197700835822,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,20,68,56,-0.0168254055542,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,40,68,56,-0.00276158003371,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,60,68,56,-0.00987260361397,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,validation,120,68,56,0.0221313697693,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,5,12,9,-0.0218149325871,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,10,12,9,-0.0113794463882,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,20,12,9,0.000279442952954,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,40,12,9,-0.0343261863938,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,60,12,9,-0.0400863518728,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,UNIFORM,holdout,120,12,9,0.0480643548543,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,5,68,56,-0.0235792199863,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,10,68,56,-0.0197700835822,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,20,68,56,-0.0168254055542,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,40,68,56,-0.00276158003371,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,60,68,56,-0.00987260361397,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,validation,120,68,56,0.0221313697693,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,5,12,9,-0.0218149325871,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,10,12,9,-0.0113794463882,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,20,12,9,0.000279442952954,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,40,12,9,-0.0343261863938,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,60,12,9,-0.0400863518728,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,DISPOSITION,holdout,120,12,9,0.0480643548543,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,5,68,56,-0.0235792199863,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,10,68,56,-0.0197700835822,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,20,68,56,-0.0168254055542,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,40,68,56,-0.00276158003371,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,60,68,56,-0.00987260361397,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,validation,120,68,56,0.0221313697693,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,5,12,9,-0.0218149325871,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,10,12,9,-0.0113794463882,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,20,12,9,0.000279442952954,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,40,12,9,-0.0343261863938,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,60,12,9,-0.0400863518728,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ACTIVE_STICKY,holdout,120,12,9,0.0480643548543,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,5,68,56,-0.0235792199863,DESCRIPTIVE_ONLY
BULL_LONG_BEAR_SHORT,ENSEMBLE,validation,10,68,56,-0.0197700835822,DESCRIPTIVE_ONLY
