side,source,model,split,metric,horizon,N,independent_event_count,effect,ci_low,ci_high,expected_direction
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_1,1,2050,1245,0.0611111111111,0.0515361445783,0.0725585676037,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_1,1,2050,1245,1.93888888889,1.92717536814,1.95013554217,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_1,1,2050,1245,0.106680053548,0.0922751004016,0.118678380187,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,future_return_3,3,2018,1235,-0.00765762836894,-0.0105488495744,-0.00490078090031,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mfe_3,3,2018,1235,0.036817813504,0.0347476679436,0.0392245815989,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mae_3,3,2018,1235,-0.0368695515142,-0.0387805704136,-0.0347961546648,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_3,3,2018,1235,0.101821862348,0.0870981781377,0.116184547908,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_3,3,2024,1237,3.74757477769,3.7101303557,3.78315615737,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_3,3,2018,1235,0.318245614035,0.283417004049,0.351598178138,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,future_return_5,5,1994,1228,-0.0110015724061,-0.0144646440553,-0.00721729994319,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mfe_5,5,1994,1228,0.0467686478747,0.0436306299667,0.049750231446,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mae_5,5,1994,1228,-0.0485741406696,-0.0511015268924,-0.046276304005,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_5,5,1994,1228,0.136672095548,0.122907844734,0.15516558089,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_5,5,2005,1232,5.48127705628,5.41652766504,5.55073897457,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_5,5,1994,1228,0.549022801303,0.485996539088,0.613777823018,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,future_return_10,10,1883,1187,-0.0184061966937,-0.023379723087,-0.0137107117038,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mfe_10,10,1883,1187,0.0652072010742,0.0615680662672,0.0691245063283,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mae_10,10,1883,1187,-0.0703050420594,-0.073446107542,-0.067234782482,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_10,10,1883,1187,0.195366470093,0.175084597023,0.213625737152,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_10,10,1917,1202,9.51747088186,9.35374930671,9.67660496395,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_10,10,1883,1187,1.20148834597,1.08229184218,1.32353622578,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,future_return_20,20,1658,1106,-0.0242646418374,-0.0314920302372,-0.016633718469,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mfe_20,20,1658,1106,0.0899002850825,0.0835083977387,0.0968955021421,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mae_20,20,1658,1106,-0.10121099603,-0.105003958012,-0.0971302572569,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_20,20,1658,1106,0.265235081374,0.241019062688,0.287547091621,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_20,20,1774,1157,16.6529818496,16.2590712331,17.0188565975,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_20,20,1658,1106,2.64388185654,2.39713193189,2.88665724834,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,future_return_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mfe_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,mae_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,cross_probability_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,time_to_cross_40,40,843,551,11.7074107683,10.9617664852,12.5754696007,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,holdout,sessions_beyond_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,reaction_probability,3,2303,1241,0.393284985227,0.370963268869,0.415663107709,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,close_favorable_probability,0,2315,1246,0.462747458534,0.437973180845,0.483755350455,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,volume_response_ratio,3,2315,1246,2.16691490628,2.09681300849,2.24508294905,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,turnover_response_ratio,3,2315,1246,2.16234794814,2.08998992879,2.23044279563,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,range_response_ratio,3,2315,1246,1.62159248161,1.58146438694,1.66188901315,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_1,1,2312,1244,0.0034637129747,0.00180519571517,0.00531161758405,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_1,1,2312,1244,0.0275055679031,0.02600843046,0.0290224845095,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_1,1,2312,1244,-0.0188903016393,-0.019938285054,-0.0176406700737,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_1,1,2312,1244,0.0820471596999,0.0690434083601,0.0959214228296,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_1,1,2312,1244,1.9179528403,1.9050767015,1.93094855305,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_1,1,2312,1244,0.13384244373,0.120172494641,0.150428724544,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_3,3,2303,1241,0.00968869864363,0.00664601772179,0.0124445539207,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_3,3,2303,1241,0.0537886231116,0.051085358942,0.0565212662947,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_3,3,2303,1241,-0.0334544385632,-0.0350952532144,-0.0318954882415,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_3,3,2303,1241,0.194574268063,0.175731265109,0.21520010744,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_3,3,2303,1241,3.58278270212,3.54396723073,3.62196817083,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_3,3,2303,1241,0.525382755842,0.483147998926,0.572578565673,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_5,5,2288,1239,0.0126751519854,0.0073935488065,0.0172294487085,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_5,5,2288,1239,0.0712879359577,0.0675362440126,0.0754858669364,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_5,5,2288,1239,-0.042994802114,-0.0450340911697,-0.0409117786671,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_5,5,2288,1239,0.260223298359,0.23997141512,0.281806900726,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_5,5,2289,1239,5.08492063492,5.00734160613,5.16301251009,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_5,5,2288,1239,1.000645682,0.926513989777,1.07565308044,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_10,10,2256,1231,0.0107237533232,0.00542859935651,0.0160915288868,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_10,10,2256,1231,0.0989615980338,0.0934782655047,0.10499865521,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_10,10,2256,1231,-0.0588668941297,-0.0613597635819,-0.0567083303337,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_10,10,2256,1231,0.357243433523,0.335561535337,0.382132074194,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_10,10,2263,1231,8.43575683726,8.27728303547,8.61104589764,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_10,10,2256,1231,2.15850257243,1.99966558354,2.31561704576,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_20,20,1864,1128,0.0248207157524,0.0175002479808,0.0337175638046,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_20,20,1864,1128,0.131132059994,0.123018577128,0.138467870933,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_20,20,1864,1128,-0.0733351239282,-0.0765276201546,-0.0704947070193,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_20,20,1864,1128,0.441903073286,0.417401743499,0.467257683215,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_20,20,2044,1174,13.7685689949,13.3837077655,14.2061797274,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_20,20,1864,1128,4.47582742317,4.11275155142,4.79239768026,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,future_return_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mfe_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,mae_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,cross_probability_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,time_to_cross_40,40,1388,816,10.0795343137,9.56672334559,10.6820629085,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,ACTIVE_STICKY,validation,sessions_beyond_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,reaction_probability,3,3254,1727,0.448909476935,0.429024319629,0.467426896352,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,close_favorable_probability,0,3335,1755,0.495337132004,0.476533475783,0.515756410256,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,volume_response_ratio,3,3335,1755,1.99479400272,1.92946972902,2.06640122183,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,turnover_response_ratio,3,3335,1755,1.99351392044,1.92361875796,2.05414151333,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,range_response_ratio,3,3335,1755,1.46467721733,1.43062455348,1.49741250546,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_1,1,3300,1743,0.00275133973497,0.00161347628432,0.00406618045964,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_1,1,3300,1743,0.0256853794166,0.0244819125327,0.0269914746221,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_1,1,3300,1743,-0.0203141718637,-0.021220823307,-0.0192873198479,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_1,1,3300,1743,0.0732644865175,0.0637141422834,0.083560432205,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_1,1,3300,1743,1.92673551348,1.91789563014,1.93589763817,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_1,1,3300,1743,0.120147255689,0.107458883152,0.131906674316,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_3,3,3254,1727,0.00497491664848,0.00209221515581,0.00753835734966,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_3,3,3254,1727,0.0478986691822,0.0456603890705,0.0501074620304,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_3,3,3254,1727,-0.036240513754,-0.0376856709991,-0.0346615486963,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_3,3,3254,1727,0.14478865084,0.131885495078,0.159766695619,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_3,3,3261,1727,3.66365566493,3.63039905424,3.69440165991,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_3,3,3254,1727,0.432513028373,0.39808507045,0.469292366339,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_5,5,3215,1715,-0.00448589567927,-0.00813398163686,-0.00112086669653,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_5,5,3215,1715,0.061349326861,0.0580304143623,0.0648588104575,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_5,5,3215,1715,-0.0492098509928,-0.0508637251652,-0.0474036967943,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_5,5,3215,1715,0.190680272109,0.176888726919,0.205516520894,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_5,5,3229,1715,5.29499514091,5.23213143829,5.35659912536,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_5,5,3215,1715,0.738396501458,0.680302478134,0.794912536443,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_10,10,3095,1674,-0.0290946627543,-0.0335617789874,-0.0238662528571,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_10,10,3095,1674,0.0790375906473,0.0742731322891,0.0832729752618,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_10,10,3095,1674,-0.0814496235117,-0.0839376709513,-0.0785627567974,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_10,10,3095,1674,0.2418956591,0.223577757865,0.257112953007,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_10,10,3138,1683,9.11252723312,8.97987967914,9.24909090909,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_10,10,3095,1674,1.4326861808,1.31258313421,1.53998158104,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_20,20,2711,1542,-0.0376564766966,-0.0452794179569,-0.0296362719884,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_20,20,2711,1542,0.104240137421,0.0969151423314,0.11064470767,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_20,20,2711,1542,-0.124589145034,-0.128547921341,-0.12068182454,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_20,20,2711,1542,0.315391266753,0.295581495893,0.336503728923,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_20,20,2877,1580,15.7780379747,15.4037038502,16.1313401899,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_20,20,2711,1542,2.87224383917,2.65702064419,3.13240002162,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,future_return_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mfe_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,mae_40,40,0,0,,,,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,cross_probability_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,time_to_cross_40,40,1473,818,9.3619396903,8.81929350041,9.9356749185,CONTEXT_DEPENDENT
RESISTANCE,REAL_CHIP,DISPOSITION,discovery,sessions_beyond_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,holdout,reaction_probability,3,2283,1300,0.462492673993,0.441155677656,0.483123489011,HIGHER_IS_SUPPORTIVE
RESISTANCE,REAL_CHIP,DISPOSITION,holdout,close_favorable_probability,0,2330,1311,0.505074279903,0.483077439977,0.526911572409,HIGHER_IS_SUPPORTIVE
