model,split,side,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
UNIFORM,holdout,SUPPORT,cross_probability_1,1,1098,729,0.0281697040956,0.0181287151349,0.039906264289
UNIFORM,holdout,SUPPORT,future_return_3,3,1084,723,-0.00129536262584,-0.00461379899367,0.00218888755729
UNIFORM,holdout,SUPPORT,mfe_3,3,1084,723,0.0338644557704,0.0314769890614,0.0369254206836
UNIFORM,holdout,SUPPORT,mae_3,3,1084,723,-0.0345725898984,-0.0366833346706,-0.0325472367536
UNIFORM,holdout,SUPPORT,cross_probability_3,3,1084,723,0.0985081999605,0.0805955674109,0.116628054403
UNIFORM,holdout,SUPPORT,future_return_5,5,1078,721,-0.00131276297447,-0.00608058283132,0.00376432104322
UNIFORM,holdout,SUPPORT,mfe_5,5,1078,721,0.0457095619522,0.0423711365377,0.0495580669122
UNIFORM,holdout,SUPPORT,mae_5,5,1078,721,-0.0446316075915,-0.0472134598426,-0.0421047070036
UNIFORM,holdout,SUPPORT,cross_probability_5,5,1078,721,0.146978403012,0.125318671158,0.170593669507
UNIFORM,holdout,SUPPORT,future_return_10,10,1031,698,0.0104459979678,0.00343069448252,0.0177164369912
UNIFORM,holdout,SUPPORT,mfe_10,10,1031,698,0.0746055599118,0.0690884903744,0.0808167665201
UNIFORM,holdout,SUPPORT,mae_10,10,1031,698,-0.059584734172,-0.0635654089915,-0.0564544727004
UNIFORM,holdout,SUPPORT,cross_probability_10,10,1031,698,0.253892072588,0.224789278892,0.281399832856
UNIFORM,holdout,SUPPORT,future_return_20,20,930,657,-0.0021911661668,-0.0118708644654,0.00731644193624
UNIFORM,holdout,SUPPORT,mfe_20,20,930,657,0.112137953308,0.103074138276,0.122524758785
UNIFORM,holdout,SUPPORT,mae_20,20,930,657,-0.0880138117,-0.0941266621031,-0.0822962556095
UNIFORM,holdout,SUPPORT,cross_probability_20,20,930,657,0.41966007103,0.380102739726,0.457756215119
UNIFORM,holdout,SUPPORT,future_return_40,40,0,0,,,
UNIFORM,holdout,SUPPORT,mfe_40,40,0,0,,,
UNIFORM,holdout,SUPPORT,mae_40,40,0,0,,,
UNIFORM,holdout,SUPPORT,cross_probability_40,40,0,0,,,
UNIFORM,validation,RESISTANCE,future_return_1,1,2479,1262,0.00315374793149,0.00160878390631,0.00492087006371
UNIFORM,validation,RESISTANCE,mfe_1,1,2479,1262,0.0275454586739,0.0261549882217,0.0290206419432
UNIFORM,validation,RESISTANCE,mae_1,1,2479,1262,-0.0193464858443,-0.0204093704612,-0.0180597550582
UNIFORM,validation,RESISTANCE,cross_probability_1,1,2479,1262,0.0935552033809,0.0800389593238,0.106119255151
UNIFORM,validation,RESISTANCE,future_return_3,3,2466,1258,0.0110369709146,0.00764009177099,0.0142049801466
UNIFORM,validation,RESISTANCE,mfe_3,3,2466,1258,0.0548792288431,0.0519496613242,0.0579353753893
UNIFORM,validation,RESISTANCE,mae_3,3,2466,1258,-0.0333849899907,-0.0349096365369,-0.0318290952208
UNIFORM,validation,RESISTANCE,cross_probability_3,3,2466,1258,0.21588500265,0.194643945416,0.23542627186
UNIFORM,validation,RESISTANCE,future_return_5,5,2447,1256,0.0127709911646,0.00844137698091,0.0167651590799
UNIFORM,validation,RESISTANCE,mfe_5,5,2447,1256,0.0717486109476,0.0681071669994,0.0759563750014
UNIFORM,validation,RESISTANCE,mae_5,5,2447,1256,-0.0429598156188,-0.0450377881301,-0.040893769237
UNIFORM,validation,RESISTANCE,cross_probability_5,5,2447,1256,0.281754246285,0.262840697983,0.302259487792
UNIFORM,validation,RESISTANCE,future_return_10,10,2411,1250,0.011596456493,0.0065061499427,0.0169917460938
UNIFORM,validation,RESISTANCE,mfe_10,10,2411,1250,0.0996529810091,0.0935657302418,0.106285611234
UNIFORM,validation,RESISTANCE,mae_10,10,2411,1250,-0.058992942539,-0.0613387945879,-0.0563340902155
UNIFORM,validation,RESISTANCE,cross_probability_10,10,2411,1250,0.38124,0.360220666667,0.405500333333
UNIFORM,validation,RESISTANCE,future_return_20,20,1986,1151,0.0232144228786,0.0152195853866,0.0304208845631
UNIFORM,validation,RESISTANCE,mfe_20,20,1986,1151,0.129226478278,0.120693801499,0.137876882893
UNIFORM,validation,RESISTANCE,mae_20,20,1986,1151,-0.0742281984837,-0.078122964639,-0.0708733431274
UNIFORM,validation,RESISTANCE,cross_probability_20,20,1986,1151,0.460396756444,0.432912322618,0.486656892557
UNIFORM,validation,RESISTANCE,future_return_40,40,0,0,,,
UNIFORM,validation,RESISTANCE,mfe_40,40,0,0,,,
UNIFORM,validation,RESISTANCE,mae_40,40,0,0,,,
UNIFORM,validation,RESISTANCE,cross_probability_40,40,0,0,,,
UNIFORM,validation,SUPPORT,future_return_1,1,1468,860,0.000655722112013,-0.000631124429109,0.00196900243464
UNIFORM,validation,SUPPORT,mfe_1,1,1468,860,0.0181622125514,0.0169024781527,0.0193178408036
UNIFORM,validation,SUPPORT,mae_1,1,1468,860,-0.0171528513592,-0.0180637481819,-0.016225124674
UNIFORM,validation,SUPPORT,cross_probability_1,1,1468,860,0.0183554817276,0.0119964008859,0.0258580426357
UNIFORM,validation,SUPPORT,future_return_3,3,1394,831,0.00638393657823,0.00324615167026,0.00922051617957
UNIFORM,validation,SUPPORT,mfe_3,3,1394,831,0.0360734719015,0.0338855618472,0.0381079953307
UNIFORM,validation,SUPPORT,mae_3,3,1394,831,-0.0286696615696,-0.0303107220744,-0.026942639588
UNIFORM,validation,SUPPORT,cross_probability_3,3,1394,831,0.0530055584207,0.0405675176208,0.0647062489256
UNIFORM,validation,SUPPORT,future_return_5,5,1373,821,0.0101519528394,0.0063996560124,0.0146910869776
UNIFORM,validation,SUPPORT,mfe_5,5,1373,821,0.0507259438962,0.0472369387026,0.0544361763785
UNIFORM,validation,SUPPORT,mae_5,5,1373,821,-0.0362711156814,-0.0384486327952,-0.0342391408358
UNIFORM,validation,SUPPORT,cross_probability_5,5,1373,821,0.0769792935445,0.0632059480309,0.092146772229
UNIFORM,validation,SUPPORT,future_return_10,10,1320,798,0.00941148054016,0.003916026162,0.014769403815
UNIFORM,validation,SUPPORT,mfe_10,10,1320,798,0.0769049808378,0.0711206334472,0.0829671555639
UNIFORM,validation,SUPPORT,mae_10,10,1320,798,-0.0494912295399,-0.0526936193239,-0.0466506118145
UNIFORM,validation,SUPPORT,cross_probability_10,10,1320,798,0.129302422723,0.108040935673,0.151465121136
UNIFORM,validation,SUPPORT,future_return_20,20,1133,725,0.0184218518535,0.00847476386506,0.0294097295957
UNIFORM,validation,SUPPORT,mfe_20,20,1133,725,0.118124369045,0.107331997264,0.128333887128
UNIFORM,validation,SUPPORT,mae_20,20,1133,725,-0.0709040583975,-0.0755036779983,-0.0663348215597
UNIFORM,validation,SUPPORT,cross_probability_20,20,1133,725,0.284298850575,0.256642528736,0.313863218391
UNIFORM,validation,SUPPORT,future_return_40,40,0,0,,,
UNIFORM,validation,SUPPORT,mfe_40,40,0,0,,,
UNIFORM,validation,SUPPORT,mae_40,40,0,0,,,
UNIFORM,validation,SUPPORT,cross_probability_40,40,0,0,,,
