model,split,source,base_age_group,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,480,480,0.164583333333,0.133333333333,0.195833333333
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,467,467,0.0033390907439,-0.00390234993557,0.0106726275345
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,467,467,-0.0564459095296,-0.0613359114547,-0.0520723537132
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,467,467,0.218415417559,0.181959314775,0.259100642398
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,367,367,0.0261347123032,0.0130834792774,0.0386706481599
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,367,367,-0.070423814551,-0.0758909407245,-0.0652555136714
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,367,367,0.348773841962,0.305177111717,0.403269754768
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,1,1,1,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,1,1,0,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,1,1,-0.0853889943074,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,1,1,-0.0910815939279,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,1,1,0,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,1,1,-0.108791903858,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,1,1,-0.142314990512,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,1,1,0,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,1,1,-0.0828589500316,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,1,1,-0.142314990512,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,1,1,0,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,33,33,0.545454545455,0.363636363636,0.69696969697
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,33,33,0.545454545455,0.362878787879,0.727272727273
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,31,31,0.0158329143085,-0.0204753335891,0.056374956697
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,31,31,-0.0489689769699,-0.074113832437,-0.0276391421894
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,31,31,0.193548387097,0.0645161290323,0.354838709677
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,28,28,0.0305969217307,-0.00772023651284,0.0698672598918
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,28,28,-0.0620161643665,-0.0938455567776,-0.0379531626289
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,28,28,0.214285714286,0.0714285714286,0.392857142857
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,26,26,0.0292803958214,-0.0305005459399,0.0966454856758
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,26,26,-0.0941251579672,-0.125210057121,-0.0671784617546
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,26,26,0.230769230769,0.0769230769231,0.384615384615
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,101,101,0.475247524752,0.37599009901,0.564356435644
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,103,103,0.52427184466,0.436893203883,0.621359223301
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,100,100,0.0188758707805,0.00309663011505,0.035898256241
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,100,100,-0.0496951814889,-0.0580222404247,-0.0423997163707
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,100,100,0.12,0.06,0.18025
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,98,98,-0.0132359845623,-0.0338523680638,0.00574196385194
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,98,98,-0.0763044802712,-0.0874356341574,-0.0657536712863
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,98,98,0.214285714286,0.142857142857,0.30612244898
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,91,91,-0.0188027251533,-0.0447548114952,0.00871142003582
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,91,91,-0.120959024098,-0.139407703612,-0.103051230414
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,91,91,0.32967032967,0.230769230769,0.428571428571
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,13,13,0.153846153846,0,0.384615384615
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,13,13,0.384615384615,0.153846153846,0.692307692308
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,13,13,0.0429425901489,0.0004734786306,0.0938332050129
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,mae_5,5,13,13,-0.0308543276144,-0.0555029541493,-0.0109533006048
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,13,13,0.307692307692,0.0769230769231,0.615384615385
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,13,13,0.0367220661618,-0.0346268632155,0.131298577245
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,mae_10,10,13,13,-0.0645370848894,-0.0939795432036,-0.036103730176
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,13,13,0.461538461538,0.228846153846,0.692307692308
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,13,13,0.0049184351555,-0.0700641522991,0.103798443942
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,mae_20,20,13,13,-0.0915712475555,-0.129457684669,-0.0606913972915
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,13,13,0.461538461538,0.228846153846,0.692307692308
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,764,764,0.430628272251,0.391328534031,0.464692408377
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,778,778,0.469151670951,0.434447300771,0.505173521851
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,756,756,0.00662895149526,-0.000647512257987,0.0130241484559
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,756,756,-0.0535047284844,-0.0567429703519,-0.0505733884256
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,756,756,0.161375661376,0.136243386243,0.189186507937
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,732,732,0.00379778767202,-0.00425016218634,0.0132890191768
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,732,732,-0.0752025192023,-0.0796640952643,-0.0712625519227
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,732,732,0.214480874317,0.185792349727,0.243169398907
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,659,659,0.00660951429245,-0.00784151526376,0.0204582181699
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,659,659,-0.109217436871,-0.114626266456,-0.104033879167
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,659,659,0.292867981791,0.257966616085,0.324734446131
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,18,18,0.222222222222,0.0555555555556,0.444444444444
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,19,19,0.473684210526,0.263157894737,0.684210526316
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,18,18,-0.0316241666376,-0.0603760221846,-0.00886312664693
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,18,18,-0.0771572022124,-0.112039372819,-0.0497968547797
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,18,18,0.277777777778,0.111111111111,0.5
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,13,13,-0.0373316023452,-0.0885078981348,0.0131337280321
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,13,13,-0.103527946167,-0.142511086554,-0.0714283919636
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,13,13,0.461538461538,0.228846153846,0.692307692308
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,8,8,-0.0438996270187,-0.119985148005,0.0634033015479
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,8,8,-0.158144407315,-0.209949543056,-0.108196310831
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,8,8,0.875,0.625,1
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,49,49,0.367346938776,0.224489795918,0.510204081633
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,49,49,0.367346938776,0.224489795918,0.490306122449
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,49,49,0.00255940804885,-0.0151783608572,0.0206759231453
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,49,49,-0.0384202980604,-0.0513133478357,-0.0277466570918
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,49,49,0.102040816327,0.0204081632653,0.204081632653
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,48,48,-0.00147121899623,-0.023491132935,0.0229835655152
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,48,48,-0.054294997167,-0.0697958889539,-0.0416238050865
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,48,48,0.208333333333,0.104166666667,0.333333333333
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,45,45,0.0164277317907,-0.0137147469882,0.0468876508991
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,45,45,-0.0751663795489,-0.0924106336922,-0.058575671942
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,45,45,0.333333333333,0.177777777778,0.466666666667
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,7,7,0.857142857143,0.571428571429,1
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,7,7,0.428571428571,0.142857142857,0.714285714286
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,7,7,-0.0727354947707,-0.121638569892,-0.0256278213819
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,mae_5,5,7,7,-0.112568557552,-0.151454974659,-0.0751389592337
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,7,7,0.142857142857,0,0.428571428571
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,7,7,-0.0792995214451,-0.145507473228,-0.0173794380949
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,mae_10,10,7,7,-0.140962759411,-0.190429580739,-0.0863857560593
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,7,7,0.142857142857,0,0.428571428571
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,6,6,-0.149096224714,-0.243273190978,-0.0498080479095
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,mae_20,20,6,6,-0.209326091325,-0.296160461298,-0.125123619094
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,6,6,0.166666666667,0,0.5
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,542,542,0.407749077491,0.365267527675,0.446494464945
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,561,561,0.536541889483,0.495543672014,0.575757575758
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,531,531,-0.00256782634833,-0.00799340484744,0.00325478586802
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,531,531,-0.0417804972634,-0.0448169580372,-0.0387081681107
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,531,531,0.0809792843691,0.060263653484,0.103578154426
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,495,495,-0.00490881293115,-0.0126582077279,0.0022530372235
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,495,495,-0.0576733156188,-0.0619135817986,-0.0533889956614
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,495,495,0.145454545455,0.117171717172,0.177777777778
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,436,436,-0.00329032050251,-0.0156565458303,0.0102592184882
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,436,436,-0.0833907318568,-0.0893975980024,-0.0776855109428
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,436,436,0.206422018349,0.167373853211,0.238532110092
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,reaction_probability,3,1,1,0,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,close_favorable_probability,0,1,1,1,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_5,5,1,1,0.0248667850799,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,mae_5,5,1,1,-0.0763765541741,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_5,5,1,1,0,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_10,10,1,1,-0.0319715808171,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,mae_10,10,1,1,-0.0763765541741,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_10,10,1,1,0,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_20,20,1,1,0.0195381882771,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,mae_20,20,1,1,-0.126110124334,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_20,20,1,1,1,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,mae_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,29,29,0.551724137931,0.379310344828,0.724137931034
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,33,33,0.393939393939,0.242424242424,0.545454545455
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,27,27,-0.0299680255861,-0.0555943633382,-0.00525522507468
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,27,27,-0.0716483260325,-0.0921876612962,-0.0567387461962
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,27,27,0.259259259259,0.111111111111,0.444444444444
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,26,26,-0.0398325555929,-0.0722080747065,-0.00729274578635
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,26,26,-0.0978188497301,-0.1184157328,-0.0781023404518
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,26,26,0.423076923077,0.230769230769,0.615384615385
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,17,17,-0.0464721261646,-0.0966210048736,-0.00476707713901
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,17,17,-0.119500424755,-0.150166103475,-0.0916436033765
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,17,17,0.529411764706,0.294117647059,0.764705882353
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,66,66,0.454545454545,0.348106060606,0.560606060606
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,66,66,0.424242424242,0.317803030303,0.560606060606
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,66,66,0.018580809766,-0.0063265951799,0.047420388497
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,66,66,-0.0524127209745,-0.0665437622887,-0.0408614615885
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,66,66,0.212121212121,0.121212121212,0.318181818182
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,64,64,0.0100657267105,-0.0162460321494,0.0367265310666
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,64,64,-0.0631175710857,-0.0756528814287,-0.0492371569954
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,64,64,0.3125,0.203125,0.421875
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,63,63,0.00856845964765,-0.0179390167084,0.0377693050011
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,63,63,-0.0834491849405,-0.100310212356,-0.0680463568668
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,63,63,0.444444444444,0.333333333333,0.555952380952
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,4,4,0,0,0
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,4,4,0.25,0,0.75
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,4,4,-0.00509032357725,-0.0573313148789,0.0443428184282
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,mae_5,5,4,4,-0.0384688892652,-0.070982493163,-0.0179004421623
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,4,4,0.25,0,0.75
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,4,4,-0.000352643119154,-0.0306379547821,0.0455166043994
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,mae_10,10,4,4,-0.045246996748,-0.0800020629964,-0.0184763229211
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,4,4,0.5,0,1
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,4,4,0.0285496531381,-0.0597993686639,0.108821851376
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,mae_20,20,4,4,-0.0622120923236,-0.116334242927,-0.0184763229211
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,4,4,0.75,0.25,1
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,644,644,0.350931677019,0.30900621118,0.388198757764
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,660,660,0.477272727273,0.440909090909,0.519734848485
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,636,636,0.0148166515523,0.00879584055653,0.0205840687918
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,636,636,-0.0360814994741,-0.0386948383514,-0.032835060153
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,636,636,0.160377358491,0.130503144654,0.190290880503
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,617,617,0.0164054829414,0.00913716757357,0.0231147064185
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,617,617,-0.0498160035376,-0.052925711731,-0.04663762296
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,617,617,0.249594813614,0.215559157212,0.283670988655
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,496,496,0.0354532219503,0.0242234110952,0.0470181370907
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,496,496,-0.0639244576772,-0.0687226055888,-0.0595397606244
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,496,496,0.377016129032,0.338659274194,0.423387096774
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
UNIFORM,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
