model,split,distribution_shape,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ACTIVE_STICKY,validation,SINGLE_DOMINANT,mae_10,10,1204,470,-0.0394199573667,-0.0420536100074,-0.0368042286761
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volatility_10,10,1204,470,0.0250569830985,0.0242921647583,0.026014875617
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volume_ratio_10,10,1204,470,1.36142802331,1.30276428358,1.41966935594
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_return_20,20,1204,470,0.0238296646597,0.0146736891483,0.0329478832101
ACTIVE_STICKY,validation,SINGLE_DOMINANT,mfe_20,20,1204,470,0.14829497041,0.139426495371,0.158526328037
ACTIVE_STICKY,validation,SINGLE_DOMINANT,mae_20,20,1204,470,-0.0547185524803,-0.0583230764676,-0.0512196748949
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volatility_20,20,1204,470,0.0260082855679,0.0251598030548,0.0268689759404
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volume_ratio_20,20,1204,470,1.3044936831,1.2282124545,1.38379190621
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_return_40,40,1204,470,0.0514872433257,0.0366355815796,0.0657866592825
ACTIVE_STICKY,validation,SINGLE_DOMINANT,mfe_40,40,1204,470,0.234432665447,0.220255940709,0.251795960416
ACTIVE_STICKY,validation,SINGLE_DOMINANT,mae_40,40,1204,470,-0.0814018374587,-0.0873321592755,-0.0760112601297
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volatility_40,40,1204,470,0.0270339343081,0.02630034604,0.027833721314
ACTIVE_STICKY,validation,SINGLE_DOMINANT,future_volume_ratio_40,40,1204,470,1.39524184262,1.29992220406,1.5169589014
DISPOSITION,discovery,DOUBLE_PEAK,future_return_5,5,847,375,0.0244973776341,0.0189227135964,0.0303571215602
DISPOSITION,discovery,DOUBLE_PEAK,mfe_5,5,847,375,0.0569797969863,0.0511338909067,0.0634317346561
DISPOSITION,discovery,DOUBLE_PEAK,mae_5,5,847,375,-0.041112877011,-0.0448171307611,-0.0374682001734
DISPOSITION,discovery,DOUBLE_PEAK,future_volatility_5,5,847,375,0.0228134973145,0.0217368114603,0.0238402142955
DISPOSITION,discovery,DOUBLE_PEAK,future_volume_ratio_5,5,847,375,1.27810961241,1.19513487959,1.36625835816
DISPOSITION,discovery,DOUBLE_PEAK,future_return_10,10,847,375,0.0146308747154,0.00849262390235,0.0207607598076
DISPOSITION,discovery,DOUBLE_PEAK,mfe_10,10,847,375,0.0861684230259,0.078354489052,0.0942526567435
DISPOSITION,discovery,DOUBLE_PEAK,mae_10,10,847,375,-0.053449953748,-0.0578130039862,-0.0498022994507
DISPOSITION,discovery,DOUBLE_PEAK,future_volatility_10,10,847,375,0.0246956121839,0.0237792000443,0.0258556489185
DISPOSITION,discovery,DOUBLE_PEAK,future_volume_ratio_10,10,847,375,1.24408417587,1.17212826585,1.32896504547
DISPOSITION,discovery,DOUBLE_PEAK,future_return_20,20,846,374,-0.0083846023776,-0.0207597170103,0.00325158562431
DISPOSITION,discovery,DOUBLE_PEAK,mfe_20,20,846,374,0.128449435212,0.116663705464,0.139507555924
DISPOSITION,discovery,DOUBLE_PEAK,mae_20,20,846,374,-0.109866436219,-0.116302806132,-0.103470293365
DISPOSITION,discovery,DOUBLE_PEAK,future_volatility_20,20,846,374,0.0290721281558,0.0279620024698,0.030062407344
DISPOSITION,discovery,DOUBLE_PEAK,future_volume_ratio_20,20,846,374,1.31474511506,1.23590522135,1.40955862343
DISPOSITION,discovery,DOUBLE_PEAK,future_return_40,40,845,374,0.0248956500899,0.0108905268713,0.040134369562
DISPOSITION,discovery,DOUBLE_PEAK,mfe_40,40,845,374,0.181109742026,0.163649136793,0.200407318314
DISPOSITION,discovery,DOUBLE_PEAK,mae_40,40,845,374,-0.123894669801,-0.131783285283,-0.117274731796
DISPOSITION,discovery,DOUBLE_PEAK,future_volatility_40,40,845,374,0.0283477269904,0.0274604468894,0.0293821373909
DISPOSITION,discovery,DOUBLE_PEAK,future_volume_ratio_40,40,845,374,1.3885527583,1.31406561072,1.47203579767
DISPOSITION,discovery,SINGLE_DOMINANT,future_return_5,5,1583,471,0.0238964781393,0.0200664290654,0.0283223441193
DISPOSITION,discovery,SINGLE_DOMINANT,mfe_5,5,1583,471,0.0544576777644,0.0501469871282,0.0593777682531
DISPOSITION,discovery,SINGLE_DOMINANT,mae_5,5,1583,471,-0.0460592107978,-0.0483977819328,-0.0436135090224
DISPOSITION,discovery,SINGLE_DOMINANT,future_volatility_5,5,1583,471,0.0232310831978,0.0224175746474,0.0241835496631
DISPOSITION,discovery,SINGLE_DOMINANT,future_volume_ratio_5,5,1583,471,1.24894492648,1.2027173251,1.29366481272
DISPOSITION,discovery,SINGLE_DOMINANT,future_return_10,10,1583,471,0.0101816149008,0.00647331720259,0.0147007796159
DISPOSITION,discovery,SINGLE_DOMINANT,mfe_10,10,1583,471,0.0806942596344,0.0751527843284,0.0855649834016
DISPOSITION,discovery,SINGLE_DOMINANT,mae_10,10,1583,471,-0.0584738531248,-0.0609889529597,-0.0561794516371
DISPOSITION,discovery,SINGLE_DOMINANT,future_volatility_10,10,1583,471,0.024624727705,0.0237948117599,0.0254385669322
DISPOSITION,discovery,SINGLE_DOMINANT,future_volume_ratio_10,10,1583,471,1.20175891669,1.16291357627,1.2476180316
DISPOSITION,discovery,SINGLE_DOMINANT,future_return_20,20,1583,471,-0.0165067884598,-0.0231928948736,-0.00942447558462
DISPOSITION,discovery,SINGLE_DOMINANT,mfe_20,20,1583,471,0.121890478302,0.114017144188,0.130702340986
DISPOSITION,discovery,SINGLE_DOMINANT,mae_20,20,1583,471,-0.114672616937,-0.118873633492,-0.110542619873
DISPOSITION,discovery,SINGLE_DOMINANT,future_volatility_20,20,1583,471,0.0285670812421,0.0277748877805,0.0293252574819
DISPOSITION,discovery,SINGLE_DOMINANT,future_volume_ratio_20,20,1583,471,1.23148862045,1.19288872979,1.27577096075
DISPOSITION,discovery,SINGLE_DOMINANT,future_return_40,40,1581,471,0.01804907787,0.00699785365079,0.0281503643412
DISPOSITION,discovery,SINGLE_DOMINANT,mfe_40,40,1581,471,0.174647854471,0.161356366566,0.188465193926
DISPOSITION,discovery,SINGLE_DOMINANT,mae_40,40,1581,471,-0.127066448727,-0.132128017532,-0.121620779617
DISPOSITION,discovery,SINGLE_DOMINANT,future_volatility_40,40,1581,471,0.0278428293033,0.0270408378774,0.0287222433557
DISPOSITION,discovery,SINGLE_DOMINANT,future_volume_ratio_40,40,1581,471,1.31686064627,1.26051867661,1.38522054071
DISPOSITION,holdout,DOUBLE_PEAK,future_return_5,5,612,318,0.0132681809237,0.0075787371821,0.0184848904402
DISPOSITION,holdout,DOUBLE_PEAK,mfe_5,5,612,318,0.0606717469233,0.0557556708276,0.0656663726997
DISPOSITION,holdout,DOUBLE_PEAK,mae_5,5,612,318,-0.0303759700454,-0.0342626013182,-0.0265359404436
DISPOSITION,holdout,DOUBLE_PEAK,future_volatility_5,5,612,318,0.0223012154129,0.0210573645725,0.0236430342239
DISPOSITION,holdout,DOUBLE_PEAK,future_volume_ratio_5,5,612,318,1.24789003297,1.18234644117,1.32269309553
DISPOSITION,holdout,DOUBLE_PEAK,future_return_10,10,612,318,0.000861813650642,-0.00707916904357,0.00924852737695
DISPOSITION,holdout,DOUBLE_PEAK,mfe_10,10,612,318,0.079774822626,0.0729563942281,0.0863214061972
DISPOSITION,holdout,DOUBLE_PEAK,mae_10,10,612,318,-0.05291015724,-0.058842888283,-0.0475890816976
DISPOSITION,holdout,DOUBLE_PEAK,future_volatility_10,10,612,318,0.0234335947527,0.0222877400541,0.0244625046416
DISPOSITION,holdout,DOUBLE_PEAK,future_volume_ratio_10,10,612,318,1.22828692178,1.16043563381,1.29855082479
DISPOSITION,holdout,DOUBLE_PEAK,future_return_20,20,612,318,-0.00785130470132,-0.0211777933528,0.00775010920333
DISPOSITION,holdout,DOUBLE_PEAK,mfe_20,20,612,318,0.111292380614,0.100788868636,0.124168261654
DISPOSITION,holdout,DOUBLE_PEAK,mae_20,20,612,318,-0.0842603477096,-0.0925203094436,-0.0777547758243
DISPOSITION,holdout,DOUBLE_PEAK,future_volatility_20,20,612,318,0.0241497190991,0.0231738253793,0.0250931813749
DISPOSITION,holdout,DOUBLE_PEAK,future_volume_ratio_20,20,612,318,1.28163772197,1.1930600426,1.3811743744
DISPOSITION,holdout,DOUBLE_PEAK,future_return_40,40,611,317,0.0123703834179,-0.0025771665365,0.0293316043641
DISPOSITION,holdout,DOUBLE_PEAK,mfe_40,40,611,317,0.164723236848,0.148601180517,0.184200790138
DISPOSITION,holdout,DOUBLE_PEAK,mae_40,40,611,317,-0.116326172451,-0.125255445696,-0.10834244086
DISPOSITION,holdout,DOUBLE_PEAK,future_volatility_40,40,611,317,0.0258092313858,0.0248427108148,0.0267516625843
DISPOSITION,holdout,DOUBLE_PEAK,future_volume_ratio_40,40,611,317,1.36645242128,1.27303579956,1.49005285956
DISPOSITION,holdout,SINGLE_DOMINANT,future_return_5,5,1326,455,0.0117644814195,0.00772174356193,0.015360357233
DISPOSITION,holdout,SINGLE_DOMINANT,mfe_5,5,1326,455,0.0586541379556,0.0554153209309,0.0619709911437
DISPOSITION,holdout,SINGLE_DOMINANT,mae_5,5,1326,455,-0.0284129800567,-0.0312045991836,-0.0259792474097
DISPOSITION,holdout,SINGLE_DOMINANT,future_volatility_5,5,1326,455,0.0216693253062,0.0208688527191,0.022666812333
DISPOSITION,holdout,SINGLE_DOMINANT,future_volume_ratio_5,5,1326,455,1.30098541984,1.1748854875,1.48999976515
DISPOSITION,holdout,SINGLE_DOMINANT,future_return_10,10,1326,455,-0.00148912677909,-0.00640921536983,0.00363739013529
DISPOSITION,holdout,SINGLE_DOMINANT,mfe_10,10,1326,455,0.0772929607321,0.0725993544522,0.0823554173741
DISPOSITION,holdout,SINGLE_DOMINANT,mae_10,10,1326,455,-0.0514574876214,-0.0549745639801,-0.0479277211487
DISPOSITION,holdout,SINGLE_DOMINANT,future_volatility_10,10,1326,455,0.0224490055078,0.021670861171,0.0232674587671
DISPOSITION,holdout,SINGLE_DOMINANT,future_volume_ratio_10,10,1326,455,1.2688740884,1.16403930578,1.41596886423
DISPOSITION,holdout,SINGLE_DOMINANT,future_return_20,20,1325,454,-0.00173824832906,-0.00978009704267,0.00682490548419
DISPOSITION,holdout,SINGLE_DOMINANT,mfe_20,20,1325,454,0.110285270277,0.103384874649,0.117536126172
DISPOSITION,holdout,SINGLE_DOMINANT,mae_20,20,1325,454,-0.07963009499,-0.0841393711614,-0.0752314408868
DISPOSITION,holdout,SINGLE_DOMINANT,future_volatility_20,20,1325,454,0.0236547247202,0.0228227641848,0.0244720627651
DISPOSITION,holdout,SINGLE_DOMINANT,future_volume_ratio_20,20,1325,454,1.26743761267,1.21525134402,1.33210618548
DISPOSITION,holdout,SINGLE_DOMINANT,future_return_40,40,1325,454,0.0125957922329,0.00106905158006,0.0255238505428
DISPOSITION,holdout,SINGLE_DOMINANT,mfe_40,40,1325,454,0.168676776027,0.153795122407,0.183127739057
DISPOSITION,holdout,SINGLE_DOMINANT,mae_40,40,1325,454,-0.111054534065,-0.11772866027,-0.104236256642
DISPOSITION,holdout,SINGLE_DOMINANT,future_volatility_40,40,1325,454,0.0252258173929,0.0243308835645,0.0261198583726
DISPOSITION,holdout,SINGLE_DOMINANT,future_volume_ratio_40,40,1325,454,1.41064176559,1.32697521823,1.49217933681
DISPOSITION,validation,DOUBLE_PEAK,future_return_5,5,711,389,0.0305278592755,0.0242178680336,0.0363382246214
DISPOSITION,validation,DOUBLE_PEAK,mfe_5,5,711,389,0.0829630464806,0.0769808443318,0.089366697383
DISPOSITION,validation,DOUBLE_PEAK,mae_5,5,711,389,-0.0258275932052,-0.0284272942434,-0.0234367578378
DISPOSITION,validation,DOUBLE_PEAK,future_volatility_5,5,711,389,0.022079479023,0.0207268058306,0.0233811508653
DISPOSITION,validation,DOUBLE_PEAK,future_volume_ratio_5,5,711,389,1.34878432036,1.25879856099,1.44526639228
DISPOSITION,validation,DOUBLE_PEAK,future_return_10,10,711,389,0.0454159175051,0.0345050741369,0.0550865175748
DISPOSITION,validation,DOUBLE_PEAK,mfe_10,10,711,389,0.1188515295,0.10886687496,0.128959235185
DISPOSITION,validation,DOUBLE_PEAK,mae_10,10,711,389,-0.0429808650732,-0.0472121422118,-0.0391330905448
DISPOSITION,validation,DOUBLE_PEAK,future_volatility_10,10,711,389,0.0251237050352,0.0241158897723,0.0261313735951
DISPOSITION,validation,DOUBLE_PEAK,future_volume_ratio_10,10,711,389,1.40364550594,1.31390351011,1.49256657955
DISPOSITION,validation,DOUBLE_PEAK,future_return_20,20,711,389,0.0201423330151,0.0105593988111,0.0295851473427
DISPOSITION,validation,DOUBLE_PEAK,mfe_20,20,711,389,0.142451446465,0.133027635607,0.152547003808
DISPOSITION,validation,DOUBLE_PEAK,mae_20,20,711,389,-0.0583975759928,-0.0638605971429,-0.0533147530724
DISPOSITION,validation,DOUBLE_PEAK,future_volatility_20,20,711,389,0.026281901529,0.0252998917925,0.0273570460104
DISPOSITION,validation,DOUBLE_PEAK,future_volume_ratio_20,20,711,389,1.27663419024,1.20444886336,1.35695420108
DISPOSITION,validation,DOUBLE_PEAK,future_return_40,40,711,389,0.0372041618887,0.0211409558795,0.0515048262084
DISPOSITION,validation,DOUBLE_PEAK,mfe_40,40,711,389,0.217366810668,0.201143811623,0.234173607181
DISPOSITION,validation,DOUBLE_PEAK,mae_40,40,711,389,-0.0836361273102,-0.0913630468132,-0.0761728591637
DISPOSITION,validation,DOUBLE_PEAK,future_volatility_40,40,711,389,0.0267931323077,0.0260114166022,0.0277892823129
