trade_date,family,nav,cash,positions,industries,industry_hhi
2020-06-29,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-06-30,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-01,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-02,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-03,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-06,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-07,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-08,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-09,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-10,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-13,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-14,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-15,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-16,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-17,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-20,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-21,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-22,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-23,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-24,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-27,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-28,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-29,industry_consensus_q1_event,20983368.4483,20983368.4483,0,0,0
2020-07-30,industry_consensus_q1_event,21100937.5357,10491684.2241,2,1,1
2020-07-31,industry_consensus_q1_event,21182377.207,10491684.2241,2,1,1
2020-08-03,industry_consensus_q1_event,21290205.8572,10491684.2241,2,1,1
2020-08-04,industry_consensus_q1_event,21199801.5088,10491684.2241,2,1,1
2020-08-05,industry_consensus_q1_event,21310407.9462,10491684.2241,2,1,1
2020-08-06,industry_consensus_q1_event,21044325.3116,0,4,2,0.500115348599
2020-08-07,industry_consensus_q1_event,20753340.588,0,4,2,0.500118661305
2020-08-10,industry_consensus_q1_event,20979542.2787,0,4,2,0.500123048527
2020-08-11,industry_consensus_q1_event,20537939.7864,0,4,2,0.500147531147
2020-08-12,industry_consensus_q1_event,20588536.7245,0,4,2,0.500252915285
2020-08-13,industry_consensus_q1_event,20911030.0441,0,4,2,0.50016093012
2020-08-14,industry_consensus_q1_event,20901359.2656,0,4,2,0.50015491468
2020-08-17,industry_consensus_q1_event,21101008.7379,0,4,2,0.500183618384
2020-08-18,industry_consensus_q1_event,21217421.9783,0,4,2,0.500050248834
2020-08-19,industry_consensus_q1_event,21063788.7164,0,4,2,0.500046880167
2020-08-20,industry_consensus_q1_event,21341810.5487,0,4,2,0.500002848458
2020-08-21,industry_consensus_q1_event,21177052.9135,0,4,2,0.500001639253
2020-08-24,industry_consensus_q1_event,21055570.9454,0,4,2,0.50001117719
2020-08-25,industry_consensus_q1_event,21247687.4466,0,4,2,0.500255613136
2020-08-26,industry_consensus_q1_event,20779475.3219,0,4,2,0.500263932858
2020-08-27,industry_consensus_q1_event,20785277.6161,10615379.09,2,1,1
2020-08-28,industry_consensus_q1_event,20859572.3358,10615379.09,2,1,1
2020-08-31,industry_consensus_q1_event,20841309.4124,10615379.09,2,1,1
2020-09-01,industry_consensus_q1_event,20789548.5266,10615379.09,2,1,1
2020-09-02,industry_consensus_q1_event,20844369.1692,10615379.09,2,1,1
2020-09-03,industry_consensus_q1_event,20822702.4576,20822702.4576,0,0,0
2020-09-04,industry_consensus_q1_event,20822702.4576,20822702.4576,0,0,0
2020-09-07,industry_consensus_q1_event,20822702.4576,20822702.4576,0,0,0
2020-09-08,industry_consensus_q1_event,20822702.4576,20822702.4576,0,0,0
