role,coordinate,block,index_symbol,n,baseline_adjusted_r2,full_adjusted_r2,increment,support_pass
reacquisition_bars,relative,B,sh000001,210,0.019294900085624178,0.022267201904140776,0.0029723018185165984,True
reacquisition_bars,relative,B,sz399001,210,0.019294900085624178,0.039007852661336773,0.019712952575712595,True
reacquisition_bars,relative,B,sz399006,210,0.019294900085624178,0.029948149628685861,0.010653249543061682,True
rejection_depth,absolute,A,csi000300,215,0.32357451583397567,0.31392269411561857,-0.0096518217183571009,True
rejection_depth,absolute,A,csi000852,215,0.32357451583397567,0.31756258820606587,-0.0060119276279098077,True
rejection_depth,absolute,A,csi000905,215,0.32357451583397567,0.31771515589039134,-0.0058593599435843302,True
rejection_depth,absolute,A,sh000001,215,0.32357451583397567,0.31427084985888298,-0.0093036659750926898,True
rejection_depth,absolute,A,sz399001,215,0.32357451583397567,0.31537799727868365,-0.0081965185552920206,True
rejection_depth,absolute,A,sz399006,215,0.32357451583397567,0.31887972572534984,-0.0046947901086258348,True
rejection_depth,absolute,B,csi000300,265,0.3289570282009614,0.33131597220961062,0.0023589440086492219,True
rejection_depth,absolute,B,csi000852,265,0.3289570282009614,0.33229391534406372,0.0033368871431023184,True
rejection_depth,absolute,B,csi000905,265,0.3289570282009614,0.33308735206184725,0.0041303238608858539,True
rejection_depth,absolute,B,sh000001,265,0.3289570282009614,0.33162974757912433,0.0026727193781629355,True
rejection_depth,absolute,B,sz399001,265,0.3289570282009614,0.33223987018435197,0.003282841983390572,True
rejection_depth,absolute,B,sz399006,265,0.3289570282009614,0.33578308304474735,0.0068260548437859558,True
rejection_depth,pit,A,csi000300,50,0.22063481360338366,0.32728446361682706,0.1066496500134434,False
rejection_depth,pit,A,csi000852,50,0.22063481360338366,0.2562707312100716,0.035635917606687939,False
rejection_depth,pit,A,csi000905,50,0.22063481360338366,0.32066535975816068,0.10003054615477702,False
rejection_depth,pit,A,sh000001,50,0.22063481360338366,0.37212572276586453,0.15149090916248087,False
rejection_depth,pit,A,sz399001,50,0.22063481360338366,0.36811354435201249,0.14747873074862883,False
rejection_depth,pit,A,sz399006,50,0.22063481360338366,0.34618407959503394,0.12554926599165028,False
rejection_depth,pit,B,csi000300,265,0.3289570282009614,0.32865346034651777,-0.00030356785444363155,True
rejection_depth,pit,B,csi000852,265,0.3289570282009614,0.33160525069805291,0.0026482224970915125,True
rejection_depth,pit,B,csi000905,265,0.3289570282009614,0.33312421779508949,0.0041671895941280956,True
rejection_depth,pit,B,sh000001,265,0.3289570282009614,0.33112974131662354,0.0021727131156621393,True
rejection_depth,pit,B,sz399001,265,0.3289570282009614,0.33012201742315594,0.0011649892221945457,True
rejection_depth,pit,B,sz399006,265,0.3289570282009614,0.33036633012257621,0.0014093019216148139,True
rejection_depth,relative,A,csi000300,215,0.32357451583397567,0.32791941692740201,0.0043449010934263343,True
rejection_depth,relative,A,csi000852,215,0.32357451583397567,0.3273179148652986,0.0037433990313229248,True
rejection_depth,relative,A,csi000905,215,0.32357451583397567,0.32333220758971071,-0.000242308244264966,True
rejection_depth,relative,A,sh000001,215,0.32357451583397567,0.31958702356412483,-0.0039874922698508453,True
rejection_depth,relative,A,sz399001,215,0.32357451583397567,0.31971788436238435,-0.0038566314715913208,True
rejection_depth,relative,A,sz399006,215,0.32357451583397567,0.32051371681981877,-0.0030607990141569008,True
rejection_depth,relative,B,csi000300,265,0.3289570282009614,0.33032902103317829,0.0013719928322168951,True
rejection_depth,relative,B,csi000852,265,0.3289570282009614,0.32934317377398237,0.00038614557302096841,True
rejection_depth,relative,B,csi000905,265,0.3289570282009614,0.33377986876285148,0.0048228405618900849,True
rejection_depth,relative,B,sh000001,265,0.3289570282009614,0.3335984792840383,0.0046414510830768974,True
rejection_depth,relative,B,sz399001,265,0.3289570282009614,0.32908440890945811,0.00012738070849671601,True
rejection_depth,relative,B,sz399006,265,0.3289570282009614,0.3434063977990538,0.014449369598092399,True
