trade_date,market_view,denominator,event_year,cal_idx,horizon,anchor_count,analysis_count,retention,supported,raw_rho,partial_rho,target_rank_r2,low_n,high_n,controlled_tail_gap
2018-03-09,CHINEXT_BOARD,NON_ST,2018,43,5,351,346,0.98575498575498577,True,-0.27422241613172849,-0.22116818704657487,0.41593060845544783,69,69,-0.007937557191097698
2018-03-09,SH_A,NON_ST,2018,43,1,291,290,0.99656357388316152,True,-0.24299180411792692,-0.12960191884214109,0.55182965291430319,58,58,-0.0021997622195347095
2018-03-09,SH_A,NON_ST,2018,43,3,291,290,0.99656357388316152,True,-0.17934555243756511,-0.080052284209828808,0.55182965291430319,58,58,-0.00075474920716232438
2018-03-09,SH_A,NON_ST,2018,43,5,291,290,0.99656357388316152,True,-0.28933918801763309,-0.050818034173302329,0.55182965291430319,58,58,-0.0060077597054106792
2018-03-09,SZ_A,NON_ST,2018,43,1,660,649,0.98333333333333328,True,-0.19368269113165323,-0.10577717481116326,0.46874615048619284,130,130,-0.0015028052236388957
2018-03-09,SZ_A,NON_ST,2018,43,3,660,649,0.98333333333333328,True,-0.19943142283400511,-0.17074796422233185,0.46874615048619284,130,130,-0.0055891057620634475
2018-03-09,SZ_A,NON_ST,2018,43,5,660,649,0.98333333333333328,True,-0.283508226511545,-0.19377219242799598,0.46874615048619284,130,130,-0.010968019701972961
2018-03-12,ALL_A,ALL_STATUS,2018,44,1,1530,1516,0.99084967320261441,True,-0.166124637529244,0.053454505841733772,0.5789546757977202,303,303,0.00078536915399190685
2018-03-12,ALL_A,ALL_STATUS,2018,44,3,1530,1516,0.99084967320261441,True,-0.19419296113303491,-0.015609496404574017,0.5789546757977202,303,303,-0.0015119955740001128
2018-03-12,ALL_A,ALL_STATUS,2018,44,5,1530,1516,0.99084967320261441,True,-0.19729009850070053,2.5008191043620111e-05,0.5789546757977202,303,303,-0.00070244958948441935
2018-03-12,CHINEXT_BOARD,ALL_STATUS,2018,44,1,477,471,0.98742138364779874,True,-0.035229216125148566,0.14330548753902597,0.59275089418627458,94,94,0.0048077925815213276
2018-03-12,CHINEXT_BOARD,ALL_STATUS,2018,44,3,477,471,0.98742138364779874,True,-0.084298155358214832,0.035587907197911141,0.59275089418627458,94,94,0.00050726815044370606
2018-03-12,CHINEXT_BOARD,ALL_STATUS,2018,44,5,477,471,0.98742138364779874,True,-0.08909537910165756,0.052561200531046348,0.59275089418627458,94,94,0.0020358434664832347
2018-03-12,SH_A,ALL_STATUS,2018,44,1,502,498,0.99203187250996017,True,-0.23201325928868363,-0.081172507366374491,0.5503034666232165,100,100,-0.0030362470468764161
2018-03-12,SH_A,ALL_STATUS,2018,44,3,502,498,0.99203187250996017,True,-0.24507973802673819,-0.11931453493179399,0.5503034666232165,100,100,-0.0063146320058860735
2018-03-12,SH_A,ALL_STATUS,2018,44,5,502,498,0.99203187250996017,True,-0.26660535432534244,-0.10264730731347463,0.5503034666232165,100,100,-0.0051985628180716498
2018-03-12,SZ_A,ALL_STATUS,2018,44,1,1028,1018,0.99027237354085607,True,-0.11852859191689269,0.11574491362643073,0.58251165787762638,204,204,0.0038612360291082832
2018-03-12,SZ_A,ALL_STATUS,2018,44,3,1028,1018,0.99027237354085607,True,-0.15090639585414858,0.026175586607732421,0.58251165787762638,204,204,0.00064330815782221416
2018-03-12,SZ_A,ALL_STATUS,2018,44,5,1028,1018,0.99027237354085607,True,-0.15034317548351736,0.03973955323356259,0.58251165787762638,204,204,0.0011670785995338399
2018-03-12,ALL_A,NON_ST,2018,44,1,1518,1504,0.99077733860342554,True,-0.16190583651968452,0.057316159568349997,0.57813186727154764,301,301,0.00091958544933446471
2018-03-12,ALL_A,NON_ST,2018,44,3,1518,1504,0.99077733860342554,True,-0.18985225509153805,-0.012937074966842937,0.57813186727154764,301,301,-0.0011729042079823399
2018-03-12,ALL_A,NON_ST,2018,44,5,1518,1504,0.99077733860342554,True,-0.19317882672037084,0.0025032563879355063,0.57813186727154764,301,301,-0.00034492071294032469
2018-03-12,CHINEXT_BOARD,NON_ST,2018,44,1,477,471,0.98742138364779874,True,-0.035229216125148566,0.14330548753902597,0.59275089418627458,94,94,0.0048077925815213276
2018-03-12,CHINEXT_BOARD,NON_ST,2018,44,3,477,471,0.98742138364779874,True,-0.084298155358214832,0.035587907197911141,0.59275089418627458,94,94,0.00050726815044370606
2018-03-12,CHINEXT_BOARD,NON_ST,2018,44,5,477,471,0.98742138364779874,True,-0.08909537910165756,0.052561200531046348,0.59275089418627458,94,94,0.0020358434664832347
2018-03-12,SH_A,NON_ST,2018,44,1,496,492,0.99193548387096775,True,-0.2262140789385883,-0.075911744110958704,0.54888079686164326,98,98,-0.003029770622600196
2018-03-12,SH_A,NON_ST,2018,44,3,496,492,0.99193548387096775,True,-0.24008949306433716,-0.11974535430314209,0.54888079686164326,98,98,-0.0063088394296923478
2018-03-12,SH_A,NON_ST,2018,44,5,496,492,0.99193548387096775,True,-0.26118401324901658,-0.10272997033289362,0.54888079686164326,98,98,-0.0051884738455882772
2018-03-12,SZ_A,NON_ST,2018,44,1,1022,1012,0.99021526418786687,True,-0.11496195891370288,0.11875160698685987,0.5821551866682515,202,202,0.0039024633997073324
2018-03-12,SZ_A,NON_ST,2018,44,3,1022,1012,0.99021526418786687,True,-0.14737688585827038,0.029937779380772921,0.5821551866682515,202,202,0.00077339491760073926
2018-03-12,SZ_A,NON_ST,2018,44,5,1022,1012,0.99021526418786687,True,-0.14771436226919973,0.042980510057318976,0.5821551866682515,202,202,0.0013225825733415696
2018-03-13,ALL_A,ALL_STATUS,2018,45,1,861,849,0.98606271777003485,True,-0.39619113536011619,0.035147466721565296,0.67089901583794065,170,170,0.0017621687234358262
2018-03-13,ALL_A,ALL_STATUS,2018,45,3,861,849,0.98606271777003485,True,-0.32604666525360337,0.059881850519758188,0.67089901583794065,170,170,0.0024351481971136148
2018-03-13,ALL_A,ALL_STATUS,2018,45,5,861,849,0.98606271777003485,True,-0.30712687623634849,0.095849313418820248,0.67089901583794065,170,170,0.0031052319273026092
2018-03-13,CHINEXT_BOARD,ALL_STATUS,2018,45,1,194,190,0.97938144329896903,True,-0.3539434773423763,0.037156751960339712,0.64189164289953415,38,38,0.0034495589840836316
2018-03-13,CHINEXT_BOARD,ALL_STATUS,2018,45,3,194,190,0.97938144329896903,True,-0.31068886062351386,0.095823235319553265,0.64189164289953415,38,38,0.0025687286745279718
2018-03-13,CHINEXT_BOARD,ALL_STATUS,2018,45,5,194,190,0.97938144329896903,True,-0.28640024424075322,0.094153478571514737,0.64189164289953415,38,38,3.9809259171770008e-05
2018-03-13,SH_A,ALL_STATUS,2018,45,1,309,304,0.98381877022653719,True,-0.41284915948040607,0.02882670673154656,0.66389705077106953,61,61,-0.0011377544552888699
2018-03-13,SH_A,ALL_STATUS,2018,45,3,309,304,0.98381877022653719,True,-0.2913910453210663,0.098261288558943519,0.66389705077106953,61,61,0.0010951515376636202
2018-03-13,SH_A,ALL_STATUS,2018,45,5,309,304,0.98381877022653719,True,-0.29421554395026228,0.11353066314600274,0.66389705077106953,61,61,0.0040551909654804701
2018-03-13,SZ_A,ALL_STATUS,2018,45,1,552,545,0.9873188405797102,True,-0.36836141121276411,0.045200381150301262,0.66888496166960487,109,109,0.0031351791941753738
2018-03-13,SZ_A,ALL_STATUS,2018,45,3,552,545,0.9873188405797102,True,-0.32657927021402344,0.035878358877891411,0.66888496166960487,109,109,0.0022429393326621238
2018-03-13,SZ_A,ALL_STATUS,2018,45,5,552,545,0.9873188405797102,True,-0.29237173485512369,0.093815091372000031,0.66888496166960487,109,109,0.0037021157286333066
2018-03-13,ALL_A,NON_ST,2018,45,1,846,834,0.98581560283687941,True,-0.40059052722287763,0.029490205512862099,0.6747916328633683,167,167,0.0020432960148634317
2018-03-13,ALL_A,NON_ST,2018,45,3,846,834,0.98581560283687941,True,-0.33142198990577104,0.050026892133893698,0.6747916328633683,167,167,0.0025474736953397456
2018-03-13,ALL_A,NON_ST,2018,45,5,846,834,0.98581560283687941,True,-0.30917488719898983,0.089792836466264347,0.6747916328633683,167,167,0.0034085854463833413
2018-03-13,CHINEXT_BOARD,NON_ST,2018,45,1,194,190,0.97938144329896903,True,-0.3539434773423763,0.037156751960339712,0.64189164289953415,38,38,0.0034495589840836316
2018-03-13,CHINEXT_BOARD,NON_ST,2018,45,3,194,190,0.97938144329896903,True,-0.31068886062351386,0.095823235319553265,0.64189164289953415,38,38,0.0025687286745279718
2018-03-13,CHINEXT_BOARD,NON_ST,2018,45,5,194,190,0.97938144329896903,True,-0.28640024424075322,0.094153478571514737,0.64189164289953415,38,38,3.9809259171770008e-05
2018-03-13,SH_A,NON_ST,2018,45,1,299,294,0.98327759197324416,True,-0.43014733360963492,0.0082619124712488019,0.67825274777422551,59,59,-0.0012462626487728715
2018-03-13,SH_A,NON_ST,2018,45,3,299,294,0.98327759197324416,True,-0.31386807028288716,0.069144550770734448,0.67825274777422551,59,59,-0.00021077124570220663
2018-03-13,SH_A,NON_ST,2018,45,5,299,294,0.98327759197324416,True,-0.31422841634763621,0.088837473057156613,0.67825274777422551,59,59,0.0028489718039704966
2018-03-13,SZ_A,NON_ST,2018,45,1,547,540,0.98720292504570384,True,-0.36519471373510409,0.046918316189696399,0.66736156044542061,108,108,0.0031870705787766761
2018-03-13,SZ_A,NON_ST,2018,45,3,547,540,0.98720292504570384,True,-0.3222151617451407,0.037734871061089283,0.66736156044542061,108,108,0.0019636336480874637
2018-03-13,SZ_A,NON_ST,2018,45,5,547,540,0.98720292504570384,True,-0.28539472843164371,0.099505082943134607,0.66736156044542061,108,108,0.0035059936645536836
2018-03-14,ALL_A,ALL_STATUS,2018,46,1,345,341,0.98840579710144927,True,-0.21201624687045612,0.024348881245762458,0.58139572764584257,68,68,0.0038502354311879638
2018-03-14,ALL_A,ALL_STATUS,2018,46,3,345,341,0.98840579710144927,True,-0.28568157910286446,-0.0078670112771929406,0.58139572764584257,68,68,0.00036630901665768803
2018-03-14,ALL_A,ALL_STATUS,2018,46,5,345,341,0.98840579710144927,True,-0.29294501945604318,-0.0065778412499614188,0.58139572764584257,68,68,0.00018111639485138536
2018-03-14,CHINEXT_BOARD,ALL_STATUS,2018,46,1,61,59,0.96721311475409832,True,-0.29538281706604336,0.16962653749036941,0.42192929382718369,12,12,0.019020006713748525
2018-03-14,CHINEXT_BOARD,ALL_STATUS,2018,46,3,61,59,0.96721311475409832,True,-0.41209818819403865,0.034465964469368657,0.42192929382718369,12,12,0.0095438765696870473
2018-03-14,CHINEXT_BOARD,ALL_STATUS,2018,46,5,61,59,0.96721311475409832,True,-0.39380479251899481,0.055470475588104994,0.42192929382718369,12,12,0.012632510593182043
2018-03-14,SH_A,ALL_STATUS,2018,46,1,127,127,1,True,-0.18639231800267442,0.032673921794729076,0.57081964104743355,25,25,-0.00050917397618097278
2018-03-14,SH_A,ALL_STATUS,2018,46,3,127,127,1,True,-0.27282194608437077,0.018688916104848793,0.57081964104743355,25,25,-0.0030604849561016363
2018-03-14,SH_A,ALL_STATUS,2018,46,5,127,127,1,True,-0.22782585270170352,0.040806687013776377,0.57081964104743355,25,25,-0.0074854096095118517
2018-03-14,SZ_A,ALL_STATUS,2018,46,1,218,214,0.98165137614678899,True,-0.23921168272015056,0.026124167831488236,0.5749014151586026,43,43,0.0042268469732747345
2018-03-14,SZ_A,ALL_STATUS,2018,46,3,218,214,0.98165137614678899,True,-0.32047267185990558,-0.041427137648139011,0.5749014151586026,43,43,-0.001926389251522935
2018-03-14,SZ_A,ALL_STATUS,2018,46,5,218,214,0.98165137614678899,True,-0.34498176450554313,-0.03958543617664103,0.5749014151586026,43,43,-0.00087896241651394416
2018-03-14,ALL_A,NON_ST,2018,46,1,342,338,0.98830409356725146,True,-0.20779331365053197,0.021594423522586011,0.58220216263437363,68,68,0.0038992469679633591
2018-03-14,ALL_A,NON_ST,2018,46,3,342,338,0.98830409356725146,True,-0.28175031407708373,-0.011300033486464503,0.58220216263437363,68,68,0.00025325726308502274
2018-03-14,ALL_A,NON_ST,2018,46,5,342,338,0.98830409356725146,True,-0.28897953679265648,-0.0098256898349805468,0.58220216263437363,68,68,2.2177106002966348e-05
2018-03-14,CHINEXT_BOARD,NON_ST,2018,46,1,61,59,0.96721311475409832,True,-0.29538281706604336,0.16962653749036941,0.42192929382718369,12,12,0.019020006713748525
2018-03-14,CHINEXT_BOARD,NON_ST,2018,46,3,61,59,0.96721311475409832,True,-0.41209818819403865,0.034465964469368657,0.42192929382718369,12,12,0.0095438765696870473
2018-03-14,CHINEXT_BOARD,NON_ST,2018,46,5,61,59,0.96721311475409832,True,-0.39380479251899481,0.055470475588104994,0.42192929382718369,12,12,0.012632510593182043
2018-03-14,SH_A,NON_ST,2018,46,1,127,127,1,True,-0.18639231800267442,0.032673921794729076,0.57081964104743355,25,25,-0.00050917397618097278
2018-03-14,SH_A,NON_ST,2018,46,3,127,127,1,True,-0.27282194608437077,0.018688916104848793,0.57081964104743355,25,25,-0.0030604849561016363
2018-03-14,SH_A,NON_ST,2018,46,5,127,127,1,True,-0.22782585270170352,0.040806687013776377,0.57081964104743355,25,25,-0.0074854096095118517
2018-03-14,SZ_A,NON_ST,2018,46,1,215,211,0.98139534883720925,True,-0.23214993445089036,0.022841183712327396,0.57553143132526574,42,42,0.0035653339979293645
2018-03-14,SZ_A,NON_ST,2018,46,3,215,211,0.98139534883720925,True,-0.31375725113048064,-0.046577804976802591,0.57553143132526574,42,42,-0.00083446003882124231
2018-03-14,SZ_A,NON_ST,2018,46,5,215,211,0.98139534883720925,True,-0.33840949708066226,-0.044121094008957917,0.57553143132526574,42,42,0.00013714745234804675
2018-03-15,ALL_A,ALL_STATUS,2018,47,1,204,200,0.98039215686274506,True,-0.10849082253163077,0.083851557699335971,0.39685288934981922,40,40,0.0060895512874721593
2018-03-15,ALL_A,ALL_STATUS,2018,47,3,204,200,0.98039215686274506,True,-0.11867816199799194,0.053599532510402219,0.39685288934981922,40,40,0.0069786108342528783
2018-03-15,ALL_A,ALL_STATUS,2018,47,5,204,200,0.98039215686274506,True,-0.11565107496921859,0.077520169734819525,0.39685288934981922,40,40,0.0073221273974044213
2018-03-15,SH_A,ALL_STATUS,2018,47,1,85,83,0.97647058823529409,True,-0.12639190621621907,0.0073504436140346676,0.38691380392948416,17,17,6.9770834667070409e-06
2018-03-15,SH_A,ALL_STATUS,2018,47,3,85,83,0.97647058823529409,True,-0.15893622715589273,-0.044025667735116909,0.38691380392948416,17,17,0.003346932513170846
2018-03-15,SH_A,ALL_STATUS,2018,47,5,85,83,0.97647058823529409,True,-0.119737415188958,0.012658931780895081,0.38691380392948416,17,17,0.0070876878824597846
2018-03-15,SZ_A,ALL_STATUS,2018,47,1,119,117,0.98319327731092432,True,-0.060854465177288326,0.11193557966201266,0.35367772130225683,23,23,0.0062453122874251161
2018-03-15,SZ_A,ALL_STATUS,2018,47,3,119,117,0.98319327731092432,True,-0.053796051559483034,0.11693758261239705,0.35367772130225683,23,23,0.0066656183138764785
2018-03-15,SZ_A,ALL_STATUS,2018,47,5,119,117,0.98319327731092432,True,-0.079819268645085734,0.12811616364069756,0.35367772130225683,23,23,0.00737259031668306
2018-03-15,ALL_A,NON_ST,2018,47,1,197,194,0.98477157360406087,True,-0.1060829562017435,0.074251643356131089,0.39618554977588738,39,39,0.0074115317175558748
2018-03-15,ALL_A,NON_ST,2018,47,3,197,194,0.98477157360406087,True,-0.10457982019383845,0.055040119744972679,0.39618554977588738,39,39,0.0082272268097278046
2018-03-15,ALL_A,NON_ST,2018,47,5,197,194,0.98477157360406087,True,-0.10075933139476606,0.079694340104971326,0.39618554977588738,39,39,0.010046979589246241
2018-03-15,SH_A,NON_ST,2018,47,1,81,80,0.98765432098765427,True,-0.13042739350548335,-0.0087539438680361136,0.38376682340304824,16,16,0.00013357931540881104
2018-03-15,SH_A,NON_ST,2018,47,3,81,80,0.98765432098765427,True,-0.15096197235357883,-0.058680305486202962,0.38376682340304824,16,16,0.002961582364107972
2018-03-15,SH_A,NON_ST,2018,47,5,81,80,0.98765432098765427,True,-0.1047005666952267,-2.4382000753274658e-05,0.38376682340304824,16,16,0.0073658551366397266
2018-03-15,SZ_A,NON_ST,2018,47,1,116,114,0.98275862068965514,True,-0.058066985413507646,0.10577379821977793,0.35891495538870311,23,23,0.0059492870559680689
2018-03-15,SZ_A,NON_ST,2018,47,3,116,114,0.98275862068965514,True,-0.038217205437808335,0.13231251442391373,0.35891495538870311,23,23,0.0077995434100127919
