role,market_view,denominator,scope,scope_value,coordinate,horizon,outcome,n,spearman,tail_effect,low_n,low_mean,low_median,low_positive,low_p10,low_p90,high_n,high_mean,high_median,high_positive,high_p10,high_p90
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,1,downside,909,0.030700926744094859,0.00088717103805912093,168,-0.020132998600424723,-0.017951742778162749,0.0059523809523809521,-0.030012173665564371,-0.010568234567928629,154,-0.019245827562365602,-0.0171468057195725,0,-0.030364510696303981,-0.010353070097746189
closing_acceptance,ALL_A,NON_ST,phase,0,pit,1,downside,909,0.030700926744094859,0.00088717103805912093,168,-0.020132998600424723,-0.017951742778162749,0.0059523809523809521,-0.030012173665564371,-0.010568234567928629,154,-0.019245827562365602,-0.0171468057195725,0,-0.030364510696303981,-0.010353070097746189
closing_acceptance,ALL_A,NON_ST,block,A,pit,1,terminal,187,-0.015653731387107787,0.0041231856711711071,30,-0.00050085619317304672,0.0013050859117235501,0.59999999999999998,-0.01463377871484523,0.013209695506260721,33,0.0036223294779980605,-0.00057106323616189995,0.48484848484848486,-0.010879357920007859,0.028715970009013263
closing_acceptance,ALL_A,NON_ST,block,B,pit,1,terminal,722,-0.042764049936280711,-0.0016942904224516797,138,9.8650742548907168e-05,0.0011763403236443499,0.52173913043478259,-0.013825216068614169,0.013304420329134788,121,-0.0015956396799027726,0.0005131681873999,0.50413223140495866,-0.016754289671407099,0.0130055040992317
closing_acceptance,ALL_A,NON_ST,overall,ALL,absolute,1,terminal,1412,-0.017555174553070752,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,1,terminal,909,-0.036076067929357504,-0.00046909936437972372,168,-8.4040674014414562e-06,0.0013050859117235501,0.5357142857142857,-0.01420231322199395,0.013304420329134797,154,-0.00047750343178116518,0.00025371248419287754,0.5,-0.015127936208114949,0.014509742511412854
closing_acceptance,ALL_A,NON_ST,phase,0,pit,1,terminal,909,-0.036076067929357504,-0.00046909936437972372,168,-8.4040674014414562e-06,0.0013050859117235501,0.5357142857142857,-0.01420231322199395,0.013304420329134797,154,-0.00047750343178116518,0.00025371248419287754,0.5,-0.015127936208114949,0.014509742511412854
closing_acceptance,ALL_A,NON_ST,block,A,pit,3,downside,187,0.078532916879236886,0.0044310673191861744,30,-0.035685769816018016,-0.030805638876768252,0,-0.065368629203382322,-0.019534840963372956,33,-0.031254702496831842,-0.027633431680480599,0,-0.052516649102805041,-0.01234445047321598
closing_acceptance,ALL_A,NON_ST,block,B,pit,3,downside,722,-0.022505542080550806,4.7804119130266665e-05,138,-0.035008128750855655,-0.029162420957454402,0,-0.057874219281914892,-0.017767036796367063,121,-0.034960324631725388,-0.030209432890237,0,-0.055187998403727803,-0.019052412555023001
closing_acceptance,ALL_A,NON_ST,overall,ALL,absolute,3,downside,1412,0.0061326370332744091,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,3,downside,909,-0.0020737447383317518,0.00096287333824358889,168,-0.035129136083920362,-0.02924316599321965,0,-0.058878185654521367,-0.017767036796367059,154,-0.034166262745676773,-0.03020123021644365,0,-0.05508220482831365,-0.018234512676443094
closing_acceptance,ALL_A,NON_ST,phase,0,pit,3,downside,303,-0.028246310032334139,0.0040564875999292427,57,-0.035743080381897996,-0.029182487985054101,0,-0.0664979691908162,-0.01724844653906922,46,-0.031686592781968753,-0.028994520567700549,0,-0.053448680864813747,-0.017881161349282852
closing_acceptance,ALL_A,NON_ST,phase,1,pit,3,downside,303,-0.0002542980468020455,-0.0010274823960409671,60,-0.034207193541094819,-0.030002972502698549,0,-0.049994582220572639,-0.019071296672882709,56,-0.035234675937135786,-0.031410734625785502,0,-0.060508414904024047,-0.018708829613883451
closing_acceptance,ALL_A,NON_ST,phase,2,pit,3,downside,303,0.023629446077840049,0.00031838320791097857,51,-0.035527601330681294,-0.028471071952430201,0,-0.057553307889129102,-0.0200603996337387,52,-0.035209218122770315,-0.028678263190559349,0,-0.054346085527454541,-0.017898007393048851
closing_acceptance,ALL_A,NON_ST,block,A,pit,3,terminal,187,0.044687457562422241,0.006229682472569659,30,0.0033545079593288573,0.00329495848946395,0.53333333333333333,-0.026681697364430858,0.03502328111977919,33,0.0095841904318985163,0.0082158223497545008,0.66666666666666663,-0.029294985828547362,0.049944316232494124
closing_acceptance,ALL_A,NON_ST,block,B,pit,3,terminal,722,-0.04494945257059741,-0.0014000670280623737,138,2.5533916720769646e-05,0.00038061912771754998,0.52898550724637683,-0.02237263042340203,0.024207485174376608,121,-0.001374533111341604,0.00088645166126299999,0.52892561983471076,-0.032005934994953203,0.024732780751469299
closing_acceptance,ALL_A,NON_ST,overall,ALL,absolute,3,terminal,1412,-0.012974232284727043,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,3,terminal,909,-0.025739984903510833,0.00035377122359477996,168,0.00061999356718649937,0.00095599345114189991,0.52976190476190477,-0.022719247984175839,0.026084646653178969,154,0.00097376479078127934,0.0019171223856695001,0.55844155844155841,-0.031694493900930792,0.032094631892742947
closing_acceptance,ALL_A,NON_ST,phase,0,pit,3,terminal,303,-0.030662683306912554,0.0023871065403717963,57,6.9835561272167576e-05,0.00025135337426900002,0.50877192982456143,-0.023129157167047158,0.032118263448585198,46,0.0024569421016439638,0.00223555406033545,0.56521739130434778,-0.02967109810876125,0.032960317970057051
closing_acceptance,ALL_A,NON_ST,phase,1,pit,3,terminal,303,-0.070819525603887712,-0.0024472813111070177,60,0.0017349690086788962,0.0022831487316597502,0.56666666666666665,-0.01629185719743375,0.024184825058845033,56,-0.00071231230242812128,0.00030636217508225806,0.5178571428571429,-0.035756641161192496,0.028430407816565851
closing_acceptance,ALL_A,NON_ST,phase,2,pit,3,terminal,303,0.025068742981415735,0.0015543584237638548,51,-7.6859769135598205e-05,0.0001680406869179,0.50980392156862742,-0.026408786164347799,0.0228253132645631,52,0.0014774986546282566,0.0019336381434264501,0.59615384615384615,-0.029363218745501421,0.034745729845544825
closing_acceptance,ALL_A,NON_ST,block,A,pit,5,downside,187,0.049469828487955989,0.0005060578085644557,30,-0.044691978216675296,-0.041471002020114001,0,-0.072975567644323724,-0.025414568709664097,33,-0.04418592040811084,-0.030900665261761801,0,-0.089917668770747056,-0.018311177841758917
closing_acceptance,ALL_A,NON_ST,block,B,pit,5,downside,722,-0.030245870430443626,0.00046176016456436764,138,-0.044859118241477883,-0.037229151007490149,0,-0.072933254101501963,-0.02210094763362588,121,-0.044397358076913515,-0.038667867591836401,0,-0.072945613343650795,-0.024898380668525701
closing_acceptance,ALL_A,NON_ST,overall,ALL,absolute,5,downside,1412,-0.016577455485231207,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,5,downside,909,-0.012446790162786483,0.00047722180345018822,168,-0.044829271808477414,-0.037421624303545051,0,-0.073166685658000871,-0.022244512877058559,154,-0.044352050005027226,-0.037686852282290101,0,-0.076434479098547045,-0.023003486247968559
closing_acceptance,ALL_A,NON_ST,phase,0,pit,5,downside,182,0.065833803610855682,-0.0021359685874544967,34,-0.038560932009785658,-0.034066543378390948,0,-0.059464758257507119,-0.023001554723463512,31,-0.040696900597240154,-0.035971805151434701,0,-0.073495691575183097,-0.021910464984793099
closing_acceptance,ALL_A,NON_ST,phase,1,pit,5,downside,182,-0.080471730837140501,-0.0029069340484090059,34,-0.041338321386522624,-0.035309203172493947,0,-0.069403471899372765,-0.020993170777904791,34,-0.04424525543493163,-0.037242101945519052,0,-0.086401478287714412,-0.023663616375086172
closing_acceptance,ALL_A,NON_ST,phase,2,pit,5,downside,181,0.017768639363441488,0.0076825077173357445,31,-0.05311295366789566,-0.048678494292778103,0,-0.081450311997907199,-0.0226058205898069,38,-0.045430445950559915,-0.042248075537441254,0,-0.07353739527805303,-0.022526379364802517
closing_acceptance,ALL_A,NON_ST,phase,3,pit,5,downside,182,0.0029968369486181147,0.0027655061974184852,42,-0.04748792789892517,-0.037147803286580947,0,-0.076762574035194778,-0.021266725617893951,19,-0.044722421701506684,-0.042164866839667303,0,-0.066733479109043953,-0.025972242913484645
closing_acceptance,ALL_A,NON_ST,phase,4,pit,5,downside,182,-0.056842306418014646,-0.0030337747003649079,27,-0.043472167144077867,-0.038815530057208898,0,-0.070216409677234637,-0.026520375377743516,32,-0.046505941844442775,-0.036640174682591245,0,-0.074119310124550045,-0.024478749545147106
closing_acceptance,ALL_A,NON_ST,block,A,pit,5,terminal,187,0.0096087851750171604,0.00024345007079564027,30,0.0065674232326617286,0.0071366646698440995,0.59999999999999998,-0.028031331253661317,0.047695885773968966,33,0.0068108733034573689,0.0086131593474965008,0.5757575757575758,-0.043439130852004654,0.073572646036038011
closing_acceptance,ALL_A,NON_ST,block,B,pit,5,terminal,722,-0.039430444075250461,-0.00057175950120619235,138,-0.00034182945265022057,0.0027725922269350501,0.56521739130434778,-0.038951980985627785,0.034082677402751886,121,-0.00091358895385641292,-0.0045241571025797997,0.47933884297520662,-0.033831082379768403,0.029753076673545799
closing_acceptance,ALL_A,NON_ST,overall,ALL,absolute,5,terminal,1412,-0.031946136132154877,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,overall,ALL,pit,5,terminal,909,-0.02975651229615001,-0.00015031271130180196,168,0.00089196566972691367,0.0035002784862483002,0.5714285714285714,-0.038461962835687917,0.037541455817814186,154,0.00074165295842511172,-1.8024232245750005e-05,0.5,-0.037944844857776217,0.036239719625776358
closing_acceptance,ALL_A,NON_ST,phase,0,pit,5,terminal,182,0.049860310313544876,-0.002689067207491408,34,0.0046978635851581563,0.00589657968805415,0.61764705882352944,-0.024615226076517598,0.038470047754883017,31,0.0020087963776667483,0.0093217436948946995,0.61290322580645162,-0.043795311999365698,0.024485518927394399
closing_acceptance,ALL_A,NON_ST,phase,1,pit,5,terminal,182,-0.14484155125174034,-0.004964037308723958,34,0.0067540187393420473,0.0094348406336353489,0.70588235294117652,-0.02934029207229371,0.029589797159007888,34,0.0017899814306180891,-0.00053939721570265002,0.5,-0.034253922541242217,0.036141944349060567
closing_acceptance,ALL_A,NON_ST,phase,2,pit,5,terminal,181,-0.059808268691091834,0.00081053650540237148,31,-0.00079964537013620064,0.0015674740034224001,0.54838709677419351,-0.040987750271191899,0.039949756832124601,38,1.0891135266170878e-05,-0.0046662538505783998,0.44736842105263158,-0.037802918265615583,0.042321626245689088
closing_acceptance,ALL_A,NON_ST,phase,3,pit,5,terminal,182,0.0043245621194771535,0.0044963587992012822,42,-0.0032310991636644191,0.0036585084933777002,0.5714285714285714,-0.042306440905338083,0.039893543653563047,19,0.0012652596355368635,-0.0047592586827439002,0.42105263157894735,-0.030284500158242741,0.030015755512894739
closing_acceptance,ALL_A,NON_ST,phase,4,pit,5,terminal,182,-0.0084998213445718878,0.0018837616057498659,27,-0.0029266146359539845,-0.0040439115518320998,0.37037037037037035,-0.039494374150185418,0.029712443331805543,32,-0.0010428530302041186,-0.0019702609260189999,0.5,-0.040746161593364083,0.043220194187079654
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,A,pit,1,downside,187,0.095974073163301643,0.0031774908548607809,32,-0.025125029916741738,-0.023050832456924901,0,-0.03503818700530114,-0.0098330764574766083,39,-0.021947539061880957,-0.0193942066065045,0,-0.035728217253363018,-0.0098783744120099146
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,B,pit,1,downside,722,0.050044175117820014,0.0014610738747398086,137,-0.021298828378159267,-0.018764427354329601,0,-0.036388462383821416,-0.0090951543014298995,109,-0.019837754503419458,-0.017921125336032601,0.01834862385321101,-0.030796443703978715,-0.01109144743542294
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,absolute,1,downside,1412,0.080857499161269955,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,pit,1,downside,909,0.060961172649111363,0.0016296049982767805,169,-0.022023316243452988,-0.019900225848932598,0,-0.036353798991855257,-0.0091129868356921977,148,-0.020393711245176208,-0.018164901515884201,0.013513513513513514,-0.033533771078850728,-0.010676329806594482
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,phase,0,pit,1,downside,909,0.060961172649111363,0.0016296049982767805,169,-0.022023316243452988,-0.019900225848932598,0,-0.036353798991855257,-0.0091129868356921977,148,-0.020393711245176208,-0.018164901515884201,0.013513513513513514,-0.033533771078850728,-0.010676329806594482
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,A,pit,1,terminal,187,-0.027048106320584017,0.00025048458122899553,32,0.0013112696466495686,0.0015823169911707499,0.59375,-0.01014147629479089,0.022429387744725367,39,0.0015617542278785642,-0.00056094939671829996,0.46153846153846156,-0.014170489845410937,0.029883638323093587
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,B,pit,1,terminal,722,-0.020081871430824776,-0.0013844240466426468,137,0.0011303968772124744,0.0025433357687543998,0.56204379562043794,-0.0180563451099424,0.018501843165628591,109,-0.00025402716943017235,0.0013127480192825999,0.5321100917431193,-0.019089231972564298,0.018579126379194223
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,absolute,1,terminal,1412,-0.0032169309914293915,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,pit,1,terminal,909,-0.023038980760387569,-0.00094018920922029747,169,0.001164644975567427,0.0022540784654807998,0.56804733727810652,-0.01745543745248988,0.019719909030294806,148,0.00022445576634712961,0.00050916597574900005,0.51351351351351349,-0.019217674681430749,0.019800127749389239
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,phase,0,pit,1,terminal,909,-0.023038980760387569,-0.00094018920922029747,169,0.001164644975567427,0.0022540784654807998,0.56804733727810652,-0.01745543745248988,0.019719909030294806,148,0.00022445576634712961,0.00050916597574900005,0.51351351351351349,-0.019217674681430749,0.019800127749389239
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,A,pit,3,downside,187,0.081889385191900435,0.00041695977983464971,32,-0.039378671267549549,-0.035476089867276545,0,-0.05192481704635362,-0.021115980072813297,39,-0.038961711487714899,-0.032870362449219197,0,-0.063768565716552303,-0.014608996725028158
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,block,B,pit,3,downside,722,0.0097298128001794288,0.00053910873660195646,137,-0.036266757738872349,-0.030336675197269101,0,-0.062001907214278423,-0.015519630086350059,109,-0.035727649002270392,-0.031286966096980597,0,-0.056777286163869733,-0.017495701496742157
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,absolute,3,downside,1412,0.027357499723273407,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,overall,ALL,pit,3,downside,909,0.02643140387425601,0.0002761276327418391,169,-0.036855995803473957,-0.031437478576623899,0,-0.061989100918674163,-0.015728735583883199,148,-0.036579868170732117,-0.031362409280651246,0,-0.060666759081581423,-0.016972254475278368
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,phase,0,pit,3,downside,303,-0.039383378455618838,-0.002041844472199815,58,-0.033462062145486943,-0.028220884243505599,0,-0.054952836423652902,-0.016643131362071264,43,-0.035503906617686758,-0.031437852464321903,0,-0.061866996542051612,-0.015519009483511197
