dimension,state,period,decision_dates,cohorts,trades,calendar_years,early_dates,late_dates,mean_cohort_payoff,absolute_trade_return,selected_industry_return,broad_proxy_return,relative_to_industry,relative_to_broad,winner_rate,severe_loss_rate
CROSS_SECTIONAL_DISPERSION,LOW,late,42,42,419,2,0,42,0.01695436268,0.01690815491,6.88873579e-08,-0.03609781094,0.01695429379,0.05305217362,0.4582338902,0.07159904535
CROSS_SECTIONAL_DISPERSION,MEDIUM,full,66,66,660,6,25,41,0.01162025344,0.01162025344,0.0002583340102,-0.0505991662,0.01136191943,0.06221941964,0.4848484848,0.146969697
CROSS_SECTIONAL_DISPERSION,MEDIUM,early,25,25,250,3,25,0,0.02300425647,0.02300425647,0.01572080086,-0.03318280808,0.007283455612,0.05618706454,0.512,0.144
CROSS_SECTIONAL_DISPERSION,MEDIUM,late,41,41,410,3,0,41,0.004678788178,0.004678788178,-0.009169999433,-0.06121889676,0.01384878761,0.06589768494,0.4682926829,0.1487804878
CROSS_SECTIONAL_DISPERSION,HIGH,full,115,115,1146,6,57,58,0.01669934232,0.01662798686,0.00357396221,-0.05153595185,0.01312538011,0.06823529416,0.5165794066,0.1579406632
CROSS_SECTIONAL_DISPERSION,HIGH,early,57,57,568,3,57,0,0.02699339137,0.02652488053,0.003697149332,-0.05559098237,0.02329624203,0.08258437374,0.5440140845,0.1654929577
CROSS_SECTIONAL_DISPERSION,HIGH,late,58,58,578,3,0,58,0.006582776869,0.006902319715,0.003452899004,-0.04755083564,0.003129877866,0.05413361251,0.4896193772,0.1505190311
SYNCHRONIZATION,LOW,full,109,109,1088,6,49,60,0.02157770583,0.02171529221,0.01040314995,-0.04848704612,0.01117455587,0.07006475194,0.5,0.1369485294
SYNCHRONIZATION,LOW,early,49,49,490,3,49,0,0.02690876489,0.02690876489,0.009680689986,-0.04736449138,0.01722807491,0.07427325628,0.506122449,0.1510204082
SYNCHRONIZATION,LOW,late,60,60,598,3,0,60,0.01722400759,0.01745977111,0.01099315893,-0.04940379915,0.006230848664,0.06662780673,0.4949832776,0.1254180602
SYNCHRONIZATION,MEDIUM,full,87,87,869,6,39,48,0.009599532908,0.009643578654,-0.006389008963,-0.04645503777,0.01598854187,0.05605457068,0.4798619102,0.1507479862
SYNCHRONIZATION,MEDIUM,early,39,39,390,3,39,0,0.01842171747,0.01842171747,-0.00441304435,-0.04486595502,0.02283476182,0.06328767248,0.5205128205,0.1717948718
SYNCHRONIZATION,MEDIUM,late,48,48,479,3,0,48,0.002431507955,0.002496451021,-0.007994480211,-0.04774616751,0.01042598817,0.05017767547,0.4467640919,0.133611691
SYNCHRONIZATION,HIGH,full,67,67,668,6,34,33,0.01052037906,0.01007268418,-0.0020671415,-0.04785268265,0.01258752056,0.05837306171,0.4865269461,0.1362275449
SYNCHRONIZATION,HIGH,early,34,34,338,3,34,0,0.01674422435,0.01589625841,0.009207498417,-0.04935713038,0.007536725936,0.06610135474,0.4970414201,0.1538461538
SYNCHRONIZATION,HIGH,late,33,33,330,3,0,33,0.004107932397,0.004107932397,-0.01368343717,-0.04630264559,0.01779136957,0.05041057799,0.4757575758,0.1181818182
INDUSTRY_PERSISTENCE,LOW,full,84,84,839,6,35,49,0.01742558196,0.01740306725,0.01013213533,-0.04218911539,0.007293446629,0.05961469734,0.5077473182,0.1275327771
INDUSTRY_PERSISTENCE,LOW,early,35,35,350,3,35,0,0.01824600785,0.01824600785,0.01326700923,-0.04710186959,0.004978998618,0.06534787744,0.52,0.1314285714
INDUSTRY_PERSISTENCE,LOW,late,49,49,489,3,0,49,0.01683956346,0.01679973553,0.007892939679,-0.03868000524,0.008946623779,0.0555195687,0.4989775051,0.1247443763
INDUSTRY_PERSISTENCE,MEDIUM,full,89,89,888,6,45,44,0.01597443669,0.01564994112,0.002838568926,-0.04455293661,0.01313586776,0.0605273733,0.4876126126,0.1306306306
INDUSTRY_PERSISTENCE,MEDIUM,early,45,45,448,3,45,0,0.02863671478,0.02805004624,0.01526587936,-0.03729114448,0.01337083543,0.06592785926,0.5245535714,0.1540178571
INDUSTRY_PERSISTENCE,MEDIUM,late,44,44,440,3,0,44,0.003024379546,0.003024379546,-0.009871180376,-0.05197976948,0.01289555992,0.05500414902,0.45,0.1068181818
INDUSTRY_PERSISTENCE,HIGH,full,90,90,898,6,42,48,0.01118356606,0.01139948738,-0.007379232415,-0.05581898888,0.01856279848,0.06700255494,0.4755011136,0.1648106904
INDUSTRY_PERSISTENCE,HIGH,early,42,42,420,3,42,0,0.01616708688,0.01616708688,-0.01276213972,-0.05766923379,0.0289292266,0.07383632067,0.480952381,0.1857142857
INDUSTRY_PERSISTENCE,HIGH,late,48,48,478,3,0,48,0.00682298535,0.007210383219,-0.002669188521,-0.05420002458,0.00949217387,0.06102300993,0.4707112971,0.1464435146
