trade_date,calendar_year,candidate_count,top_selected,top_complete,bottom_selected,bottom_complete,control_complete,top_mean_net,top_median_net,top_positive_rate,top_severe_rate,control_mean_net,control_severe_rate,bottom_mean_net,top_minus_control,top_minus_bottom,signal_r20_rank_correlation,signal_intraday20_rank_correlation
2021-07-30,2021,2053,20,20,20,18,1923,0.0551327508367,0.0579709211637,0.55,0.1,0.051659424081,0.0306812272491,0.0170534978513,0.00347332675572,0.0380792529854,0.246096259473,-0.0896006201513
2021-08-31,2021,2233,20,19,20,19,2048,-0.100869498437,-0.181306981374,0.157894736842,0.368421052632,-0.0323574424485,0.0869140625,-0.0761572157618,-0.0685120559887,-0.0247122826753,0.277268218428,-0.0863273364745
2021-09-30,2021,2308,20,20,20,20,1876,-0.0704957309563,-0.085924917128,0.25,0.15,0.00698906769178,0.0527718550107,0.0227874171305,-0.077484798648,-0.0932831480867,0.19226830185,-0.197436867736
2021-10-29,2021,2094,20,20,20,20,1874,0.0639518447514,0.0891856720612,0.6,0.1,0.0808522257111,0.0106723585912,0.0383208994133,-0.0169003809596,0.0256309453381,0.232276152904,-0.188164791059
2021-11-30,2021,2047,20,20,20,20,1981,-0.0624229311535,-0.0906049092416,0.2,0,-0.00747467947182,0.0272589601212,-0.0896089240892,-0.0549482516817,0.0271859929357,0.316194777835,-0.0923107634424
2021-12-31,2021,2448,20,20,20,20,2264,-0.141385644516,-0.155590469941,0.2,0.4,-0.104753935216,0.153268551237,-0.142599658153,-0.0366317092997,0.00121401363672,0.160541938189,-0.225898498197
2022-01-28,2022,2700,20,20,20,19,2242,0.0776278346956,0.0358696630212,0.6,0,0.039648430421,0.0151650312221,0.0855112520028,0.0379794042746,-0.00788341730717,0.185468324814,-0.268226690658
2022-02-28,2022,2484,20,20,20,20,2272,-0.0858216551265,-0.0818335424981,0.1,0.05,-0.0688095440772,0.0906690140845,0.0116601050729,-0.0170121110493,-0.0974817601993,0.161014870795,-0.311863426185
2022-03-31,2022,2471,20,19,20,19,2128,-0.219102796269,-0.263485924113,0.105263157895,0.578947368421,-0.137159125957,0.335996240602,-0.230004261621,-0.0819436703124,0.0109014653518,-0.107124660548,-0.525045512418
2022-04-29,2022,2343,20,18,20,17,2028,0.137479333801,0.108981827137,0.722222222222,0.0555555555556,0.102580578493,0.00394477317554,0.0586543605414,0.0348987553078,0.0788249732595,0.217210226983,-0.254455516344
2022-05-31,2022,2219,20,18,20,19,2034,-0.0537078364456,-0.0557479077883,0.277777777778,0.111111111111,0.0671920718182,0.00540806293019,-0.0386145125795,-0.120899908264,-0.0150933238661,0.245703864755,-0.260879592764
2022-06-30,2022,2329,20,19,20,20,2106,0.0687912879422,-0.0195210344583,0.421052631579,0,0.0133624042789,0.00902184235518,0.0202048208794,0.0554288836634,0.0485864670629,0.211572413202,-0.222406763597
2022-07-29,2022,2467,20,20,20,20,2235,-0.0703752927824,-0.0794393267983,0.45,0.35,-0.0184131242068,0.0263982102908,-0.0403788959133,-0.0519621685756,-0.0299963968691,0.18086044522,-0.176591024314
2022-08-31,2022,2449,20,19,20,19,2058,-0.0371960050356,-0.0877104072398,0.368421052632,0.105263157895,-0.0784016021187,0.0383867832847,-0.111254927717,0.0412055970831,0.0740589226815,0.323194247074,-0.115342277376
2022-09-30,2022,2259,20,18,20,17,1848,0.188022835234,0.131640270827,0.888888888889,0,0.0919883772655,0.0102813852814,0.0600623621136,0.0960344579683,0.12796047312,0.149432201432,-0.317618640769
2022-10-31,2022,1967,20,19,20,19,1873,0.0185658558485,0.00508025776216,0.526315789474,0,0.0494021473559,0.00320341697811,0.084628335626,-0.0308362915074,-0.0660624797775,0.240211321961,-0.145868172324
2022-11-30,2022,2379,20,20,20,20,2076,-0.115804352264,-0.14254099332,0.1,0.1,-0.0442060500771,0.0207129094412,0.0129154292682,-0.071598302187,-0.128719781532,0.237564556461,-0.242933126997
2022-12-30,2022,2395,20,17,20,20,1987,0.0505656914738,0.00769451073986,0.529411764706,0.117647058824,0.0850448085173,0.00402617010569,-0.040620515792,-0.0344791170435,0.0911862072658,0.0326064664137,-0.407183122608
2023-01-31,2023,2163,20,20,20,20,2050,-0.00508322659184,-0.00556924590672,0.4,0,0.0126861434119,0.000975609756098,0.0224983649404,-0.0177693700037,-0.0275815915323,0.39325865872,-0.111879337898
2023-02-28,2023,2439,20,18,20,20,2183,0.11606923812,-0.0214610676788,0.444444444444,0,-0.0181402296255,0.0215300045809,0.0265190673574,0.134209467746,0.0895501707627,0.20523325671,-0.23415867425
2023-03-31,2023,2609,20,19,20,20,2345,0.00308482352955,-0.081868852459,0.315789473684,0.105263157895,-0.0225974885977,0.0533049040512,-0.0866403844681,0.0256823121272,0.0897252079976,0.0114416949525,-0.333453369484
2023-04-28,2023,2571,20,18,20,18,2252,0.00692546078963,-0.0245196138088,0.333333333333,0.0555555555556,-0.00693961876112,0.0119893428064,0.0560095167094,0.0138650795508,-0.0490840559198,0.292450534584,-0.127534203176
2023-05-31,2023,2474,20,19,20,18,2131,0.0193092638382,-0.00550037509377,0.421052631579,0.0526315789474,0.0180820099709,0.00797747536368,0.049779360275,0.00122725386726,-0.0304700964369,0.118638351396,-0.315144031471
2023-06-30,2023,2341,20,20,20,20,2085,-0.123331959578,-0.153682882872,0.1,0.2,-0.0269537629598,0.0398081534772,-0.156873697206,-0.0963781966185,0.0335417376272,0.148200998794,-0.288296749724
2023-07-31,2023,2343,20,18,20,19,1939,-0.075239874055,-0.0803418655054,0.166666666667,0.111111111111,-0.0847735991105,0.040742650851,-0.0177428442531,0.00953372505547,-0.057497029802,0.243420075402,-0.157490705738
2023-08-31,2023,2285,20,20,20,20,1985,-0.00560055482551,-0.0384747351095,0.35,0.05,-0.0119596992924,0.0115869017632,-0.121819162825,0.00635914446694,0.116218607999,0.0681182571944,-0.360453684509
2023-09-28,2023,2217,20,19,20,19,1923,0.0131059149645,-0.0535640201927,0.421052631579,0.0526315789474,-0.016841434689,0.0166406656266,-0.044976175963,0.0299473496535,0.0580820909275,0.160059594708,-0.325757629452
2023-10-31,2023,2130,20,19,20,20,2024,-0.001081403493,-0.00843240581138,0.473684210526,0,0.0356872573938,0.00098814229249,0.0589842569072,-0.0367686608868,-0.0600656604002,0.120591259224,-0.347366274679
2023-11-30,2023,2438,20,19,20,19,2162,-0.102818608852,-0.126093023256,0.263157894737,0.263157894737,-0.043335119638,0.018038852914,-0.004181318012,-0.0594834892138,-0.0986372908399,0.135926276223,-0.34974900452
