trade_id,signal_date,symbol,industry,final_net_return,invested_cost,profit,diffusion_score,max_return20,signal_year,cohort_order,cohort_size,intensity_bucket,intensity_rank_pct,retained_top5
2018-07-23|002138.SZ,2018-07-23,002138.SZ,元件,-0.0700402907712,249566.2749,-17479.6944607,1,0.0557346365222,2018,2,10,2,0.25,True
2018-07-23|600765.SH,2018-07-23,600765.SH,航空装备Ⅱ,-0.0775395391945,249566.2749,-19351.2539543,1,0.0567060274943,2018,3,10,2,0.35,True
2018-07-23|300408.SZ,2018-07-23,300408.SZ,元件,-0.132947678969,249566.2749,-33179.2569969,1,0.0583181704211,2018,4,10,3,0.45,True
2018-07-23|603228.SH,2018-07-23,603228.SH,元件,-0.0286690719773,249566.2749,-7154.83349822,1,0.0586587892152,2018,5,10,3,0.55,False
2018-07-23|002913.SZ,2018-07-23,002913.SZ,元件,-0.0623852390548,249566.2749,-15569.2517197,1,0.0589660321501,2018,6,10,4,0.65,False
2018-07-23|300699.SZ,2018-07-23,300699.SZ,航空装备Ⅱ,-0.178537777239,249566.2749,-44557.0079946,1,0.0595112283472,2018,7,10,4,0.75,False
2018-07-23|601857.SH,2018-07-23,601857.SH,炼化及贸易,0.0965471479652,249566.2749,24094.9120699,0.857142857143,0.0262827217992,2018,8,10,5,0.85,False
2018-07-23|300418.SZ,2018-07-23,300418.SZ,数字媒体,-0.175414851996,249566.2749,-43777.6311749,0.8,0.0310850323014,2018,9,10,5,0.95,False
2018-07-30|000157.SZ,2018-07-30,000157.SZ,工程机械,0.000880732539717,246694.483617,217.27185909,1,0.0194653347881,2018,0,10,1,0.05,True
2018-07-30|000709.SZ,2018-07-30,000709.SZ,普钢,-0.0378698385542,246694.483617,-9342.28026678,1,0.0212773984473,2018,1,10,1,0.15,True
2018-07-30|000869.SZ,2018-07-30,000869.SZ,非白酒,-0.111211005751,246694.483617,-27435.1416362,1,0.0221139232585,2018,2,10,2,0.25,True
2018-07-30|600031.SH,2018-07-30,600031.SH,工程机械,0.00239945640634,246694.483617,591.932659123,1,0.0265502320941,2018,3,10,2,0.35,True
2018-07-30|601169.SH,2018-07-30,601169.SH,银行Ⅱ,-0.0274274979453,246694.483617,-6766.21244252,1,0.0269376557318,2018,4,10,3,0.45,True
2018-07-30|000778.SZ,2018-07-30,000778.SZ,普钢,0.0187857133965,246694.483617,4634.33186572,1,0.0273413456043,2018,5,10,3,0.55,False
2018-07-30|002097.SZ,2018-07-30,002097.SZ,工程机械,0.0118633933291,246694.483617,2926.63369127,1,0.03105839702,2018,6,10,4,0.65,False
2018-07-30|000425.SZ,2018-07-30,000425.SZ,工程机械,-0.00166489451005,246694.483617,-410.720291432,1,0.0448717541772,2018,7,10,4,0.75,False
2018-07-30|600600.SH,2018-07-30,600600.SH,非白酒,-0.186465039017,246694.483617,-45999.8965129,1,0.0499294826193,2018,8,10,5,0.85,False
2018-07-30|601857.SH,2018-07-30,601857.SH,炼化及贸易,0.0768358570816,246694.483617,18954.982086,0.857142857143,0.0212491394821,2018,9,10,5,0.95,False
2018-08-06|000709.SZ,2018-08-06,000709.SZ,普钢,0.0385421328162,228099.547083,8791.44303898,1,0.0212773984473,2018,0,10,1,0.05,True
2018-08-06|000778.SZ,2018-08-06,000778.SZ,普钢,0.0863538409906,228099.547083,19697.2720188,0.933333333333,0.0273413456043,2018,1,10,1,0.15,True
2018-08-06|000959.SZ,2018-08-06,000959.SZ,普钢,0.0197224598422,228099.547083,4498.68415737,0.933333333333,0.0329441557194,2018,2,10,2,0.25,True
2018-08-06|600010.SH,2018-08-06,600010.SH,普钢,-0.0478414240701,228099.547083,-10912.6071622,0.933333333333,0.0357180826021,2018,3,10,2,0.35,True
2018-08-06|600307.SH,2018-08-06,600307.SH,普钢,-0.0086462588841,228099.547083,-1972.20773542,0.933333333333,0.0370412716803,2018,4,10,3,0.45,True
2018-08-06|600282.SH,2018-08-06,600282.SH,普钢,-0.0945381963346,228099.547083,-21564.1197659,0.933333333333,0.0417597210286,2018,5,10,3,0.55,False
2018-08-06|600019.SH,2018-08-06,600019.SH,普钢,-0.0740143954515,228099.547083,-16882.6500801,0.933333333333,0.0463352239869,2018,6,10,4,0.65,False
2018-08-06|000898.SZ,2018-08-06,000898.SZ,普钢,-0.0523873882329,228099.547083,-11949.5395288,0.933333333333,0.047300960618,2018,7,10,4,0.75,False
2018-08-06|600569.SH,2018-08-06,600569.SH,普钢,-0.121169425854,228099.547083,-27638.6911576,0.933333333333,0.0473206561901,2018,8,10,5,0.85,False
2018-08-06|600808.SH,2018-08-06,600808.SH,普钢,0.00971688463868,228099.547083,2216.41698514,0.933333333333,0.0491499411116,2018,9,10,5,0.95,False
2018-08-13|000709.SZ,2018-08-13,000709.SZ,普钢,0.009746025191,239114.180494,2330.41282662,1,0.0247800289985,2018,0,10,1,0.05,True
2018-08-13|000959.SZ,2018-08-13,000959.SZ,普钢,-0.0269945098256,239114.180494,-6454.77009478,1,0.0329441557194,2018,1,10,1,0.15,True
2018-08-13|600010.SH,2018-08-13,600010.SH,普钢,-0.0950903071905,239114.180494,-22737.4408768,1,0.0357180826021,2018,2,10,2,0.25,True
2018-08-13|000157.SZ,2018-08-13,000157.SZ,工程机械,-0.0707745181101,239114.180494,-16923.1908977,1,0.0367238329547,2018,3,10,2,0.35,True
2018-08-13|600307.SH,2018-08-13,600307.SH,普钢,-0.0789129705191,239114.180494,-18869.210276,1,0.0370412716803,2018,4,10,3,0.45,True
2018-08-13|000778.SZ,2018-08-13,000778.SZ,普钢,0.0323430392434,239114.180494,7733.67932337,1,0.0370816749045,2018,5,10,3,0.55,False
2018-08-13|002097.SZ,2018-08-13,002097.SZ,工程机械,-0.0770803716308,239114.180494,-18431.0098947,1,0.0458095360313,2018,6,10,4,0.65,False
2018-08-13|600031.SH,2018-08-13,600031.SH,工程机械,-0.0842649778976,239114.180494,-20148.9511343,1,0.0556889058606,2018,7,10,4,0.75,False
2018-08-13|000425.SZ,2018-08-13,000425.SZ,工程机械,-0.11215577894,239114.180494,-26818.0371689,1,0.0600420409669,2018,8,10,5,0.85,False
2018-08-13|002663.SZ,2018-08-13,002663.SZ,基础建设,-0.0454923486361,239114.180494,-10877.8656629,1,0.0631789016215,2018,9,10,5,0.95,False
2018-08-20|002097.SZ,2018-08-20,002097.SZ,工程机械,-0.0698075215208,231071.144756,-16130.5039104,1,0.0458095360313,2018,0,10,1,0.05,True
2018-08-20|000709.SZ,2018-08-20,000709.SZ,普钢,0.0852560112749,231071.144756,19700.2041226,0.875,0.0247800289985,2018,1,10,1,0.15,True
2018-08-20|002221.SZ,2018-08-20,002221.SZ,炼化及贸易,-0.0543396723037,231071.144756,-12556.3302849,0.857142857143,0.0264332570682,2018,2,10,2,0.25,True
2018-08-20|300055.SZ,2018-08-20,300055.SZ,炼化及贸易,-0.0983817163304,231071.144756,-22733.1758155,0.857142857143,0.0338721048346,2018,3,10,2,0.35,True
2018-08-20|000157.SZ,2018-08-20,000157.SZ,工程机械,-0.0693260680585,231071.144756,-16019.2539077,0.833333333333,0.0367238329547,2018,4,10,3,0.45,True
2018-08-20|600761.SH,2018-08-20,600761.SH,工程机械,-0.0822282926594,231071.144756,-19000.5857161,0.833333333333,0.0396594933514,2018,5,10,3,0.55,False
2018-08-20|600031.SH,2018-08-20,600031.SH,工程机械,-0.0872702755025,231071.144756,-20165.6424635,0.833333333333,0.0556889058606,2018,6,10,4,0.65,False
2018-08-20|000761.SZ,2018-08-20,000761.SZ,普钢,-0.0730930483531,231071.144756,-16889.6943566,0.8125,0.0216094843329,2018,7,10,4,0.75,False
2018-08-20|600782.SH,2018-08-20,600782.SH,普钢,-0.213677907343,231071.144756,-49374.7986588,0.8125,0.0324791742306,2018,8,10,5,0.85,False
2018-08-20|600028.SH,2018-08-20,600028.SH,炼化及贸易,0.0529280944284,231071.144756,12230.1553693,0.785714285714,0.0421114853501,2018,9,10,5,0.95,False
2018-08-27|000680.SZ,2018-08-27,000680.SZ,工程机械,-0.0197184578212,234977.863475,-4633.40108985,1,0.0640423663271,2018,0,10,1,0.05,True
2018-08-27|000157.SZ,2018-08-27,000157.SZ,工程机械,-0.0663985312583,234977.863475,-15602.185013,0.833333333333,0.0367238329547,2018,1,10,1,0.15,True
2018-08-27|600761.SH,2018-08-27,600761.SH,工程机械,-0.0699984797961,234977.863475,-16448.093229,0.833333333333,0.0443203996807,2018,2,10,2,0.25,True
2018-08-27|002097.SZ,2018-08-27,002097.SZ,工程机械,-0.0664198668191,234977.863475,-15607.1983974,0.833333333333,0.0458095360313,2018,3,10,2,0.35,True
2018-08-27|600031.SH,2018-08-27,600031.SH,工程机械,-0.0671796192561,234977.863475,-15785.7234019,0.833333333333,0.0556889058606,2018,4,10,3,0.45,True
2018-08-27|000425.SZ,2018-08-27,000425.SZ,工程机械,-0.0852514086047,234977.863475,-20032.1938522,0.833333333333,0.0600420409669,2018,5,10,3,0.55,False
2018-08-27|000528.SZ,2018-08-27,000528.SZ,工程机械,-0.125717186601,234977.863475,-29540.7559097,0.833333333333,0.0870113769896,2018,6,10,4,0.65,False
2018-08-27|300628.SZ,2018-08-27,300628.SZ,通信设备,-0.0346359978056,234977.863475,-8138.69276369,0.782608695652,0.0362943061928,2018,7,10,4,0.75,False
2018-08-27|300638.SZ,2018-08-27,300638.SZ,通信设备,-0.104980978809,234977.863475,-24668.2061061,0.739130434783,0.0388987488885,2018,8,10,5,0.85,False
2018-08-27|600522.SH,2018-08-27,600522.SH,通信设备,-0.0615584534312,234977.863475,-14464.8738661,0.739130434783,0.0412774716404,2018,9,10,5,0.95,False
2018-09-03|002016.SZ,2018-09-03,002016.SZ,房地产开发,-0.0749983655041,226955.632643,-17021.3014902,0.944444444444,0.0348823115547,2018,0,10,1,0.05,True
2018-09-03|600208.SH,2018-09-03,600208.SH,房地产开发,-0.0387732471565,226955.632643,-8799.80683802,0.888888888889,0.0158985860678,2018,1,10,1,0.15,True
2018-09-03|000656.SZ,2018-09-03,000656.SZ,房地产开发,-0.062011898533,226955.632643,-14073.949663,0.888888888889,0.0218479395259,2018,2,10,2,0.25,True
2018-09-03|600606.SH,2018-09-03,600606.SH,房地产开发,-0.033561002994,226955.632643,-7616.85866664,0.888888888889,0.0297594396518,2018,3,10,2,0.35,True
2018-09-03|600383.SH,2018-09-03,600383.SH,房地产开发,-0.0412464400133,226955.632643,-9361.11188748,0.888888888889,0.0330514414966,2018,4,10,3,0.45,True
2018-09-03|600325.SH,2018-09-03,600325.SH,房地产开发,-0.0869926813041,226955.632643,-19743.4790207,0.888888888889,0.0345855796498,2018,5,10,3,0.55,False
2018-09-03|600340.SH,2018-09-03,600340.SH,房地产开发,-0.0494087162709,226955.632643,-11213.5864593,0.888888888889,0.0386584511414,2018,6,10,4,0.65,False
2018-09-03|002146.SZ,2018-09-03,002146.SZ,房地产开发,-0.0598777507329,226955.632643,-13589.5927988,0.888888888889,0.0418909417092,2018,7,10,4,0.75,False
2018-09-03|001979.SZ,2018-09-03,001979.SZ,房地产开发,-0.0163717762216,226955.632643,-3715.66682986,0.888888888889,0.0440858929731,2018,8,10,5,0.85,False
2018-09-03|600893.SH,2018-09-03,600893.SH,航空装备Ⅱ,-0.0580869769582,226955.632643,-13183.1666039,0.777777777778,0.0395167952921,2018,9,10,5,0.95,False
2018-09-10|603080.SH,2018-09-10,603080.SH,燃气Ⅱ,-0.0258285784452,220883.023699,-5705.09450483,0.714285714286,0.0336662021806,2018,0,10,1,0.05,True
2018-09-10|603393.SH,2018-09-10,603393.SH,燃气Ⅱ,0.0668829456989,220883.023699,14773.3072799,0.714285714286,0.0388426694675,2018,1,10,1,0.15,True
2018-09-10|600208.SH,2018-09-10,600208.SH,房地产开发,-0.029695447814,220883.023699,-6559.22030328,0.611111111111,0.0157483569681,2018,2,10,2,0.25,True
2018-09-10|002016.SZ,2018-09-10,002016.SZ,房地产开发,-0.019987861536,220883.023699,-4414.97929336,0.611111111111,0.0202682252367,2018,3,10,2,0.35,True
2018-09-10|600773.SH,2018-09-10,600773.SH,房地产开发,-0.182940525634,220883.023699,-40408.4564592,0.611111111111,0.0279916494369,2018,4,10,3,0.45,True
2018-09-10|000069.SZ,2018-09-10,000069.SZ,房地产开发,-0.113919318554,220883.023699,-25162.8435399,0.611111111111,0.0284379353205,2018,5,10,3,0.55,False
2018-09-10|000014.SZ,2018-09-10,000014.SZ,房地产开发,-0.0893641288851,220883.023699,-19739.0189984,0.611111111111,0.0312944625584,2018,6,10,4,0.65,False
2018-09-10|600803.SH,2018-09-10,600803.SH,燃气Ⅱ,-0.0314980504108,220883.023699,-6957.38461538,0.571428571429,0.0452176059933,2018,7,10,4,0.75,False
2018-09-10|000656.SZ,2018-09-10,000656.SZ,房地产开发,-0.0752694234882,220883.023699,-16625.7378522,0.555555555556,0.0205807077,2018,8,10,5,0.85,False
2018-09-10|600606.SH,2018-09-10,600606.SH,房地产开发,-0.120798023604,220883.023699,-26682.2327106,0.555555555556,0.0297594396518,2018,9,10,5,0.95,False
2018-09-17|603080.SH,2018-09-17,603080.SH,燃气Ⅱ,-0.106862881624,217253.465652,-23216.3313824,0.916666666667,0.0336662021806,2018,0,10,1,0.05,True
2018-09-17|000407.SZ,2018-09-17,000407.SZ,燃气Ⅱ,-0.227415190583,217253.465652,-49406.7382961,0.916666666667,0.0623187643993,2018,1,10,1,0.15,True
2018-09-17|603393.SH,2018-09-17,603393.SH,燃气Ⅱ,-0.00425179895816,217253.465652,-923.718058916,0.833333333333,0.0397508614513,2018,2,10,2,0.25,True
2018-09-17|600803.SH,2018-09-17,600803.SH,燃气Ⅱ,-0.131079088115,217253.465652,-28477.3861674,0.833333333333,0.0452176059933,2018,3,10,2,0.35,True
2018-09-17|002267.SZ,2018-09-17,002267.SZ,燃气Ⅱ,-0.0588900938281,217253.465652,-12794.0769767,0.833333333333,0.0472741634836,2018,4,10,3,0.45,True
2018-09-17|603689.SH,2018-09-17,603689.SH,燃气Ⅱ,-0.068196092971,217253.465652,-14815.8375419,0.833333333333,0.0519830288671,2018,5,10,3,0.55,False
2018-09-17|002911.SZ,2018-09-17,002911.SZ,燃气Ⅱ,-0.0958428963399,217253.465652,-20822.201388,0.833333333333,0.0667236320429,2018,6,10,4,0.65,False
2018-09-17|300498.SZ,2018-09-17,300498.SZ,养殖业,0.100136091453,217253.465652,21754.9129051,0.714285714286,0.0286606415586,2018,7,10,4,0.75,False
2018-09-17|002299.SZ,2018-09-17,002299.SZ,养殖业,-0.0829732786243,217253.465652,-18026.2323377,0.714285714286,0.0410547962906,2018,8,10,5,0.85,False
2018-09-17|600583.SH,2018-09-17,600583.SH,油服工程,-0.152696162884,217253.465652,-33173.7705784,0.666666666667,0.0433504408736,2018,9,10,5,0.95,False
2018-09-25|603080.SH,2018-09-25,603080.SH,燃气Ⅱ,-0.19370782245,224618.968237,-43510.4512182,0.916666666667,0.0336662021806,2018,0,10,1,0.05,True
2018-09-25|002493.SZ,2018-09-25,002493.SZ,炼化及贸易,-0.103154044334,224618.968237,-23170.3550078,0.9,0.0206547790307,2018,1,10,1,0.15,True
2018-09-25|002221.SZ,2018-09-25,002221.SZ,炼化及贸易,-0.0740856538909,224618.968237,-16641.0431381,0.9,0.0241252366886,2018,2,10,2,0.25,True
2018-09-25|600391.SH,2018-09-25,600391.SH,航空装备Ⅱ,-0.20752408227,224618.968237,-46613.8452439,0.866666666667,0.0325526030377,2018,3,10,2,0.35,True
2018-09-25|603619.SH,2018-09-25,603619.SH,油服工程,-0.302594810379,224618.968237,-67968.5341013,0.857142857143,0.046446758245,2018,4,10,3,0.45,True
2018-09-25|603393.SH,2018-09-25,603393.SH,燃气Ⅱ,-0.0845908694774,224618.968237,-19000.7138243,0.833333333333,0.0397508614513,2018,5,10,3,0.55,False
2018-09-25|600803.SH,2018-09-25,600803.SH,燃气Ⅱ,-0.250204073645,224618.968237,-56200.5808709,0.833333333333,0.0452176059933,2018,6,10,4,0.65,False
2018-09-25|600893.SH,2018-09-25,600893.SH,航空装备Ⅱ,-0.0805770086698,224618.968237,-18099.124551,0.8,0.0308888530337,2018,7,10,4,0.75,False
2018-09-25|600316.SH,2018-09-25,600316.SH,航空装备Ⅱ,-0.139149675597,224618.968237,-31255.656563,0.8,0.0321916209296,2018,8,10,5,0.85,False
2018-09-25|600339.SH,2018-09-25,600339.SH,油服工程,-0.141433977922,224618.968237,-31768.7541946,0.714285714286,0.0494397257382,2018,9,10,5,0.95,False
2018-10-09|601898.SH,2018-10-09,601898.SH,煤炭开采,-0.00964045444083,215123.780617,-2073.89100618,1,0.0234844452331,2018,0,10,1,0.05,True
2018-10-09|600348.SH,2018-10-09,600348.SH,煤炭开采,-0.0310482600165,215123.780617,-6679.21907633,1,0.0240148762039,2018,1,10,1,0.15,True
2018-10-09|600456.SH,2018-10-09,600456.SH,小金属,-0.0574394141011,215123.780617,-12356.5839179,1,0.0275217370543,2018,2,10,2,0.25,True
2018-10-09|000960.SZ,2018-10-09,000960.SZ,小金属,-0.0173869360223,215123.780617,-3740.34341046,1,0.0324034240547,2018,3,10,2,0.35,True
2018-10-09|600111.SH,2018-10-09,600111.SH,小金属,0.0144346166479,215123.780617,3105.22930506,1,0.0398856458045,2018,4,10,3,0.45,True
2018-10-09|600339.SH,2018-10-09,600339.SH,油服工程,-0.160802961551,215123.780617,-34592.5410233,1,0.0494397257382,2018,5,10,3,0.55,False
2018-10-09|000831.SZ,2018-10-09,000831.SZ,小金属,0.0214163509715,215123.780617,4607.16638802,1,0.0511293465226,2018,6,10,4,0.65,False
2018-10-09|600583.SH,2018-10-09,600583.SH,油服工程,-0.14627887083,215123.780617,-31468.0637173,1,0.0526041632185,2018,7,10,4,0.75,False
2018-10-09|603619.SH,2018-10-09,603619.SH,油服工程,-0.288403421294,215123.780617,-62042.4343318,1,0.0574469148573,2018,8,10,5,0.85,False
2018-10-09|002828.SZ,2018-10-09,002828.SZ,油服工程,-0.167479698386,215123.780617,-36028.8658935,1,0.0591499598246,2018,9,10,5,0.95,False
2018-10-16|600751.SH,2018-10-16,600751.SH,航运港口,0.0865541643985,205350.231146,17773.9176658,0.6,0.0128206884291,2018,0,10,1,0.05,True
2018-10-16|600018.SH,2018-10-16,600018.SH,航运港口,0.0822763920977,205350.231146,16895.4761351,0.6,0.0197245053478,2018,1,10,1,0.15,True
2018-10-16|000975.SZ,2018-10-16,000975.SZ,贵金属,0.144943757345,205350.231146,29764.2340739,0.6,0.0209754759866,2018,2,10,2,0.25,True
2018-10-16|600988.SH,2018-10-16,600988.SH,贵金属,-0.0131087938539,205350.231146,-2691.89384795,0.6,0.0239924267432,2018,3,10,2,0.35,True
2018-10-16|000426.SZ,2018-10-16,000426.SZ,贵金属,0.173944050896,205350.231146,35719.4510579,0.6,0.0279738520424,2018,4,10,3,0.45,True
2018-10-16|601919.SH,2018-10-16,601919.SH,航运港口,0.154014916343,205350.231146,31626.9986709,0.6,0.03109058707,2018,5,10,3,0.55,False
2018-10-16|603080.SH,2018-10-16,603080.SH,燃气Ⅱ,-0.128617973154,205350.231146,-26411.7305166,0.583333333333,0.0371162712116,2018,6,10,4,0.65,False
2018-10-16|600803.SH,2018-10-16,600803.SH,燃气Ⅱ,-0.102997293902,205350.231146,-21150.5181102,0.583333333333,0.0436015525177,2018,7,10,4,0.75,False
2018-10-16|601069.SH,2018-10-16,601069.SH,贵金属,-0.022436608265,205350.231146,-4607.36269333,0.5,0.0330024058036,2018,8,10,5,0.85,False
2018-10-16|002237.SZ,2018-10-16,002237.SZ,贵金属,-0.0596478753785,205350.231146,-12248.7049963,0.5,0.0330218683049,2018,9,10,5,0.95,False
2018-10-23|002191.SZ,2018-10-23,002191.SZ,包装印刷,0.0861576117837,193521.617554,16673.3603969,0.833333333333,0.0298975930562,2018,0,10,1,0.05,True
2018-10-23|600751.SH,2018-10-23,600751.SH,航运港口,0.0409889897624,193521.617554,7932.25560071,0.8,0.0446043062368,2018,1,10,1,0.15,True
2018-10-23|600000.SH,2018-10-23,600000.SH,银行Ⅱ,-0.000222827759807,193521.617554,-43.1219885136,0.75,0.0260758376326,2018,2,10,2,0.25,True
2018-10-23|601328.SH,2018-10-23,601328.SH,银行Ⅱ,0.00638306719894,193521.617554,1235.26148929,0.75,0.0280228494333,2018,3,10,2,0.35,True
2018-10-23|601169.SH,2018-10-23,601169.SH,银行Ⅱ,0.0162657735377,193521.617554,3147.77880577,0.75,0.0295931081473,2018,4,10,3,0.45,True
2018-10-23|601988.SH,2018-10-23,601988.SH,银行Ⅱ,-0.0122462257805,193521.617554,-2369.90942197,0.75,0.0303471563893,2018,5,10,3,0.55,False
2018-10-23|601166.SH,2018-10-23,601166.SH,银行Ⅱ,0.0126614937328,193521.617554,2450.27274781,0.75,0.0330447947775,2018,6,10,4,0.65,False
2018-10-23|601009.SH,2018-10-23,601009.SH,银行Ⅱ,-0.0366926884944,193521.617554,-7100.82842983,0.75,0.0336732151066,2018,7,10,4,0.75,False
2018-10-23|002701.SZ,2018-10-23,002701.SZ,包装印刷,-0.0782398838686,193521.617554,-15141.1088835,0.666666666667,0.0236159930713,2018,8,10,5,0.85,False
2018-10-23|600018.SH,2018-10-23,600018.SH,航运港口,0.0467480134071,193521.617554,9046.75117197,0.6,0.0342890734786,2018,9,10,5,0.95,False
2018-10-30|002500.SZ,2018-10-30,002500.SZ,证券Ⅱ,0.0777573830563,194461.849081,15120.8444888,0.848484848485,0.0945884186759,2018,0,10,1,0.05,True
2018-10-30|601108.SH,2018-10-30,601108.SH,证券Ⅱ,0.0710772264354,194461.849081,13821.8088802,0.848484848485,0.0949165564967,2018,1,10,1,0.15,True
2018-10-30|000776.SZ,2018-10-30,000776.SZ,证券Ⅱ,0.0677923432414,194461.849081,13183.0244202,0.848484848485,0.0949807447824,2018,2,10,2,0.25,True
2018-10-30|000783.SZ,2018-10-30,000783.SZ,证券Ⅱ,0.0418893498991,194461.849081,8145.88043816,0.818181818182,0.0946652265411,2018,3,10,2,0.35,True
2018-10-30|000728.SZ,2018-10-30,000728.SZ,证券Ⅱ,0.0412188003635,194461.849081,8015.48413558,0.818181818182,0.0946764662216,2018,4,10,3,0.45,True
2018-10-30|600621.SH,2018-10-30,600621.SH,证券Ⅱ,0.19947998077,194461.849081,38791.2459151,0.818181818182,0.0947705143838,2018,5,10,3,0.55,False
2018-10-30|601377.SH,2018-10-30,601377.SH,证券Ⅱ,0.0163346775836,194461.849081,3176.47160705,0.818181818182,0.0948577934587,2018,6,10,4,0.65,False
2018-10-30|002673.SZ,2018-10-30,002673.SZ,证券Ⅱ,-0.00399201596806,194461.849081,-776.29480671,0.818181818182,0.0949328924956,2018,7,10,4,0.75,False
2018-10-30|000712.SZ,2018-10-30,000712.SZ,证券Ⅱ,0.0181862994658,194461.849081,3536.54142207,0.818181818182,0.0949904015145,2018,8,10,5,0.85,False
2018-10-30|601881.SH,2018-10-30,601881.SH,证券Ⅱ,0.0244653550043,194461.849081,4757.57817255,0.818181818182,0.0950130471324,2018,9,10,5,0.95,False
2018-11-06|601108.SH,2018-11-06,601108.SH,证券Ⅱ,-0.000330221909123,199257.375804,-65.7991510449,0.969696969697,0.0949165564967,2018,0,10,1,0.05,True
2018-11-06|000776.SZ,2018-11-06,000776.SZ,证券Ⅱ,0.0614335471252,199257.375804,12241.0873865,0.969696969697,0.0949807447824,2018,1,10,1,0.15,True
2018-11-06|002500.SZ,2018-11-06,002500.SZ,证券Ⅱ,0.0889687292083,199257.375804,17727.6755107,0.939393939394,0.0945884186759,2018,2,10,2,0.25,True
2018-11-06|000783.SZ,2018-11-06,000783.SZ,证券Ⅱ,0.0776175767645,199257.375804,15465.8746624,0.939393939394,0.0946652265411,2018,3,10,2,0.35,True
