uid,cohort_id,industry,decision_date,new_symbol,rejected_symbol,delta_h1,delta_h3,delta_h5
2018-09-10|房地产开发|2018-09-25|0,2018-09-10,房地产开发,2018-09-25,000926.SZ,601588.SH,-0.01017053122,-0.02225084857,-0.02123665808
2018-09-10|房地产开发|2018-10-08|0,2018-09-10,房地产开发,2018-10-08,601588.SH,000014.SZ,-0.01283211509,-0.08945353289,-0.1014444831
2018-09-10|房地产开发|2018-10-12|0,2018-09-10,房地产开发,2018-10-12,600048.SH,000656.SZ,-0.00951524017,-0.04697459212,-0.02658829967
2018-09-10|房地产开发|2018-10-15|0,2018-09-10,房地产开发,2018-10-15,600503.SH,000014.SZ,-0.05190503899,-0.06431862514,-0.1031549978
2018-09-10|房地产开发|2018-10-15|1,2018-09-10,房地产开发,2018-10-15,601588.SH,600048.SH,0.01952297601,-0.07405010697,-0.05441751092
2018-09-10|燃气Ⅱ|2018-10-09|0,2018-09-10,燃气Ⅱ,2018-10-09,002267.SZ,603393.SH,0.01779566047,-0.006120648546,-0.01754411063
2018-09-17|养殖业|2018-09-18|0,2018-09-17,养殖业,2018-09-18,002714.SZ,002299.SZ,0.01226419023,0.05058718194,0.1613813351
2018-09-17|养殖业|2018-09-26|0,2018-09-17,养殖业,2018-09-26,002299.SZ,002714.SZ,0.0389678131,0.07161676112,0.05256157225
2018-09-17|养殖业|2018-09-27|0,2018-09-17,养殖业,2018-09-27,002458.SZ,002299.SZ,0.01175912953,-0.008315732976,-0.08817604539
2018-09-17|养殖业|2018-10-09|0,2018-09-17,养殖业,2018-10-09,002234.SZ,300498.SZ,-0.01682537554,-0.117224383,-0.1503520655
2018-09-17|养殖业|2018-10-17|0,2018-09-17,养殖业,2018-10-17,000876.SZ,002234.SZ,0.02365249414,-0.06215266153,-0.0276196853
2018-09-17|养殖业|2018-10-17|1,2018-09-17,养殖业,2018-10-17,002321.SZ,002458.SZ,-0.02872564508,-0.09999122345,-0.09837633842
2018-09-17|养殖业|2018-10-19|0,2018-09-17,养殖业,2018-10-19,000876.SZ,002234.SZ,-0.0325636354,0.0009109632446,-0.05744349387
2018-09-17|养殖业|2018-10-22|0,2018-09-17,养殖业,2018-10-22,300498.SZ,002321.SZ,0.015516255,0.06556488736,0.06821982885
2018-09-17|油服工程|2018-09-19|0,2018-09-17,油服工程,2018-09-19,603619.SH,600583.SH,-0.01862806883,-0.007230511476,-0.03058371269
2018-09-17|油服工程|2018-10-09|0,2018-09-17,油服工程,2018-10-09,600339.SH,603619.SH,-0.01631428684,0.03106029708,0.09359006407
2018-09-17|油服工程|2018-10-15|0,2018-09-17,油服工程,2018-10-15,002554.SZ,600339.SH,-0.03702686203,0.01224053724,0.004884004884
2018-09-17|油服工程|2018-10-17|0,2018-09-17,油服工程,2018-10-17,601808.SH,002554.SZ,0.07538990686,0.01430732598,-0.006929793022
2018-09-17|油服工程|2018-10-19|0,2018-09-17,油服工程,2018-10-19,002828.SZ,601808.SH,0.07260734435,0.06928144319,0.06570048309
2018-09-17|油服工程|2018-10-22|0,2018-09-17,油服工程,2018-10-22,601808.SH,002828.SZ,-0.003238464627,-0.01052974463,0.005178513261
2018-09-17|燃气Ⅱ|2018-09-27|0,2018-09-17,燃气Ⅱ,2018-09-27,600917.SH,002911.SZ,-0.01732720355,-0.01594800254,0.007688649334
2018-09-17|燃气Ⅱ|2018-10-15|0,2018-09-17,燃气Ⅱ,2018-10-15,002911.SZ,000407.SZ,-0.003310226075,0.0306443313,0.006979183675
2018-09-17|燃气Ⅱ|2018-10-19|0,2018-09-17,燃气Ⅱ,2018-10-19,000407.SZ,603393.SH,0.01627231216,0.02145577274,0.01612431642
2018-09-17|燃气Ⅱ|2018-10-22|0,2018-09-17,燃气Ⅱ,2018-10-22,603393.SH,000407.SZ,0.01172051794,-0.0224755962,-0.005579732462
2018-09-25|油服工程|2018-10-09|0,2018-09-25,油服工程,2018-10-09,600583.SH,603619.SH,-0.01033710605,0.03591770222,0.05682914122
2018-09-25|油服工程|2018-10-15|0,2018-09-25,油服工程,2018-10-15,002554.SZ,600583.SH,-0.01093880535,-0.07718253968,-0.0346908939
2018-09-25|油服工程|2018-10-17|0,2018-09-25,油服工程,2018-10-17,601808.SH,002554.SZ,0.07538990686,0.01430732598,-0.006929793022
2018-09-25|油服工程|2018-10-19|0,2018-09-25,油服工程,2018-10-19,002828.SZ,600339.SH,0.05079255783,0.03691576965,0.06448666423
2018-09-25|油服工程|2018-10-22|0,2018-09-25,油服工程,2018-10-22,600339.SH,002828.SZ,-0.009087234988,-0.02536126811,0.002048522842
2018-09-25|油服工程|2018-10-23|0,2018-09-25,油服工程,2018-10-23,300191.SZ,600339.SH,0.006675597769,0.02446961553,-0.01556391621
2018-09-25|油服工程|2018-10-25|0,2018-09-25,油服工程,2018-10-25,002554.SZ,300191.SZ,-0.004255691988,-0.009669182532,-0.02106567534
2018-09-25|油服工程|2018-10-25|1,2018-09-25,油服工程,2018-10-25,600339.SH,601808.SH,-0.004334732816,0.0183698591,0.00206185567
2018-09-25|炼化及贸易|2018-09-28|0,2018-09-25,炼化及贸易,2018-09-28,600688.SH,002221.SZ,-0.001309114711,-0.05271524417,-0.02676672043
2018-09-25|炼化及贸易|2018-10-12|0,2018-09-25,炼化及贸易,2018-10-12,300055.SZ,600688.SH,0.01754304056,0.01272249781,0.0506448789
2018-09-25|炼化及贸易|2018-10-15|0,2018-09-25,炼化及贸易,2018-10-15,600028.SH,300055.SZ,0.009555627328,-0.01942188969,-0.06398464517
2018-09-25|炼化及贸易|2018-10-19|0,2018-09-25,炼化及贸易,2018-10-19,000059.SZ,600028.SH,0.005035545024,0.004238060518,-0.0208561186
2018-09-25|炼化及贸易|2018-10-22|0,2018-09-25,炼化及贸易,2018-10-22,600028.SH,000059.SZ,-0.01210475816,0.005002551326,0.0316315544
2018-09-25|炼化及贸易|2018-10-22|1,2018-09-25,炼化及贸易,2018-10-22,600688.SH,002493.SZ,0.003427881467,0.01797847086,-0.08091164593
2018-09-25|燃气Ⅱ|2018-10-09|0,2018-09-25,燃气Ⅱ,2018-10-09,002267.SZ,603393.SH,0.01779566047,-0.006120648546,-0.01754411063
2018-09-25|燃气Ⅱ|2018-10-19|0,2018-09-25,燃气Ⅱ,2018-10-19,000407.SZ,600803.SH,0.01380223322,-0.01205249223,0.006538505813
2018-09-25|燃气Ⅱ|2018-10-19|1,2018-09-25,燃气Ⅱ,2018-10-19,002911.SZ,603080.SH,-0.005014425832,0.03542774114,0.04999224283
2018-09-25|燃气Ⅱ|2018-10-22|0,2018-09-25,燃气Ⅱ,2018-10-22,600917.SH,000407.SZ,0.0008691238536,-0.008312300536,0.02040702808
2018-09-25|燃气Ⅱ|2018-10-22|1,2018-09-25,燃气Ⅱ,2018-10-22,603080.SH,002911.SZ,-0.01141854057,-0.04351629385,-0.04623863648
2018-09-25|航空装备Ⅱ|2018-10-09|0,2018-09-25,航空装备Ⅱ,2018-10-09,000738.SZ,600391.SH,-0.005163430761,0.03944312348,0.02555895231
2018-09-25|航空装备Ⅱ|2018-10-10|0,2018-09-25,航空装备Ⅱ,2018-10-10,300699.SZ,600316.SH,0.09824240855,0.06639868363,0.06521261474
2018-09-25|航空装备Ⅱ|2018-10-10|1,2018-09-25,航空装备Ⅱ,2018-10-10,600038.SH,600893.SH,0.007442880537,0.004893551264,-0.005203580209
2018-09-25|航空装备Ⅱ|2018-10-12|0,2018-09-25,航空装备Ⅱ,2018-10-12,002023.SZ,600038.SH,-0.000326459016,0.04510737822,0.03752329675
2018-09-25|航空装备Ⅱ|2018-10-17|0,2018-09-25,航空装备Ⅱ,2018-10-17,600316.SH,002023.SZ,-0.0008290780827,0.003440820524,0.04816416332
2018-09-25|航空装备Ⅱ|2018-10-18|0,2018-09-25,航空装备Ⅱ,2018-10-18,600372.SH,600316.SH,0.02841728599,0.0243644371,0.03872061657
2018-09-25|航空装备Ⅱ|2018-10-19|0,2018-09-25,航空装备Ⅱ,2018-10-19,600391.SH,300699.SZ,-0.004552503426,-0.05858619463,-0.06562605032
2018-09-25|航空装备Ⅱ|2018-10-19|1,2018-09-25,航空装备Ⅱ,2018-10-19,600765.SH,600372.SH,0.02019641851,-0.008396946565,0.003800223153
2018-09-25|航空装备Ⅱ|2018-10-22|0,2018-09-25,航空装备Ⅱ,2018-10-22,002023.SZ,000738.SZ,-0.01764003092,-0.05096985031,-0.05504427577
2018-09-25|航空装备Ⅱ|2018-10-22|2,2018-09-25,航空装备Ⅱ,2018-10-22,600893.SH,600765.SH,0.02134932534,-0.003973013493,-0.08460269865
2018-10-09|小金属|2018-10-17|0,2018-10-09,小金属,2018-10-17,002428.SZ,000831.SZ,0.001371083842,0.02115353854,0.04461049793
2018-10-09|小金属|2018-10-22|0,2018-10-09,小金属,2018-10-22,000831.SZ,002428.SZ,-0.01072208155,0.02017811927,0.01705448354
2018-10-09|小金属|2018-10-22|1,2018-10-09,小金属,2018-10-22,002182.SZ,600456.SH,,,
