signal_date,symbol,industry,diffusion_score,max_return20,signal_year,recurrence_h20
2021-12-07,000709.SZ,普钢,1,0.0172418064345,2021,False
2021-12-07,000778.SZ,普钢,1,0.0185928330766,2021,False
2021-12-21,600901.SH,多元金融,1,0.00781253973679,2021,True
2021-12-21,600061.SH,多元金融,1,0.0145633641879,2021,True
2022-01-19,000610.SZ,旅游及景区,1,0.0431051005348,2022,True
2022-01-19,600138.SH,旅游及景区,1,0.0525449192561,2022,True
2022-01-26,600258.SH,酒店餐饮,1,0.0320117712471,2022,True
2022-01-26,600754.SH,酒店餐饮,1,0.0585245748436,2022,True
2022-03-09,600121.SH,煤炭开采,0.952380952381,0.0339015516757,2022,False
2022-03-09,600758.SH,煤炭开采,0.904761904762,0.0276747221562,2022,False
2022-03-16,000028.SZ,医药商业,0.68,0.0334915023063,2022,True
2022-03-16,600511.SH,医药商业,0.68,0.0379607622392,2022,True
2022-04-08,601398.SH,银行Ⅱ,1,0.0150378773645,2022,True
2022-04-08,601288.SH,银行Ⅱ,1,0.016863806052,2022,True
2022-04-22,600751.SH,航运港口,0.851851851852,0.0228394919698,2022,True
2022-04-22,601880.SH,航运港口,0.851851851852,0.0392207131533,2022,True
2022-04-29,000016.SZ,白色家电,0.833333333333,0.0496285043052,2022,True
2022-04-29,000521.SZ,白色家电,0.833333333333,0.0598981415811,2022,True
2022-06-30,600696.SH,白酒Ⅱ,1,0.0216666262884,2022,False
2022-06-30,002304.SZ,白酒Ⅱ,1,0.0305788090995,2022,False
2022-07-21,600879.SH,航天装备Ⅱ,1,0.0417348197776,2022,True
2022-07-21,003009.SZ,航天装备Ⅱ,1,0.0424714271089,2022,True
2022-08-04,601139.SH,燃气Ⅱ,1,0.0321032453844,2022,True
2022-08-04,603393.SH,燃气Ⅱ,1,0.0327595615166,2022,True
2022-09-16,000721.SZ,酒店餐饮,1,0.0304371321859,2022,False
2022-09-16,600258.SH,酒店餐饮,1,0.0346460609544,2022,False
2022-09-30,002928.SZ,航空机场,1,0.0387502356099,2022,True
2022-09-30,600115.SH,航空机场,1,0.0437445489629,2022,True
2022-10-14,002030.SZ,医疗器械,0.804347826087,0.0386549422754,2022,True
2022-10-14,688301.SH,医疗器械,0.804347826087,0.0445491699122,2022,True
2022-10-21,300688.SZ,教育,1,0.0731865490018,2022,True
2022-10-21,600636.SH,教育,1,0.0953101798043,2022,True
2023-01-09,600696.SH,白酒Ⅱ,0.944444444444,0.0276042763883,2023,False
2023-01-09,600809.SH,白酒Ⅱ,0.944444444444,0.0358007133096,2023,False
2023-02-27,600307.SH,普钢,1,0.0173917427119,2023,False
2023-02-27,601005.SH,普钢,1,0.0180185055027,2023,False
2023-04-03,600757.SH,出版,1,0.0276940775818,2023,False
2023-04-03,601019.SH,出版,1,0.0289077252287,2023,False
2023-04-11,601921.SH,出版,1,0.0232426365026,2023,True
2023-04-11,600757.SH,出版,1,0.0300322870989,2023,True
2023-04-25,000793.SZ,出版,1,0.0520563619561,2023,True
2023-04-25,601019.SH,出版,0.961538461538,0.0424644805178,2023,True
2023-05-12,000793.SZ,出版,1,0.0779615414697,2023,True
2023-05-12,002181.SZ,出版,1,0.0868713111585,2023,True
2023-06-02,600967.SH,地面兵装Ⅱ,1,0.0414409979445,2023,True
2023-06-02,600435.SH,地面兵装Ⅱ,1,0.0474665372389,2023,True
2023-08-15,600126.SH,普钢,1,0.0192932029347,2023,False
2023-08-15,000761.SZ,普钢,1,0.0200006667067,2023,False
2023-08-22,601990.SH,证券Ⅱ,0.9375,0.0503914455364,2023,True
2023-08-22,601211.SH,证券Ⅱ,0.9375,0.0509914379683,2023,True
2023-08-29,000793.SZ,出版,0.84,0.0267873159636,2023,True
2023-08-29,601811.SH,出版,0.84,0.0357050677847,2023,True
2023-09-05,601101.SH,煤炭开采,0.944444444444,0.0413852161629,2023,True
2023-09-05,002128.SZ,煤炭开采,0.888888888889,0.0268072642311,2023,True
2023-09-12,600703.SH,光学光电子,0.943396226415,0.0162605208718,2023,True
2023-09-12,000725.SZ,光学光电子,0.943396226415,0.0254466656612,2023,True
2023-09-19,002128.SZ,煤炭开采,1,0.0268072642311,2023,True
2023-09-19,601088.SH,煤炭开采,1,0.0289875368733,2023,True
2023-10-18,688609.SH,黑色家电,1,0.0906543682681,2023,True
2023-10-18,600060.SH,黑色家电,0.8,0.0319370208682,2023,True
2023-10-25,600879.SH,航天装备Ⅱ,0.8,0.0207619914484,2023,True
2023-10-25,002829.SZ,航天装备Ⅱ,0.8,0.0344861760712,2023,True
